v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58
2.475380971e+01,2.866885835e+01,8.784670915e+01,4.256071361e+01,3.648167367e+00,8.794626789e+01,6.466563472e+01,6.705192956e+01,4.697631960e+01,5.508087999e+01,8.873578469e+01,9.534216391e+00,8.586719767e+01,1.305685660e+01,7.281177334e+01,7.969889557e+01,5.375307392e+01,1.607180812e+01,1.861634230e+01,9.417872690e+01,8.226861338e+01,8.351714901e+01,5.311877875e+01,6.642232435e+01,6.849109116e+00,7.453414752e+00,7.833183140e+01,3.146641252e+01,2.125036816e+01,5.789238020e+01,5.968114373e+01,4.887997489e+01,5.624510606e+01,4.400017850e+01,8.355311064e+01,5.568374263e+01,7.575124190e+01,1.283408302e+01,1.750291702e+01,7.061782554e+01,2.638933005e+01,7.910141840e+01,7.338921240e+01,8.956977881e+01,8.222359516e+01,9.359914463e+01,8.243000799e+01,8.419496247e+01,5.328066212e+01,1.299859519e+01,1.479309665e+01,6.619498082e+01,9.778052191e+01,8.960141158e+01,4.253570868e+01,7.977546080e+01,7.486213138e+01,9.163172918e-01
1.444039968e+01,4.100004752e+01,4.065448765e+01,2.837225732e+01,5.912172469e+01,5.225452831e+01,5.060118669e+01,7.482138684e+01,5.227319661e+01,3.540706263e+01,4.695647200e+01,4.056811403e+01,7.217729627e+01,3.405372127e+01,9.570788665e+01,4.939720901e+01,7.454266109e+00,5.421246542e+01,2.422855602e+01,5.657160735e+01,4.593726094e+01,1.713879428e+01,7.883107557e+01,5.074397469e+01,5.793006138e+01,1.540517823e+01,3.043095360e+01,7.198565974e+01,3.918447353e+00,5.592342998e+01,9.382594911e+01,6.233427025e+01,9.708253752e+01,5.977706205e+00,9.578994009e+01,3.937530365e+01,4.527797990e+01,4.012114985e+01,5.932473880e+01,9.948898071e+01,5.339821267e+01,9.096199762e+01,4.397281773e+01,5.113049296e+01,6.788466508e+01,9.865923887e+01,1.561969714e+01,2.815051488e+01,3.409579800e+01,5.898223398e+01,3.189838090e+01,8.835646448e+01,9.456590878e+01,7.374877783e+00,4.522077509e+01,1.486501351e+01,8.523205997e+01,6.630044378e+01
3.893127151e+01,4.635575272e+00,8.256444139e+01,7.405081383e+01,7.504815386e+01,1.002689847e+01,1.728854753e+01,8.793075866e+01,6.516996247e+01,3.814815724e+01,2.638504254e+01,1.407311057e+01,5.649639312e+01,8.778247302e+01,5.445144945e+01,7.898436887e+01,2.522248041e+01,9.157744458e+00,5.363809752e+01,9.546547271e+01,2.403845711e+01,1.987015895e+01,5.173270898e+00,4.138530802e+01,7.519858100e+01,6.310028176e+01,2.901291886e+01,5.488725372e+01,1.790857489e+01,1.890754834e+01,7.812123717e+01,5.504886339e+01,7.298556584e+00,4.016347065e+01,2.364993775e+01,6.979072146e+01,9.735408445e+01,8.180018631e+01,6.273641756e+00,7.614743478e+01,5.811538032e+01,8.707972415e+01,8.671568204e+01,2.749601240e+01,5.513588438e+01,2.214772641e+01,6.379091181e+01,4.047099740e+01,1.638015751e+01,6.961879478e+01,6.058999503e+01,7.913603362e+01,6.488133270e+01,8.817887068e+01,3.680133150e+01,5.120592967e+01,1.722185228e+01,9.170842905e+01
3.114546463e-02,2.361764167e+01,6.037304695e+01,8.808157665e+01,7.210749874e+01,7.000888388e+01,5.488164924e+01,2.131693351e+01,2.004956326e+01,7.810937785e+01,9.648122788e+01,3.922144499e+01,3.475998406e+01,2.987826337e+01,2.957048188e+01,3.946105903e+01,1.258138422e+01,8.248776605e+01,8.435613848e+01,7.082986843e+01,5.229059557e+01,8.933109287e+01,8.904388536e+00,1.023112796e+01,6.462783957e+01,9.748958899e+01,1.703758083e+01,2.837695995e+01,3.497980387e+01,5.237634298e+01,5.459918417e+00,1.722535057e+01,4.581106038e+01,4.527751414e+01,2.045569728e+01,2.846200587e+01,5.326742707e+01,1.392772504e+01,5.020557008e+01,5.660468761e+01,6.343346043e+01,7.640758971e+01,5.473374960e+01,4.574378343e+01,4.410525470e+01,3.149018908e+01,5.426547075e+01,6.825972365e+01,7.085408100e+01,3.150004236e+01,9.229146198e+01,4.453998463e+01,6.997912552e+00,8.739001154e+01,4.961831551e+01,3.101414728e+01,5.720325957e+01,8.552868785e+01
7.487809123e+01,9.164774250e+00,1.031544193e+01,9.813397240e+01,9.559880539e+01,8.931330373e+01,9.924050103e+01,1.823295245e+01,3.528426396e+01,1.121393061e+01,5.719937749e+01,6.061457995e+01,6.900800666e+01,6.601867458e+01,4.067153695e+01,4.410258586e+01,8.540268666e+01,4.070322493e+01,3.609941623e+00,1.556936205e+01,8.398059470e+00,9.164149112e+01,4.194409438e+01,2.874182161e+01,7.617143204e+01,4.563836105e+01,7.772073253e+01,5.250532196e+01,9.652835625e+01,4.117702627e+01,4.832885866e+01,6.408163158e+01,8.348112022e+01,3.010945608e+01,8.958211043e+01,6.654355082e+01,5.923045844e+01,1.575473548e+00,8.303546937e+01,1.289151725e+01,5.472334649e+01,5.676254815e+01,3.457892594e+01,2.159047253e+01,8.469112041e+01,4.324899236e+01,2.097502694e+01,4.926599961e+01,6.175730989e+01,4.907730727e+01,2.353409980e+01,5.737647620e+01,4.177479526e+01,1.296497883e+00,1.258790825e+01,3.681684832e+01,5.393506750e+01,2.737314941e+01
4.880389678e+01,6.053222746e+01,7.141343329e+00,3.902324655e+01,4.700972259e+01,5.797363459e+01,1.505418992e+01,7.097163498e+01,3.175304936e+01,1.527812416e+01,9.472516871e+01,3.938070205e+01,8.382259991e+01,9.706856404e+01,6.087075932e+01,4.997519779e+01,7.985475150e+01,3.773323537e+01,2.485609687e+01,7.183716619e+01,7.434923325e+01,6.903850472e+01,1.886658646e+01,6.419288517e+01,3.714672050e+01,9.850664609e+01,2.457848995e+01,8.602962447e+01,4.419550670e+00,7.856570286e+01,3.918685807e+01,4.690374747e+01,9.925932105e+01,5.262093854e+01,9.799772760e+00,5.260496029e+01,3.033111022e+01,4.786226268e+01,4.171834528e+01,7.090192011e+01,9.923120767e+01,4.514141557e+01,3.251837195e+01,4.514824135e+01,8.858169613e+00,5.892867250e+01,3.198131016e+01,7.513133359e+01,4.741224475e+01,7.107971507e+00,8.380349185e+01,9.842271164e+01,4.147574472e+01,5.842967039e+01,4.065505885e+00,9.452153766e+01,9.016527269e+01,6.721139050e+01
1.517529078e+00,5.920270049e+01,2.404635288e+01,3.976371958e+01,1.578453699e+01,6.804433870e+01,1.273158099e+01,5.142877775e+01,6.941353296e+01,9.924445861e+01,6.563706418e+01,4.884274226e+01,4.752613720e+01,7.705956069e+01,3.599896452e+01,4.635378649e+01,4.540689017e+01,2.313627275e+01,4.429249519e+01,3.170397910e+01,8.518731626e+00,6.271770200e+01,9.908142457e+01,2.838027601e+01,8.875015809e+01,9.397577517e+00,5.302194628e+01,9.197836742e+01,9.489354116e+00,5.254409613e+01,4.138499359e+01,3.505624871e+01,4.935306631e+01,9.905368649e+01,9.850699517e+01,1.746402461e+00,6.900018797e+01,7.732416191e+00,1.020152120e+01,5.687120791e+01,3.340901805e+01,8.614148180e+01,7.180713683e+01,5.754073110e+01,3.952511771e+01,5.518765386e+01,2.065767125e+01,9.233810086e+01,1.570899877e+01,5.089605200e+01,3.625547224e+01,6.296493350e+01,2.533051472e+01,7.644250398e+01,2.894210027e+01,6.256219695e+01,9.845502943e+01,8.329739918e+01
4.810159260e+01,5.822741747e+01,4.049297264e+01,8.011936870e+00,4.426279967e+01,1.569113712e+01,7.681531045e+01,4.851990490e+01,7.787314844e+01,7.570936095e+01,7.863368245e+01,7.019141281e+01,3.757249601e+01,3.087779567e+01,9.711796853e+01,4.897292552e+00,3.977799670e+01,9.463910700e+01,6.825091097e+01,9.190075592e+00,6.634016225e+01,4.270989974e+01,7.662001014e+01,8.240900487e+01,2.958379696e+01,5.471434814e+01,2.510345330e+01,4.451903698e+01,1.032533448e+01,4.640519168e+01,7.090609765e+01,1.302112208e+01,3.673407427e+01,8.084365660e+01,6.713109771e+01,7.605139593e+01,2.961953651e+01,8.208586994e+01,2.289295582e+01,7.229651500e+01,5.488663971e+01,1.677160922e+01,9.676094349e+01,5.252204262e+01,8.145911091e+01,7.310919013e+01,5.851184675e+01,4.829423428e+00,6.834168548e+01,6.255819794e+01,3.397919579e+01,7.525463888e+00,9.229698126e+01,1.894169467e+01,6.011486818e+01,7.832698380e+01,7.764282841e+01,9.644424545e+01
2.326579509e+01,7.887854025e+01,9.166811583e+01,2.203982587e+01,2.821058638e+01,1.676240709e+01,1.512616725e+01,6.128553446e+01,8.594772545e+01,6.437348163e+00,9.946046928e+01,8.019799834e+01,3.433413052e+00,5.582654282e+01,9.746207944e+01,9.016681039e+01,1.839456499e+01,1.627931636e+01,2.032919906e+01,1.498066857e+01,1.865389568e+00,8.292995855e+00,6.043794106e+01,2.594945222e+01,5.374036624e+01,1.323798306e+01,5.167663695e+01,5.382008338e+01,1.042465365e+01,1.461727167e+01,1.539661961e+01,4.761347512e+01,3.550518834e+01,3.479263635e+01,1.916464754e+01,3.859098611e+01,2.285956025e+01,3.494759925e+01,8.697924324e+01,9.315163445e+01,6.480496029e+01,9.332060852e+01,5.007823399e+01,9.207900871e+01,1.338213787e+01,6.965193485e+00,9.813534414e+01,4.290219765e+01,7.483253895e+01,5.007598019e+01,7.925810377e+01,9.644042569e+01,4.622281877e+01,7.304215766e+01,5.258725759e+01,8.738134857e+01,5.284780837e+00,2.246139352e+01
2.379057052e+00,3.362968585e+01,5.128978957e+01,8.240140170e+01,4.765548355e+01,3.210617923e+01,1.081752617e+01,8.858976683e-01,9.872421464e+01,9.522849628e+01,6.682496795e+01,9.025308650e+01,6.655623122e+01,4.826155736e+01,6.147316676e+01,4.165499144e+01,4.886324532e+01,7.853597924e+01,7.135903160e+01,4.161892061e+01,6.349556669e+01,4.075018778e+01,9.837228332e+01,6.352765090e+01,5.943799438e+01,9.157439653e+01,5.375431026e+01,4.878424652e+01,7.921973770e+01,3.540654287e+01,7.158609414e+01,1.959368782e+01,8.671347965e+00,2.956576909e+01,7.093468920e+01,4.000812891e+01,1.394942008e+01,9.761286646e+00,1.370902025e+01,6.588002176e+01,6.118585129e+01,5.967030200e+01,3.197390881e+01,3.203922606e+01,8.374732721e+00,4.276964239e+01,4.649126179e+01,1.904671457e+01,7.247633296e+01,1.136740996e+01,2.176543968e+01,3.076288045e+01,7.704818643e+01,9.199081943e+01,3.283232508e+01,4.920362921e+01,6.613348648e+01,3.049879972e+01
7.812533397e+01,3.765288301e+01,2.901745630e+01,5.659066774e+01,9.483759844e+01,9.442447033e+01,3.564607539e+01,5.606370958e+01,4.662503977e+01,8.642658449e+01,2.002400406e+01,6.456354329e+01,1.805570451e+01,4.605056003e+01,5.879478793e+01,8.467931215e+01,6.898517491e+01,6.798516862e+01,1.636823819e+01,2.089180404e+01,7.650552256e+00,2.105785548e+01,5.130309611e+01,8.239608081e+01,3.985533833e+01,9.669568436e+01,4.715219671e+00,7.241754416e+01,4.276964111e+01,3.599309852e+00,6.648163450e+01,6.445086578e+01,4.842953003e+01,2.137747346e+01,8.696536987e+01,6.861139569e+01,4.841592364e+01,3.180010159e+01,8.368707918e+01,4.644264941e+01,8.603204050e+01,1.610032780e+01,2.552024489e+00,2.402809197e+00,8.514643668e+01,3.464643633e+01,5.701002690e+01,5.553857288e+01,8.148540834e+01,7.037437087e+01,9.441600224e+00,4.999517409e+01,7.785250711e+01,5.504760732e+01,1.139020323e+01,3.407640981e+01,4.799704792e+01,6.221235741e+00
6.097630416e+01,7.599807605e+01,8.984050569e+01,7.914346174e+01,2.649140735e+01,7.904972331e+01,5.785996028e+01,5.670435624e+01,9.484023192e+01,1.116280408e+01,4.069443256e+01,2.289291311e+01,7.257560958e+01,4.767433458e+01,9.813527534e+01,5.154988312e+01,6.900285358e+01,9.277084808e+01,8.197007348e+01,5.890920287e+01,8.509849401e+01,6.417607035e+00,7.895309404e+01,1.578053480e+01,9.682058111e+01,5.123272910e+01,7.962597423e+01,2.162189058e+01,3.251356789e+01,9.287123639e+01,3.295398407e+00,7.860936856e+00,4.224917882e+01,8.387980905e+01,2.349775704e+01,1.562386888e+01,2.874130008e+01,1.423176171e+01,6.704622553e+01,4.547299854e+00,2.442699405e+01,2.734688939e+01,5.772343427e+01,8.404421145e+01,5.084577436e+01,8.048794514e+01,4.086181042e+00,2.377164875e+00,1.365198329e+01,4.282368480e+00,1.738208523e+01,3.571820511e+01,5.740838679e+01,7.965523096e+01,5.419518321e+01,8.212121199e+01,7.082457664e+01,9.325104740e+01
5.849329814e+01,7.539967706e+01,1.582511199e+01,9.901032383e+01,4.416826303e+01,1.360942710e+01,9.911876923e+01,2.849547656e+01,4.992477741e+01,9.835072815e+01,6.333543270e+01,6.357518656e+00,7.943782666e+01,2.445568909e+00,8.302149012e+01,6.238617292e+01,8.669125216e+01,4.488825826e+01,3.033087153e+01,5.912712112e+01,1.819762556e+01,4.711062716e+01,8.479690220e+01,1.525798643e+01,8.322239812e+00,9.007918480e+01,6.072806140e+01,2.804274838e+00,6.304245573e-01,3.435010097e+01,7.376901427e+01,8.642531363e-01,8.897737588e+01,6.151849548e+00,1.027101444e+01,6.583346807e+01,9.033082847e+01,5.124579353e+01,4.520507235e+01,5.342715504e+01,7.295701502e+01,6.744768257e+01,8.176093614e+01,4.908947693e+01,2.048350014e+01,5.098507447e+01,5.246578527e+01,2.602353515e+01,7.960599665e+01,4.208241382e+01,3.325279105e+01,7.348027243e+01,2.734107538e+00,5.757606826e+01,4.592230235e+01,4.531066579e+01,6.621514002e+00,5.550410531e+01
3.274929541e+01,5.505690803e+01,3.619660675e+00,4.940137401e+01,8.926311600e+01,8.424507760e+01,8.353654827e+01,3.705954865e+01,7.504745785e+01,7.195160438e+00,3.852891187e+01,8.400041988e+01,4.082022700e+01,5.913772786e+01,3.148602737e+01,1.451181653e+01,4.004888070e+01,2.622623696e+01,1.301490554e+01,1.321511730e+01,8.684767764e+01,4.023180468e+01,4.177573322e+01,5.297860699e+01,7.772219803e+01,4.133125152e+01,5.523898483e+01,4.090952870e+01,6.130478068e+01,3.031500688e+01,8.108370010e+01,8.011744070e+01,2.123938609e+01,5.489459316e+00,8.965473733e+00,3.754524568e+01,2.113417273e+01,9.354182153e+01,4.751708235e+01,7.394320166e-02,4.624830330e+01,4.691233607e+01,8.861747356e+01,6.042630320e+01,5.911394917e+01,2.952363483e+01,3.025685232e+01,9.521839887e+01,3.451956130e+01,1.226067562e+01,2.695218267e+01,6.647626414e+01,9.236845840e+01,3.979233033e+01,6.630460051e+01,8.899283845e+01,2.040489883e+00,6.789518183e+01
3.490177875e+01,5.432377456e+01,8.881629866e+01,6.880312138e+01,8.909237196e+00,7.298387005e+01,9.581187929e+01,5.657129148e+01,4.518307634e+01,4.770231854e+01,7.001413212e+01,3.228019973e+01,7.692309649e+01,4.743444589e-02,4.981045832e+01,3.681462268e+01,8.202012531e+01,7.034219880e+01,7.053566597e+01,9.206955008e+00,9.301090225e+01,9.673297961e+01,3.121178892e+01,8.143255012e+01,4.795271941e+01,9.559339015e+01,6.832753073e+01,6.168514057e+00,6.345616660e+01,2.964823642e+01,1.617023266e+00,5.526548396e+00,6.357095294e+01,4.925932001e+01,5.701733268e+01,9.889996926e+01,5.275863406e+01,7.904170737e+01,8.913873363e+01,1.907148564e+01,8.236118152e+01,8.370894008e+01,2.934581182e+01,8.937114867e+01,1.368924771e+01,9.382742621e+01,5.271705765e+01,9.753828447e+01,4.825232424e+01,3.521672559e+01,4.049642653e+01,9.694971196e+01,1.391097343e+00,6.902713349e+01,8.498891854e+01,1.733201440e+01,5.886277323e+01,6.266441547e+01
9.867397020e+01,6.430603394e+01,7.031873802e+01,6.191043267e+01,1.786569315e+01,5.313309552e+01,9.426725915e+01,2.000427278e+01,6.634510493e+01,4.399877400e+01,4.676455688e+01,6.142880042e+01,6.574237143e+01,8.498252723e+01,2.068994799e+01,6.579441057e+01,6.822829916e+01,2.070394608e+01,4.906027246e+01,1.196103597e+01,9.622302808e+01,1.324534371e+01,2.663384725e+01,9.080184214e+01,8.171303243e+01,9.743288318e+00,5.879208408e+01,7.697140339e+01,2.432546118e+01,4.891037602e+01,7.319170175e-01,8.152749610e+01,4.521875706e+01,8.208192450e+01,4.664959631e+01,8.181941758e+01,3.254578755e+01,2.536878311e+01,2.645357907e+01,4.378640180e+01,7.794114463e+01,1.356020634e+01,3.351283693e+01,4.825644402e+00,3.436003046e+01,8.472109063e+01,9.547932975e+01,5.408562810e+01,3.673170056e+01,9.864924737e+01,1.363370640e+01,9.408802483e+01,8.470075675e+01,9.273678471e+01,6.027657231e+01,3.695285455e+01,5.057837439e+01,6.838026497e+01
9.096052980e+01,7.384055507e+01,1.376732617e+01,5.370181822e+01,7.557924925e+01,1.068334423e+01,9.342617846e+01,4.418700475e+01,1.933782659e+01,9.862381664e+01,8.341270589e+01,6.948048599e+01,2.522215215e+01,5.473395617e+01,1.995556494e+01,3.061058824e+01,8.516014668e+00,3.254290357e+00,8.746782829e+01,8.787060978e+01,5.875789561e+01,9.138179048e+01,1.580907503e+01,1.517999234e+01,3.695468307e+01,7.521196157e+01,8.720778293e+01,3.324685464e+01,2.712870693e+01,1.240701282e+01,9.378704619e+01,1.358821496e+01,6.120057062e+01,3.769928476e+01,9.551752079e+00,6.944926414e+01,6.465525068e+01,8.736994432e+01,8.845621598e+01,3.966391754e+01,6.895313393e+00,2.642410173e+01,8.842141213e+00,7.522585852e+00,2.088196383e+01,7.183961582e+01,4.149491231e+01,4.671933096e+01,5.973105623e+01,5.472259053e+01,1.716555920e+01,8.801616855e+01,3.941160476e+01,7.361488344e+01,6.258277206e+01,3.593715558e+01,9.698713690e+01,4.071131677e+01
4.824145799e+01,7.469680802e+01,2.542419734e+01,6.225192371e+01,2.593257965e+01,7.483624294e+01,2.876202697e+01,5.325215625e+01,2.455300062e+01,9.627093956e+01,5.444181130e+01,1.611731201e+01,3.933595631e+01,2.570586378e-01,5.154722326e+01,9.144446584e+01,6.681503924e+01,9.385143960e+01,5.782681448e+01,2.182950752e+01,6.008124824e+01,6.053130776e+01,1.714072000e+01,8.322123754e+01,1.865349352e+00,5.535732166e+01,7.337616753e+01,2.976673299e+01,5.797541558e+01,1.370028099e+01,1.885157782e+01,9.363531768e+01,4.096797468e+00,9.225702339e+01,3.175260716e+01,9.826783741e+01,1.024746089e+01,3.154318335e+01,3.808969008e+01,3.507449357e+01,2.643134351e+01,9.664486311e+01,9.646828794e+00,7.866797368e+01,7.361792762e+01,9.547986018e+01,7.123979671e+00,8.399157551e+01,4.349883217e+01,2.852864988e+01,5.228740326e+01,2.242825935e+01,3.904626531e+01,2.626168354e+01,3.191493005e+01,3.307624033e+01,7.788214009e+01,4.706955015e-01
1.720097923e+01,8.060112015e+01,1.449972014e+01,3.218810644e+01,1.505450919e+01,7.506889831e+01,5.241381205e+01,7.465471527e+01,3.688871233e+01,7.468366923e+01,1.783111192e+01,1.444141061e+01,3.059163023e+01,9.533183326e+01,8.801856800e+01,5.642543008e+01,3.898255805e+01,7.303396742e+01,3.834568234e+01,9.937545482e+01,3.900499186e+00,9.463958572e+00,4.596598768e+01,4.379505237e+01,3.838152745e-01,9.317865556e+01,6.358898443e+01,1.871437232e+01,3.368056655e+00,6.271311129e+01,4.866310918e+01,6.260197731e+01,6.220484167e+01,7.174537953e+01,8.986804683e+01,4.617992886e+01,2.458158407e+00,5.276661495e+01,2.818432198e+01,4.120314604e+01,9.718763528e+01,1.686450103e+01,3.015436594e+01,1.140225289e+01,6.769819947e+01,6.106099723e+01,8.906023536e+01,4.803927154e+01,4.276828325e+01,8.223988925e+01,4.503221332e+01,5.319593128e+01,4.770940718e+00,4.129545643e+01,8.041881394e+01,2.305656294e+01,1.231523353e+01,1.953308801e+01
6.689769607e+01,7.723782741e+01,2.717506916e+01,5.234447026e+01,5.218794371e+01,1.154668747e+01,7.597344527e+01,2.037602172e+01,3.964768200e+01,4.745144931e+01,3.689008827e+01,9.686374420e+01,4.962327908e+01,6.938743274e+01,1.003303687e+00,1.181657108e+00,1.595989225e+01,7.902072453e+01,2.493941844e+01,6.210868282e+01,5.407960635e+01,7.331150729e+01,1.757194683e+01,6.064757847e+01,2.836270701e+01,2.763048125e+01,6.795934488e+01,6.706417835e+01,8.290014551e+01,7.987502307e+01,5.302826311e+01,4.154077763e+01,9.955777588e+01,6.696368051e+01,9.197071224e+01,4.559435038e+01,7.157101367e+00,8.385198002e+01,9.566874743e+01,3.394708014e+01,4.661579896e+01,9.108604259e+01,2.758088213e+01,6.971351570e+01,1.936272208e+01,5.854389624e+01,2.617697872e+01,7.736865741e+01,5.492500495e+00,5.441299323e+01,6.576458911e+01,6.404126162e+01,4.308128286e+01,5.624564103e+01,1.301002132e+01,4.891651903e+01,5.429541916e+01,1.665369883e+01
8.565325785e+01,6.579772985e+01,1.651291773e+01,5.833123093e+01,7.729394766e+01,1.518383755e+01,4.813396482e+01,1.802681806e+01,1.854924272e+01,3.102969492e+01,7.082018393e+01,1.928141397e+01,2.925209393e+01,6.717350467e+01,6.025149941e+00,9.567170456e+01,9.119104727e+01,4.103962102e+01,5.510343089e+01,8.054771422e+01,3.653600027e+01,7.428565788e+01,1.782025316e+01,2.680997668e+01,6.035336782e+01,5.802440183e+01,8.826029720e+01,1.277092943e+01,1.009763619e+01,1.807533911e+01,4.784379450e+00,9.658024942e+01,4.850136461e+00,4.932898095e+01,7.423612759e+01,8.477715625e+01,9.875918837e+01,8.023157933e+00,7.814199990e+01,3.998516549e+01,1.537308228e+01,3.946227509e+01,8.390042569e+00,7.241291824e+01,2.404950473e-01,4.173476860e+01,5.616068310e+01,9.732176107e+01,7.831211336e+01,7.851663090e+01,2.770192084e+01,9.433516964e+01,2.649347328e+01,8.147504956e+00,2.247145535e+01,4.399437486e+01,1.595399766e+01,9.770625645e+00
9.045522560e+01,8.797359969e+01,5.723567544e+01,6.686987340e+01,2.143812912e+01,6.366388553e+01,5.592235449e+01,9.462655042e+01,2.421976181e+01,7.550797658e+01,3.757144443e+01,6.937486358e+01,1.729921028e+01,1.551337659e+01,1.114778441e+01,2.602598820e+01,5.968870135e+01,3.458167842e+01,9.540185731e+01,6.894955996e+01,5.616720373e+01,8.664712975e+01,8.231174909e+01,6.514906135e+00,2.884172745e+01,7.637268330e+01,6.448631878e+01,2.045194942e+00,9.805357045e+01,5.570648853e+01,4.021603436e+01,2.327726546e+00,5.310097582e+01,9.091100178e+01,2.642328760e+01,7.996115809e+01,8.369496572e+01,8.566598980e+01,6.300808208e+01,6.430362589e+01,6.175118120e+01,5.283080802e+00,7.784159768e+01,4.620573214e+01,9.474640552e+01,7.892349370e+01,4.211503020e+01,6.930513697e+01,3.926428223e+01,9.749987114e+01,5.049610556e+01,2.583223674e+01,5.917672521e+01,2.284590142e+01,1.966192529e+01,2.192908050e+01,9.255917314e+01,8.449165075e+01
7.083152766e+01,8.875331846e+01,3.259086984e+01,4.068381556e+00,7.960598671e+01,3.027884930e+01,4.061600159e+01,1.526676339e+01,9.673010299e+01,3.199440273e+01,5.534288778e+01,2.109728799e+01,6.791713212e+01,4.862440552e+01,7.935895078e+01,2.457284514e+01,2.790946015e+01,2.657496575e+01,7.780365896e+01,3.282139664e+01,9.078078853e+01,3.303718880e+01,8.786836347e+01,2.004818193e+00,6.539591100e+01,8.670501457e+01,3.017961539e+00,3.651439048e+00,5.486798521e+01,2.747826789e+01,7.673336225e+01,5.696002399e+01,9.869699317e+01,2.176456249e+01,5.878197459e+01,3.290707088e+01,8.356209174e+01,3.895078658e+01,2.382995603e+01,8.330269056e+01,7.307979128e+01,5.809170278e+00,8.591002873e+01,6.169903268e+01,8.329348620e+01,1.211310500e+00,8.915662294e+01,5.279771473e+01,5.948255579e+01,3.564674716e+01,2.564250683e+01,6.983817656e+01,7.826622408e+01,2.546262005e+01,9.763408613e+01,9.307248490e+01,2.975753561e+01,8.544671842e+01
8.475189057e+01,4.725404691e+00,6.851435496e+01,7.470235196e+01,7.032210508e+01,1.230086834e+01,8.464017993e+01,7.903914510e+01,8.371347816e+01,2.454430964e+00,7.179366167e+01,2.929902373e+01,9.110094061e+00,1.863872723e+01,7.692402133e+01,1.667224598e+00,2.129029634e+01,2.096035376e+00,4.389665748e+01,8.359915396e+01,8.033988793e+01,4.746915796e+01,3.652580485e+01,9.137740298e+01,5.296475644e+01,9.340707928e+01,4.052561588e+01,2.749740826e+01,2.527317226e+01,3.082813377e+00,5.211740471e+01,8.192654804e+01,3.055007288e+01,7.976987058e+01,2.728039530e+01,6.426818993e+01,4.704794962e+01,6.891888641e+01,6.672975813e+01,6.716826793e+01,7.657208654e+01,3.454259921e+01,8.363911231e+01,5.431727035e+01,9.567287149e+01,9.437630589e+01,7.871859794e+01,1.503512659e+01,9.803125978e+01,7.883774790e+01,4.547960859e+01,8.413097844e+01,5.872679025e+01,2.788303048e+01,7.446576062e+01,8.402589138e+01,1.888347855e+01,4.394727985e+01
2.258757197e+01,5.555129327e+01,3.328816000e+01,1.843979885e+01,1.819119285e+01,4.271764259e+01,6.258165139e+01,8.957438142e+01,7.133613176e+01,4.083012836e+01,2.013612101e+01,4.615771686e+01,8.030404896e+01,8.482150242e+01,3.117690146e+01,2.073045198e+01,5.338268844e+00,4.369899258e+01,3.282653807e+01,6.795986132e+01,7.097785242e+01,8.695261175e+01,3.583176258e+01,8.026718314e+00,6.498189910e-01,6.701600811e+01,1.108834442e+00,7.589731159e+01,6.756561662e+01,8.137643140e+01,9.641337547e+01,2.206597498e+01,8.409667070e+01,3.851183943e+01,3.364961949e+01,7.902258355e+01,7.808962094e+00,6.795203266e+01,8.262696061e+01,1.365028157e+01,4.419278589e+01,2.962591160e+01,9.877353175e+01,6.723891811e+01,5.969951899e+01,8.676529294e+01,6.902444262e+01,1.663286140e+01,8.001067663e+01,4.359126729e+01,7.895025963e+01,8.879037494e+01,4.377806484e+00,6.524969850e+00,1.668701592e+01,6.536185554e+01,3.598062229e+01,1.554529961e+01
8.398630120e+01,2.812797921e-02,5.878052943e+01,8.373390753e+00,8.426214441e+01,2.900288553e+01,5.057358647e+01,9.519386097e+01,3.056899561e+01,3.325947242e+00,2.170990907e+01,3.475421075e+01,8.510633614e+01,1.580897012e+01,7.623808605e+01,2.058574511e+01,9.772018204e+00,7.840885904e+01,3.764709678e+01,9.967521930e+01,3.332275786e+01,9.207104714e+01,8.900454097e+01,7.430897433e+01,4.775456494e+01,2.075495884e+01,4.413253524e+01,5.339281841e+01,7.380186504e+01,6.934098754e+01,7.748547173e-02,8.280482137e+00,5.718917603e+01,5.293392685e+01,5.015895620e+01,5.142188081e+01,5.597796921e+01,9.026139598e+01,7.241191713e+01,5.251605329e+01,8.754522651e+01,4.899294153e+01,7.825280495e+01,6.448782506e+01,9.294631067e+00,1.216334563e+01,2.258254218e+01,9.861678337e+01,6.217192838e+01,5.739932044e+01,7.506806746e+01,8.262699908e+01,6.938598854e+01,3.150736184e+01,1.907621755e+01,6.287843088e+01,1.975544677e+01,8.059516714e+01
