v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35
1.676483018e+01,1.530211193e+01,6.823215588e+01,5.009991092e+01,9.663776544e+01,4.652074039e+01,4.537116577e+01,9.813647890e+01,7.149643571e+00,8.045955495e+01,7.510813918e+01,2.980424603e+01,9.320199149e+01,1.256063798e+01,9.009860153e+01,6.883713220e+01,1.088177614e+01,5.190129099e+01,4.151769379e+00,6.193759920e+01,5.956643827e+01,6.670823734e+00,8.109198520e+01,9.410847004e+01,6.152637074e+01,4.485494945e+01,8.872491406e+01,6.122698301e+01,3.394729743e+00,1.768852658e+01,6.133714658e+01,9.303694939e+01,6.109840008e-01,5.596237331e+01,3.622736062e+01
1.875627916e+00,6.609566258e+01,3.631410340e+01,4.022996120e+01,3.440904846e+01,6.135891421e+01,1.513177266e+01,3.123492060e+01,7.343149474e+01,2.172121565e+01,5.995211205e+01,2.529257672e+01,3.003934686e+01,1.205737100e+01,5.806733401e+01,2.049097888e+01,2.684636854e+01,3.904707964e+01,4.229473158e+01,3.636480374e+01,7.201103723e+00,6.994163016e+01,7.568590425e+01,5.637258184e+01,3.929753335e+01,7.892253228e+01,7.172482932e+01,3.496663621e+00,4.762983709e+01,3.034989812e+01,1.090240757e+01,6.931314873e+00,6.087308631e+01,8.783835609e+00,2.089067350e+01
1.771650692e+01,8.304669416e+01,5.297976989e+01,4.254904442e+01,5.975429990e+01,4.099327048e+01,7.814095602e+01,3.099798283e+01,2.807283353e+01,5.097707100e+01,9.307911960e+01,8.560244104e+01,5.868247653e+01,6.223194160e+01,1.015936221e+01,7.432119399e-01,5.361847803e+01,9.458777184e+01,2.079109857e+01,5.285601722e+01,4.040021346e+01,1.029826534e+01,3.021573182e+01,3.231253774e+01,3.075191166e+01,6.917010463e+01,5.623119932e+01,1.151225575e+01,6.060359880e+01,2.962705738e+00,5.253071580e+01,7.423409541e+01,6.795126030e+01,3.262714195e+01,4.236041981e+01
5.819958972e+01,3.360491159e+01,1.205864858e+01,6.804354300e+00,1.444257902e+01,4.606215123e+01,7.798980782e+01,7.977007663e+01,6.695126454e+01,7.333956397e+01,5.095077446e+01,9.215705245e+01,5.225600410e+01,3.870779286e+00,5.123657785e+01,4.817686100e+01,5.946104701e+01,8.563828049e+01,8.062011748e+01,8.539870061e+01,9.592385827e+01,6.097741869e+01,3.841860521e+01,3.319962029e+01,6.693472340e+01,1.703320073e+01,5.218302119e+01,1.783503645e+01,8.047357512e+01,5.370162185e+01,9.765413750e+00,4.569604158e+01,7.819008744e+01,5.471439949e+01,2.231086887e+01
7.339460960e+01,2.615572150e+00,4.604478078e+01,2.329199190e+01,6.699446235e+01,1.727183459e+01,4.577991949e+01,1.422033387e+01,8.712395318e+01,2.819286503e+00,2.290300539e+01,1.916840845e+01,8.033982645e+01,2.979067254e-02,6.151060537e+00,2.986458270e+01,2.724520395e+01,6.503012775e+01,9.708669012e+01,5.299485288e+01,9.796998154e+01,9.596602090e+01,3.071092168e+01,3.092508500e+01,3.652971006e+01,9.392646564e+01,4.673154396e+01,7.647692445e+01,1.010339439e+01,9.631846611e+01,5.585754191e+01,2.709425994e+01,9.592910524e+01,7.213154975e+01,5.624984212e+01
8.490747885e+01,9.331938942e+01,5.611946447e+01,5.566812904e+01,7.798039461e+01,8.402027071e+01,1.779627506e+01,3.310450364e+01,6.713587278e+01,8.229816977e+01,2.028647683e+01,5.873863322e+01,3.388124176e+01,7.638015723e+01,3.299425099e+01,9.535854133e+01,4.089552151e+01,9.188548394e+01,3.314981091e+01,9.826186556e+01,3.185693892e+01,8.871057367e+01,9.913823570e+01,6.091234297e+01,3.480047509e+01,9.663815268e+01,3.773670991e+01,7.331130959e+01,8.735678266e+01,4.559618390e+01,8.048831950e+01,6.650304281e+00,3.067516540e+01,6.592229393e+01,9.240101062e+01
9.931297158e+01,9.072846240e+01,1.637074858e+01,7.865713683e+01,1.508338271e+01,2.368167665e+01,6.782885769e+01,4.370217391e+01,4.813207627e+01,2.296032950e+01,6.242785025e+01,5.494619700e+01,1.443568858e+00,4.565295705e+01,8.417680662e+01,1.253323079e+01,8.259149882e+01,8.586981345e+01,3.915245037e+01,8.559054170e+01,1.210255558e+01,6.562671537e+01,5.966186475e+01,2.916557483e+01,8.181566562e+01,6.437015306e+01,4.273569514e+01,8.747893617e+01,3.179728923e+01,8.928585065e+01,7.815982370e+01,4.330723099e+01,4.800981521e+01,4.864803621e+01,8.017119911e+01
3.036786473e+01,7.806136386e+01,1.280283446e+01,2.062248113e+01,1.392466389e+01,2.820854619e+01,8.813924956e+01,5.669394926e+00,6.480849900e+01,1.035691213e+01,7.030350671e+01,6.394263633e+01,8.474413697e+01,3.287690916e+01,8.319083806e+01,9.337810561e+01,7.379572113e+01,5.160002236e+01,9.640217055e+01,4.980124935e+01,9.914488344e+01,9.775118221e+01,2.232081328e+01,7.504017598e+01,5.571462028e+01,2.193135691e+01,7.613586540e+01,5.959458361e+01,4.461643035e+01,4.812909600e+01,6.895054758e+01,7.063435044e+01,1.882784736e+01,5.689759109e+01,5.886732847e+01
8.548201186e+00,9.607483752e+01,8.372501411e+01,2.599859975e+01,2.986510143e+01,1.163627251e+01,3.765907359e+01,4.512781540e+00,4.568087815e+01,5.108092046e+00,6.844945689e+01,3.197803735e+01,9.425928094e+01,9.929735128e+01,7.320885881e+01,4.539179014e+01,2.371493919e+01,8.964030068e+01,1.977060322e+01,2.778818779e+01,1.206439020e+01,5.883127742e+01,3.411431878e+01,5.590249479e+01,5.592919679e+01,4.279432665e+01,3.596295191e+01,7.880483513e+01,5.837165995e+01,9.457730803e+01,8.498525525e+01,8.253420358e+01,5.797014732e+01,9.213989802e+01,7.459959768e+01
2.049802435e+01,4.002892989e+01,5.762367304e+01,8.157724466e+01,7.135141507e+00,8.124721862e+01,3.428544051e+01,2.252286287e+00,3.343386985e+01,6.461957469e+01,2.369514043e+01,8.295686543e+01,1.726127337e+00,7.232864266e+01,6.984176759e+01,3.457164311e+01,3.127602709e+01,6.618221886e+00,5.186634137e+00,4.785367581e+01,4.961590501e+01,7.100996446e+01,1.929881342e+01,8.000884191e+01,9.298637052e+01,2.395208340e+01,2.167440782e+01,7.547999187e+01,2.120639542e+01,5.503886400e+01,1.340779628e+01,4.105907654e+01,3.489227636e+01,3.888004836e+01,7.570169376e+01
1.571627303e+01,5.053441284e+01,7.996504876e-01,3.704890855e-01,4.574098711e+01,2.199845409e+01,7.794108507e+00,4.363379807e+01,8.182018731e+01,3.247365153e+01,8.469461780e+01,4.123433491e+00,2.545504116e+01,9.665721967e+01,1.544366874e+01,3.101169694e+01,6.326273334e+01,7.807873549e+01,9.835778065e+01,8.462581869e+01,4.912685044e+01,4.198279291e+01,9.396391928e+01,9.742048883e+01,6.230042441e+01,1.077099404e+01,4.421002549e+01,3.171403576e+01,6.443769019e+01,2.430336068e+01,5.029475461e+01,5.560974253e+01,8.785539218e+01,4.901925867e+01,1.752797099e+01
4.796256223e+01,4.752466749e+01,6.911536799e+01,2.883692469e+01,3.418634375e+01,2.811141383e+01,6.329317651e+01,4.069177618e+01,7.901588477e+01,7.884260995e+01,2.748606339e+00,4.034901897e+01,3.344720375e+01,1.811512286e+01,9.597175186e+01,8.694550563e+01,1.844233300e+01,6.857305307e+01,4.850798464e+01,1.761565732e+01,5.243466975e+01,3.402057033e+01,1.141698592e+01,4.547969870e+01,2.230737500e+01,9.868561343e+00,3.605325365e+01,3.477282468e+01,8.169733349e+01,4.386646824e+01,6.153443138e+01,5.831578992e+01,9.639848734e+01,5.975347575e+01,2.446622745e+01
9.678355455e+01,7.037843929e+01,7.388103185e+01,4.098360249e+01,4.349747502e+01,9.292772585e+01,7.866721665e+01,3.282910161e+01,7.527882508e+01,9.080833028e+00,5.179916718e+01,5.982885731e+01,7.234683816e+01,4.789004287e+01,9.032570934e+01,6.083689250e+01,2.812283492e+01,3.642468020e+00,3.662268906e+01,7.625046437e+01,1.149184426e+01,2.602981167e+01,4.009897471e+01,9.230140664e+01,4.256333149e+01,3.621606822e+01,2.642324831e+01,9.436755739e+01,5.802496224e+01,7.173797979e+01,1.361805137e+01,2.606089634e+01,8.514439773e+00,5.519399447e+01,6.814443499e-02
6.544153095e+01,8.404356730e+01,9.618672204e+01,6.673061220e+01,2.831341356e+01,5.424835749e+01,3.461932410e+01,3.273353093e+01,5.053388206e+01,5.421518246e+01,9.890238324e+01,2.121128078e+00,8.294303148e+00,4.233428040e+01,2.187851531e+01,6.663933258e+01,1.923716889e+01,4.947433743e+01,3.961507157e+01,6.575035518e+01,2.881001812e+01,1.074761373e+01,5.116779296e+01,8.118286960e+01,7.658384930e+01,9.131807443e+01,6.933016767e+01,3.209608240e+00,5.119178468e+01,7.254877684e+01,8.781904542e+01,3.450937130e+01,9.269891890e+01,6.034419235e+01,6.133656969e+01
2.148946727e+01,6.098567357e+01,7.639748884e+01,1.763492011e+01,5.059589171e+01,6.234688704e+01,5.906754619e+01,4.497879607e+00,1.230196734e+01,1.586948349e+01,5.328490824e+01,5.836604953e+01,1.413453481e+01,5.054134077e+01,2.862792437e+01,8.288949092e+01,7.443436972e+00,2.000323400e+01,8.151764124e+01,5.811620690e+01,9.231334704e+01,8.464749662e+01,8.632312817e+01,1.441654475e+01,5.525065772e+01,1.047596216e+01,7.228787005e+01,6.458579595e+01,5.921093429e+01,5.017723098e+01,5.136669882e+01,9.916306900e+01,1.623929161e+01,9.349508876e+01,8.087383991e+01
3.954129621e+01,3.917058306e+01,8.743263303e+01,9.052550411e+01,7.550868687e+00,3.089311946e+01,4.104807669e+01,4.339763238e+01,9.176093927e+01,5.892665681e+01,2.852175895e+01,6.196186198e+01,8.220639196e+01,5.500290069e+01,2.933097800e+01,5.349532957e+01,9.126546384e+01,6.339441657e+01,6.491990706e+01,2.429078534e+01,8.851704797e+01,4.686375621e+01,3.440490478e+01,7.577707383e+01,2.009856102e+01,3.090304773e+01,2.858004653e+01,3.485593577e+01,3.587813490e+01,8.617237515e+01,8.992076787e+01,4.623352304e+01,9.406977656e+01,6.993994699e+01,3.295844251e+01
6.604609044e+01,8.184467597e+01,3.892168065e+01,6.601771698e+01,2.027901991e+01,6.686240332e+01,5.119593907e+01,4.739042903e+01,3.766857164e+01,6.324320309e+01,5.081014999e+01,9.884509643e+01,1.298532229e+01,2.276823292e+01,3.052148424e+01,7.800322269e+01,5.290870778e+01,6.678770146e+01,3.260818836e+01,2.166515000e+01,2.483713321e+01,8.931855916e+01,7.392486224e+01,9.305811060e+01,9.416107875e+01,4.097279919e+01,3.265726618e+01,4.270164521e+01,9.617024109e+01,6.260840290e+01,8.919586255e+01,3.579637744e+01,2.684017745e+01,8.296265220e+01,6.831727403e+01
8.188061557e+01,2.093410969e+00,1.674705173e+00,8.136494804e+00,4.954985402e+00,1.541732085e+01,6.836395807e+01,2.601827925e+01,6.885957386e+01,9.396869881e+01,4.182615457e+01,5.964300549e+01,3.181392500e+01,8.416256047e+00,3.487577568e+01,5.963420224e+01,4.915992656e-01,8.874971987e+01,8.139953897e+01,1.538100817e+00,8.598812893e+01,7.149438011e+01,9.273211205e+00,6.967456490e+01,2.466692066e+01,1.899018977e+01,4.573035124e+01,7.095449605e+01,1.639835364e+01,8.550425913e+01,3.813020796e+01,4.008450871e+01,8.964820756e+01,5.933255332e+01,5.569422014e+01
2.191895515e+01,8.824622726e+01,8.197408265e+01,3.378278100e+01,5.893572798e+01,2.141048888e+01,1.993816430e+01,7.326726156e+01,5.762402437e+01,6.422933713e+01,8.416661529e+01,8.874098395e+01,6.273890706e+01,5.199743734e+00,4.449472150e+01,9.099793771e+01,2.997941553e+01,3.262029619e+01,2.178631152e+01,7.726089383e+01,3.153517337e+01,5.065377158e+01,4.036986115e+01,2.314763615e+01,1.404704071e+01,5.182491377e+01,8.572237563e+01,9.884952388e+01,7.707991442e+01,4.232088789e+01,5.190062868e+01,9.164488832e+01,2.125800134e+01,8.301260394e+01,6.965816554e+01
7.153862078e+01,6.239139583e+01,4.377184070e+01,1.378458418e+01,1.965669586e+01,3.791069705e+01,6.775274586e+01,9.851289684e+01,8.018980244e+01,9.718380151e+01,6.189979164e+01,8.550945230e+01,6.863885337e-01,1.778077264e+00,6.516080297e+01,1.894601818e+01,8.186759590e+01,5.140869361e+01,1.192661659e+01,4.436876412e+01,8.296489710e+01,4.755298946e+01,2.407927736e+01,1.330429304e+01,5.033641397e+01,7.354079992e+01,2.739205752e+01,6.988717759e+01,4.319440512e+01,5.562876897e+01,8.928829136e+01,1.214560636e+01,5.474637566e+01,1.839034651e+01,8.659146924e+00
3.463294525e+01,9.345534856e+01,9.762522769e+01,6.783217737e+01,4.147385277e+01,7.977998038e+01,7.988359950e+01,7.959673870e+01,6.905900761e+01,2.761241221e+01,8.556152203e+01,4.554603616e+00,1.365661363e+01,6.929209872e+01,1.247104037e+01,2.913562245e+01,7.672774760e+01,3.884579024e+01,6.058176180e+01,4.268803822e+01,3.884112368e+01,3.179496860e+01,5.232023555e+01,5.424984296e+01,2.138153220e-01,8.732966219e+01,6.402996307e+01,6.029885316e+01,7.192194193e+01,8.240831058e+01,9.902915875e+01,7.905990462e+01,9.261367972e-01,6.151308678e+01,3.617558633e+01
3.882404814e+01,8.853601907e+01,4.744168380e+01,2.845815086e+01,3.694398129e+01,5.574385602e+01,2.147729748e+00,4.648566104e+01,3.028377550e+01,2.730519802e+01,3.790555856e+01,6.413118102e+01,5.849487329e+00,1.863958002e+01,7.599322651e+01,6.632590098e+01,4.229318701e+01,9.207121324e+01,6.624895614e+01,3.517003861e+01,1.524876170e+01,1.333822430e+01,3.660682741e+01,7.235394260e+01,6.306017889e+01,5.026674855e+01,7.078950522e+01,1.740837035e+01,5.251040102e+01,1.698193498e+00,2.065087867e+01,6.784196864e+01,2.594612323e+01,7.321619381e+01,5.666736041e+01
1.620217766e+01,1.699847956e+01,6.807339022e+01,5.063424355e+01,7.206727621e+01,6.605892704e+00,3.033739199e+01,8.375095081e+01,8.671505587e+01,3.973896158e+01,8.294091590e+01,1.399851282e+01,5.416394042e+01,3.553656786e+01,5.464667581e+01,8.419579069e+00,4.458177114e+01,2.742378222e+01,7.018481015e+01,8.705134770e+00,6.462645176e+01,9.090539318e+01,6.071508762e+01,7.724922013e+01,6.244123202e+01,2.854824883e+01,1.114007144e+01,8.605568659e+01,4.391795320e+01,3.129609805e+01,4.060029191e+01,1.310276492e+00,7.007864754e+01,2.131210075e+00,6.586395997e+01
5.105311409e+01,5.192256860e+01,4.739712901e+01,2.657876140e+01,5.709141390e+01,5.650520987e+01,1.061069385e+01,5.566359462e+01,2.542907895e+01,6.859447198e+01,8.864331791e+01,6.061305178e+01,9.684807970e+01,3.541664798e+01,2.608648155e+01,3.553006628e+00,9.327384273e+01,8.866221821e+01,7.941184017e+01,2.501095918e+01,8.318238297e+01,5.215663895e+01,3.623369172e+01,9.962198892e+01,6.468576585e+01,2.648944578e+01,8.214912365e+00,7.012954355e-01,8.942539922e+00,7.214651553e+01,6.651941817e+00,3.567187071e+01,2.345954277e+01,2.018784838e+01,3.474501065e+01
6.636512268e+01,9.912469144e+01,5.787277557e+01,5.721119432e+01,7.905768667e+01,1.290833263e+01,8.866917971e+01,7.144378493e+01,1.137208124e+01,6.609007039e+01,5.401855324e-01,1.275871880e+01,7.255787977e+01,6.882983190e+01,2.097810671e+01,5.723965255e+01,5.865668569e+01,7.404228427e+01,9.728046849e+01,1.143642548e+01,6.135974299e+01,8.573687098e+01,9.849942938e-01,1.740789589e+01,5.054001408e+00,5.478891427e+01,9.243321545e+01,4.739243796e+01,2.682592427e+00,9.290173070e+01,8.654412533e+01,5.343629257e+01,9.319282050e+01,8.194340272e+01,4.968693373e+01
3.006047307e+01,2.655680555e+01,1.009760137e+01,4.737660305e+01,2.756019162e+01,1.061418437e+01,7.934945047e+01,1.214107828e+01,4.478545979e+01,1.045705680e+01,6.978667323e+01,2.843868431e+01,4.391957028e+01,6.061854439e+01,7.986037278e+01,1.097082213e+01,7.635041329e+00,1.549304019e+01,9.515847585e+01,4.822736195e+01,6.629747009e+01,1.376518786e+01,7.070322098e+01,5.086370784e+01,9.444825813e+01,3.036344015e+01,9.287696842e+01,9.708322995e+01,7.281592293e+01,6.742472849e+01,8.131376309e+01,5.018811815e+01,4.400681483e+01,3.016558150e+01,5.452251497e+01
9.102854513e+01,3.058891847e+01,5.222132983e+01,1.000110383e+01,4.663537283e+01,8.750168097e+01,8.221412144e+01,4.280837638e+01,4.095599376e+01,5.340489176e+01,9.390806520e+00,1.130911608e+01,8.746774269e+01,9.272935968e+01,2.276653835e+00,3.510237383e+01,9.471952980e+01,9.496453218e+01,4.122115580e+01,9.711898989e+01,2.632316635e+01,1.666225403e+01,1.080103805e+01,1.037208987e+01,1.288248907e+01,2.798569768e+01,5.534410127e+01,8.102077507e+01,6.298013082e+01,1.497656332e+01,9.545040551e+01,9.577263198e+00,1.473189188e+01,7.807881130e+01,3.790521852e+00
2.419731542e+01,4.347218743e+01,6.628870152e+01,4.006885719e+00,2.053621881e+01,8.624252262e+01,5.634358418e-01,1.386594210e+01,9.642766572e+01,8.585522759e+01,9.588482968e+01,8.575927660e+01,5.144351690e+01,2.100910210e+01,6.440642633e+01,7.772922392e+01,5.085993600e+01,6.976889283e+01,4.353598233e+01,5.254645237e+01,1.753275161e+01,5.492759337e+01,6.273237715e+01,2.126787721e+01,1.004755418e+01,3.107027657e+01,5.444392598e+00,9.978192319e+01,9.970947974e+01,3.495845999e+01,4.274152191e+01,1.930530719e+01,6.661637667e+01,6.981245572e+01,9.397464060e+01
7.246895732e+01,7.690143318e+01,2.734753378e+01,6.790104341e+01,6.999416207e+01,8.235963488e+01,8.502413169e+01,6.997527927e+01,7.841534870e+01,3.432869382e+01,5.112866980e+01,1.221878039e+01,7.042367815e+01,7.825321846e+01,5.074652547e+00,7.233528873e+01,2.679022970e+01,9.191597653e+01,2.931845372e+00,4.920126312e+01,2.418834051e+01,9.802592327e+01,6.005255302e+01,8.647543672e+01,9.272713709e+01,7.251495164e+01,3.865140956e+01,9.573023783e+01,3.747845854e+01,4.210861314e+01,9.202837602e+01,1.539011078e-01,4.260514719e+01,4.359162766e+01,1.648142218e+01
1.529236738e+01,4.199260382e+01,9.985012983e+01,9.184536685e+01,3.906687693e+01,9.597736934e+01,1.071979578e+01,7.949773233e+01,2.451314690e+01,8.714947916e+01,4.498202263e+01,6.263406211e+01,7.218559975e+00,2.222655952e+01,9.614245259e+01,3.574463078e+01,4.916776817e+01,9.685092448e+01,5.727267539e+01,2.266201971e+01,2.514715638e+00,7.448085858e+01,3.348186935e+01,3.504915070e+01,9.748986132e+00,2.490476865e+01,3.566135130e+01,6.105994968e+01,1.847336614e+01,1.081952144e+01,1.796664921e+01,9.374670280e+01,2.225748403e+01,2.031857698e+01,4.311743773e+01
3.568607754e+01,3.099439916e+01,8.713640828e+01,3.295776796e+01,9.702208412e+01,9.193009542e+01,7.853226205e+01,4.706132160e+01,5.301313522e+01,6.835749492e+01,9.991329052e+00,7.469397961e+01,3.819034622e+01,6.945197651e+01,3.991402857e+01,1.640053901e+01,7.450340648e+01,3.344539454e+01,7.818094377e+01,6.951844805e+01,9.822271394e+01,5.965943890e+01,8.091604852e-01,8.443663157e+01,5.360111913e+01,8.349358113e+01,7.724720849e+01,7.609039117e+01,1.915129868e+01,7.761783173e+01,1.562915306e+01,5.696643938e+01,4.412557346e+01,6.917332618e+01,4.336755492e+01
9.970689514e+01,6.505059512e+01,4.339812103e-01,8.025946266e+01,9.347375251e+01,6.737865278e+01,8.391225247e+01,9.932995940e-01,8.221443034e+01,7.683965591e+01,6.915661446e+01,3.217262653e+01,3.699529457e+01,8.253331652e+01,7.556160370e+01,2.797126372e+01,2.486005209e+01,4.698550131e+01,9.934407963e+01,6.440188007e+01,7.443660233e+01,6.916385821e+01,4.434793841e+01,8.180072812e+01,8.109410305e+01,9.534927461e+01,4.318723036e+01,4.753172132e+01,8.687137505e+00,2.474587473e+01,3.093148536e+01,7.713805329e+01,4.062288665e+01,4.700313020e+00,3.421800606e+01
4.691772263e+01,1.388988683e+01,5.927853988e+01,6.525367934e+00,7.409793308e+00,4.447189031e+01,1.217024370e+01,6.109163146e+01,1.370611368e+01,1.564496260e+01,2.544888833e+01,2.968782163e+01,9.471602833e+01,9.903287065e+01,4.726516325e+01,2.899274000e+01,3.864615440e+01,6.097498488e+01,2.564955564e+01,3.024580775e+01,9.524634220e+01,1.927225500e+01,2.992377722e+01,6.129906626e-01,2.652125854e+01,9.452564869e+01,1.838517398e+01,2.705597382e+01,3.052171229e+00,7.006631600e+00,4.187970193e+00,3.620074558e+01,5.625917708e+01,4.262793078e+01,6.009104903e+01
5.317053840e+01,7.939743767e+01,3.123441202e+01,2.616685740e+01,9.156053371e+01,9.603789760e+01,9.105757062e+01,1.456671169e+01,7.022364590e+01,8.644058478e+01,5.603599317e+01,6.952256497e+01,6.540690017e+01,7.666256257e+01,7.055762651e+01,9.167727888e+01,7.043564989e+01,5.514404969e+01,2.942004629e+01,5.760541889e+00,7.634435339e+01,2.138710405e+01,5.006151134e+01,2.832944856e+00,6.888637647e+01,2.186537853e+01,4.462274785e+01,7.694560416e+00,9.350451240e+01,3.834712186e+01,2.326274472e+01,2.624928061e+01,7.200689865e-01,8.014048772e+00,4.222919391e+00
3.604418426e+01,8.745474689e+01,3.104133936e+01,4.906549100e+01,4.863642412e+01,4.662606866e+00,2.917952248e+01,2.071544183e+01,6.673830334e+01,7.443610070e+01,5.368126660e+01,4.327800945e+01,7.349334722e+01,7.194029471e+01,8.778948629e+00,4.392530426e+01,3.436802942e+01,3.406401172e+01,1.391804618e+01,6.251275226e+01,2.061058120e+00,5.939431956e+01,6.395948227e+01,3.098994199e+00,8.837362049e+01,6.887768167e+01,8.419126579e+01,8.573437094e+01,8.939824174e+01,1.049187370e+01,1.917075230e+01,4.696986257e+01,1.114702743e+01,6.235003458e+01,6.059042895e+01
5.554249133e+01,3.286184292e+01,7.941084717e+01,8.228271532e+01,6.373743151e+01,8.444297870e+01,6.858091887e+01,8.259650660e+01,9.962687496e+01,6.121059422e+01,7.990538511e+01,4.507775906e+01,3.631103302e+01,2.306888901e+01,1.410415074e+01,3.949464331e+01,1.493065333e+01,5.849670652e+01,6.167768696e+01,4.779761216e+01,6.527969254e+01,4.267003779e+01,9.701905278e+01,9.160277060e+01,3.809814456e+01,7.559767603e+01,1.577295001e+01,6.407671148e+01,7.968751056e+01,9.592854163e+01,4.888635127e+01,7.852937521e+00,7.125407375e+01,9.930578754e+01,8.130639828e+01
9.840953052e+01,1.902541252e+01,9.212858917e+01,3.890474066e+01,6.414344127e+01,1.174662387e+01,3.743388123e+01,4.903321539e+00,8.707644777e+01,3.786861222e+00,7.390047888e+01,6.691728594e+01,2.280599562e+01,5.841296948e+00,6.326743106e+01,4.685180129e+01,1.740898678e+01,9.952991910e+01,7.713611363e+00,5.291964726e+00,4.130645853e+01,2.342214063e+01,6.877544841e+01,1.086743209e+01,9.668134338e+01,2.253559707e+01,9.830085301e+01,3.877619902e+01,7.103758521e+01,1.933370773e+01,1.337074301e+00,8.956065070e+01,5.887351270e+01,5.380704348e+01,4.858462053e+01
6.401862245e+01,7.378387349e+01,8.098908871e+01,9.545571016e+01,8.233037048e+01,3.704348922e+01,3.812696429e+01,7.866089744e+01,5.113239068e+00,5.718072294e+01,8.145851004e+01,9.271304244e+01,5.524133711e+01,3.124075061e+01,5.334306031e+01,9.524393295e+01,8.770339411e+01,7.072714137e+01,8.653336511e+01,7.759923666e+01,9.969543204e+01,7.905432463e+01,2.624854919e+01,8.805155905e+00,1.096726696e+01,4.596267502e+01,6.524332195e+01,8.973041849e+01,9.044633944e+01,8.073260066e+01,2.542688832e+01,3.226593571e+01,2.627850036e+01,6.733013491e+01,6.063870435e+00
9.499995332e+01,5.877001706e+01,1.514928351e+01,5.923864655e+01,5.783496440e+01,9.026279051e+01,9.648018011e+01,2.503069853e+01,7.358826157e+01,4.661868045e+01,2.515802833e-01,5.547325437e+01,4.755898662e+01,5.908122692e+01,9.215046952e+00,7.635349209e+01,8.012914000e+01,5.902194099e+01,9.064772698e-01,6.337009173e+01,3.282001433e+01,7.913149497e+00,6.817702661e+01,4.212016465e+01,1.770593107e+01,8.120995420e+01,5.772318450e+00,6.587998292e+01,9.222386210e+01,1.264446305e+01,1.671940702e+01,5.289586211e+01,3.162562546e+01,6.949033774e+01,3.171298982e+01
9.990183826e+00,9.488808425e+01,7.242608613e+01,2.052828242e+01,7.748882286e+00,6.573074403e+00,8.309686511e+01,4.048863390e+01,6.514631079e+01,6.133131346e+01,8.392362417e+01,9.121195480e+01,5.506203149e+01,9.948494727e+01,5.677157590e+01,6.609303135e+01,9.439702803e+01,3.740397967e+01,6.433354507e+01,3.595316974e+01,5.945567247e+01,6.383794973e+01,6.160513644e+01,6.322853487e+01,6.030001322e+01,9.961531884e+01,3.631681326e+01,5.967020839e+01,3.050704511e+01,9.691073286e+01,3.308547314e+01,1.066829035e+01,1.832439742e-01,7.682282632e+01,1.506044087e+01
3.418715705e+01,3.453823353e+01,4.656932293e+01,4.863562714e+01,4.630890613e+01,5.074262000e+01,9.792153800e+01,7.798955694e+01,4.555493589e+01,3.071712877e+01,7.935261922e+01,7.804759162e+01,3.936269014e+01,2.625825918e+01,4.022072080e+01,9.756425534e+01,6.379651075e+01,3.561709654e+01,5.464551739e+01,9.143219855e+01,8.058390143e+01,9.927705174e+00,9.840945933e+00,6.384169962e+01,2.756948794e+00,6.028288828e+01,7.555149219e+01,5.543875336e+01,6.770209511e+01,5.846183623e+01,5.628787041e+00,5.600151653e+01,6.468197016e+01,4.332080265e+01,1.555593504e+01
8.880706605e+01,9.082522003e+01,9.196430019e+01,3.557562767e+01,6.570686598e+01,9.530059110e+01,2.534344515e+01,6.606418225e+01,5.485504792e+01,4.707114584e+01,9.291696989e+01,6.642966349e+01,5.026755488e+01,2.552113351e+01,3.729695262e+01,5.865961777e+01,1.125062716e+01,8.132866140e+01,4.453629304e+01,7.473699808e+01,1.974376438e+01,4.656965567e+01,1.802294401e+01,1.899000710e+01,4.502971482e+01,9.790041755e+01,6.570695264e+01,9.659845894e+00,8.855375328e+01,2.687446707e+00,2.118396411e+01,3.010522674e+01,7.380198341e+01,9.098796140e+01,9.677580963e+01
9.225879917e+01,5.255411970e+01,5.746900807e+01,3.240066858e+01,5.660374508e+01,8.418157413e+01,1.982295078e+00,3.582284253e+01,3.266521915e+01,8.434789334e+01,5.077873159e+01,7.813461415e+01,1.814340239e+00,7.316956204e+01,2.556464352e+01,2.681369777e+01,1.794847895e+01,1.374123224e+01,8.599435681e+01,8.994253072e+01,4.512073446e+01,8.982655302e+01,6.134840810e+01,7.129784520e+01,3.249414761e+01,7.790768034e+01,5.813440758e+01,2.863350282e+01,9.149412266e+00,3.989750991e+01,4.231327040e+01,2.222890548e+01,8.416404736e+01,3.210401951e+01,2.749051880e+01
6.089917512e+01,5.863206951e+01,6.659126126e+01,8.482735131e+01,7.496365704e+01,5.189552541e+01,7.565535161e+01,5.667758020e+01,5.847836929e+01,9.684314636e+01,6.654192816e+00,2.549974605e+01,5.378365646e+01,5.981605979e+00,6.082678177e+01,1.578553400e+00,4.026995648e+00,1.912727161e+01,2.145952138e+01,5.769610541e+01,3.341736647e+01,5.002423082e+01,1.520680476e+00,9.128742064e+01,1.071464457e+01,9.263426681e+01,4.957290226e+01,9.623240301e+01,6.230508899e+01,6.660071337e+00,8.568748289e+01,5.616916624e+01,9.120433365e+00,6.709521890e+01,5.308786700e+01
