v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72
4.822144197e+00,3.989695684e+01,1.824380632e+01,9.351697027e+01,4.475983456e+01,7.217221477e+01,4.004348227e+01,4.893819535e+01,8.409323243e+01,6.410265945e+01,5.250690055e+01,6.890694708e+01,7.552582934e+01,5.057884473e+01,4.364604407e+01,9.642422867e+00,2.570318348e+01,3.438592541e+01,1.372638382e+01,5.994436855e+01,7.706917563e+00,4.647708905e+01,8.077930616e+01,3.441579180e+01,7.061909090e+01,1.687946465e+01,4.223471161e+01,2.307280737e+01,9.218782210e+00,5.925321732e+01,1.982485525e+01,9.145771261e+01,9.274908239e+01,4.675870126e+01,5.686820612e+01,4.067158998e+01,5.011100235e+01,9.427133657e+01,3.551483606e+01,5.844662184e+01,6.641294156e+01,2.912188171e+01,2.287159802e+01,4.704684911e+01,8.440267028e+01,6.135627379e+00,4.448354944e+00,5.083459817e+01,3.203245954e+01,6.063347749e+01,4.572662342e+01,7.321704454e+01,1.490384083e+01,4.764595000e+01,4.661278619e+01,8.109194769e+01,7.005902943e+01,8.033710305e+01,5.934241579e+01,8.170181290e+01,4.621739137e+01,7.920849524e+01,2.267541554e+01,1.134979515e+01,7.259197210e+01,1.684593060e+01,9.980859291e+01,1.765613088e+01,3.384908433e+01,4.592161607e+01,7.091195803e+01,1.403120271e+01
4.175445788e+01,2.029274883e+01,9.724399578e+01,3.531096145e+01,3.811575249e+01,9.211845408e+01,1.714365294e+01,9.769281445e+01,7.766334315e+01,4.071540096e+01,3.349539682e+01,6.150195425e+01,9.803019105e+01,6.186784512e+01,5.211579107e+00,3.395352136e+01,1.312684227e+01,8.543072178e+01,4.010546648e+01,9.234326692e+01,3.010029318e+01,8.509763528e+01,8.377112632e+01,4.693856648e+01,4.216400384e+01,1.480998811e+01,8.841053855e+01,1.060490709e+01,5.408170206e+01,2.402097871e+00,9.648917980e+01,2.993137879e+01,8.836709897e+01,9.016680621e+01,1.578842121e+00,5.631109849e+01,2.830951511e+01,2.123384207e+01,6.757211714e+01,9.348740671e+01,7.285895234e+00,6.229345828e+01,8.792246350e+01,8.607984610e+01,3.056580039e+01,1.646910657e+01,8.749748366e+01,2.781491141e+01,1.299743209e+01,9.342538033e+01,2.019150143e+01,3.697944315e+00,6.833075005e+01,5.910463073e+01,5.477453041e+01,6.146160478e+01,8.092516509e+01,8.225282452e+01,2.044602317e+01,9.756252016e+01,5.681177290e+01,9.426169802e+00,8.390724994e+01,6.824790893e+00,7.111709560e+01,9.919528791e+01,9.489433236e+01,2.957873088e+01,7.007856361e+01,8.267998676e+01,1.164919211e+01,5.777176215e+00
1.879317440e+01,6.334496319e+01,1.489537381e+01,4.573749494e+01,8.896379239e+01,8.734714652e+01,7.927834079e+01,6.400852199e+01,6.166682469e+01,2.982185473e+00,2.818376409e+01,1.021530098e+01,5.523963668e+01,4.066082079e+01,7.467333398e+01,1.467872433e+01,4.476517498e+01,4.222046425e+01,8.467393360e+01,6.899885358e+01,7.497448726e+01,2.086519086e+01,7.905195592e+01,3.299028125e+01,2.951218448e+01,1.870884024e+01,6.129471347e+01,2.967636461e+01,4.548231496e+01,8.575833337e+01,3.361964819e+01,7.407135611e+01,2.250399577e+01,9.521196431e+01,2.579026334e+01,7.793043131e+01,9.797639505e+01,8.848406045e+01,1.365938180e+00,8.522975608e+01,4.557304111e+01,1.007292555e+01,1.568443461e+01,7.514769711e+01,5.361400444e+00,3.638253052e+01,1.168562753e+01,3.940413053e+01,9.608849798e+01,2.729392649e+01,9.988870534e+01,4.466439572e+01,8.560817234e+01,2.430955864e+00,5.711724835e+00,6.692513280e+01,9.822258702e+01,1.875486992e+01,4.214519248e+01,3.732613968e+01,9.769083908e+00,5.129165882e+01,4.375069460e+01,2.014341309e+01,2.028048720e+01,3.077042019e+00,1.146684523e+01,2.126592571e+01,9.263981866e+01,6.746456805e+01,2.932394318e+01,5.827650322e+01
6.340754232e+01,5.139352198e+01,4.223133004e+01,8.078575578e+01,6.164645516e+01,9.285648056e+01,2.766971925e+01,6.886022491e+01,4.092962779e+01,7.462862965e+01,3.397910136e+01,3.286584249e+01,4.432575323e+00,3.659877409e+01,2.583309987e+01,5.410320689e+01,3.275069904e+01,4.949202935e+01,6.729985236e+00,7.629651971e+01,2.483679351e+01,2.714917377e+01,2.703262751e+01,7.631184701e+00,6.684651284e+01,4.170589629e+01,3.143822966e-01,2.624407410e+01,7.370271166e+01,7.745875558e+01,2.348433353e+01,9.223370369e+00,9.339636462e+01,2.652215222e+00,5.566768832e+01,2.515780240e+01,4.107543727e+01,1.949361382e+01,5.002327160e+01,5.119233723e+01,1.967003092e+01,4.383750495e+01,8.836445856e+01,4.037282857e+01,1.381638746e+01,9.359774285e+01,5.296633900e+01,1.721900084e+01,9.915528257e+01,7.732697042e+01,5.321184996e+01,4.306433435e+01,8.304804639e+01,7.030933643e+01,4.551874272e+01,2.449908777e+01,8.352649618e+01,6.470954318e+01,2.116377881e+00,2.758289588e+00,7.869442841e+01,6.950241690e+01,5.423887756e+01,9.349616074e+01,5.547266397e+01,8.654146673e+01,2.383950058e+01,9.493464085e+01,6.750945181e+01,6.181572790e+01,2.752463587e+01,8.915140051e+01
4.005006638e+01,5.359205106e+01,2.176079224e+01,4.066804837e+00,1.429577538e+01,9.912005805e+01,8.283439046e+01,1.870827900e+01,2.350155959e+01,8.963964329e+01,6.303667411e+01,3.857826784e+01,1.770782971e+01,8.576219315e+01,2.549519326e+00,9.924265431e+01,4.945311033e+01,7.765510390e+01,6.337439255e+01,4.750151241e+01,3.001767775e+01,5.671811354e+01,6.509433967e+01,3.636919717e+01,3.075450520e+01,3.892946029e+01,1.895049586e+01,4.225095180e+01,9.808014253e+01,6.125732758e+01,7.176455729e+01,2.238054667e+01,1.476915435e+01,8.803047442e+01,2.611481100e+01,8.802377574e+01,9.207220444e+01,6.527904092e+01,8.902667151e+01,5.883402885e+01,6.560231557e+01,7.442609390e+01,2.101117009e+01,6.572717380e+01,1.986595751e+01,3.578262767e+01,7.779376392e+01,5.450468107e+01,6.102505997e+01,9.457937172e+01,1.248470348e+01,8.455626137e+01,8.418371050e+01,8.290268024e+01,2.677415360e+01,4.247310639e+01,7.838099090e+01,1.321493380e+01,5.768002983e+00,4.989359446e+01,3.506824284e+01,3.740072311e+01,9.429874672e+01,5.471742516e+00,9.993327206e+01,2.091802510e+01,6.746605707e+01,8.012720772e+01,2.589796645e+01,4.418643073e+01,3.884685675e+01,5.709975160e+01
7.530511050e+01,4.287258516e+01,5.956542406e+01,3.172835757e+01,3.680855535e+01,7.676118662e+01,8.739850633e+01,7.476259744e+01,5.247729604e+01,9.222475229e+01,2.590009545e+01,9.421469687e+01,3.642705328e+01,5.566837959e+01,3.620388606e+01,8.127497631e+00,9.984331509e+01,8.055716803e+01,7.574052275e+01,4.837997301e+00,4.080932651e+01,5.907989223e+01,6.364581804e+01,3.070106146e+01,8.427907188e+01,3.435813179e+01,6.346031295e+01,1.920054109e+01,4.802162931e+01,9.289150860e+01,5.517183973e+00,3.790173738e+01,3.843751331e+01,6.401034804e+01,1.087362468e+00,3.986953783e+01,9.701982483e+01,7.529255667e+01,6.713976339e+00,4.114608367e+01,9.509132183e+01,9.790864639e+01,8.285216705e+01,7.694407168e+01,2.160775864e+01,5.292794803e+01,1.440085649e+01,9.733430598e+01,2.378368955e+01,4.637132961e+01,3.750338107e+01,8.100644197e+00,4.376451279e+01,6.876329536e+01,2.410777813e+01,8.957791368e+01,2.491617440e+01,8.887132675e+01,1.800321499e+01,2.178999718e+01,8.500530577e+01,1.212488373e+01,2.641610944e+01,3.367228626e+01,3.600881933e+01,1.839646010e+01,6.739289770e+01,9.471520898e+01,5.304556237e+01,8.036987943e+01,2.918060152e+01,9.421595341e+01
4.221477487e+01,2.993225523e+00,1.595642360e+01,1.102718784e+01,5.976371381e+01,1.199893915e+01,9.038711883e+01,9.297174147e+01,8.438899280e+01,3.690943519e+01,6.172267277e+01,2.193940597e+01,8.566711760e+01,3.985718757e+01,2.530141568e+01,1.242512275e+00,7.189746704e+01,8.067880325e+01,9.463806176e+01,9.780311694e+01,6.146373775e+01,5.546565406e+00,8.490139630e+01,3.849673542e+01,1.725229986e+01,6.014584634e+01,2.125697739e+01,7.254584003e+01,5.876043721e+01,4.694717985e+01,7.925297870e+01,6.196707092e+01,3.197198754e+01,7.521098550e+01,2.153602706e+01,1.284219200e+01,1.719720241e+01,4.947309390e+01,7.353956534e+01,9.796176623e+01,1.219373415e+01,5.101375704e+01,8.660037774e+01,8.118325726e+01,9.506958272e+01,2.215030562e+01,9.979601437e+00,1.576653741e+01,5.909912695e+01,4.051095424e+01,2.988191363e+01,4.368785076e+01,5.447697672e+01,6.393597305e+00,7.376083198e+01,1.368111632e+01,1.774455374e+01,5.394641626e+01,6.076469872e+00,9.316439210e+01,8.835239492e+00,2.451298571e+01,8.232008149e+01,5.877085661e+00,2.189732406e+01,1.736929517e+01,2.479992639e+01,8.401812423e+01,7.223906620e+01,9.304449308e+01,1.648896604e+01,5.657776589e+01
4.047449393e+01,7.062701904e+01,7.551144628e+01,9.664845866e+00,8.974851704e+01,5.059204162e+01,5.855777575e+01,2.444383817e+01,5.001886375e+00,9.840825525e+01,6.265242371e+01,8.849187313e+00,4.144559710e+01,5.319393950e+01,3.199045669e+01,9.641585664e+01,2.890294427e+01,2.210673874e+00,2.318316753e+01,8.642923021e+01,4.118325682e+01,8.342006638e+01,3.909219660e+01,4.199170785e+01,8.116961021e+01,2.760391411e+01,3.355196734e+01,9.633756519e+01,6.644914217e+00,3.255817036e+01,6.872597177e+01,5.792958672e+00,9.728769128e+01,7.765111342e+01,7.132505615e+01,8.754161336e+01,1.012471331e+01,5.302181866e+01,4.616506833e+01,6.646005523e+01,4.683869067e+01,9.770854546e+01,6.166819666e+00,4.268554619e+01,6.257855548e+01,5.579955299e+01,5.419519580e+01,4.014228774e+01,5.517410205e+01,5.328347269e+01,6.505584526e+01,5.514360665e+01,4.163814244e+01,9.313651133e+01,8.978058344e+01,9.457149073e+01,3.990764099e+00,8.695150125e+01,7.369060241e+01,4.807690413e+01,1.267663761e+01,8.734205642e+01,3.094102076e+01,9.993823260e+01,6.315977372e+01,9.343003981e+01,7.777825908e+01,8.198212897e+01,5.007026108e+01,6.343429710e+01,8.607651464e+01,7.318789549e+01
3.339990785e+01,3.290340005e+01,8.656482966e+01,9.182417197e+01,6.436484255e+01,4.395505636e+01,5.612439338e+01,9.120055660e+01,3.721105684e+00,3.251871411e+01,7.654441988e+01,9.100340182e+01,9.589961832e+01,9.853220488e+01,1.659228905e+01,8.452813794e+01,6.878658172e+01,9.191095134e+01,3.975790498e+00,6.357946247e+01,4.566420779e+01,9.741623615e+01,2.208406331e+01,9.367599004e+01,3.468684443e+01,9.421420919e+00,8.203915750e+01,5.974843610e+01,5.126763388e+01,6.627972054e+01,3.731980449e+01,9.472116427e+01,3.789619251e+01,4.150633390e+01,4.024052983e+01,3.196144438e+01,3.473837083e+00,8.210637045e+01,5.919859525e+01,3.093563187e+01,5.653908569e+01,1.440176719e+01,1.776950509e+01,9.837282854e+00,2.182390596e+01,7.008628972e+01,5.196261614e+01,9.355367623e+01,5.430353128e+01,9.576085344e+01,9.128222378e+01,9.913536125e+01,1.426849753e+01,1.698776694e+00,5.244339617e+01,6.298305090e+01,4.323303268e+01,4.055326600e+00,1.997053869e+01,9.627444501e+01,7.235688991e+01,2.034513884e+01,9.735959680e+01,7.424349234e+01,5.130671482e+01,5.965540229e+01,4.542968920e+01,4.758961755e+01,1.571623424e+01,1.937311530e+01,5.498928864e+00,6.423482270e+01
2.588758408e+01,5.606840995e+01,5.129588101e+01,7.824903163e+01,5.407506512e+01,5.742140020e+00,6.531095033e+01,3.677426324e+00,9.835735691e+01,2.059393940e+01,7.534179217e+01,5.575313055e+01,9.246497038e+01,2.438631962e+01,2.783807660e+01,4.787172651e+01,4.520787140e+01,9.467989655e+01,6.107042321e+01,5.267078837e+01,3.267439279e+01,8.180543183e+01,6.881556261e+01,9.203435732e+01,1.993836716e+01,5.764755742e+01,9.236319561e+01,4.502044254e+01,5.203934867e+01,5.012286014e+01,7.511090210e+01,8.070861880e+01,5.021043269e+01,1.365675528e-01,9.454901414e+01,1.943987557e+01,7.710489287e+01,5.593840778e+01,3.086203499e+01,3.302102798e+00,6.320546814e+01,3.410244093e+01,7.438728186e+01,8.955694074e+01,3.066526438e+01,2.617403438e+01,8.788787856e+01,9.041787872e+01,6.080163815e+01,9.565321215e+01,5.681987147e+01,5.772445638e+00,7.940019390e+01,9.256598304e+01,3.089713807e+01,5.645264370e+01,8.963424389e-01,7.296008513e+01,8.503039628e+01,3.646931339e+01,6.866933562e+00,1.797884496e+01,3.207725259e+01,3.209965900e+01,7.161182917e+01,4.032162019e+01,7.167741069e+01,5.022862419e+01,5.606459514e+01,3.743361245e+01,9.676893641e+01,9.198030791e+01
7.570505071e+01,8.604220177e+00,1.688712996e+01,7.879570460e+01,6.026044176e+01,1.785935731e+01,5.791884487e+01,8.732944892e+01,8.137339863e+00,1.072213995e+01,5.782593013e+01,8.868871905e+01,5.238031162e+01,1.940251196e+01,4.838366832e+01,9.511940804e+01,9.507838335e+01,2.666821560e+01,1.118093116e+01,4.424693309e+01,2.772367650e+01,4.945155762e+01,3.421130635e+01,9.079137118e+01,8.354520006e+01,3.363102853e+00,7.737957502e+01,6.553204601e+01,7.891627909e+01,5.573502753e+01,7.217184487e+01,1.789305527e+01,7.714730918e+01,3.575602201e+01,3.911696558e+00,9.052930975e+01,1.787786542e+01,4.349949718e+01,3.317868074e+01,3.742314838e+01,3.668632449e+01,5.197728432e+01,1.304047128e+01,5.801397615e+01,4.401275268e+01,3.457751631e+01,9.298146942e+01,1.847068480e+01,9.445246304e+01,9.811918055e+01,3.470500064e+01,1.533101074e+01,6.865439602e+01,7.605437031e+00,1.842113408e+00,4.312588196e+01,8.471473376e+01,7.405528512e+01,2.784543572e+01,6.909515627e+01,7.592217864e+01,2.868037597e+01,9.741577111e+01,1.156202547e+01,2.193993663e+01,1.213851652e+01,6.650099022e+01,1.168677969e+01,6.158997591e+01,9.958114364e+01,2.577406374e+01,7.589692274e+01
4.912648125e+01,6.545220106e+01,4.002441451e+01,7.299228645e+01,9.911544754e+01,6.754056676e+01,6.800045743e+01,3.112184106e+01,6.756312855e+01,1.507468514e+01,2.154812904e+00,3.799713757e+00,9.290125030e+01,8.358646022e+01,4.432997774e+01,8.390792904e+01,7.543582003e+01,7.665986756e+01,2.196520382e+01,5.369806377e+01,9.218055973e+01,4.171927225e+00,8.568562688e+01,2.812170846e+01,1.334077036e+01,1.284688555e+00,9.541817366e+00,1.666421605e+01,9.330254720e+01,9.236405933e+01,9.399339363e+01,2.867832579e+01,2.028235977e+01,2.001653812e+01,3.029609136e+01,5.803805903e+01,5.466476553e+01,2.273523612e+01,2.648273084e+01,2.944048654e+01,8.601109038e+01,1.237129232e+01,7.756986310e+01,9.444151315e+00,4.311439890e+01,6.817476663e+01,1.829325813e+01,5.489284849e+01,9.564120292e+01,8.187139578e+01,6.958724601e+01,1.613393720e+01,9.435664868e+01,2.375164501e+01,9.127383849e+01,7.123948153e+00,7.566973751e+01,3.375638746e+01,7.309969832e+01,9.350817141e+01,8.264677300e+01,8.621105415e+01,8.515783228e+00,5.023912997e+01,5.050814363e+01,4.054122298e+01,6.345877169e+01,4.958815507e+01,5.669847000e+01,4.846662351e+01,1.970873182e+01,7.054019288e+01
3.869389473e+01,1.311968889e+01,6.665170025e+01,4.090601577e+01,9.345020689e+01,1.708624328e+01,3.971344068e+01,6.385545047e+01,6.845609732e+01,7.747950209e+01,6.350443441e+01,2.120547343e+01,7.384848098e+01,9.893557232e+01,8.412448181e+01,3.389211478e+01,1.656191747e+01,8.361571586e+01,5.185929831e+01,1.295815403e+01,6.545581847e+01,1.780533114e+01,5.250323697e+01,4.271909231e+01,6.591804334e+01,9.380650198e+01,1.344919078e+01,5.777874940e+01,3.314092481e+01,5.655781263e+01,3.591447159e+01,6.124019715e+01,6.509576369e+01,5.004680562e+01,2.466979965e+01,4.981524508e+01,9.272531760e+01,6.977742765e+01,5.727114924e+01,6.635769680e+00,8.211604599e+01,1.561356937e+01,5.779020181e+00,3.658738733e+01,9.340217709e+01,3.528478479e+01,5.170621338e+00,2.210537564e+01,7.119215403e+01,5.749600780e+01,4.386074200e+01,6.498645622e+01,6.603686865e+01,7.886621257e+01,1.383152653e+01,2.420257271e+01,1.428842978e+01,5.958959498e+01,6.372848962e+01,5.558038619e+01,7.179334788e+01,2.263021984e+01,9.010996555e+01,8.208649677e+01,6.490623554e+01,2.829637844e+00,4.377522890e-01,3.883153195e+00,3.632281407e+01,8.952903334e+01,2.430223905e+01,3.813608593e+01
3.912659850e+01,1.833000216e+01,1.861220909e+01,2.146718442e+01,5.206928118e+01,7.594563439e+01,6.835109394e+01,1.510863072e+01,5.491909655e+01,9.137188347e+01,2.397563542e+00,8.547209195e+01,4.802965064e+01,5.577675849e+01,1.537199060e+01,1.262886405e+01,1.497358148e+01,1.528659650e+01,1.089932850e+01,3.875462931e+01,1.941337543e+01,6.099207426e+01,9.103166952e+01,2.635772522e+01,7.544416469e+01,7.620884421e+01,1.415466878e+00,9.016844648e+01,1.308567806e+01,1.255710922e+01,3.224186398e+01,2.229454510e+01,8.738719821e+01,6.890436851e+01,8.730535585e+01,1.189078002e+01,7.138434438e+00,6.089408941e+01,1.295642502e+01,3.330327510e+01,6.801649206e+01,1.224168466e+01,5.726717103e+01,3.514882424e+01,1.963415070e+01,4.104073907e+01,9.228798104e+01,3.457062025e+01,2.887005063e+00,3.214261817e+01,7.559501259e+01,6.193267281e+01,1.334559801e+01,1.728383212e+01,4.413928193e+01,2.085043780e+01,5.956264983e+01,5.116142165e+01,6.542908495e+01,5.418181256e+01,8.786668265e+01,3.931362866e+01,7.794287401e+01,4.509134137e+00,1.438682285e+01,9.872625124e+01,2.197071308e+01,4.127967208e+01,1.287806917e+01,3.626235209e+00,2.707367801e+01,9.345687645e+01
7.962902161e+01,6.321794576e+01,4.311099149e+01,1.189165819e+01,2.770036459e+01,2.547994331e+01,5.683521234e+01,5.093247522e+00,6.863526749e+01,5.970481874e+01,2.335506762e+01,9.645851654e+01,3.043743176e+01,3.500116823e+01,6.017463916e+01,5.594271634e+00,8.905079197e+01,7.118825143e+01,7.003675749e+01,6.291568053e+01,7.399987489e+01,7.396578514e+01,1.891195435e+01,2.304046816e+01,5.365636247e+01,3.411729733e+01,3.488549498e+01,4.797016842e+01,8.871263657e+01,6.395400161e+01,1.470714089e+01,1.196862285e+01,5.596415980e+00,3.254517326e+01,7.622535057e+01,9.430099267e+01,3.265056317e+01,8.637066538e+01,9.051724692e+01,6.361426657e+01,8.024118699e+01,3.198144313e+01,8.538593676e+01,9.043644915e+01,1.012817009e+00,2.653626417e+01,8.536264329e+01,4.967980287e+01,9.253656837e+01,7.661459169e+01,6.230064695e+01,4.411921992e+01,5.676006673e+01,9.397124219e+01,8.650669353e+01,9.618191642e+01,7.375741628e+01,7.188728464e+01,7.435003163e+01,5.376498728e+01,1.605449700e+01,5.976688570e+01,9.144103320e+01,5.646052878e+01,2.323807564e+01,8.059775725e+01,6.532342500e+01,4.512274609e+01,1.957536665e+01,5.315479167e+01,5.532434121e+01,8.700383413e+01
4.788451320e+01,9.923484174e+01,8.297857449e+01,9.583241807e+01,3.906898855e+00,4.055856956e+01,9.941008937e+01,7.910934630e+01,3.828434706e+01,9.419599663e+01,2.160160849e+01,5.156652182e+01,1.543151203e+01,1.930164740e+01,8.400510149e+01,1.258044678e+01,9.773971331e+01,2.964502827e+01,1.255950168e+01,3.485162127e+01,3.322480737e+00,5.015176686e+01,3.937725504e+00,9.934018418e+01,2.021058480e+01,5.412513604e+01,8.013201717e+01,8.129849641e+01,9.988609759e+01,7.624554047e+01,7.905513668e+01,3.870470783e+01,5.695062936e+01,9.359234840e+01,8.089340238e+01,2.474498997e-01,8.440175074e+01,4.187552526e+01,4.156083234e+01,5.371712310e+01,1.056528248e+01,1.274557460e+01,9.975058900e+00,3.662872637e+01,3.118403373e+01,2.205648937e+01,7.262669573e+01,7.030968479e+01,3.961171240e+01,1.346212242e+01,9.419898783e+01,6.316383076e+01,6.712131542e+01,4.855726504e+01,9.216475254e+01,8.708612633e+01,9.441436924e+01,3.553038990e+00,3.446363420e+01,5.906499514e+01,7.569432212e+01,5.830018157e+01,2.889604643e+01,6.543212005e+01,4.017269702e+01,2.492747324e+01,9.827517545e+01,2.856103890e+01,4.388951339e+01,9.128082601e+01,4.960172630e+01,8.544202346e+01
8.489603291e+01,9.569078610e+00,5.795988002e+01,7.429267840e+01,9.862407274e+01,9.990524058e+01,1.496854236e+01,6.618904683e+01,5.353419846e+01,6.034275909e+01,7.475027485e+01,3.635172698e+01,5.803777062e+00,6.217140849e+01,8.070564878e+01,3.547816724e+01,7.572319906e+01,9.316806636e+01,1.242044110e+01,7.535504045e+01,5.013184555e+01,4.090077983e+01,8.037678244e+01,8.941198252e+01,1.926508082e+01,5.888409809e+01,6.647351583e+01,1.884052350e+01,1.913511471e+01,5.678533123e+01,4.876973715e+01,9.463123952e+01,9.229464911e+01,3.824104087e+00,3.828255699e+01,8.470775172e+01,8.529751810e+01,2.684203466e+01,6.029193233e+01,5.585460857e+01,5.667802684e+01,9.479995840e+01,3.035303800e+01,5.452984519e+01,1.681441984e+01,6.250712876e+01,2.548093267e+01,5.894190305e+01,5.428975089e+01,2.426105708e+01,6.803914504e+01,3.413915350e+01,3.572157489e+01,8.378107351e+00,8.428334271e+01,7.845006666e+01,7.888879350e+01,6.400173670e+01,8.860071639e+01,4.165143816e+01,6.603981365e+01,7.975823332e+01,4.819991136e+01,6.921019535e+01,1.096887241e+01,9.996954799e+01,3.532177961e+01,2.283885164e+01,7.558440599e+00,4.128358473e+01,8.341722448e+01,8.572619504e+01
3.128298451e+01,1.582546518e+01,8.200375257e+00,2.884280131e+01,1.815171495e+01,5.647434003e+01,8.316271941e+01,3.999334669e+01,7.031707239e+01,5.618726471e+01,6.393999069e+01,8.022463598e+01,2.392658133e+01,2.903972120e+01,2.771975976e+01,9.912770844e+01,1.506134073e+01,6.671382779e+01,5.778962531e+01,6.318566851e+01,4.346321597e+01,9.119913868e+01,4.831324763e+01,1.182218698e+00,8.187281379e+01,9.421881829e+01,6.794197086e+01,5.039504035e+01,7.515891780e+01,1.756693675e+01,7.820219119e+00,2.553186044e+01,3.847805165e+00,8.991712012e+01,7.226124195e+01,3.610622615e+01,2.423725987e+01,8.308222820e+01,1.497592898e+01,8.614365443e+00,7.516842520e+01,1.820925299e+01,5.380470379e+01,7.488763253e+01,7.809699699e+01,7.188498506e+01,1.308028617e+00,5.279328941e+00,5.152516349e+01,7.167359165e+01,8.404285981e+01,4.074186225e+01,2.293627281e+01,1.144467450e+01,9.263710883e+01,7.504486864e+01,8.418398212e+01,1.990833145e+01,8.738803682e+01,6.971476464e+01,9.082625359e+00,3.847465791e+01,8.326112649e+01,7.875602103e+01,5.552352047e+01,7.730276760e+01,4.446613361e+00,7.852622626e+01,1.708592878e+01,5.028928290e+01,4.492761749e+01,9.784583337e+01
9.278641067e+01,3.312364846e+01,1.535479529e+01,7.433024119e+01,3.072193857e+01,1.624761021e+01,6.609304281e+01,9.892870754e+01,6.218313539e+01,5.309103078e+01,9.747011612e+01,4.603793715e+01,9.628055828e+01,8.831596290e+01,2.864890544e+01,8.532447181e+01,1.689616886e+01,1.494685629e+01,2.909165426e+01,7.790026839e+01,9.774156015e+01,1.303909847e+01,4.484488665e+01,7.445231786e+01,5.469617619e+01,3.971812537e+01,8.788819980e+01,8.255367658e+01,1.953090469e+01,8.968797500e+00,7.707100675e+01,5.922821542e+00,7.145844647e+01,6.321423317e+01,1.153142645e+01,5.142885821e+01,2.654243562e+01,7.960548302e+01,9.032996532e+01,3.882769210e+01,2.080801512e+00,7.272277280e+01,9.229355708e+01,9.926640137e+01,1.487497926e+01,7.634426583e+01,4.778017979e+00,7.396017680e+01,2.272359573e+01,3.507286016e+01,3.530119523e+01,8.559442593e+01,7.937919908e+01,6.469440789e+01,6.551059978e+01,9.047137391e+01,5.012686165e+01,6.966735707e+01,7.477033400e+01,6.629761800e+01,8.231366364e+01,5.943977207e+01,4.149379558e+01,5.298013664e-02,6.330919236e+01,6.842671351e+01,8.678319039e+01,4.701974763e+01,6.922686185e+01,4.605321298e+01,4.093016869e+01,6.550032284e+00
3.135633881e+00,2.951082622e+01,4.755949445e+01,5.866913436e+01,5.814080150e+01,2.552030632e+01,3.915168035e+01,8.132552243e+01,3.622452640e+01,9.286606737e+01,1.804808895e+01,6.019875713e+01,2.768810066e+01,7.059607611e+01,6.701298994e+01,1.031242396e+01,7.769857173e+01,6.838413273e+01,5.269338058e+01,4.902564318e+01,3.905620567e+01,2.379571063e+01,3.517985593e+01,5.957111915e+01,7.170182796e+01,2.808120745e+01,3.275659098e+01,5.987219463e+01,5.040382754e+01,2.537381941e+01,9.086266411e+00,3.546703845e+01,9.171319506e+00,5.895256980e+01,5.486258430e+01,6.777639458e+01,9.585667486e+01,4.538433902e+01,3.548253080e+01,1.782016115e+00,9.554608895e+01,2.233362188e+01,4.818190130e+00,2.075987087e+01,7.599325074e+01,6.576132513e+01,9.529168678e+01,1.523199210e+01,2.743793287e+01,9.869809896e+01,4.738293559e+01,2.893323343e+01,1.364035115e+01,9.402301016e+01,5.151829142e+01,3.100235714e+01,1.301082669e+01,8.819184975e+01,6.331632964e+01,9.910077971e+01,8.013947784e+01,9.802804400e+01,7.475639533e+01,7.675914454e+01,6.283181053e+01,3.299778716e+01,4.952275675e+01,8.118450563e+01,8.616287732e+01,6.555868779e+01,8.563889513e+01,4.014676515e+01
2.293411120e+01,4.500131667e+01,9.920456608e+01,2.746063126e+01,9.336777095e+01,1.849605975e+01,5.239274437e+01,1.524069796e+01,4.421967077e+01,7.235142165e+01,8.480104100e+01,4.449839329e+01,3.510363509e+01,1.791520455e+01,4.286263701e+01,5.284289844e+01,4.994358316e+01,2.372687149e+00,8.745020650e+01,9.256584170e+01,1.324408890e+01,3.601187891e+00,7.911470376e+00,3.197639772e+01,2.322522536e+01,2.287522234e+01,5.456225446e+01,5.658903244e+01,6.855306744e+01,7.362066734e+01,9.259377304e+01,2.882335011e+01,9.139436057e+01,9.990003349e+01,5.989367309e+01,1.989042643e+01,1.092976917e+01,4.225285474e+01,9.197820162e+01,3.957043965e+01,4.042018448e+01,1.819008002e+01,2.122362178e+01,5.342706487e+01,7.300973441e+01,4.451163331e+01,7.626261622e+01,2.586173372e+01,1.646051991e+01,2.340639674e+01,1.060969833e+01,6.365940481e+01,5.837119427e+01,1.560775952e+01,3.640550599e+01,3.802890614e+00,3.140652478e+01,1.547968643e+01,5.799163352e+01,7.692499776e+00,5.999833618e+01,8.009780453e+01,5.000850071e+01,3.797981390e+01,4.986669748e+01,7.612155452e+01,6.072689368e+00,8.748740806e+01,5.125198793e+01,4.340583555e+01,3.257697701e+01,3.908727792e+01
