v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52
5.874733900e+01,8.828377930e+01,1.594494990e+01,7.039501764e+01,7.281048334e+01,5.787262357e+01,4.720979203e+01,2.751213452e+01,1.759752695e+01,7.188958081e+00,8.535934023e+01,2.073244961e+01,7.275801604e+01,6.084430121e+01,3.137997824e+01,9.188429393e+01,3.577092754e+01,7.876451681e+01,6.243090527e+01,7.377070590e+01,9.438155515e+01,1.006549917e+01,9.847954068e+01,8.345504207e+01,8.007689547e+01,2.775310951e+01,1.464947978e+01,1.586202954e+01,3.303683933e+01,4.890900926e+01,5.184311561e+01,2.524204371e+01,9.479876260e+01,3.358578488e+01,7.438551710e+01,4.366866015e+01,9.443877936e+01,2.899474838e+01,6.235287720e+00,2.847586449e+01,2.764277086e+01,9.539779853e+01,7.788806349e+01,1.666963902e+01,1.310062751e+00,4.312947726e+01,7.869712976e+01,8.141795425e+01,9.615942137e+01,9.806227986e+01,7.016201304e+01,7.494710761e+01
3.537793044e+01,1.980101261e+01,8.300635707e+00,2.095965509e+01,5.452321587e+01,9.103591556e+01,6.185738071e+01,5.142848715e+01,7.365505189e+01,9.384473247e+01,4.248782334e+01,1.081535146e+01,8.133697448e+01,6.895573208e+00,2.463156890e+01,2.921732755e+01,3.693416316e+01,6.183057317e+01,6.685022466e-01,7.367768727e+01,9.884996480e+01,3.071496938e+01,2.355766172e+01,2.318740339e+01,7.447939534e+01,5.070818702e+01,7.339349412e+01,1.269152755e+00,7.755712911e+01,2.450018016e+01,9.907911246e+01,9.818216377e+01,2.949320040e+01,9.363606883e+01,6.688123218e+01,7.261009951e+01,4.927895649e+01,7.572318514e+01,2.885125907e+01,3.112119273e+00,9.395770586e+01,5.762797858e+01,6.735907185e+01,1.621290689e+01,1.051795043e+01,4.086973918e+01,6.217110411e+01,5.837566424e+01,7.712512322e+01,3.281262523e+01,3.947767292e+01,8.527240895e+01
7.502302916e+01,8.544427388e+01,6.423219658e+01,1.218417045e+01,8.470248868e+01,2.656898553e+01,6.093401356e+00,1.412964959e+00,6.949157627e+01,6.126676027e+00,8.374277810e+01,3.492129454e+01,7.107779346e+01,6.923743259e+01,6.349879977e+01,5.762629843e+01,2.594000875e+01,8.136278508e-01,3.958941449e+01,6.685440125e+01,7.548293666e+01,5.390184814e+01,7.034361174e+00,6.532691139e+01,1.827196500e+01,5.846591105e+01,5.845755344e+01,5.127304900e+01,7.188576613e+01,2.726316142e+01,1.233312354e+00,4.845071400e+01,5.610373400e+01,2.806650748e+01,9.201874680e+01,5.824486678e+01,9.704404982e+01,4.143891033e+01,4.042963185e+01,6.762211785e+01,5.256601835e+01,3.941688731e+01,1.982595594e+01,3.616767595e+01,5.840043513e+01,7.896106717e+01,7.943583189e+01,9.919573013e-01,1.733063194e+01,2.758011466e+01,9.333244716e+01,5.164872863e+01
6.125777398e+01,7.196121712e+01,1.491545977e+01,1.679718788e+01,2.788291306e+01,8.737391540e+00,6.135639973e+01,9.372347512e+00,7.712927869e+01,8.055465206e+01,3.636727207e+01,8.620388677e+01,8.016348138e+01,9.612300360e+01,1.575985461e+01,8.473145076e+01,3.060942119e+01,9.093201623e+01,3.184195611e+01,4.764722631e+01,5.669148592e+01,4.662473153e-01,4.873681989e+01,1.813620329e+01,5.339248513e+01,8.639288292e+01,3.650594295e+01,8.286963227e+00,4.912981130e+00,7.998169942e+01,7.079390110e+01,3.619372499e+01,2.300137112e+01,9.165059072e+01,7.558904660e+01,5.143874912e+01,3.328357705e+01,9.803052860e+01,6.197557042e+01,9.542720734e+01,3.379025804e+01,1.857914780e+01,3.668256150e+01,5.596862713e+00,6.827907534e+01,9.418135886e+01,3.743870940e+01,8.476708439e+01,3.420841598e+01,5.359464696e+01,7.298074824e+01,4.729117740e+01
6.870287932e+01,7.154608567e+01,2.354472923e+01,4.967250122e+01,7.719192052e+01,6.538943724e+01,2.944730025e+01,1.716798614e+00,4.216910626e+01,6.912859829e+01,7.573731043e+01,8.954109510e+01,4.173033350e+01,2.677282392e+01,1.864261671e+01,3.958707664e+01,5.988811082e+01,3.146994170e+01,9.370852095e+01,2.702605680e+01,8.952626328e+00,5.981957839e+01,9.504069506e+01,9.316857171e+00,9.467223233e+01,4.248852720e+01,3.734034698e+01,9.434311859e+01,1.144809392e+00,4.594634453e+01,9.178812015e+00,1.474852213e+01,5.214794469e+01,5.221628934e+01,3.495957159e+01,7.925377347e+01,8.279363046e+00,7.307789166e+01,6.720454392e+01,1.896964485e+01,2.672976983e+01,8.729938187e+00,8.175357317e+01,1.196120148e+01,3.497683449e+01,2.174275398e+01,6.716644243e+00,5.669272295e+01,2.092305145e+01,7.167096299e+01,8.874978646e+01,3.458628379e+01
2.328555016e+01,5.638196833e+01,2.173265758e+01,8.360692489e+01,9.206836729e+01,3.802059248e+01,7.733481683e+01,2.253437827e+01,2.501160809e+01,4.338239380e+01,8.589043062e+01,5.667398191e+01,3.314795260e+01,1.406772489e+01,3.900589708e+01,8.974002854e+01,1.088670788e+01,5.823517113e+01,2.012305601e+01,1.489984894e+01,2.433885518e+01,1.299457603e+01,7.074836071e+01,3.509321184e+01,6.615320676e+01,3.098512473e+01,5.863342018e+01,9.629405236e+01,1.831438195e+01,1.648866060e+01,5.779414061e+01,8.314628797e+01,4.995032676e+01,1.870497959e+01,7.818269286e+00,6.171010458e+01,8.965076045e+01,6.766807786e+01,2.491388544e+01,7.477198396e+01,4.593443727e+01,4.804756446e+01,6.555940001e+01,2.637070978e+01,2.694383165e+01,8.255685821e+01,5.310798114e+01,4.865059790e+01,8.297717748e+01,8.351430528e+01,6.978709927e+01,7.866966043e+01
4.959855445e+01,1.629962098e+01,6.508291916e+01,2.227656053e+01,5.342148551e+01,3.656661454e+01,6.770199713e+00,9.768135478e+01,9.994355506e+01,4.626902974e+01,9.118260809e+01,8.616054857e+01,5.220347907e+01,7.825287473e+01,3.060918526e+01,8.833770541e+01,4.167662726e+00,3.814420425e+01,2.314788581e+01,9.481607305e+01,8.777177606e+01,9.736704506e+01,9.596341297e+01,6.116765314e+00,9.600125270e+01,3.316833508e+01,7.407565035e+00,8.921747273e+01,1.105570279e-01,9.781576885e+01,2.136760262e+01,8.653236216e+01,7.747644786e+01,8.431161743e+01,5.638004866e+01,3.008512529e+01,2.760095052e+00,4.614447798e+01,9.685310034e+00,3.706319673e+01,9.998914168e+01,9.362967886e+01,4.379843109e+01,7.016338824e+01,4.559528680e+01,9.974393432e+01,2.516022464e+01,2.775837550e+01,3.534685579e+01,9.642564039e+01,1.348795014e+01,9.510909867e+01
8.210567007e+01,1.355732825e+01,7.616660645e+01,4.441827402e+01,8.239398370e+01,9.298463962e+01,8.301793206e-01,5.459484831e+01,7.127905661e+01,2.427446696e+01,4.777240477e+01,7.155656911e+01,4.709943248e+01,6.891215803e+01,9.048312804e+01,4.592145299e+00,8.048145449e+01,6.550058430e+01,1.631458735e+01,7.681121687e+01,4.514966299e+01,8.723461107e+01,9.420562441e+01,3.451791279e+01,4.503702777e+01,4.931162391e+01,2.312677258e+01,5.351061355e+00,9.796948258e+01,6.706477272e+01,9.586232933e+01,9.790815818e+01,9.885354717e+00,4.270160032e+01,6.515700903e+01,1.781754338e+01,9.797203113e+01,9.567470150e+01,4.354175631e+01,1.188959496e+01,2.995847733e+01,4.373404046e+01,9.118304238e+01,5.687636805e+01,5.073125943e+01,7.759288879e+01,2.879191898e+01,1.557332053e+01,5.744247641e+01,5.393018670e+01,7.237696721e+01,5.327245435e+01
8.375617485e+01,9.213670673e+01,3.875992532e+01,4.552884467e+01,7.312016616e+01,4.458989721e+01,4.615492511e+01,9.063521808e+01,2.686309751e+01,9.880555095e+01,8.774245625e+01,4.085295545e+01,2.660105516e+01,7.486651794e+00,4.966565881e+01,2.673541464e+01,2.426790896e+01,7.456261737e+01,3.605101044e+00,1.005912757e+01,9.624465207e+01,1.655418804e+01,9.208263693e+01,8.675452685e+01,8.420893561e+01,7.029374849e+01,1.073502157e+01,5.332362689e+01,1.657479202e+01,8.839257843e+01,9.089276148e+01,7.931131339e+01,1.445322433e+01,4.905281926e+01,1.235814913e+01,7.773178733e+01,1.625825168e+01,2.962592632e+01,7.893122554e+01,1.537860672e+01,3.049434461e+01,5.964648456e+01,4.484552091e+01,6.308047897e+01,3.867250050e+01,7.990485454e+01,9.701628929e+01,5.757211482e+01,8.830883803e+01,5.470519011e+01,4.041570854e+01,5.293384454e+01
2.678190423e+01,6.266403208e+01,7.864956229e+01,9.336192638e+01,6.476253651e+01,9.838572143e+01,9.361683422e+01,6.469867779e+01,2.651469671e+01,5.974576912e+00,1.978639951e+01,9.507858601e+01,5.683931424e+01,2.010629752e+01,3.379821655e+01,2.332469115e+01,9.751553745e+01,8.125698128e+01,3.493302064e+01,3.201460450e+01,7.044290662e+01,1.306251441e+01,3.631726160e+01,7.885445452e+01,2.065192753e+01,2.161949685e+01,9.183049862e+01,6.171789923e+01,3.613691830e+01,8.816162944e+00,3.214068865e+01,7.714827338e+01,2.312196872e+01,1.918522618e+01,3.933757375e+01,7.361723250e+01,1.439879308e+01,7.101109930e+01,5.497633870e+01,5.973298991e+01,2.066524962e+01,7.199308903e-01,4.903699839e+01,2.447035841e+01,9.002610366e+00,6.587401893e+01,8.616949925e+01,8.945893315e+00,2.109627040e+01,1.577427927e+01,8.527179591e+01,8.051160271e+00
1.623495913e+01,2.211536236e+00,6.948850182e+01,3.904001091e+01,3.236950551e+01,3.684921656e+01,9.045630621e+01,1.859419432e+01,2.578034806e+01,6.178628018e+01,8.504749942e+01,3.693034339e+01,3.026707171e+01,9.499205130e+01,9.204306948e+00,1.032804777e+01,2.335253014e+01,3.864332499e+01,2.801592951e+01,6.394290916e+01,6.961860624e-01,9.464644782e+01,1.135438269e+01,8.332165224e+01,7.997648495e+01,7.135887608e+00,6.783067815e+01,7.117811884e+01,1.420582573e+01,1.236360382e+01,5.802620045e+01,1.268875377e+01,8.086575961e+01,2.022492528e+01,5.877508655e+01,9.189456270e+01,2.677836634e+01,7.377602497e+01,7.135558750e+01,1.837108783e+01,9.498122384e+01,1.393127926e+01,3.892780657e+01,5.695254197e+01,1.559813610e+01,3.303976994e+01,8.990477457e+01,3.781485728e+01,2.228520602e+00,6.289140428e+01,3.125674176e+01,9.910157746e+01
7.315325174e+01,6.283520287e+01,4.563839823e+01,4.905312856e+00,4.749138136e+00,2.702596591e+01,4.018394766e+01,1.137709694e+01,7.161517543e+00,7.930244084e+01,6.607242274e+01,5.441457597e+01,2.801927954e+01,5.550943407e+01,1.894773605e+01,6.765173458e+01,2.391508653e+01,9.341528197e+01,5.543734806e+01,1.167503544e+00,1.329158991e+01,5.521554689e+01,3.992834652e-01,6.277445634e+01,3.303926037e+01,4.754090635e+01,1.542397580e+01,1.273721083e+01,7.288160459e+01,9.983069689e+01,8.443144487e+01,3.105980297e+01,2.177992459e+01,6.252831528e+01,2.933178712e+01,7.607011151e+01,7.435802441e+01,2.463748314e+01,8.476455693e+01,8.167190897e+01,4.722806734e+01,8.020475647e+01,9.657933695e+01,4.167835022e+01,4.162660876e+01,4.915590677e+01,5.644895247e+01,9.279598894e+01,4.698736841e+01,5.977890011e+01,1.113527616e+01,3.481240982e+01
9.061503710e+01,7.937286137e+01,9.852255252e+01,5.826493784e+01,8.118481588e+00,4.786241496e+01,8.689257510e+01,4.992841106e+00,9.340024703e+00,1.375994725e+01,5.705631995e+01,9.361245599e+01,4.775931164e+01,5.170459900e+01,2.618493981e+00,4.374568442e+01,7.316086899e+01,1.608544374e+01,9.602987307e+01,7.862016943e+01,9.804452006e+01,6.709470604e+01,9.833872031e+01,3.983625448e+01,7.293227052e+01,1.795672784e+00,5.795625770e+01,3.311527612e+01,7.600821219e+01,7.763510777e+01,2.191896959e+01,3.323758376e+01,5.706118723e+01,8.323516990e+01,1.070204914e+01,2.022205779e+01,8.736533963e+01,2.813239598e+00,4.545947499e+01,4.395377067e+01,3.659488247e+01,2.162540942e+01,5.251780163e+01,9.662513807e+01,3.387659974e+01,4.150067756e+01,4.129624314e+01,5.311550655e+01,7.299539160e+01,8.909069109e+01,3.926435887e+01,8.931245520e+01
5.126753590e+01,3.951713981e+01,1.422557986e+01,1.764476558e+01,7.064592501e+01,7.787524778e+01,5.346117635e+00,1.145023020e+01,3.993796247e+01,8.627015852e-01,9.690271400e+01,1.470042781e+01,1.054138907e+01,3.601051756e+01,9.703667813e+01,3.859490811e+01,8.764282611e+01,2.730234272e+01,8.224147555e+01,9.923083570e+01,9.810827679e+01,8.906437209e+01,7.207689737e+01,5.620433665e+01,1.772942327e+01,5.728797442e+00,2.166564526e+01,9.954695092e+01,5.348595092e+01,4.413040823e+00,3.752223858e+01,5.592054935e+01,6.607297930e+01,3.074123339e+01,4.101203724e+01,6.816310751e+00,3.579609798e+00,3.076788659e+01,4.908863572e+01,5.989193308e+01,5.977967977e+01,3.811354355e+01,9.623015941e+01,3.580511091e+01,2.337503521e+01,8.755948608e+00,6.258563483e+01,2.872352125e+01,8.045922912e+01,7.800878483e+01,2.240016481e+01,1.482683614e+01
8.903569901e+01,2.893347632e+01,5.034343221e+01,6.132194592e+01,4.023375600e+01,6.774228668e+00,6.635676974e+01,2.976913173e-01,6.703159763e-02,9.794893985e+01,4.507513914e+01,2.685786178e+01,5.198106976e+01,8.337962875e+01,8.790910821e+01,9.577862415e+01,4.205544549e+01,8.658619842e+01,9.392752681e+01,3.552080924e+01,6.772067709e+01,4.254406641e+01,1.875393237e+01,7.509224533e+01,2.953643277e+01,5.245444038e+01,2.009624278e+01,2.520801695e+01,6.330858761e+01,8.753923058e+01,2.217491074e+01,9.867738287e+01,7.568173730e+01,9.282678277e+01,3.987566457e+01,2.615873146e+00,3.389151296e+01,1.843714064e+01,4.039204532e+01,5.657213510e+01,8.366582510e+01,2.853974932e+01,3.037334772e+01,9.914212760e+01,6.762872838e+00,3.612224288e+01,9.923948098e+01,3.180187123e+01,5.297060556e+01,8.010558081e+01,2.933217214e+01,4.969602878e+01
2.888153190e+01,5.758974059e+01,7.930851340e+00,2.968360484e+01,6.577287516e+01,4.193063989e+01,4.001205099e+01,7.846315363e+01,6.685794461e+01,4.328737699e+01,2.300042772e+01,6.438355247e+01,2.317639463e+01,4.577119628e+00,1.066002021e+01,8.776481148e+01,9.329112687e+01,8.315040982e+01,8.936678165e+01,1.386720544e+00,7.343012868e+01,5.046891039e+01,1.002630145e+01,6.991102165e+01,1.520141078e+01,5.730769191e+01,7.128696947e+01,8.054702431e+01,7.555586694e+01,7.549685188e+01,2.393251134e+01,7.295679882e+01,2.193587667e+01,5.430603525e+01,1.334027316e+01,9.981095823e+01,3.632226082e+01,8.528619832e+01,5.681177809e+01,4.934367621e+01,9.458063523e+00,6.957030651e+01,1.125126492e+01,1.481397553e+01,4.923468730e+01,6.913216534e+01,1.199327793e+01,5.956234506e+01,9.412304770e+01,4.552538543e+01,7.063417737e+01,7.057651282e+01
8.977016884e+01,5.137549485e+01,4.005913432e+01,2.418738371e+01,6.236383092e+01,5.413117401e+01,9.528970261e+01,1.705244094e+01,5.072081318e+01,6.347001794e+01,4.401283961e+01,8.460432617e+01,5.899140213e+01,7.694150481e+01,8.273033356e+01,4.406948935e+01,1.234822073e+01,9.429617789e+01,2.392745084e+01,4.096242509e+01,7.814070959e+01,6.873929705e+01,8.333446830e+01,8.398355669e+01,7.355149441e+01,8.465117288e+01,7.669908283e+01,5.815267228e+01,1.361939577e+01,8.957830649e+01,3.233504765e+01,9.731251478e+01,7.349997568e+01,8.482142731e+01,8.021163746e+00,7.206106820e+01,1.034859950e+01,4.879657523e+01,8.921933500e+01,2.880314968e+01,9.648364070e+01,2.752347275e+01,9.010388973e+01,1.656861057e+01,3.359929220e+01,8.733604460e+01,9.017635374e+01,1.781720758e+01,9.707071918e+01,5.719280662e+01,3.111728757e+01,6.227764178e+01
3.052704890e+01,6.966633748e+01,3.801067846e+01,8.772983438e+01,1.275687985e+01,1.609397712e+00,3.029086500e+01,3.721825130e+01,2.104703094e+01,1.899603810e+01,8.042017936e+01,2.738194633e+01,5.172318654e+01,8.026715079e+01,8.411143519e+01,9.695150632e+01,4.474466799e+01,6.634015678e+01,8.636006816e+01,7.036806687e+01,3.136834328e+01,2.202743217e+01,8.327262653e+01,4.665165400e+00,1.133163186e+01,2.933238092e+01,7.218935808e+01,2.511157070e+01,9.308364700e+01,5.263656287e+01,9.830799219e+01,8.253765995e+00,3.318799612e+01,7.045714841e+01,4.775897514e+01,8.173244703e+01,7.286722578e+01,7.660428549e+01,8.487009513e+01,3.539368576e+01,2.598334292e+01,4.687133056e+01,4.367984662e+01,5.240084050e+00,1.065342704e+01,1.678774355e+01,6.243959003e+01,9.795380283e+01,5.573697989e+01,9.618287656e+00,9.783775270e+01,8.808544558e+01
9.530629832e+01,4.246156232e+01,2.099722380e+00,9.003214323e+01,1.675292766e+01,9.069698806e+01,6.558073451e+01,6.708415719e+01,1.825970761e+01,9.827163978e+01,3.756538312e+01,3.260968283e+01,3.154119234e+01,6.678438497e+01,5.663504530e+01,9.070535026e+01,4.678125136e+01,8.779427169e+01,2.599329203e+01,2.528783793e+01,7.809589820e+01,1.952548541e+01,8.320881043e+00,8.078945086e+01,2.512467768e+01,5.850947886e+01,1.930693322e+01,4.187481035e-02,5.248686996e+01,5.648680519e+01,1.128832349e+01,6.466718373e+01,3.795701561e+01,3.546772994e+01,3.615013197e+01,1.430247110e+00,1.583365053e+01,9.847406438e+01,4.750642596e+01,5.109806915e+00,9.081283767e+01,4.664078334e+01,6.952505587e+01,2.381149310e+01,1.724357078e+01,3.431903678e+01,4.714007601e+01,2.496719633e+01,8.920448255e+01,9.857548565e+01,6.880754247e+01,8.262844434e+00
3.700938071e+00,6.821886414e+01,7.092731630e+01,2.609450508e+01,2.039180503e+01,1.203971667e+01,9.792694478e+01,9.610072722e+01,7.406062811e+01,4.087683686e+01,5.635430746e+01,7.388724794e+01,2.162141113e+01,7.614988799e+01,5.078888329e+01,2.840685179e+01,7.482396521e+01,4.778746783e+01,9.635447976e+01,3.167023221e+01,6.092656634e+01,3.150473422e+01,8.813637388e+01,7.485212175e+01,1.114160553e+00,8.485966438e+01,3.603687757e+01,4.157156284e+01,7.943724125e+00,4.371995777e+01,9.189009358e+01,5.649388542e+01,7.612347880e+01,8.644200757e+01,3.809471322e+01,7.483018603e+01,2.220106295e+00,3.854744091e+01,2.457498989e+01,9.956486811e+01,6.459146025e+01,7.206121990e+01,2.632774823e+01,6.361971283e+01,4.372338200e+00,8.625278738e+01,2.327916340e+01,2.236720818e+00,5.971954193e+01,9.992373770e+01,5.848028276e+01,3.361513464e+01
7.214540782e+01,1.771726249e+01,9.638497400e+01,4.100671417e+01,7.043554456e+01,6.029225906e+01,7.031379383e+01,5.051856991e+01,7.891666932e+01,8.655687475e+01,8.107539109e+01,2.278294491e+01,4.431911921e+01,3.162279408e+01,2.889410807e+00,3.816560465e+01,6.624648217e+01,3.130959700e+01,1.109973025e+01,3.802550561e+01,8.751471545e+01,7.714833642e+01,4.154973067e+01,5.727267358e+01,1.413612993e+01,3.848373265e+01,5.293822763e+01,8.381673588e+01,2.563071706e+00,7.773886989e+01,9.487080448e+01,1.728967167e+01,1.404850800e+01,5.244251260e+01,4.006126054e+01,8.962510284e+01,4.522633159e+01,7.338158644e+01,9.513241831e+01,9.773152792e+01,2.491885450e+01,8.134888289e+01,1.094031734e+01,2.874757250e+01,2.621390520e+01,8.953211001e+01,8.409146942e+01,4.161513210e+00,4.345875722e+01,1.037814449e+01,5.590078824e+01,8.236323764e+01
7.819110234e+01,7.385153723e+01,6.638739369e+01,1.008038098e+01,6.361728569e+01,4.355542467e+01,4.852566262e+00,7.436499770e+01,5.030003614e+01,3.639145765e+01,3.075252609e+01,8.507882807e+01,3.646223006e+01,8.922739721e+01,8.502694645e+01,9.434345663e+01,9.423966250e+01,4.920590892e+01,3.966856981e+01,9.876577097e+01,2.440370041e+01,1.863199110e+01,6.318774323e+01,2.033217052e+00,3.066655698e+01,6.940887333e+01,5.617623874e+01,9.926668431e+01,4.391585795e+01,8.669718401e+01,9.805778217e+01,3.563937473e+01,2.227828623e+01,9.952923361e+01,5.532221262e+01,2.385452066e+01,1.174199800e+01,7.273014452e+01,6.770967965e+01,5.993840558e+01,4.146839201e+01,4.033506370e+01,9.496117267e+01,1.400456329e+01,8.320597572e+01,8.158641682e+01,5.576741094e+01,4.636219815e+00,5.142725842e+01,7.355887129e+01,2.136085400e+01,2.800124718e+01
1.715471888e+01,5.562911167e+01,8.679985328e+01,2.141993318e+01,4.434059694e+01,2.232869829e+01,8.947903171e+01,2.409390438e+00,8.495179620e+00,7.213926435e+01,7.878668740e+01,9.069985105e+01,4.249780412e+01,4.111323672e+01,8.357039040e+01,3.208661916e+01,7.788103033e-01,5.855102133e+01,8.547052014e+01,9.079206322e+01,2.479073343e+01,9.107035820e+01,1.820058221e+01,1.559941927e+01,6.824388870e+01,3.588983686e+01,8.702508682e+01,3.487330506e+01,7.216834642e+01,3.526099601e+01,6.413349072e+01,5.572709961e+01,6.010541659e+01,7.764341022e+00,4.889099657e+01,5.773143510e+01,9.695981635e+01,3.144051094e+01,3.950240016e+01,7.233296036e+01,8.173367036e+01,6.236768346e+01,6.504215407e+01,1.941966160e+01,1.588759637e+01,1.291600860e+01,6.502744961e+01,7.525733607e+01,2.087592763e+00,1.711971848e+01,2.526862570e+01,9.317520989e+01
2.343667486e+01,2.683142460e+01,8.838353333e+01,3.837868146e+01,5.149351537e+01,5.256562762e+00,6.972419512e+00,8.328324363e+01,5.213223635e+01,6.896732221e+01,8.540275931e+00,2.251695589e+01,9.490436089e+01,4.396403810e+01,2.967816496e+00,4.294268044e+01,4.716580109e+01,3.561148106e+01,7.903476817e+01,9.952720232e+01,3.149860741e+01,8.152356618e+01,4.560116224e+01,2.987193556e+01,9.514116360e+01,2.292597489e+01,5.471005047e+01,7.976814802e+00,9.585122591e+00,2.804239048e+00,5.265890590e+01,7.077188883e+01,5.990352492e+01,3.806160097e+01,9.083225840e+01,7.850813343e+01,5.705309462e+01,8.934229041e+00,8.907027695e+00,8.479890554e+01,4.817112386e+01,9.176745447e+01,4.421733811e+01,1.042104721e+01,2.359084855e+01,9.316255844e+01,5.670865966e+01,4.209118171e+00,9.897805903e+00,3.343755237e+01,2.413421765e+01,2.367617946e+01
1.311638235e+01,9.678217213e+01,7.049002368e+01,5.324793286e+00,3.593396140e+01,7.722948222e+00,5.181784539e+01,9.000835944e+01,2.822927264e+01,6.402115443e+01,1.223296050e+00,8.280821911e+01,9.891930602e+01,3.008944734e+01,2.269131020e+01,1.901115438e+01,2.956621948e+01,1.928704651e+01,9.601742464e+00,6.915283032e+01,4.960816328e+01,1.221070300e+01,4.716283773e+01,2.056641162e+01,9.314084000e+01,8.287537933e+01,9.946424691e+01,3.119926903e+00,8.799430928e+01,6.508185954e+01,1.045217803e+01,2.989280731e+01,8.428311790e+01,2.926474324e+01,8.774834567e+01,5.027906179e+01,8.064090285e+01,6.438165882e+01,4.892055626e+01,8.503463986e+01,4.505463919e+01,2.175369130e+01,9.096215196e+01,9.204108469e+01,3.559251810e+00,9.886209431e+00,8.830068814e+01,5.247312102e+01,4.572685052e+01,5.518560891e+01,3.197492062e+01,6.990187184e+00
2.082632055e+01,2.768298613e+01,3.899668501e+01,5.638678202e+01,7.683088703e+01,5.654269427e+01,5.838764067e+01,1.782199999e+01,9.732250730e+01,4.579362461e+01,4.219291801e+01,8.921867325e+01,4.527027013e+01,8.128903509e+01,3.592479188e+01,7.200506199e+01,5.467977162e+01,9.502872310e+01,4.443664663e+01,1.003455382e+00,6.725984621e+01,9.112414913e+01,1.665573988e+01,5.898515730e+01,5.806814233e+01,2.889721012e+01,2.301456956e+01,9.988371653e+01,9.936466541e+01,9.489993757e+01,6.996804177e+01,9.181170294e+01,7.223856317e+00,8.404787890e+01,3.690218748e+01,2.548783354e+01,9.813002118e+01,2.700513576e+01,6.524662524e+01,6.853814871e+01,5.929347538e+01,8.120439312e+01,9.154614322e+01,3.692762418e+01,5.109043242e+01,9.214155736e+00,1.300088196e+01,9.099045334e+00,3.607168802e+01,9.329329085e+00,1.738506154e+01,7.465258222e+01
1.638246999e+01,7.061110979e+01,7.231846246e+01,8.083363738e+01,9.947686052e+01,4.690810717e+01,2.617626432e+01,6.930302132e+01,1.942458590e+01,9.915853488e+01,8.960274461e+01,8.133659188e+01,6.688211900e+01,7.445320539e+01,6.547606679e+01,4.431924588e+01,9.372682504e+01,4.341241173e+01,6.332672632e+01,1.024193568e+01,7.590466573e+01,6.300285205e+01,6.830396859e+01,4.983987219e+01,9.361588799e+01,1.223698186e+01,5.561506838e+01,8.777135484e+01,2.484209528e+01,2.344537186e+01,5.048120930e+01,4.912137178e+01,1.856649378e+01,8.790829051e+01,8.650349329e+00,7.998068402e+01,4.750804650e+01,8.273166357e+01,5.595425075e+01,3.200836769e+01,5.591341082e+01,6.428565372e+01,9.407752719e+01,2.090424607e+00,3.515304998e+01,8.766781223e+01,8.288286096e+01,5.865400553e+01,7.805052978e+01,5.053822989e+01,1.814745243e+01,8.519699004e+01
6.610382240e+01,6.566348826e+00,8.780457163e+01,7.041892765e+01,3.714981471e+01,9.883725275e+01,6.804965999e+01,9.137389012e+01,1.069128322e+01,4.525845184e+01,9.768332983e+01,8.412249024e+01,3.784186265e+01,9.942178248e+01,6.319648033e+00,4.718172069e+01,6.886547764e+01,1.858507166e+00,5.780777688e+01,2.344312552e+01,9.511278890e+01,2.334206145e+01,8.996362828e+01,8.117516798e+01,8.894662955e+01,4.665395180e+01,8.937262615e-01,1.477006175e+01,5.094993404e+01,2.212866335e+01,9.411973279e+01,4.578297375e+01,7.917219008e+01,3.017476912e+01,7.327502816e+01,3.591320819e+01,6.590915334e+01,5.554004671e+01,2.113312721e+01,2.649900773e+01,5.515046935e+01,8.622934341e+01,1.851231473e+01,5.425133783e+01,2.326928070e+01,1.433233494e+01,8.944237195e+01,2.897810009e+01,3.445105719e+01,1.878020408e+01,9.313053756e+01,3.376198537e+01
6.898774781e+01,7.095963342e+01,4.456218218e+00,9.720866689e+01,1.597996837e+01,8.681424872e+01,2.420488961e+01,1.797273471e+01,7.025463918e+01,2.518455402e+01,1.251637673e+01,2.570724605e+01,8.057225945e+01,2.274771131e+01,2.934272046e+01,5.922410230e+01,2.907972319e+01,1.449834594e+00,6.596009517e+01,8.363840115e+01,4.759225480e+01,6.751359737e+01,5.650675232e+01,2.933216782e+01,4.457890471e+01,7.782978807e+01,5.041144872e+01,3.451424764e+01,8.985176024e+01,6.251715305e+01,9.923668848e+01,6.753318270e+00,6.782763681e+01,6.706539054e+01,4.904313289e+01,6.228646603e+01,2.952032755e+01,9.495866387e+01,9.909686562e+01,6.494112500e+01,6.216213414e+01,6.035915278e+01,7.830896307e+01,2.108013814e+01,7.246856539e+00,6.041163079e+01,7.010297931e+01,1.083749194e+01,9.588162268e+01,8.264680887e-02,5.065876446e+01,1.791446552e+01
