v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30
3.908258511e+01,9.414394060e+01,8.615698916e+01,1.231298471e+01,1.037172863e+00,6.739561148e+01,6.899436130e+01,6.326201881e+01,8.384294022e+01,6.508354364e+01,5.893350055e+01,2.029183658e+01,2.933149984e+00,6.293670770e+01,3.235027679e+01,7.371055536e+01,8.286485673e+01,9.852075484e+01,4.884216933e+01,3.421686234e+01,9.227899859e+01,8.320115966e+01,5.164193096e+01,2.183723267e+01,5.466707154e+01,2.030521047e+01,5.509537211e+01,8.968997408e+01,3.447734359e+00,1.621076912e+01
9.869123923e+01,7.461018812e+01,9.002705555e+01,5.796324199e+01,4.139460891e+01,3.951289613e+01,2.929515038e+01,5.115331507e+01,6.720736647e+01,2.858929102e+01,7.209984435e+01,4.120226897e+01,8.984418852e+01,6.250874101e+01,2.086633926e+01,4.476158956e+01,4.716950995e+00,6.070919381e+00,6.314079741e+01,4.842022344e+01,9.011868403e+01,4.276055326e+01,2.292388881e+01,8.939918516e+01,4.371963402e+01,4.220848625e+01,7.706185211e+01,7.887954138e+01,6.774722536e+01,7.774763834e+00
3.728118431e+00,6.535654473e+01,6.905760011e+01,7.342345173e+01,4.337390242e+01,7.193240497e+01,6.637524941e+00,6.039977673e-01,1.032623870e+01,6.018806634e+01,6.168508975e+01,5.114377490e+01,2.924300353e+01,2.417875650e+01,1.963304606e+01,5.888769588e+01,7.069250877e+01,2.258676725e+00,6.542980716e+01,5.889416094e+01,6.633749167e+01,1.675101476e+01,6.731732178e+00,5.988817453e+01,4.075144887e+01,3.761578134e+01,5.022171796e+01,3.750783293e+01,2.998561286e+01,9.567228448e+00
7.165535494e+01,1.950229869e+01,2.120992386e+01,4.378310703e+01,3.350663082e+00,5.308090577e+01,5.841008512e+01,6.683069685e+01,5.797384487e+01,6.395924684e+01,5.472359946e+00,9.825148170e+01,7.157127120e+01,6.136981126e+01,6.192144234e+01,7.479245900e+01,7.089483391e+01,8.820663026e+00,1.302473556e+00,6.906841925e+01,4.901741071e+01,2.522228267e+01,6.788620574e+01,7.083786674e+01,5.484814647e+01,6.274627761e+01,5.368626781e+01,8.282649449e+01,1.364902168e+01,1.126602709e+01
7.661431445e+01,6.723037454e+01,8.031751710e+01,7.325947298e+01,5.644798071e+01,3.496222114e+01,2.358066233e+01,1.082765226e+01,6.501221354e+01,2.189855091e+01,1.596297329e+01,8.778548482e+01,7.532109647e+01,7.816173857e+01,4.544555251e+01,2.168146863e+01,3.215120294e+01,1.844936405e+00,2.770958342e+01,1.040250978e+01,9.566483139e+01,4.741432124e+01,8.164631683e+01,1.290353605e+01,7.919683057e+01,2.674554012e+01,9.607922813e+01,8.582372994e+01,3.611038911e+01,8.428926259e+01
9.969202286e+01,4.620224563e+01,9.612808746e+01,6.086123917e+01,3.109973333e+01,9.280046377e+01,4.435525833e+01,3.504982743e+01,4.092380771e+01,7.358585379e+01,2.692856463e+01,7.849297256e+01,9.622855602e+00,5.722505507e+01,5.469669365e+01,6.569397015e+01,3.440506806e+01,9.743573196e+01,7.902753677e+01,1.862485060e+01,4.415457684e+01,2.738485843e+00,2.739376810e+01,5.806792248e+01,5.758846324e+01,6.090106387e+01,9.856683706e+01,7.951923742e+01,3.724592027e+01,3.431660541e+01
8.633191496e+01,9.299832383e+00,3.895563453e+01,3.287180706e+01,2.031107408e+01,9.850881484e+00,2.789493448e+01,7.528321861e+01,8.648777753e+00,6.489225234e+01,4.608475362e+01,8.316952011e+01,7.377696331e+01,4.387079575e+01,9.541613639e+01,3.933367724e+01,9.099825393e+01,9.325091617e+01,4.266058397e+01,7.433230730e+00,4.968326965e+01,2.430057800e+01,3.499311350e+01,1.535876104e+01,5.631779519e+01,4.093464738e+01,4.931581379e+01,9.150576500e+01,9.487898407e+01,3.684879519e+01
7.378054312e+00,9.426541789e+01,7.455068888e+01,5.045086022e+01,3.064050223e+01,5.212968498e+01,3.200471086e+01,2.358923671e+01,2.324161723e+01,6.086541363e+01,2.078627073e+01,3.490430716e+01,3.444304713e+01,1.899118331e+01,6.758162600e+00,2.867694198e+01,6.184142061e+01,9.825910149e+01,4.997483449e+01,3.866264437e+01,8.247381260e+00,3.006027924e+01,2.241523427e+01,1.394205452e+01,4.562845138e+01,1.101949857e+01,1.023938867e+00,8.134469665e+01,2.704590094e+01,3.178939853e+01
6.297972154e+01,3.366285229e+00,9.160972530e+01,3.461586793e+01,1.378578032e+01,2.515895936e+01,5.671258292e+01,8.562320940e+01,5.825130985e+00,5.256865906e+01,2.564068197e+01,2.162481938e+01,9.758605675e+01,1.387232936e+01,4.052243572e+01,2.074890631e+01,2.361844089e+01,4.656716529e+01,9.825072884e+01,8.183805445e+01,4.626960944e+01,6.584112557e+01,7.169585013e+01,3.760346699e+01,2.890779567e+01,2.762239013e+01,4.628296539e+01,3.328634913e+01,3.918119009e+01,9.263955883e+00
6.624576632e+01,2.600472365e+01,8.943593660e+01,8.128055310e+01,7.222485747e+01,8.775598858e+01,1.342142500e+00,4.966100531e+01,7.880637269e+01,8.591501695e+01,4.776487930e+01,8.116417443e+01,1.832947102e+01,7.131796794e+01,1.957540024e+01,1.159958391e+01,3.534214044e+01,2.093303433e+01,5.778349965e+01,1.321572939e+01,8.025984373e-03,8.170099320e+01,7.229986602e+01,1.555503222e+01,6.360062874e+00,9.982822443e+01,8.442287540e+01,7.404706910e+01,8.355288741e+01,4.049409090e+01
8.783435379e+01,3.072656469e+01,8.052453788e+01,1.628613481e-01,7.084073041e+01,2.111151375e+01,5.029407880e+01,2.480858767e+01,7.463695446e+01,2.924299524e+01,6.041089446e+01,1.474505454e+01,2.946958519e+01,7.964669887e+01,5.502393289e+00,4.414844863e+01,5.622224070e+01,8.044068829e+01,4.521699497e+01,8.643874119e+00,2.866815811e+00,1.954758744e+01,2.047629516e+01,5.884083853e+01,2.592800050e+01,6.951006799e+01,7.594692839e+01,9.802489821e+01,7.500985179e+01,6.281165616e+01
7.937081467e+01,6.614207664e+01,4.913960464e+01,7.669109274e+01,1.103969554e+01,4.609368379e+01,8.510869314e+01,1.130814764e+01,9.132670142e+01,7.551524252e+01,6.670938774e+01,5.300480782e+00,2.871814760e+01,8.795259343e+01,8.161498346e-01,1.611265455e+00,8.339175497e+01,2.047486589e+01,9.414128852e+01,4.646439396e+01,8.063481759e+01,5.644143738e+01,3.713277260e+01,3.648579399e+01,7.307466274e+01,2.084882061e+01,3.212822771e+01,8.515938452e+01,5.285945404e+01,6.471576012e+01
4.270831340e+01,8.576809525e+01,6.180152050e+01,7.131014784e+01,8.762835547e+01,7.062018986e+01,1.776516665e+01,6.644874463e+01,5.617855187e+01,6.250999517e+00,5.181211434e+01,8.152330001e+01,4.280470498e+01,3.099494232e+01,1.413573647e+01,3.012146219e-03,7.947477463e+01,6.241976191e+01,9.937439105e+01,5.024818949e+01,6.607391501e+01,1.664164844e+01,5.563772246e+01,5.776063684e+01,1.165072907e+01,9.789168668e+01,5.068055884e+01,5.196311317e+01,7.925086617e+01,6.531681462e+00
7.072311512e+01,7.577147476e+01,3.942158583e+01,2.986550070e+01,9.167783168e+01,1.509848366e+01,8.985896225e+01,4.503620991e+00,1.484578187e+01,4.780042973e+01,1.417088971e+01,1.713662936e+01,5.607619574e+01,4.921025564e+01,8.565449779e+01,7.802313850e+01,4.108249290e+01,7.798710224e+01,7.579980772e+01,5.063617458e+01,9.082316715e+01,4.728593298e+01,9.285429290e+01,5.766685313e+00,3.883557632e+01,7.332337405e+01,3.250158035e+01,1.340229327e+01,3.283626039e+01,7.905395350e+01
2.282523099e+01,6.033097598e+01,3.702546103e+01,8.970779596e+01,7.740999333e+01,5.188669958e+01,6.346220287e+01,1.661447532e+01,1.541139816e+01,3.710694723e+01,6.153617925e+01,3.884646184e+01,5.087789920e+01,1.796487580e+00,2.843188917e+00,9.704463548e+01,1.955662303e+01,6.982042557e+01,3.385302558e+01,8.470768515e+00,7.307763995e+00,5.099404308e+01,5.951900942e+01,6.773535405e+01,3.937807559e+01,3.126295064e+01,5.145039434e+01,2.669147316e+01,4.730896294e+01,4.816371173e+01
8.812855284e+01,6.881420032e+00,3.729304529e+01,4.598055160e+01,8.275452664e+01,8.647220895e+00,6.403518947e+01,9.790501281e+01,7.609832555e+00,3.235420493e+01,5.737381008e+01,3.798279514e+01,8.699862180e+01,1.806036784e+01,3.463695557e+01,7.406123377e+01,5.443146610e+01,9.091828959e+01,3.853048886e+01,4.595106107e+01,3.372715988e+01,6.460007915e+01,4.000797226e+01,7.763190585e+01,4.641412328e+01,6.316791151e+01,6.614791654e+01,3.815733920e+01,8.738404558e+01,1.179562762e+01
3.899780175e+01,1.590771598e+01,3.012711023e+01,8.764585469e+01,3.004943305e+01,7.240822752e+00,7.597514599e+01,1.282258181e+01,9.176897025e+01,2.663563341e+01,7.068224766e+01,3.372092059e+01,1.192102148e+01,3.631336475e+01,9.576464458e+01,9.860775310e+01,8.942722773e+01,9.898834584e+01,6.413524442e+01,9.730952375e+01,5.297907510e+00,9.025453295e+01,5.435293393e+01,4.977155578e+01,7.783100156e+01,7.124205436e+01,2.815146478e+01,3.780764608e+01,9.144174930e+01,2.748792295e+01
7.094508912e+01,8.348587701e+01,4.235067592e+01,4.199845932e+01,6.400039246e+01,4.038797717e+01,1.070672700e+01,6.344964321e+01,6.221727303e+01,4.257928936e+00,6.106343800e+01,8.202581497e+01,2.601664755e+01,7.825192999e+01,8.538034003e+01,6.425588227e+01,4.095433751e+01,9.505260773e+01,1.422409016e+01,2.072053128e+01,3.558042768e+01,7.803397729e+01,6.987228560e+01,9.784300062e+01,4.495214783e+00,4.740461738e+01,3.766678746e+01,6.754388493e+01,7.866466343e+01,8.994022731e+00
4.705701858e+01,5.642229069e+01,3.570072320e+01,3.480110472e+01,2.297057308e+01,1.174268601e+01,2.172606374e+01,7.889633905e+01,6.193885623e+01,4.139251481e+01,3.853996946e+01,7.818596262e+00,3.660027865e+01,9.971629730e+01,3.886668460e+01,6.804340118e+01,3.984127025e+01,9.909847737e+01,7.038476179e+01,6.632044541e+01,2.357121179e+01,8.648415602e+01,2.320983646e+01,8.290040876e+01,2.575406820e+01,6.838098415e+01,6.839297059e+01,1.024263615e+01,5.552193613e+01,1.133254399e+01
4.693434794e+01,1.099886095e+01,9.159660604e+01,1.655837840e+01,5.301149685e+01,7.734613045e+01,5.457392983e+01,4.688531623e+01,1.098963816e+01,8.734845798e+01,6.428604070e+01,9.015696024e+00,4.550109369e+01,6.154566741e+01,1.992055790e+01,9.073586703e+01,1.892130597e+01,6.318919082e+01,6.599586511e+01,6.400891447e+01,8.035541316e+01,4.227464474e+01,2.552441119e+01,8.313466337e+01,6.247894016e+01,1.451584808e+01,1.275802569e+01,8.523456083e+01,8.277566632e+01,9.702901108e+01
9.306123419e+01,4.083670137e+01,7.367772466e+01,6.968757673e+01,4.582478021e+01,2.257988969e+01,1.111408028e+01,6.080566430e+01,2.429461387e+01,9.512712534e+01,5.555927484e+00,7.989322555e+01,1.283118961e+01,4.179374485e+01,2.963237247e+01,7.767407910e+01,4.925548781e+01,3.614216311e+01,5.060057583e+00,6.746129448e+01,4.306937235e+01,6.991790852e+01,9.285854565e+00,2.875303718e+01,2.332792719e+00,1.049035331e+01,7.585519554e+01,7.786715063e+01,9.101626164e+01,6.143026689e+01
5.649825012e+01,4.243821552e+01,6.617278432e+01,9.923222032e+01,9.115961250e+00,3.697446486e+01,7.241033949e+01,5.332615786e+01,3.648082816e+01,8.168271932e+01,6.577795713e+01,1.841050575e+01,9.514738754e+01,2.672944273e+01,4.255842542e+01,3.197009316e+01,5.539162030e+01,7.289455561e+01,7.021868418e+01,9.606282512e+01,7.407143350e+01,5.415718625e+01,3.346496547e+00,2.289698242e+01,4.523766069e+01,4.427957929e+01,7.060924540e+01,4.088470493e+01,5.641033759e+01,2.672648741e+01
4.267095673e+01,2.254603078e+01,8.317786693e+01,2.230496838e+01,6.000696287e+01,1.060870649e+01,2.264829119e+01,3.586430419e+01,8.020669434e+01,2.940281215e+01,5.669067813e+01,1.873829012e+01,4.885420315e+01,5.318714810e+01,9.769478335e+01,6.356799136e+01,2.442384979e+01,3.532669034e+01,6.384057678e+01,4.123819767e+01,7.094257091e+01,3.510478710e+00,7.377760404e+01,3.271751402e+00,1.218883740e+01,6.158671336e+00,8.828709538e+01,5.949908897e+01,4.719955746e+01,7.187514907e+01
7.561920724e+01,3.259736638e+01,1.178932298e+01,1.762731140e+01,2.334985330e+01,2.091893993e+01,9.566868492e+01,2.703396072e+01,2.624941534e+01,6.997242249e+00,6.360611527e+01,6.968817861e+01,5.291321368e+01,4.609338713e+01,5.322888096e+01,8.375984646e+00,2.475730339e+01,7.057649085e+01,5.766662455e+01,1.388320978e+00,8.153389918e+01,4.730210748e+01,7.690175960e+01,4.189095027e+00,3.229996619e+01,5.782908793e+01,1.365531895e+01,6.387574633e+01,8.346502752e+01,6.069429271e+01
3.060622551e+01,6.753735057e+01,3.756962660e+01,7.947236299e+01,3.200933281e+01,4.275368686e+01,3.441452291e+01,9.124359252e+01,8.883361883e+01,1.142271944e+01,6.069451857e+01,3.592509301e+01,6.494330683e+01,5.130966228e+01,9.399671851e+01,1.884654828e+01,2.757447952e+01,7.886258760e+01,1.068433360e+01,7.053903393e+01,6.002807379e+01,6.228833406e+01,8.278535107e+01,5.894530447e+01,7.531743127e+01,3.876293245e+01,4.699813100e+01,5.304705665e+01,6.194857075e+01,6.128253497e+01
7.440012484e+01,9.990533664e+01,6.856758407e+01,4.346766643e+01,6.566171574e+00,6.298077883e+01,3.567674124e+01,7.381242142e+01,3.806682777e+00,7.889666121e+01,2.274387404e+01,4.988561540e+01,1.969104423e+01,7.589005621e+01,3.293511300e+01,9.306184239e+01,3.776942087e+01,1.651468155e+01,6.695003593e+01,4.005177134e+01,8.029526911e+01,8.424176629e+01,3.619168554e+01,9.538436163e+01,1.342544367e+01,8.134176924e+01,7.748380493e+01,4.037891844e+01,6.093760715e+01,5.516635024e+01
4.967638422e+01,6.671056727e+01,7.774762266e-01,8.857161546e+01,5.659577799e+01,2.275895072e+01,2.658332363e+01,1.242513361e+01,1.982197475e+01,9.954597993e+00,6.257753820e+01,8.271588661e+00,2.742661581e+01,1.510789172e+01,2.037875558e+01,7.025637733e+01,5.274759161e+00,7.106622275e+01,3.152580945e+01,3.214277430e+01,2.106316494e+01,7.997431023e+01,3.219647228e+01,8.052374976e+00,6.444542283e+01,5.414917999e+00,5.608482315e+01,4.406219411e+01,1.335337237e+01,4.422577511e+01
9.132077300e+01,4.911662462e+01,3.827383674e+01,2.652493836e+01,2.125468336e+01,1.430272095e+01,8.856768034e+01,3.361149174e+01,7.501351858e+01,1.476369149e+01,2.519610941e+01,5.935646047e+01,3.546310842e+01,6.143873732e+01,1.065840306e+01,2.773385538e+01,2.489674381e+01,2.453135466e+01,3.692369369e+01,3.735623571e+01,7.054213389e+01,7.236509259e+01,3.295628361e+01,1.754322591e+01,2.626551075e+01,7.813314953e+00,7.338523878e+01,9.092020662e+01,1.251923777e+01,1.919455841e+01
9.554883165e+01,3.806138903e+01,3.265752879e+01,5.843185722e+01,8.056120267e+01,4.365320553e-01,1.960511432e+01,2.178350243e+01,9.919716275e+01,2.388465424e+00,7.592507645e+01,1.075092411e+01,2.816205549e+01,1.941882267e+01,6.379374495e+01,6.190993470e+01,9.425228157e+01,1.978698331e+01,6.997922340e+01,7.193642183e+01,8.644728829e+01,3.854022155e+01,6.144999310e+01,7.323400003e+01,8.341259119e+01,8.917873571e+00,2.542813549e+01,4.063945036e+00,4.588884172e+01,1.562196612e+01
8.396102530e+01,7.270084817e+01,8.802546886e+01,5.477260556e+01,8.397214831e+01,4.545361577e+01,1.183695210e+01,3.648679454e+01,7.896538651e+01,6.547401383e+01,7.559588485e+01,9.757971028e+01,1.743422834e+01,3.445755854e-01,9.877718959e+01,8.659031446e+01,4.220262188e+01,2.887380064e+01,8.421254157e+01,3.795835738e+01,2.231613683e+01,6.023453824e+00,8.774780877e+01,1.159399902e+01,4.002979408e+01,8.187538555e+01,4.503760334e+01,7.356688146e+01,4.963121947e+01,8.566741342e+01
5.287135714e+01,1.404122601e+01,3.154890476e+01,5.392053046e+00,9.579947448e+01,6.726495377e+01,2.589885479e+01,2.431383531e+01,6.919541468e+01,4.481396571e+01,6.309931853e+01,2.237488890e-01,5.353385330e+01,5.922417199e+01,9.588146914e+00,2.818633267e+01,5.775006572e+01,4.081738718e+01,4.576593759e+00,7.723505496e+01,6.474885609e+01,9.768948453e+01,6.551306041e+00,4.554705229e+01,3.735671741e+01,5.381633484e+01,9.697353335e+01,7.665254024e+01,9.239604102e+01,4.641386377e+00
1.471328456e+01,3.446210697e+01,9.149670219e+01,8.495456405e+01,7.289255476e+01,4.095390943e+00,3.783172037e+01,7.216121455e-01,5.132904279e+01,2.766604807e+01,1.544521351e+01,2.770629782e+01,8.795680843e+01,5.175990095e+01,4.765170025e+00,8.473485351e+01,1.232444970e+01,2.412063787e+01,3.123898032e+01,6.042868629e+01,2.685388995e+01,5.363592044e+01,4.099907418e+00,3.383276274e+01,8.639876104e+00,3.497205804e+01,7.495024444e+01,7.250289929e+01,2.229887407e+01,9.198419937e+01
8.493977205e+01,7.831549722e+01,6.532810246e+01,6.189807898e+01,1.816964519e+01,2.628260945e+00,6.460463116e+01,4.605100982e+01,8.980377672e+01,8.891654377e+01,4.050164309e+01,4.204056366e+01,6.834579082e+01,8.103930397e+01,1.793756925e+00,1.455909037e+01,2.893998346e+01,2.156389414e+01,4.329605919e+01,3.923741960e+01,6.253793975e+01,5.295339318e+00,2.389205012e+01,4.368808038e+01,1.157656150e+01,1.299135018e+01,8.653408916e+01,8.064535797e+01,8.504361901e+01,1.380377297e+01
1.755891888e+01,3.311054087e+01,8.989632153e+01,3.347800109e+01,5.206278838e+01,7.780615839e+01,3.223742387e+01,5.272068763e+01,3.862229600e+01,3.689263905e+01,2.773220876e+01,9.552558572e+01,1.252188340e+01,5.189107293e+01,3.596291776e+01,3.879381677e+01,4.742036926e+01,7.828352512e+01,2.387300434e+01,8.678472578e+01,8.840321448e+01,8.313054820e+01,2.503897864e+01,2.737404489e+01,7.028968517e+01,8.716543736e+01,2.759296238e+00,9.111473593e-01,8.391530558e+01,1.824094221e+01
7.056706048e+01,1.182926484e+01,8.163184449e+01,9.267769884e+01,3.574437014e+01,6.244140426e+00,1.164685714e+01,1.721883113e+01,5.238854725e+00,4.269349279e+01,1.469629642e+01,8.057463917e+01,3.758336964e+01,3.145349494e+01,2.337191325e+01,5.722523054e+01,5.999286758e+01,5.755383224e+01,6.067711486e+01,3.994463026e+01,5.942770157e+01,4.150045636e+01,3.568098669e+00,9.186082573e+01,4.362872785e+01,4.924967443e+01,2.552686846e+01,4.642441122e+01,3.500562995e+01,5.482052961e+01
4.759921665e+01,2.766835392e+01,6.410964671e+01,7.074675515e+01,9.505883535e+01,7.732188035e-01,4.122085428e+01,6.988843271e+01,3.432445949e+01,8.537186607e+01,3.122036805e+01,2.037089117e+01,6.772267662e+01,6.949937834e+01,5.658323537e+01,1.001846905e+01,5.876776710e+01,7.722945072e+01,8.681236063e+01,1.964635109e+01,9.486209756e+01,1.236726054e+01,3.790758787e+01,9.380360393e+01,4.162371650e+01,7.137436752e+01,3.410121402e+01,6.279189034e+01,5.384964967e+01,9.536557110e+01
3.673570752e+01,4.377669208e+01,9.657762933e+01,3.534098007e+01,9.437851676e+01,5.126510516e+01,5.187709862e+01,7.757528614e+01,6.482115481e+01,1.664935126e+01,9.992725462e+01,4.591887443e+01,2.800845510e+01,3.373266387e+01,1.756420102e+01,8.001234069e+01,6.573724371e+01,6.427841817e+01,4.459937693e+01,4.789460017e+01,5.259899909e+01,2.113104320e+01,4.846889382e+01,1.206153214e+01,3.102799275e+00,7.364891126e+01,6.646531484e+01,6.893591375e+01,8.241013729e+01,2.267746287e+01
6.378788782e+01,3.397703011e+01,5.363190555e+01,7.413911398e+00,8.375761402e+01,5.861578452e+01,6.834493297e+01,7.833968914e+00,3.117947542e+00,9.592363746e+01,9.421775248e+01,1.015502418e-01,4.310101299e+01,4.623769849e+01,8.070722815e+01,5.962998071e+01,3.817045274e+01,7.771630514e+01,4.119996902e+01,6.650050735e+01,4.953481265e+01,8.084693271e+01,5.155733969e+01,5.559655244e+01,1.253407993e+01,9.684055154e+01,7.142350605e+01,6.122972314e+01,4.567205166e+01,5.532510953e+01
6.397835971e+01,5.415109049e+01,2.738997838e+01,5.947777399e+01,9.294913573e+01,6.872100595e+01,3.603881337e+01,8.980449520e+01,1.018782807e+01,3.384850929e+01,7.114159572e+01,8.048345512e+00,9.130484942e+00,4.328368483e+01,4.049985293e+01,9.834523528e+01,5.410351302e+01,2.148857836e+01,1.812012308e+01,3.382867748e+01,1.645699828e+01,7.973670572e+01,2.150584259e+00,6.457022325e+01,1.246256424e+01,7.561129844e+01,9.301978545e+01,1.137497710e+01,6.267607914e+01,2.564052179e+01
8.373919154e+00,8.126398513e+01,8.646130396e+01,6.782706424e+01,4.186649782e+01,3.435810404e+01,3.161042778e+01,8.392258312e+01,4.545649949e+01,2.932617561e+01,2.491733770e+00,3.455943827e+01,9.712066049e+01,7.602905901e+01,5.537872204e+01,8.054480638e+01,6.848317856e+01,3.245210098e+01,1.852310346e+01,4.227108439e+01,6.527587761e+01,5.691643617e+01,4.437648273e+01,7.174612867e+01,1.022496979e+01,1.071551897e+01,7.518992340e+01,2.636111219e+01,5.681863124e+01,6.360596952e+01
1.863111572e+01,5.500944280e+00,8.939387592e+00,9.590690986e+01,3.630876452e+01,9.396160522e+01,9.040180621e+01,7.071045068e+01,4.387338278e+00,6.637817747e+01,7.025386927e-01,4.995705934e+01,9.325835256e+01,7.101855395e+01,3.497742920e+01,8.164840917e+01,6.696144144e+01,1.002132136e+01,1.910457670e+00,6.065129464e+01,3.988259239e+00,4.365017244e+01,6.108983923e+01,3.835272924e+01,3.018209462e+01,6.140763457e+01,1.466342649e+01,6.301724431e+01,6.805354485e+01,1.441883784e+00
8.156977381e+01,8.292043544e+01,2.480390335e+01,4.108057005e+01,2.490948298e+01,1.213816195e+01,2.729451280e+01,2.085178340e+01,8.824280398e+01,9.407079497e+01,5.130451374e+01,8.549245050e+00,2.116369964e+01,8.267098473e-01,6.248354495e+00,5.329571055e+01,1.196284801e+00,2.383223906e+01,3.766337348e+01,8.204180650e+01,2.703198722e+01,1.572719342e+01,8.126295641e+01,4.029319867e+01,1.658728767e+01,6.516601700e+01,1.028474133e+01,6.451699913e+01,5.619880536e+01,9.094288883e+01
8.232962806e+01,5.721254164e+00,5.296915166e+01,2.161457267e+01,6.126529238e+01,7.385840078e+01,5.048828232e+01,9.511586359e+01,9.482711695e+01,9.833606780e+01,2.211799390e+01,3.358944753e+01,8.932739380e+01,8.199024796e+01,5.448261411e+01,7.567361254e+01,9.746332812e+01,3.466885482e+01,4.491131464e+00,5.265856291e+01,7.397272054e+01,6.328587488e+01,9.743783922e+00,1.881057810e+01,8.847997004e+01,4.068802900e+01,3.141362849e+01,1.884797973e+01,2.915360808e+01,4.300818104e+01
3.780519012e+01,1.485312863e+01,4.173557790e+01,8.218319683e+01,9.659567709e+01,4.232461463e+01,3.501746173e+01,4.522371660e+01,2.317579659e+01,3.786355983e+01,6.171771988e+01,4.606287781e+01,3.764865202e+01,5.225569641e+01,1.656647972e+01,3.953715551e+01,4.973120662e+01,3.945966913e+00,3.792767795e+01,1.146786407e+01,9.684246653e+01,3.865578645e+01,3.896112392e+01,7.589914642e+01,7.875623921e+01,6.612845234e+01,8.394629865e-01,1.708164646e+01,2.811872724e+01,8.375691617e+01
1.274349099e+01,3.248720320e+01,8.681034469e+01,3.885746815e+01,5.339790119e+01,6.547389425e+01,6.912237701e+01,6.457085427e+01,6.248824500e+01,1.517760625e+01,8.614659480e+01,3.699356642e+01,7.390776624e+01,6.588070650e+01,2.318734813e+01,1.841471026e+01,9.302574497e+00,7.872401675e+01,2.098917100e+01,8.874205978e+01,7.677319204e+01,8.841850082e+01,7.873130595e+01,6.257024922e+01,4.219560718e+01,7.863752922e+01,7.026472447e+01,1.650502497e+01,5.442233849e+01,6.264413276e+01
9.778355599e+01,2.730871342e+01,7.909921419e+01,6.723623619e+01,6.806124083e+01,1.070517029e+01,6.560267840e+01,2.702109102e+00,5.197745082e+01,5.107958716e+01,2.480592964e+01,7.391658586e+00,8.371352166e+01,7.454314914e+01,3.221038895e+01,3.649044784e+01,6.096241660e+01,9.346896787e+01,2.463443515e+01,1.789184679e+01,1.886856853e+00,7.131213089e+01,8.345764406e+01,6.845451884e+01,2.820667314e+01,5.925692222e+01,7.048082666e+00,4.144876286e+01,4.599221987e+00,2.923521281e+00
7.878882429e+01,5.466591695e+00,5.762083144e+01,1.136254774e+01,6.472639400e+01,3.578634445e+00,1.844395093e+01,1.048687147e+01,2.755241101e+01,4.237848376e+01,6.488133947e+01,5.183145221e+01,3.932413281e+01,5.444575155e+00,6.664183787e+01,7.300382595e+01,3.369549899e+01,1.985359473e+01,6.300996316e+01,8.638469488e+01,3.022386291e+01,1.391288234e+01,7.440395405e+00,6.227498273e+00,5.848336421e+01,9.173324247e+01,5.254374190e+01,2.089903965e+01,3.176776419e+01,9.066193821e+01
2.508948309e+01,9.718676889e+00,1.963028933e+00,1.020541822e+01,2.237589611e+01,7.835404653e+01,5.724977517e+01,7.445667801e+01,2.475309310e+01,3.867171669e+01,5.349947920e+01,8.399285591e+01,1.120777530e+01,7.173204786e+01,3.837490471e+00,1.058422070e+01,7.376739568e+00,7.631782401e+01,3.191550984e+01,2.518903937e+01,6.132987255e+01,4.381359983e+01,9.952780733e+01,9.190163840e+01,4.177626556e+01,9.634188328e+01,1.806506509e+01,4.776915691e+00,7.340515273e-01,2.982044923e+01
5.153191026e+01,2.798089802e+01,5.421480740e+00,5.724024757e+01,1.367978200e+01,6.124405782e+01,4.511978385e+01,9.022131382e+01,9.024216399e+01,6.905000141e+01,8.013056486e+01,4.131917492e+01,5.979968697e+01,9.257427701e+01,3.694635321e+01,1.377852188e+00,1.646460109e+01,7.506255204e+01,2.164592319e+01,5.446132714e+01,3.657244334e+01,9.353026212e+01,5.882868202e+00,6.164765637e+01,2.409780855e+01,8.506447725e+01,8.183778184e+01,1.478989051e+01,8.839261104e+00,9.277998955e+01
7.819478551e+01,4.382613580e+01,6.822190632e+01,9.495453548e+01,2.040640578e+01,3.669297382e+01,7.018499181e+01,4.999539269e+01,4.605650993e+01,3.651700019e+00,8.144832391e+00,3.327101044e+01,1.034937709e+01,6.014806913e+01,6.628061938e+01,1.597822919e+01,7.120785514e+01,5.511971341e+01,8.147106600e+01,5.980207504e+01,3.185079688e+01,9.077261839e+01,7.071141982e+00,5.655656657e+01,3.949524228e+01,7.534318193e+01,1.664183230e+01,4.299731473e+00,1.046179088e+01,3.576576467e+00
5.670532689e+01,7.275438329e+00,1.073487565e+01,7.558497265e+01,4.997844050e+00,1.443452127e+01,8.233951912e+01,7.995375260e+01,7.810641961e+01,6.108894976e+01,1.232335733e+01,7.639781658e+00,9.467908086e+01,5.820920781e+01,9.527229121e+01,7.355805815e+01,2.085454068e+01,3.508891571e+01,4.678737297e+01,5.946798855e+01,1.574511501e+01,9.173930370e+01,5.880656318e+01,2.899089521e+01,9.665762412e+01,7.519620633e+01,3.802797212e+01,4.659242543e+01,6.118161634e+01,1.766780679e+01
