v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32
1.186600287e+01,4.883204504e+01,1.385106677e+01,5.482598051e+01,9.238581889e+00,4.350525350e+00,7.869149440e+01,3.861755458e+01,9.307164969e+01,1.399161785e+00,7.805002337e+01,3.078991965e+00,3.758641002e+01,8.952025402e+01,7.282091870e+01,4.318491730e+01,2.069485889e+01,6.376730711e+01,4.794987676e+01,4.183556566e+01,8.503611887e+01,4.075398839e+01,7.471971368e+01,6.250053821e+01,7.508894224e+01,7.233133756e+01,3.644871319e+01,1.658915540e+01,1.852874022e+01,9.343669027e+01,8.253747642e+01,4.740227824e+01
6.850396251e+01,2.602157433e+01,1.644857302e+01,8.504623364e+01,2.854740654e+01,3.815811489e+01,9.595215007e+01,7.940535015e+01,8.087211173e+01,4.303826157e+01,8.490069611e+01,6.031480342e+01,1.686994152e+00,2.440021010e+01,3.062185515e+01,4.025239384e+01,6.906667585e+01,3.672399106e+01,6.364209523e+01,4.349303026e+01,3.457192862e+01,3.889773555e+01,7.735064112e+01,5.877083998e+01,4.636297649e+01,4.650470181e+01,9.728114476e+01,7.353795034e+01,1.512747357e+01,7.995653853e+01,4.613755477e+01,6.631981534e+01
2.460291752e+01,3.989837520e+01,7.646879497e+01,8.379524358e+01,8.564284480e+01,6.920939695e+01,4.761810316e+01,1.399262157e+01,3.745889767e+01,8.367060110e+01,4.115074073e+01,8.284561446e+01,3.853696201e+01,8.337103877e+00,9.119244537e+00,9.623393445e+01,1.993254963e+01,9.088520339e+00,7.094504119e+01,4.025815212e+01,1.641120212e+01,5.029997561e+01,3.823247740e+01,1.477029645e+01,4.052644717e+01,8.672694763e+01,7.113724430e+01,7.608809757e+01,6.807181891e+01,3.825893385e+01,4.503034537e+01,6.868929452e+01
6.154531799e+01,8.733700420e+00,4.379449568e+01,5.391313352e+01,7.919930789e+01,9.448793346e+00,1.672836642e+01,2.942330060e+01,6.761491859e+01,9.972431840e+01,6.898936704e+01,8.120790128e+01,4.402816039e+01,3.629136744e+01,1.541602246e+01,8.827212644e+01,3.117646611e+01,1.930372034e+01,2.781121862e+01,5.929042177e+01,8.945563144e+01,1.939642418e+01,4.150736384e+01,6.859403275e+01,1.655497903e+01,1.883842340e+01,4.121310417e+01,9.365778176e+01,9.278766112e+01,4.638409131e+01,1.457358173e+01,9.446913881e+01
6.531066532e+01,6.432875628e+01,7.257387248e+01,4.177337133e+01,8.381851758e+01,5.413553032e+01,3.297730730e+01,2.714439153e+00,9.716355279e+01,8.572691856e+01,6.954015470e+01,6.240157689e+01,4.955968232e+01,7.616595859e+01,1.363499104e+01,6.903136626e+01,9.116202649e+01,1.420846300e+01,2.154661309e+01,6.249301529e+01,1.923291367e+01,8.226544034e+01,8.197123604e+01,1.524198926e+01,1.832282635e+01,8.609680523e+01,8.209647507e+01,2.167846687e+01,9.465558111e+01,3.451599927e+01,5.302267246e+01,6.919478202e+01
9.052885476e+01,9.524900801e+01,2.415951895e+01,4.708365327e+01,4.376520239e+01,5.085499836e+01,2.480409407e+01,5.368937491e+01,8.997234920e+00,2.918107376e+01,5.832500769e+01,8.673255251e+01,6.703154367e+01,6.794512842e+01,2.743704136e+01,2.082309822e+01,7.295379688e+01,8.041048438e+01,3.761496165e+01,6.858948394e+01,2.356190515e-01,5.585069597e+00,2.094979732e-01,9.977668137e+01,1.083237551e+01,2.788072821e+01,5.902313889e+01,9.080848766e+01,6.733017798e+01,9.127008055e+01,8.100825715e+00,4.501356916e+01
1.995037022e+01,7.441502006e+01,8.641134323e+01,9.284429551e+01,9.825285570e+01,7.244476507e+01,8.127240615e+01,3.189459858e+01,9.521873127e+01,1.255938186e+01,1.295964947e+01,2.741894038e+01,7.675353275e+01,5.306877746e+01,6.057311766e+01,1.033044126e+00,2.868735100e+01,2.112611075e+01,1.150769460e+01,8.174114123e+00,8.670658602e+01,5.612154421e+01,4.326037638e+01,1.807780196e+01,5.256257293e+01,3.316112952e+01,9.276448490e+01,4.690723663e+01,6.847669919e+01,3.082686225e+01,8.369289589e+01,6.415055580e+01
6.392168579e+01,9.784793102e+01,8.384005408e+01,7.411391469e+01,2.924334114e+01,3.042949050e+01,6.732079171e+01,2.493933823e+01,7.278514590e+01,8.849069317e+01,7.431869104e+01,2.148289319e+01,4.869123882e+01,1.663724150e+01,7.322056318e+01,2.891301181e+01,1.056385222e+01,5.210367334e+01,6.115369457e+01,1.465625609e+01,7.655054891e+01,2.161212295e+01,8.489142618e+01,6.224065078e+01,3.344669606e+01,5.216544363e+01,4.384470047e+01,8.661299702e+01,7.478103926e+01,5.801768275e+01,6.737102227e+01,9.398286542e+01
2.614681089e+01,9.028643730e+01,4.382449762e+01,8.144341939e+01,9.316290463e+01,5.091113052e+01,4.216132057e+01,1.865822617e+01,3.193745430e+01,1.828594242e+01,5.326388937e+01,1.771672985e+01,5.923305582e+00,2.544664161e+01,4.163311147e-01,1.217726109e+01,9.224229878e+01,6.617406834e+01,5.287139310e+01,8.212291622e+01,7.420791940e-01,6.868211660e+01,8.622314425e+01,4.271890862e+01,1.520890592e+01,5.717279886e+01,9.116768315e+01,7.731102326e+01,7.828448706e+01,8.948313777e+01,5.525579325e+01,2.290145364e+01
3.954245910e+01,8.273445086e+01,7.893224543e+01,2.131117284e-01,4.076617522e+01,1.568669673e+01,5.770938937e+01,9.145454084e+01,3.649360066e+01,5.506937844e+00,9.350157287e+01,6.553743392e+01,9.165034319e+01,5.393486904e+01,2.068543700e+01,7.541572369e+01,1.971896717e+01,8.553166874e+01,3.198891216e+01,4.857420739e+01,3.781406720e+00,2.267477061e+01,3.509606805e+01,8.017968479e+01,8.751829284e+01,6.795492610e+01,2.257510898e+01,7.319021697e+01,4.068024787e+01,7.268734025e+01,9.159306799e+01,3.481647820e+01
1.138335014e+01,9.883156939e+01,7.144987377e+01,2.167222935e+01,1.354202910e+01,4.032182007e+01,6.354775887e+01,5.079862797e+01,9.069778666e+01,4.169735155e+01,4.710576910e+01,1.916708633e+01,2.185201467e+01,8.490915388e+01,4.021526887e+01,7.639948414e+01,4.455680835e+01,4.517440571e+01,2.639923192e+01,1.742349562e+01,7.289360601e+01,8.256309860e+01,7.338414266e+01,9.065614551e+01,2.158285547e+01,2.108430629e+01,9.793062613e+01,5.942474369e+01,2.970801983e+01,5.815560978e+01,2.864915080e+00,5.827740444e+01
7.211142694e+01,5.640319196e+01,2.471752461e+01,2.340812257e+01,1.638304833e+01,2.107096991e+01,5.663613295e+01,5.158731265e+01,6.191320772e+01,5.296054307e+01,1.710386250e+01,3.534768025e+01,8.273398275e+01,9.906222672e+01,4.710473556e+01,1.376800813e+01,6.011493799e+01,5.083128318e+01,9.670023527e+01,2.622032043e+01,2.875751243e+01,9.146033619e+01,3.576713591e+01,4.793721404e+01,9.787714156e+01,3.593786490e+01,1.931752994e+01,9.129738536e+01,3.924900077e+01,2.296891081e+01,8.682975708e+01,8.799002339e+01
7.614897824e+00,4.240109392e+01,2.623667760e+01,4.033251633e+00,1.229341797e+01,1.509029854e+01,6.672242195e+01,2.219079971e+01,9.773850116e+01,2.043163158e+00,3.522224783e+01,7.501597672e+01,1.182220549e+00,5.600123013e+01,7.002990870e+01,4.627455573e+01,8.862986351e+01,5.445184957e-01,8.629424312e+01,3.046904449e+01,8.525016891e+01,9.240496864e+00,1.056182984e+01,5.862491639e+01,8.408813495e+01,8.574442728e+01,9.389485855e+01,8.915669447e+01,4.592007895e+01,1.408761520e+01,6.174375583e+01,4.649530990e+01
4.957398862e+01,5.857667224e+01,5.459797627e+01,8.672017631e+01,6.569392424e+01,8.108278831e+01,9.355772565e+01,6.848295002e+01,1.108797543e+01,3.962284529e+01,6.837817346e+01,4.152297964e+01,6.191886231e+01,7.345227386e+01,8.799541039e+01,4.005800896e+00,9.450609957e+01,4.497984553e+01,4.292115805e+01,9.334997546e+01,5.174628927e+01,8.629696617e+01,9.570241603e+01,9.886624668e+01,5.219214949e+01,3.834459123e+01,1.175079187e+01,4.558204404e+01,6.206040480e+01,2.177393321e+01,8.590198163e+01,7.465758275e+00
6.404742080e+01,3.370515768e+01,7.366307084e+01,9.564622967e+01,7.733556468e+01,1.763981070e+01,7.182733266e+01,6.918891096e+01,7.071460036e+01,8.484066224e+01,5.766348961e+01,8.473791824e+01,4.751098085e+01,9.910297190e+01,2.441724450e+01,6.104255597e+01,8.438925215e+00,1.755305182e+01,3.516059751e+01,6.314415043e+01,3.467055748e+01,4.759708953e+01,2.053291236e+01,9.125105406e+01,6.597567585e+01,7.824604386e+01,1.298339598e+01,3.676835170e+01,3.411060327e+01,8.783949820e+01,6.833655305e+01,1.952647839e+01
2.398783470e+01,8.555854600e+01,5.092048762e+01,5.317155817e+01,3.324281114e+01,3.631400169e+00,4.862460606e+01,6.258229027e+01,8.572244620e+01,5.466059892e+01,2.825001663e+01,3.992633980e+01,4.179846175e+01,6.777494021e+01,8.019900500e+01,5.508742402e+01,9.807355824e+01,6.391730566e+01,6.740743737e+01,6.423214258e+01,1.256806153e+00,7.098384346e+01,3.307456783e+01,3.090247822e+01,7.645026394e+01,2.400881771e+01,3.804294268e+00,8.797808563e+01,3.774540436e+01,7.274572872e+01,6.834883951e+00,2.790258004e+01
9.854506242e+01,4.064902087e+01,3.279363629e+01,4.106166297e+01,3.030793390e+01,4.819957898e+01,9.771112688e+01,5.460961301e+01,7.208978989e+01,9.174404430e+00,4.488492156e+01,8.893542446e+01,3.452574399e+01,6.436196876e+01,2.223308394e+01,5.480931508e+01,1.869069984e+01,4.598452018e+01,2.848849479e+01,3.925719134e+01,1.353703045e+01,6.042902963e+01,5.862613133e+01,3.103347757e+01,6.248887403e+01,2.701698314e+01,5.053657978e+00,1.341980933e+01,2.343498992e+01,3.594091968e+01,8.677260355e+00,1.032514928e+01
1.103019066e+01,6.537066476e+01,2.691550471e+01,5.637293669e+00,1.106211090e+01,3.715668069e+01,5.040314829e+01,8.363394377e+01,4.988588428e+01,3.452078367e+01,7.294136758e+01,8.627174523e+01,4.770921076e+01,4.641946447e+01,4.400507373e+01,9.488259743e+01,8.070852151e+01,8.536178144e+01,2.543655721e+01,3.544860775e+01,4.974285622e+01,6.893471543e+01,3.651110457e+01,7.978462313e+01,4.707532946e+01,4.967275352e+01,8.768760783e+01,2.397251023e+01,9.982867529e+01,3.389410717e+01,3.786880490e+01,1.870552821e+01
5.737220656e+01,5.908458613e+01,6.447253892e+01,3.042999873e+01,4.122074537e+01,6.377407268e+01,5.981501862e+01,8.564799915e+01,8.862691460e+01,2.104865539e+01,5.501859195e+00,5.113100606e+01,4.794740709e+01,2.859497419e+01,1.726171647e+01,6.373501753e+01,4.724491642e+01,4.994446240e+01,2.741605327e+01,9.050688951e+01,8.150435805e+01,4.670826229e+01,4.282716466e+01,9.204210324e+00,7.937740187e+01,4.153817115e+00,6.346119947e+01,5.295471690e+01,3.281782451e+01,2.864198342e+01,2.023744870e+00,6.742398614e+01
7.469699846e+01,2.782399090e+01,1.174647088e+01,7.955281226e+01,1.873886934e+01,5.056900490e+01,6.437348825e+01,8.657427021e+01,7.829894169e+01,7.673058400e+01,7.197516941e+01,2.255806608e+01,8.719631307e+01,9.611201525e+01,4.092233024e+01,3.044237638e+01,5.685348142e+01,2.049170974e+01,6.596448819e+01,4.620009666e+01,5.165583639e+01,2.681639640e+01,5.698952946e+01,1.268399081e-02,1.847342366e+01,9.392548178e+01,1.087709064e+01,6.321163551e+01,5.696579500e+01,7.792118503e+01,7.855502718e+01,7.347797049e+01
4.161330576e+01,7.519198179e+01,6.233212105e+01,5.686889288e+01,1.735263406e+01,2.415656493e+01,5.852808210e+00,4.978642925e+01,9.360415174e+01,1.509992817e+01,1.466941843e+01,7.318568582e+01,5.834731906e+01,4.681420516e+01,8.720328895e+01,5.825165548e+01,1.714160152e+00,5.460460054e+01,4.969258164e+01,5.721941134e+01,3.385676784e+01,7.221053716e+01,1.279284958e+01,1.790359207e+01,4.867740804e+01,4.979183484e+01,3.600908721e+01,6.164742121e+01,7.351244754e+01,6.087065457e+00,9.991352473e+01,9.670287612e+01
3.965018065e+01,8.713972791e+01,7.265028548e+01,5.994855247e+01,8.011056024e+01,4.793687643e+01,6.838275746e+01,9.136885662e+01,4.818501044e+01,3.899212647e+01,8.293631432e+00,1.356492734e+01,9.027880130e+01,8.765997753e+01,8.858191016e+00,4.303600601e+01,5.745105112e+01,7.667653769e+01,1.357950556e+01,2.044873527e+01,3.802228498e+01,6.367905183e+01,2.550141802e+01,7.842619005e+01,4.071115236e+01,3.424098651e+01,3.001860838e+00,3.712688008e+01,6.896498486e+01,9.513661479e+01,4.396819222e+01,2.575062363e+01
3.911769380e+01,8.299368089e+01,1.094567132e+00,4.519969936e+01,6.371573802e+01,5.145745421e+01,8.017191586e+01,2.410989015e+01,7.288014867e+01,3.664116328e+01,5.242429013e+01,7.298916095e+01,9.971198408e+01,4.285176665e+01,8.452140379e+01,7.647314729e+01,5.374699526e+01,9.742110232e+01,9.452058260e+01,2.234102830e+01,9.523451382e+01,8.046296044e+01,8.925637627e+01,1.090836331e+01,7.865773482e+01,2.980171220e+01,1.203649801e+01,6.593460908e+00,8.210362246e+01,1.098678069e+01,9.883697793e+00,1.928796845e+01
3.549983343e+01,3.590655144e+01,4.222342840e+01,9.078812329e+01,3.245863743e+01,3.578595066e+01,9.580535828e+01,1.095942568e+01,4.583216698e+01,4.998531800e+01,8.848325075e+01,1.256419080e+01,1.288743501e+01,4.714379265e+01,2.900270764e+00,7.355171437e+01,9.895826157e+00,7.113500851e+00,8.148616988e+01,8.977203087e+01,6.161208084e+01,3.362378058e+01,2.227323361e+01,4.016270653e+01,7.389179540e+01,3.892213498e+01,9.731679780e+01,5.801687615e+01,3.762728787e+01,1.364849735e+01,2.862614382e+01,7.362438765e+01
9.699688627e+01,9.457626186e+01,4.736604357e+01,7.025770858e+01,5.328081444e+01,5.224280019e+01,9.858409697e+01,3.994607819e+00,6.092698843e-01,8.339402901e+01,6.411684752e+01,3.378818245e+01,6.718686292e+01,1.535199555e+01,4.654051053e+01,1.843007497e+01,3.218686063e+01,3.722903286e+01,8.043088571e+01,3.699152952e+01,8.954773129e+01,5.220240195e+01,9.670012313e+01,4.266266785e+01,3.610155766e+01,4.334309466e+01,7.825771703e+01,4.403784649e+01,7.933809232e+01,4.945229659e+00,5.396760555e+01,8.757978301e+01
9.475940806e+01,4.332653054e+01,4.409943463e+01,5.886585770e+01,8.256524616e+01,1.777623307e+01,4.298192425e+01,2.458069165e+01,8.005770731e+01,3.937388831e+01,8.561389531e+01,6.564120203e+01,7.589806384e+01,4.699048503e+01,4.535013400e+01,8.460499732e+01,3.439245677e+01,8.483089781e+01,1.620514070e+01,4.899420342e+01,2.476977501e-02,8.176326449e+01,5.241871390e+00,8.698981981e+01,5.263302459e+01,9.371962039e+01,1.614362487e+01,9.975112635e+01,4.154452179e+01,1.146312185e+01,4.388078866e+01,1.360913079e+01
4.194586023e+01,3.317681034e+01,9.293647589e+01,2.546350290e+01,7.135705697e+01,5.722024875e+01,2.075616106e+01,6.728892392e+01,2.862680401e+01,6.363567759e+00,5.908025965e+01,9.058032582e+01,3.109816689e+01,6.169216683e+01,3.147084266e+01,8.715286739e+01,9.271333002e+01,4.985118061e+01,6.004180818e+01,8.891414857e+01,6.447713655e+00,7.545443324e+01,7.725902454e+01,2.152997758e+01,2.681364204e+01,5.104173638e+01,8.517426358e+01,6.040429781e+01,5.005389011e+01,5.873359178e+01,5.170098611e+01,6.166096881e+01
7.204060092e+01,1.178628072e+01,8.081855582e+01,3.696731358e+01,3.534378919e+01,5.016136635e+01,3.634804429e+01,5.845095237e+01,6.046009529e+01,3.085689090e+01,5.452095318e+01,8.520110980e+01,3.341383269e+00,5.813827403e+01,2.558567559e+01,2.482809300e+01,4.620147365e+01,5.726855636e+01,7.148124818e+01,8.966789228e+01,7.814352750e+01,3.154174818e+01,2.876203599e+01,6.509081223e+01,7.560143759e+01,8.176561933e+01,6.550673266e+01,1.551689668e+01,6.599507508e+01,5.929786163e+01,9.870328895e+01,2.689178624e-01
3.845570082e+01,5.974828641e+01,2.121929408e+01,2.158825822e+01,3.647110576e+01,6.909477994e+01,4.125328317e+01,8.875412930e+00,7.656002548e+01,1.340287394e+01,4.634662029e+00,8.509328899e+00,8.498606091e+00,1.595023112e+01,8.154005117e+01,1.709182174e+01,5.835041753e+01,7.372621643e+00,2.968854710e+01,8.516087640e+01,5.614609288e+01,8.683094797e+01,9.295437925e+00,7.165363000e+01,5.943714000e+01,9.600100182e+01,8.199448247e+01,6.988009000e+01,2.941333772e+01,3.323510263e+01,9.425774239e+01,2.282015890e+00
3.721121946e+01,3.155786580e+01,1.015879992e+01,1.624260116e+01,8.517915080e+01,3.830120843e+01,9.892842804e+01,1.047825938e+00,3.132969166e+01,2.235434070e+01,1.223513962e+00,5.594044504e+01,1.027088746e+01,3.139811404e+01,3.623432711e+01,7.297792943e+01,6.550843193e-01,3.929099490e+01,3.684399031e+01,5.038261241e+01,9.333496507e+01,3.037680385e+01,1.434829256e+01,3.486595384e+01,7.398808753e+01,2.369983046e+01,5.788721304e+01,6.964696461e+01,2.089178624e+01,1.951187031e+01,7.817511336e+01,3.085022883e+00
5.687551628e+01,6.506037608e+01,7.853564467e+01,8.948161654e+01,5.094207154e+01,2.358577224e+01,8.300630973e+01,1.521435763e+01,9.418601441e+00,8.435357668e+01,4.102482255e+01,6.493309763e+00,4.339302604e+00,5.061709539e+01,6.743048938e+01,2.280058063e+01,7.823117209e+01,6.526416250e+01,9.700308359e+01,6.481782215e+01,9.034625948e+01,7.316780387e+00,3.548284744e+01,4.515692670e+01,1.791880880e+00,2.184298167e+01,2.054439079e+01,3.520272704e+01,2.473941915e+01,3.390012927e+01,7.980737661e+00,3.691111391e+01
8.053874925e+01,8.158553262e+01,6.174655397e+01,8.827126882e+01,8.664817441e+01,6.326454028e+00,7.626597064e+00,8.912386468e+01,3.609227759e+01,7.758092170e+01,7.495057100e+01,5.127080256e+01,8.728764976e+01,8.551315964e+00,5.358757429e+01,6.671240426e+01,4.732904318e+01,1.216151640e+01,1.677899224e+01,2.893474924e+01,7.323318397e+01,5.330658328e+01,3.786863990e+01,6.248642396e+01,8.868453538e+01,8.643497803e+01,7.040096061e+01,2.626781436e+01,4.512355391e+01,8.427376493e+01,9.605403272e+01,6.354840925e+01
4.368374740e+01,8.256563602e+01,7.691154296e+01,9.658162450e+01,4.785324893e+01,9.544528732e+01,2.986860707e+01,6.125575428e+01,3.065270860e+01,6.241092771e+01,9.009284374e+00,7.595422258e+01,1.899214059e+01,3.844057003e+01,7.978582036e+01,3.985666665e+01,8.060656346e+01,4.923359202e+01,8.280209844e+01,4.425937302e+01,6.010197473e+00,3.121927462e+01,2.342746554e+01,9.531343085e+00,2.784629659e+01,2.977599222e+01,2.722404340e+01,1.823986992e+01,8.996622559e+01,6.848096010e+01,5.689057316e+01,1.659906848e+01
2.077196726e+00,1.441599433e+01,7.206394526e+00,4.980969613e+01,9.882197076e+01,4.354064211e+01,9.459058801e+01,1.119172067e+01,3.504642583e+01,2.784175864e+01,5.771647446e+01,7.779216920e+01,2.454204605e+00,3.443954805e+01,8.368800859e+01,5.147488716e+01,1.702004265e+01,1.188013035e+01,9.634146365e+00,7.993375723e+01,4.078089230e+01,8.760508151e+01,5.135051164e+01,6.741261289e+01,1.677369933e+01,1.589129633e+01,3.441448143e+01,1.674800138e+01,9.792985863e+01,9.572485925e+01,7.755440957e+01,7.317522296e+00
7.101185547e+01,5.561330282e+01,3.073478966e+01,2.855297711e+01,1.953177442e+01,4.405922251e+01,2.517968806e+00,4.573861768e+01,1.872646239e+01,7.647644623e+00,5.407418786e+01,2.496049602e+01,1.558077787e+01,2.249188930e+01,2.778252866e+01,2.402722525e+01,5.827577059e+01,1.119422124e+01,1.179117764e+01,8.354345762e+01,8.096948862e+01,8.711030047e+01,1.310466127e+01,3.290259603e+01,5.657546687e+01,7.738713059e+01,6.609013839e+01,4.331843470e+01,2.641821315e+01,6.349027363e+01,2.608450434e+01,7.777128032e+01
6.315499958e+01,6.039771477e+00,3.677778626e+01,7.298805383e+01,4.261005768e+01,6.435473770e+01,1.717479295e+01,3.927389580e+01,3.775268770e+01,9.080956343e+01,6.670493586e+01,9.280000890e+01,7.280250045e+01,1.226369783e+01,5.679190626e+01,9.676532936e+01,5.416611617e+01,2.941583136e+01,7.441918187e+01,7.198836209e+01,7.485017023e+01,5.958621979e+01,8.712241072e+01,2.772385469e+00,2.190671236e+01,7.973124636e+01,1.415326286e+01,6.038931394e+01,7.245722776e+01,1.763784899e+01,3.300458730e+01,5.919781532e+00
6.688573472e+01,9.637733292e+01,7.022324856e+01,8.238580726e+01,3.235398750e+01,7.292680167e+01,9.601679868e+01,3.741572690e+01,1.310527983e+01,4.971924016e+01,3.973081910e+01,4.133129047e+01,6.592947043e+01,2.721830522e+00,9.769688286e+01,5.151166963e+01,9.269370684e+01,4.013569037e+01,1.809341351e+01,3.381691911e+01,6.494994714e+01,9.230016048e+01,2.387402433e+00,5.526057022e+01,8.333231876e+01,5.604931752e+01,5.283168147e+01,5.201377156e+01,7.191406501e+01,2.973179647e+00,7.211359837e+01,7.146320159e+01
4.824712555e+01,1.400583591e+01,9.137091926e+01,1.230632020e+01,1.782403026e+01,3.769693197e+01,2.267228297e+01,3.365701679e+01,3.378132584e+01,9.808134922e+00,5.707170998e+01,7.811743208e+01,4.139318916e+01,8.161215354e+01,3.243320375e+00,5.102775058e+01,2.847777628e+01,1.494594177e+01,6.602992824e+01,5.866689937e+01,1.673229168e+01,8.418954319e+01,4.613819458e+01,1.938089850e+01,7.527224889e+01,7.917124064e+01,3.807885813e+01,4.636231862e+01,5.155740459e+01,1.786717866e+01,2.958697965e+01,5.723738141e+00
3.221385295e+01,6.392017656e+01,7.678749881e+01,8.696714830e+01,6.576359085e+01,6.142748235e+01,5.019381260e+01,9.623721129e+01,4.071172823e+01,8.516479934e+01,7.681752333e+01,9.521469759e+01,8.971059635e+01,9.261716488e+01,9.425468600e-01,3.087650085e+01,8.121783904e+01,2.332569940e+01,8.953742270e+01,9.547561182e+01,8.139549210e+00,5.264981582e+01,4.663017887e+01,4.151937509e+01,7.025435607e+01,6.124401800e+01,5.240282328e+01,5.513628834e+01,9.728567560e+01,3.060980859e+01,4.598385025e+00,8.959835947e+01
5.916883725e+01,1.146211064e+01,1.117108922e+01,3.653332377e+01,7.014105918e+01,4.887015885e+01,7.537398119e+01,1.495787023e+01,1.529612612e+00,6.236110790e+01,2.399388167e+00,7.536512177e+01,4.953855680e+00,5.557550320e+01,1.030269412e+01,9.651615173e+01,2.782697202e+01,4.804251920e+01,6.764546522e+00,3.364937561e+01,9.024181357e+01,8.061378657e+01,1.545215968e+01,1.227749326e+01,3.675264166e+01,2.174900600e+01,7.608737759e+00,1.355765436e+01,9.265250986e+01,9.430905448e+01,9.942756824e+01,5.164720746e+01
9.919967573e+01,5.192081386e+01,6.439935410e+01,5.566240154e+01,7.688463453e+01,1.348484340e+01,9.723507267e+01,5.262488578e+01,8.656104003e+01,1.898257156e+01,8.587698297e+01,7.144870027e+01,1.253832896e+01,2.660005577e+00,5.431810868e+01,2.218000160e+01,8.819859146e+01,1.152390072e+01,5.867263927e+00,4.779233755e+00,4.238631630e+01,1.447287070e+01,5.023003858e+01,6.973464877e+01,4.115667789e+01,4.016106052e+01,3.176922905e+01,6.626289700e+01,2.151016574e+01,3.164431270e+01,3.004012262e+01,8.059826642e+01
8.600038033e+00,2.430168009e+01,6.003237067e+01,9.825767354e+01,8.542773588e+01,4.745181816e+01,6.620365434e+00,1.461956127e+01,1.445669095e+01,2.720460404e+01,7.966310254e+01,1.217110224e+01,6.216718509e+01,7.818648137e+01,6.230882257e+01,8.161807712e+01,6.776453089e+01,3.852051966e+01,9.872972902e+01,8.160294299e+01,4.083062935e+00,5.636792370e+01,9.186872695e+01,3.057612480e+01,2.244863478e+01,9.970523057e+01,5.593728299e+01,4.069713921e+01,5.035859073e+01,4.705448765e+01,1.775667593e+01,8.585275646e+01
4.261536970e+01,4.170236950e+01,2.449753919e+01,9.980029742e+01,4.520569352e+01,8.635390373e+01,8.197669963e+01,3.288172448e+00,1.757776130e+01,9.278079079e+01,8.411303026e+01,7.359772592e+01,1.245814688e+01,6.970116685e+01,2.782436099e+01,5.131636334e+01,9.763328225e+01,7.509558170e+01,2.973504914e+01,3.773951976e+01,3.268390496e+01,7.151256479e+01,1.684546571e+01,6.947586954e+01,6.010569111e+01,5.838795356e+01,8.029246867e+01,6.195806747e+01,7.482238418e+01,4.341707417e+00,4.836866041e+01,1.275431642e+01
3.807474115e+01,2.652549036e+01,9.558138001e+01,6.500847488e+01,4.561109367e+01,2.482362963e+01,9.119602277e+01,4.587652063e+01,4.506024050e+01,9.901432577e+00,2.596276885e+01,6.181987971e+01,8.141715960e+01,9.973787825e+01,6.545845337e+00,1.243992207e+01,3.176842031e+01,5.788174194e+01,2.894825127e+00,6.131239912e+01,4.314333571e+01,8.957006794e+01,6.814759066e+00,8.552451733e+00,1.149588863e+01,7.181681571e+01,6.684974971e+00,9.305084015e-01,7.616591174e+00,6.061920177e+01,8.391678725e+01,7.561150752e+01
5.132427431e+01,2.447584583e+01,7.095557927e+01,9.794866966e+01,8.757638939e+01,5.911628688e+00,3.966323752e+01,8.575653488e+01,3.266242774e+01,7.567578160e+00,2.300320887e+01,1.696510386e+01,6.777491294e+01,7.731526338e+01,5.231029607e+01,4.011388585e+01,4.213577424e+01,8.499609109e-01,8.266311087e+01,4.273656594e+01,3.483104388e+01,3.375158421e+01,3.525177748e+01,4.613200978e+01,6.473038562e+01,7.358066510e+01,4.054069993e+01,6.397130949e+01,1.948997647e+01,6.680715639e+01,4.842903413e+01,3.742460594e+01
4.746119329e+01,7.135935805e+01,8.892480141e+01,9.773990936e+01,8.846683120e+01,2.888557304e+01,4.502814046e+01,7.736822293e+01,6.581517127e+01,6.174885170e+01,3.771687867e+01,1.606506796e+01,2.506315198e+01,5.594937263e+01,5.559965110e+01,7.683448578e+00,6.277057439e+01,4.136500499e+01,9.664171577e+01,2.751215324e+01,5.765974807e+01,5.680013768e+00,3.513146189e+01,4.652292755e+01,4.096431645e+01,9.756704506e+01,6.522751526e+01,1.976587342e+00,5.610695079e+01,6.159531563e+00,7.588042870e+01,7.190202494e+01
5.425130472e+01,3.921201007e+00,8.756639639e+01,5.271479900e+01,3.015033491e+00,7.274592562e+01,9.448177987e+01,8.547019856e+01,2.450762266e+01,7.810385737e+01,5.564572002e+01,6.161939027e+01,1.528030916e+00,7.018821795e+01,1.316053642e+01,2.418212325e+01,6.568123897e+01,4.263137759e+01,4.362699258e+01,1.501353919e+01,1.550905980e+01,7.978468361e+01,7.428373912e+01,7.332402621e+01,8.315748444e+01,6.210065251e+00,2.588618102e+01,9.397142084e+01,2.108016965e+01,4.562696224e+00,6.589875099e+01,7.313122861e+01
3.966527405e+00,4.552319586e+01,7.604175528e+01,1.199077135e+01,1.023547020e+00,1.142767042e+01,9.070214296e+01,9.223250424e+01,9.113776389e+01,5.431542006e+01,8.956775029e+01,7.487595287e+01,5.251222049e+01,5.241766237e+01,4.917603184e+00,3.334072899e+01,6.538277847e+01,2.781403478e+01,8.902361626e+01,6.381626240e+01,7.742150737e+00,2.920769855e+01,8.582661059e+01,1.964693484e+01,8.253061973e+00,6.812053794e+01,2.176592380e+01,7.994176592e+01,8.670675455e+00,6.753392886e+01,9.412249518e+01,2.143874504e+01
