v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38
1.190396628e+01,4.701186685e+01,7.446244531e+01,2.385656944e+01,7.323750994e+01,4.647792649e+01,4.806186078e+00,9.480985351e+01,3.593963643e+01,4.074560125e+00,5.252846297e+01,5.092586755e+00,5.447409961e+01,2.215631534e+01,1.939681539e+01,8.205612938e+01,6.033093798e+01,1.463590026e+01,8.530361124e+00,7.829934658e+01,8.415038861e+01,5.164094575e+01,8.538469769e+01,9.868599629e+01,4.205284033e+01,4.349668432e+01,1.442537492e+00,6.671092839e+01,8.611874228e+01,2.182020263e+01,9.666031087e+01,2.054615288e+01,6.786673749e+01,5.322463003e+01,7.950939164e+01,3.780936622e+00,1.929781608e+01,2.233410742e+01
7.386854606e+01,2.599452777e+01,2.709281413e+00,6.317411938e+01,4.102049226e+01,1.628171141e+01,7.372196612e+01,3.072124043e+01,7.775808807e+01,9.701383806e+01,2.666071223e+01,9.277815611e+01,3.825189296e+01,6.807470853e+01,3.658089938e+01,8.291660753e+01,8.827402175e+01,4.096283069e+01,3.573368016e+01,9.158949531e+01,1.344385588e+01,9.801441857e+01,6.599669268e+01,6.208277916e+01,9.389929815e+01,2.676209996e+01,3.169853140e+01,6.320325891e+01,6.482509344e+01,8.458407870e+01,7.421063600e+01,6.194544016e+01,5.767296719e+01,9.933330640e+01,5.480696333e+01,3.574475950e+01,8.791498786e+01,8.023656007e+01
1.322444208e+00,4.388420877e+01,4.816547427e+01,6.298797269e+00,3.943679101e+01,3.371618465e+01,1.244411657e+01,6.332504101e+01,7.142480974e+01,3.886855795e+01,4.236479271e+01,5.563277657e+00,7.529587663e+01,9.182932792e+01,4.435032690e+01,9.987123421e+01,7.183298617e+01,3.447836719e+01,1.099519011e+01,3.755837947e+01,1.660675715e+01,8.175487081e+01,4.536642169e+00,4.467728948e+01,7.066533799e+01,4.525215873e+01,1.150462069e+01,7.610943334e+01,4.628110844e+01,3.708434150e+00,2.175954334e+01,7.417629000e+01,3.593328706e+01,3.310732667e+01,6.095408953e+01,7.063176904e+01,3.871127141e+01,1.617799109e+01
4.816906655e+01,6.649906063e+01,1.184261415e+01,4.469167027e+01,6.270504047e+01,3.914152121e+01,4.781781008e+01,3.953111277e+01,6.469728666e+01,6.991194364e+01,4.953686555e+00,1.644652292e+01,3.854155578e+01,4.363458505e+01,5.286268780e+01,5.624600371e+01,5.098902618e+01,2.998401099e+01,8.163957248e+01,9.654008049e+01,6.926041578e+01,9.215975026e+01,2.407223941e+01,6.097695798e+01,9.794339236e+01,4.608400802e+01,1.250723375e+01,4.295969777e+01,7.495125214e+01,1.226199310e+01,8.431202187e+01,2.652209395e+01,8.057879825e+01,2.674336525e+01,3.568480578e+01,8.948518253e+01,3.166678262e+01,8.210903967e+01
9.116066205e+01,8.731090437e+01,5.527713026e+00,9.775882230e+00,6.550426719e+01,5.449002447e+01,3.885488849e+01,8.447991876e+00,7.829197672e+00,4.544139226e+01,6.781399979e+00,2.074600324e+01,8.743413176e+01,2.973431596e+01,4.941611758e+00,4.104910070e+01,7.425182774e+01,1.365644991e+01,1.255830977e+01,3.130470797e+01,4.691705338e+01,6.259132736e+01,7.284377611e+01,6.793984811e+00,3.061463481e+00,3.577420745e+01,7.633228340e+01,9.608273758e+01,6.254825463e+01,9.545919445e+01,1.447859968e+01,6.998428563e+01,5.845029669e+01,1.209751433e+00,9.879113106e+01,7.961724428e+01,6.543421165e+01,8.197521279e+01
1.475348911e+01,5.460387247e+01,1.704198064e+01,5.621524412e+01,1.939668417e+01,2.677307689e+00,6.482162222e+01,9.686358509e+01,6.693499714e+00,2.595100532e+01,9.068231597e+01,3.792496165e+01,3.292900516e+01,6.820096159e+01,4.214123423e+01,7.801330291e+01,8.500162344e+01,5.640967249e+01,4.676672948e+01,4.092471166e+01,4.453144057e+01,2.189342166e+01,8.004099075e+01,2.105149184e+01,4.864169307e+01,5.738479554e+01,9.276353796e+01,7.906259787e+00,2.067260762e+01,7.140971427e+01,6.605295401e+00,5.693915633e+01,3.229514451e+01,5.068353242e+01,9.273884600e-01,6.549966848e+01,5.518814975e+01,4.878667646e+01
9.623460144e+01,2.191746600e+01,1.287353103e+01,1.745523434e+01,6.777199681e+01,7.693962631e+01,6.468544887e+01,9.900549654e+01,5.905029453e+01,6.912799076e+01,7.783877037e+01,3.765582014e+01,5.524975417e+01,4.135272549e+01,7.531004612e+01,3.612240017e+01,1.249428923e+01,7.557316805e+00,9.227143914e+01,1.155037616e+01,8.921645740e+01,7.105781383e+01,1.948938582e+01,1.304487775e+01,9.393440391e+01,4.401755179e+01,9.737272708e+01,5.564952614e+01,3.712385910e+01,4.817756004e+01,5.804206571e+01,6.357301695e+01,9.843442128e+01,5.349295695e+01,2.785172220e+01,5.285995695e+00,2.703394920e+01,2.710956743e+01
7.102543691e+01,3.030498267e+01,4.068711365e+01,4.245860076e+01,9.718197058e+01,4.254345452e+01,9.949949661e+01,2.449877401e+01,5.537331831e+01,6.739013384e+01,3.786172907e+01,3.523069822e+01,2.212467847e+01,5.727993509e+01,2.219029183e+01,6.946302808e-01,9.570792183e+01,5.118774622e+01,5.238151171e+01,6.797782905e+01,1.183924530e+01,4.936330175e+00,7.294531152e+01,1.688012559e+01,9.628810575e+01,4.489734004e+01,2.223705730e+01,5.892247106e+01,9.044378564e+01,8.260771242e+01,7.727723361e+01,6.042642269e+01,8.225328521e+01,7.653536715e+01,8.958416696e+01,8.000994135e+01,5.023753594e+00,3.599932207e+01
4.285060787e+01,5.527254354e+01,9.415196907e+01,5.567109136e+01,9.419883971e+01,9.118546022e+01,5.646429718e+01,2.649551041e+00,7.740421928e+01,8.501776717e+00,2.813461396e+01,6.246782982e+00,4.858004363e+01,9.902271081e+01,8.450806272e+01,4.681473922e+01,9.237043631e+01,4.165389370e+01,9.606147711e+01,9.511196686e+00,2.914236112e+01,8.087024195e+01,2.117607446e+01,7.489318383e+01,8.775721028e+01,6.634575697e+01,8.016487975e+01,6.942374836e+01,8.439376590e+01,3.235414809e+01,7.249126542e+01,9.011216186e+01,1.171085656e+01,4.221111938e+01,6.419887778e+01,2.213712005e+01,2.131328186e+01,1.411916736e+01
5.709815048e+00,2.660504603e+01,5.073152534e+01,9.605027573e+01,5.440911413e+01,8.804880409e+00,7.731177740e+01,9.028877097e+01,2.906595958e+01,6.355293533e+01,7.480420566e+01,8.256225187e+01,9.553101724e+01,6.026513507e+01,4.946966262e+01,8.456307722e+01,7.503204817e+01,6.794327587e+01,3.828325193e+01,8.259982224e+01,6.393230285e+01,1.112365346e-01,1.289728912e+01,4.941065130e+01,3.091023922e+01,3.290629743e+01,3.059670572e+00,8.686927564e+01,5.010154203e+01,3.584112976e+01,6.304731370e+01,2.325260128e+01,3.920394940e+01,2.349096358e+01,9.504745901e+01,2.428382139e+01,5.752184918e+01,2.547520586e+01
9.376587742e+01,5.898460411e+01,6.895503924e+01,4.338808223e+01,8.142201427e+01,5.764369903e+01,5.515152808e+01,9.298379929e+01,9.419356149e+01,8.723690179e+01,6.921697587e+01,2.675435856e+01,6.962079373e+01,7.243149645e+01,9.734053135e+01,4.494173720e+01,1.369532661e+01,7.541078582e+01,1.708734706e+00,6.526531398e+01,1.511882112e+01,5.333069495e+01,1.601847432e+01,5.844878399e+01,3.257893112e+01,1.489686572e+01,3.529083199e+01,1.249900297e+01,8.171276673e+01,6.290615513e+01,7.784078772e+01,5.851719857e+01,1.467284507e+01,4.337913535e+01,2.379082195e+00,3.880942987e+01,2.879037142e+01,1.945890555e+01
3.167438086e+01,6.627682980e+00,4.226480093e+01,2.310587305e+01,6.424266829e+01,6.298693122e+01,5.982168296e+01,3.676534018e+01,4.649652977e+00,4.564987945e+01,5.888889468e+01,2.881265440e+01,9.421797371e+01,7.820027717e+01,7.185794060e+01,8.967147992e+01,5.778398548e+01,3.837478282e-01,4.892366576e+01,6.207614899e+01,8.123826375e+01,7.421003576e+01,7.047306037e+01,2.501732629e+01,2.267142244e+01,3.552503844e+01,7.242658808e+01,4.427210712e+01,7.673258906e+01,7.906354170e+01,1.329438881e+01,7.467901704e+01,7.145761190e+00,5.534506467e+00,6.900394847e+01,8.379810650e+01,4.179023544e+01,2.984914958e+01
2.106060361e+01,4.963497356e+01,1.889652874e+01,2.623981223e+01,7.005626142e+01,5.320531726e+01,2.222401882e+00,4.579642135e+01,9.309544291e+01,7.821616027e+01,8.951707715e+01,1.459677622e+00,8.567748804e+00,8.357277361e+01,4.785204121e+01,3.637741621e+01,6.656453791e+01,7.417887264e+00,8.980504899e+01,6.473691835e+01,3.229707368e+01,9.263627796e+01,5.511352564e+01,2.583673981e+01,3.931786690e+01,1.357523433e+01,1.213328551e+01,5.184397218e+00,2.215404100e+01,5.901992172e+01,8.578143412e+01,3.120699781e+01,7.216918383e+01,9.560638925e+01,9.993381993e+01,3.161670301e+01,1.246370569e+01,8.949859890e+00
1.278437087e+01,3.150204390e+01,6.855186368e+01,9.132389613e+01,4.001111609e+00,9.770226633e+01,5.382757626e+01,2.865208301e+01,4.850000958e+01,1.309596196e+01,1.670294867e+01,8.904931764e+01,1.273794673e+01,7.484817538e+01,2.644696407e+01,5.938387476e+01,4.629277019e+01,7.784652469e+01,3.266297674e+01,4.950011056e+01,7.887009722e+01,9.459425233e+01,7.440761011e+01,8.575429721e+01,5.638434107e+01,6.214800680e+01,7.184556222e+01,2.543018742e+01,7.926686566e+01,8.854474756e+01,6.671448978e+01,3.870697371e+01,6.641735275e+00,8.303066276e+01,9.511085111e+01,8.906264720e+01,3.782253445e+01,7.203709696e+00
3.758017191e+00,6.668294036e+01,6.772283541e+01,8.155979930e+01,6.315781165e+01,6.110182640e+01,8.299950827e+01,1.734889774e+01,4.586855962e+01,8.279246024e+01,7.651836701e+01,4.605760503e+00,8.149923677e+01,1.058592235e+00,1.552716159e+01,4.741945017e+01,7.933450514e+01,7.218883427e+01,6.092514171e+01,3.650222855e+01,6.436152352e+01,9.159805980e+01,2.497334081e+01,2.332986009e+01,2.129787133e+01,1.759959442e+01,8.538464338e+01,8.737132417e+00,6.597148733e+01,7.693319368e+01,7.271859226e+01,7.292337663e+01,4.901027002e+01,1.474234561e+01,2.251617055e+00,7.731011208e+01,7.272532991e+01,1.840342528e+01
6.193280793e+01,6.683133381e+01,4.336307611e+01,2.956829049e+01,7.731430992e+01,4.276165162e+00,2.766303623e+01,6.212978955e+01,7.835972099e+01,2.724483622e+01,2.346013729e+01,6.858562104e+01,4.000871565e+01,1.647031611e+01,5.100309923e+01,7.626062292e+01,2.793130092e+01,2.174186066e+01,7.359750091e+01,9.998487835e+01,3.870887548e+01,8.472944535e+01,6.925810203e+01,9.982396418e+01,2.247359593e+01,7.495557235e+01,6.977194049e+01,2.800550362e+01,9.987789179e+01,7.522363425e+00,6.024036079e+01,7.697096950e+01,8.984899054e+01,4.451205301e+01,2.633566235e+01,1.481724766e+01,4.596766071e+01,5.906393866e+01
9.206650425e+01,2.872929681e+01,8.031352401e+01,1.183928979e+00,1.291361192e+01,1.713554035e+01,7.832468219e+01,1.756540894e+01,9.286442464e+01,8.896911133e+01,7.077534419e+01,9.107159102e+01,7.815610341e+01,2.120836418e+01,6.722921981e+01,4.602111320e+01,5.847109867e+01,1.473370950e+01,2.763610592e+01,7.984560965e+01,9.793727759e+01,4.740245325e+01,2.278858711e+01,5.379237842e+01,9.086756849e+01,1.101884211e+01,9.519292174e+01,1.111388364e+01,8.904206957e+01,2.751898875e+01,3.217851437e+01,1.737899885e+01,8.511726367e+01,7.444419511e+01,7.632127593e+01,3.965165926e+01,4.136728987e+01,1.381405505e+01
2.363207516e+01,7.282414171e+01,5.614456729e+01,9.827888190e+01,6.266367931e+01,9.172938730e+01,2.974725685e+01,8.619390469e+01,2.516664392e+01,9.592218019e+01,7.432576649e+01,8.480283993e+01,8.810525637e+01,9.454772704e+01,9.287941305e-01,1.632435458e+00,2.496510374e+01,6.086537807e+01,5.179864576e+01,6.846818150e+01,4.996055351e+01,3.078494236e+01,1.269814691e+01,9.200016426e+01,2.380790407e+00,8.215420730e+01,9.829757146e+01,6.863199526e+01,4.031844253e+01,9.975653475e+01,1.636286685e+01,7.617861269e+01,6.692369087e+01,5.728589143e+01,9.320532334e+01,2.806651631e-01,1.490167340e+01,6.560212842e+01
5.035339858e+01,3.405033303e+01,8.046245190e+01,8.444709838e+01,8.280535801e+01,9.097080342e+01,3.466624383e+01,5.215235759e+01,9.734872205e+01,3.332727905e+01,4.350519414e+01,6.785615700e+01,3.615688485e+01,8.623300868e+00,8.133812762e+01,1.136826793e+01,5.434721653e+01,4.460463946e+01,8.769315383e+00,2.412140354e+01,2.695996837e+00,8.379507367e+01,6.629875383e+01,5.740590559e+00,6.918251710e+01,8.302346879e+01,9.976942600e-02,4.661435900e+01,4.207186558e+01,1.569515302e+01,2.695609968e+01,2.605979353e+01,7.262103364e+01,6.487918633e+01,4.263225918e+01,7.045622921e+01,4.095283572e+01,9.778863478e+01
8.314666607e+01,1.944031248e+00,1.761390711e+01,2.414778042e+01,5.322626931e+01,1.833407241e+01,6.166907184e+01,2.596552604e+00,4.051163597e+01,2.864177607e+01,9.658925676e+01,1.046962010e+01,8.848567666e+01,3.926770065e+01,3.443072991e+01,6.343701880e+01,7.317336470e+01,1.899737061e+01,9.733145049e+00,4.312131486e+01,8.845445723e+00,8.337219922e+01,4.629617217e+01,2.006742785e+01,5.873990311e+01,5.598367787e+01,5.042131550e+01,9.705388799e+01,5.232026456e+01,2.193855649e+01,4.914017448e+01,8.131153163e+01,3.355354002e+01,3.746026754e+01,3.131171636e+01,5.680899749e+01,6.209711725e+01,3.871501184e+01
7.949801680e+01,3.482956977e+01,6.875323457e+01,2.175535586e+01,6.596813424e+01,3.942553847e+01,7.654440017e+01,7.090565124e+01,5.224647260e+01,1.855065160e+01,4.314114182e+01,6.357802402e+01,4.834153594e+01,5.771608402e+01,3.130924192e+01,2.428015520e+01,8.798176779e+01,1.957999771e+01,9.578766259e+01,2.080551003e+01,5.574469523e+01,1.737053860e+01,8.168894896e+01,1.165546232e+01,2.985543018e+01,4.871928517e+01,1.824219652e+01,9.713513494e+01,6.356951050e+01,8.032177715e+01,3.298579308e+01,1.212208612e+01,3.315894433e+01,7.277705301e+01,1.095595554e+01,6.339588584e+01,2.048214741e+01,9.678457695e+01
8.701380792e+00,4.843375761e+01,3.399201354e+01,2.132075891e+01,9.350045754e+01,2.333228090e+00,5.084926696e+01,3.176893665e+01,1.826299766e+00,5.516667355e+01,7.677091820e+01,9.206382327e+01,6.599561773e+01,9.950381254e+00,5.433394378e+01,1.831707432e+01,2.725275087e+01,4.965454677e+01,8.077837598e+01,2.279662741e+01,5.744194044e+01,6.242633729e+01,1.231939676e+01,1.197246977e+01,9.365686586e+01,4.224576054e+01,5.497590280e+01,6.020561708e+01,8.481815850e+01,9.333615078e+01,6.791040490e+01,1.922197373e+01,4.010095674e+01,6.303021573e+01,8.062559898e+01,6.320016524e+01,7.701068896e+01,8.258390665e+01
5.424098760e+01,9.282096053e+01,5.767106775e+01,8.052110445e+01,3.683150153e+00,5.195647773e+01,4.185208786e+01,9.631062757e+01,8.725161108e+01,8.375935909e+01,1.855414373e+01,4.908014202e+01,4.050017003e+01,9.819782602e+00,8.959106780e+01,9.879924492e+01,2.903004182e+01,9.231698650e+01,3.636051085e+01,4.031513900e+01,1.837745018e+01,6.210110213e+01,4.711757983e+01,1.456366995e+01,9.127659194e+01,7.168985834e+00,4.967159398e+01,5.721408467e+01,5.986132633e+01,8.465134636e+01,8.014865691e+01,4.040591945e+01,8.410649305e+01,9.132831586e+01,9.820653132e+01,5.041409532e+01,7.552774553e+00,3.144606892e+01
9.080316047e+01,9.029576070e+00,5.132392053e+01,8.320207557e+01,4.648806698e+01,8.843930053e+01,1.625435514e+01,6.807834405e+01,9.078735082e+01,9.258078400e+00,3.824639245e+01,4.150821045e+01,7.515672917e+01,8.077576761e+01,6.906534020e+01,5.241400676e+01,6.446299947e+01,7.881288649e+01,7.823987499e+01,6.725590894e+01,1.230187771e+01,9.165151921e+01,1.821818261e+01,4.842838642e+01,1.408777334e+01,7.752744266e+01,8.342631434e+01,5.155272973e+01,5.777126517e+01,7.514997538e+01,5.947408844e+01,5.409900352e+01,1.876263273e+01,1.695218656e+01,6.280975351e+01,7.216785857e+01,7.659484794e+01,3.597194181e+00
6.523421715e+01,8.199886700e+01,6.725330201e+01,7.459939665e+01,8.105985230e+01,2.045378865e+01,6.659428955e+01,5.134949436e+01,2.876968999e+01,9.861516979e+01,5.031651236e+01,8.395603569e+01,9.415262635e+01,5.345033711e+01,7.017981349e+01,1.226564056e+01,4.428777764e+01,2.283607666e+01,1.489831718e+01,2.789385977e+01,1.509248870e+01,7.379276943e+01,3.537630173e+01,8.157142497e-01,4.083192152e+01,6.263104546e+01,5.901053587e+01,7.220438884e+01,1.639853258e+01,4.240284775e+01,2.962620820e+01,9.867417702e+01,2.429587514e+01,4.445442858e+01,2.531254189e+00,9.049494114e+01,7.305302480e+01,6.692645725e+01
9.462901971e+01,1.890132532e+01,3.450593178e+01,8.723877204e+01,6.675347395e+00,1.497951589e+01,8.378426291e+01,3.607632317e+01,3.911841333e+01,5.278611444e+01,3.424232683e+00,6.648534533e+01,4.502381256e+01,6.511372470e+01,4.888661608e+01,2.866088100e+01,4.385531404e+01,3.532509351e+01,1.921490627e+00,3.086902785e+00,8.035537238e+01,7.182088274e+01,2.459336225e+01,9.503668150e+00,8.357503936e+01,8.604242090e+01,9.048031347e+00,5.469564369e+01,5.575841607e+01,1.511910185e+01,8.059843841e+01,5.199779958e+00,9.312212586e+01,1.126220313e+01,2.345604259e+01,7.764755855e+01,1.669713810e+01,2.457283074e+01
4.531340086e+01,8.553631212e+01,5.166170527e+01,7.315088237e+01,3.834899676e+01,5.365859472e+01,1.758785505e+01,6.635550456e+01,7.140010054e+00,8.391066410e+01,5.322239042e+01,6.106804423e+01,6.580526617e+01,7.596956907e+01,7.638395739e+01,6.298476630e+01,6.241117811e+01,2.388943537e+01,4.473760035e+01,6.384555884e+01,9.019663794e+01,3.797288336e+01,7.527628867e+01,7.123736926e+01,5.564407546e+01,3.410031177e+01,9.131700535e+01,6.851390718e+01,8.646211514e+00,3.083578443e+01,5.527979227e+01,2.165514641e+01,6.422311196e+01,4.355699893e+01,8.640189426e+01,7.324953243e+01,1.503474949e+01,8.038955688e+01
4.708649479e+01,3.018326700e+01,2.466806676e+01,4.697407499e+01,3.492691645e+01,2.819521028e+01,7.908954892e+00,5.992838190e+01,9.342665992e+01,9.752851231e+01,9.591945518e+01,3.112718539e+01,8.797498420e+01,1.226943721e+01,8.449816151e+00,6.511345911e+01,4.713154713e+00,5.248811174e+01,5.005859995e+01,9.567364857e+01,2.897690456e+01,9.330736775e+01,9.582039954e+01,4.592331649e+01,5.011779526e+01,1.409624836e+01,7.221521572e+01,4.127398344e+01,1.256384123e-01,2.091586799e+01,7.836081907e+01,1.707552466e+01,5.101513331e+01,9.671314697e+01,7.178518465e+01,8.656896038e+01,3.184377820e+01,7.341156577e+01
9.450052372e+01,9.638429723e+01,5.210718614e+01,9.183010012e+01,4.386795607e+01,4.832322994e+01,4.861649693e+01,9.886611751e+01,5.015110646e+01,6.298500220e+01,3.694356661e+01,7.295876714e+01,8.016394797e+01,5.258187945e+01,1.181401034e+01,6.406789928e+01,4.261687910e+00,9.285228902e+01,6.642909934e+01,2.753800718e+01,3.901598947e+01,1.417899173e+01,3.070426380e+01,6.528261636e+01,9.661770311e+01,6.644927720e+01,3.931753366e+01,3.926042748e+01,7.236284297e+01,1.370771663e+01,5.736768764e+00,5.069185532e+01,3.333667077e+01,8.330251212e+01,2.517023008e+01,4.114865065e+01,9.643546797e+01,3.468416295e+01
8.944721130e+01,7.129520154e+01,6.560958045e+01,6.509494633e+01,1.588488063e+01,2.214095592e+01,5.484970944e+00,5.233434047e+01,6.308789360e+01,7.535147722e+01,1.871973848e+01,1.059301825e+01,4.015101148e+01,4.885830129e+01,2.255007277e+00,9.713131076e+01,1.223302951e+01,3.746643394e+01,9.000712600e+01,6.179154160e+01,1.301600149e+01,6.292293106e+01,3.923200275e+01,8.403106188e+01,5.263970240e+01,9.766545595e+01,5.361770119e+01,1.048401323e+01,5.319312882e+01,6.563463135e+00,1.331589234e+00,9.789172930e+01,8.537293708e+00,3.244827050e+01,2.899244104e+01,5.747726170e+01,9.704788554e+01,8.004310713e+01
1.804895396e+00,7.468183633e+01,1.923035821e+00,1.213892573e+01,2.827924316e+01,4.410776883e+01,7.751710068e+01,2.171818982e+01,9.790543393e+01,9.732129132e+01,9.172736209e+01,4.542954517e+00,7.387108544e+01,6.315880845e+01,8.588960600e+01,2.038678211e+00,1.592815923e+01,8.421824278e+00,4.089525372e+01,9.724055705e+01,3.967331539e+01,4.241621979e+01,8.624334669e+01,5.097233142e+01,7.018669842e+01,7.466441766e+00,2.177114102e+01,7.218020144e+01,9.675437488e+01,6.978532349e+01,7.971027679e+01,4.927632949e+01,2.188082181e+01,3.606913453e+01,9.297086232e+01,8.831793282e+01,8.864310644e+01,6.947666835e+00
9.513786280e+01,5.998163596e+01,8.200522851e+01,6.308658995e+00,3.391470349e+01,2.566318241e+01,6.691852373e+01,7.398218393e+01,8.684070887e+01,1.032871682e+01,2.597630868e+01,5.182420931e+01,9.587639862e+01,4.775589670e+01,2.157447561e+01,4.257717599e+01,6.890141616e+01,1.863238130e+01,3.435767331e+00,8.757699016e+01,4.892987796e+01,7.517794017e+01,4.677018846e+01,9.784575636e+01,4.659449787e+01,8.666811728e+01,4.090212494e+01,3.822078679e+01,6.153344396e+01,9.847244156e+01,6.848137805e+01,2.182079841e+01,3.210916197e+01,4.174214648e+00,9.442698140e+00,5.984317473e+01,2.885240140e+01,4.032582267e+01
3.201915182e+00,6.697839472e+01,1.250017700e+01,4.525810866e+01,1.552919972e+01,7.733221829e+01,9.318934376e+00,1.395181081e+01,6.144039367e+01,4.104074932e+01,5.076109245e+01,4.222378823e+01,6.800028832e+01,3.955024181e+01,5.983380468e+01,6.852899322e+01,1.098837807e+01,6.693545972e+01,1.737960870e+01,9.500764966e+01,3.068400040e+01,2.214158657e+01,4.522603646e+01,4.312093342e+01,9.183058869e+01,4.411333310e+01,3.255040775e+01,5.248602539e+01,2.615189157e+00,6.580600888e+01,6.913002703e+00,3.570349934e+01,2.497045610e+00,1.915223163e+01,8.930416347e+01,1.081592246e+01,5.773710304e+01,9.609925635e+01
9.040412328e+01,9.126513635e+01,3.095145348e+01,6.471793711e+01,4.710162178e+01,5.818222407e+01,9.919170240e+01,6.541633191e+01,9.187845755e+01,8.013103230e+01,5.555499144e+01,7.590187908e+01,6.138582848e+01,7.451869591e+01,8.845404202e+01,6.898810023e+01,1.998055578e+01,6.903547716e+01,9.792234959e+01,4.381749610e+01,7.947996513e+00,6.186363592e+01,5.036896890e+01,2.456473537e+01,2.929720407e+01,6.037594030e+00,9.425470745e+01,9.135260337e+01,2.395519354e+01,1.856852836e+01,3.085740692e+01,8.290640718e+01,1.756328048e+01,8.425298806e+01,3.056314089e+01,7.425068118e+00,6.268689661e+01,4.151660555e+01
8.604034856e+01,5.654687922e+00,4.871209219e+01,4.999210140e+01,7.614891536e+01,6.941890398e+01,7.904088459e+01,8.511375745e+01,9.913878514e+01,6.842260117e+01,5.929269452e+01,3.547295846e+01,9.282779776e+01,1.020162703e+01,6.038110943e+01,5.838186913e+01,2.419612344e+01,3.069484779e+01,2.588447099e+01,1.316546967e+01,2.231745019e+01,1.678855577e+01,1.359659066e+01,8.779962786e+01,1.580693526e+01,9.731827465e+01,3.814105795e+01,5.474821993e+01,4.864625140e+01,9.837245268e+01,2.612974457e+01,9.627574230e+01,8.713798925e+01,6.098046396e+01,8.876585051e+01,6.112858148e+01,3.195267459e+01,6.288099061e+01
4.006681568e+01,3.198288570e+01,5.366294339e+01,9.438980091e+01,7.216659478e+01,4.525286848e+01,7.519922823e+01,1.726019004e+01,5.936793062e+01,8.336136316e+01,3.922433091e+01,2.941516085e+01,9.061572033e+01,6.368206894e+01,7.776576430e+01,8.732083607e+01,3.101507207e+01,1.814163307e+01,9.450795102e+01,3.166702859e+01,3.713402513e+01,3.561857616e+01,7.850869975e+01,6.357833154e+01,9.840116559e+01,2.881034377e+00,7.270861207e+01,2.301594784e+01,6.228073575e+01,9.473808231e+01,8.343336854e+01,3.162058596e+00,8.024249235e+01,7.855895656e+01,2.855171183e+01,5.607026309e+01,3.335420208e+01,9.398812771e+01
1.269659016e+01,1.453969013e+01,2.020410774e+01,1.039036990e+01,4.221458158e+01,2.252385899e+01,4.824411542e+01,2.850386261e+01,6.105201177e+01,5.717151099e+01,7.790134507e+01,8.055421842e+01,6.047791749e+01,7.448143759e+01,5.276699429e+01,4.332630780e+01,9.607909329e+01,3.710390819e+01,9.640127093e+01,4.204094036e+01,7.752796599e+01,6.345551225e+01,2.123616236e+01,3.617593229e+01,6.541629837e+00,2.186681708e+01,7.624223317e+01,3.422301189e+01,9.488963164e+01,4.424642288e+01,3.365709396e+01,9.998243900e+01,8.212952923e+01,8.385162655e+01,9.280634477e+01,8.262596425e+00,5.927222964e+00,7.739999746e+01
8.708887926e+01,7.888111865e+01,1.096583916e+01,2.084095621e+01,5.574445502e+01,7.523810428e+00,8.055133212e+01,5.964306406e+01,5.154663225e+01,7.624691070e+01,1.199684093e+01,2.636518360e+01,4.393699256e+01,5.451231056e+01,6.685490818e+01,6.494725530e+01,6.868019523e+01,7.701526595e+01,7.846947319e+01,8.845371821e+00,6.843333408e+01,5.605257817e+01,2.098251287e+01,7.010618945e+01,6.772056958e+00,8.230599918e+01,1.434911877e+01,6.498059014e+01,4.152058683e+01,7.068320032e+01,5.324300531e+01,2.738640494e+01,7.403306765e+01,3.657316678e+01,8.144232713e+01,2.412291166e+01,4.798779903e+01,3.048734275e+01
8.936980380e+00,5.360333988e+01,6.840996509e+00,9.673774510e+01,5.562865582e+01,9.202816597e-01,2.002035305e+01,4.281243803e+01,1.808466896e+01,5.190868524e+01,1.196911999e-01,5.036254389e+01,1.232507260e+01,7.273190909e+01,2.435899897e+00,2.662355143e+00,9.079144111e+01,6.911771870e+01,1.337490868e+01,5.554565483e+01,4.652217482e+01,3.011583965e+01,6.051776831e+01,2.443902970e+01,3.928633126e+00,5.989525545e+01,7.991663039e+01,1.698301788e+00,2.262878009e+00,8.008191413e+01,5.304792764e+00,3.695443395e+01,3.424200032e+01,1.358234276e+01,6.320364077e+01,1.697451925e+01,6.316804466e+01,3.586885889e+01
8.035442420e+01,2.805556699e+01,9.443119650e+01,7.645566490e+01,4.497143252e+01,4.686289838e+00,9.925679509e+01,3.204189484e+01,6.392479893e+01,2.870520420e+01,7.286845538e+01,9.713370514e+01,5.053011914e+01,4.579916015e+01,8.428257460e+01,6.418542365e+01,5.583296254e+01,3.397598539e+01,2.796826870e+01,9.854808387e+01,3.795554510e+01,8.835103412e+01,8.230990675e+01,5.785306327e+01,8.385676369e+01,4.321221311e+01,7.589449740e+00,2.672891548e+01,9.259650339e+01,9.185352408e+01,1.059134460e+01,4.590809608e+01,7.077429960e+01,2.842822455e+01,6.755869081e+01,4.726897057e+01,2.271079407e+01,9.163938491e+01
