v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69
2.596453075e+01,6.631253450e+01,9.711226065e+01,7.962828592e+01,9.027808033e+01,9.589381689e+01,1.552366001e+01,5.801964325e+01,6.461582802e+01,2.243803494e+01,2.146853567e+01,9.562649332e+01,1.228183348e+01,6.981440070e+01,1.351333222e+01,6.208432519e+01,8.291491174e+01,6.450592631e+01,8.437981347e+01,2.949351681e+01,3.620857890e+01,2.493026040e+01,6.547385717e+01,6.655742554e+01,1.180238263e+01,6.895435007e+01,7.288199323e+01,4.516545042e+01,8.971072777e+01,5.798142326e+01,7.209177090e+01,8.328994898e+01,2.827545047e+01,4.980186907e+01,6.081202847e+01,1.870468062e+00,2.821203503e+01,4.189235092e+01,1.880883694e+01,3.951471081e+01,4.810263280e+00,2.304138191e+01,4.499244190e+01,9.814949013e+01,3.362097728e+01,1.389726839e+01,9.619110639e+01,4.800195841e+00,9.173303824e+01,7.632228840e+01,2.187007532e+01,6.423561383e+01,2.718846528e+01,2.677457720e+01,6.747050628e+01,7.007290567e+01,8.761882248e+00,3.186533028e+01,1.542323064e+00,3.068802607e+01,8.816757199e+01,3.809847136e+01,4.993027900e+01,6.189790352e+01,4.080893168e+01,4.623991820e+01,1.343489175e+01,9.488499425e+01,3.644315395e+01
6.416493294e+01,6.926885741e+01,9.239397239e+01,2.628152323e+01,3.579847413e+01,8.225634047e+01,2.457338487e+00,7.112354077e+01,8.584169842e+00,2.966080209e+01,9.241568505e+01,9.532748705e+01,3.511945185e+01,7.541819860e+01,8.689324595e+01,7.700255937e+01,8.745532941e+01,7.628092492e+01,5.582947511e+01,2.796744636e+01,7.100158075e+01,9.968800173e+01,2.756250249e+01,1.383231739e+01,1.067305256e+01,8.910493178e+01,5.182758245e+01,8.270463281e+01,7.925106910e-01,2.105247588e+01,3.937934609e+00,4.275597762e+01,3.530494316e+01,8.141672351e+01,6.476727108e+01,3.893501125e+01,3.695421305e+01,9.291532595e+01,6.010113415e+01,6.800102524e+01,9.218742783e+01,1.382886123e+01,4.275672430e+01,7.987420548e+01,8.946883086e+00,1.758833185e+01,7.575089473e+01,4.061234123e+01,7.710128310e+00,1.356573032e+01,3.535337496e+01,4.984126942e+01,5.522210548e+01,6.346410717e+00,5.164786862e+01,9.070743925e+01,8.884663163e+01,1.668861159e+01,6.683019447e+01,1.630604223e+01,7.243233883e+01,2.280254826e+01,5.782561957e+01,2.574458740e+01,4.595088661e+01,6.328560685e+01,9.853015973e+01,3.861991782e+01,6.872110779e+01
9.811307103e+01,5.960732981e+00,6.722185829e+01,3.643220303e+01,6.572943750e+01,3.692171552e+01,8.142987169e+01,6.986867583e+01,4.169049919e+01,9.233233063e+01,6.238535456e+01,1.968666628e+01,8.746277845e+01,8.677583677e+01,7.962513436e+00,9.359406259e+01,7.446707214e+01,3.964961853e+01,4.013426075e+01,7.025733811e+01,6.752597475e+01,4.722199562e+01,1.159107801e+01,5.141377656e+01,4.384477332e+01,4.987044549e+01,1.162054144e+01,5.175770878e+01,2.655977501e+01,5.658234745e+01,4.113821767e+01,9.590762283e-02,6.800789292e+01,4.828733905e+01,6.967528543e+01,9.233395379e+01,4.951115127e+01,7.711026823e+01,6.413140026e+01,8.440920876e+01,1.341830257e+01,7.327739436e+00,6.342616403e+01,5.858328544e+01,4.351761722e+01,7.985924924e+01,4.386904961e+01,1.668477589e+01,7.058124118e+01,5.682877399e+01,3.038680756e+00,8.823862457e+01,9.404679102e+01,1.156671610e+01,5.814639876e+01,4.977388759e+01,7.534021671e+01,5.482452592e+01,3.881364909e+01,6.906985016e-01,9.274192206e+01,8.798181471e+01,6.479483206e+01,6.525153361e+01,6.893377100e+01,4.248093833e+01,6.088538114e+01,8.235178292e+01,9.410384939e+01
2.144533481e+01,3.533581889e+01,1.023700838e+01,7.538920752e+01,4.753538951e+01,5.675872521e+01,8.114851297e+00,4.355272220e+01,4.570774352e+01,7.629389567e+01,5.166750304e+01,7.608997872e+01,5.489149703e+01,4.266923922e+01,8.389544901e+01,8.409999255e+01,9.966125585e+01,2.681241922e+01,5.143596891e+01,6.995677723e+01,3.986740816e+01,9.759578920e+01,6.375105996e+01,4.649583072e+01,7.087713301e+01,3.278410455e+01,8.611210746e+01,5.666384643e+01,7.668918632e+01,9.624559852e+01,3.545889156e+01,3.822758284e+01,4.840828425e+01,1.681543269e+01,4.693188612e+01,2.021369470e+01,5.367957912e+00,5.378887704e+01,1.912551229e+01,9.220932130e+01,2.019348352e+01,5.834694345e+01,4.231433167e+01,2.079744191e+01,7.771444698e+01,7.957328680e+01,5.368553764e+01,8.655188571e+01,3.539913911e+01,6.715374780e+01,8.931108457e+01,8.116690354e+01,3.726983596e+01,4.362101706e+01,5.239058842e+01,6.916107239e+01,7.792829527e+01,3.665794794e+01,8.549435534e+01,9.117319055e+01,1.011161347e+01,4.065181118e+01,4.419034899e+01,5.868666278e-01,5.899839220e+01,5.654926941e+01,5.226611715e+01,4.033405049e+01,8.848083631e+00
2.500118590e+01,8.438864168e+01,1.181840775e+01,1.212902111e+01,7.873381105e+01,3.980717288e+01,9.612653719e+01,4.226729534e+01,5.145622472e+01,3.345418123e+01,9.174780820e+01,4.394870698e+01,1.648723906e+01,4.629941733e+01,2.114308111e+01,5.242685893e+01,2.655135873e+01,7.945005210e+01,5.447104418e+01,8.156613297e+01,1.309486126e+01,3.438620222e+01,8.961312347e+01,2.904470694e+01,2.727023341e+01,7.321271614e+01,1.384289305e+01,1.951571678e+01,2.232400062e+01,3.767603955e+01,8.142929090e+01,7.611907076e+01,5.994239085e+01,2.627376113e+01,9.809011094e+01,1.512750861e+01,4.899279996e+01,2.990003972e+01,8.542849451e+01,8.132261761e+01,1.221057998e+01,4.287532385e+01,1.187536890e+01,9.243808274e+01,3.858884172e+01,8.847965385e+01,9.758520507e+01,6.165021758e+01,7.777922228e+01,3.677832325e+01,4.814336599e+01,9.749492901e+01,1.101238650e+01,8.133452321e+01,3.497572562e+01,4.252929585e+01,5.139051808e+01,3.534973589e+01,3.496273146e+01,1.840322118e+00,4.240827500e+01,5.680091005e+01,7.776347819e+01,2.080475822e+01,9.950956314e+01,8.017986876e+01,6.440364432e+01,8.098985089e+00,8.802427317e+01
2.833461814e+01,3.167308836e+01,5.281967434e+01,4.597601923e+01,3.210777463e+01,2.477484340e+01,7.593645402e+01,4.455647970e+01,1.582907637e+01,4.757071749e+01,5.668917809e+01,5.946564821e+01,2.874454748e+01,2.814658721e+01,6.888974792e+01,3.030950415e+01,3.101111810e+01,5.838600704e-01,2.177726697e+01,7.405048387e+01,5.657569846e+01,2.215762707e+01,3.120057549e+01,4.660548655e+01,4.988690625e+01,8.426570761e+01,5.695769056e+01,7.817980168e+01,5.748197283e+01,8.559844600e+00,7.727389639e+01,8.268480602e+01,9.755794850e+01,7.467104679e+01,9.252583991e+01,4.760359434e+01,8.982848096e+01,8.546184991e+01,3.365663213e+01,9.477016373e+00,8.982819485e+01,9.736181657e+01,7.256227988e+01,6.255401329e+01,1.754091039e+01,8.046727473e+00,7.756115597e+00,2.283690112e+01,3.073261768e+01,1.530862301e+01,1.468047919e+01,4.336040637e+01,3.075441552e+01,4.302374049e+01,8.986563280e+01,4.710263759e+01,2.057734676e+01,5.664133895e+00,7.387920620e+01,3.906166389e+01,6.626066033e+01,6.582899429e+01,8.044486959e+01,4.191331881e+01,3.013159213e+01,6.408653665e+01,5.372101946e+00,9.713783718e+01,9.525278205e+01
4.852599698e+01,8.805118281e+01,3.333669292e+01,3.756535554e+01,7.184956498e+01,7.580078554e+00,2.304704064e+01,9.446401037e+01,4.188441436e+00,4.060167732e+01,6.603072462e+01,9.645160941e+01,9.693938351e+01,5.820539535e+01,5.667595480e+01,7.145329959e+01,6.166789833e+01,6.255506997e+01,8.332524074e+01,9.235558026e+01,7.690066395e+01,6.080850085e+01,2.622447846e+01,7.965330017e+01,7.672903286e+01,9.916343848e+01,3.052119731e+01,4.883921358e+01,8.191959398e+00,6.317836756e+01,8.060812474e+01,6.030802256e+01,7.654141072e+01,7.391311565e+01,4.023770795e+01,9.107172404e+01,3.933416335e+01,2.752293613e+01,1.767528875e+01,2.077267771e+01,5.121649185e+01,7.606988237e+01,8.732928441e+01,1.568679591e+01,1.515278507e+01,6.413610432e+01,5.925795442e+00,8.957112555e+01,5.584718871e+00,7.047343552e+01,7.497390662e+01,9.175621319e+01,4.300929095e+01,6.882640576e+01,3.915889020e+00,3.438496414e+01,6.905756995e+01,8.305821425e+01,1.195498570e+00,5.877692466e+01,6.927496726e+01,7.537280928e+00,2.001244874e+01,8.534032854e+01,2.708706912e+01,7.829367601e+01,4.280020779e+01,9.256611028e+01,5.387288587e+01
7.632319346e+01,5.218641848e+01,1.550594028e+01,7.823463721e+01,8.798312874e+01,2.358891079e+01,2.843509730e+01,5.028292670e+01,1.399319179e+00,1.484777148e+01,5.562569210e+01,4.141269117e+00,1.861470698e+01,8.055903838e+01,5.401946047e+01,4.486608600e+01,5.725932244e+01,7.852152218e+01,8.879549324e+01,9.588584203e+01,8.980137263e+01,6.687570037e+01,9.839763577e+00,3.963156055e+01,9.222816849e+01,6.130299521e+01,7.058648787e+01,2.153291257e+01,6.166033495e+01,6.597381435e+01,7.460465888e+01,8.673374407e+01,6.596776238e+01,7.013498917e+01,4.922809647e+01,2.514840401e+01,8.370900808e+01,7.656742100e+00,2.594010083e+01,3.470440633e+01,9.401132314e+01,4.211222317e+01,3.511047695e+01,5.931580176e+01,3.478007778e+01,9.080628135e+01,6.793705485e+01,9.904523920e+01,6.838057863e+01,9.984778951e+01,5.215164587e+01,1.170735990e+01,9.114633885e+01,8.576673973e+01,6.608935621e+00,1.530496526e+01,7.445536588e+01,5.253637296e+01,1.431877213e+01,1.047596514e+00,9.323210586e+01,6.406860502e+01,5.654079760e+01,3.062503319e+01,8.288982117e+01,7.057075271e+00,5.483588003e+01,4.891373265e-01,5.084263474e+01
6.804691378e+01,6.311016085e+01,1.169601239e+01,8.407107606e+01,5.675042939e+01,8.041770911e+01,7.037655431e-01,2.567929231e+01,7.597023085e+01,8.428729238e+01,3.578115795e+01,1.829873562e+01,9.558322400e+01,4.303840221e+01,9.374718818e+01,7.301564751e+01,8.484039846e+01,3.114469940e+01,5.608385458e+00,6.255524436e+01,4.804287498e+01,8.800204371e+01,5.711888677e+01,6.704016598e+01,2.697594646e+01,8.381548815e+01,5.139067440e+01,3.669506743e+01,1.427768184e+01,1.261055764e+01,9.041387062e+01,9.651575783e+01,5.560586082e+01,9.006098371e+00,5.604507514e+01,9.503391187e+01,5.892976332e+01,7.021037279e+01,9.303819508e+01,9.719169287e+01,1.529193260e+01,4.018402858e+01,2.631347953e+00,1.221223769e+01,1.279363523e+01,4.505096077e+00,2.706041506e+01,8.237891313e+01,1.294159272e-01,3.190734651e+01,7.948334679e+01,7.145795448e+01,8.530729724e+01,6.183523125e+01,3.233186258e+01,1.918132405e+01,4.574901131e+01,8.251189946e-01,2.080807253e+01,7.467467814e+01,3.325313928e+01,3.710834851e+01,6.027099123e+01,3.298973198e+01,7.031814956e+01,8.291009589e+01,1.455120813e+01,9.004870373e+01,9.897637040e+01
5.046109527e+01,3.454852425e+01,9.326413457e+01,5.556864167e+01,4.776119324e+01,2.602620345e+01,9.754189262e+01,7.624502330e+01,5.905964677e+00,5.859809988e+01,5.465951280e+01,4.984098490e+01,2.249643230e+01,3.675533647e+01,6.981798683e+01,7.673625197e+01,5.158837830e+01,6.232554723e+01,6.865967044e+01,5.561691006e+01,9.268910004e+01,9.548340516e+01,3.338608912e+00,4.324090134e+00,5.564939113e+01,7.959777595e+01,8.809702091e+00,6.389918138e+00,7.921900430e+01,5.925059514e+01,5.172816345e+01,3.928390316e+01,2.278892126e+01,5.602301748e+01,3.224497657e+01,3.698366902e+01,6.570154616e+01,7.510415743e+01,7.248659139e+01,1.137582548e+01,4.710809136e+01,8.327508271e+01,9.157147933e+01,7.886434473e+01,6.992063106e+01,6.308619871e+01,6.579793185e+01,3.874940035e+01,5.627733208e+01,6.877085374e+01,5.037702941e+01,5.068561565e+01,6.816087991e+01,1.215421656e+01,3.609550945e+01,1.218277548e+01,1.916565125e+00,1.429976374e+01,2.184497087e+01,2.361109609e+01,2.327874054e+01,5.560673663e+01,6.973551694e+01,3.943963924e+01,8.717808053e+01,7.379152717e+01,4.692443367e+01,4.872946702e+00,4.339983431e+01
9.708012894e+01,5.815560681e+01,9.390020118e+01,6.206538615e+01,5.514683013e+01,5.577305375e+01,9.163622886e+01,5.178013354e+01,6.095810207e+01,7.725475882e+00,7.018814361e+01,6.018091945e+01,9.611641928e+01,7.778754142e+00,5.547053533e+01,5.662234066e+00,7.475191854e+01,8.339404257e+01,5.531814865e+01,6.097192193e+01,3.843017795e+00,2.467898548e+01,6.397432057e+01,5.540863478e+01,8.967040487e+01,4.782151588e+01,1.702761084e+01,3.851690438e+01,6.245438282e+01,5.994486867e-02,2.183691227e+01,2.545591011e+01,6.617793152e+01,2.815520373e+01,6.791208252e+01,7.697780930e+01,1.781805829e+00,8.731786198e+01,9.738038586e+01,6.963287629e+01,2.807887040e+01,7.989996048e+00,7.110317830e+01,6.806302711e+01,4.512418859e+01,7.392789109e+01,9.233453987e+01,3.546351910e+01,5.474258341e+01,9.328694036e+01,5.481704995e+01,1.317965056e+01,7.849557281e+01,7.245904110e+01,7.955271432e+01,5.500956097e+01,3.530331695e+01,6.272217893e+01,6.381508006e+00,3.603401752e+01,1.303721034e+01,7.856059027e+01,5.407664906e+01,5.701683058e+00,3.099534369e+01,8.212907632e+01,3.397628114e+01,4.967585870e+01,9.153541713e+01
1.122513637e+01,1.272590481e+01,6.112475599e+01,9.852870640e+00,1.110709426e+01,1.252674766e+01,7.388815726e+01,6.132282940e+00,7.156051761e+00,2.190916499e+01,4.634713069e+01,7.683897205e+01,8.828102430e+01,9.371698700e+01,9.096223011e+01,4.711171511e+01,9.170494440e+01,6.513493236e+01,2.399274581e+00,5.027472174e+01,1.335571337e+01,9.478856341e+01,6.844197754e+01,3.638045583e+01,2.353568256e+01,8.642343771e+00,6.398148971e+01,2.749412766e+01,1.931868451e+01,5.408452347e+00,5.782378246e+00,4.643520310e+01,1.192497159e+01,8.925086234e+01,3.250364144e+01,8.189151764e+01,3.440391513e+01,2.507626800e+01,6.919372346e+01,9.750544584e+01,4.520549769e+01,2.824590654e+01,2.186771555e+01,7.522664003e+00,2.381865041e+01,8.265060940e-01,3.802374556e+01,9.127729737e+01,7.943471186e+01,8.854299344e+01,5.089280365e+01,9.753676324e+01,2.994615283e+01,1.279706008e+01,3.247760494e+01,8.305126561e+01,8.260057664e+01,7.520425924e+01,1.471786908e+01,1.211002547e+01,8.679664181e+01,8.713190761e+01,8.446332921e+01,6.391844818e+01,3.434719383e+01,7.443653584e+01,2.321829460e+01,7.517384753e+01,3.699453084e+01
5.236321378e+01,9.290416974e+01,1.829036814e+01,6.189287549e+01,4.262326381e+01,1.575208453e+01,4.013470825e+01,4.623707944e+01,9.810051532e+01,3.022601533e+00,2.383749714e+01,9.672712488e+01,3.252583868e+00,3.214165424e+01,7.080852528e+01,2.581542819e+01,9.901159242e+01,6.294982694e+01,2.762732095e+01,3.531812333e+01,6.022994386e+01,3.199070234e+01,9.558422641e+01,6.804581482e+01,3.198651175e+01,6.425616098e+01,1.572713440e+01,8.748283394e+01,9.597231944e+01,5.784694262e+01,9.485042359e+01,9.616284079e+01,8.662112428e+01,4.281462357e+01,2.354081918e+01,2.376645295e+01,6.088183226e+01,7.911267861e+01,6.976722524e-01,5.199688921e+01,6.213004077e+01,2.314026785e+01,2.019118475e+00,3.914111525e+01,1.768312314e+01,4.600437058e+01,7.477770942e+00,7.097166155e+01,6.238476041e+01,6.252475000e+01,4.568325541e+01,9.789546856e+01,9.711321436e+01,3.765336732e+01,5.778591565e+01,1.091195761e+01,6.747448714e+01,8.429716998e+01,3.894106144e+01,7.407853622e+01,5.540730140e+01,3.232492298e+01,8.589018379e+01,9.270706480e+01,7.689058001e+01,7.325636606e+01,1.137663129e+01,4.044395544e+01,6.502265437e+00
3.117811087e+01,5.431715480e+01,8.616871046e+01,5.225999792e+01,4.576021472e+01,9.608887141e+01,7.192186195e+01,1.201044216e+00,5.847157073e+01,3.479501080e+01,7.710155062e+01,2.906315332e+01,1.192378670e+00,7.988522211e+01,2.147733220e+01,4.886074961e+01,8.364496522e+01,9.063689582e+01,7.786712235e+01,9.383345800e+01,1.837992158e+01,3.940226465e+01,8.449061216e+01,2.131668519e-01,4.304473232e+00,8.867453668e+01,4.273879126e+01,1.712107862e+01,6.872683183e+01,6.978632756e+01,1.555912662e+01,2.032377487e+01,7.121012143e+01,5.144959942e+01,2.693506331e+01,8.173370498e+01,4.470788273e+01,2.527279765e+01,3.447802209e+01,5.476475816e+00,7.813791793e+01,5.228917901e+01,8.107457817e+01,4.327961465e+00,7.795187538e+01,3.993950782e+01,8.495510536e+01,9.480574595e+01,8.306616434e+01,5.249716353e+01,5.395870121e+01,9.206438261e+01,6.754062183e+01,4.002013598e+01,3.328598355e+01,3.097944195e+01,5.748747368e+01,5.336190195e+01,4.703314124e+01,3.196546459e+01,8.402425923e+01,2.907787718e+01,6.919762677e+01,4.634693809e+01,4.462532260e+01,3.839443668e+01,8.618447950e+01,9.864368863e+01,4.738464856e+01
8.228585283e+01,6.407190105e+01,7.047368411e+01,8.741135290e+01,4.207116222e+01,9.849434786e+01,7.838332663e+01,4.361292855e+01,2.305623966e+01,3.011545032e+01,5.887619548e+01,4.578072606e+01,7.361276254e+01,4.756575960e+01,1.064321157e+01,9.792361973e+01,9.584390164e+01,9.466392574e+01,2.349532313e+01,4.598133257e+00,8.541462681e+01,9.171484529e+01,4.168015751e+00,1.611474352e+01,6.552635905e+00,6.503671177e+01,9.924235659e+01,2.668040910e+01,4.388465565e+01,1.073965697e+01,8.195472268e+01,1.316453717e+01,4.240613342e+01,1.712483313e+01,9.342058092e+01,7.379134443e+01,8.918307021e+00,4.272881092e+01,1.401497259e+01,4.076695959e+01,5.638340136e+01,7.267928267e+01,3.689726735e+01,9.360929053e+01,2.807847336e+01,8.651959760e+01,5.439754015e+00,1.956150661e+01,5.694946957e+01,3.391341332e+01,7.708037780e+01,3.543553919e+01,8.286410522e+01,7.459300687e+01,5.108984245e+01,1.290903366e+01,7.257452235e+01,4.723141727e+01,5.789412763e+01,1.665073779e+01,2.766926793e+01,3.221460060e+01,4.295374280e+01,6.282493144e+01,6.437598004e+01,3.752081932e+00,4.805134953e+01,6.953928208e+01,6.122096888e+01
7.751434970e+01,6.897441468e+01,8.402804855e+01,6.718032795e+01,9.099386286e+01,1.673778393e+01,6.558311356e+01,2.073981552e+01,1.167968952e+01,5.867742958e+01,1.414773715e+01,3.670204933e+01,2.133535622e+01,3.144364891e+01,3.992887943e+01,7.647844363e+01,5.081484310e+00,7.995655733e+01,4.846763797e+01,6.569357773e+01,8.753304328e+01,5.221816084e+01,8.077563015e+01,1.861656176e+01,7.723070809e+01,2.327743391e+01,1.555699096e+01,7.068229894e+01,9.968591438e+01,1.029956101e+01,1.493959544e+01,7.808656464e+00,3.779310863e+01,1.896485541e+01,7.830478681e+01,8.574984136e+00,4.710066054e+01,8.563218230e+01,5.770168744e+01,8.502098194e+01,6.854534167e+01,7.557515048e+01,7.843084226e+01,1.740123741e+01,5.194185915e+01,9.266182046e+01,1.838703979e-01,8.718079280e+00,3.618842654e+01,1.224265504e+01,5.386053425e+01,2.076472362e+01,8.132958506e+01,8.712449882e+01,3.806335836e+01,6.277916120e+01,1.563935829e+01,1.743331249e+00,9.108239572e+01,1.039739679e+01,7.856799662e+01,7.501943638e+01,2.335423517e+01,3.962964249e+01,5.221335905e+01,6.171402957e+01,2.883396914e+01,7.804929362e+01,5.593491939e+01
3.529808220e+01,5.079448875e+01,7.164726680e+00,7.887960119e+01,4.408782814e+01,5.619754887e+01,3.199920204e+00,2.369389530e+01,1.491129378e+01,9.170836569e+01,7.091605599e+01,5.181681808e+01,1.816515785e+01,8.818338307e+01,5.772188989e+01,8.354062438e+01,7.802210658e+01,5.327353187e+01,6.283047946e+01,9.926755581e+01,4.210849037e+01,8.500741188e+00,1.250690280e+01,2.151404086e+01,4.093181528e+01,1.111847763e+01,8.579497152e+01,6.960188807e+01,1.098333315e+01,9.785234697e+01,1.360981793e+01,9.080030175e+01,5.417871190e+01,8.379574496e+01,3.601455693e+01,9.841048085e+01,6.740051592e+01,6.561672241e+01,2.823262255e+01,4.617658732e+00,2.422721636e+01,3.869966207e+01,2.174594911e+01,7.367097902e+01,7.550555293e+01,8.638022540e+01,3.693909271e+01,4.425288041e+01,6.706226236e+01,8.838115998e+01,2.288046392e+01,3.299541326e+01,9.052250949e+01,1.099971271e+01,8.588994167e+01,9.232561859e+01,9.446722184e+01,2.457599040e+01,6.038195987e+01,8.013797915e+01,4.825103381e+01,9.767520495e+01,7.195607271e+01,2.207696115e+01,2.631750170e+01,2.666444560e+01,1.424741316e+01,2.548038844e+01,1.269541183e+01
4.565399446e+01,4.609175820e+01,5.703500166e+01,1.662719711e+00,4.247443487e+01,6.037163182e+01,4.572019822e+01,9.810295339e+01,7.967583194e+01,3.543958779e+01,2.062376791e+01,8.233271539e+01,5.210644334e+01,8.257324900e+00,7.799759842e+01,3.163892859e+01,9.081265030e+01,3.260199557e+01,2.511461988e+01,4.981327179e+01,7.398852940e+01,4.795768122e+01,3.655106955e+01,8.316770433e+01,2.624506503e+00,1.240197207e+01,1.417601878e+01,6.501092524e+01,6.507304230e+01,1.348638009e+01,8.614394499e+01,2.152119091e+01,9.247099659e+01,9.296839121e+01,1.603670029e+01,4.054121580e+01,5.633977355e+01,5.853399263e+01,4.066432254e+00,6.050346294e+01,1.184886564e+01,9.913486884e+01,6.497667015e+01,2.708980604e+01,2.914394599e+01,7.604768490e+01,8.433631262e+01,2.211276288e-01,4.073563837e+01,3.066206086e+01,8.241629117e+01,9.252977967e+01,1.227669102e+01,3.372143816e+01,6.607750564e+01,7.802918130e+01,7.858129130e+01,6.758200329e+01,3.185722904e+00,3.239939379e+00,9.129028007e+01,3.289161640e+01,8.384458013e+01,3.617948621e+01,5.492476196e+01,7.317263502e+01,8.173162267e+00,8.539818601e+01,2.036264962e+01
5.496936521e+01,5.152189019e+01,2.353739738e-02,9.677704679e+00,4.627194620e+01,7.280712078e+01,6.866973915e+01,8.776933283e+01,7.322657552e+01,2.918313242e+01,6.546070362e+01,9.874419912e+00,4.361006096e+01,1.160294052e+01,5.725306056e+01,8.750438776e+01,6.107829458e+01,3.715328606e+00,6.572928976e+01,5.937801905e+01,7.750439898e+01,3.364928889e+01,7.630526477e+00,6.090689452e+01,4.580091229e+01,7.542571356e+01,2.396602630e+01,3.783210888e+01,7.465611106e+01,5.316952398e+01,1.737491348e+01,2.048017131e+01,2.986448009e+01,7.831899895e+01,5.634804692e+01,1.710935728e+01,7.877272457e+01,8.222849713e+01,2.910347341e+01,9.949767063e+01,7.650982409e+01,7.592261878e+01,2.759245675e+01,6.894797109e+01,3.022325304e+00,5.397252428e+01,7.035420976e+01,8.756031597e+01,2.357978352e+01,6.557891495e+01,5.258197950e+01,7.952940115e+01,8.042871011e+01,5.993140536e+01,4.029957828e+01,2.633898353e+01,8.916149507e+00,8.896451565e+01,6.653115131e+00,8.687052867e+01,9.474668684e+01,5.358761840e+01,6.213383238e+01,1.521984158e-01,6.599238049e+01,1.358029693e+01,3.838833530e+01,7.517643471e+00,4.246725794e+01
6.746107652e+00,1.798762527e+01,6.027163588e+01,2.161380285e+01,1.729008488e+01,4.998333470e+01,3.731699762e+01,8.090682969e+01,6.246068707e+01,3.841647765e+01,9.295729575e+01,3.329191372e+01,6.888697470e+01,6.694215439e+01,4.913525084e+01,9.111385798e+00,9.849391149e+00,4.184670159e+01,5.743659231e+01,6.919295660e+01,2.888461892e+01,9.185935861e+00,4.090128007e+01,6.579389708e+01,4.766027474e+01,2.487815644e+01,9.465955530e+01,5.606744779e+01,3.503648045e+01,9.559132065e+01,5.059167498e+00,7.750205430e+01,2.513167418e+01,4.677557041e+00,5.421853076e+01,3.154506055e+01,2.252652397e+01,9.827318550e+00,2.709231347e+01,5.798323693e+01,8.303642020e+00,8.132953832e+01,5.469053572e+01,6.335515461e+00,7.747404591e+01,1.230613594e+01,4.864713704e+01,1.599384230e+01,1.801565410e+01,1.116047012e+01,2.817455992e+01,3.472552608e+01,9.370923430e+01,8.492167514e+01,1.404260296e+01,3.762014220e+01,7.968796571e+01,8.355185563e+01,2.806977305e+01,2.352066899e+00,7.448217742e+01,5.955981544e+01,2.765387663e+01,4.079509661e+01,8.952034459e+01,9.420002898e+01,6.348899677e+01,1.243164528e+01,1.457326899e-01
9.531238087e+00,6.711436849e+01,2.361976174e+01,8.822431745e+01,4.543372566e+01,1.373138442e+01,6.964287294e+01,8.742862462e+01,1.708778679e+01,1.364984371e+01,9.130227814e+01,4.893546003e+01,8.271516983e+01,3.750180956e+01,1.519829907e+01,9.697487851e+00,6.562146191e+01,2.136312147e+01,6.963752650e+01,9.233765619e+00,5.744801570e+01,4.908749750e+01,8.462120056e+01,3.063546011e+01,9.288099682e+01,4.608479965e+00,8.239288463e+00,8.302155461e+01,9.746106201e+01,9.494910427e+01,1.448399365e+01,4.080804841e+00,6.114756736e+01,1.619667250e+01,2.243448694e+01,3.123969376e+01,5.984101493e+01,3.585213328e+01,2.793014990e+01,1.594803535e+01,9.103518480e+01,7.731057327e+01,4.615225798e+01,2.242714683e+00,7.729077491e+01,6.752600469e+01,8.477904199e+01,7.852244315e+00,3.776189591e+01,4.573271913e+01,7.836792880e+01,1.172424595e+00,8.767068644e+01,1.606264856e+01,6.939979327e+01,4.190293324e+01,8.663356661e+01,9.374583092e+01,9.871860346e+01,2.751836837e+01,6.321852585e+01,8.042496554e+01,1.068895057e+01,2.265500659e+01,5.265679039e+01,6.317641129e+00,6.950514356e+00,1.087842080e+01,7.789751312e+01
7.796669907e+01,5.582706751e+01,3.845674794e+01,4.917674876e+00,9.749282785e+01,4.435785302e+01,8.826729840e+01,4.838586103e+01,7.194064821e+01,1.264755675e+00,3.913587753e+01,4.964232025e+01,9.398949862e+01,7.903604947e+00,7.707159069e+01,7.511417541e+01,6.572913067e+01,1.028087442e+01,9.254988836e+01,3.519154453e+01,8.627508787e+01,2.582929591e+01,1.832498855e+01,9.655300870e+01,5.519010321e+01,8.667788237e+01,9.391153534e+01,8.564814664e+01,7.440653577e+01,4.394446120e+01,8.672013476e+01,1.307751336e+01,7.781779776e+01,2.409078428e+01,4.731895676e+00,3.757214518e+01,3.237226641e+01,6.476267096e+01,1.812811256e+01,6.442353423e+01,9.752972950e+01,1.213101341e+00,9.005586576e+01,3.178376840e+01,6.792899308e+01,4.331361237e+01,7.270269784e+01,5.460196462e+01,4.292913437e+01,1.558270631e+01,4.352226611e+01,8.631925374e+01,4.617973778e+01,3.976811309e+01,7.812667592e+01,9.553136677e+00,9.745022889e+00,2.593886156e+01,1.243862471e+01,9.615287546e+01,3.368570618e+01,4.267846712e+01,9.490135655e+01,5.953003959e+01,9.498479104e+01,8.712828001e+01,3.933698672e+01,6.205427489e+01,2.338783621e+01
