v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98
8.009571263e+01,6.509382569e+01,8.255888007e+01,5.350215210e+01,1.076610993e+01,7.459601116e+01,8.704056186e+01,8.081540063e+00,9.028566922e+01,6.666905327e+01,7.947924468e+01,4.738640037e+01,6.595645347e+01,4.193767784e+01,6.204411725e+01,1.184564540e+01,9.425671506e+01,1.623129058e+01,6.080120018e+01,8.562310801e+01,7.529261002e+01,3.651159751e+00,7.739838356e-01,8.309441283e+01,5.341182631e+01,8.395464028e+01,4.767388286e+01,9.892967512e+01,6.201279888e+01,3.856852764e+01,1.030539675e+01,2.862538427e+01,2.435716266e+01,4.117286105e+01,3.276894641e+01,2.818217912e+01,7.727742928e+01,8.211269430e+01,6.752056721e+00,1.435330073e+01,5.312490490e+01,5.277436354e+01,4.785765089e+01,4.639572415e+01,3.187664439e+01,6.483217702e+01,6.697095474e+01,6.633495781e+01,8.798838966e+01,9.592746669e+01,7.957305997e+01,4.563981777e+01,3.199344546e+01,5.101019155e+01,9.664489341e+01,3.673498001e+01,6.447320005e+00,7.936377035e+01,7.491076058e+01,3.431116113e+01,7.560642403e+01,3.260261826e+01,1.634762614e-01,6.653283029e+01,9.477848346e+01,7.473285043e+01,7.775636540e+01,6.847457730e+01,7.274484202e+01,3.849559368e+01,3.866569682e+01,1.393012383e+01,8.397505458e+01,9.723286996e+01,6.847458696e+01,3.502277641e+00,5.587065769e+01,3.490715747e-01,9.136105114e+01,2.214562825e+00,9.132290722e+01,8.043405087e+01,4.522171755e+01,6.097064292e+01,2.886373940e+01,8.917496558e+01,9.153979541e+01,3.464325113e+01,8.257758722e+01,2.881814611e+00,5.553504501e+01,4.094009061e+01,6.788267941e+01,3.086899779e+01,3.403845173e+01,9.536918259e+01,5.054180325e+01,8.939914511e+01
4.150250194e+01,1.648765431e+00,6.807910814e+01,2.695477749e+01,8.313354998e+01,7.939538721e+01,7.173621930e+01,3.529208956e+01,2.225361133e+01,7.164807149e+01,1.805282642e+01,1.186066986e+01,6.880843462e+01,6.437413595e+01,7.018454872e+01,3.144711576e+01,3.890948017e+01,7.702986300e+00,9.413605251e+01,3.836109678e+01,1.107375275e+00,5.134595033e+01,8.935616588e+01,1.210814091e+01,3.444289798e+01,6.405700350e+01,3.583471351e+00,4.161965788e+01,2.137360921e+01,2.403666966e+01,3.151823374e+01,3.582224443e+01,3.947813616e+01,9.658711130e-01,9.972016349e+01,9.613595291e+00,4.426226149e+01,9.098664296e+01,2.469065605e+01,7.870248791e+01,2.459723877e+01,5.516915671e+01,3.671827342e+01,6.206786853e+01,5.220706131e+01,7.282594838e+01,7.839432910e+01,6.809632042e+01,5.599757605e+01,3.654489635e+01,1.753780688e+01,9.833002788e+01,2.256272339e+01,9.191966326e+01,5.589314464e+01,7.023271401e+01,4.362251063e+01,1.507424531e+01,8.047358238e+01,5.063162844e+01,6.981414731e+01,8.778231362e+01,7.823661381e+01,4.877598750e+00,9.532802657e+01,7.627572530e+01,4.078795818e+01,7.874062791e+01,8.126531381e+00,1.099851309e+00,3.705177502e+01,4.917638298e+01,8.183988703e+01,2.988587137e+01,8.210111306e+01,4.431297016e+01,8.511408056e+00,5.749836311e+01,3.817236861e+00,9.561854137e+01,5.467756180e+01,4.566265355e+00,8.262931300e+00,7.925928917e+01,9.239802714e+01,6.872249255e+00,9.836112380e+01,5.056436401e+01,4.937097383e+01,6.804177091e+00,8.174652496e+01,7.074831430e+01,8.037794559e+00,7.630157057e+01,4.519863991e+01,4.121127029e+01,2.893111022e+01,9.564764937e+01
4.978256867e+01,8.665068699e+01,8.711737502e+01,6.148748692e+01,7.069593970e+01,3.531527902e+00,4.998862624e+01,1.397316899e+01,6.701704279e+01,1.336993479e+01,8.950546373e+01,7.478695026e+00,9.197323803e+00,6.133542300e+01,1.551583868e+01,7.658507261e+01,3.141903440e+00,6.362475368e+01,5.356630202e+01,8.273952422e+01,6.186633799e+01,8.744507267e+01,8.613227639e+01,9.764362888e+01,4.995670405e+01,1.005549344e+01,4.940544447e+01,1.614000257e+01,4.423344592e+01,5.267009411e+01,6.298491870e+01,9.415777330e+01,4.330530159e+01,3.003501045e+01,4.326480075e+01,8.430512707e+01,8.640880300e+01,5.462754154e+01,2.159106108e+01,3.316090204e+01,7.657620925e+01,8.491700890e+01,8.463319655e+01,6.853804343e+01,2.397740752e+01,7.973742510e+01,7.224466326e+00,6.440436608e+01,1.529059439e+01,3.714773798e+01,3.597061638e+01,5.638996606e+01,4.649653347e+01,9.787577134e+01,4.233341409e+01,3.127909263e+01,2.515027957e+01,2.853416535e+00,3.046401626e+01,6.611930959e+00,1.009601892e+01,1.360749461e+01,9.680258929e+01,8.693158576e-01,9.497164744e+01,4.490659379e+01,3.197805288e+01,4.638526370e+01,8.509553114e+01,1.972443606e+01,2.792063448e+01,5.905686474e+01,2.473761662e+01,1.307456461e+01,1.780824576e+01,9.411868906e+01,6.139139549e+00,2.591398685e+01,3.513524442e-01,6.177933205e+01,6.871652058e+01,8.283958267e+01,5.561919121e+01,7.709673966e+01,6.229098692e+01,5.291473418e+01,5.474291899e+01,6.514226002e+01,5.487865205e+01,2.740266324e+01,8.379943205e+01,5.538209313e+01,5.066318405e+01,4.088829368e+01,3.802476070e+01,8.973003097e+01,4.668791514e+01,8.672338927e+01
2.863349823e+01,2.151919015e-01,2.901140473e+01,3.544652890e+01,3.001132735e+01,7.671414286e+01,9.448200298e+01,2.021554749e+01,7.580214549e+01,5.809501095e+01,1.303621201e+01,1.409565221e+01,1.541833445e+01,1.542709122e+00,9.684054644e+01,6.772302556e+01,8.871882927e+00,6.213223197e+01,8.868464968e+01,1.284232108e+01,5.252504405e+01,8.879618906e+01,8.337566706e+01,4.187203917e+01,8.898449928e+01,3.321791868e+01,1.662368941e+01,5.187374897e+01,4.001393665e+01,9.664869048e+01,3.655973133e+01,6.114967991e+01,6.509922062e+00,7.624834090e+01,5.832820033e+01,8.749819231e+01,6.918628997e+01,1.670338704e+01,7.696936947e+01,5.334632630e+01,5.035692484e+01,1.447710736e+01,5.426552402e+01,6.050677971e+01,7.509886639e+01,9.273987869e+01,8.730787085e+01,7.139858677e+01,4.582018253e+01,1.631749941e+01,7.087988966e+01,9.711464135e+01,2.624092772e+00,7.486758637e+01,2.585838659e+01,2.761479306e+01,9.372081053e+01,4.734429664e+01,8.991501340e+01,5.992787736e+01,7.187094594e+01,3.814831675e+01,7.836975746e+01,4.096761003e+01,7.375495236e+00,8.111052174e+01,6.050084133e+01,5.479286675e+00,9.656565729e+01,1.441249609e+00,2.175833862e+01,8.568554059e+01,7.945711035e+01,6.443266203e+01,2.653408490e+01,9.786563393e+01,3.927250435e+01,6.171227018e+01,8.691388056e+01,4.020365120e+01,2.795751591e+01,8.570919895e+01,6.498965391e+01,9.185255736e+01,3.429215666e+01,9.205951741e+00,6.447899286e+00,4.675136927e+01,1.042824187e+01,8.127411290e+01,5.187430544e+01,5.029304542e+01,3.276491577e+01,8.016173739e+00,7.869700096e+01,6.798333468e+00,5.644903730e+01,1.714361301e+01
6.892297505e+01,1.166670997e+01,7.585872762e+01,9.622060334e+00,9.071294351e+01,6.793351965e+01,8.471911591e+00,7.367686468e+01,4.393157813e+01,2.382538969e+01,4.564557459e+01,6.247799704e+01,5.878335029e+01,4.339890007e+01,7.808973878e+01,2.365479069e+01,7.546793108e+01,3.370214387e+01,6.312854870e+01,5.122668256e+01,1.282546210e+01,2.500413519e+01,8.211979643e+01,9.724554823e+01,2.592969083e+01,5.481126736e+01,6.960119734e+01,5.408475455e+01,3.174095753e+01,1.083014537e+01,8.927377367e+01,5.928080957e+00,4.868833580e+01,8.021130636e+01,5.297913381e+01,5.467608898e+01,3.952384359e+01,8.308720520e+01,5.471873743e+01,8.867749301e+01,7.952779746e+00,2.371592370e+01,9.619673589e+00,6.461305676e+01,3.456797541e+01,7.375503192e+01,7.517721330e+01,7.518723221e+01,9.736565776e+01,2.847162179e+00,3.762714464e+01,8.381188780e+01,5.133085984e+00,2.910867471e+01,7.379621165e+01,3.657068815e+01,3.057858443e+01,8.749179892e+01,3.263305054e+01,4.282988472e+01,1.782069055e+01,3.970078050e+01,5.632307135e+01,5.071517794e+01,4.297459849e+01,3.049835480e+01,8.915254540e+01,3.510696549e+01,4.679035193e+01,8.121929199e+01,9.250160034e+01,7.274928808e+01,8.044583972e+01,8.251240105e+01,3.592137498e+01,7.043901808e+01,8.428721323e+01,6.998594916e+01,6.082728771e+01,9.092755411e+01,7.856091577e+00,8.465089639e-01,2.346011297e+01,7.784666245e+01,8.807656805e+01,6.140613552e+01,8.080816615e+01,2.505306355e+01,1.330749880e+01,6.226152722e+01,2.782729667e+01,7.451751648e+01,5.869231022e+01,7.865547992e+01,2.953874465e+01,6.054685324e+01,8.912561687e+01,7.182904746e+01
3.193365551e+01,7.955004004e+01,9.053666751e+01,6.821070340e+01,8.035606547e+01,8.671075200e+01,6.908036444e+00,6.017163363e+01,5.365844046e+01,4.691785130e+01,9.678638162e+01,7.673164619e+01,9.925241443e+00,3.626337760e+01,4.059768266e+01,6.537841485e+01,6.757481058e+00,5.921688738e+01,3.503634533e+01,4.769174532e+01,8.451690605e+01,1.694806353e+01,5.011869885e+01,9.595526587e+01,6.187553536e+01,4.170169588e+01,1.248917982e+01,2.728120278e+01,5.451276679e+01,6.114287591e+01,2.119265949e+01,5.464407551e+01,9.247835958e+01,7.835422197e+01,1.287076743e+01,7.284986928e+01,4.549123273e+01,5.531854713e+01,4.992654952e+01,8.548483893e+01,7.922010634e+01,3.647076768e+01,8.290032438e+01,2.958343037e+00,5.236096676e+01,1.312188642e+01,2.736011858e+01,1.129117384e+01,1.853545558e+01,7.083594697e+01,7.991084065e+01,5.209642773e+01,8.037067626e+01,2.416172947e+00,2.765217255e+01,7.048113544e+01,1.866526686e+00,2.371904281e+01,2.168123205e+01,9.237102916e+01,3.231371664e+01,1.049325084e+01,5.125421107e+01,8.110884516e+01,2.556982052e+00,6.303346410e+01,7.357592705e+01,2.500180148e+01,1.000068942e+01,4.856905802e+01,7.319874453e+01,2.140536673e+01,4.537222127e+01,8.476055747e+01,6.768252399e+01,8.596299242e+01,7.146016208e+01,9.539478704e+01,4.489280295e+01,3.192859747e+01,4.265076949e+01,7.720334990e+01,2.585685796e+01,9.171339839e+01,5.722879753e+01,2.087535327e+01,1.887489681e+01,5.458698091e+01,7.044068178e+01,2.387250615e+01,4.299094558e+01,7.173341189e+01,5.487005043e+00,3.998071767e+01,5.661734184e+01,4.967041230e+01,1.382901071e+01,9.676699274e+01
4.048860906e+01,1.981375102e+01,4.965088234e+01,9.819279728e+01,5.731668245e+01,3.836633645e+01,1.816770455e+01,4.075325935e+01,1.830146621e+01,4.157870943e+01,3.657225862e+01,4.769914448e+01,6.120800922e+01,5.277461893e+01,2.446117258e+00,6.781238192e+01,1.194693824e+01,8.210868858e+01,6.901997808e+01,5.105242851e+01,3.679617401e+01,5.935279405e+01,2.641779676e+01,1.327721568e+00,6.793369584e+01,7.461911874e+00,1.252731074e+01,3.580861494e+01,2.367350773e+01,8.998017031e+01,4.471436636e+01,7.547945095e+01,8.382784665e+01,9.589915836e+00,2.065200011e+01,6.306199107e+01,3.843088655e+01,7.544938693e+01,2.645039594e+01,2.180739226e+01,8.981952471e+01,6.931995381e+01,8.208731740e+00,5.251453634e+01,4.721202638e+01,4.561653425e+01,2.498967471e+01,8.994517855e+01,1.285409176e+01,8.013292342e+01,4.309665631e+01,2.234323506e+01,8.704219168e+01,1.318950987e+01,8.117165535e+01,5.243596648e+01,5.876842181e+01,4.264019292e+00,9.953722584e+01,6.440826069e+01,2.667787651e+01,4.357421226e+01,5.518600061e+01,3.521391348e+01,4.585286922e+01,2.389226040e+01,7.538027124e+01,5.810130146e+01,2.926869174e+01,9.450490253e+01,5.255043402e+01,3.101656293e+01,1.678367637e+01,7.110950772e+01,4.943403878e+01,9.219412314e+01,6.943962296e+01,2.340677725e+01,9.028428040e+01,5.640460634e+00,2.129115129e+01,5.062147574e+01,2.434436019e+01,9.387728902e+01,1.521924424e+01,8.060718856e+01,7.127080018e+01,1.075218234e+01,5.947530162e+01,2.653471585e+01,9.263575602e+00,7.327044024e+01,5.201331864e+01,8.407721901e+01,5.824944371e+00,6.865256056e+01,4.541393020e+01,8.293515716e+01
7.326060113e+00,2.921327015e+01,5.561560356e+01,2.029987645e+01,6.459193190e+01,3.363590969e+00,6.996507974e+01,1.706852864e+01,6.999309128e+01,9.908653431e+01,4.835637580e+01,8.811201804e+01,5.030502712e+01,8.292816694e+00,8.662702313e+01,6.745090599e+01,6.919152967e+01,5.823036909e+01,4.820668374e+01,1.120828367e+01,7.228092626e+01,9.224593105e+01,9.025578124e+01,3.557745565e+01,7.613976479e+01,6.777324595e+01,2.684741765e+01,4.720201536e+01,7.173386947e+01,3.765133638e+01,8.435598699e-01,5.918359033e+01,7.051133708e+01,1.118990334e+01,7.940077224e+01,3.346541029e+00,8.657128109e+01,2.226435920e+01,8.425781091e+01,2.111389538e+01,9.994869342e+01,7.934572873e+01,4.660097159e+00,7.125849209e+01,3.030199532e+01,1.231524807e+01,2.635497722e+01,9.291587335e+01,4.055647343e+01,2.706149260e+01,1.521400680e+01,6.073248061e+00,6.163932736e+01,2.709792429e+01,6.660886206e+01,2.110813555e+01,9.749036019e+01,3.935084510e+01,6.366305009e+01,2.200806759e+01,4.811744428e+01,1.786501321e+01,8.565186686e+01,2.624500084e+01,6.798530318e+01,8.864928395e+00,2.757275180e+01,2.095742845e+01,1.537320255e+01,9.558575776e+01,6.779995922e+01,4.550040773e+01,8.197518692e+01,5.046055800e+01,9.502102401e+00,7.585583355e+01,9.595283587e+00,2.447107408e+00,6.446750037e+01,3.757849928e+01,7.589509014e+01,5.315685941e+01,1.884134003e+01,9.287645745e+01,7.173082716e+01,5.669619407e+01,4.468377366e+00,8.166664097e+01,4.370495797e+01,5.282322252e+01,5.048407675e+01,1.656818993e+01,5.709907687e-01,4.711357238e+01,3.275146487e+01,8.620501165e+01,5.618045584e+00,3.538542762e+01
5.124453944e+01,3.152096648e+01,3.846770260e+01,9.121434429e+01,3.534494175e+01,2.651193390e+01,6.012829195e+01,6.862854823e+00,4.402917130e+01,6.542678511e+01,7.302683687e+01,3.134326980e+01,2.887059357e+01,4.139366494e+01,2.456291003e+01,1.535706612e+01,8.271838230e+01,5.166926051e+01,5.915115905e+01,9.919309626e+01,9.581533589e+01,4.087406944e+01,5.332578040e+01,6.780040593e+01,8.593850034e+01,7.970562358e+01,4.845083508e+01,8.268472258e+01,9.063780790e+01,1.676117640e+01,6.563690904e+01,1.852015730e+01,5.742943062e+01,3.077509365e+01,9.719380526e+01,9.167017331e+01,7.218299213e+01,8.380148299e+01,6.005420051e+01,6.416341338e+01,7.744445952e+01,5.045771894e+01,5.505863145e+01,3.651284060e+01,9.975368162e+01,7.590188362e+01,2.701452562e+01,6.562147083e+01,7.351252004e+00,2.498276731e+01,2.369317742e+01,6.473227942e+01,8.687723270e+01,9.754731550e+01,4.187757513e+01,5.681458624e+01,7.460996466e+01,9.141625596e+01,4.384609971e+00,6.434642860e+01,1.028544153e+01,1.955205772e+01,7.080602967e+01,3.488320813e+01,2.163238522e+01,9.050344791e+01,7.433627765e+01,5.242842375e+01,6.650317635e+01,8.199687594e+01,2.190411828e-01,3.085961914e+01,5.957831943e+01,6.650783320e+01,5.977139574e+01,8.577001198e+01,4.998813447e+01,1.552021287e+01,2.394273116e+01,6.600778453e+01,1.920955631e+01,6.564055238e+01,1.733976294e+01,4.611919769e-01,5.817207933e+01,4.173357873e+00,4.127074059e+01,2.901038460e+01,1.374200036e+01,1.940579063e+01,2.509372135e+01,8.398832415e+01,4.225861662e+01,3.836558690e+01,3.016391901e+01,3.388618177e+01,1.340139412e+01,6.453102236e+01
1.020531828e+01,5.812418882e+01,9.741727094e+01,8.463742183e+00,7.400748262e+00,3.667245015e+01,8.800190053e+01,1.527729081e+01,3.413036395e+00,8.555375498e+01,5.205150766e+01,1.647460627e+01,8.389457432e+01,4.351989959e+01,2.935658385e+00,6.691492079e+01,5.319640484e+01,1.289639823e+01,7.170389604e+01,4.029735314e+01,8.831280769e+01,8.628187722e+01,4.564848697e+01,5.467786718e+01,9.398912544e+01,3.360034600e+01,6.486618881e+01,5.826969939e+01,9.969583914e+00,7.983599574e+01,1.539477429e+01,2.212386936e+01,2.060662534e+01,7.458394130e+01,7.012404922e+01,9.046281155e+01,3.674228143e+01,2.377537955e+01,3.016396104e+01,8.337799534e+01,2.520357938e+01,4.881766581e+00,7.355734849e+01,9.385472009e+01,9.116364229e+01,1.413954442e+01,4.302555898e+01,7.421420230e+01,7.944883000e+01,3.242958692e+01,5.378518611e+01,5.787369659e+01,6.629808756e+01,1.388512754e+00,3.215776161e+00,6.920912098e+00,2.437216193e+01,4.719291492e+00,6.699971714e+00,6.387462306e+01,1.586735547e+01,6.543941518e+01,7.902238833e+01,8.486131772e+01,6.537870754e+01,2.715828746e+00,6.990068743e+01,5.061976519e+01,3.223153530e+01,6.300348119e+01,8.253139477e+01,9.713354075e+01,8.354097945e+01,9.080503173e+01,4.226842986e+01,8.730911694e+01,7.518620069e+00,6.477767003e+00,9.755374347e+01,4.361207891e+01,2.590432771e+01,8.521619785e+01,6.799612574e+01,9.143035215e+00,6.368798924e+01,4.025003481e+01,9.764118719e+01,6.921642194e+01,3.149914030e+01,8.566168527e+01,8.885859048e+01,4.629137734e+01,1.173950910e+01,7.356161780e+01,9.852156138e+01,6.490820099e+01,3.178201861e+01,1.713329413e+00
7.387438185e+01,9.622124095e+01,5.126333919e+01,3.835253361e+01,5.088882029e+01,6.785505129e+01,4.517098135e+01,8.755916958e+01,4.312589803e+01,6.413527272e+01,8.608638263e-01,4.071528240e+01,3.852467983e+01,8.075075190e+00,9.524725049e+01,3.783921580e+01,8.584911093e+00,6.046938022e+01,4.986734527e+01,9.667151995e+01,3.315153105e+01,4.191830866e+01,3.607112508e+01,8.646073074e+01,5.468512272e+01,8.827684287e+01,7.137164478e+01,4.754323783e+01,6.095306766e+01,9.043955872e+01,5.848415268e+01,9.608457264e+01,8.045123436e+01,1.271372791e+01,2.957275278e+01,4.266797785e+00,6.735176594e+01,1.421335449e+01,5.144603673e+01,1.092593896e+01,7.641362429e+01,7.379764648e+01,4.973192560e+00,5.480366905e+01,1.652071441e+01,5.880436759e+00,7.298651720e+01,5.930702926e+01,5.712992819e+01,5.597591578e+01,4.676999983e+01,3.504398527e+01,6.496062551e+01,5.230696691e+01,1.604777546e+01,5.021982334e+01,5.228751963e+01,6.100960830e+01,5.512657977e+01,6.470755153e+01,6.430590914e+01,4.369963005e+01,2.202083796e+01,9.900986206e+01,9.208962629e+01,5.378434177e+01,6.655643868e+01,6.078979343e+01,1.936511392e+01,4.964184259e+01,3.881765271e+01,9.872853614e+01,8.676310392e+01,2.265053681e+01,4.622775224e+01,8.670881207e+01,1.690374710e+01,5.553110613e+01,5.738678230e-01,1.211567781e+01,9.484419693e+01,6.208030405e+01,9.311608988e+00,7.417388111e+01,9.876582628e+01,8.563444576e+01,6.946161104e+01,7.721514633e+01,4.247230634e+01,1.178814046e+01,1.680437177e+01,7.241323494e+01,4.516393196e+00,4.219317365e+01,1.035280431e+01,3.443832463e+01,9.224038765e+01,8.280568673e+01
4.819284698e+01,2.732178467e+01,4.342022812e+01,9.852666189e+01,7.077709902e+01,1.339718632e+01,5.235986632e+01,9.994015651e+00,9.870888354e+01,5.778852108e+01,2.681041780e+01,4.693589613e+00,9.336504683e+01,3.799804667e+01,8.815066400e+01,8.336176086e+00,3.167145248e+01,7.067879082e+01,3.542993573e+01,2.674906681e+01,2.165595628e+01,2.167642118e+01,7.689946563e+00,7.391930629e+01,6.946836516e+01,9.076124069e+01,3.989144755e+01,1.902490209e+01,7.622356935e+01,2.053794157e+01,9.364519727e+01,9.360008733e+01,7.013851294e+01,8.656075077e+01,6.804635949e+01,5.815954825e+01,4.026325016e+01,3.245681540e+01,1.779402623e+01,4.860009836e+01,3.711912526e+01,7.244440780e+00,3.276313632e+00,7.057372735e+01,3.772198960e+01,8.628705869e+01,8.008901963e+00,8.452052569e+01,1.841082112e+01,5.899379344e+01,3.721386656e+01,3.883216639e+01,8.051870123e+01,5.713630911e+01,5.057240506e+00,3.244026029e+01,2.429613371e+01,3.479482040e+01,9.183700993e+01,2.795615406e+01,9.164807126e+01,4.155614135e+01,9.805435363e+01,4.385596307e+01,5.691055670e+01,2.123948442e+01,7.361515058e+01,6.716901282e+01,2.880389559e+01,6.785168086e+01,7.568209415e+01,6.490885709e+00,4.513116430e+01,5.692376999e+01,7.544085672e+01,4.549118123e+01,9.393908522e+01,3.330069700e+01,7.632103835e+00,2.900587128e+01,3.941934759e+01,6.194051858e+01,1.951209226e+01,2.480532209e+01,5.953024971e+01,3.214123488e+01,1.833493682e+01,5.148744679e+01,6.906627610e+01,4.688526000e+01,7.477394320e+01,1.014345435e+01,2.442626878e+01,9.834795153e+01,1.459900242e+01,8.700177340e+00,7.079785335e+01,6.751465269e+01
5.899688112e+01,9.847701363e+00,7.504941532e+00,9.728589662e+01,6.955773514e+01,7.222196398e+01,5.399523623e+01,1.516512048e+01,2.019795980e+01,3.792102973e+00,8.876674760e+01,6.259627932e+01,5.600943202e+00,9.427914327e+01,5.191521431e+01,2.454822885e+01,9.245015856e+01,1.384483037e+01,7.225953810e+01,4.491062600e+01,1.667104870e+01,1.472216411e+01,3.968059994e+01,9.327514064e+01,4.318108015e+01,6.687740780e+01,3.714454891e+01,3.986916389e+01,6.237093010e+01,5.278089662e+01,2.723580130e+00,9.734210818e+01,1.426443600e+01,5.051734199e+01,7.651759224e+01,6.043245030e+01,6.706733763e+01,2.768379539e+01,8.146687364e+01,7.007898166e+01,8.024441927e+01,7.289437496e+01,5.870904416e+01,5.640315731e+01,1.755578910e+01,6.868602242e+01,8.050087603e+01,7.265909159e+01,5.864470317e+01,7.756923472e+01,2.815286942e+01,9.524832137e+01,7.427909590e+01,1.463313642e+01,5.591908785e+01,2.392244212e+01,2.024202603e+01,9.620002305e+00,2.468731688e+01,3.251619224e+01,3.042157495e+01,6.324408659e+00,2.672978899e+01,5.491314370e+01,5.530055329e+01,9.816290965e+01,6.033430038e+01,4.800853334e+01,9.259719088e+01,8.152457885e+01,2.974703378e+01,4.616696605e+01,5.930062871e+00,3.035315097e+00,2.320154593e+01,4.955357986e+01,1.941308471e+01,6.133008565e+01,2.614073407e+01,2.896533814e+01,3.912699772e+01,9.914314505e+01,5.725094026e+01,3.018371821e+01,8.033268834e+01,6.437399418e+01,3.723128537e+01,2.554054786e+00,5.185309068e+01,2.673512248e+01,4.390136788e+00,1.246363144e+01,3.344219812e+01,9.738622363e+01,3.177317457e+01,8.022334867e+01,2.570682286e+01,2.549112819e+01
4.428426089e+01,5.712998397e+00,7.976916155e+01,2.219750957e+01,8.830199125e+01,6.919227759e+01,3.954164932e+01,4.748334943e+01,2.274960795e+01,4.091366717e+01,3.339044534e+01,1.719395301e+00,8.262231654e+01,4.264011810e+01,7.427192301e+00,4.295910974e+01,5.476847236e+01,1.093607181e+01,3.164791995e+01,5.838683825e+01,9.595238205e+01,2.101310004e+01,3.233565171e+01,7.190508120e+01,9.181679921e+01,1.985047527e+01,4.077725246e+01,6.273242462e+01,1.299977509e+01,3.860403726e+01,7.583655616e+01,5.695513628e+00,1.098643266e+01,3.604016528e+01,4.303707210e+01,5.343900184e+01,1.070970242e+01,1.296571671e+01,5.448320593e+01,1.080133877e+01,1.969443078e+01,3.437252047e+01,3.372159385e+01,7.005462308e+00,3.739482417e+01,5.175723864e+01,1.817223930e+00,6.454237505e+01,4.346363312e+01,9.078947436e+01,9.638209893e+01,4.121213118e+01,3.564321269e+01,8.227149078e+01,9.182990716e+01,4.152363122e+01,6.778847103e+01,8.139466939e+00,6.725414538e+01,6.161042326e+01,2.161008569e+01,1.495217754e+01,9.769244807e+01,5.647438078e+01,5.318459392e+01,4.730537245e+01,8.138944827e+01,5.310686425e+01,8.376104558e+00,8.701803900e+01,7.749344003e+00,9.946370060e+01,3.558963503e+01,6.020970158e-02,2.592722831e+01,9.542690708e+01,8.474249532e+01,3.204174053e+01,8.050601065e+01,2.509441835e+01,4.210549502e+01,3.225663142e+01,5.024036136e+01,3.174404973e+01,2.248110128e+01,8.538230097e+01,5.206309116e+01,9.709499415e+01,6.172709649e+01,9.124418460e+01,7.284122828e+01,5.664313692e+01,2.396340945e+01,2.104104152e+01,5.132637272e+00,5.710856383e+01,3.253813115e+01,9.317143030e+01
5.331613877e+01,5.119558149e+01,9.352887709e+01,9.387297604e+01,2.679348007e+01,4.786647729e+01,6.779491810e+01,4.768368854e+01,9.587316768e+01,5.184886771e+00,2.482890858e+01,8.568292661e+01,2.937156272e+00,8.407973701e+01,4.238845141e+01,8.848101415e+00,6.949801966e+01,2.041632552e+01,5.520800346e+01,8.923988455e+01,7.499074712e+01,8.324852978e+01,4.996988949e+01,7.844989593e+01,2.642291565e+01,6.384010682e+01,6.815059746e+00,7.453624433e+01,1.706924938e+01,6.456301132e+00,2.306760600e+01,4.102120555e+01,4.010935715e+01,6.054642258e+01,7.216406551e+01,3.022789512e+01,5.843243788e+00,7.807186749e+01,3.528402935e+00,4.844606186e+01,2.054991224e+01,5.452148559e+00,6.492062222e+01,5.165397138e+01,1.261021908e+01,3.718439547e+01,1.524180852e+01,2.225274297e+01,5.635903220e+01,3.554534907e+01,9.436052582e+01,6.692148691e+01,4.208911257e+01,6.192250978e+01,3.113765962e+01,1.867707054e+01,2.173477466e+01,5.178073061e+00,7.457712187e+01,9.617254695e+01,9.538826591e+01,9.573079895e+01,2.193771830e+01,4.194125851e+01,1.282459187e+01,6.099418705e+01,9.888309156e+01,5.186526221e+01,6.298775638e+01,6.710486420e+01,3.809994481e+01,7.360892898e+01,6.450298645e+01,3.165358128e+01,2.051502473e+01,7.949195715e+01,7.515195223e+01,7.954144184e+01,8.206024729e+01,6.038054490e+01,7.008974829e+01,6.224382120e+00,5.981403915e+01,9.064070544e+01,1.637490606e+00,6.019942279e+01,5.857582872e+00,7.283196868e+01,9.358370954e+01,4.403466656e+00,9.902370522e+01,4.729099000e+01,4.326503272e+01,5.976623052e+01,2.731137271e+01,1.985507147e+01,6.805415760e+01,7.267263983e+01
