v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28
6.981671183e+01,2.662669613e+01,8.937828752e+01,7.110562338e+01,6.104804915e+01,9.228630194e+01,8.302384444e+01,7.851408848e+01,8.557612710e+01,6.624191322e+01,4.059301179e+01,5.811516087e+01,3.743259796e+01,5.183130304e+01,3.585465236e+01,1.827367505e+01,7.582067170e+01,2.707306048e+01,5.607755706e+01,3.129274034e+01,8.977749027e+01,1.805683458e+01,1.221538399e+01,6.291455080e+01,2.851344032e+01,9.791849110e+01,4.864316272e+01,4.862573667e+01
1.593464515e+01,2.136021787e+01,6.654145516e+01,9.024183572e+01,5.424499682e+01,9.422277255e+01,8.120876294e+01,9.340675514e+01,3.099938604e+01,3.825162138e+01,9.491770262e+01,2.713328120e+01,7.374809082e+01,6.155928043e+01,1.192171381e+01,6.342060055e+01,3.274151987e+01,4.451343073e+01,8.999410585e+00,7.422461818e+01,6.295290668e+00,6.933286088e+01,4.264239985e+01,9.341660787e+01,1.556331398e+01,9.212723173e+01,9.455039504e+01,7.717662695e+01
6.406428408e+01,4.521680957e+01,1.237476738e+01,2.631426720e+01,5.481894575e+01,3.605625553e+01,6.962170678e+01,6.453208957e+01,9.163112230e+01,5.492312816e+01,7.463734799e+01,8.774349994e+01,2.912808163e+01,2.253741694e+01,3.928130502e+01,6.883716666e+01,7.529612728e+01,2.835263080e+01,8.023186756e+01,6.711898150e+01,3.646969436e+00,4.638813920e+01,4.128876844e+01,6.042491547e+01,9.739891363e+01,5.998598775e+01,8.824227948e+01,7.595552063e+01
8.307572451e+01,3.412627354e+00,6.988311750e+01,2.029046716e+01,7.811227080e+01,6.753270023e+01,3.868164253e+01,7.803760930e+01,5.156886761e+01,9.114581203e+01,8.022911632e+01,2.302399772e+01,1.657713093e+01,3.638174694e+01,8.857288810e+01,3.462931378e+01,4.751480514e+01,3.180527730e+01,6.220132763e+01,4.607758736e+01,8.635580696e+01,5.043184871e+01,1.889299892e+01,7.544338850e+01,6.328752374e+01,9.599582282e+01,5.369463553e+01,1.660531718e+01
2.617960118e+01,5.454271005e+01,1.803186909e+01,7.559114124e+01,1.185236814e+01,2.552601079e+01,1.097927327e+01,5.037307374e+01,8.382225145e+01,1.195050185e+01,4.117362118e+01,3.630463799e+01,3.950845968e+01,4.345994473e+01,8.992061502e+01,1.509834876e+01,7.782178875e+01,7.635305861e+01,4.951243920e+01,7.587792563e+01,8.381047265e+01,3.008431702e+01,5.975303735e+01,4.235611668e+00,4.333644112e+01,8.525045877e+01,4.812815413e+01,1.412591152e+01
8.321121214e+01,5.102153569e+01,2.282753544e+01,8.659065367e+01,6.165272333e+01,2.793570235e+01,2.682258578e+01,3.320552468e+01,5.075960381e+01,1.867419305e+01,5.963993046e+01,7.369466909e+01,6.307692017e+01,7.920868730e+01,9.765857200e+00,3.529297632e+01,2.134283060e+01,8.084548240e+01,2.358110915e+01,2.831069745e+01,4.708622838e+01,5.799025888e+01,2.220309264e+01,9.581656563e+01,1.513227598e+01,2.748101965e+01,9.915009223e+01,2.644661786e+01
1.004345123e+01,1.362783936e+01,5.852088641e+01,3.550073971e+01,7.012097498e+01,6.742994752e+01,6.139253904e+00,9.164811582e+01,1.727011088e+01,7.604035166e+01,3.914446733e+01,3.891575007e+01,2.946920376e+01,4.035634530e+01,3.538894842e+01,3.409021719e+01,8.426484179e+01,4.035056785e+00,4.536072214e+01,7.905364810e+01,9.495779121e+01,3.821822274e+01,1.135674098e+01,9.485513726e+01,3.232183714e+01,9.927453725e+01,8.448487378e+01,2.828694376e+01
4.591618014e+01,1.027709937e+01,5.033944411e+01,1.524038576e+01,7.037928219e+01,5.128436598e+01,4.076238431e+00,3.006566384e+01,8.057431076e+01,1.333225422e+01,1.358022646e+01,5.539319127e+01,1.798421436e+01,7.733187899e+01,1.883832056e+01,3.025704434e+01,4.705365430e+01,5.518967899e+01,8.824734748e+01,5.157246239e+01,1.891876589e+00,3.983239426e+01,9.023840186e+01,3.221288217e+01,9.413540372e+01,1.017792147e+01,6.222027764e+01,1.579253424e+01
8.719444182e+01,5.943262382e+01,8.276829093e+01,2.073183824e+01,8.743997621e+01,7.288091436e+01,9.620142129e+01,6.809130364e+01,8.164635978e+00,1.727416545e+01,1.134686348e+01,8.553167440e+00,8.256966194e+01,8.747231259e+01,2.199888308e+01,8.234574367e+01,5.321768303e+01,7.012996681e+00,2.928846364e+01,7.944225365e+01,2.629623107e+01,5.565872490e+01,4.650643638e+01,7.564308759e+01,9.500358658e+01,4.131549756e+00,9.878855698e+01,8.677817903e+01
9.747666043e+00,2.561766338e+01,3.369298936e+01,8.029191856e+01,8.485520673e+01,6.367723381e+01,4.788864845e+01,7.926518942e+01,6.741782806e+01,8.427467147e+01,3.338728265e+01,4.661726818e+01,6.046308395e+01,9.432713657e+01,9.205440152e+01,5.304570586e+01,7.816382955e+01,1.917532481e+01,9.703629146e+01,7.725236697e+01,8.344749092e+01,2.439803256e+01,6.930993864e+01,4.305369784e+01,9.593058545e+01,9.933309327e+01,9.726703913e+01,6.369668921e+01
2.486714646e+01,7.408386838e+01,7.983596510e+01,8.061177291e-01,2.612788198e+01,6.994051314e+01,5.640674496e+01,7.255243886e+01,1.863942036e+01,4.389987877e+00,1.061202392e+01,7.439014851e+00,5.419597072e+01,7.132269411e+01,8.621946052e+01,2.075200172e+01,9.577563244e+01,5.585412357e+01,5.808869701e+00,6.527603705e+01,9.992369605e+01,7.273313901e+01,2.568561032e+01,9.067504840e+01,1.747675713e+01,1.445828857e+01,5.764877021e+01,8.620205503e+01
1.267653949e+01,4.480612816e+01,5.228215357e+00,8.093611884e+01,1.887901102e+01,2.459741118e+01,6.444007902e+01,4.846708641e+01,1.328317158e+01,4.802441667e+00,7.810480682e+01,2.143298203e+00,3.049553990e+01,5.692258452e+01,5.219751814e+01,1.775080758e+01,2.578728604e+01,4.724448693e+01,7.968524931e+01,7.510725851e+01,2.975312217e+01,5.880021092e+01,5.864866099e+01,4.431951098e+01,9.428007403e+01,5.839721483e+01,6.336413415e+01,1.494423671e+01
8.943324224e+01,3.801930046e+01,6.815852658e+01,5.539948930e+01,2.199653977e+01,5.814931129e+01,4.821949201e+01,4.588637394e+01,5.677041277e+01,7.979167191e+01,4.761439123e+01,7.790041186e+01,1.266851021e+01,3.328303846e+01,3.704693952e+01,3.139131723e+01,8.014436486e+01,7.370760140e+01,1.937990870e+01,1.766442576e+01,9.602110336e+01,1.873179784e+01,5.481668585e+01,5.068977051e+01,2.383256859e+01,9.834205879e+00,2.661778368e+01,1.901264683e+00
7.395648959e+01,7.780157329e+01,1.860310348e+01,1.355681095e+01,2.942624301e+01,9.361946358e+01,9.355910967e+01,5.480020688e+01,4.257246563e+01,9.201407795e+01,3.969891660e+01,8.936654167e+01,8.749152432e+01,7.026951567e+01,3.367590842e+01,8.987996016e+01,9.921201655e+01,2.595637281e+00,8.444225752e+01,7.089893596e+00,4.777452768e+01,8.519657862e+01,9.492557408e+01,5.330693902e+01,6.595785118e+00,7.668977206e+01,7.095500894e+01,5.334351590e+01
9.150520983e+01,3.363236358e+01,4.167943706e+01,8.035216278e+01,1.692629698e+01,7.442541091e+00,5.287932561e+01,2.302666186e+01,6.209831272e+01,5.889395654e+01,1.338782749e+01,3.960086652e+01,2.401758898e+01,4.814847391e+01,9.146441242e+01,9.342001588e+01,6.169837559e+01,6.879324567e-01,7.060070762e+01,1.608284692e+01,9.406810241e+01,5.108440295e+01,1.662513666e+01,2.992896839e+01,9.158342977e+01,2.336647402e+01,5.790813212e+01,5.776070607e+01
8.340704951e+01,1.745726390e+01,9.538743216e+01,6.980964726e+01,4.559693285e+01,1.840417147e+01,5.652917844e+01,5.330459412e+01,8.998288197e+00,9.331282581e+01,3.826736753e+01,8.536734136e+01,8.376794324e+01,2.609098453e+01,6.850310202e+01,3.412068875e+01,7.118179585e+01,4.505495677e+01,8.629358881e+01,2.781337325e+00,5.645838196e+01,5.079083390e+01,3.251416430e+01,2.160234862e+01,3.869056443e+01,5.291548833e+01,6.355896520e+01,3.887260910e+01
1.809204029e+01,4.130763651e+01,5.762818511e-01,3.643837409e+01,6.947501771e+01,8.314480974e+00,1.065902115e+01,7.981259260e+01,5.845773523e+01,6.681491852e+01,2.286406520e+00,8.653368523e+00,1.895394775e+01,3.430560101e-01,7.649534001e+01,2.282197049e+01,1.556869493e+01,6.916557378e+01,3.801500851e+01,6.688154669e+01,6.734565514e+01,5.576054420e+01,7.107380609e+01,4.566929954e+01,5.167703160e+00,9.049180127e+01,3.303413686e+01,4.845945213e+01
6.068444302e+01,1.377575611e+00,5.100856324e+00,9.093486105e+01,1.703876175e+01,6.135904615e+01,2.112742536e+01,1.348032743e-01,6.652193405e+00,1.616338820e-01,8.738468217e+01,7.059211229e+00,3.890571129e+01,3.511062491e+01,9.236000033e+01,1.143980229e+01,9.022769012e+01,9.529490234e+00,4.121913388e+01,6.073585879e+01,5.738858594e+01,6.989643194e+01,5.159510557e+01,1.451201944e+01,5.075134803e-01,9.571836637e+01,7.044626671e+01,9.372361945e+01
1.431713474e+01,5.252705696e+01,7.124869422e+01,4.193807426e+01,1.461911833e+01,1.864844324e+01,6.591874862e+01,6.426896389e+00,5.257974136e+01,8.083882469e+01,5.813010555e+01,7.348559438e+01,9.857550607e+01,5.663632991e+01,5.975762611e+01,7.294041486e+01,6.699076109e+01,1.378260513e+01,8.450185756e+01,8.647736118e+01,3.724259993e+01,1.255915079e+01,2.443714615e+01,7.922222624e+00,6.013110950e+01,4.173013786e+01,2.968928106e+01,1.870883073e+01
4.486169021e+01,3.323690789e+01,7.139136681e+01,5.171841291e+01,1.244426368e+01,4.726894201e+01,7.691281334e+01,9.007224700e+01,3.855578930e+01,9.467348164e+01,8.891494501e+01,3.048296767e+01,3.243598101e+01,4.466137437e+01,4.054286617e+01,5.892101676e+01,2.323152418e+01,8.676691444e+01,5.114567396e+01,9.787206674e+01,8.553456893e+01,5.732426395e+00,8.311602880e+01,4.913333070e+01,7.175096315e+01,5.635896816e+01,8.065604962e+01,4.404714939e+01
4.222011624e+01,4.998718417e+00,6.902983756e+01,9.944480890e+01,6.560824445e+01,5.950914232e+01,1.259588493e+01,6.225809568e+01,9.951392051e+01,6.322016782e+01,2.379922744e+01,3.284963417e+01,2.759273698e+01,6.722083647e+01,9.371702615e+01,6.145041416e+01,5.782327625e+01,2.237035253e+01,9.747319546e+01,7.767570085e+01,8.944045926e+01,7.731533621e+01,8.106142002e+01,3.181729881e+01,5.579054722e+01,4.237907445e+00,3.185777356e+01,5.028882284e+01
6.929913929e+01,3.838587147e+01,2.860379986e+01,6.886509240e+01,1.121674207e+01,7.076638039e+01,2.018247451e+01,1.400733008e+01,5.262967248e+01,2.634102714e+01,6.646173684e+01,7.612530825e+01,3.870711415e+01,6.540906224e+01,3.501056783e+01,3.337965895e+01,3.247975093e+00,3.562051411e+01,9.533476247e+01,4.087532879e+01,1.750144617e+01,4.119915707e+01,4.422323693e+01,7.062654189e+01,7.698461348e+01,8.265067976e+01,8.397333608e+01,2.556603701e+01
7.016578163e+01,3.647171416e+01,9.910457501e+00,1.368106585e+01,8.123971078e+01,2.878336227e+01,6.298481822e+01,5.540732480e+01,8.533749326e-01,3.310242561e+01,6.053309439e+01,9.710163930e+01,5.351039959e+01,9.854879784e+01,7.919429042e+01,7.451164810e+01,7.846659007e+01,6.523467968e+01,2.558914219e+01,3.161443265e+01,9.906548095e+01,1.527789557e+01,9.003149363e+01,4.188209106e+01,7.000150237e+01,2.558915686e+01,4.431701104e+01,6.880045172e+01
7.420667435e+01,6.295291370e+01,4.076112794e+01,4.792595061e+01,6.002426379e+01,5.562326339e+01,9.006015292e+01,7.813936793e+01,8.196233646e+01,8.095695042e+01,1.482751005e+00,8.343542432e+01,3.094053281e+01,4.524702241e+01,3.448717823e+01,7.464673627e+01,7.852863350e+01,4.935569824e+01,2.849200230e+01,4.942036497e+01,8.656747730e+01,2.757373080e+01,3.419686073e+01,9.397696621e-01,9.622433091e+01,4.605503513e+01,3.153208124e+01,7.369487758e+01
2.073903776e-01,4.934544648e+01,1.023745563e+01,8.347029226e+01,6.270152802e+00,5.168493989e+01,2.342995110e-01,3.187667839e+01,3.403754843e+01,6.409193760e+00,5.172813932e+00,7.034969547e+01,1.325772417e+01,1.394342702e+01,2.406536297e+01,1.263053993e+01,9.880248147e+01,9.745146758e+01,7.163800917e+01,8.979313797e+01,5.169915658e+01,8.758850202e+01,3.935413138e+01,9.459638752e+01,9.943192386e+01,4.285543419e+01,2.486901783e+01,3.058194599e+01
4.852051396e+01,5.197534697e+01,8.885333809e+01,4.094869286e+01,7.681650261e+01,8.637017215e+01,7.672238379e+01,5.538979614e+01,2.956882385e+01,5.715966351e+01,8.314167989e+01,9.272771426e+01,3.583652239e+01,6.905952611e+01,1.389106788e+01,3.884492733e+01,6.915942341e+01,5.993756272e+00,1.780258067e+01,9.264964463e+01,8.864943184e+01,5.559618154e+01,6.537813411e+01,3.518741567e+01,3.498481730e+01,8.234542262e+01,1.483479897e+01,5.497904749e+01
2.661874444e+01,4.547673805e+01,1.539684025e+01,2.471889389e+01,7.657738607e+01,8.424642536e+01,5.091506780e+01,1.542524595e+01,9.068517277e+01,8.179481555e+01,7.750074573e+01,2.465026307e+01,9.421076173e+01,6.496785183e+01,4.334854209e+01,3.539839731e+01,6.932481610e+00,1.432850326e+01,6.239695073e+01,1.588785447e+00,9.150072242e+01,7.867436285e+01,5.899370832e+01,6.892156128e+01,3.408614849e+01,7.222998750e+01,3.412818355e+01,4.898783804e+01
8.178458163e+01,5.134332882e+01,8.690193310e+01,8.644177307e+01,5.451408441e+01,3.642458646e+01,6.641705989e+01,5.303554138e+01,3.578060412e+01,8.014242695e+01,2.452727462e+01,3.555928530e+01,4.891144720e+01,7.375188266e+01,8.109164563e+01,1.119936961e+01,5.562854953e+01,8.013725283e+01,1.841359463e+01,4.047768565e+01,5.511143206e+01,6.453277728e+01,9.132262064e+01,2.258589338e+01,9.724736993e+01,8.724767783e+01,3.446146078e+01,8.203604160e+00
3.979338120e+01,1.294252573e+01,2.985199156e+01,2.841433060e+01,9.336672453e+01,9.037636538e+01,5.380238996e+01,4.314033921e+01,9.800182094e+01,3.805031746e+01,5.943686172e+01,8.373429654e+01,9.882087668e+01,4.276616298e+01,5.055072499e+01,4.544912642e+01,1.378889455e+01,2.430009983e+01,5.488497066e+00,7.868491820e+00,4.715172303e+01,7.973268135e+00,2.279838621e+01,1.178064841e+01,6.419533038e+01,1.864401872e+01,4.402128504e+01,2.518184321e+01
1.405784275e+01,8.715899314e+01,8.328900822e+00,2.331214768e+01,2.689088228e+01,6.912091193e+01,8.543693881e+01,2.079681305e+01,9.786407524e+01,2.341952587e+01,9.290759187e+01,8.527722273e+01,9.835452150e+01,7.689597815e+01,9.003075544e+01,1.590988636e+00,1.384572072e+01,4.996004643e+01,7.715643291e+01,2.751646284e+01,4.320438032e+00,7.989806537e+01,1.161539461e+00,9.180371230e+01,2.415960684e+01,6.919827920e+01,1.603326919e+01,5.493178864e+00
8.593614665e+01,4.724695979e+01,6.403506624e+01,2.674929146e+01,9.697080590e+01,3.058498715e+01,8.214537699e+01,5.972908075e+01,3.232563083e+01,6.337065846e+01,6.081207436e+01,8.152677071e+01,6.711009174e+01,5.204273943e+01,3.963745572e+01,2.985916134e-01,3.514268866e+01,3.517974339e+01,3.799546313e+01,7.028787748e+01,2.909413495e+01,2.414139214e+01,9.331063648e+01,9.667552767e+01,3.335473217e+01,4.746201354e+01,2.914706863e+01,5.642195094e+01
9.682208251e+01,6.623349533e+01,4.769190887e+01,8.964186742e+00,2.544661342e+01,8.810696746e+00,1.226435643e+01,4.111612123e+01,9.427752914e+01,4.044549513e+01,9.789350145e+01,2.041192621e+01,1.990904462e+01,4.053528490e+01,1.234506674e+01,8.644934012e+01,1.717119170e+01,2.353254296e+01,3.833889343e+00,6.162921531e+01,8.332960130e+01,8.005300430e+01,7.261425331e+01,4.590318685e+01,6.375698657e+01,9.766393459e+01,7.697723465e+01,4.694526701e+01
9.089708505e+01,1.978308066e+01,4.307782389e+01,6.641201135e+01,6.543348633e+01,3.670072390e+01,6.811471015e+01,8.061370197e+01,2.511724687e+01,1.754554290e+01,9.965436497e+00,3.121263773e+01,8.612329135e+01,2.575108136e+01,9.666778974e+01,4.456577139e+01,5.617810879e+01,8.059355847e+00,8.709602234e+00,4.345433525e+00,5.612628556e+01,4.960092295e+01,4.371018887e+00,9.565723001e+01,6.832403133e+01,9.774220367e+01,6.690894515e+01,6.452990079e+01
5.236665851e-01,9.483656501e+00,2.368920939e+01,4.655711289e+01,2.830602493e+01,8.745411933e+01,7.235620889e+00,8.819650800e+01,2.588360836e+01,2.569380760e+01,4.010987176e+01,4.675856226e+01,6.593821125e+01,2.556644917e+01,3.621363551e+01,8.472130670e+01,9.462812652e+01,7.871811178e+01,9.933679956e+01,6.530208843e+01,9.936276631e+01,4.470299128e+01,5.443326462e+01,4.712914660e+01,4.239731003e+01,8.700044781e+01,4.764593472e+01,2.339854491e+01
7.387530076e+01,8.377071396e-01,1.161857611e+01,4.202485934e+01,7.146462780e+01,2.571363597e+01,9.416601668e+00,1.343910183e+01,6.413805534e+01,1.220338985e+01,9.163881204e+01,1.655028238e+01,7.231584815e+01,3.244330873e+01,7.999091703e-01,6.586504728e+01,7.378022774e+01,7.485901742e+01,3.726064484e+01,7.951901488e+01,6.499087081e+01,7.253242423e+01,7.500390414e+01,7.590197306e+01,3.190909736e+01,3.224480791e+01,1.103003547e+01,7.377090318e+01
5.537403371e+01,3.636936041e+01,8.872837234e+01,7.741787525e+01,7.509407398e+01,4.320749313e+01,8.430766741e+01,2.475966658e+01,2.244859798e+01,5.607248876e+01,5.766275599e+01,6.761059395e+01,2.858103954e+01,3.279524146e+01,4.149552266e+01,2.714571987e+01,9.533770136e+01,6.155232216e+01,3.374224666e+01,2.186781053e+01,2.200786961e+01,6.737663239e+01,9.486720691e+01,8.783616390e+01,2.794668887e+00,7.654265567e+01,2.454816761e+01,6.223887851e+01
2.686755448e+01,3.291574363e+01,5.389051888e+01,7.782995651e+01,9.123442458e+01,2.082046295e+01,2.226235907e+01,2.619477120e+01,7.047203533e+01,7.083254530e+01,6.772189556e+01,4.506764849e+01,6.839711931e+00,9.135617039e+01,9.499253517e+01,4.833463152e+01,8.706800137e+01,6.855828222e+01,7.699846809e+01,4.240385810e+01,9.647332770e+01,3.736878454e+01,4.565325466e+01,5.958108531e+01,7.199838184e+00,2.779267535e+01,6.260967453e+01,5.980088280e+01
7.952373028e+01,9.255455147e+00,5.557499031e+01,2.174454967e+01,1.937476031e+01,6.583099264e+01,7.523086463e+01,1.632212829e+01,8.441151238e+01,3.057943608e+01,7.896390571e+01,7.278443479e+01,2.954779227e+01,4.745766472e+01,4.076857472e+00,5.883054958e+01,3.059688606e+01,3.310111490e+01,5.612024895e+00,3.945317549e+01,4.604120980e+01,6.234750779e+01,7.033334447e+01,6.668513048e+01,1.695474280e+01,6.373510611e+01,2.247921374e+01,9.178368992e+00
2.466203274e+01,2.308746934e+00,5.077208434e+01,6.159334345e+01,4.498931420e+00,9.005486170e+01,9.608572650e+01,7.444980514e+01,7.074665683e+01,2.580734556e+01,6.497151477e+01,6.960597443e+01,6.513394044e+01,9.315142764e+01,4.823007469e+01,5.554282611e+01,6.843768824e+01,8.179618832e+01,6.492276034e+00,9.255451242e+01,8.711087786e+01,1.579963556e+01,5.582364029e+01,1.919879878e+01,4.520841974e+00,3.870527655e+01,3.094642897e+01,9.695010824e+01
5.888502142e+01,1.447915214e+00,9.871116893e+01,1.820057783e+01,1.557513744e+01,3.752450732e+01,8.471606285e+01,8.306048390e+01,8.602323561e+01,4.126448156e+01,2.937150940e+01,1.696734209e+01,3.286314595e+01,3.995941603e+01,1.537449259e+01,1.329653348e+01,6.452019700e-01,6.229662089e+01,7.528210907e-01,1.127465308e+01,1.173066254e+01,3.864632299e+00,4.311894891e+01,1.990493642e+01,5.932959823e+01,1.169168624e+01,5.607227315e+01,9.682646659e+00
6.308688084e+01,2.119660210e+01,5.970342120e+01,9.786645095e+01,9.576034788e+01,3.669478873e+01,1.787981058e+01,1.664172586e+01,3.448298550e+01,8.067012016e+01,2.953560413e+01,2.346020607e+01,8.004361640e+01,6.747312394e+01,2.923910613e+01,9.211416141e+01,8.712809812e+01,1.449801410e+01,7.340212424e+01,1.466223364e+01,6.781561414e+01,1.043400792e+01,4.288425599e+01,2.203518288e+01,7.223780103e+01,5.388136241e+01,8.088747100e+01,2.472998826e+01
3.714240202e+01,2.688678999e+01,2.103701450e+01,9.153383170e+01,8.018789067e+01,8.052138953e+01,3.084316663e+01,4.189789839e+01,7.503706717e+01,3.491715430e+01,6.220089416e+01,5.863784827e+01,3.237714077e+01,3.187234671e+01,1.765703281e+01,6.852519613e+01,2.156473160e+01,5.007588518e+01,4.364235956e+01,6.676820004e+01,2.004708782e+01,9.791055291e+01,5.382624165e+01,8.338649925e+01,8.588287007e+01,2.445764834e+01,1.743366577e+01,5.813744311e+00
3.756306888e-01,7.848579593e+01,8.921390561e+01,4.923901152e+01,6.405044440e+01,5.525058330e+01,3.005640165e+01,1.750506155e+01,2.499756841e+01,1.779511965e+01,8.545450191e+01,9.812223365e+01,2.765744848e+01,9.747218707e+01,1.205992696e+01,4.337587230e+00,3.473534321e+01,1.889558589e+01,6.804278873e+01,2.842032130e+01,8.683658789e+01,9.059939499e+01,2.088574977e+01,5.905520595e+01,3.519993698e+01,3.978793532e+01,2.378167088e+01,6.952491082e+01
7.516505785e+01,5.241432104e+01,6.599353896e+01,4.888518613e+01,6.314904686e+01,9.565531663e+01,7.377560119e+01,2.038347356e+01,1.920915932e+01,6.701196845e+01,2.529962504e+01,1.061254854e+01,2.726887499e+01,8.564834945e+01,2.513200854e+01,8.336929898e+01,2.292379963e+01,9.678885096e+00,5.192684224e+00,7.740136110e+01,1.781942699e+00,1.357595661e+01,3.182351565e+00,2.277295665e+01,6.137483176e+01,1.134908332e+01,5.485567345e+01,2.727217335e+01
8.978577852e+01,9.549159034e+01,4.758209188e+01,6.103276458e+01,2.429516542e+00,8.048809842e+00,2.890910661e+01,4.512049169e+01,7.010502588e+01,2.649030871e+01,1.425047163e+01,1.075650940e+01,6.838516811e+01,3.469802142e+01,4.943665622e+01,1.022213938e+00,9.111299870e+01,8.107634101e+01,7.743792994e+01,2.341975617e+01,6.570518190e+01,6.491779591e+01,4.720163837e-01,1.750539523e+01,8.073601170e-01,6.168369542e+01,6.028564295e+01,4.801760766e+01
4.357687390e+01,8.149009586e+00,4.405513063e+01,5.219578053e+01,6.865318056e+01,9.152481472e+01,2.763566012e+01,4.756299550e+01,4.169357697e-01,7.109057648e+01,1.635884260e+01,9.655628771e+01,8.112441680e+01,9.443182105e+01,2.214249349e+00,8.899023962e+01,1.846820925e+01,5.324073064e+01,4.425504616e+01,8.816551760e+01,4.595204650e+01,2.541589227e+01,4.692645099e+01,8.604553628e+01,9.903481162e+01,6.051834022e+01,1.471581427e+01,6.902954664e+01
1.072572464e+01,6.113973930e+01,3.236268726e+01,1.438978212e+01,2.280616093e+01,2.337409193e+01,3.564653428e+01,1.243934992e+01,9.041673258e+01,3.581648301e+01,6.721507978e+01,2.396817583e+01,7.671812800e+01,9.619709071e+01,2.822369622e+01,8.598394737e+01,5.399739984e+01,3.787497643e+01,9.392371588e+00,9.073687466e+01,5.125764530e+01,2.707273886e+01,1.199437398e-02,3.765106810e+01,2.565401217e+01,4.105540651e+01,3.821094868e+00,5.860732333e+01
9.972089164e+01,9.247001954e+01,9.368564209e+01,3.577116495e+01,3.856781608e+01,9.593633399e+01,4.068801997e+01,4.721756654e+01,7.849284914e+01,5.479592599e+00,4.989736591e+01,4.808953952e+01,9.172888832e+01,6.856150616e+01,6.404340540e+01,9.276611756e+01,5.998649045e+01,5.370862559e+01,5.016334826e+01,2.211655262e+00,5.802241656e+01,2.769688362e+00,9.070912373e+01,6.212098977e+01,8.424159058e+01,2.465689978e+01,6.420357935e-02,8.518314639e+01
7.923662340e+01,7.160892538e+01,5.861698180e+01,4.814373714e+01,9.018461977e+00,3.209164552e+01,1.494220633e+00,8.651785817e+01,5.517449445e+01,3.460337138e+01,5.283908739e+01,3.406866054e+01,2.114009434e+01,9.159607279e+01,4.706788945e+01,4.806325816e+01,2.914980508e+01,4.391983075e+00,2.342562568e+01,5.758775444e+01,1.400592544e+01,9.321470553e+01,8.551108801e+01,1.872034811e-01,4.247804139e+01,4.821321696e+01,1.012969257e+01,1.328247364e+00
8.042041850e+01,2.876475832e+01,2.454389182e+01,9.100586167e+01,2.174950257e+01,4.632003731e+01,6.184195287e+01,7.710030163e+01,4.980318219e+00,9.769237344e+00,5.954274209e+01,2.054026717e+01,8.300606894e+01,6.325006253e+01,6.756341304e+01,9.661355011e+01,7.021031098e+01,8.604394824e+01,7.439894810e+01,6.740363724e+01,5.118682769e+01,8.844634129e+01,1.967143084e+01,6.933420239e+01,7.594797188e+01,9.821435174e+01,1.041527748e+00,5.393174879e+01
2.725555997e+00,8.201950463e+01,2.130995204e+01,7.985219201e+01,2.631587329e+01,7.715903316e+00,9.632139202e+00,2.684794315e+01,4.536399925e+01,7.063905778e+01,6.046021817e+01,6.465648704e+01,4.486654328e+01,7.083631444e+01,1.469615771e+01,2.605574321e+01,7.765375266e+01,4.946228236e+01,4.987623768e+01,5.822769635e+01,7.486350018e+01,7.797795612e+01,2.900483202e+01,6.056214289e+01,9.431268142e+01,5.579866981e+01,6.144729519e+01,5.354796538e+01
1.190924425e+01,5.600223766e+01,4.771699534e+01,2.292459336e+01,8.737341865e+01,9.627428504e+00,3.671171243e+00,1.115722474e+01,3.897608216e+01,6.669091502e+01,2.994769064e+01,7.668102156e+01,6.581591773e+01,3.299076858e+01,8.743991209e+01,3.194383080e+01,4.805253148e+01,7.916359549e+01,4.252713707e+00,9.467011907e+01,7.305286615e+01,1.751378571e+01,5.939523316e+01,9.894610975e+01,9.051424326e+01,3.699690305e+01,3.691384975e+01,2.794630098e+01
1.843584155e+01,2.179296440e+01,3.147450717e+01,9.451097773e+01,5.049620848e+01,7.769315288e+01,4.741017995e+01,5.280146677e+01,7.186516069e+01,2.363963615e+01,3.383652064e+01,9.636825690e+01,3.887266269e+01,2.450796394e+01,5.574523435e+01,2.199912232e+01,7.619527758e+01,7.702829658e+01,3.629741543e+01,3.991539208e+01,8.810911597e+01,7.533355274e+01,5.962238496e+01,3.259335983e+01,8.616996091e+01,4.621017378e+01,2.836617214e+01,8.809728029e+01
8.623545535e+01,9.778501213e+01,9.282605175e+00,8.733375976e+01,1.066705958e+01,2.596284447e+01,8.292459329e+01,4.690107491e+01,3.881892176e+01,2.166693315e+01,3.453563504e+00,6.235244719e+00,8.526453356e+01,7.007536583e+01,7.332690147e+01,7.889820631e+01,6.022139740e+01,1.724949594e+01,2.565597582e+00,8.736400647e+01,7.067487278e+01,4.693147682e+01,7.937234670e+01,9.510819591e+01,2.177722557e+01,9.359640908e+01,5.797397340e+00,1.606264007e+01
2.918804169e+01,1.396981137e+01,5.812927681e+00,2.458085245e+01,9.874181950e+01,8.094930089e+01,4.728379522e+01,4.524751259e+01,2.136525210e+01,6.643502129e+01,3.408522495e+01,9.996078912e+01,5.700159809e+01,2.024949049e+00,8.472253274e+01,6.447454705e+01,1.799253980e+01,1.598137242e+01,3.862369746e+01,8.797937539e+01,2.663811331e+01,7.884766641e+01,9.777472457e+01,5.092838289e+01,8.566497480e+01,7.095133317e+01,1.573852129e+01,8.526246311e+01
