v1,v2,v3,v4,v5,v6,v7,v8,v9
6.503893033e+01,7.570587242e+00,9.555073544e+01,8.529552642e+01,7.639742766e+01,6.879921708e+01,2.848769913e+01,9.255603175e+01,8.034093880e+01
1.073577188e+01,7.283961676e+01,2.834052131e+01,1.497952239e+01,1.665941107e+01,4.208724594e+00,2.339580405e+01,4.793256847e+00,5.301411086e+01
2.771377041e+01,8.453323709e+01,6.350119974e+01,8.919372431e+01,2.653305752e+01,3.194139739e+01,1.075261433e+01,7.847182296e+01,2.239245919e+01
6.796407474e-01,9.582639829e-01,6.630298187e+01,9.338906079e-01,9.930378014e+01,4.280880293e+01,3.886427695e+01,9.392349807e+01,6.170112752e+01
1.303550193e+00,5.152319466e+01,8.144976037e+01,9.090886848e+01,8.026975894e+01,4.299179167e+01,7.171909139e+01,6.546023854e+01,4.842931178e+01
8.050647925e+01,2.594047397e+01,2.123963201e+01,6.279331463e+00,2.890773759e+01,9.602962339e+01,6.206505109e+01,3.257315335e+01,9.816791981e+01
5.401760071e+01,4.600668635e+01,4.330090069e+01,3.877842149e+01,7.316354369e+01,8.792200487e+01,8.318705499e+01,2.420076865e+01,8.563632345e+01
3.912814477e+01,1.643403067e+01,6.607788192e+01,2.524108690e+01,2.568999895e+01,5.836808105e+01,2.889788823e+01,1.616461818e+01,4.126424335e+01
6.395817208e+00,4.513953863e+01,8.530028947e+01,8.800196713e+01,7.193394892e+01,1.169087093e+01,5.983957816e+01,3.461992493e+01,5.237856229e+01
9.622256318e+00,1.404423717e+01,1.189567423e+00,6.933478841e+01,4.242129907e+01,7.481577409e+01,9.306651224e+01,3.755127933e+01,1.368091429e+01
2.785664108e+01,4.369231120e+01,9.332336619e+01,8.647086780e+01,7.795945861e+01,4.713174015e+01,6.083109088e+01,7.244493220e+01,8.840136790e+01
8.196239814e+01,5.908127844e+01,9.904525967e+01,9.565445372e+01,3.500907539e+01,2.854717634e+01,8.914198048e+01,6.141236690e+01,4.744221613e+01
8.635219234e+01,2.920807411e+01,1.441839252e+01,6.633742305e+01,9.668934640e+00,8.450063924e+01,5.683982302e+01,7.882098858e+01,3.229557606e+01
3.124665577e+01,9.030672944e+01,8.875294094e+01,4.177722646e+01,4.918095704e+01,1.867080389e+01,3.350563279e+00,5.248994729e+01,9.321994636e+01
4.848154713e-02,6.550451207e+01,1.008985814e+00,3.206147845e+01,2.965569387e+01,2.765469752e+01,9.459072104e+01,1.910330526e+01,5.153787669e+01
1.167486816e+01,2.078310442e+01,5.605325403e-01,6.881878204e+01,3.414406737e+01,9.861742159e+00,2.075680575e-01,2.059695296e+01,7.835585074e+01
5.452610035e+01,4.201638726e+01,9.210825275e+01,5.756971794e+01,8.272774339e+01,2.460459421e+01,3.372426569e+01,3.316201256e+00,4.843696899e+00
2.331523606e+01,7.229590765e+01,2.040520020e+01,4.482684848e+01,3.895861460e+01,6.623898469e+01,5.109923415e+01,3.574352560e+01,6.198944908e+00
5.834878259e+01,6.963540714e+01,5.150520609e+01,7.168479861e+01,3.070930850e+00,4.727979959e+01,8.856515122e+01,8.775274508e+01,6.140152145e+01
3.217260854e+01,6.522428093e+01,3.153203717e+01,7.355386846e+01,5.576463027e+01,9.606942600e+00,2.808279992e+01,7.335084550e+01,3.818688949e+00
8.412970656e+01,3.050980179e+01,3.733315590e+01,3.825591593e+01,8.877319965e+01,4.265504844e+01,7.406984564e+01,1.211884360e+01,3.259377172e+01
2.529131017e+01,8.447494774e+01,5.268551680e+01,7.580101142e+01,4.121755925e+01,3.717517777e+01,8.711242877e+01,6.880854932e+01,5.332969778e+01
7.732585975e+01,9.704226669e+01,2.609873565e+01,8.894927395e+01,4.119042335e+01,2.624586118e+01,5.582581702e+01,8.290269819e+01,9.483733203e+00
5.560574783e+01,2.969440729e+01,7.387891638e+01,5.031825398e+01,2.480297859e+01,5.445743474e+01,8.257427374e-01,9.636280129e+01,6.396978117e+01
8.070231665e+01,5.506009797e+00,1.240833584e+00,3.370715857e+01,6.886843656e+01,4.215234293e+01,7.992174669e+01,6.938248766e+01,5.981791835e+01
8.298341121e+01,4.655216465e+01,5.734307956e+01,6.171861631e+01,7.381027160e+01,8.083964156e+01,4.389047822e+01,7.476265447e+01,4.471297931e+01
3.494691326e+01,5.617123316e+01,7.707345469e+01,7.268134499e+01,2.300372882e+01,5.335027073e+01,2.980413338e+01,8.328278162e+01,5.344331141e+01
3.536642508e+01,3.475907635e+01,9.065859634e+01,6.446654528e+01,2.083612939e+01,5.688163502e+01,7.869671258e+01,9.079377590e+01,9.830290218e+01
7.204080974e+01,6.922503394e+01,1.301355278e+01,7.473327153e+01,9.400384127e+01,4.246849349e+01,9.922075366e+01,8.041236242e+01,8.538650656e+01
5.619540610e+01,1.070456319e+01,1.132094209e+01,9.646855729e+01,1.701037512e+01,4.436835005e+00,7.045900554e+00,6.825057920e+01,2.881329665e+01
3.366224688e+01,8.282146105e+01,3.183687668e+00,8.959086268e+01,4.844057052e+01,5.862872683e+01,1.712313468e+01,8.644482739e+01,1.735218760e+01
5.182261143e+01,2.755279834e+01,8.691426699e+01,6.123859246e+01,8.864155112e+01,5.355032344e+01,4.428197698e+01,7.111002932e+01,1.111409628e+01
9.724748223e+01,6.037551510e+01,4.523666567e+00,3.593420898e+00,9.984077896e+01,9.965285894e+01,5.294263155e+01,9.291407201e-01,3.697824328e+01
6.590008392e+01,7.647000683e+01,5.845791284e+01,8.690194357e+01,3.075820447e+01,5.289490744e+00,3.104546813e+01,9.786764799e+01,7.819302796e+01
8.347376291e+01,7.256339057e+00,8.183277345e+00,3.309704221e+01,9.837482511e-02,1.094374170e+01,2.557065186e+01,5.521169162e+01,1.976356571e+01
8.092802457e+01,2.885659563e+01,1.061622174e+01,6.358301957e+01,2.870649157e+00,8.068392862e+01,7.148283942e+01,9.765967012e+01,5.365119690e+01
8.950150222e+01,8.223570208e+01,4.698687113e+01,2.073264630e+01,2.461625617e+01,8.568676977e+01,4.346650923e+01,4.443619501e+01,6.169112128e+01
3.598688894e+01,5.515552240e+01,6.398487451e+01,1.018737648e+01,3.218459401e+00,6.869102406e+00,8.325972916e+01,3.292316089e+01,6.513325853e+01
6.081990145e+01,3.171749061e+01,2.454498212e+01,1.489552172e+01,6.142664438e+01,7.822623379e+01,4.175782594e+01,4.588718161e+01,5.046861086e+01
3.567803939e+01,4.949335855e+01,2.327992852e+01,8.329860829e+01,2.868290010e+01,8.381941569e+01,7.423110309e+01,4.601388314e+01,1.571975214e+01
6.539009699e+01,8.302451199e+01,5.123249627e+01,3.937936940e+01,9.504001079e+01,7.149099665e+01,4.398704412e+01,4.136165745e+00,2.975932632e+01
8.215838533e+01,9.063837918e+00,9.857488384e+01,4.001351066e+01,4.299481774e+00,9.458852792e+01,1.907791736e+01,7.449657514e+01,2.181050539e+01
9.268991335e+00,9.773145978e+01,4.358827784e+01,4.461227818e+01,4.013670133e+01,5.991624787e+01,8.425030082e+01,9.383096890e+01,2.518083936e+01
4.658063269e+01,4.358326854e+01,4.858977547e+01,4.976876533e+01,9.438162372e+01,3.557002287e+01,4.796975587e+01,7.891804143e+01,9.441494269e+01
3.550564606e+01,8.463547477e-01,5.180786675e+00,5.420971072e+01,6.088995221e+01,4.546357472e+01,5.731088180e+01,2.918322567e-01,3.968906026e+01
2.802142923e+01,2.034988385e+01,7.713993611e+01,4.388822098e+01,6.325314296e+01,9.794302469e+01,5.453950096e+01,2.968142010e+01,4.365628924e+01
2.086829075e+01,2.838772076e+01,2.028826559e+01,2.124375727e+00,1.962282345e+01,6.553151049e+01,3.953186982e+00,7.461605546e+01,2.788165799e+01
7.939538403e+01,3.667604102e+01,6.136140448e+01,6.702036413e+01,5.715875094e+00,2.355004723e+01,4.036895818e+01,3.971609607e+01,4.401282413e+01
4.272738756e+01,7.263718273e+01,8.813822245e+01,7.075099247e+01,8.649262296e+01,9.864210395e+01,5.875480467e+01,3.553680340e+01,2.765406655e+01
7.824516237e+01,2.227818648e+01,9.170395686e+01,1.838104604e+01,1.199833339e+01,2.916412444e+01,1.881753095e+01,9.538656046e+01,3.274613446e+01
9.421343875e+01,7.188030186e+01,1.492327243e+01,6.608219319e+01,7.474549578e+00,3.619433572e+00,8.135559469e+00,8.699058425e+00,7.582510007e+01
2.821296801e+01,4.426793682e+00,8.434961753e+01,4.262950298e+01,7.398684693e+01,8.574681740e+01,7.725766715e+01,1.605293058e+01,8.060351619e+01
1.676915418e+01,5.101664271e+01,5.146398476e+01,5.170296545e+01,1.474385402e+01,6.840733996e+01,4.996252256e+01,1.583885442e+01,5.722245156e+00
1.696889357e+01,8.595069908e+01,1.517959513e+01,5.468494085e+01,7.993227732e+01,1.383825769e+01,1.080664084e+01,3.683242456e+01,1.186393383e+01
2.717757369e+01,8.782482252e+01,7.347634624e+01,3.130997124e+01,6.429564027e+01,6.804964928e+01,2.192547190e+01,8.435313255e+01,9.776427052e+01
3.380912531e+01,4.766175250e-01,6.806695493e+01,2.095243009e+01,8.530346665e+01,6.992871324e+01,3.227298388e+01,5.250619295e+01,6.625946617e+01
9.408534423e+01,9.795612456e+01,4.142766406e+01,2.634573315e+01,9.880174959e+01,5.092970673e+01,5.120478773e+00,1.854776388e+01,9.601544654e+01
5.209892593e+01,8.616320279e+01,6.384599531e+01,9.781998486e+01,4.428606300e+01,5.394855374e+01,6.937044607e+01,2.682303906e+01,5.777532073e+01
7.090240182e+01,2.178393319e+01,2.461344272e+01,4.990369284e+01,3.511795496e+01,5.244082961e+01,4.335174675e+01,3.470400386e+01,8.603360819e+01
4.883384328e+01,7.675427488e+01,2.716146728e+01,8.582808215e+01,1.317506079e+01,9.685819013e+01,5.929675078e+01,2.648374683e+01,8.895156073e+01
9.703800482e+01,6.801209386e+00,6.929114614e+01,8.461410038e+00,6.727243068e+01,5.560885210e+01,7.231532638e+01,3.370652461e+01,3.036373849e+01
7.224160195e+01,8.408087932e+01,6.407849536e+01,7.284620288e+01,1.219628084e+01,7.305507667e+01,9.722698910e+01,4.941839301e+01,7.940827733e+01
5.545920294e+01,7.044392318e+01,5.008231945e+00,4.430275083e+00,6.607569469e+01,6.984253112e+01,3.741804387e+01,8.883379105e+01,8.913965524e+01
2.098224190e+01,2.066508304e+01,5.132919580e+01,7.997673970e+01,2.801689334e+01,6.206311515e+01,3.810427823e+01,6.643836418e+01,9.847605570e+01
6.256585372e+01,7.977261884e+01,2.906169028e+01,3.192344988e+01,5.176483230e+01,3.750038427e+01,5.547185192e+01,2.571949846e+01,6.112872921e+01
2.234307680e+01,1.866737127e+01,5.160409672e+01,9.026582146e+01,6.357188290e+01,3.993709181e+01,1.092450755e+01,5.221190299e+01,6.235312419e+01
5.441279269e+01,1.160974357e+01,5.377379115e+01,5.088673946e+01,5.127407880e+01,6.334831207e+00,4.409591216e+01,1.974614442e+01,9.391455456e+01
6.485769723e+01,9.769955502e+01,5.936488767e+01,4.837923307e+00,2.105013886e+01,6.305477897e+01,7.490128312e+01,9.563898429e+01,4.334461045e+01
2.395719904e+01,1.957648899e+01,3.006339680e+01,4.628631947e+00,7.147627277e+01,6.745895843e+01,8.376978954e+01,3.178707143e+01,4.004694069e+01
8.014220551e+01,9.621306641e+01,1.507142629e+01,3.882011793e+01,6.027291936e+01,1.468102451e+01,5.211107206e+01,9.088754516e+01,8.086174810e+00
7.589397876e+01,2.166542803e+01,6.649878514e+01,1.936897810e+01,6.048595527e+01,4.195721675e+01,7.550690846e+01,6.856895771e+01,5.016666570e+01
2.848843339e+01,3.012044991e+01,8.741776465e+01,4.957515517e+01,3.670560261e+01,3.319181405e+01,1.862015904e+01,5.704998969e+01,4.473860714e+00
1.749608705e+01,8.917191186e+01,5.643990717e+00,3.037519359e+01,3.880227782e+01,5.598346358e+01,8.246999850e+01,7.180091672e+01,6.081048524e+01
7.421030088e+01,4.313281337e+01,4.444281932e+01,2.405561788e+01,7.485983798e+01,2.378502403e+00,2.242878258e+01,1.679127038e+01,3.314596622e+01
2.147805929e+01,6.601638322e+01,7.977329259e+01,5.882034090e+01,6.715130143e+01,2.131766741e+01,9.599552242e+01,6.651951785e+01,3.540397930e+01
8.476895788e+01,9.933792506e+01,2.858213131e+01,1.275831640e+00,5.560198469e+01,9.212173039e+01,5.679004040e+01,7.135004834e+01,4.867103567e+01
6.071617437e+01,9.330417001e+01,7.477028469e+01,5.978245235e+00,5.329652386e+01,1.325372415e+01,1.545197256e+01,4.048103344e+01,1.120147933e+01
9.695147289e+01,3.024436273e+01,7.024490607e+01,3.462383674e+01,6.785269825e+01,9.246982175e+01,4.367752272e+01,2.316923921e+01,1.801771735e+01
5.159582029e+01,3.212857785e+01,4.180973547e+01,8.781420042e+01,3.759003574e+01,9.334517278e+01,3.510642980e+01,4.789851726e+01,7.930979932e+01
2.416152357e+01,2.551445388e+01,7.400805296e+01,3.047292108e+01,9.265325906e+01,7.675907476e+01,1.622610338e+01,8.503418986e+01,2.106522836e+01
8.240556599e+01,9.963320975e+01,5.518350570e+01,6.963120176e+01,9.343096904e+01,8.030455903e+00,7.927772131e+01,7.585013290e+01,9.137503017e+01
4.516877676e+01,7.024705653e+01,3.061201527e+01,1.063346115e+00,3.151866101e+01,4.091239178e+01,8.014722141e-02,3.934791817e+01,1.255337290e+01
9.435046934e+01,3.950455500e+01,8.392025355e+01,9.853106134e+01,8.690683974e+00,2.498885211e+01,5.697077363e+01,1.522927349e+01,7.338888639e+01
1.532112463e+00,9.274209843e+01,3.995400513e+01,1.815397405e+01,7.303778696e+00,8.033214855e+01,8.095533875e+01,7.710560736e+01,6.906849102e+01
8.460415511e+01,9.903890045e+01,6.766573905e+01,8.633006795e+00,8.151049773e+01,3.883135926e+01,3.621402502e+01,2.293327991e+01,7.093803749e+01
1.778350376e+01,3.462263676e+01,2.727093894e+01,5.323600484e+01,2.681355429e+01,4.224940502e+01,4.473478822e+01,6.956040099e+01,3.806663338e+01
4.257733691e+01,1.693316917e+01,4.875464165e+01,5.268988001e+01,4.108127864e+01,1.316421713e+00,4.468297693e+01,2.710973115e+01,5.688221955e+00
6.604524887e+01,8.924461024e+01,6.850099301e+01,1.785540947e+01,9.680944755e+01,1.690971903e+01,3.636525724e+01,3.419775967e+01,3.940344018e+01
1.687663013e+01,2.720233683e+01,4.996927478e+01,6.496345265e+00,6.102968034e+01,2.597332372e+01,7.026147796e+01,8.720018526e+01,6.047763178e+01
7.755501362e+01,1.171570733e+01,9.966308645e+01,9.112963121e+01,7.030444495e+01,8.508973408e+00,2.969554948e+01,7.828943152e+01,2.995913756e+01
3.922187531e+01,7.922083572e+01,6.752939574e+01,6.918413084e+01,2.912651790e+01,4.122709434e+01,6.642218580e+01,5.400944617e+01,7.369351442e+01
1.462445286e+01,5.831085254e+01,3.542946634e+01,8.617810181e+01,9.253757257e+01,5.579185168e+01,5.408947966e+01,2.268142186e+01,7.686001509e+01
4.400937679e+00,7.634353707e+01,6.013023542e+01,2.049115698e+01,4.231404376e+01,9.949989616e+01,6.228618945e+01,3.597053782e+01,4.454921214e+01
4.670701399e+01,2.584783668e+01,9.162319165e+01,5.113715240e+00,2.703848734e+01,2.115554053e+01,2.270829957e+01,1.193546815e+01,2.928378124e+01
7.437390671e+01,3.491410782e+01,4.596270102e+01,9.295634327e+01,6.976520983e+01,3.396001391e+01,9.035260674e+01,4.062758456e+01,5.554626500e+01
6.927226481e+00,8.246244318e+01,2.232103529e+00,8.073791309e+01,2.711966328e+01,5.228639745e+01,3.202687120e+01,7.309906273e+01,5.283066959e+01
4.988448918e+01,9.450079841e+01,3.370952439e+01,2.078502526e+00,6.098815378e+00,6.635497306e+01,9.381974385e+01,8.937782355e+01,1.359613405e+01
8.501710875e+01,5.038607657e+01,9.127867670e+01,7.438779196e+01,3.622897438e+01,1.664588182e+01,1.682215275e+01,8.870245232e+01,4.050286795e+01
5.816072615e+01,5.864488108e+01,3.646617606e+01,3.268015683e+01,8.254203092e+01,4.231216461e+01,6.388749157e+01,9.974401834e+01,7.277698618e+01
4.318477156e+01,3.187179744e+01,9.626411676e+01,3.883769481e+00,5.248069793e+01,2.267799138e+01,4.293661651e+01,2.953723891e+00,1.088831640e+00
1.293731857e+01,1.417501496e+01,9.670917394e+01,8.969113960e+01,4.250633908e+01,1.475419869e+01,6.631928340e+01,2.606691330e+01,8.907173023e+01
1.057516847e+01,6.210984500e+01,2.757150819e+01,9.593820894e+01,8.625030999e+01,3.690163763e+01,1.065579164e+01,7.144199919e+01,8.142871824e+00
6.203207900e+01,2.876092434e+01,6.371369654e+01,2.159878789e+01,3.352717527e+01,3.651095739e+01,7.307220406e+01,4.731827042e+01,9.830952737e+00
6.846562248e+01,3.427585787e+01,6.362869201e+01,3.759162150e+01,8.009793897e+00,3.634244509e+01,9.533397267e+01,2.824997527e+01,6.458829031e+01
3.017625863e+01,8.556161514e+01,8.986296770e+01,1.089287516e+01,8.413379899e+01,6.731273310e+01,1.000473055e+01,4.750882066e+01,4.566800693e+01
5.627646263e+01,7.592118824e+01,8.276854189e+01,2.926166983e+01,1.074838179e+01,7.945719504e+01,9.636288472e+01,9.458177349e+01,7.915248996e+01
4.104160487e+01,5.646712676e+01,2.223011393e+01,7.922742500e+01,1.487224618e+01,5.951871710e+01,9.026351534e+01,8.533814056e-01,3.184742543e+01
4.804057120e+01,2.048930651e+01,3.854101205e+01,3.015334282e+01,5.394343146e+01,3.123652795e+01,7.067739212e+01,8.788496042e+01,3.662298801e+01
2.064988976e+01,8.197529603e+01,2.311517155e+01,3.769328184e+01,9.211611341e+01,4.504544484e+01,5.605803533e+01,1.443862089e+00,9.232915232e+01
2.190384599e+01,9.845485633e+01,6.594168766e+01,1.133785250e+01,4.725414820e+01,6.853816517e+01,5.364272122e+01,1.119118166e+01,8.733347196e+01
6.069889705e+01,7.032984795e+01,3.707126251e+01,7.685419924e+01,7.892748054e+01,8.645106960e+01,8.899594352e+00,6.989036912e+01,7.206436754e+01
8.679340763e+01,8.524178828e+01,1.984246749e+01,9.798654418e+01,4.363500733e+01,5.924868165e+01,3.604721731e+01,1.334949119e+01,4.574986002e+01
2.174278211e+01,3.111575191e+01,3.989854458e+01,2.000862245e+01,1.147243799e+01,7.391280538e+00,7.003464067e+01,6.990039658e+01,1.515850348e+01
5.688158752e+00,2.390489103e+01,6.773274845e+01,6.551551259e+01,4.717515754e+01,3.832239367e+01,4.265081438e+01,9.662335211e+01,6.269556257e+01
8.380469193e+01,6.164273054e+01,5.922984418e+01,9.395514477e+01,9.174126164e+01,6.818556698e+01,5.644290773e+01,7.727771919e+01,4.200654294e+01
5.740495250e+01,1.876614275e+00,7.267710572e+01,6.650205673e+01,5.405618735e+01,4.002634641e+01,6.518775475e+01,5.171276320e+01,9.744251789e+01
1.215255137e+01,5.167503639e+00,2.820667303e+01,8.661616914e+01,9.167664966e+00,2.177659437e+01,1.233207957e+01,7.850960057e+01,8.662267938e+01
8.885640457e+01,1.353716972e+01,1.605813690e+01,3.092617346e+01,4.381874093e+01,4.838939283e+01,6.211115174e+00,7.693370737e+01,3.673438923e+01
7.559061277e+01,9.597097662e+01,1.500734118e+00,3.956620328e+01,2.437938474e+01,2.271508829e+01,8.976289485e+01,6.574366975e+01,8.372118548e+01
4.565138541e+01,3.581186423e+01,9.508579853e+01,9.313213182e+01,6.385665197e+01,2.191598364e+01,4.419994454e+01,3.343981395e+01,9.249221182e+01
5.954429075e+01,6.395083987e+01,9.649882081e+01,3.000137499e+01,4.749069365e+01,4.863943893e+01,5.230350122e+01,1.991954852e+01,7.467196335e+01
3.480461636e+01,7.007198755e+01,1.770471968e+01,9.145152973e+01,7.947776926e+01,8.993581981e+01,2.778795318e+01,4.687633438e+01,1.380832171e+01
6.340218796e+01,3.978861404e+01,8.055471219e+01,8.396689731e+01,1.856485690e+01,6.506578071e+01,8.395159640e+01,6.785871769e+00,6.850287904e+00
7.194706544e+01,9.470713396e+01,3.409956325e+01,7.379671356e+01,9.225597629e+01,8.951080260e+01,9.973046092e+01,7.740925425e+00,1.212139002e+01
2.345258522e+01,1.376151093e+01,4.267497672e+01,8.627833787e+01,3.385026343e+01,9.890036837e+01,3.004027456e+01,9.836059148e+01,2.676497507e+01
5.291377686e+01,2.021209286e+01,8.041380607e+01,4.455837103e+01,5.375361135e+00,1.782272146e+01,8.281936349e+01,5.210954281e+01,9.125497135e+01
8.409340748e+01,6.900331177e+01,5.727788660e+00,4.916181299e+01,3.331087413e+01,8.475050037e-01,4.088892557e+01,5.350387288e+01,7.251913332e+01
6.812516655e+01,7.158588728e+01,8.178622127e+01,6.136472324e+00,7.603598990e+01,6.127736711e+01,9.896785548e+01,3.864673695e+01,6.347350483e+01
6.634147467e+01,9.690664606e+01,9.468221272e+01,1.102308400e+01,2.540552653e+01,3.236263899e+01,8.532450682e+01,7.538326127e+01,2.474499078e+01
7.359180498e+01,8.521368088e+00,9.783600863e+01,2.677393826e+01,3.695508118e+01,1.583371364e+01,9.775641654e+01,7.642016519e+01,4.894779470e+01
3.206463565e+01,4.415686606e+01,3.300896369e+01,3.724002134e-01,3.963041452e+01,9.590502669e+01,2.038834462e+01,8.365380322e+01,4.514457135e+01
7.516694264e+01,8.732688772e+01,6.914520088e+01,5.280551491e+01,9.031168012e+01,6.967499622e+01,8.037868278e+01,7.429916130e+01,7.456321380e+01
8.495883063e+01,3.403930227e-01,3.635509357e+01,9.919562786e+01,3.187791934e+01,3.529732315e+01,4.877259795e+01,2.408139721e+01,2.454386274e+01
7.509416781e+01,3.381643416e+01,5.893626550e+01,1.291647827e+01,6.616073663e+01,7.219625017e+01,1.010011605e+01,7.162318735e+01,4.919634692e+01
1.792539633e+01,9.006762323e+01,9.867400286e+01,7.726011549e+01,5.435801510e+01,3.590496314e+01,2.055820168e+01,3.702718574e+01,9.966506700e+01
6.217601020e+01,8.874066983e+01,5.528537381e+01,9.690245234e+01,3.082837179e+01,2.924628312e+01,1.561738847e+01,2.162223298e+01,4.199817545e+01
6.544447425e+01,4.842138271e+01,9.523379425e+01,9.893737767e+01,4.606058803e-01,5.767256998e+01,5.162429734e+01,7.328028495e+00,8.774045949e+00
2.248046459e+00,4.321466274e+01,3.041195324e+01,7.564359621e+01,9.946647225e+01,6.416663057e+01,3.431862926e+01,9.605193140e+01,6.283682025e+01
1.537589643e+01,2.117282748e+00,7.001179326e+01,2.411893433e+01,4.463173848e+01,2.784650126e+01,9.063024556e+01,6.203599910e+00,6.685037557e+01
1.864722173e+01,2.485349184e+01,2.985844214e+01,6.466706906e+01,6.212284399e+01,9.675058625e+01,1.482018687e+01,9.285428758e+01,5.468356270e+01
6.573522346e+01,8.063541768e+01,5.703148266e+01,6.498774243e+01,1.153784121e+01,9.788552035e+01,4.719100405e+01,6.139921311e+00,3.506826022e+00
1.313212531e+01,7.989624054e+01,8.626255095e+01,5.523690289e+01,6.166130570e+01,2.414348750e+01,7.313085036e+01,7.097421261e+01,2.552990726e+01
2.514037404e+01,6.401146726e+01,6.170513787e+01,5.821462111e+01,7.643889456e+01,2.771856850e+01,9.122685482e+01,2.566456327e+01,7.298720535e+01
6.569490886e+01,4.393903415e+01,5.006610471e+01,3.104853067e+01,7.160316018e+01,4.871692729e+01,4.054691206e+00,5.119271997e+01,2.415695543e+01
2.508028356e+01,1.879667010e+01,3.515439084e+01,7.062364398e+00,4.590427125e+01,8.632524813e+01,5.399801026e+01,6.349656023e+01,2.541226233e+01
9.902325905e+01,5.169227135e+01,2.499573410e+01,4.789913157e+01,3.593991010e+01,8.804595743e+01,4.121399376e+01,5.466291932e+01,6.559849420e+00
6.527762986e+01,6.813564693e+01,5.492994178e+01,9.917634016e+00,1.553836032e+01,7.463747189e+01,3.397981655e+01,2.774134410e+01,9.578372447e-01
4.110560795e+01,9.372870562e+01,5.335415593e+00,2.787815299e+01,3.526505214e+01,1.304717968e+01,8.887824167e+01,3.882147762e+00,1.192852542e+01
2.141433887e-01,8.072676949e+01,3.343454313e+01,4.833933001e+01,7.207718408e+01,3.210499552e+01,1.581508751e+01,9.012635102e+01,7.514037854e+01
4.861608491e+01,6.838431605e+01,9.366809881e+01,3.554101599e+01,4.437763941e+01,3.809418368e+01,3.117820852e+01,4.882177707e+01,3.059968671e+01
6.068329624e+00,4.819128520e+01,4.840719164e+01,1.301758582e+01,8.563634280e+01,1.143847494e+01,5.416550274e+01,2.907438522e+01,8.043745233e+01
6.805689536e+01,2.452553460e+01,4.239137685e+01,3.786732869e+01,8.914419494e+01,5.743267574e+01,2.447269309e+00,8.180832563e+01,1.102621058e+01
4.585647042e+01,6.958338162e+01,2.191946406e+01,2.618928181e+01,2.358262390e+01,6.921675155e+01,1.633993545e+01,8.515649072e+01,8.359583322e+01
6.172117864e+01,4.454885644e+01,5.713456497e+01,9.570450980e+01,8.144003137e+01,5.374847513e+01,8.512887613e+01,2.472230383e+01,4.655124346e+01
2.873732487e+01,1.195264048e+01,1.427616955e+01,7.875640397e+01,4.088219188e+01,4.022772527e+01,3.138582818e+01,2.230508460e+01,4.886031668e+01
3.276134027e-01,7.714521628e+01,8.228217009e+01,5.847831667e-01,9.859753820e+01,3.642059391e+01,8.401567684e+01,6.231836476e+01,5.272093893e+01
8.303340529e+01,5.872562221e+01,5.593158217e+01,6.219439150e+01,5.964479943e+01,4.660596842e+01,5.287024726e+01,4.189174977e+01,5.487516391e+01
7.853970358e+01,7.307619988e+01,9.683546600e+01,4.887240733e+01,7.455870702e+01,3.840266023e+01,5.622346793e-01,5.550974717e+01,9.651159380e+01
4.578826034e+01,9.789083068e+00,8.842643925e+01,2.665765984e+01,3.326413768e+01,5.401867830e+01,9.684760576e+01,6.606829020e+01,7.079003002e+01
4.226076782e+01,6.765176509e+01,2.431304756e+01,6.742996735e+01,1.607115499e+01,3.259013590e+01,1.770414662e+01,9.341364468e+01,9.014511384e+01
3.304078369e+01,9.310654726e+01,6.152303309e+01,4.431008562e+01,8.336940746e+00,5.171291058e+01,4.567555032e+01,2.672142722e+01,5.734280393e+01
4.281051772e+01,9.161030707e+01,9.161738556e+00,4.015703215e+01,5.946808096e+01,1.843712626e+01,4.955958995e+00,1.820345768e+01,2.020608649e+01
6.898064199e+01,3.980430120e+01,6.087944184e+01,6.954936957e+01,7.974944265e+01,2.101638965e+01,1.261491365e+01,5.818359380e+01,6.158475426e+01
1.906333747e+01,7.050442363e+01,2.526241932e+01,4.547406697e+01,4.482243805e+01,8.711635937e+01,9.883392276e+01,5.315240010e+01,2.623298771e+01
3.933373433e+00,8.567350347e+01,3.367574290e+01,5.121322582e+01,6.669741779e+01,5.663076589e+01,7.732838816e+01,3.055945751e+01,2.254487745e+01
2.817353647e+01,4.710177540e+01,7.168564379e+01,4.535446382e+01,5.980312177e+01,5.267570133e+01,5.846850802e+01,8.226569078e+01,1.743268839e+01
1.175719285e+01,2.890879081e+01,8.889355370e+00,3.173507000e+01,9.772780138e+01,4.589638131e+01,4.498341213e+01,8.978544122e+01,4.537733371e+01
4.385236218e+00,8.082867376e+01,7.147413623e+01,4.741526285e+01,4.695459212e+01,9.377036405e-01,5.309003442e+01,9.024235528e+01,4.601665591e+01
3.544158747e+01,3.331229670e+01,6.713709046e+01,8.551117179e+01,6.312720470e+01,7.170745680e+01,4.884358282e+01,5.489999891e+01,2.579809616e+01
3.989813839e+01,5.923480540e+00,7.928871093e+01,4.353222697e+01,8.983084030e+01,3.457024665e+01,2.767750700e+01,6.629575692e+01,6.991589332e+01
1.326139944e-01,4.467252450e+01,2.446846494e+01,9.189125236e+01,6.867846587e+01,2.907655085e+01,7.507942075e+01,1.049868759e+01,4.234360749e+01
9.598921267e+01,4.443152303e+01,6.558145151e+01,6.081305019e+01,9.668228734e+01,8.224343942e+01,3.614556568e+01,1.311219492e+01,3.372623267e+01
