v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17
2.694972756e+01,5.571929624e+01,1.970817412e+01,7.924842705e+01,8.984128708e+01,7.556240316e+01,4.987585133e+01,4.563961387e+01,3.652708810e+01,5.918323950e+01,7.412616731e+01,4.970206728e+01,3.369732885e+01,9.230304909e+01,9.266288679e+01,4.581625484e+01,1.019202998e+01
8.970013750e+01,4.522329803e+00,3.795269174e+01,8.125949521e+01,3.879750437e+01,2.652514261e+01,9.798356951e+01,7.259431858e+01,8.263963297e+00,6.775748076e+00,4.407818115e+01,1.282571265e+01,8.078542933e+01,2.898605474e+01,9.670899493e+01,1.529844399e+00,1.700303795e+01
7.134317696e+01,1.136735364e+01,5.878523791e+01,1.813464572e+01,3.560218058e+00,8.331399417e+01,4.951649161e+01,3.176535781e+01,7.736086182e+00,6.693529746e+01,4.854534100e+01,2.624216851e+01,4.434519140e+01,4.718186387e+01,1.650214976e+01,8.201970482e+01,1.564193362e+01
2.862674214e+01,5.685048186e+01,5.442097585e+01,2.053755189e+01,7.964103962e+01,9.186638912e+00,9.843504646e+01,9.550334750e+01,8.667151005e+01,5.543970111e+01,3.991954023e+01,9.678135917e+01,5.162641542e+01,9.599987289e+01,2.192772559e+01,7.342568865e+01,6.150839482e+01
8.031261932e+01,4.109466028e+01,9.787226293e+01,9.852820067e+01,4.633225893e+01,8.403533282e+01,1.854772409e+00,7.027975663e+01,5.563307588e+01,3.754387941e+01,9.570745457e+01,3.129308392e+01,6.476224153e+01,1.243617673e+01,9.966564222e+00,9.806762790e+01,4.606001182e+01
7.521577596e+01,5.294958623e+01,8.570708725e+01,3.161549909e+01,7.447431889e+01,1.581647241e+01,3.169280794e+01,1.649972978e+00,7.696204822e+01,6.335686150e+01,8.288704324e+00,7.776793346e+01,2.950751155e+01,9.930309539e+01,9.759025910e+01,8.822185966e+01,3.785330449e+01
8.244480006e+01,6.549427275e+01,9.406745992e+00,2.929955154e+01,5.606788804e+01,4.754300386e+00,7.634670927e+01,2.414989703e+01,7.799554944e+01,3.708656337e+01,6.184172910e+01,1.267219085e+01,6.097233259e+01,8.800479474e+01,3.499644621e+01,2.102454182e+01,2.605346161e+01
3.999325657e+01,7.017223617e+01,1.779451496e+01,6.403846023e+01,6.302883830e+00,1.772163927e+01,7.475393308e+01,4.115978069e+01,1.668389207e+01,8.051476724e+01,8.560668942e+00,5.744140169e+01,8.185173079e+01,2.659748449e+01,6.025114771e+01,5.978627252e+01,8.822987204e+01
9.413619182e+01,4.719701755e+01,1.098996793e+01,6.860270125e+01,9.209388483e+01,9.693255587e+01,6.851334821e+01,2.282785981e+01,1.307663066e+01,4.751454357e+01,4.585066221e+01,4.726380497e+01,9.662151767e+01,8.168995934e+01,7.894543703e+01,6.346213711e+01,7.360541500e+01
8.219549032e+01,5.322922693e+01,7.671437535e+01,9.519483099e+01,2.164403720e+01,5.486147334e-01,6.346279880e+01,2.050067227e+01,6.263908928e+01,3.394498685e+01,3.322568703e+01,2.597567520e+01,9.254507325e+01,6.155753737e+01,4.002489411e+01,8.665919688e+01,1.384208831e+00
5.574979548e+01,8.648807792e+01,7.131894973e+01,1.627156626e+00,6.397836543e+01,1.366564788e+01,6.421301744e+01,7.736047508e+01,5.051901217e+01,1.377887706e+01,7.135325647e+01,8.876751994e+01,9.888274942e+01,6.557313627e+01,5.317846532e+01,9.369410853e+01,9.978085764e+01
2.088033195e+01,4.357710370e+01,3.171646996e+01,6.888080482e+01,9.192568219e+01,4.773660840e+01,1.368873940e+01,7.777449844e+01,5.736843397e+01,4.729550344e+01,8.008716018e+01,6.340003104e+01,2.462215804e+01,4.827895734e+01,8.671653905e+01,4.968697543e+01,3.812027412e+01
4.225551267e+01,3.417860597e+01,3.263327199e+01,5.124142797e+01,9.888720315e+01,7.396729060e+01,1.537937113e+01,3.233989765e+01,3.661253647e+01,5.691345105e+01,7.848588862e+01,9.668161953e+01,6.141771950e+01,4.570839282e+01,1.814954927e+01,6.624505189e-01,6.370308424e+01
1.018397926e+01,5.283235858e+01,7.367915320e+00,6.921443493e+01,1.739145537e+01,1.507253103e+01,2.006909398e+01,9.478381495e+01,8.784487658e+01,9.358535110e+01,9.199552769e+01,2.458639308e+01,9.569021574e+01,5.673664612e+01,4.109728379e+01,6.630013232e+01,6.181160671e+01
9.921961440e+01,4.508548726e+01,5.014248533e+00,6.047052412e+01,8.269837927e+00,8.778181398e+01,7.599043946e+01,1.647196203e+01,6.903250129e+01,9.572643375e+01,6.674926467e+01,8.736094011e+01,8.730788064e+01,7.458314949e+01,4.714561005e+01,8.386177429e+01,9.558624375e+01
9.687077836e+00,6.528293827e+01,6.401388061e+01,9.382170873e+01,7.457707570e+01,8.392454431e+01,7.072885355e+00,4.428744692e+01,8.296928710e+01,8.888807547e+01,5.450740611e+01,8.507475112e+01,3.997734765e+01,1.279930820e+01,9.985769178e+01,4.823463726e+01,1.064173694e+01
6.388348602e+01,2.820731909e+01,8.959501563e+01,1.534178549e+01,4.808195249e+01,4.911689420e+01,5.321023295e+01,6.269008448e+01,8.353218676e+01,9.623546414e+00,2.851248675e+01,2.828446588e+01,6.901224311e+01,3.287848884e+01,1.520026731e+01,7.469577757e+01,2.328941110e+01
6.303557858e+01,4.861688082e+01,4.942596352e+01,1.065128928e+01,6.876201259e+01,5.493052126e+01,2.163321648e+00,1.043675911e+01,9.683619960e+00,5.962748233e+01,6.066849036e+00,2.785408832e+01,4.770797079e+01,2.039606127e+01,7.467428233e+00,4.333135830e+01,2.647595497e+01
7.255212779e+01,6.254630286e+01,4.275962077e+01,2.445538323e+01,3.351486039e+01,5.395990752e+01,2.643334808e+01,5.056787768e+01,5.978209113e+01,8.301152395e+01,4.414599915e+01,2.703903690e+01,4.263632828e+01,6.796492201e+01,6.661190056e+01,5.523139938e+01,5.590505350e+01
7.083352630e-02,8.207673002e+01,4.010451424e+01,8.309369001e+01,9.380856580e+01,8.814996044e+01,2.568460564e+01,6.225920416e+01,1.412551962e+01,2.103602399e+01,8.173082839e+01,7.707423666e+01,7.627115678e+01,4.040864755e+01,9.780517754e+01,6.604573399e+01,3.606829773e+00
5.635608110e+01,3.118882864e+00,3.750128092e+01,7.453169465e+01,8.825959341e+01,4.398177268e+01,3.756228399e+01,2.581013642e+01,2.553923283e+01,5.035471104e+01,3.012889449e+01,5.790001235e+00,4.341368753e+01,8.158568994e+01,8.311426885e+01,9.088672814e+01,6.856875807e+01
7.640087005e+01,8.536408189e+01,9.782091314e+00,5.004644681e+01,5.085642031e+01,8.628301411e+01,1.504139888e+01,5.429178940e+01,7.073211451e+01,9.801242549e+01,9.452754183e+01,5.185395352e+00,2.791283066e+01,9.721187184e+01,1.632385133e+01,6.947120093e+01,8.383282481e+01
9.321597544e+01,9.295999021e+01,9.207925184e+01,8.821364008e+01,2.515319674e+01,4.630310946e+00,6.686429885e+01,9.445621745e+01,3.420130741e+01,8.375240343e+00,4.823138209e+01,7.177914909e+01,4.941740689e+01,2.052606952e+01,3.159934630e+01,8.260331427e+01,5.043222919e+01
9.713215013e+01,7.198090688e+01,1.949923156e+00,8.943024290e+01,6.802341476e+01,7.532602664e+01,9.663696378e+01,2.177629850e+01,8.954933516e+01,3.832760411e+01,1.173290596e+00,3.983369974e+01,9.593650567e+01,2.236069963e+01,6.874186770e+01,4.484609086e+01,6.873707952e+01
9.592489598e+01,1.629627062e+01,1.571927637e+01,8.511049574e+00,3.375943189e+01,2.771806611e+01,7.200722942e+01,4.750716309e+01,3.464141199e+01,2.334316923e+01,9.798702580e+01,4.255016854e+01,7.916278636e+01,2.120014022e+01,1.455390409e+01,5.546986787e+01,1.399986672e+01
7.797633047e+01,4.559142972e+01,6.950599371e+00,3.750644285e+01,3.839333294e+01,6.460555471e+01,2.087443221e+01,2.740049933e+01,7.333451313e+01,8.659007161e-01,2.754330051e+00,8.522650345e+01,9.712896772e+01,9.563762221e+01,9.979981728e+01,8.768669640e+01,3.717224071e+01
3.763635868e+01,3.613692250e+00,9.911403656e+01,1.511258130e+01,6.760054588e+01,9.912931228e+01,2.268016935e+00,6.359940774e+01,7.263199030e+01,1.445957300e+01,4.459978980e+01,4.815098885e+01,6.704746547e+01,2.101951334e+01,2.120537074e+01,5.885981457e+01,6.880624227e+01
3.301336512e+01,5.434618064e+01,8.062602857e+00,5.652892808e+01,3.518187831e+01,5.031421771e+01,8.229185658e+01,7.181699580e+01,6.405275191e+01,7.087970207e+01,5.878455816e+01,4.523610764e+01,9.220503490e+01,2.787569738e+01,1.966628886e+01,7.936044310e+01,3.118336037e+00
5.380780811e+01,1.000332262e+01,8.568595205e+01,6.106006692e+01,8.451370801e+01,5.833149094e+01,3.029912262e+01,4.123198656e+01,8.106960400e+00,8.335418361e+01,7.253715143e+00,4.080929606e+01,3.925802173e+00,5.202407181e+01,2.585860068e+00,4.196582653e+01,9.710429025e+01
3.018378087e+01,1.267321210e+01,8.750256590e+01,8.289426949e+01,2.589258084e+00,5.427630587e+01,7.425274376e+01,2.891849731e+01,8.549190454e+01,5.930802489e+01,9.726690503e+01,8.625307472e+01,3.689425836e+00,7.955591140e+01,3.573599576e+01,6.214652547e+01,1.721283510e+00
7.915376967e+01,1.258457511e+01,5.232660662e+01,7.187597104e+01,1.043920983e+01,2.522019615e+01,3.484859579e+01,8.670737306e+01,5.884362736e+01,1.344051765e+01,1.018037084e+01,8.401975979e+01,1.269518708e+01,2.936063173e+01,8.547266297e+01,8.293849775e+01,6.550156300e+01
5.354226876e+01,1.630196975e+01,7.828383815e+01,6.921463462e+00,9.490991761e+01,8.103531079e+01,2.800961444e+01,5.567125137e+01,9.670357119e-01,8.804715679e+01,1.754131224e+01,3.803227986e+01,5.828072304e+01,8.530888200e+01,8.980315196e+01,9.324046025e+01,2.205371450e+01
5.647589591e+01,2.231257212e+01,8.168953941e+00,6.140440894e+01,7.196106561e+01,6.429774312e+01,7.284957477e+01,6.514095626e+01,7.618475072e+01,9.378218371e+00,7.058614549e+01,4.505132761e+01,2.291641192e+01,3.708402190e+01,6.698714623e+01,1.660963531e+01,6.192131432e+01
1.274191514e+01,6.739833998e+01,6.965650043e+01,9.006793087e+01,5.230865714e+01,5.166092933e+01,6.025782703e+00,7.656953666e+01,7.517411538e+01,4.682400693e+01,2.414528254e+01,2.588395981e+00,4.401751880e+01,9.216482848e+01,7.118173408e+01,9.402294757e+01,3.328908162e+01
3.913361676e+00,2.183289865e+01,9.214596100e+01,5.928675538e+01,5.093518004e+01,5.481474694e+01,9.852655596e+01,7.964286988e+01,5.358331066e+01,5.183690957e+01,9.696505531e+01,8.439453392e+01,9.139416712e+01,6.523463561e+01,7.976245648e+01,3.445114351e+01,7.164830440e+00
2.077414556e+01,3.532477191e+01,8.507519806e+01,4.546109388e+01,4.344695715e+01,7.030614633e+01,5.479435433e+01,7.271835873e+01,7.531603286e+01,3.159451323e+01,5.017954625e+01,9.848799410e+01,4.074766136e+01,9.770815880e+01,8.395865327e+01,9.540450682e+01,8.700728497e+00
5.224452765e+01,6.461440366e+01,3.481489915e+01,6.259693399e+01,5.173467835e+01,8.697006568e+01,9.776923209e+01,6.209406574e+01,3.157620778e+01,2.412297144e+01,9.448368907e+01,6.877469408e+01,8.229131966e+01,3.467414356e+01,5.465239336e+01,2.770197429e+01,8.754443362e+01
9.288345589e+01,5.171774254e+01,5.182241438e+01,7.256936541e+01,7.542626478e+01,3.577136964e+01,4.083699646e+01,6.678431203e+00,3.684424982e+01,8.383491519e+01,7.452477946e+01,9.922635594e+01,1.108419089e+01,4.320088031e+01,8.145696461e+01,6.056441967e+01,5.350500190e+01
3.451948025e+01,4.583826362e+01,7.166655732e+01,3.339202987e+01,8.439026010e+01,6.871762161e+01,2.202244352e+01,7.005843754e+01,3.276896147e+01,6.061806062e+01,7.281122565e+01,6.643083723e+01,1.687697724e+01,5.414712101e+01,5.472598744e+01,8.197555552e+00,9.845622135e+01
9.769446297e+01,2.091669909e+01,5.254490002e+01,6.656909426e+01,4.424096110e+01,8.162415324e+01,6.367342561e+01,7.927515862e+01,8.038174085e+01,6.203620560e+01,3.028842615e+00,5.419795193e+01,1.293083731e+01,4.896599575e+01,9.812857691e+01,2.604742549e+01,6.902035152e+01
4.135490559e+00,7.022714824e+01,2.185548721e+01,1.435190728e+01,3.202350869e+01,8.038906689e+01,1.952637456e+01,3.988203556e+01,6.146328434e+01,8.617481952e+01,7.825076000e+01,9.359241141e+01,6.183512182e+01,7.827329655e+01,9.342396406e+01,8.799512084e+01,5.578052089e+01
5.754768134e+01,2.010707783e+01,8.083477046e+01,4.244872633e+01,9.806099622e+01,7.961683964e+01,9.632571919e+01,6.873526672e+01,1.745107761e+01,9.738516350e+01,1.665460265e+00,4.342645567e+01,1.792572355e+00,3.644862256e+01,8.244108417e+01,9.849378005e+01,3.577101967e+01
7.196356494e+01,9.843503764e+01,2.252453351e+01,1.617629853e+01,4.299032269e+01,6.949488898e+01,8.326403672e+01,2.790575730e+01,4.410249259e+01,7.596710695e+01,9.871815464e+00,8.206228773e+00,7.234844043e+01,6.014424170e+01,7.631104022e+01,6.335978405e+01,1.745335574e+01
7.760616390e+00,1.660830678e+01,7.864406056e+01,5.072669445e+01,8.477312055e+01,4.922965405e+01,8.758557524e+00,7.057500187e+01,5.044483196e+01,1.739090923e+01,6.250307741e+01,4.421256249e+01,7.409883702e+01,1.102570188e+01,8.265248325e+00,7.633040149e+01,4.777562359e+01
3.849902364e+01,5.150237525e+01,5.891979689e+01,8.002861123e+01,8.581275452e+01,6.391272951e+01,7.117240714e+01,7.267663751e+01,9.865159980e+01,1.484902046e+01,3.690736199e+01,6.631698464e+01,7.735302097e+00,1.002651239e+00,2.441210289e+01,1.811722737e+01,5.954422839e+01
1.552717199e+01,7.445480339e+01,4.470046178e+01,2.108958779e+01,3.749269417e+01,9.885017127e+01,1.546108290e+01,6.523338015e+01,2.027678626e+00,7.903640989e+01,1.941917652e+01,6.679623243e+01,3.449782759e+00,3.581983523e+01,8.897861289e+01,3.314856219e+01,2.361985453e+00
6.524716730e+01,5.452379190e+00,4.841298770e+01,8.666900263e+01,5.596244270e+01,1.652570565e+01,2.462690243e+01,6.920718401e+01,7.540445216e+01,6.742643339e+01,3.535594034e+01,6.538545008e-01,6.250717564e+01,7.906649515e+01,7.871281772e+01,1.048409419e+01,6.494924873e+01
2.422592155e+00,7.881843411e+00,8.492000183e+01,1.827788111e+01,5.392522858e+01,5.218388512e+01,9.066490499e+01,1.482456441e+01,5.797721905e+01,7.063760754e+01,1.991636832e+01,7.434683097e+01,9.923089600e+01,3.200002433e+01,1.863781957e+01,7.225578961e+01,7.643094062e+01
6.792484808e+01,9.632150969e+01,1.644801877e+01,9.501260264e+01,9.801984101e+00,9.107552104e+01,6.801118240e+01,8.583698424e+01,9.574408352e+01,3.556929569e+01,9.580058578e+00,2.305394582e+01,9.837377581e+01,4.378735313e+01,9.646157914e+01,5.752214789e+01,3.520154199e+01
9.540439893e+01,3.722464266e+01,6.523917694e+01,8.917773254e+01,9.501340696e+01,7.804156955e+01,8.864566300e+01,7.598118225e+01,9.424999914e+01,6.946015547e+01,3.578907176e+01,6.690446502e+01,3.588232190e+01,6.339721237e+01,5.588386842e+01,5.406809762e+01,4.390236960e+01
3.536478363e+00,1.143123408e+01,4.125666307e+01,7.607477183e+01,1.102991972e+01,8.738792208e+01,1.449138855e+01,8.965378816e+01,2.818959628e+01,3.695906817e+01,8.628728399e+00,2.995906401e+01,1.315081017e+01,3.005383964e+01,8.783318649e+01,9.073997960e+01,7.931439684e+01
1.726846345e+01,2.943535316e+01,7.188077416e+01,8.568549340e+01,2.450395488e+00,4.221571676e+01,2.176040021e+01,2.535198100e+01,5.551402348e+01,6.279728360e+01,4.212737601e+01,3.591931721e+01,8.233618975e+01,6.751452544e+01,5.484905963e+01,8.642394947e+01,6.740106927e+01
5.080502849e+01,7.242599380e+01,5.494031001e+01,6.974428123e+01,6.134492468e+01,3.061455224e+01,1.551521398e+01,5.282204874e+01,2.298509795e+01,1.903254422e+01,5.883546749e+01,1.679504759e+01,1.643856910e+01,1.817078150e+01,8.617608198e+00,2.669268549e+01,5.192580847e+01
8.253102841e+01,3.891860152e+01,5.489937112e+01,9.215434122e+01,9.679183983e+01,5.315035342e+01,9.612315821e+01,7.097340094e+01,4.272533989e+01,9.036678601e+01,1.349641069e+01,2.687982792e+01,7.652963249e+01,1.547744930e+01,2.954698246e+01,1.907682240e+01,8.458420581e+01
4.382566841e+01,8.789023429e+01,1.507205358e+01,4.196854264e+01,4.374820810e+01,8.654705302e+01,4.708309600e+01,4.043191968e+00,5.034712327e+01,9.288435127e+01,1.391006163e+01,4.940780564e+01,5.435402293e+01,4.582286122e+01,7.801264314e+01,2.847302122e+00,6.408784037e+01
4.221205327e+00,6.345566460e+01,4.557474995e+01,7.509124659e+01,3.840526581e+01,9.778888450e+01,5.383768789e+01,7.624128707e+01,8.984269486e+01,6.599793429e+01,9.926615282e+01,8.933454335e+01,6.466093280e+01,4.485990087e+01,7.934838674e+00,6.533401492e+01,3.808316159e+01
5.646849404e+00,7.177065085e+01,3.287063056e+01,4.346516569e+01,1.579425073e+01,9.116133939e+01,1.492188499e+01,5.674388612e+01,2.169147956e+01,2.523371878e+01,3.773087066e+00,1.008420475e+01,1.405972955e+00,9.190096546e+01,8.503165295e+01,2.258010581e+00,2.848579825e+01
3.131392176e+01,7.962470852e+01,1.966860600e+01,1.778317922e+00,1.289319136e+01,5.737297172e+01,3.856004442e+01,3.102837846e+01,3.895282570e+01,9.120570935e+01,8.483714339e+00,5.756156863e+01,8.451504480e+01,6.970756724e+01,3.274100641e+01,8.909840091e+01,8.690511394e+01
7.126935617e+01,6.475324410e+01,2.107082595e+00,1.423394218e+01,1.155437749e+01,8.297185157e+01,4.051359315e+01,2.276276950e+00,7.781974763e+01,6.458432471e+01,4.666263770e+01,6.155889576e+01,7.395045914e+01,5.782695811e+01,7.196776841e+01,4.830501359e+01,3.344246781e+01
6.954999933e+01,8.629075522e+01,4.708815153e+01,5.053573642e+01,6.609401042e+01,1.251803820e-01,2.135001214e+01,8.954619772e+01,6.953560983e+01,6.588206971e+01,1.088019117e+00,6.194026070e+00,5.629239227e+00,3.803533408e+00,6.015196727e+01,4.759440232e+00,6.924224169e+01
8.329604219e+01,3.723128450e+00,2.481911557e+01,1.213555500e+01,8.360718531e+01,8.193033951e+01,4.390116873e+01,4.069867408e+01,7.709227514e+01,9.705866743e+01,9.092447802e+01,2.773639247e+01,5.399613839e+01,2.435839217e+01,5.691822874e+01,7.944299971e+01,4.104687048e+01
8.201055316e+01,6.017984877e+01,2.858105737e+01,8.839135105e+01,1.163516371e+01,8.662935459e+01,3.238487763e+01,8.009471462e+01,3.088279382e+01,8.510654765e+01,5.193373074e+01,3.635273046e+00,6.932288867e+01,9.171673470e+01,2.303986125e+01,7.708333339e+01,5.624165142e+01
9.472658787e+01,9.314051066e+01,5.278021443e+00,1.741559314e+01,2.239838914e+01,6.299262782e+01,2.503776086e+01,3.595687606e+01,1.078828016e+01,4.777907294e+01,6.583058448e+01,1.731960491e+01,2.030217443e+01,9.384653704e+01,4.962508766e+01,3.860337245e+01,8.816722249e+01
9.587562787e+01,9.136030794e+01,3.088164664e+01,7.210696891e+01,3.151170755e+01,9.028178116e+01,5.714957718e+01,7.795235705e+01,2.857665381e+00,4.352422680e+01,4.077708117e-01,5.888929081e+01,5.930128348e+01,3.751409608e+01,1.342786826e+01,5.798979156e+01,7.149951534e+01
1.110172788e+01,8.600143719e+01,9.867558773e+01,3.493704866e+01,5.164572686e+01,3.380412721e+01,5.751521196e+01,1.745221056e+01,4.605476943e+00,6.517196458e+01,2.653885121e+01,9.724864870e+01,9.763923527e+01,5.004644275e+00,1.164484633e+01,2.230675109e+01,2.856169975e+01
1.056641182e+01,5.061036509e+01,5.572239412e+01,4.140048505e+01,2.295737868e+01,8.029037571e+01,9.045831243e+01,3.127696949e+01,7.742719994e+01,8.378380523e+01,2.475433660e+01,9.072542799e+01,3.924776315e+01,8.926453339e+01,2.840234835e+01,9.067843760e+01,1.083682823e+01
2.231677345e+01,1.522140344e+01,8.065145061e+01,8.360202831e+01,3.419873879e+01,7.726764996e+01,8.831640217e+01,7.543708886e+01,3.619411413e+01,2.268693582e+00,6.470021728e+01,5.476866950e+01,2.414916815e+01,5.340231911e+01,6.406982715e+01,4.721233046e+01,9.341136000e+01
8.578277643e+01,1.228426884e+01,5.013628754e+01,4.998137337e+00,5.076862783e+01,1.781645919e+01,8.205070253e+01,8.131215040e+01,2.971573442e+01,2.148844471e+00,7.580976359e+01,5.666147828e+01,1.926680359e+01,5.497490708e+01,7.546038562e+01,8.884741957e+00,1.039574023e+01
3.737396968e+01,5.361334281e+01,5.647322016e+01,7.384652631e+01,2.157806640e+01,1.748416415e+01,9.310744919e+01,2.457571547e+01,3.822529813e+00,5.492526162e+00,1.857714031e+01,4.914765439e+01,8.069498142e+01,4.136205603e+01,5.621501441e+01,4.803520248e+01,1.248714531e+01
6.402768454e+01,5.093179475e+00,3.091961841e+01,6.426223144e+01,2.347482116e+01,7.607878655e+01,2.788813870e+01,3.908419520e+01,7.251514832e+01,5.127938032e+01,4.288280333e+01,7.241363861e+01,2.762349292e+01,3.968479271e+01,6.641453670e+01,7.106077577e+01,7.673950340e+01
4.651130797e+01,6.914770354e+01,5.795509312e+01,9.719439405e+01,8.094576467e+01,7.541357788e+01,7.012291517e+01,8.524551813e+01,1.263042048e+00,3.663223495e+01,7.244132822e+01,9.337413081e+01,4.015197426e+00,4.564881268e+01,6.868391285e+01,6.383506093e+00,6.505827337e+01
8.506573545e+01,9.698993496e+01,9.826059118e+01,6.438083880e+01,4.307677777e+01,2.401840596e+01,9.696865457e+01,3.280363745e+01,1.005990218e+01,8.650145009e+01,6.484670871e+01,7.188341445e+01,5.027953288e+01,8.856730674e+01,1.171753959e+01,3.128809313e+01,2.082133559e+01
2.093268847e+01,7.278654985e+01,5.841741856e+01,1.506643454e+01,2.590595829e+01,9.463607788e+01,8.524507211e+01,1.342882256e+01,5.701685716e+00,4.514010252e+01,9.386459287e+01,3.999740901e+01,8.889003738e+01,7.170351038e+00,4.591728741e+01,1.281990852e+01,6.357148648e+01
5.507145045e+01,9.521964570e+01,4.091916971e+01,5.487252919e+01,2.941090776e+01,6.319518413e+01,8.698426728e+01,3.583424038e+01,5.903701952e+01,4.495782805e+01,2.167790890e-01,2.923138393e+01,1.377735597e+01,3.416153778e+01,2.316977431e+01,1.981851362e+01,9.359523225e+01
4.906797435e+01,6.156280363e+01,3.013375805e+01,3.544272700e+01,2.767550722e+01,7.242395441e+01,7.559439269e+01,2.737254144e+01,2.587963432e+00,8.565717422e+01,9.308193554e+01,8.518706202e+01,5.326635009e+01,5.211686561e+01,5.401251102e+01,6.263968357e+01,9.259117723e+01
7.819622026e+01,2.874598692e+01,6.805361890e+00,5.510993235e+00,8.265669232e+01,3.259851103e+01,4.354189809e+01,1.190460744e+01,8.971778218e+01,2.205674037e+01,3.525130341e+01,6.856941197e+00,1.852595946e+00,8.432987093e+01,7.514191424e+01,1.082732582e+01,9.609103465e+00
4.365823502e+01,7.618578239e+01,3.471671536e+01,7.811382789e+01,9.089821204e+00,9.827614242e+01,6.002618242e+01,5.186865897e+01,6.035544891e+01,6.308573737e+01,5.505470281e+01,3.502049281e+01,9.128203561e+01,2.537435701e+01,6.190688502e+01,5.693338117e+01,2.269687434e+01
9.339087700e+00,7.039272537e+01,2.163320119e+01,9.491144100e+01,5.951242164e+01,4.050044706e+01,1.872866904e+01,9.204861560e+01,9.936299789e+01,9.028231764e+01,4.374939434e+00,8.219532446e+01,8.995511181e+00,9.057091197e+01,5.235062587e+01,3.676597511e+01,3.638502977e+01
8.595779034e+01,8.314290042e+01,2.706583244e+01,6.396352855e+01,6.013972477e+01,4.046997957e+01,7.145929515e+00,3.305928613e+01,3.980893217e+00,2.243498224e+01,7.534042339e+01,7.399308474e+01,6.117390112e+01,4.817691302e+00,3.599325995e+01,5.254577626e+01,9.158136969e+00
7.365719235e+01,2.777216662e+01,5.676330264e+01,2.891993735e+01,7.231771675e+01,9.410756440e+01,2.939705034e+01,1.311634192e+01,9.197674830e+01,4.244672765e+01,7.982763414e+01,7.685997707e+01,4.380769172e+00,6.438158600e+01,8.273026282e+01,2.706436404e+01,3.620539790e+01
7.300133663e+01,5.214131247e+01,6.336159085e+01,8.684084876e+01,9.907222554e+01,3.510279996e+01,6.727041576e+01,8.292655340e+01,2.659147152e+01,3.226245846e+01,1.443266715e+01,9.853419538e+01,2.866667350e+01,6.195914647e+01,3.930570624e+01,5.158632193e+00,2.046250017e+01
9.236642894e+01,6.024930069e+01,5.102832531e+01,2.035464629e+01,2.813755076e+01,5.755136051e+01,4.036760661e+01,6.779745194e+01,3.645738618e+01,6.890065435e+01,1.694408945e+01,9.544263297e+01,8.567949969e+01,1.654352122e+01,7.715547112e+01,4.766076510e+01,5.608859785e+01
6.500979072e+01,1.708859477e-01,6.491990316e+01,6.912315261e+01,5.386821187e+01,3.185118287e+01,4.162187268e+00,6.626965753e+01,4.237032527e+01,7.128189969e+01,4.475896339e+01,7.841229234e+01,9.934576561e+01,7.750962430e+01,2.451033768e+01,4.432608722e+01,5.826385587e+01
7.447195610e+01,4.062729038e+01,7.884302887e+00,8.521525597e+01,9.325417679e+01,3.515861490e+00,3.073785762e+01,6.083137438e+01,2.285070061e+01,7.438346886e+01,1.103803841e+01,8.727700514e+01,5.974260121e+01,6.188872380e+01,1.884298060e+01,7.390638738e+01,3.456536389e+01
3.683823147e+01,3.215842004e+01,7.429153303e+01,9.807608724e+01,5.280361421e+01,1.198881503e+01,7.073523988e+01,8.574293277e+01,8.072665520e+01,2.716243195e+00,2.806743331e+01,1.573073775e+00,6.296799170e+01,5.224908572e+01,5.902535773e+01,2.444070813e+01,9.029849675e+01
1.435741264e+01,5.386027571e+01,1.685155524e+01,5.792315927e+01,3.042753613e+01,6.160554075e+01,3.901110765e+01,9.109701753e+01,7.943279145e+01,2.531251216e+01,5.511443046e+00,8.990030557e+01,3.464665739e+01,7.626131259e+01,5.245940945e+01,8.603161961e+01,3.755935626e+01
4.173670779e+01,3.982945076e+01,2.492897928e+01,8.952811899e+01,7.788213272e+01,2.189780667e+01,2.702267785e+01,2.069184456e+01,2.128642780e+01,2.633823136e+01,3.260084213e+01,4.814607840e+00,7.740406654e+01,7.125541570e+01,4.534117855e+01,5.328088136e+01,9.613571424e+01
2.923877591e+01,6.167102234e+01,5.399360759e+01,4.078100456e+01,2.797077864e+00,7.454800419e+01,1.487308902e+00,6.033072851e+01,2.726896903e+01,5.746334409e+01,6.459104481e+01,8.694013328e+01,6.200610074e+01,5.530687478e+01,6.375399983e+01,6.893667715e+01,1.424507491e+01
5.973417653e+01,1.383070315e+01,2.389582172e+01,1.453378928e+01,6.928487418e+01,8.304054652e+01,6.474456785e+01,8.377745805e+01,8.886349201e+01,1.755125479e+01,4.065904451e+01,6.134678442e+01,6.586860224e+01,6.808209324e+01,9.821916163e+01,3.457208218e+01,1.885271301e+01
4.610720809e+01,3.045486449e+01,8.409223714e+01,8.490565204e+01,6.319317253e+01,9.961770684e+01,6.040291536e+01,4.032287160e+01,9.781187998e+01,7.471727018e+01,2.402313827e+01,1.245640083e+01,8.607149273e+01,9.503461931e+00,6.774518030e+01,3.167600322e+01,7.257822351e+01
9.373955813e+01,8.632315180e+01,9.988068268e+01,3.235818114e+01,7.625335404e+01,1.141996214e+01,3.118568139e+01,2.242116841e+01,4.836438807e+01,6.473108710e+01,4.624287028e+01,5.420299645e+01,1.690421080e+01,5.165932730e+01,6.856311991e+01,1.506261324e+01,7.696797915e+01
