v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84
3.994779902e+01,2.200882626e+00,7.881980183e+01,1.415359045e+01,4.395081377e+01,3.544031382e+01,8.144819741e+01,7.998030106e+01,2.469410782e+01,8.700980706e+01,4.930095163e+01,9.934475978e+01,4.171579551e+01,5.641869709e+01,1.646480683e+01,8.901925651e+01,9.850565870e+01,4.093999433e+01,8.603741406e+01,6.454396404e+01,8.912072702e+01,2.806661642e+01,4.424122002e+01,3.436224178e+01,8.790543449e+01,4.688626574e+01,5.176403783e+01,4.289370074e+01,3.283220287e+01,2.772518323e+01,5.406362508e+01,6.903510030e+01,1.606454980e+01,5.108658020e+01,5.453308602e+01,8.285794518e+01,4.908319090e+01,9.682091740e+01,6.888521007e+01,7.525125952e+01,1.538894931e+01,1.642156926e+01,1.146721978e+01,1.715920288e+01,7.577320745e+01,4.606468498e+01,2.116134866e+01,7.870049217e+01,1.435132553e+01,4.584517379e+01,3.602558163e+01,3.228531902e+01,3.723163403e+01,3.915829021e+01,4.923347072e+01,1.691337991e+00,4.026311695e+01,2.263071656e+01,9.701592364e+01,7.550601758e+01,6.369650876e+01,2.012305594e+01,6.492176726e+01,6.587033469e+01,4.637292680e+01,6.939444863e+01,4.844137161e+01,9.558492566e+01,3.010484541e+01,5.513259161e+01,7.927986492e+01,3.322741753e+01,7.555906212e+01,1.321198243e+01,5.133288258e+01,9.214672954e+01,5.879590395e+01,2.590064058e+01,7.828405984e+01,4.947344126e+00,6.990106146e+01,8.974987622e+00,9.363917775e+01,6.431600457e+01
3.121989956e+01,6.594161889e+01,4.652072443e+01,9.120798623e+01,7.412557469e+01,1.842813602e+01,4.890883134e+00,6.534400320e+01,1.127169191e+01,8.160410810e+01,8.397065927e+01,7.720261015e+01,7.823967509e+01,6.526167251e+01,5.139219219e+01,1.357926589e+01,9.037270941e+01,7.978075140e+01,8.645522321e+01,5.333653572e+01,1.080305403e+01,1.975865433e+01,7.117715200e+01,5.835513932e+01,8.473174740e+01,8.298319282e+01,6.840371211e+01,8.457200928e+01,4.402429678e-01,3.457615544e+01,6.814255626e+01,4.073140993e+01,8.428052867e+01,1.085971114e+01,1.727311038e+01,2.656095005e+01,8.988927679e+01,1.020180592e+01,8.001127595e+01,8.105911929e+01,2.419431617e+01,9.540176306e+01,4.731304313e+01,8.565339071e+01,7.954673017e+01,4.467705563e+01,6.644726561e+01,2.435000805e+01,2.752951728e+01,4.565739657e+01,7.482791501e+00,5.351596114e+01,3.579794388e+01,7.780244792e+00,3.770775195e+01,1.982431394e+01,8.968790865e+01,7.397009161e+01,7.816829095e+00,9.197905445e+01,9.902554774e+01,6.464583381e+01,5.958628689e+01,3.826273482e+01,5.306321903e+01,8.799832130e+01,9.570938271e+01,8.691581385e+01,5.906458675e+01,1.658215082e+01,6.346733057e+01,2.120677305e+01,5.561985419e+01,3.789293794e+01,4.684128375e+01,8.257818888e+01,3.163376314e+01,2.804645359e+01,7.229769969e+01,5.852675267e+01,7.207189370e+01,3.159125616e+01,6.008241748e+00,7.226349417e+01
3.083622293e+01,7.561030912e+01,4.743631344e+01,8.353757871e+01,4.545668368e+01,9.311272760e+00,2.105665137e+00,9.451919974e+01,1.452046682e+01,6.593674312e+01,8.050724436e+01,5.439921624e+01,7.945030151e+01,4.886922568e+01,5.011356153e+01,9.196130111e+01,6.085380498e+00,2.604483694e+01,9.478002548e+01,4.496391885e+01,4.188436075e+01,4.499142697e+01,1.151000044e+01,7.463534006e+01,4.608102482e+01,4.432311320e+01,2.852981017e+01,1.616130463e+01,9.109413368e+01,4.430983068e+01,6.581245361e+01,6.250091901e+01,8.630363997e+01,3.444529459e+01,1.469345668e+01,8.665127597e+01,7.141847067e+01,5.793139038e+01,4.689213508e+01,4.175192835e+01,3.115969302e+01,7.884199568e+00,6.488268630e+01,7.688092150e+01,4.626245914e+01,8.635300175e+01,8.688270989e+01,7.639309577e+01,5.733671688e+01,8.457713384e+00,2.491759370e+00,3.265925119e+01,7.742022104e+01,2.655739928e+01,5.186188176e+01,4.422106103e+01,6.291772662e+01,6.859838733e+01,7.654876312e+01,8.054180426e+01,1.039973595e+01,8.076081780e+01,4.796765367e+01,6.358862565e+01,8.992566998e+01,8.230009160e+01,5.319939971e+01,9.626740729e-01,4.320273817e+01,5.272112451e+01,4.603390093e+01,3.515870585e+01,3.030275107e+01,2.222345150e+01,8.505473699e+01,7.773237703e+01,7.990330757e+01,1.202826315e+01,2.625704540e+00,5.487311623e+01,4.341176934e+01,6.547148183e+01,5.670089735e+01,5.698401000e+01
2.102131532e+01,4.064512386e+01,7.240201289e+01,6.709031945e+01,1.828284028e+01,1.205625517e+01,5.992367633e+01,1.310553021e+00,8.576694645e+01,6.156419041e+01,9.852320053e+01,8.545265373e+01,7.971610345e+01,5.085706704e+01,9.255438016e+01,9.401158050e+01,8.415578227e+01,5.904284227e+01,8.763272971e+01,7.557509357e+01,4.552321076e+01,7.864426372e+01,9.468818389e+00,3.666795753e+01,9.833006652e+01,3.232255828e+01,6.026410716e+01,9.246603785e+01,4.191058135e+01,9.241621173e+01,8.927740281e+01,3.559830460e+01,6.428125241e+01,3.539564492e+00,3.826920508e+01,9.292008437e+01,3.756523678e+01,6.800413364e+01,2.175356253e+01,3.693825968e+01,9.387089081e+01,2.270240037e+01,3.054830517e+01,9.058387971e+00,8.071486707e+01,1.464585239e+01,9.667133824e+01,5.545352793e+01,8.182338956e+01,4.354817147e+01,2.807204844e+01,1.032967058e+01,8.442707485e+01,4.961755456e+01,9.340531624e+01,2.435287672e+01,3.818157085e+01,4.852945604e+01,7.569573556e+01,5.438232866e+01,2.803771804e-01,3.610855857e+01,1.092970122e+01,1.563517778e+01,8.568340716e+01,5.224528714e+01,4.939912710e+01,9.450767069e+01,2.354739801e+01,9.780742072e+01,9.520427748e+01,5.738746597e+01,2.325855497e+01,4.860929250e+01,8.569127232e+01,6.493017064e+01,9.336714130e+01,5.942133150e+01,9.621296649e+01,7.674773917e+00,8.949761086e+01,7.601774570e+01,9.883068234e+01,2.929319856e+01
9.654226976e+00,4.563057315e+01,6.490260613e+01,9.475903445e+01,4.332505958e+01,2.289940040e+01,5.912600008e+01,2.339663256e+01,6.941556113e+01,4.401300491e+01,7.148054124e+01,3.278464008e+01,1.019185017e+01,6.051236334e+01,9.583998830e+01,4.172885366e+01,5.901250253e+01,9.528055543e+01,9.072645610e+01,6.505472122e+01,1.684031522e+01,8.310345273e+01,8.903507985e+01,2.165851284e+01,8.734051097e+01,1.445279223e+01,7.624742133e+01,7.626705065e+00,5.137087415e+00,8.397683888e+01,2.541046645e+01,1.886443881e+01,7.201652204e+01,3.121907242e+01,1.167533959e+01,5.261540847e+01,5.263653961e+01,8.595578498e+01,5.548705497e+01,4.419769630e+01,2.312794975e+01,3.906037314e+01,7.222819150e+00,5.514785077e+01,3.433642616e+01,8.849893256e+01,4.275165508e+01,5.581416413e+01,8.311530246e+01,6.137531222e+01,1.038828995e+01,7.090442347e+00,2.598148866e+01,6.506060456e+01,6.056798675e+01,2.275947068e+01,2.796624379e+01,1.370211323e+01,1.702401369e+01,7.830389986e+01,7.285388040e+01,5.803193979e+01,6.252448587e+00,2.118957414e+01,9.249123805e+01,2.657615937e+01,8.902669671e+01,4.556500027e+01,3.159214975e+01,4.566172102e+01,1.104975095e+01,2.648526279e+01,3.609378728e+01,9.882290677e+01,5.600104027e+01,2.054194736e+01,2.383592311e+01,7.663343836e+01,1.645812876e+01,9.502935732e+01,6.479973032e+01,6.091883850e+01,8.175687301e+01,5.825748678e+00
5.542810691e+01,3.058171481e+01,4.877122257e+01,2.823109699e+01,2.994717748e+01,5.158180590e+01,6.139684425e+01,2.654966359e+01,5.214527738e+01,8.231865173e+01,9.159562235e+01,8.107042261e+01,3.243671273e+01,4.806955441e+01,9.511882525e+01,6.546509386e+01,9.204773960e+01,3.139168180e+01,2.080318687e+01,6.167769625e+01,5.409338859e+01,5.061695869e+01,9.717256896e+01,4.170553695e+01,9.390024703e+01,7.238775007e+00,8.197166201e+01,1.737433818e+01,9.519841236e+01,8.367571702e+01,1.515379070e+01,8.832663266e+01,5.461823797e+01,5.635917394e+01,9.997739930e+01,4.429092739e+01,8.913147293e+01,4.377984810e+00,7.603333939e+01,9.116481940e+01,8.749910794e+01,1.085666593e+01,8.708938141e+01,6.048375232e+01,4.450658632e+01,2.053072688e+01,3.655833528e+01,3.382311768e+01,5.530986676e+01,2.075526447e+00,3.772653544e+01,9.192908500e+01,6.593648469e+01,7.705706265e+01,9.309876752e+01,3.644846883e+01,2.531242659e+01,1.149036280e+01,8.280123872e+01,7.171443855e+01,8.920426383e+00,6.513571146e+01,2.376439719e+01,2.234673793e+01,4.599307420e+01,4.483885770e+01,2.725123344e+01,2.510046999e+01,2.565669722e+01,2.886659018e+01,1.114983330e+01,7.102560806e+01,3.213834060e+01,6.972208133e+01,6.297302631e+01,6.974274189e+01,3.238977273e+01,5.882992976e+01,1.075333026e+01,4.131208032e+01,3.419709688e+01,1.788031321e+00,5.821241387e+01,2.905732081e+01
5.823154496e+01,6.287687057e+01,9.181723979e+01,3.712295719e+01,8.530508893e+01,5.887688213e+01,4.536773935e+00,1.627106973e+01,2.173727084e+01,2.486087399e+01,4.680599198e+01,6.781127427e+01,8.169560283e+00,7.492182783e+01,8.907728143e+01,8.695417501e+01,9.470902946e+01,1.741683905e+01,2.740109533e+01,4.495104830e+00,8.214573997e+01,8.589045184e+01,8.957644579e+01,3.356792412e+01,6.133681416e+01,6.880641924e+01,7.260213866e+01,2.580744352e+01,8.854116728e+01,2.406749708e+01,1.240839696e+01,5.755854298e+01,2.916926848e+01,7.897970104e+01,6.647679012e+01,7.540854801e+00,6.130020154e+01,8.215002218e+01,1.115699657e+01,2.213290280e+01,7.475777065e+01,9.813249276e+01,6.177018153e+01,4.502615706e+01,5.839251314e+01,1.028283399e+01,6.290049340e+01,3.141888859e+01,5.544042655e+00,6.345879485e+01,7.772879778e+01,6.240382349e+01,1.795424385e+01,1.278916593e+00,4.909551916e+01,3.108089220e+01,3.992114928e+01,9.453705411e+01,8.308536308e+01,8.782867552e+01,5.616362556e+01,8.689653424e+01,5.089740526e+00,2.851471240e+00,9.234936818e+01,3.753057447e+01,6.315768125e+01,5.252881745e+01,4.688480059e+01,2.097290186e+01,8.706274578e+01,5.164726552e+01,8.528300390e+01,5.092553890e+01,8.310152898e+01,5.291575665e+01,7.565787005e+01,6.855710428e+01,8.641596891e+00,6.235393509e+01,1.144744661e+01,6.510397703e+00,9.472156363e+00,2.988114161e+01
4.440306367e+01,8.797630394e+01,7.382149273e+01,5.910336183e+01,7.947069520e+01,1.079620341e+01,1.819358226e+00,8.948078453e+01,9.738976660e+01,5.427918110e+01,2.664240398e+01,8.936731916e+01,8.861811095e+01,2.449798430e+01,8.814787338e+01,4.357027032e+01,7.481807787e+01,1.985938060e+01,8.995027179e+00,4.631889161e+01,7.319684902e+01,1.553083743e+01,9.491702009e+01,4.385999034e+01,1.749444947e+00,1.059803151e+01,6.624617589e+01,4.769107500e+01,4.778383944e+01,6.470634816e+00,3.448449070e+01,4.403562827e-01,8.949888880e+01,8.695052519e+01,3.678140921e+01,7.037591517e+01,7.154807241e+01,1.513670671e+01,6.774050455e+01,1.322895075e+01,6.914986982e+01,2.922576112e+01,7.766202426e+01,3.395989456e+01,1.371631889e+01,8.915684823e+01,4.741897663e+01,5.240203823e+01,9.489986181e+01,7.220124321e+01,8.431125959e+01,9.076811496e+01,7.621749769e+01,8.510831419e+01,5.076994729e+01,1.383851383e+01,6.257213126e+01,8.511263362e+01,5.031223078e+01,3.920287502e+01,3.567192141e+01,8.264753916e+01,9.401927344e+00,5.363423551e+01,8.922829176e+01,7.102829888e+01,8.047741718e+00,5.399688614e+01,8.184650914e+01,2.823383082e+01,3.368537775e+01,8.301199115e+01,2.013789890e+01,4.439602970e+01,7.450035779e+01,4.897408036e+01,2.506598379e+01,8.568747892e+01,6.905713600e+01,6.842711174e+01,1.611222193e-01,3.586549413e+01,5.354787890e+01,1.667277245e+00
5.297821791e+01,5.516497553e+01,3.127954405e+01,3.946454157e+01,5.855652210e+01,3.650654318e+00,1.833008358e+01,2.148457253e+01,2.065158798e+01,2.804460579e+01,3.808703596e+01,4.785619858e+00,1.956783714e+01,6.071924302e+01,2.302617226e+01,8.166374830e+01,9.542094425e+01,1.441186225e+01,9.323370856e+01,8.203962859e+01,1.207211379e+01,7.185135575e+01,6.780262573e+01,6.751334014e+01,8.283679410e+01,2.355817025e+01,1.250624282e+01,3.806729807e+00,1.825372659e+00,3.294311934e+01,6.086173314e+01,5.334512191e+01,6.470809249e+01,8.020536099e+01,4.828244627e+01,9.920810411e+00,3.494442875e-01,8.984009201e+00,3.302464376e+01,7.703049503e+01,7.645044789e+01,6.563016238e+01,7.339951465e+01,3.132796502e+01,5.949510864e+01,6.882167532e+01,6.616973741e+01,9.223679894e+01,6.278278999e+01,3.532887261e+01,7.317352847e+01,6.329552091e+01,2.159805035e+01,2.640744711e+01,7.998088390e+01,1.664230373e+01,4.377245786e+01,9.403032946e+01,3.913725589e+01,3.991743676e+01,6.931809429e+01,8.372465516e+01,4.204009554e+01,7.412114014e+01,7.970148114e+00,2.746450243e+00,3.383555260e+01,2.106439099e+01,8.126508411e+01,9.376414268e+01,4.865118382e+01,6.874380703e+01,8.774439499e+01,5.792912443e+01,8.199582798e+01,9.650879966e+01,6.095612059e+01,3.752644203e+00,2.478102903e+01,4.250090353e+00,9.734201076e+01,6.691341096e+01,2.999189588e+01,4.335227834e+01
7.122366063e+01,4.456034891e+01,8.182174030e+01,1.702444112e+00,7.466833351e+01,3.627207739e+01,9.099766331e+01,4.382796705e+01,8.357387925e+01,2.359348606e+01,2.522014083e+00,7.880879518e+01,3.005911753e+01,3.870783862e+01,2.736288220e+01,2.335969303e+01,9.876994908e+00,5.755035872e+01,4.795138791e+01,4.154936248e+01,6.410694129e+01,2.014187167e+01,5.870713794e+01,8.404409288e+01,5.958447911e+01,1.290125726e+01,3.067317131e+00,2.691991864e+01,1.162605174e+01,3.332605004e+01,8.652783858e+01,6.544113651e+01,7.187179396e+01,6.161270145e+01,5.284225391e+01,7.565390984e+01,8.009628689e+01,1.179627055e+01,2.307576069e+01,7.251487774e+01,5.902461093e+01,8.291300344e+01,5.604023884e+01,5.271292384e+01,9.941372167e+01,2.472104425e+01,2.978247100e+01,2.583289196e+01,8.390330823e+01,2.117871548e+01,5.360442292e-01,9.171574433e+01,4.442509122e+01,8.707577330e+01,4.590511559e+01,7.376512223e+01,2.019343373e+01,2.941670880e+01,6.720844014e+01,2.298282882e+01,2.532191186e+01,9.481792334e+01,6.934709491e+01,2.340635894e+01,3.733625208e+01,2.759248630e+01,3.973929044e+01,9.251013486e+00,2.197682838e+01,1.837814650e+01,1.144969675e+00,2.944895041e+00,2.909322526e+01,9.091683260e+00,7.786791395e+01,1.091797152e+01,6.627730581e+01,6.354337052e+01,9.205578203e+01,9.838650093e+01,3.982207071e+01,9.178025067e+00,8.321104815e+00,9.836558094e+00
3.868461728e+00,1.372243467e+01,3.080045363e+00,2.816323771e+01,5.428047918e+01,5.162085160e+01,5.260340566e-01,7.821730071e+01,5.641607775e+01,6.641668631e+01,5.929174704e+00,7.787701686e+01,8.784606370e+01,2.976829470e+01,4.097541007e+01,6.268109372e+01,9.574021965e+01,6.110744500e+01,5.517848673e+01,7.458818180e+01,7.624122964e+01,3.187784166e+01,8.446667877e+01,8.436436913e+01,6.223552912e+01,6.367489087e+01,8.904520943e+01,9.282667266e+01,9.171957753e+01,4.249819614e+01,8.567253351e+01,1.191347881e+01,6.154637929e+01,3.882393496e+01,2.633739511e+00,8.392504439e+01,6.186294071e+01,6.846803450e+01,2.764869476e+01,2.834936070e+01,2.013443246e+00,9.625045482e+01,8.523894010e+01,8.927926381e+01,4.855468748e+01,7.236361276e+01,9.073520520e+01,2.871487116e+01,4.976131554e+00,3.426840106e+01,5.369083395e+01,3.236738625e+01,4.586061710e+01,2.080485044e+01,8.894251299e+01,7.647018350e+01,7.799289230e+01,1.652165424e+01,2.498522092e+01,1.047453956e+01,1.616777788e+01,6.618496017e+00,9.219354719e+01,2.198930179e+01,2.415022197e+01,3.719306630e+01,8.057474379e+01,6.669892676e+01,6.578466150e+01,5.823381290e+01,5.919677432e+01,1.045881753e+01,9.846627060e+01,1.379521841e+01,2.267714982e+01,7.869478023e+01,7.046128129e+01,5.181920504e+01,3.048585917e+01,8.014044771e+01,8.876763980e+01,3.879604714e+01,4.118475652e+01,6.052379528e+01
3.645969347e+01,5.967056873e+01,9.060401586e+01,6.242000992e+01,6.441216295e+01,5.023188552e+01,7.936911668e+01,8.877650594e+01,2.620560978e+01,5.271023444e+01,6.024307848e+01,5.879383765e+01,5.300394451e+01,7.341956941e+01,5.704093111e+01,8.116855048e+01,3.173407458e+01,3.512877919e+01,9.916418336e+01,9.861647601e+01,5.602512957e+00,4.543120687e+01,3.690355732e+01,1.856026079e+01,4.998773286e+01,8.245275971e+01,9.888874898e+01,9.735618710e+01,9.761343026e+01,2.309798837e+01,1.231559961e+01,6.429342886e+01,1.091352586e+01,5.703801072e+01,7.068048291e+01,1.509373144e+01,2.141492817e+01,8.345599395e+00,8.866519861e+00,2.542266896e+01,1.434715503e+00,2.112761890e+01,7.870957822e+01,3.571422841e+01,5.329478536e+01,8.677832169e+01,7.061483237e+00,6.934640996e+01,8.007792774e-01,8.201839964e+01,3.759183856e+01,3.645898702e+01,6.437341603e+01,3.579993235e+01,3.881618839e+01,3.881166353e+01,6.516882707e+01,6.180980818e+01,2.042683167e+01,5.486418298e+01,2.242623942e+01,3.705763517e+01,6.686474626e+00,8.121724837e+01,1.393460726e+01,7.963596290e+01,3.599347843e+01,9.505453542e+01,6.498256563e+01,2.419004885e+01,2.540497248e+00,9.398799193e+01,3.948887351e+01,4.583704952e+01,9.388006947e+01,6.581073606e+01,1.653363211e+01,1.442627032e+01,1.011371002e+01,8.731417367e+01,3.461709074e+01,4.506640674e+01,9.822391855e+01,2.734383014e+01
4.655657511e+01,1.827376819e-01,8.600225035e+01,8.568452460e+01,8.769739817e+00,6.482340162e+01,1.041822065e+01,3.870504281e+00,1.774581205e+01,7.726840723e+01,9.765174777e+01,3.416792110e+01,9.442953892e+01,9.943218676e+01,1.384354809e+01,4.291646406e+01,2.455031552e+01,3.489729876e+01,8.935219046e+01,6.447325233e+01,7.870825087e-01,6.988559353e+01,4.632103659e+01,9.786473685e+00,5.675501619e+01,1.963360911e+00,9.594557158e+01,4.648782550e+01,9.974952951e+01,2.315136814e+01,3.687126228e+01,2.234579547e+01,6.030678846e+01,4.861942038e+01,6.004688921e+01,4.812228164e+01,7.824307364e+01,4.200019786e+01,8.912167010e+01,9.658669415e+01,5.247628164e+01,2.111148086e+00,7.852298004e+01,4.084722417e+01,2.495089751e+01,6.970209949e+01,1.066989051e+01,3.378742787e+01,1.098893434e+01,1.172690969e+01,8.209751436e+01,8.369925743e+01,7.371161541e+01,5.446911747e+01,2.357256876e+01,1.174841981e+01,9.918343863e+01,9.215382397e+01,9.925831522e+01,3.382609879e+01,9.845481450e+01,4.883989215e+00,3.607596326e+01,6.147769208e+01,2.983325848e+01,8.009361731e+01,2.966228816e+01,1.478120400e+01,2.395858753e+01,3.455933325e+01,1.643735719e+01,5.520633378e+00,4.866149191e+01,4.970777788e+01,2.747680017e+01,9.223935433e+01,8.767803379e+01,4.025691581e+01,2.197769728e+01,5.028552357e+01,5.719157901e+01,2.488427198e+01,2.781466405e+01,6.252926960e+01
8.326976776e+01,9.395044933e+01,3.195569571e+01,7.081871088e+01,4.693104334e+01,6.776526287e+01,7.052498329e+01,3.073550653e+01,1.767243748e+01,2.845084442e+01,7.379172975e+01,9.799942150e+01,3.239433474e+00,3.776416275e+01,1.204047869e+01,9.596125514e+01,6.800736227e+01,5.922138125e+01,8.013472478e+01,2.952893888e+01,5.119084417e+01,4.691802428e+01,9.380681873e+01,8.265744224e+01,7.980971850e+01,6.307939469e+01,3.119513637e+01,8.087300291e+01,4.270456626e+01,5.285327462e+01,2.473657431e+01,1.624406619e+01,5.212481639e+01,9.375454394e+01,6.597346067e+01,9.837593370e+01,3.617301516e+01,5.609098979e+01,8.887450492e+01,8.110825305e+01,8.315631187e+01,5.174451663e+01,2.606451477e+01,1.604198901e+01,6.386136963e+01,1.317743701e+01,8.016993939e+00,8.145738840e+01,3.788108626e+01,6.690883203e+01,9.708350588e+01,8.814379800e+01,4.498555787e+01,7.765318404e+01,6.907725946e+01,8.095677536e+01,3.717438278e+01,7.115878679e+01,9.112569100e+01,5.687900394e+01,3.003166826e+01,6.227628404e+00,7.832980609e+01,3.422296195e+01,6.105696584e+01,4.142358822e+01,9.499687952e+01,4.219548076e+01,4.157898518e+01,2.680328291e+00,2.691442605e+01,3.094778060e+01,4.350217130e+01,8.204333528e+01,1.742491911e+01,3.139717150e+01,2.197839710e+01,1.846382711e+01,1.909094008e+01,3.157503935e+01,8.246932615e+01,5.078722297e+01,7.201219675e+01,6.347375687e+01
9.419551301e+01,7.764981584e+01,3.493939012e+01,5.763387745e+01,7.839229627e+01,6.940937470e+01,5.685840442e+01,2.078034528e+01,5.298838695e+01,9.164141382e+01,2.577181906e+01,1.140364629e+01,8.168432916e+01,1.483846054e+01,1.501818486e+01,4.002752149e+01,8.461163155e+01,2.807316370e+01,2.637980682e+01,4.530475722e+01,5.019269534e+01,3.753574191e+00,1.109529719e+01,8.111407454e+01,8.167041083e+01,6.620230518e+01,7.436293296e+01,9.825090190e+01,4.080810506e+01,1.132747272e+01,1.785134201e+01,2.176964360e+01,2.279561847e+01,2.725144347e+01,3.296002338e+01,5.439901311e+01,4.364771303e+01,9.078073971e+01,8.058498304e+01,7.447023810e+01,5.046506402e+01,1.882999167e+00,1.693609250e+01,2.010855841e+01,6.785248379e+01,4.324940277e+01,1.778496727e+01,7.099832282e+01,6.009608356e+01,2.688563487e+00,4.944169853e+01,2.076323280e+01,6.608419147e+01,4.263519300e+01,2.298157549e+01,1.070172548e+01,9.693559403e+01,4.010166555e+01,5.279339658e+01,8.098977112e+01,4.485313584e+01,7.466708823e+00,1.839895343e+01,1.918952705e+01,8.019562809e+01,6.278846367e+01,4.316004625e+01,3.032860116e+01,4.621630113e+00,4.419319549e+01,4.266806658e+01,1.013615408e+01,8.976668728e+01,2.117485487e+01,9.554763939e+01,1.818434944e+01,8.460862506e+00,9.432071056e+01,8.543848684e+01,4.834852934e+01,4.171837907e+01,8.813077689e+00,5.576855086e+01,4.956697783e+01
4.842639523e+01,7.508729591e+01,5.487907946e+01,5.907942677e+01,5.178942833e+01,1.445060613e+01,6.746116163e+01,3.053286677e+01,8.006205146e+01,2.027989434e+01,7.397334230e+01,3.818935354e+01,3.127832676e+01,2.015757573e+01,9.896382674e+01,8.667346916e+01,6.503383911e+01,9.584616017e+01,2.934274913e+01,5.551612586e+01,8.552971143e+01,9.922169089e+01,3.045809630e+01,1.830571917e+01,3.031264111e+01,4.098669963e+01,7.036195607e+01,3.710572366e+00,5.338689373e+01,2.831057019e+01,9.631924005e+01,8.293582519e+00,1.524543172e+01,8.046894815e+01,9.817526200e+01,2.128472812e+01,1.436239377e+01,2.572159778e+01,5.919416198e+01,4.556665927e+01,3.663264148e+01,3.846550360e+01,9.475345472e+01,9.219175093e+01,3.366243476e+01,1.321521783e+00,8.352631174e+01,4.271947012e+01,2.203122744e+01,8.190393000e+01,8.930549542e+01,5.976330707e+01,9.469836310e+01,8.080468994e+01,4.966255872e+01,9.460034817e+01,8.408050926e+01,4.201171330e+01,1.648284853e+01,6.273043032e+01,7.331350850e+01,5.939688368e+00,8.562287750e+01,1.283772364e+01,7.341341970e+00,8.311274080e+01,2.813943236e+01,4.768486562e+00,4.734745682e+01,7.960801658e+01,2.896027923e+01,3.102170017e+01,7.960481721e+00,7.933194292e+01,1.838154314e+01,1.104786500e+01,5.292989581e+01,4.478144178e+01,4.290740395e+01,1.448072718e+01,7.476216253e+01,8.866090828e+01,6.212153137e+01,4.237526549e+01
3.349803806e+01,9.592825990e+01,6.611271670e+01,5.624775504e+01,7.632601742e+01,1.116463731e+00,8.367733033e+01,4.892332477e+01,1.064025328e+01,8.212775701e+01,8.921594927e+01,3.989351858e+01,2.741463181e+01,7.601770556e+01,2.593723774e+01,9.669278970e+01,4.973941523e+01,6.720895655e+01,1.838648536e+01,7.757123527e+01,9.564089315e+01,5.082492399e+01,4.777956890e+01,3.673547569e+01,4.036231966e+01,8.883279715e+01,8.500708429e+01,5.371039988e+01,5.656220761e+01,8.710357524e+01,4.969970385e+01,6.556056491e+01,8.596858958e+01,7.125546024e+01,1.559397979e+01,8.848806464e+01,3.819347059e+01,1.657529458e+01,7.967419119e+01,4.116935265e+01,9.068347715e+01,4.128534124e+01,7.842281515e+01,1.731572836e+01,2.279110276e+00,5.487024549e+01,5.935883128e+01,4.267740584e+01,8.142195656e+01,6.639977181e+01,3.571398458e+01,8.375480307e+00,3.473779193e+01,3.016254716e+01,8.400910048e+01,3.500932179e+01,3.247047027e-01,5.300454264e+01,6.505494561e+01,6.105846318e+01,1.318631836e+01,3.634003696e+00,6.182563438e+01,9.768006599e+00,1.421582018e+01,1.823729853e+01,6.948506787e+01,4.330680535e+01,7.274668136e+01,9.923583435e+01,9.659488246e+01,3.737685134e+01,9.622861026e+01,1.729655843e+01,8.249394069e+01,9.450518715e+01,9.998696500e+01,4.162292898e+01,1.611957817e+01,9.253936217e+01,3.766539593e+01,5.733696064e+01,2.179610274e+01,9.167748133e+00
8.498850069e+01,3.682041540e+01,1.357873596e+01,4.387568242e+01,9.600838979e+01,3.493904479e+00,5.408841681e+01,8.180564159e+01,2.838820475e+01,6.742632985e+01,7.931243715e+01,8.622760474e+01,3.022566149e+01,9.711111880e+01,3.898306233e+01,7.915628952e+01,2.173318684e+01,4.645515906e+01,5.543749589e+01,5.296690747e+01,9.220157173e+01,4.155162498e+01,5.620366749e+01,4.723414323e+01,7.319719687e+01,8.900587766e+01,3.458291084e+01,8.428430745e+01,4.430640355e+01,2.394006361e+01,4.308220132e+01,6.680818249e+01,6.397335435e+00,2.778866502e+01,8.068830611e+01,8.019098154e+01,9.273527660e+01,8.600149599e+01,4.110994198e+01,7.927179444e+01,3.482013619e+01,3.605236672e+01,4.608489585e+01,9.950902788e+01,4.378176739e+00,5.728712972e+01,9.881870891e+01,9.596774912e+01,7.679565694e+01,6.932197624e+01,3.179546005e+01,8.038420894e+01,4.126897395e+01,4.075618981e+01,6.310425324e+01,5.812115814e+01,7.974039556e+01,1.632660160e+01,6.076020905e+01,5.223915005e+01,4.108607356e+01,9.159684610e+01,6.837117225e+00,3.164250181e+01,7.455665134e+01,8.046594412e+01,7.624621728e+01,4.303426216e+01,8.910249151e+01,6.834702910e+01,8.763286435e+01,4.707435315e+01,9.630024109e+01,4.889582460e+01,9.889731815e+01,5.512817886e+01,3.275799580e+00,7.093801145e+01,4.561742546e+01,3.257948473e+01,5.755237474e+00,8.703336800e+01,7.726081753e+01,9.783478078e+01
