v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66
1.931358356e+01,5.110875131e+01,4.014237316e+01,5.948958089e+01,5.846335824e+01,5.442166046e+01,5.139552894e+01,5.773943342e+01,5.843981432e+01,9.131121469e+01,2.434599375e+01,8.831776291e+01,3.073679537e+00,5.861068500e+01,9.926984862e+01,3.959294067e+01,1.354255160e+01,2.868148708e+01,1.128962052e+01,2.734431161e+01,3.829862866e+01,5.422684721e+01,1.046963934e+00,6.706292702e+01,4.358406136e+01,7.065085800e+00,3.590979849e+01,3.605873841e+01,5.892427530e+01,5.366294322e+01,9.857649954e+01,6.378966159e+01,3.037172587e+01,6.601135958e+01,7.800523417e+01,1.822076004e+00,5.571861293e+01,5.677530097e+01,7.047198469e+01,3.072279902e+01,2.259452824e+01,2.813757154e+01,6.912331664e+01,4.592081015e+01,7.149902204e+01,6.346833771e+01,5.590135949e+00,5.026490174e+01,2.267335654e+01,9.321016464e+01,3.264460290e+01,5.324218396e+01,2.255370406e+01,6.286503423e+01,5.926293915e+01,5.878467466e+01,5.226519130e+01,8.143423961e+01,3.714753592e+01,6.175596121e+01,9.120909661e+01,2.139408912e+01,8.185090992e+01,7.305868194e+01,6.383539272e+01,2.936755017e+01
6.152908513e+01,2.976819911e+01,4.039719816e+01,9.152482279e+01,5.526988737e+01,2.668056695e+00,8.502130547e+01,8.673061121e+00,6.592038140e+01,2.376617363e+00,3.580894594e+01,8.655139688e+01,7.434273477e+01,9.772693061e+01,6.519484934e+00,7.080624048e+01,4.235826096e+01,9.525817488e+01,5.892487887e+01,8.274766051e+01,8.962840134e+01,6.827421136e+01,4.569192696e+01,1.726481137e+01,7.426591797e+01,2.573771046e+00,3.031207342e+01,6.788400113e+01,2.828878827e+01,4.343026018e+01,5.940838070e+01,9.486232943e+01,7.380478718e+01,7.832921168e+01,5.181171244e+01,4.976284086e-01,4.975545621e+01,7.005279108e+01,3.526912424e+01,9.736805691e+01,2.712032769e+01,8.637062940e+01,3.343710184e+01,4.801529233e+01,9.779861683e+01,5.207165307e+01,7.934886602e+01,2.217534742e+01,4.514054847e+00,2.750305836e+01,1.607665342e+00,2.921545273e+01,4.813309347e+01,1.147606879e+00,1.666884118e+01,2.997531026e+01,7.864428834e+01,7.042044264e+01,4.738584939e+01,7.945630045e+01,1.173887242e+01,5.679614825e+01,8.597844494e+01,3.871702271e+01,7.832390752e+01,4.929737766e+01
8.497711615e+01,3.954795949e+01,4.983475727e+01,1.914788535e+01,9.955223304e+00,3.267319334e+01,6.675056682e+01,7.994078154e+01,6.946048763e+01,2.924544251e+01,8.380426207e+01,9.668595990e+01,2.506626952e+01,7.927307613e+01,8.991714053e+01,2.988185872e+01,1.019268953e+01,9.040378723e+01,1.099648035e+01,2.332951899e+01,5.812283762e+01,8.406106862e+00,4.205009965e+01,8.198736470e+01,6.757501588e+01,9.925380436e+01,3.203209539e+01,4.139868613e+01,5.266360387e+01,4.852250975e+01,4.103492349e+01,8.534581680e+01,1.274371388e+01,3.327850447e+01,9.884749770e+01,3.878874419e+01,7.693656856e+01,3.736987358e+01,1.645537163e+01,6.339997846e+01,1.535303315e+01,3.830332490e+01,4.041170507e+00,9.649263311e+00,3.160376918e+01,8.230811176e+01,8.973924990e+01,2.787067792e+01,8.251007366e+01,5.940737568e+01,6.350721827e+01,5.234304958e+01,1.403259984e+01,1.894766897e+01,8.482936498e+01,6.470728563e+01,8.706343855e+01,9.584091366e+01,4.431145993e+01,9.900733687e+01,9.071293495e+01,7.830037517e+01,8.455667579e+01,3.141292768e+01,7.273330256e+01,4.629600873e+00
2.308278450e+01,9.637928800e+01,3.061209764e+01,1.676148446e+01,9.032206856e+01,1.551651273e+01,8.700660408e+01,4.763462371e+01,2.457419352e+01,8.087486199e+00,7.653122226e+01,6.519480310e+01,1.299252459e+01,7.503736403e+01,2.217101658e+01,1.050311179e+01,6.357363423e+01,6.886580630e+00,2.264859103e+01,7.012323836e+01,7.639251883e+01,7.269893111e+01,7.459021878e+01,6.323928846e+01,3.307443425e+01,3.041275575e+01,5.687410293e+01,2.834681325e+01,9.081572477e+01,5.040681644e+01,1.721275466e+01,3.805192212e+01,2.296517366e+01,3.187115349e+01,7.056085653e+01,8.888017668e+01,1.937455137e+01,3.991898226e+01,9.451277228e+01,8.782177239e+00,4.223885803e+01,8.029925842e+01,5.581149441e+01,5.241841629e+01,1.873201185e+01,2.640309408e+01,1.533896743e+01,5.776331368e+01,1.327544349e+01,4.350128868e+01,9.688363445e+01,5.261664481e+01,5.732268605e+01,5.064386568e+01,7.868423649e+01,4.444683342e+01,3.576861017e+00,2.358049967e+01,2.776461170e+01,9.530843277e+01,3.060301361e+01,7.581087242e+01,7.655344180e+01,2.348443464e+01,5.993227932e+01,2.231808782e+01
8.064586840e+01,4.683425000e+01,6.675377455e+01,8.299240184e+01,3.629852017e+01,6.353735355e+01,4.754948921e+01,2.493467848e+01,4.602983006e+01,7.815483579e+01,2.142981845e+01,7.145366822e+01,4.087264816e+01,5.832027006e+01,8.561124362e+01,7.677849147e+01,6.862422623e+00,7.838956894e+01,2.557961178e+01,7.112955700e+01,9.552940067e+01,8.836085056e+01,8.563922822e+01,8.222093046e+01,3.268555101e+01,9.209490287e+00,5.874976776e+01,9.741820589e+01,3.207074441e+01,7.098675584e+01,3.514429583e+01,7.656141171e+01,9.675083047e+01,6.978625543e+00,3.432270877e+01,8.836557765e+01,1.425207539e+01,2.230742244e+01,8.657072893e+01,7.768391013e+01,4.813627282e+01,1.763411457e+00,7.417298444e+01,1.802987886e+01,8.862213778e+01,5.887230744e+01,5.737733356e+01,8.435891898e+00,8.904375629e+01,5.717574212e+01,3.643674964e+01,8.558297204e+01,1.836008025e+01,3.350345574e+01,3.617575153e+01,6.235785331e+01,6.426608967e+01,3.664419175e+01,6.449216568e+01,9.326210072e+01,8.056592074e+01,4.026674143e+01,2.254949926e+01,8.558447964e+01,2.089293246e+01,4.856470436e+01
9.007866156e+01,4.431067224e+01,1.131870530e+01,8.740956277e+01,4.518475746e+01,7.236394144e+01,9.994897014e+01,3.898030119e+01,3.822536649e+00,4.101986972e+01,2.367018154e+01,4.140834394e+01,4.888606419e+01,9.112874973e+00,3.949064483e+01,8.635462327e+01,1.772695279e+01,6.309517305e+01,3.569731633e+01,2.604948257e+01,2.616249871e+01,9.756051150e+01,7.164792251e+01,7.673666605e+01,1.224264216e+01,2.813753174e+01,4.678378106e+01,7.430941218e+01,3.513516292e+01,1.356700881e+01,9.353996370e+01,6.457212428e+01,9.524509290e+01,9.383576150e+01,6.330896908e+01,9.021103085e+01,8.239263645e+01,8.954989628e+01,7.812569321e+01,2.272207038e+01,3.608144791e+01,5.967950267e+01,5.807362517e+01,5.648845645e+01,3.426779265e+01,4.058069882e+01,3.687295186e+01,9.724385289e+01,6.177639979e+01,7.562347078e+01,9.364856686e+01,1.105794796e+01,8.229196027e+00,6.921173065e+01,5.887934140e+00,9.411432654e+01,6.571615978e+01,4.330377008e+01,5.527699287e+01,4.047588510e+01,8.419693531e+01,7.475663902e+01,7.450080793e+01,1.631871288e+01,2.648247921e+01,2.869523955e+01
7.191061509e+01,9.028895389e+01,2.074090818e+01,3.563304088e+01,5.220330738e+01,3.088543969e+01,6.088907488e+01,2.073874339e+01,8.882006842e+01,9.686183303e+01,1.469891356e+01,7.058829685e+01,5.132773080e+01,5.543449618e+01,5.607437922e+01,3.857516816e+01,6.023899768e+01,6.177182801e+01,8.565277445e+01,5.146764669e+01,6.793739385e+01,3.121999930e+01,3.512052541e+01,3.917978908e+01,3.188398966e+01,7.017942190e+01,3.087375717e+01,5.309795352e+00,6.900142903e+01,3.120411886e+01,2.080465481e+01,5.144053352e+01,1.648105735e+01,4.683971330e+01,3.198536630e+01,9.441548518e+01,9.342740921e+01,2.874775028e+01,9.874755448e+01,1.777627990e+01,1.205454916e+01,9.913650486e+01,9.762509924e+01,4.229672097e+01,9.700165092e+01,6.670127726e+01,6.021922359e+01,2.396931223e+01,6.735788776e+01,3.342623404e+01,8.764201724e+01,3.306278853e+01,8.485141067e+01,9.115198995e+01,6.121536684e+01,3.231632440e+01,2.625840589e+01,2.099094044e+00,9.265721878e+00,2.118428068e+01,6.192847163e+01,4.069962641e+01,4.526582753e+01,1.282685527e+01,9.773905452e+00,8.334274130e+01
9.424880439e+00,2.881206648e+01,1.440621204e+01,9.995847110e+01,1.015039789e+01,2.118434480e+01,4.285603439e+01,9.303809732e+01,6.514835459e+01,7.618523404e+01,2.370202797e+01,4.306595169e+01,9.067622443e+01,7.232225189e+01,8.585243255e+01,9.836053923e+00,6.460943840e+01,8.095695845e+01,2.378737227e+01,2.394521329e+01,6.086071917e+01,4.895848857e+01,3.632760695e+01,3.098319411e+01,2.626656856e+01,1.868441065e+01,8.033140056e+01,8.220999117e+01,4.720137866e+01,3.025724529e+01,4.438761678e+01,6.585984701e+01,3.043985249e+01,4.661603006e+00,4.723443759e+01,6.652535312e+01,5.118115686e+01,5.980813386e+01,3.147914845e+01,8.543428572e+01,5.314649172e+01,7.776061858e+01,4.750414576e+01,5.792319866e+01,5.225861706e+01,3.636058222e+01,7.633354429e+01,9.710946374e+01,5.340401339e+01,6.277250854e+01,7.244852549e+00,2.826995272e+00,5.784776219e+01,3.666731364e+00,3.018466924e+01,6.846213952e+00,1.095320599e+01,9.739629006e+00,4.847601593e+00,2.920166286e+01,1.615458964e+01,5.279155427e+01,5.149104058e+01,6.846448782e+01,5.604339805e+01,9.107035787e+01
9.492453597e+01,8.944845855e+01,2.167440493e+01,2.249220914e+01,4.755703704e+01,6.977291359e+01,9.085869691e+01,7.024834471e+01,7.293710145e+01,5.548492700e+01,7.411881508e+01,3.423540799e+01,6.592570595e+01,5.421510221e+01,9.425516378e+01,1.556088843e+01,8.575026751e+01,2.387731783e+01,6.243086345e+01,1.083836587e+01,2.047790049e+01,6.354089492e+00,4.951500737e+01,4.180976175e+01,5.596927790e+01,3.787800234e+01,9.211214144e+01,4.879179022e+01,1.404836089e+01,3.697082204e+01,9.462681621e+01,6.813210649e+01,3.361045056e+01,2.264031865e+01,3.890787375e+01,4.766237317e+01,5.363208353e+01,1.002687978e+01,5.282043634e+00,5.632466898e+01,5.583917779e+01,5.373071820e+01,7.340656667e+01,1.194159531e+01,8.512464243e+01,5.115756840e+01,5.602317873e+01,9.517584953e+01,1.844615598e+01,1.117861805e+01,4.294894972e+01,1.781975967e+01,3.536566925e+01,4.801137481e+01,1.955469542e+01,1.085957151e+01,7.803211131e+00,9.542146859e+01,1.634913770e+01,2.835549580e+01,7.243060376e+01,7.015484514e+01,8.805811956e+01,5.137695783e+01,7.742482538e+01,7.204299720e+01
2.613508772e+01,5.176042001e+01,2.628825727e+01,8.513666794e+01,3.539892551e+01,8.399093775e+01,5.152344455e+01,4.269360880e+01,8.449008573e+01,2.173983870e+01,4.199956783e+01,9.904013061e+01,1.335596767e+01,4.838364420e+01,1.911588869e+00,2.220927883e+01,5.491664288e+01,3.122848950e+00,6.654569137e+01,7.686518319e+01,6.749837170e+01,7.761536247e+01,2.835249630e+01,9.101202291e+01,2.388999029e+01,5.607199655e+01,6.771916152e+01,2.544768208e+01,9.829124161e+01,7.201087053e+01,7.289050548e+01,7.921629946e+01,5.826206089e+00,8.130587251e+01,3.050953807e+01,2.083227208e+01,1.524374075e+01,5.292240604e+01,5.272611896e+01,4.984000447e+01,5.474839285e+01,9.965805891e+00,4.289228518e+01,1.626868372e+01,3.715162245e+01,9.118718215e+01,3.636745665e+01,6.370674055e+01,6.590251305e+01,1.829222312e+01,2.095764412e+01,1.836253399e+01,2.627193370e+01,1.334600638e+01,3.556692675e+01,8.820258458e+01,4.193075153e+01,2.756419804e+01,4.281448444e+01,5.362964835e+01,9.804496858e+01,3.940950985e+01,6.904618933e+01,8.388716171e+01,2.068274413e+01,1.590972492e+01
7.692045854e+01,6.862615256e+01,2.496575677e+00,3.617224322e+01,8.279892460e+01,7.411859098e+00,2.773253742e+01,8.724393760e+01,6.442479032e+01,5.632277797e+01,3.058151202e+00,8.802777160e+01,4.922769288e+01,3.970066456e+01,8.852297203e+01,6.953180725e+01,6.137468282e+00,8.107774563e+01,4.564359127e+01,9.008526200e+01,5.197287770e+01,6.923802206e+01,9.257701896e+01,7.370052301e+01,1.442986464e+01,9.669914197e+01,8.921751661e+00,6.749679197e+00,1.266984039e+01,5.560866068e+01,2.250569108e+01,8.973687872e+01,1.177403919e+01,3.658684051e+01,8.395142588e+00,6.894595861e+01,7.384431876e+01,4.056426342e+01,8.522233649e+01,8.440953581e+01,4.564151458e+01,2.084257510e+01,6.186606890e+01,4.048320166e+01,8.151430016e+01,3.680653986e+01,2.371846506e+01,8.560717373e+01,4.796970817e+01,3.627711025e+01,6.296060404e+01,2.469417285e+01,1.366780483e+00,7.079213914e+01,4.995709000e+01,6.631302815e+01,4.143232332e+00,3.064382227e+01,9.606462165e+01,2.181429904e+01,8.126643970e+01,3.985307891e+01,6.792994624e+01,1.760490891e+00,6.474308648e+01,3.217827282e+01
4.736863524e+01,6.717243683e+01,4.511100957e+01,5.994060650e+01,4.197584622e+01,2.539533985e+00,3.272110486e+01,4.627721583e+01,8.145710582e+01,6.086272081e+01,2.335166658e+01,2.901198794e+01,4.067445725e+01,3.766333925e+01,4.157889817e+01,6.707816587e+01,3.532862948e+01,2.900519636e+01,2.029467860e+01,4.473719671e+01,2.327323599e+00,7.867854278e+01,4.412804246e+01,6.933755447e+01,2.083004928e+01,2.461907617e+01,2.628886393e+00,7.531479610e+01,5.215854147e+01,9.518565913e+01,3.281301930e+01,4.167579380e+01,3.179910761e+00,4.517632056e+01,2.740116570e+00,3.495678595e+00,3.694330512e+01,5.728510933e+01,2.078698179e+01,8.688091072e-01,1.636131757e+01,6.349105838e+01,9.648610551e+01,4.270780590e+01,8.132325860e+01,7.394078508e+01,8.110542042e+01,2.460703801e+01,9.361229426e+01,4.068967326e+01,5.184236289e+01,8.667261408e+01,3.364381801e+01,2.841222149e+01,6.528166935e+01,3.741474556e+01,3.954976550e+01,5.943596634e+00,3.326364308e+01,4.886444232e+01,4.388117863e+01,5.582281603e+01,5.200632242e+01,4.029972561e+01,6.111284274e+01,1.432550461e+01
4.901790977e+01,4.332816791e+01,5.771907450e+01,9.078052855e+01,9.885879836e+01,1.135781773e+01,1.400535408e+00,7.364381698e+01,5.126502421e+01,3.824616085e+01,8.305814651e+01,7.783974941e+01,1.036363225e+01,7.614766992e+00,4.605499353e+01,5.897044229e+01,4.611772543e+00,9.601698621e+01,3.980892174e+01,6.016130821e+01,2.226742016e+01,4.923336439e+01,1.230562908e+01,7.839301892e+01,2.250989278e+01,6.113418649e+01,2.470108528e+01,2.472870472e+01,4.862763447e+01,8.722152174e+01,7.358759824e+00,3.019369752e+01,6.758055886e+01,4.427709030e+01,4.371038290e+01,6.067591395e+01,1.642581757e+00,6.794397498e+01,2.840584365e-01,9.128183383e+01,1.885039712e+01,9.687440238e+01,3.678762886e+01,9.549907361e+01,8.371663534e+01,1.212350013e+01,6.214574541e+01,6.363925456e+01,6.414164436e+01,2.221021509e+01,1.848790517e+00,3.468875022e+01,4.165732882e+01,4.822046304e+01,7.975499423e+00,9.582894119e+01,7.055859576e+00,9.726177996e+01,8.669355524e+01,7.521349257e+01,4.935970911e+01,1.046332571e+01,9.213597955e+01,3.185680030e+01,7.581327230e+01,5.151823036e+01
7.683917164e+01,4.188524109e+00,3.617735515e+00,8.273623718e+01,9.483911480e+01,5.098677694e+01,8.816505447e+00,6.446925514e+01,7.158816150e+01,9.443932929e+01,6.528392129e+01,1.442155331e+01,7.331398620e+01,6.682191901e+01,1.345782578e+01,5.220846485e+01,8.841934167e+01,4.947611208e-02,6.377058573e+01,7.992789695e+01,2.471680458e+01,6.543511955e+00,9.836906907e+01,8.383312401e+01,8.157803571e+01,2.362472611e+01,3.394216811e+00,1.467908454e+01,4.911266342e+01,3.172523245e+01,2.682568229e+00,7.536290563e+01,6.647450301e+01,1.222478346e+01,1.317015077e+01,1.522963037e+01,1.803163461e+01,3.379750924e+01,9.473092666e+01,3.306542562e+01,5.021146473e+01,9.766530713e+01,5.822417920e+01,6.391073808e+01,4.962153673e+01,3.209028881e+01,9.262027172e+01,3.785179994e+01,5.502438107e+01,7.345544355e+01,9.543194367e+01,1.952545808e+01,1.353699088e+01,5.265642658e+01,3.243940621e+01,5.118902305e+01,5.463125748e+01,4.863590628e+01,8.811152831e+00,5.812370690e-01,2.550423175e+01,2.125724152e+01,5.883857458e+01,4.098370655e+00,7.017332275e+01,8.573853328e+00
4.292629877e+00,2.188471133e+01,7.988476913e+01,1.600279293e+01,1.043177279e+01,3.957138057e+00,1.479559700e+01,7.446928744e+01,4.002808908e+01,4.274560459e+01,7.589301702e+01,7.773415331e+01,2.792760375e+00,6.425589681e+01,8.317009589e+01,9.957094292e+01,3.071940359e+01,4.841870804e+01,6.928074781e+01,4.324307485e+01,1.434778436e+01,9.427391986e+01,3.142501499e+01,7.612962108e+01,4.689551695e+01,5.106667272e+01,6.300053335e+01,2.017694836e+01,6.048683751e+01,5.459444205e+00,6.776361486e+01,8.488126175e+01,9.771748262e+01,1.877426253e+01,1.756067090e+01,4.322854223e+01,4.497293901e+01,4.083631117e+01,4.890445608e+00,1.216977676e+01,6.605708392e+01,8.177331018e+01,4.127585507e+01,8.483713618e+01,5.514992266e+01,1.920962307e+00,8.578842590e+01,4.529716647e+01,7.944833295e+01,5.886891651e+00,3.239986975e+01,7.214841456e+01,1.526264842e+01,7.322939148e+01,3.086703241e+01,1.800917801e+01,2.980929644e+01,4.172598720e+01,8.298054261e+01,5.048013147e+01,9.775416522e+00,1.581808949e+01,1.975826470e+01,1.172790272e+01,1.250639531e+01,8.695794141e+01
3.440650119e+01,3.661840487e+01,4.969486658e+01,9.677542383e+01,3.484044551e+01,4.901046297e+01,7.172226719e+01,6.038575722e+01,4.148035867e+01,7.801833816e+01,3.524808972e+01,9.860332686e+01,6.694236361e+01,7.909842584e+01,5.499971121e+01,8.333500826e+01,5.722515265e+01,2.302267956e+01,4.012132768e+01,2.870176282e+01,4.164554420e+01,5.346355841e+00,2.974093120e+01,7.479182153e+01,9.562016705e+01,2.289143581e+01,4.658783195e+01,8.996616926e-01,6.187642244e+01,9.138514389e+01,5.184712391e+01,9.917233910e+01,3.009251969e+01,6.367668479e+01,8.694175717e+00,2.107149521e+01,2.134045793e+01,3.425999307e+01,4.574349189e+01,6.317721249e+01,9.991396235e+01,8.298727297e+01,9.395226890e+01,4.745244493e+01,9.446929474e+00,1.034927448e+01,2.769230998e+01,2.031321589e+01,4.243144038e+01,8.979005857e+01,9.717071878e+01,3.915966239e+01,4.745738713e+01,9.874780845e+01,7.392236236e+01,3.974006155e+01,9.258863476e+01,1.943205367e+01,1.564498095e+01,5.752281360e+00,1.742389322e+01,5.520130223e+00,1.616789143e+01,9.356835993e+01,6.245338336e+01,9.332829663e+01
2.460618841e+01,7.279806527e+01,8.106959564e+01,1.548340133e+01,7.739755177e+01,3.018017188e+01,2.003063422e+01,6.466540538e-01,8.363653672e+01,3.794315783e+01,3.055503337e+01,7.492557813e+01,4.660977680e+01,6.506226137e+01,9.446491321e+01,8.497388642e+01,5.074197534e+01,6.093207774e+01,1.830538480e+01,8.093844844e+01,7.647425485e+01,1.172067417e+01,5.002678088e+01,3.789112002e+01,8.964040697e+01,8.773258956e+01,9.168893164e+01,2.142343486e+01,2.518038181e+01,1.441333531e+01,1.953618400e+00,8.769191214e+01,3.216398770e+00,6.534767410e+01,8.728084587e+01,7.390594082e+01,6.812188326e+00,3.348883846e+01,1.851339860e+01,4.431365968e+01,6.953411967e+01,2.019551789e+01,9.243992699e+01,4.632453584e+00,4.872933745e+01,8.860509455e+01,2.955041681e+01,2.641146236e+01,3.868560425e+01,9.585595196e+01,3.548162513e+01,1.065371693e+01,7.400596405e+01,6.080767405e+00,8.033118221e+01,2.578322471e+01,6.029978753e+00,3.389095331e+01,1.326382691e+01,1.933420937e+01,2.912841089e+01,6.775887793e+01,6.934771527e+01,5.900445676e+01,5.790121856e+01,8.011077534e+01
6.091720940e+01,6.756657328e+01,7.801906555e+01,4.824906975e+01,9.400137165e+01,6.455964957e+00,6.118111061e+01,4.128363821e+01,8.903109088e+01,5.257053243e+01,9.094504168e+01,3.336449740e+01,4.181780648e+01,2.455352781e+00,4.085477371e+01,7.175015811e+01,3.764204141e+01,6.389488542e+01,8.017131060e+01,9.441504110e+01,5.733007282e+01,8.465724311e+01,3.329946827e+00,4.585415878e+01,1.113512356e+01,4.208896891e+01,9.698271218e+01,4.237303261e+01,8.870000898e+01,6.409611533e+01,6.192851685e+01,3.359050847e+01,3.087228401e+01,7.734498343e+01,7.534393641e+01,7.205351419e+00,3.680765276e+01,6.036646172e+01,9.725419048e+00,8.696490582e+01,2.652439163e+01,5.298507889e+01,4.489433619e+01,2.950390156e+01,3.382867838e+01,4.192380385e+01,7.346525212e+01,4.563032918e+01,5.003786263e+01,4.944072958e+01,5.594534637e+01,6.129295167e+01,5.167764283e+01,4.662456138e+01,4.249021645e+01,3.119763164e+01,8.657919940e+01,4.735392854e+01,1.079818537e+01,2.303264488e+01,4.978239332e+01,5.105562363e+01,8.117987930e+00,1.676127610e+01,9.996102378e+01,7.032595949e+01
5.364739427e+00,8.014555351e+01,5.763950180e+01,1.285736511e+01,8.507381053e+01,6.821335531e+01,6.257776577e+01,1.507637487e+01,7.430384640e+00,1.711700726e+01,7.225837686e+01,2.543740470e+01,1.284996521e+01,4.666663851e+01,2.259872754e+01,7.992764539e+01,2.510005625e+01,2.838718994e+00,3.313163722e+01,9.661276026e+01,9.336146795e+01,5.095259641e+01,6.139127356e+01,3.271361455e+01,8.484956558e+01,9.835036511e+01,8.181289878e+01,8.433806907e+01,7.413409434e+01,7.744774469e+01,1.913190476e+01,8.710852236e+01,4.873522690e+01,2.440213447e+01,6.970106706e+01,4.629694078e+01,2.945165046e+01,3.302639483e+01,1.632525211e+01,5.175401444e+01,6.784315157e+01,9.965851179e+01,2.347741897e+01,8.249208606e+01,4.301245589e+01,9.998519523e+01,1.631911205e+01,6.893992804e+01,4.634598913e+01,1.526151514e+01,2.895224361e+01,6.553625352e+01,4.531811326e+01,6.773918873e+00,6.895578697e+01,8.413109992e+01,3.845370615e+01,6.009883874e+01,6.295166316e+01,6.934527044e+01,1.933280355e+01,5.763341408e+01,9.166800689e+01,3.657110516e+01,6.404098121e+01,6.710525016e+01
4.897939475e+01,5.848012904e+01,4.584451784e+01,6.413466494e+01,6.827704501e+01,7.989434106e+01,3.000443410e+01,9.238857960e+01,8.798792108e+00,7.381565335e+01,5.018170120e+01,9.655167881e+01,3.558954173e+01,7.939094415e+01,5.845144010e+01,2.636997833e+01,9.372893126e+01,8.688720272e+01,6.384201436e+01,8.609105327e+01,2.439532479e+01,1.647188589e+01,7.588232810e+00,7.882119905e+01,3.076680372e+01,8.817299114e+01,2.776203604e+01,4.590236502e+01,7.580222920e+01,9.072074047e+01,3.854356120e+01,7.991593911e+01,2.406869087e+01,1.283559691e+01,5.880255892e+01,4.231916488e+01,4.522676474e+01,9.185014314e+01,5.414039996e+00,5.579911797e+00,5.391715385e+01,9.574781307e+01,3.771928768e+01,5.298288148e+01,1.234413085e+00,5.904887888e+01,9.681109544e+01,4.482649905e+01,5.311032305e+01,8.624534050e+01,1.946976478e+00,9.831190399e+01,6.671124954e+01,5.779748549e+01,7.901022276e+01,8.816844699e+01,4.137349050e+01,4.745657711e+01,6.501065954e+01,7.392810186e+01,4.770661725e+01,4.350509456e+01,2.700964470e+01,1.355214826e+01,6.188713727e+01,1.399231661e+01
9.618975348e+01,3.123205923e+00,8.659710491e+01,1.525032784e+01,3.897594017e+01,2.633731017e+01,1.435889943e+01,5.967155593e+01,7.187633639e+01,6.701741906e+00,2.384949502e+01,2.076411471e+01,5.312679205e+01,4.038106889e+01,2.457490379e+01,6.674190727e+01,4.814433243e+01,7.721778374e+01,7.677463149e+01,7.408331742e+01,9.280906142e+00,5.159998946e+01,7.549640688e+01,5.443317131e+01,8.189821945e+01,2.060237989e+01,3.127511228e+01,6.145884328e+01,5.858747298e+01,2.077947259e+01,1.076105084e+01,9.693993416e+01,7.442166253e+01,4.059226336e+01,2.588078458e+01,6.370608955e+01,9.980374046e+01,8.802375158e+01,7.918103221e+01,7.394940752e+01,3.074346494e+01,6.089305977e+01,9.385552584e+01,8.904316831e+01,5.502426285e+01,2.502732817e+01,1.773687616e+01,8.306007701e+01,8.662981676e+01,6.745833255e+01,6.286382872e+01,4.599752206e+01,6.542017223e+01,6.389438297e+01,8.413566460e+01,3.904967838e+01,8.424034613e+01,8.446870777e+01,9.685541584e+01,9.438871384e+01,8.680537219e+01,7.715495530e+01,3.100559061e+01,3.103387374e+01,3.653208047e+01,2.618932178e+01
4.530489943e+00,3.455834872e+01,5.725065367e+01,4.464548670e+01,2.026453799e+01,1.787291055e+01,5.947382765e+01,7.270421483e+01,9.361423645e+01,3.759599739e+01,5.055923399e+00,8.388802074e+01,5.256468964e+01,6.589668796e+01,1.198922422e+00,1.656282467e+00,2.693609217e+01,7.201981958e+01,8.996717235e+01,6.243574243e+01,2.672564338e+00,1.998686613e+01,3.732045228e+01,5.315829470e+01,2.643023975e+01,4.648402816e+01,8.290004555e+01,9.920537425e+01,1.126914650e+01,8.100840678e+01,6.190554736e+00,8.916526276e+01,5.384859847e+01,9.574440615e+01,6.799838085e+01,5.364642460e+01,3.116118003e+01,6.013590575e+01,2.989430772e+01,7.700857591e+01,1.427490093e+01,5.122965068e+01,1.762206331e+01,9.324250711e+01,1.189041871e+01,8.356161197e+00,8.511712746e+01,3.651866205e+01,8.693719200e+00,6.803354851e+01,4.760851091e+01,7.869555985e+01,4.148698818e+00,3.511553380e+01,7.558279944e+01,1.712340586e+01,7.820161616e+01,9.890080425e+01,8.944854475e+01,2.695773555e+01,6.498885519e+01,7.959656894e+01,1.364387025e+01,1.184030314e+01,7.191740739e+01,2.240371247e+00
5.163570918e+01,1.930966790e+01,1.532125563e+01,1.089516756e+01,6.407097264e+01,8.690474192e+01,3.582776531e+01,7.136186332e+01,6.884276520e+01,4.774397488e+00,1.266558165e+01,1.155074724e+01,6.806423935e+01,6.007823588e+01,1.626863330e+00,4.746457143e+01,1.941132132e+01,1.989607537e+01,4.338612550e+01,5.424445594e+01,3.424110720e+01,3.771992033e+01,1.988311846e+00,7.826191485e+01,6.406991148e+01,9.183639714e+01,5.074664414e+01,3.973416651e+01,3.067003803e+01,3.895660690e+01,6.023094426e+01,7.598348296e+01,3.587978542e+01,3.999124122e+01,4.163592889e+01,2.684534403e+00,8.178042851e+00,4.798892395e+01,3.310088786e+01,5.476263910e+01,3.417754761e+01,1.310099977e+01,6.510698509e+01,7.515103013e+01,3.298389889e+01,2.755413940e+01,7.289141699e+01,6.356502162e+01,3.315524656e+00,4.719335526e+00,4.002722108e+01,8.670458358e+01,1.601458228e+01,6.907415455e+01,9.219369964e+01,2.948403869e+01,8.615865419e+01,1.614652569e+01,3.028528177e+01,4.627575753e+01,5.177313190e+01,2.733720426e+01,6.324089404e+01,7.530316843e+01,6.990701978e+01,4.243901661e+01
