v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26
5.072493975e+01,3.936608199e+01,5.292588497e+01,7.948073136e+01,8.019785105e+01,4.290706484e+01,7.326226174e+01,5.414666901e+01,1.905529758e+01,2.381826144e+01,3.824723115e+01,4.114718672e+01,6.321793315e+01,6.670159754e+01,8.078739177e+01,5.345596696e+01,5.394620732e+01,9.388864336e+01,1.278237474e+01,3.351798872e+01,2.505362960e+01,6.694298088e+01,3.247557412e+01,4.832310558e+01,4.547800484e+01,2.001401231e+01
6.425473031e+01,5.482875892e+01,9.925882345e+01,4.917417464e+01,3.947449076e+01,3.605271036e+01,6.797878587e+00,8.468191588e+01,6.188305041e+00,4.035853327e+01,6.976895902e+00,4.930852764e+01,6.816263959e+01,3.966587576e+01,9.448526791e+01,7.364445915e+01,3.793007884e+01,9.919575766e+01,2.065557390e+01,7.246915393e+01,1.192284018e+01,9.012334404e+01,2.790423695e+01,4.210133277e+01,3.683593934e+01,9.704593068e+01
2.249536235e+01,5.959861017e+01,1.409652896e+01,5.125845553e+01,4.706530554e+01,6.867899668e+01,6.500568994e+01,7.850708100e+01,2.431169976e+01,5.333078848e+01,9.906729253e+01,7.971993918e+01,3.940091228e+01,4.238508349e+01,1.896102357e+01,9.353509511e+01,3.151543950e+01,9.114288974e+01,8.499900250e+01,4.808143729e+01,2.084747505e+01,1.021811682e+01,6.035386242e+01,5.113468898e+01,3.159882876e+01,1.931236168e+01
2.010462766e+01,1.529858971e+01,6.939248401e+01,9.501981189e+01,9.120146727e+01,1.185757303e+00,7.476839281e+01,5.495425773e+01,1.811532749e+01,5.935308814e+01,2.777680929e+00,2.530654043e+00,5.845246916e+01,8.068709506e+01,4.114101286e+01,7.930591792e+01,3.419827976e-01,1.373644281e+01,9.012259920e+01,6.092321242e+01,8.841769166e+01,5.928806828e+01,5.100730835e+01,7.146406928e+01,9.983514170e+01,1.168332989e+01
7.297881818e+01,6.730321312e+01,7.463406784e+01,2.455461655e+01,8.896451943e+01,6.401213527e+00,9.356498026e+01,1.569027857e+01,3.513713470e+01,1.681989575e+01,3.385664955e+01,9.871573268e+01,4.928006913e+01,2.467623778e+01,6.132525687e+01,1.107686506e+01,1.403668492e+01,4.313785787e+01,7.970681660e+01,5.863147482e+01,1.808773773e+01,8.876778854e+01,4.917911008e+01,9.934640632e+01,9.093820029e+01,5.940785039e+01
2.076201817e+01,7.636927227e+01,3.439186329e+01,9.742889879e+01,3.680365310e+01,9.850113043e+01,2.262576627e+01,2.797793258e+01,9.410199133e+01,9.341963128e+01,4.775298711e+01,4.155471514e+01,3.981104787e+01,9.393102017e+01,1.172076462e+01,1.175423481e+01,7.247751560e+01,7.435913938e+01,8.815454050e+01,1.696764084e+01,8.744278125e+01,5.467813910e+01,2.985168371e+01,8.216049414e+01,4.275292841e+01,7.954879037e+01
4.660514773e+01,4.587288340e+01,7.002775859e+01,3.073210322e+01,9.308295488e+01,8.660953697e+01,8.845809604e+01,6.955393957e+01,4.776853594e+01,6.711852410e-01,4.837736887e+01,6.334168057e+01,7.363872149e+01,2.683605827e+01,6.495940332e+01,4.675391253e+01,4.722526195e+01,8.514879964e+01,3.144715007e+01,8.810599683e+01,1.492810260e+01,2.663477691e+01,9.545550779e+01,2.368561199e+01,8.931219929e+01,8.362369434e+01
7.982856626e+01,9.819431656e+01,5.533054357e+00,9.079939839e+01,2.146367384e+01,9.284342847e+01,1.997826042e+01,9.549836324e+00,5.357699804e+01,4.305781612e+01,9.670601246e+01,1.552279225e+00,3.114078141e+01,5.808659807e+01,9.510146475e+01,9.618001292e+01,7.361048648e+01,4.342723064e+01,6.274999936e+01,6.133332680e+01,4.943608648e+01,7.147159309e+01,6.206091491e+01,4.103665397e+01,3.628581060e+01,8.421283563e+01
5.338739686e+01,6.892053247e+01,7.316233099e+01,5.070590467e+01,9.381557934e+01,9.166647859e+01,5.285430281e+01,8.087587849e+00,7.517013315e+01,8.580181907e+01,8.428781977e+01,5.078479731e+01,7.647374975e+01,6.365660179e+01,1.749011098e+01,4.609625208e+01,8.058194138e+01,4.482375220e+01,1.092313561e+01,5.504213466e+01,3.997180172e+01,2.206343108e+01,2.553477992e+00,3.473259856e+01,6.541472828e+01,2.345595223e+01
9.387077343e+01,3.890307424e+01,8.517189991e+01,9.045053617e+01,7.549238240e+01,4.211572190e+01,6.744712200e+01,3.750958129e+01,2.130497259e+01,9.663521930e+01,8.110370000e+01,8.268104975e+01,4.799522898e+01,6.651173463e+01,2.007417148e+01,3.625963624e+01,3.073273549e+01,5.987703866e+01,4.996349849e+00,2.452066431e+01,9.509488490e+01,4.723155651e+01,2.686599588e+01,1.869251548e+01,5.527713808e+01,4.920947610e+01
9.072655024e+01,7.113508521e+01,4.793364153e+01,1.068917400e+01,4.516876322e+01,1.589949131e+01,3.750477732e+01,7.329973803e+01,3.915968238e+01,8.386938927e+01,6.358365077e+01,7.408707184e+01,1.843840836e+01,9.830669696e+01,6.309938795e+01,1.788197719e+01,9.144212850e+01,5.305199340e+01,5.327883619e+01,8.484187877e+00,1.000465707e+01,4.756373488e+01,4.534941827e+01,6.844660594e+00,5.020242522e+00,2.954243869e+01
5.692294998e+01,9.322580837e+01,9.740463155e+01,3.260154730e+01,9.252215874e+01,4.113390877e+01,9.534127124e+01,4.646901789e+01,6.305241104e+01,2.408742989e+01,8.263212830e+01,2.543088761e+01,9.948764072e+01,7.032384466e+01,4.279777981e+00,8.491090028e+01,2.381407142e+01,6.474790788e+01,6.143685799e+01,2.178513576e+01,2.902690533e+01,7.524500685e+01,4.063236166e+01,7.548700485e+01,1.683362767e+00,3.487645632e+01
4.055741584e+01,6.096130130e+01,2.667799756e+01,5.285311085e+01,8.688926453e+01,7.496507782e+00,9.488823068e+01,6.631840287e+01,2.465731658e+01,4.639011718e+01,4.969455600e+01,3.884744857e+01,9.505004968e+01,2.975600802e+01,7.624949513e+01,5.193023493e+00,8.143824625e+01,1.459192078e+01,4.854684412e+01,1.736562975e+01,9.394679634e+01,2.359212896e+01,5.590886808e+01,6.523069599e+01,7.290244097e+01,5.934715603e+01
9.209562611e+01,6.080809415e+01,2.218862316e+01,4.409351448e+01,2.600460820e+01,7.784116570e+00,2.805326617e+01,5.678861195e+01,6.323156251e+01,1.098006390e+01,4.902597816e+01,4.649692921e+00,9.407204128e+01,1.983218051e+00,8.003775641e+01,7.789269027e+01,4.239486383e+00,3.122110114e+01,9.631296832e+01,7.071512769e+01,6.707370808e+01,7.768668838e+01,8.790361701e+01,7.709034604e+00,7.062863193e+01,9.721167330e+01
5.746995779e+01,5.835282188e+01,6.770681628e+01,6.858868260e+01,4.140660359e+01,5.419568737e+01,3.794779180e+01,8.504852544e+01,9.148895759e+01,3.234446156e+01,5.137951488e+01,8.029335093e+01,8.193841030e+01,8.572946318e+01,6.553470064e+01,3.589293340e+01,1.790508769e+00,1.294960519e+01,9.651794846e+01,2.696217536e+01,4.459631115e+01,1.687972834e+01,7.788417527e+01,6.023267031e+01,7.724844202e+01,6.103886008e+01
7.792204037e+01,3.971814508e+01,4.520053466e+00,3.815048568e+01,2.401587668e+01,7.183784185e+01,3.653737718e+01,6.850798668e+01,9.550202432e+01,9.541089000e+01,3.745827282e+01,4.052393706e+01,1.237447702e+01,3.569346267e+01,1.333624531e+01,7.403603005e+01,7.419234534e+01,6.519846216e+01,6.323016178e+01,4.188484942e+01,2.442273145e+01,1.734081106e+01,3.451225584e+01,1.111520876e+01,9.403282442e+01,9.017811539e+01
5.537373000e+01,1.205032671e+01,5.990431147e+00,5.606217092e+01,8.176385625e+01,9.892368112e+01,1.927140792e+01,6.332565457e+01,6.000386983e+01,5.586442783e+01,3.320816640e+01,3.899983982e+01,5.879521143e+01,5.401913780e+01,9.428457354e+01,1.260303855e+01,4.687074269e+01,9.264232529e+00,5.635027160e+01,1.896283202e+01,3.590470565e+01,2.269837944e+01,4.549848931e+00,6.156070597e+01,2.232963500e+01,5.250539249e+01
8.073159699e+00,3.248742529e+00,6.328524386e+01,1.086975590e+01,7.375917736e+01,5.981934686e+01,4.159476219e+01,8.363269996e+01,1.808522384e+01,7.050205458e+01,7.596337107e+01,4.329847913e+00,3.633432929e+01,4.253409617e+01,9.975130200e+01,2.450685971e+00,6.190441707e+01,6.192797181e+01,7.091587133e+01,7.802704124e+01,1.772750819e+01,8.453803847e+01,6.503890208e+01,5.526180966e+01,7.559286222e+01,9.221068211e+01
3.462652916e+01,7.859519510e+01,6.402654196e+01,9.951429336e+01,7.725713893e+00,9.928982008e+01,7.221254276e+01,8.318698421e+00,9.350691129e+01,5.523142455e+01,3.298110417e+01,3.901413527e+01,7.235104686e+01,6.552770133e+01,6.077871852e+01,2.024308920e+01,6.687621218e+01,9.183096612e+01,5.460264158e+01,9.176106977e+01,5.372915395e+01,2.336434926e+01,9.290590785e+01,1.092686135e+01,9.380823046e+01,1.101190163e+01
2.324585725e+01,7.847487186e+01,5.905432119e-01,6.118792841e+01,9.951917753e+01,6.507780229e+01,8.725530212e+01,8.931604734e+01,3.614572529e+01,8.571258564e+01,2.254494444e+01,2.274372646e+01,6.944255340e+01,5.973037887e+01,2.772366226e+01,1.699723297e+01,7.932218246e+01,6.790753062e+01,7.613499320e+01,6.105250215e+01,1.683437710e+01,8.580918158e+01,8.047351517e+00,4.324868789e+01,4.848469944e+01,9.974450031e+01
6.633077787e+01,9.121233015e-01,8.215437366e+01,2.534827716e+01,1.507070554e+01,8.724177154e+01,8.064562574e+01,7.545252447e+01,2.764386716e+01,7.831493430e+01,8.297269965e+01,2.039167990e+01,2.499385454e+01,8.122226171e+01,9.165980935e+01,1.598293228e+01,5.402487201e+01,1.751246418e+01,1.492587025e+01,6.238474203e+01,8.511693285e+01,7.177965258e+01,2.203302880e+01,3.683024074e+01,7.226305185e+01,5.083196029e+01
9.814967881e+01,3.900566737e+01,7.715096712e+01,5.157549351e+01,1.816104481e+01,1.069599763e+01,3.252188759e+01,8.454968480e+01,8.449512147e+01,5.179101433e+01,3.536177430e+01,2.599566570e+01,1.656963694e+01,3.810002823e+01,2.250891884e+01,9.868691486e+01,8.747639472e+01,7.571569748e+01,1.261453081e+01,8.236167191e+01,4.751408891e+01,8.783082831e+01,5.709673696e+01,4.827781104e+01,6.920657650e+01,4.457809953e+01
9.609084195e+01,4.495057184e+01,7.660212957e+01,3.685540933e+01,5.943697501e+00,5.341436882e+01,5.819368837e+01,6.683513950e+01,4.927434918e+01,8.633934491e+01,9.201534164e+01,8.659612591e+01,2.599927007e+01,4.425818454e+01,7.356889620e+01,1.111435916e+01,8.847369471e+01,2.318738231e+01,7.570300958e+01,4.246666260e+01,1.670071504e+01,5.734119784e+00,6.667478649e+01,4.793262486e+01,9.241124649e+01,8.936093794e+01
2.310263678e+01,4.732092261e+01,9.825895143e+01,5.695989231e+00,5.852920532e+01,3.888862049e+01,9.654420054e+00,8.672064752e+01,4.573807084e+01,7.890179747e+01,9.344546371e+01,7.698705074e+01,9.161491730e+01,5.670643941e+01,6.032269640e+01,4.241485912e+01,1.751325289e+01,5.667818558e+01,1.225076996e+01,6.806486278e+01,1.893622419e+01,2.684423022e+01,1.006785375e+01,7.896982972e+01,8.410416510e+01,5.605683530e+00
2.235130115e+01,9.390255766e+00,7.329185340e+01,5.746281771e+01,6.241974412e+01,6.782750365e+00,7.635787927e+01,3.380449389e+01,2.010647998e+01,2.035564862e+01,9.213762599e+01,7.182077229e+01,5.278175927e+00,6.073935876e+01,2.130758033e+01,1.067258607e+01,1.900342779e+01,4.475661927e+01,2.816195682e+01,8.125782288e+01,6.142578262e+01,5.989146595e+01,9.333934450e+01,8.095500835e+01,4.252257603e+01,5.361399155e+00
9.234140775e+01,3.054108875e+01,8.916082811e+01,5.064262467e+00,4.153972652e+00,2.274627004e+01,7.822158540e+01,8.722704235e+01,8.288446924e+01,6.004474949e+01,7.438835362e+01,6.356822080e+01,3.231236502e+01,8.429120707e+01,1.818079150e+01,3.286533061e+01,1.250883848e+01,6.308384179e+01,6.618343502e+01,5.191257179e-01,8.325015084e+01,9.552504686e+01,3.280850534e+01,3.340597063e+01,1.090894181e+01,8.528550643e+01
6.274092195e+01,2.061824773e+01,1.199104381e+01,1.848998653e+01,5.266553635e+01,9.777907446e+01,8.798158060e+01,1.344613218e+01,6.649581621e+01,8.933800189e+01,9.983831508e+01,9.229086670e+01,1.215667075e+01,9.151586784e+01,8.862477360e+01,6.764514029e+01,1.787214242e+01,3.547535741e+01,8.299447196e+00,6.399499260e+01,4.419213767e+01,4.880219482e+01,2.166456617e+01,9.178403220e+01,5.466449032e+01,7.521038713e+01
1.098008291e+01,7.236001140e+01,3.787740106e+01,9.860370464e+01,2.861245933e+01,2.117196927e+01,4.343429234e+01,3.850479019e+01,3.567947128e+01,3.334271469e+01,8.955630561e+01,9.259877712e+01,6.260999782e+01,6.884379456e+01,6.190700535e+01,6.786448476e+01,7.026061286e+01,6.078627170e+01,3.346434273e+01,5.180034786e+01,7.112722247e+00,4.636487674e+01,1.967483903e+01,2.694636495e+01,8.512514308e+01,8.303844393e+01
7.427726289e+01,4.843554123e+01,8.533757870e+01,8.845432654e+01,4.638200479e+00,5.290471411e+01,8.166001202e+01,3.280939464e+01,2.787560349e+01,9.324789447e+01,6.898235257e+01,8.502358930e+01,7.057721193e+01,1.348440956e+01,6.710369877e+01,2.985909555e+01,3.684501502e+01,4.284482276e+01,9.426364067e+01,5.245220715e+01,6.331390544e+01,3.466225902e+01,6.238518941e+01,7.235276526e+01,3.597414167e+00,9.459842895e+01
1.363757351e+01,9.042214450e+01,7.082151519e+01,9.023843711e+01,1.193104527e+01,5.467953431e+01,3.234002252e+01,6.156184666e+01,5.294615229e+01,4.641921855e+01,3.031967876e+01,5.157840185e+01,8.317158536e+01,3.711735544e+01,5.742453488e+01,4.690191917e+01,4.870373764e+01,3.901123102e+01,8.848988246e+01,3.266434201e+01,6.665523631e+01,3.092011883e+01,6.967427307e+01,8.316398398e+01,9.930779297e+01,9.742985085e+01
9.485602195e+01,9.862775750e+01,2.278193657e+01,9.238514018e+00,2.131450704e+01,5.907272362e+01,3.120696350e+01,8.975782168e+01,1.937909981e+01,8.423596097e+01,5.271079704e+01,1.514018808e+01,6.801426902e+01,4.369832943e+01,1.631722038e+00,8.203188482e+01,1.450501768e+01,8.529795488e+01,4.255062625e+01,4.793554451e+01,5.663670477e+01,4.176410163e+00,6.069985965e+01,5.043444258e+01,5.683807277e+00,7.722457851e+01
1.213809627e+01,1.770449881e+01,5.391747436e+01,6.326392959e+01,7.728168956e+01,5.380194229e+01,7.364936460e+01,1.209045213e+01,7.482957740e+00,4.607312061e+00,7.800882577e+00,7.586759840e+01,9.411462729e+01,3.687506471e+01,3.922509780e+01,9.581274965e+01,2.021520875e+01,4.496745632e+01,7.526205232e+00,4.463833459e+01,1.449884521e+01,3.817237469e+01,3.574507432e+01,9.001190489e+01,4.918476793e+01,9.517306410e+01
1.003590593e+01,1.344622428e+01,9.830378258e+01,8.137255246e+01,2.842638507e+01,9.159418522e+01,3.300838813e+01,5.028792193e+01,3.880044328e+01,6.626326134e+01,6.072646870e+01,5.862000043e+01,1.179251237e+00,7.911422937e+01,1.682688304e+01,9.634241174e+01,7.332477709e+01,4.871113760e+01,6.807378876e+01,1.592698816e+01,4.010908465e+01,3.476814984e+01,8.318557540e+01,6.211313994e+01,3.920094410e+01,3.122122926e+01
6.829689878e+01,1.493200067e+01,1.936326885e+01,2.711641641e+01,7.225964997e+01,1.377506946e+01,9.518939437e+01,5.281279537e+00,5.199160462e+01,4.172601520e+01,1.290396472e+01,6.124261183e+01,5.969564421e+01,2.603933161e+01,6.931235498e+01,4.485679284e+01,9.907173650e+01,8.220728916e+01,7.675625061e+01,6.759546608e+01,2.756967869e+01,2.843520435e+01,8.653202339e+01,6.423591437e+01,5.851223303e+01,9.433232037e+01
9.792913914e+01,5.813743786e+01,3.984638123e+01,4.039492518e+01,7.454927001e+01,6.084642248e+01,1.196156691e+01,9.153536217e+01,2.276098849e+01,1.719216111e+01,8.253621606e+01,2.004264468e+01,3.893446624e+01,6.146721394e+00,7.673171582e+01,7.918124862e-02,6.674545147e+01,6.705708642e+01,5.789330824e+01,5.081916149e+00,4.551644258e+01,2.308622877e+01,2.695359144e+01,3.309269190e+01,7.622158214e+01,4.835401086e+01
5.704150124e+01,5.290281359e+01,6.463374448e+01,1.031233777e+01,6.586208182e+01,8.903913342e+01,7.291821503e+01,8.413177712e+01,3.427771635e+01,5.634514772e+01,6.719404040e+00,8.172810615e+01,2.996946675e+01,7.407756497e+00,3.827273229e+01,2.685940286e+01,9.363881986e+01,9.094482907e+01,1.850837643e+01,2.420625576e+00,6.213331586e+01,7.657354969e+01,7.321905895e+01,1.380432169e+01,7.376146266e+01,3.256507820e+01
7.252429287e+01,3.027888637e+01,4.817070777e+01,4.114171278e+01,2.045679558e+01,9.698220980e+01,6.951355042e+00,5.831350196e+01,6.943332645e+01,9.185347525e+01,1.005849935e+01,1.291064534e+01,6.761515633e+01,4.811639695e+01,1.552808315e+01,1.765903691e+01,4.429174890e+01,3.946495538e+00,9.627914880e+01,7.852244897e+01,9.685035066e+01,9.464485687e+01,5.988642568e+01,7.442906398e+01,4.125806341e+01,4.308407645e+01
9.924978651e+01,6.940769129e+01,6.100767822e+01,9.538670212e+01,6.341526218e+01,9.470292681e+01,5.876073865e+01,9.057234278e+01,7.954271178e+01,7.823488421e+01,5.682815024e+01,6.778734550e+01,3.305170950e+01,2.678205887e+01,1.798407161e+01,1.531746182e+01,4.481045009e+01,9.878258916e+01,7.767516778e+00,3.699410969e+01,5.245807202e+01,8.725544007e+01,4.804325159e+01,3.528340420e+01,5.721294874e+01,7.784802406e-01
2.718555413e+01,9.223631658e+01,1.579465692e+01,1.190343679e+01,1.315186623e+01,2.811598552e+00,2.362507620e+01,2.323415319e+01,9.789863908e+00,8.325284769e+01,3.381126156e+00,5.611623720e+01,9.921574761e+01,4.549337166e+01,6.176652833e+01,1.333640349e+01,1.081681701e+01,6.320064469e+01,7.826259879e+01,7.942255538e+01,4.387609666e+01,7.975235596e+01,6.604566954e+01,5.482209298e+01,9.661230843e+01,3.473322520e+01
3.829786897e+01,6.250463788e+01,1.853949688e+01,1.837689956e+01,1.994882813e+01,7.274455076e+01,2.342055020e+01,6.460684271e+01,3.965802287e+01,7.812848898e+01,5.488398528e+01,3.834421544e+01,8.807359338e+01,7.835922823e+01,6.159770266e+01,1.096616873e+01,7.736326360e+01,7.548384352e+01,6.852693694e+01,6.942075156e+01,4.061085855e+00,6.201958644e+01,9.619932974e+01,7.298771800e+01,4.354865435e+01,2.537903070e+01
9.700725237e+01,7.346966527e+01,4.777942297e+01,5.253132332e+01,9.410646019e+01,5.261956818e+01,6.112278492e+01,9.785829735e+01,1.191498277e+01,1.348291605e+01,4.400815532e+01,3.951830181e+01,8.688692772e+00,2.639166200e+01,6.902785692e+01,6.553618382e+01,3.927982798e+01,3.004125857e+01,7.558202694e+01,4.125409245e+01,8.721863915e+01,5.252859070e+01,4.579318062e+01,5.755544178e+01,2.945436231e+01,7.350431811e+01
1.444682767e+01,4.187831382e+01,9.807620050e+00,3.605960610e+01,4.406702551e+01,2.794759583e+01,8.052997163e+01,3.224870766e+01,8.029352593e+01,9.075099875e+01,7.080051989e+01,9.493488660e+01,3.811619632e+01,1.831359934e+01,2.448478364e+01,8.559911707e+01,6.811386494e+01,7.789531763e+01,9.287134798e+01,1.255578102e+00,2.851423465e+01,8.739352213e+01,2.377486024e+01,6.820286466e+01,8.861809481e+01,5.127645845e+01
1.237297739e+01,4.482635479e+01,3.408396343e+01,2.519251964e+01,9.859568486e+01,3.442189736e+01,8.858379560e+01,5.098499861e+01,2.222844919e+01,7.469872449e+01,8.572254797e+01,5.281123103e+01,7.285871089e+01,2.911054804e+01,2.576622112e+01,5.251427645e+01,5.298830389e+01,3.695168886e+01,6.494109195e+01,9.811012954e+00,6.719527923e+01,6.654277116e+01,2.385327643e+01,7.057110467e+01,2.967608807e+01,4.312192836e+00
8.521717861e+01,3.585565518e+01,1.936777200e+00,9.239663432e+01,6.074943654e+01,4.740388437e+01,5.415819731e+01,4.552906196e+01,4.141683815e+01,7.668366201e+01,9.497175343e+01,4.690219633e+01,8.074585752e+01,4.837693015e+01,7.036780955e+01,2.601284646e+01,3.410715050e+01,9.249801516e+01,3.412196310e+01,7.643428634e+01,4.675023565e+01,6.911655590e+00,2.759011687e+01,7.351308995e+01,5.530832405e+00,7.624155622e+00
6.501193088e+01,8.585845844e+01,4.957939380e+01,9.549841292e+01,4.577704908e+01,6.290177478e+01,9.311684087e+01,5.843626636e+01,5.255287156e+01,3.010815641e+01,8.036305660e+01,4.077240861e+01,3.297967280e+01,6.995598312e+00,6.921672356e+01,7.379767899e+01,7.977437863e+01,5.968431479e+01,5.836082497e+00,7.889448469e+01,9.816161092e+01,6.707560558e+01,3.175808705e+01,8.104412915e+01,6.192269161e+01,6.972503489e+01
4.681858931e+01,2.715855013e+01,1.811165978e+01,1.431211986e+01,7.215033904e+01,6.686774118e+01,7.047424176e+01,4.619493402e+01,6.973472085e+01,6.719196047e+01,3.373132112e+01,3.843086223e+01,4.018094162e+00,2.029488209e+01,8.081338226e+01,7.020217431e+01,3.642954280e+01,3.642931732e+01,8.125856738e+01,5.864533853e+00,5.252390259e+01,6.385563352e+01,2.927784732e+00,6.831384928e+01,2.825976377e+01,6.090451490e+01
9.192796987e+01,1.434800626e+01,4.912912800e+01,5.175067014e+01,8.088200569e+01,7.309469300e+01,9.017383133e+01,2.090534952e+01,1.718610530e+01,4.509806236e+01,8.870184998e+01,8.075159057e+00,6.460353967e+01,5.449620210e+01,5.679240217e+01,4.348015465e+01,2.656093774e+01,7.595221789e+01,5.545562835e+01,2.224863717e+01,1.375041312e+01,7.799184641e+01,2.233033204e+01,4.810898399e+01,1.999528704e+01,7.521851413e+00
6.547660784e+01,4.787680131e+01,5.354607536e+00,2.621664318e+01,7.193957609e+01,6.581050705e+01,3.836461973e+01,9.621719020e+01,8.970629891e+01,6.766860122e+01,6.321715731e+00,7.576921305e+01,5.095760807e+01,1.792818701e+01,7.862618355e+01,2.002538298e+00,4.273611762e+01,8.120276504e+01,9.217377841e+01,9.793833771e+01,1.631262913e+01,3.222409953e+01,1.014971203e+01,2.312706545e+01,1.544815951e+01,7.367148314e+01
6.372073993e+01,4.045296757e+01,5.257567444e+00,8.630824122e+01,7.357148631e+00,1.083457138e+00,7.810036692e+01,3.965923507e+01,2.039135447e+01,9.726983470e+01,8.486340302e+01,5.346394156e+01,7.791328623e+01,8.248918308e+01,2.686776291e+01,5.265508226e+01,2.166362376e+01,1.048336841e+00,8.157642378e+01,7.352211651e+01,6.457293027e+01,9.380751531e+00,3.807038641e+01,8.340811439e+01,5.278745632e+01,3.506301631e+01
3.876947243e+01,7.273332286e+00,2.586259094e+01,7.022244192e+01,6.659449007e+01,2.369196912e+01,7.661985028e+01,3.746009600e+00,7.880688098e+01,2.191278853e+01,7.738368720e+00,5.542585537e+01,4.942452080e+01,3.993446767e+01,5.813721249e+00,2.156522078e+01,5.018808437e+01,1.395560972e+01,1.291672233e+01,7.653378074e+01,4.508299266e+01,6.988886878e+01,6.428159233e+01,6.257744783e+01,9.434414098e+01,5.343732597e+01
5.492573244e+01,3.423487780e+01,1.107051092e+01,3.702368228e-01,1.984775771e+01,1.645167523e+01,6.338822096e+01,3.460623224e+01,4.312315465e+01,5.897110498e+01,1.509945252e+01,9.216961037e+01,2.766775648e+01,3.694615220e+01,3.208303568e+01,4.593337418e+01,5.733920658e+00,6.992899835e+01,6.338069615e+01,7.190860583e+00,3.345716843e+01,8.442830750e+01,9.318673718e+01,8.026864788e+01,2.818394726e+01,5.601770291e+01
7.528067098e+01,1.472249006e+01,7.364854282e+01,9.462493684e+01,3.758894759e+01,8.365855605e+01,8.138928338e+01,4.059458998e+01,5.976484961e+01,2.349642048e+01,4.697636284e+01,9.974732056e+01,6.052929071e+01,5.112422191e+01,6.868538587e+01,3.689425685e+01,9.516268622e+01,1.500283907e+01,6.560148605e+01,5.032526241e+01,4.441769511e+00,1.601878992e+01,4.030803299e+01,3.832266545e+01,9.043591290e+00,8.962202104e+01
4.464622881e+01,1.615624958e+00,6.871283057e+01,4.698955668e+01,5.289058887e+01,6.943721160e+01,6.753486073e+01,9.493573101e+01,6.436536805e+01,4.882697250e+01,9.408233606e+01,5.132133441e+01,8.908730846e+01,9.460868220e+01,5.713392131e+01,3.036692986e+01,3.593396894e+01,7.982536760e+00,1.255522347e+00,9.036044083e+01,7.966769266e+01,4.826442951e+01,2.247783393e+01,7.908797622e+01,9.454317304e+01,2.203173396e+01
6.105944530e+01,7.314129838e+01,8.372019463e+01,2.916781070e+01,6.323596686e+01,2.003880527e+01,1.970094147e+01,1.187682935e+01,6.464370948e+01,8.348935238e+00,5.295221058e+00,4.246163744e+01,8.406597779e+01,1.121626672e+01,2.212414803e+01,8.976367036e+01,9.045351315e+01,6.435791158e+01,2.034855179e+01,1.969936669e+01,6.929638419e+01,8.508144209e+01,5.902836969e+01,4.964833156e+01,5.294275227e+01,4.063390146e+01
8.668797345e+01,6.210262033e+01,1.722557420e+01,5.597740235e+01,4.553362533e+01,2.289543407e+01,4.442164649e+01,3.205951615e+00,7.191081313e+01,8.170851639e+01,3.285074453e+01,6.854313575e+00,2.359014800e+01,8.609188955e+01,1.584098128e+00,6.848112946e+00,6.762439187e+01,4.559183782e+01,2.451702066e+01,1.349516925e+01,8.339634848e+01,5.542240029e+01,1.822462925e+01,7.247880835e+01,6.656627463e+01,5.360333625e+01
7.540863234e+01,7.458845878e+01,6.789661633e+01,4.874894538e+01,8.434291313e+01,6.653320554e+01,6.167150222e+01,4.423147702e+01,7.852415523e+01,9.202283053e+01,4.107064721e+00,5.727177419e+01,1.392043944e+01,9.742404681e+01,8.067705513e+00,6.299203330e+01,5.805544131e+01,5.646816067e+01,5.062636067e+01,4.586752280e+01,8.912842480e+01,4.530310000e+01,3.794482759e+01,1.495919662e+00,2.249574484e+01,4.857363563e+01
7.218210976e+01,8.463479171e+01,4.380042698e+01,7.711386510e+01,2.289803920e+01,9.433110678e+01,5.073832777e+01,5.094882939e+00,1.089863398e+01,7.642267262e+00,3.448483579e-01,4.752613865e+01,2.473140091e+01,4.737888271e+01,3.317350560e+01,1.198873570e+01,6.321972992e+01,1.516542588e+01,6.904940727e+01,8.583726488e+01,1.952913105e+01,1.902793922e+01,3.014426510e+01,6.089596800e+01,4.476365906e+01,3.511172806e+01
9.334437527e+01,8.021611171e+00,7.941089733e+01,3.493848084e+01,4.185785962e+01,2.387810225e+01,4.353350864e+01,9.698012419e+01,2.556407635e+01,4.789609402e+01,5.789438641e+00,8.876424194e+01,2.237754777e+01,5.907273731e+01,6.828024276e+01,8.114229415e+01,4.141130926e+01,3.978022348e+01,4.398368023e+01,7.613452941e+01,8.734656984e+01,6.471940064e+01,3.838945625e+01,7.823534448e+01,4.160140375e+01,6.158328577e+01
4.701851032e+01,7.661702106e+01,3.419830643e+01,8.974613444e+01,9.720503470e+01,4.147577343e+01,3.730303029e+01,6.204053253e+01,6.096539222e+01,4.985789796e+01,9.685757040e+01,7.625716320e+01,6.891349018e+01,9.374984905e+01,9.737980055e+01,2.124900252e+01,2.570891632e+01,8.253115014e+01,7.867773732e+01,6.609317242e+01,9.791585453e+01,8.156851592e+01,9.919314200e+01,5.419252055e+01,7.978806788e+00,2.986134355e+00
