v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76
2.034374110e+01,6.785594388e+01,1.114416952e+01,7.363805400e+01,6.882941076e+01,1.267789561e+01,3.168276236e+01,2.144578445e+01,5.605380194e+01,6.923689129e+01,9.945753674e+01,6.894795744e+01,7.752205513e+00,2.234357028e+01,4.527776966e+01,8.810772795e+00,4.968506287e+01,1.054806369e+01,1.179256991e+00,6.198839261e+01,2.607057832e+01,6.555845730e+01,4.386642026e+01,9.195346721e+01,8.834168902e+01,8.961216524e+00,1.050216476e+01,3.429335688e+01,5.083636495e+01,6.077589740e+01,3.188944220e+01,5.685304426e+01,5.100099244e+01,7.005609925e+01,1.334411753e+01,4.643802578e+01,7.187752945e+01,1.840036222e+01,9.266450087e+01,5.712154529e+01,2.993813765e+01,1.881046554e+01,3.365290793e+01,4.738676115e+01,9.033399218e+01,9.857020911e+01,3.817349637e+01,9.657878911e+01,4.138778302e+01,9.370518546e+01,7.375757528e+01,3.448960922e+01,5.507585789e+01,9.725159105e+01,4.353318659e+01,3.446589029e+01,6.225738967e+01,9.157648065e+01,3.821658115e+01,7.090506838e+00,5.255323291e+01,4.246390347e+01,5.573196584e+01,2.279581788e+01,5.312979980e+01,9.012011662e+00,9.137226675e+01,3.976054050e+00,2.879138124e+01,5.867457933e+01,1.183239556e+00,2.725803168e+01,5.922384436e+01,4.233904842e+01,8.248178614e+01,6.693791523e+01
6.367933537e+01,1.715711334e+01,1.082065684e+01,5.879426475e+01,8.271006158e+01,9.355896582e+01,6.986029215e+01,4.921808141e+01,2.254453246e+01,4.177371381e+01,5.733701148e+01,1.533268819e+01,2.674117116e+00,9.073318070e+01,6.697590757e+01,3.845619134e+01,8.037707521e+01,6.419350949e+00,1.167294069e+01,1.376578095e+01,3.996467420e+01,3.605891112e+00,1.243124578e+01,4.012072722e+00,5.837613292e+01,9.196641326e+01,6.423605430e-01,9.053329779e+01,6.562059787e+01,2.097152647e+01,2.565275462e+01,3.756721269e+01,7.097839377e+01,9.761254200e+01,8.508996660e+01,9.556889798e+01,3.903238419e+01,6.720375522e+01,6.118232790e+01,4.309435305e+01,4.735869715e+01,4.335671174e+01,5.620362100e+00,7.960714179e+00,7.518094869e+01,8.705178534e+01,7.885488011e+01,4.388325617e+01,1.748762779e+01,3.578620974e+01,9.677991453e+01,8.619473835e+01,9.017863157e+01,9.839544955e+01,9.578066192e+01,5.511347212e+00,9.519394562e+00,7.608169160e+01,9.957760024e+01,8.480608285e+01,8.038547676e+01,5.080119292e+01,5.680508760e+01,5.045519428e+01,7.005588286e+01,4.256900250e+01,3.046465702e+01,9.424872117e+01,6.057609533e+01,3.973000048e+01,1.082964097e+00,5.176489489e+01,1.881286422e+01,3.102598351e+01,9.657642261e+01,4.545424195e+01
7.642098565e+01,7.886996136e+01,6.691251205e+01,9.657716585e+01,1.040534803e+00,8.236574418e+01,3.850306758e+00,2.646107435e+01,1.569370890e+01,4.433957684e+00,7.535016097e+01,4.486054621e+01,5.707375157e+01,5.130046552e+01,2.712296440e+01,6.771425170e+01,8.842948708e+01,4.651299101e+01,3.302045214e-01,1.729595696e+01,7.564252247e+01,1.345224253e+00,2.224203694e+01,8.470774063e+00,3.621127504e+01,3.406903344e+01,7.660371578e+01,2.942686232e+01,8.471137290e+01,4.459265133e+01,7.402413093e+01,7.315101569e+01,5.965033024e+00,2.753497353e+01,5.088990146e+01,1.572043629e+01,1.268722417e+01,1.216684000e+01,9.191989830e+01,8.445026422e+01,3.629909063e+01,6.741037218e+01,1.315343689e+01,7.088819790e+01,5.971809012e+01,4.590250946e+01,5.513964303e+01,9.822845415e+00,9.515532402e+01,6.560888418e+00,9.026548072e+01,1.057640744e+01,1.187361317e+01,1.835275368e+01,7.411438264e+01,2.772750527e+01,4.579318683e+01,7.153822513e+01,5.711036099e+01,3.408725462e+01,4.623984336e+01,2.869283970e+01,2.738325373e+00,1.837604954e+01,8.427393753e+01,7.843106278e+01,7.377568501e+01,3.761957031e+01,9.658160254e+01,9.345013544e+01,2.798538263e+00,2.900397465e+01,1.657134567e+01,8.557226349e+01,8.405535075e+01,4.073984061e+01
7.298657832e+01,6.322035350e+01,9.924365800e+01,5.771744196e+01,6.038714674e+01,1.679533608e+00,3.838985858e+01,6.308344995e+01,3.141492728e+01,8.504742935e+01,6.067382259e+01,6.261874677e+01,3.368613573e+01,2.558700316e+01,8.684443900e+01,7.267400383e+01,9.373937387e+01,8.284681856e+01,5.440989612e+01,3.709658497e+01,3.210473257e+01,9.519303798e+01,5.570745122e+01,9.012378159e+00,4.287124691e+01,4.116512877e+01,4.666920435e+00,3.229607411e+01,7.077178240e+01,3.656711480e+01,7.846033909e+00,5.689806196e+00,6.494619835e+01,4.834001469e+01,1.795663712e+00,4.003437049e+01,3.119660334e+01,5.779227246e+01,5.984458142e+01,4.643251664e+01,9.581051243e+01,9.677687643e+01,7.205440091e+01,9.658576772e+01,4.877537949e+01,3.427008676e+01,9.666646599e+01,6.776442396e+01,3.125379240e+01,9.021066238e+01,9.918056790e+01,2.449497057e+01,1.548409170e+01,6.138759971e+01,3.636169132e+01,2.431637756e+01,9.725539992e+01,3.904111037e+01,3.685501075e+00,1.994133243e+01,7.406205744e+00,3.259442702e+01,4.413957216e+01,8.637037623e+01,3.687574784e+01,7.556985197e+01,9.379535210e+01,9.747165951e+01,5.635023223e+01,1.738428749e+01,2.337050331e+00,5.406178187e+01,7.958680300e+00,2.394807744e+01,8.764311476e+01,1.008822559e+01
4.233582974e+01,1.004646100e+01,7.967198756e+01,4.349275374e+01,4.519076578e+01,7.072014818e+01,8.009184151e+01,7.662074256e+00,4.260500643e+01,7.408236782e+01,4.160668269e+01,2.180977546e+01,8.744813911e+01,6.720252493e+01,1.207131308e+01,8.040516376e+01,9.728560273e+01,5.887733732e+01,8.989006645e+01,6.292268880e+01,8.478053940e+01,9.412182133e+01,7.494277991e+01,4.023390191e+01,1.088907134e+01,2.711696041e+01,1.318210412e+01,9.467706513e+01,3.845119005e+00,8.685207911e+00,5.844270392e+01,8.218243553e+01,6.610293550e+01,9.027814817e+01,9.842342451e+01,1.369334261e+01,6.848635378e+00,7.742286458e+01,2.834890544e+01,9.640613097e+01,6.928230935e+01,1.703363629e+01,7.718574661e+01,3.283656015e+01,9.877582821e+01,7.872695853e+01,1.167152117e+01,6.599936270e+01,5.524385250e+01,3.509025914e+01,5.192426245e+01,2.132488234e+01,9.273434100e+00,8.201207057e+01,3.329771063e+01,6.966751488e+01,8.962904959e+01,5.589034125e+01,4.772113352e+01,8.534431381e+01,6.499395489e+01,4.479661521e+01,2.769389903e+01,6.503398477e+01,4.944344394e+00,2.577211109e+00,5.211429582e+01,5.155726648e+00,5.034945657e+01,8.662232110e+01,3.219577361e+01,5.056673122e+01,7.223949747e+01,1.372723087e+01,7.926335668e+01,3.440908508e+01
2.830130556e+01,4.204880993e+00,3.186664137e-02,7.198428447e+01,1.678134434e+01,7.267086355e+00,4.828766150e+01,4.719062339e+00,9.691263753e+01,9.074821695e+01,4.050585985e+01,5.649547114e+01,1.439435010e+01,5.192328839e+01,6.389954950e+00,1.072296288e+01,9.521499308e+01,2.912791439e+01,4.942305485e+01,3.402165391e+01,6.136483749e+01,2.082517487e+01,6.308641898e+01,3.374810441e+01,9.947275369e+00,2.207355071e+01,4.919090116e+01,3.987393228e+01,1.708924793e+01,9.500222656e+01,6.443653521e+01,3.371569807e+01,7.157666241e+01,3.812967515e+01,5.411044560e+01,2.888204806e+01,7.455920069e+01,5.002504612e+01,6.355259029e+01,9.531613064e+01,2.560505094e+01,1.617653348e+01,5.187181893e+01,1.227944994e+01,3.664956121e+01,8.873253381e+00,6.864187903e+01,4.003665439e+01,5.436740174e+01,7.635636886e+01,6.590810559e+01,9.218875760e+01,9.493916656e+01,6.650183071e+01,1.374470616e+01,4.234630709e+01,5.637119340e-01,9.491308007e+01,8.792378608e+01,5.826844934e+00,1.259212143e+01,7.610339552e+01,1.120871824e+00,8.463080378e+01,3.346142106e+00,9.420384199e+01,6.172706513e+01,8.332638998e+01,6.142220159e+01,7.738178291e+01,9.961756619e+01,4.001622584e+01,3.106275780e+01,7.112915481e+01,8.884184640e+01,2.741000389e+01
1.614617173e+01,3.683265574e+01,6.140191099e+01,5.424135481e+01,7.666279972e+01,7.964163336e+01,4.158144443e+01,5.113601422e+01,7.582992582e+01,6.379333477e+01,8.681706549e+01,3.185461359e+01,8.412247934e+01,7.893336830e+01,1.395837803e+00,7.127654180e+01,2.449445344e+01,7.152424579e+01,2.648648583e+01,3.349264472e+01,8.104308704e+01,3.394450808e+01,7.332184612e+01,8.111367821e+01,8.226199819e+01,1.544319953e+01,7.222373351e+01,5.352699621e+01,5.168907536e+01,1.241859746e+01,9.742413492e+00,3.471105228e+01,8.129167315e+01,3.086203523e+01,5.961287550e+01,9.357246635e+01,1.821098191e+01,3.247603239e+01,9.290029648e+01,7.671432185e+01,1.786674149e+01,9.199799752e+01,8.103554249e+01,8.624952767e+01,6.594604933e+01,8.458738463e+01,3.910895619e+00,5.520711172e+01,7.535411959e+01,4.114278287e+00,2.527331362e+01,3.873831441e+01,8.164364107e+01,9.435053799e+01,3.654358582e+01,9.391059379e+01,3.208847376e+01,4.991147781e+01,5.088610822e+01,3.620811492e+00,5.571266428e+01,3.808459729e+01,1.380494718e+01,9.839897268e+01,8.782337782e+01,7.948653421e+01,6.421290128e+01,5.436092417e+01,2.398396266e+01,3.273597795e+01,1.787678459e+01,9.051760138e+01,1.587319736e+01,6.259794591e+01,2.944636142e+01,9.789701857e+01
3.385046280e+01,9.385100471e+01,7.229075519e+01,9.376243338e+00,7.049802308e+01,4.849899406e+01,4.895272505e+01,2.375953842e+01,5.239720874e+01,6.707908577e+01,1.466053153e+00,8.865166023e+01,1.546898534e+01,8.856111515e+01,2.473332418e+01,1.515595468e+01,1.795438917e+01,5.269867606e+00,1.908583157e+01,7.009405755e+01,9.247992311e+01,3.185274747e+01,7.456967849e+01,6.915792921e+01,3.084235551e+00,5.611817921e+01,7.435838692e+01,4.824647323e+01,3.804790991e+01,1.806986213e+00,5.937249944e+00,7.156502928e+01,7.067256926e+01,6.800289712e+01,8.393103015e+01,7.785914374e+01,2.761834629e+01,8.392521614e+01,2.578307630e+01,9.295247952e+01,8.794685042e+00,7.702581584e+01,8.413928514e+01,5.224729380e+01,9.643691071e+01,1.105098173e+01,4.758806094e+01,6.190397749e+00,7.161512301e+01,7.879680668e+01,9.287539271e+01,4.451673066e+01,2.350838597e+01,5.965030479e+01,1.538144017e+01,6.170121077e+01,1.786435431e+01,3.470272868e+01,9.533603892e+00,2.621947780e+01,1.112278292e+01,4.929743764e+01,4.189064927e-01,6.363764106e+00,9.198336206e+01,3.753329683e+01,4.648345882e+00,6.291802698e+01,3.311198409e+01,5.068190665e+01,4.223811390e+00,2.298227240e+01,5.563700764e+00,2.091158486e+01,1.026194347e+01,3.744208601e+01
6.995169783e+01,6.984761048e+01,6.035626080e+01,5.021799464e+01,4.029546556e+01,3.432576170e+01,5.799336299e+00,2.599205360e+01,3.082344942e+01,2.785113094e+01,7.572232623e+01,9.207992076e+01,7.909001831e+01,3.259963942e+01,5.243489636e+01,3.381965158e+00,1.559751783e+01,1.899995963e+01,1.838126546e+01,8.591701423e+01,4.528047490e+01,4.659470930e-01,2.257556931e+01,9.645143155e+01,7.482340206e+00,8.304287449e+01,7.173768372e+01,6.218737348e+01,2.343353096e+01,7.712688068e+01,2.515187533e+01,7.557914931e+01,5.340065135e+00,1.338358781e+01,1.588829025e+01,2.953875658e+01,7.811230503e+01,4.886528573e+01,7.520941389e+01,1.536977423e+01,1.211031831e+01,4.113191690e+01,9.138367369e+01,6.114349463e+01,9.840472583e+01,4.047485111e+01,5.068180022e+01,3.660828181e+01,3.969325004e+01,6.401039888e+01,3.441933161e+01,9.026867956e+01,8.875225016e+01,3.262260853e+01,3.894493569e+01,7.636593229e+01,4.389224047e+01,6.802044456e+00,1.876476244e+01,3.079627110e+01,1.482858104e+01,1.700606330e+01,3.767451532e+01,8.759276915e+01,6.816605236e+01,5.832025104e+01,6.075083232e+01,4.903857946e+01,5.117803529e+01,7.988215640e+01,1.703053886e+01,2.241528115e+01,9.443840485e+01,9.104426676e+01,8.743823081e+01,7.863230588e+01
4.844606919e+01,5.333502929e+00,7.542914237e+01,5.077689102e+01,4.649668151e+01,1.666153850e+01,9.301450651e+01,5.758192056e+01,5.618851071e-01,9.859826687e+01,2.669745436e+01,6.661060156e+01,2.893134442e+01,6.212776207e+01,7.763684424e+01,1.204797619e+01,1.710869517e+01,8.506706100e+00,5.905814543e+01,4.506257771e+01,1.521507685e+01,9.641109599e+00,7.447749086e+01,4.118594788e+01,2.030929462e+01,3.505445547e+01,9.012498563e+01,9.239033417e+01,1.524675823e+01,1.892473700e+01,9.441158416e+01,6.957567690e+01,6.782370520e+01,1.428115266e+01,2.333098754e+01,6.772839463e+01,1.896000663e+01,4.204615295e+01,3.440158063e+01,8.756240524e+01,2.844792223e+01,7.260740624e+01,5.549932005e+01,7.448296339e+01,2.459468211e+01,6.610321868e+01,2.623476994e+01,8.728413043e+01,8.827443834e+01,2.834690081e+01,1.373879853e+01,9.480880252e+01,4.030840423e+01,4.062187706e+01,8.594186606e+01,9.848515082e+01,1.699872313e+01,6.938788352e+01,7.858317279e+01,8.827639528e+01,3.018030721e+01,7.006643762e+01,9.539438251e+01,4.904132884e+01,3.064322418e-01,8.306298688e+01,9.277058284e+01,2.036277791e+01,8.306473303e+01,3.744269079e+01,2.568214668e+01,1.539954549e+01,5.482667231e+01,8.747889257e+01,9.800731445e+01,8.818858836e+01
5.830365016e+01,1.598135590e+01,8.681087142e+01,4.054670546e+01,1.970027062e+01,4.478428303e+01,9.351959713e+01,8.228135630e+01,4.683049498e+01,8.672658059e+01,5.931185846e+01,9.081550415e+01,1.612295056e+01,2.897744869e+00,6.284864390e+01,9.298438487e+01,6.338199070e+01,9.750319416e+01,5.435956053e+01,1.828232956e+01,4.822706956e+01,9.654530266e+01,3.216348013e+01,9.520110848e+01,1.617031948e+00,4.622814568e+01,8.157868551e+01,2.902100472e+01,3.970464786e+00,7.441857680e+01,1.131987224e+01,8.706179855e+01,4.023519308e+00,8.355989472e+01,8.917632511e+01,3.158181783e+00,4.997230603e+01,6.217001619e+01,4.221711735e+01,3.006912333e+01,3.387075893e+01,7.448954304e+01,7.470178839e+01,3.452969209e+01,2.829710727e+01,8.004856331e+01,4.288843985e+01,5.066389661e+01,5.689458421e+01,7.860387838e+01,7.113032813e+01,2.810959802e+01,3.570220066e+01,1.514038977e+01,8.769490566e+01,4.624622864e+01,1.807933868e+01,9.945930149e+01,5.267914093e+01,1.875619208e+01,6.475186892e+01,7.919215244e+00,1.121627663e+01,8.882921479e+01,2.349058082e+01,1.308066677e+00,8.668595535e+01,1.453593384e+00,8.488113135e+01,6.479978875e+01,1.977200082e+00,1.348811458e+01,5.127247015e+01,7.011351306e+01,9.519228636e+01,3.598441798e+01
1.867454369e+01,2.684847983e+01,5.799657019e+01,6.303985748e+01,6.054171617e+00,5.295833642e+01,9.637077809e+01,3.250408144e+01,6.729242950e+01,4.097445643e+01,9.254467385e+01,6.115413439e+01,9.263840024e+01,1.689863674e+01,6.621061103e+01,9.678023861e+01,6.361038895e+01,2.540362534e+01,2.315869983e+01,8.629043256e+01,8.915424749e+01,8.267390527e+01,9.705700311e+01,1.831826605e+01,9.434535337e+01,8.142772247e+01,4.244308947e+01,2.638064953e+01,2.779358814e+01,9.946839469e+01,7.366384561e+00,3.538868244e+01,8.513727705e+01,2.294347463e+01,6.985396472e+01,6.046292343e+01,7.512229260e+01,6.480097955e+01,6.937563354e+01,1.950645409e+01,7.624986727e+01,9.755232324e+01,8.797072074e+01,6.829743197e+01,3.066381095e+01,3.480062280e+01,8.201431071e+01,3.583647896e+01,8.423668458e+01,3.495813730e+01,3.373514941e+01,1.667788252e+01,4.769523562e+01,4.325634393e+01,7.195752141e+01,2.280010086e+01,2.505899640e+01,1.081344552e+01,4.290437983e+01,9.500251648e+01,2.396877633e+01,4.360832906e+01,1.447655359e+01,5.193170771e+01,4.669881442e+01,4.207645524e+00,9.171422528e+01,2.695005607e+01,7.523876902e+00,7.684906440e+01,1.572675735e+01,4.943278688e+00,3.509169174e+01,9.040862915e+01,2.957261917e+01,6.214753210e+01
7.067883209e-01,4.169661463e+01,3.518050561e+01,5.062696080e+01,3.689937688e+01,7.632902191e+01,9.703708791e+00,2.766950935e+01,6.506007779e+01,4.637590206e+01,8.021703178e+01,7.513956036e+01,1.286769715e+01,9.270636476e+01,1.168249310e+01,6.124180556e+01,7.977023054e+01,3.270330542e+01,4.581288142e+01,3.542164901e+01,2.559098296e+01,1.469389187e+01,1.601622411e+01,3.024332048e+01,8.534073914e+01,8.905411685e+01,7.144131542e+01,1.412183710e+01,8.442506407e+01,5.763345237e+01,9.746705449e+01,1.664258249e+01,4.825180714e+01,6.772950219e+01,2.440223742e+01,8.275663812e+01,3.133481380e+01,2.408656419e+01,1.913878028e+01,2.907261188e+01,2.678407267e+01,6.353555793e+01,8.801244595e+01,1.411896533e+01,5.756324957e+01,2.005979739e+01,1.631621098e+01,4.075166380e+01,8.481362793e+01,6.119469322e+01,8.498773215e+01,7.311429601e+01,8.027133361e+01,7.465209864e+00,3.238318764e+01,7.512704708e+01,4.245990447e+01,2.416349578e+01,2.579052920e+01,4.940912948e+00,8.817768300e+01,7.580591822e+01,9.961751349e+01,9.840256611e+01,1.822739904e+01,1.242402791e+00,2.596026118e+01,4.338359832e+01,6.753350706e+01,5.920915251e+01,5.161172566e+01,9.688376858e+01,6.832910735e+00,5.425982270e+01,1.565149735e+01,3.696588311e+01
3.479898763e+00,2.347909187e+01,9.511974190e+00,8.168515138e+01,6.844555532e+01,8.737674512e+01,5.395893654e+01,2.121592640e+01,8.156339633e+01,5.697375086e+01,3.754343324e+01,5.408906699e+01,8.907876486e+01,1.466214474e+01,9.249386506e+01,7.229825873e+01,7.691631925e+01,6.766793701e+01,5.795084911e+01,2.839617842e+01,1.220226750e+01,2.874974660e+01,9.891356820e+01,8.971195198e+01,3.059700070e+01,1.466967463e+01,9.941526464e+01,3.418185468e+01,7.518039831e+01,5.743902752e+01,2.149243600e+01,6.920274776e+01,7.839080294e+01,5.408403917e+01,2.766276213e+01,9.592362828e+01,6.223196200e+01,9.049224408e+01,9.239144586e+01,2.255344242e+01,6.168872982e+01,4.594593459e+01,1.892630991e+01,8.723070516e+00,8.938904404e+01,6.731213266e+01,2.363945770e+01,6.038317024e+01,2.455505364e+01,3.755118635e+01,8.340182728e+01,1.087379199e+01,6.127031567e+01,7.326239956e+01,9.708864561e+01,1.314839908e+01,7.204167257e+01,7.471838950e+01,5.466186532e+00,7.777771305e+01,2.226860616e+00,5.774242169e+01,4.163492166e+01,4.999408987e+01,2.822781268e+01,1.295822840e+01,8.465950178e+01,7.441075750e+01,6.136723831e+01,2.544295717e+01,6.895111401e+01,1.593259250e+01,1.778111783e+01,2.357743651e+01,2.218479274e+01,1.225250861e+01
7.792083130e+01,5.861750448e+01,5.302816107e+01,5.513081243e+01,2.163342103e+01,9.893952078e+01,7.042283224e+01,4.434437848e+01,3.944405898e+01,6.556924441e+01,1.316004544e+01,6.377937200e+01,2.161212944e+01,7.917729065e+01,2.512933993e+01,7.951514160e+01,9.671495051e+01,8.472876507e+01,6.118793005e+01,3.208378459e+01,5.537485313e+01,1.691492477e+01,6.250705777e+00,4.870025592e+01,9.839094628e+01,1.044322660e+01,1.168570527e+01,5.105960149e+01,2.339916411e+01,7.759126909e+01,1.890291526e+01,8.432968156e-01,1.803220510e+01,8.629907564e-01,2.203098539e+01,4.134220039e+01,8.324926697e+01,6.070634956e+01,7.642216603e+01,1.482871778e+01,3.716551395e+01,8.851698824e+01,2.032650045e+01,1.289379783e+01,6.896915679e+01,2.666111184e+01,6.133828780e+01,3.786906707e+01,8.109586364e+00,6.378252880e+01,7.561734065e+01,3.045629067e+00,9.084814308e+01,8.316752736e+01,7.438262588e+01,3.188871271e+01,4.062820213e+01,1.282779532e+01,6.423704075e+01,8.559492882e+01,1.732367299e+01,8.681592684e+01,4.517113054e+01,7.490452561e+01,3.823959534e+01,9.849865953e+01,8.553538160e+01,2.402993156e+01,3.855939089e+01,7.252318963e+01,3.003552827e+01,6.873710956e+01,7.091165736e+01,6.945395264e+01,8.999090525e+01,2.968180929e+01
6.075248398e+01,6.049644687e+01,1.758108722e+01,9.507635644e+00,7.055797841e+01,1.274611105e+01,8.442951897e+01,7.334141760e+01,7.926417094e+01,8.970623693e+01,3.011464698e+01,2.299853023e+01,5.433386312e+00,5.915994214e+01,8.078130965e+01,4.056669469e+01,2.337358379e+01,1.266637819e+01,8.051485183e+01,9.097266847e+01,5.073458720e+01,7.873028170e+01,9.764005965e+01,3.040881271e+01,5.985567515e+01,1.652721860e+01,4.360615366e-01,8.688428070e+01,1.026813719e+00,1.254499409e+01,9.630105274e+01,7.019587605e+01,2.760126774e+01,2.122892197e+01,2.326333507e+01,6.272930614e+01,2.371475055e+01,4.937769056e+01,4.638831554e+01,8.556631939e+01,7.248555022e+01,2.509319409e+01,5.697411282e+01,1.423001277e+01,8.456366161e+01,9.961051296e+00,7.976355197e+00,9.038650693e+01,4.837286294e+01,6.150202515e+01,5.727011533e+01,6.438457860e+00,5.747833413e+01,4.177816945e+00,9.184857210e+01,5.239051925e+01,8.163888178e+01,8.144080239e+01,9.767450151e+01,8.250999455e+01,7.018252444e+01,1.597253956e+00,7.392521505e+01,6.470277368e+01,4.331329915e+01,5.979047449e+01,4.357941738e+01,1.924065905e+01,3.254389730e+00,4.911704717e+01,7.033755104e+01,4.380212035e+01,8.913273771e+01,3.342677659e+01,1.367466064e+00,6.579562018e+00
1.431669658e+01,6.608063433e+01,9.105461937e+01,3.820552138e+01,1.346747485e+01,9.209525404e+01,8.230398717e+01,8.098446399e+01,9.425552691e+01,2.715257446e+01,8.315107933e+01,9.789139560e+01,1.707520437e+01,6.392837121e+01,8.239059611e+01,4.706181329e+01,5.842636220e+00,1.091505092e+01,2.845336857e+01,5.464886776e+01,3.628219962e+01,4.661891463e+00,5.439165051e+01,3.212970090e+00,5.798971208e+01,8.546009595e+01,3.068059937e+01,1.655687579e+01,3.444710046e+01,1.792766463e+01,5.323004147e+01,5.539180562e+01,2.853298538e+01,6.391811565e+01,9.137803755e+00,7.551879272e+01,9.020281838e+01,9.177196922e+01,6.913019009e+01,4.546012020e+01,3.726386414e+01,6.727330105e+01,9.147480051e+00,6.914687565e+01,1.648075083e+01,8.339688719e+01,4.446280323e+01,4.649154486e+00,7.153150794e+01,5.691619385e+01,7.710512690e+01,9.194318013e+01,6.446669465e+01,6.662737026e+00,7.908731633e+01,8.161730429e+01,4.082347607e+01,5.854118903e+01,3.825722925e+00,3.881598288e+01,8.260750173e+01,9.774556058e+01,6.965792630e+01,7.808792452e-01,9.074613397e+01,2.790707541e+00,3.671423817e+01,9.645626543e+01,2.899318497e+01,5.252392816e+01,3.654174894e+01,8.518571308e+01,9.823666326e+01,3.639980483e+01,4.440616055e+01,7.648667473e+00
3.431319871e+01,4.773564959e+01,5.403884284e+01,1.789853423e+01,6.075789517e+01,1.774134370e+01,2.215090960e-01,6.265427168e+01,1.002656476e+01,9.562424600e+01,5.820749115e+00,2.997696614e+01,3.637248688e+01,9.188017845e+01,3.637695374e+01,1.614943967e+01,6.553220889e+01,6.117664953e+01,7.435883283e+01,7.564177071e+01,2.315477452e+01,2.660247310e+01,5.882492077e+01,9.484989023e+00,4.707978515e+01,5.167936720e+01,3.082028437e+01,4.941664098e+01,9.949119401e+01,3.304697501e+01,6.349451324e+01,5.047239622e+00,4.979349683e+01,6.565833811e+01,6.633503917e+00,1.451375932e+01,9.766408727e+01,4.959528894e+01,1.085018356e+01,8.509141588e+01,4.518479472e+01,7.606921890e+01,7.061621375e+01,1.196920715e+01,1.635591975e+01,2.285039990e+01,8.333674460e+01,6.352987796e+01,5.317574198e+01,3.403795970e+01,3.169011624e+01,1.251484828e+01,3.392391951e+01,1.242109301e+01,7.667422084e+01,9.923397424e+01,4.653407582e+01,9.375731458e+01,2.874949342e+01,2.851646751e+01,7.973769357e+01,5.731461591e+01,4.967272733e+01,2.294190215e+01,1.609099433e+01,5.136219861e+01,7.514152605e+01,5.830572938e+01,4.174313788e+00,6.502756451e+01,1.011212570e+01,2.406387632e+01,4.570546855e+01,9.734360536e+01,8.176730592e+01,8.054961853e+01
9.001012091e+01,3.889436245e+00,9.705347290e+01,9.900958435e+01,1.883846187e+01,7.044448015e+01,3.891476267e+01,7.652133479e+01,1.670974634e+01,3.736102051e+01,2.112430309e+01,8.124190116e+01,9.869637590e+01,1.252735013e+01,8.176443804e+01,2.028286119e+01,4.691967904e+01,8.141183136e+01,6.421205293e+01,6.445282970e+01,5.943919306e+01,8.926424416e+01,5.961444492e+01,8.789149791e+01,3.653578012e+01,2.255642841e+01,2.536683453e+01,8.002823453e+01,3.955908710e+01,3.251700191e+01,6.807943611e+01,7.107698985e+01,1.082967492e+01,9.949993950e+01,3.792115515e+01,6.330509164e+01,3.165124738e+01,2.529140814e+01,9.443255094e+00,5.223851531e+01,7.649995130e+01,9.381731010e+01,8.056299737e+01,6.036162530e+01,1.128564426e+01,3.520232275e+01,6.142021011e+01,5.191729837e+01,8.401743957e+01,5.971795163e+01,8.095874408e+01,7.878272221e+01,6.363410669e+01,8.647451220e+01,7.531006584e+01,3.036589243e+01,9.686959470e+01,3.750365194e+01,6.541787914e+00,3.016633877e+01,4.685478663e+01,7.245776646e+01,4.522877327e+01,8.325564423e+01,2.333184427e+01,9.261770814e+01,7.053055898e+01,2.527230762e+01,2.486041293e+01,8.171318936e+01,6.334976092e+01,2.928333851e+01,4.536138412e+01,2.672603873e+01,2.501218579e+01,5.143183978e+01
6.084471255e+01,4.458780366e+01,9.210211782e+01,5.939740417e+01,5.224881314e+01,2.374843228e+01,8.046767351e+01,6.694276728e+01,5.933694600e+01,6.203781373e+01,5.265828293e+01,3.768425125e+01,2.609161257e+01,8.934636084e+01,2.050084112e+01,9.106638571e+01,5.163539173e+01,8.986159263e+01,8.231270123e+01,1.694994082e+01,7.540187628e+01,1.662807612e+01,1.421722482e+01,6.179189547e+01,3.871020977e+01,9.576230435e+01,8.794412614e+01,8.504041839e+01,9.619171220e+01,9.342221943e+01,7.693219313e+01,2.542082491e+01,6.825165393e+01,2.111788197e+00,5.837938180e+01,6.067352704e+01,8.636871643e+01,2.662820634e+01,4.939804287e+01,1.987187064e+01,9.852947991e+01,1.173212608e+01,7.010442089e+01,3.190501621e+01,4.739247591e+01,8.347392076e+00,9.843597581e+01,5.218968697e+01,9.042018423e+01,4.469112444e+01,5.036501422e+01,2.149613632e+01,4.514259846e+01,6.050218869e+00,3.717208313e+01,7.077788190e+01,4.033888182e+01,3.019311626e+01,1.657178389e+01,5.198150227e+01,3.201660683e+01,4.203914142e+01,6.419732363e+00,3.668904927e+01,1.199864193e+01,3.186351749e+00,3.060163970e+01,2.234621194e+00,6.966773472e+01,7.430875711e+01,8.342861481e+01,7.914167628e+00,1.321676852e+01,7.320303193e+01,3.544061923e+01,1.686914025e+01
