v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65
6.350585299e+01,8.800640400e+01,1.114049820e+01,5.256237986e+01,7.981536071e+00,9.710568473e+01,8.675038118e+01,8.054378650e+01,8.751593291e+01,7.177129341e+01,1.351856026e+01,3.604185763e+01,7.587236754e+01,7.035169876e+01,2.158148543e+01,5.867746191e+00,3.874594129e+01,5.556864671e+01,8.739531833e+00,5.061562588e+01,5.515762785e+01,6.601493625e+01,3.726342756e+01,2.743098942e+01,7.404891758e+00,1.834363010e+01,8.437263684e+01,4.879168871e+01,6.903154697e+01,7.019001914e+01,5.175815706e+01,1.450448278e+01,5.361319630e+01,8.317878639e+01,8.720408329e+01,6.222831650e+01,4.856334461e+01,4.820736932e+01,9.239042126e+01,6.411959420e+01,9.626300984e+00,9.894753596e+01,4.835933942e+01,9.042292375e+01,2.843328277e-01,5.668606065e+01,2.467696674e+00,6.763970118e+01,4.221625467e+01,8.131709723e+01,3.175754049e+01,4.140971571e+00,3.193614343e+01,4.484335954e+01,3.548627298e+01,7.825235434e+01,1.264333893e+01,7.604233770e+00,7.764745169e+01,7.286892451e+01,9.800460735e+01,7.825350032e+01,1.608858571e+01,1.276598120e+01,3.069175344e+01
8.089052187e+01,4.279723788e+01,4.259145523e+01,6.680895833e+01,2.079493372e+01,7.206856390e+01,3.062561078e+01,4.551871089e+01,3.935520962e+01,2.126730575e+01,1.701523748e+01,4.503259149e+01,1.373179576e+01,3.807536297e+01,1.771216782e+01,1.517013872e+01,9.652916247e+01,1.134488177e+01,1.157946514e+01,6.183856108e+00,4.784615711e+01,1.357543312e+01,4.616738185e+01,8.640463172e+01,4.821193057e+01,9.917612898e+01,6.135797590e+01,9.508373913e+01,8.247269335e+01,1.444090335e+01,9.220570571e+01,1.778586565e+01,5.032881263e+01,1.103313081e+01,6.988514901e+01,1.305446343e+01,5.094851656e+01,8.862793184e+01,5.021934091e+01,5.690481912e+01,5.639533322e+01,9.058588577e+01,9.541709320e+01,4.110415260e+01,9.062953563e+01,4.656029672e+01,3.247977062e+01,4.224200592e+01,2.114723084e+00,8.218313838e+00,4.967025475e+01,4.710568208e+01,7.282005952e-01,5.343394553e+01,7.636363364e+01,2.539256401e+01,6.135295441e+01,2.142061829e+00,6.252255635e+01,2.657488017e+01,1.297716082e+01,5.258771403e+01,4.550265511e+01,2.589411602e+01,2.092381173e+01
9.006146884e+01,9.736271993e+01,3.996891414e+01,3.998388439e+01,8.561115411e+01,1.774944361e+01,6.616828957e+01,1.358758603e+01,7.305514592e+01,1.710421821e+01,7.832261460e+01,9.504716214e+00,7.915742271e+01,5.885113904e+01,9.781885085e+01,7.294345740e+01,5.447246124e+01,9.756110611e+01,5.956017265e+01,8.865699727e+01,5.563997540e+01,1.431709105e+01,7.758506995e+01,7.464175428e+01,5.536709170e+01,5.249299375e+01,2.134824327e+01,5.360915842e+01,1.022070726e+01,9.399974114e+01,5.390492282e+01,2.015899293e+01,8.408248975e+01,4.605871655e+01,6.938097885e+00,1.750056325e+01,2.556434546e+01,8.805980119e+01,4.084826198e+01,1.529151673e+01,7.540126781e+01,5.908840610e+01,5.925683484e+01,8.222709206e+01,3.896433231e+01,8.758538351e+01,9.876558324e+01,2.839501423e+01,4.844648802e+01,6.151029161e+01,1.380029957e+01,3.523267032e+01,6.607961765e+01,8.499995462e+01,5.205938348e+01,5.573727576e+01,3.637420963e+01,3.985045710e+01,7.465577133e+01,3.802434864e+01,5.741397515e+01,2.273990471e+01,8.106467839e+01,6.759546271e+01,3.778713702e+01
6.111322273e+01,2.068081034e+01,4.643698582e+01,7.349166251e+01,4.262950027e+01,7.652903186e+01,9.528146877e+01,6.504380200e+01,5.781343973e+01,5.499489876e+01,2.266219213e+01,6.907569435e+01,4.338309258e+01,2.350663439e+01,5.995804088e+01,5.987886864e+01,9.615694478e+01,6.359644761e+01,5.368531956e+01,4.971486198e+01,8.305420696e+01,6.952354259e+01,2.588249111e+01,8.422780262e+01,3.185204644e+01,1.810244413e+01,6.425923676e+01,4.646851087e+01,5.683218129e+01,8.552317674e+01,8.726215402e+01,5.727070693e+01,3.816827541e+01,3.758893247e+01,3.963801164e+01,1.234518294e+01,3.291052949e+01,6.220472266e+01,7.383740948e+01,6.119373032e+01,1.576965276e+01,3.084727621e+01,3.320461973e+01,6.201643098e+01,9.473219780e+01,2.165831268e+01,3.849658854e+01,1.450965111e+01,2.570311182e+01,2.818410618e+01,9.301776910e+01,5.418094806e+01,1.701276216e+01,8.231434447e+01,1.583568744e+01,1.956995194e+01,7.321217480e+01,4.900080871e+01,8.774667012e+01,7.370125207e+01,4.418015226e+01,2.257924895e+01,6.256542581e+01,5.637495937e+01,6.873789667e+01
1.728650833e+01,4.867783233e+01,9.000976801e+01,1.898400483e+01,4.618086469e+01,1.231225411e+01,1.613925142e+01,5.006678006e+01,5.608195437e+01,4.388704604e+01,8.273713917e+01,7.978183575e-01,6.285398079e+01,8.618073800e+01,1.465425527e+01,9.276743794e+01,9.157097396e+00,7.160218059e+00,8.407197872e+01,1.833455819e+01,5.677833821e+01,7.686722286e+01,2.998327284e+00,5.272635120e+01,5.139715302e+01,2.052236967e+01,9.760204828e+01,5.732168509e+01,8.804986477e+01,6.527075127e+01,3.056741708e+00,1.974682491e+01,1.219060561e+01,2.349723044e+01,8.077922701e+01,3.804749477e+01,4.407416881e+01,4.416807849e+01,4.950897562e+01,1.191652761e+01,5.725629918e+01,8.693512813e+01,6.604574553e+01,3.954496615e+00,5.570874971e+01,2.929515699e+01,8.538672957e+01,4.030961677e+01,7.736249915e+01,1.878791361e+01,2.290976933e+01,8.026932566e+01,3.864077814e+01,9.133230012e+01,6.379733359e+01,6.166681097e+01,6.159585959e+01,9.789802828e+01,2.641529484e+01,1.170629291e+01,3.266399099e+01,7.741666836e-01,7.793460755e+01,5.269721746e+01,4.028260349e+01
1.682836972e+01,3.712243703e+01,5.493979397e+01,9.013426098e+01,9.557874536e+01,5.369435085e+01,3.212702392e+01,5.965472475e+00,5.897864239e+01,2.735085696e+00,6.021167068e+01,1.571214675e+01,5.066169744e+01,5.015402118e+01,2.203463658e+01,3.264464709e+01,5.140117531e+01,5.495416888e+01,1.133555104e+01,6.415323455e+00,3.276882003e+01,7.041427565e+01,7.452680178e+01,7.255624857e+01,6.043120201e+01,6.679963191e+01,7.615688831e+01,7.210522683e+01,9.405144349e-01,2.753290199e+01,8.288750735e+01,6.209522198e+01,1.277937575e+00,6.227086692e+01,9.122872045e+01,2.733101093e+00,8.372586142e+01,4.300273702e+01,3.997397260e+01,2.121413224e+01,9.440680211e+01,4.581447926e+01,7.480477969e+01,1.797571360e+01,9.006815265e+01,3.769712793e+01,8.765477498e+01,3.764570392e+01,8.852045595e+00,1.583437440e+01,1.196205419e+01,6.737986718e+01,8.692797049e+01,8.017144236e+01,4.796914106e+01,9.352593502e+01,9.529284908e+00,8.948997395e+01,7.367534528e+00,8.502944357e+01,7.686480425e-01,2.385552232e+01,9.025477234e+01,7.789570769e+01,9.414432014e+00
4.432069593e+01,3.694933805e+01,7.361075622e+01,5.286815538e+01,1.577267313e+01,4.204988754e+01,1.423344668e+00,5.037404862e+00,3.422573905e+01,4.799042145e+01,9.565658317e+01,1.553302665e+01,6.671322414e+01,8.774601652e+00,9.950673334e+01,7.046297310e+01,1.854446890e+01,8.705613747e+01,3.860051769e+01,3.243138579e+01,1.621873250e+01,5.495615273e+00,2.494726679e+01,1.653823290e+01,1.345158901e+01,9.823291997e+01,8.043147124e+01,3.134875794e+01,1.415060769e+01,4.461900448e+01,2.483903424e+01,9.234345502e+01,8.952549649e+01,1.311093652e+00,8.760784636e+01,6.489484007e+01,2.642054462e+01,2.006469733e+01,4.172821269e+01,6.591415923e+01,7.406186652e+01,5.993824776e+01,8.825496787e+01,3.420748303e+01,9.572002130e+01,5.164428797e+01,3.636685648e+01,7.267605314e+01,2.687925242e+01,9.262495067e+00,6.182730164e+01,5.442226292e+01,2.672992553e+01,6.776307165e+01,1.160075595e+01,8.257488423e+01,8.418339699e+01,9.419340568e+01,7.171848286e+01,7.460442290e+01,5.509673096e+01,3.627821220e+01,9.979197026e+01,8.193159269e+01,9.338200628e-01
5.647482556e+01,3.919080547e+01,3.989103941e+01,9.296181607e+01,2.362222132e+01,5.571914697e+01,1.745301183e+01,9.691848505e+01,3.885792248e+01,5.036096408e+00,6.565114938e+01,8.976488759e+01,8.912469766e+01,9.301778945e+01,9.038070360e+01,4.717199082e+01,7.511853688e+01,5.670896976e+00,6.808382977e+01,1.827620709e+01,6.439648887e+01,3.055677366e+01,4.101030931e+01,4.219337684e+01,3.643978737e+01,2.767405025e+01,3.831618784e+01,7.191873671e+01,3.355181858e+01,4.890206894e+01,7.959937488e+01,9.765384529e+00,3.844524594e+01,8.401932023e+01,6.230450350e+01,9.264389507e-01,1.238729823e+01,8.839265691e+01,4.880033720e+01,8.922142339e+01,1.874097631e+01,2.875222993e+01,9.477801209e+01,6.387612033e+01,5.875409458e+00,7.270442090e+01,9.558035353e+01,1.684315167e+00,5.204318659e+01,7.854550024e+01,1.225669993e+01,8.658000248e+01,7.480286673e+01,4.706098756e+00,1.966910343e+01,1.164682828e+01,7.684885657e+01,5.756010603e+01,7.480141885e+01,9.114260897e+01,7.283820216e+00,4.457973198e+01,4.823753759e+01,3.737147668e+01,1.467376229e+01
5.023913897e+01,3.831404062e+01,1.767671320e+01,2.918215646e+01,4.001148792e+00,7.158885748e+01,9.322631456e+01,5.319560318e+01,5.522466983e+01,8.766642675e+01,2.159380778e+01,5.014961229e+01,2.444280403e+01,7.853947328e+01,8.320006924e+01,3.687597973e+01,8.132517078e+01,9.572527852e+01,1.423192913e+01,8.050587183e+01,4.013837622e+00,7.870445247e+01,4.083577223e+01,1.919203697e+01,7.179475308e+01,2.423150614e+01,1.596170386e+01,5.206704931e+01,6.877818849e+01,8.854057131e+01,5.152285124e+01,9.525962602e+01,8.305861078e+01,4.842034095e+01,3.374422139e-01,2.743940252e+01,3.404215694e+01,6.429196855e+01,2.101246443e+01,3.447868978e+01,6.840513476e+01,5.677284826e+01,9.848090938e+01,6.128646154e+01,6.301788366e+01,6.104971365e+01,8.995380477e+01,4.727854605e+01,7.861835834e+01,4.260648755e+01,4.343959655e+01,4.331648501e+01,7.329750204e+01,6.239744667e+01,9.553529485e+01,2.850535332e+01,3.729265591e+01,8.893582455e+01,5.983261679e+01,7.899189623e+00,1.260193158e+01,8.499779619e+01,1.961910344e+01,6.282239134e+00,6.259875383e+01
5.531654580e+01,2.439455581e+01,7.557519520e+01,8.777850489e+01,2.697731731e+01,5.093563246e+01,2.042407568e+01,6.541562745e+01,7.355598076e+01,9.690001108e+01,6.689588247e+01,4.872838808e+00,7.769530800e+01,5.616644837e+01,7.709735428e+01,6.916471818e+01,9.069134552e+01,5.113208510e+01,2.827765695e+01,8.011075592e+01,1.937893079e+01,3.865450065e+01,7.859791779e+01,5.710855332e+01,6.086672753e+01,4.915734222e+01,6.044418382e+01,9.347274808e+01,3.188789049e+00,8.545732259e+01,7.971426214e+01,3.290063378e+01,7.531527511e+01,7.209832047e+01,2.802233739e-01,1.120560130e+00,7.896314881e+01,9.632624938e+01,4.717474035e+00,7.233170929e+01,9.476197952e+01,8.327843707e+01,3.432579800e+00,4.199533620e+01,3.043370062e+01,2.202834210e+00,1.064234463e+01,7.811512589e+00,5.141163572e+01,7.359582918e+01,8.714307246e+01,6.429866915e+01,6.339109347e+01,3.255744778e+01,2.190649878e+01,3.535512485e+01,9.051285389e+01,4.956581525e+01,3.341818491e+01,2.893436210e+01,9.282002006e+01,1.277479804e+01,5.246236072e+01,4.733398390e+01,7.982739366e+01
1.632709713e+01,3.069708756e+01,1.204351985e+01,4.961070294e+01,4.219282557e+01,4.069904609e+01,3.729692074e+01,5.621780897e+01,8.422384971e+01,5.238953076e+01,9.524848830e+01,5.385205891e+01,8.457638909e+01,1.684131017e+01,3.993454632e+01,7.242670429e+01,8.612574285e+01,2.736003434e+01,9.779543115e+01,2.017182443e+01,9.864680959e+01,5.274717367e+01,3.197466728e+01,6.526877723e+01,6.639562800e+01,4.175436612e+00,9.245836887e+01,5.828340770e+01,2.819124897e+01,8.000045247e+01,5.510703246e+01,5.578544178e+01,7.498333154e+01,6.260624316e+01,9.923422157e+01,4.664411713e+01,9.880527205e+01,6.179585910e+01,6.332196374e+00,8.593114096e+01,6.589828011e+01,3.857728170e+01,5.950628669e+01,1.336574578e+01,8.500738752e+01,1.353142028e+01,3.745867149e+01,8.323855155e+00,4.071352690e+01,4.256916728e+01,2.876719063e+01,3.220319078e+00,2.903594306e+01,6.241821607e+01,5.242519975e+01,9.797197205e+01,5.596068973e+01,5.487926697e+01,3.436676602e+01,5.571090552e+01,4.162865860e+00,4.625652884e+01,3.457037158e+01,3.612303260e+01,5.555795338e+00
6.391670472e+01,9.862334098e+01,4.341243486e+01,6.514376474e+01,6.353330241e+01,9.353525510e+01,6.820173247e+01,7.457804968e+01,8.455573555e+01,8.026319414e+01,9.229859152e+01,4.597917433e+01,3.828327855e+01,8.599212758e+01,5.802364007e+01,6.236131658e+01,3.845155577e+01,3.592264216e+01,7.844086482e+01,7.517312245e+00,2.461917167e+00,8.808322926e+01,1.208108522e+01,2.107954621e+00,1.876888083e+01,4.043797953e+01,6.210280279e+01,2.475146415e+00,9.527116006e+00,8.670612343e+01,5.095808385e+01,3.359188215e+01,9.887774334e+01,2.365306416e+01,6.292273261e+01,6.041621144e-01,6.521496434e+01,3.697360869e+01,4.272105419e+00,3.268740066e+01,3.628211716e+01,1.371013049e+01,6.682608288e+01,7.828988126e+01,2.617013039e+01,9.397433182e+01,3.392837422e+01,2.344352120e+01,3.051974670e+01,6.847164336e+00,3.186100424e+01,5.990285962e+01,3.205663754e+01,8.077596139e+01,1.774225497e+01,1.536711732e+01,4.556102791e+01,2.126704543e+01,6.662198330e+01,9.858526424e+01,5.571925174e+01,5.187458795e+01,2.396901532e+01,5.221145127e+01,5.635680253e+01
3.708802583e+01,2.655508905e+01,3.792296215e+00,8.180941564e+01,7.054124575e+01,2.497454053e+01,3.117690521e+01,2.940445599e+01,9.833805590e+01,9.003941884e+01,9.903121809e+01,6.946672437e+01,7.579511429e+01,1.069033144e+01,9.869081775e+01,1.215966423e+01,7.348803333e+01,4.874310131e+01,8.868591503e+01,3.662023791e+01,5.526506966e+00,1.190976728e+01,9.463462781e+01,5.125984536e+01,6.113184950e+01,1.367725411e+01,6.909566749e+01,4.735683364e+01,9.391466940e+01,3.967197155e+01,4.513163622e+01,7.322163956e+01,3.861496574e+01,9.354208244e+01,9.970314402e+01,6.150537807e+01,7.079208814e+01,5.445962338e+01,7.820021013e+01,3.222188932e+01,8.109566708e+01,3.543885877e+00,3.140862224e+01,4.148429729e+01,2.287902704e+01,6.565186723e+01,4.851048162e+01,1.152223096e+00,5.604356640e+01,1.822539610e+01,2.589409029e+00,5.259634062e+01,4.274620442e+01,3.666369713e+01,2.254144728e+01,4.860341918e+01,8.174604342e+01,1.631093467e+01,5.339529780e+01,5.374134593e+01,1.516789350e+01,5.906787185e+00,5.823745162e+01,3.239153715e+01,3.084878811e+00
4.916227629e+01,4.643604419e+01,7.322706324e+01,5.960175290e+01,4.396576392e+01,6.741254867e+00,8.629001299e+01,1.565459853e+01,4.791133099e+01,1.434011774e-01,7.547559796e+01,2.470885242e+01,7.849237009e+01,9.171436132e+01,1.170062260e+01,4.772805326e+01,2.340375304e+01,1.350247609e+01,7.672982949e+00,6.919952821e+01,1.810155976e+01,7.744615762e+01,9.115444903e+01,8.367060947e+01,8.533937081e+01,1.424316711e+01,7.072173833e+00,7.159359713e+01,6.057988245e+01,7.517907787e-02,2.527742187e+01,5.255417643e+01,4.252422463e+01,4.653925485e+01,6.311871263e-01,5.266558354e+00,1.946406245e+00,8.890553950e+01,3.378475319e+01,5.158672209e+01,9.030503841e+01,4.045746679e+00,3.888893817e+01,5.325392315e+01,2.207670398e+01,8.229540830e+01,4.209877428e+01,3.654069007e+01,6.535680256e+01,8.416503160e+01,8.756067241e+00,2.684009502e+01,7.664725488e+01,1.919022545e+01,8.160393154e+01,1.669519831e+01,9.186933739e+01,7.838166206e+01,4.121244967e+01,4.672585593e+01,8.590696823e+01,9.381747569e+01,7.549391980e+01,4.413574057e+01,2.204052030e+01
3.453605324e+01,7.554661325e+01,9.813690182e+01,5.001440087e+01,7.416687286e+01,9.521081724e+01,4.897570419e+00,9.635170247e+01,1.540662851e+01,1.330307620e+01,5.703365287e+01,7.129401351e+01,9.971051481e+01,6.950793942e+01,5.097482261e+01,8.360924161e+01,4.742023851e-01,4.787063789e+01,9.261801919e+01,4.295834572e+01,1.135881078e+01,7.094936465e+01,4.050359467e+01,2.222867813e+01,2.001035757e+01,5.146621957e+01,3.252265141e+01,5.121327192e+00,6.250508823e+01,8.111217396e+01,7.935077716e+01,4.314611807e+01,2.661852100e+01,2.698092039e+01,4.635573552e+00,8.610634268e+01,2.817981508e+01,9.097308659e+01,2.569385410e+01,1.515452199e+01,6.961160661e+01,1.781016827e+01,2.594233650e+01,7.239569138e+01,2.792398962e+01,2.472607326e+01,3.334438212e+01,9.103701472e+01,1.143308142e+01,8.651518113e+00,5.530928516e+01,8.788219927e+01,6.951216648e+01,2.577945719e+01,4.208756149e+01,8.328627254e+01,8.270346530e+01,9.880711062e+00,2.723885461e+01,9.546207188e+01,5.084663762e+01,3.737662150e+01,4.381937836e+01,1.157064305e+01,6.725425604e+01
6.444087933e+01,2.919586132e+01,7.234374868e+01,9.496714706e+01,2.906039965e+00,6.160825543e+01,2.746858946e+01,8.257639166e-01,8.865375780e+01,4.338008259e+01,4.238318483e+00,1.797836837e+01,3.851740946e+01,4.253563066e+01,6.818771225e+01,3.717981433e+00,6.366087751e+01,1.365685060e+01,2.182609252e+01,5.831876868e+00,6.632740824e+01,3.159902962e+01,2.331525455e+01,9.480876621e+01,3.627068251e+01,7.684839984e+01,9.986672424e+01,8.287055668e+01,8.358010763e+00,9.626092420e+01,5.721561891e+01,5.066140547e+01,8.006933889e+01,4.998800191e+01,9.513275049e+01,1.766215181e+01,9.568265148e+01,5.977142119e+01,7.071597067e+01,1.830095765e+01,4.447009124e+01,6.147801949e+01,6.998236288e+01,5.950832647e-01,9.388219841e+01,1.585096104e+01,4.885317074e+01,2.420291033e+01,3.527411991e+01,8.752143173e+01,8.032287694e+01,2.801539342e+01,5.176840197e+01,5.943484479e+01,2.169180814e+01,6.759701161e+01,9.845139812e+01,2.092162585e-01,3.807166088e+00,2.004480270e+01,3.446806091e+00,7.283788225e+01,5.301879793e+01,4.254069473e+01,7.388196917e+01
9.129967862e+01,5.600352890e+00,1.440776221e+01,2.239184637e+01,5.473868521e+01,4.946451133e+00,5.974693317e+01,1.267010796e+01,2.313187153e+00,2.493237637e+01,7.671558330e+01,1.683434490e+01,5.107996164e+01,5.410116360e+01,7.146086943e+01,2.369668685e+01,3.176015755e+01,8.065305657e+01,1.116609457e+01,1.179832347e+00,1.116554342e+01,6.550373133e+01,5.569565626e+00,1.663268044e+01,4.774123559e+01,6.906221407e+01,9.947643465e+01,8.294238197e+01,9.809482151e+01,7.774771626e+01,6.926029027e+01,3.721978107e+01,4.495002354e+00,1.573594004e+01,7.204309257e+01,4.508112756e+01,6.855168497e+01,9.335523432e+01,5.508976144e+01,9.887249192e+01,7.783632633e+01,1.538484601e+01,1.547788088e+01,4.186490185e+01,1.542822572e+01,2.497473390e+01,6.132124045e+01,9.759002666e+01,9.145547656e+01,5.660203985e+01,4.591593607e+01,6.495583560e+00,8.625432031e+01,6.839514297e+01,4.112226988e+01,7.400766417e+01,7.819066890e+01,6.691672108e+01,1.707877933e+01,1.663161983e+01,5.702191453e+01,9.686092753e+01,6.066702368e+01,4.904708137e+01,6.980775158e+01
4.479077351e+01,2.674174087e+01,4.110914688e+01,9.581697775e+01,1.618616763e+01,7.190881365e+01,2.868737726e+01,5.383965978e+00,1.292088543e+01,6.320340649e+01,2.347491270e+01,2.563965697e+01,7.409009611e+01,8.723911529e+01,3.552175529e+01,6.275064126e+01,2.116109700e+01,4.500596896e+01,8.017534335e+01,2.438032315e+01,8.962745712e+01,6.465560179e+01,1.915673807e+01,4.857688905e+01,8.276700471e+01,4.639879841e+01,2.344255986e+01,1.590890159e+01,6.310515383e+01,7.980616831e+01,4.344644310e+01,4.022793459e+01,9.777415549e+01,6.336515021e+01,5.312149567e+01,6.868941571e+01,1.386295841e+01,2.583626642e+01,5.561560260e+01,5.717140209e+01,3.595464134e+01,9.667498630e+00,7.423282478e+01,1.929204588e+01,4.878525062e+01,3.463436989e+00,5.749411081e+01,3.973815347e+00,2.429093661e+01,8.582958734e+01,5.691259347e+01,3.107442584e+01,9.412109855e+01,5.458524530e+01,5.495572305e+01,1.826340448e+01,3.757001990e+01,7.502686980e+01,2.871906886e+01,4.582414647e+01,5.715060656e+01,4.003577674e+00,8.242320650e+01,4.619066174e+01,2.811636419e+01
8.203462243e+00,8.722337661e+01,8.533832875e+01,5.214377241e+01,1.194156479e+01,5.778089183e+01,9.581293599e+01,5.536950949e+01,5.482308961e+01,7.582597407e+01,9.687242098e+01,1.260350806e+01,1.515668862e+01,9.951985708e+00,6.916188861e+01,3.937309598e+01,6.678127851e+01,1.437221584e+01,4.777729461e+01,1.810973853e+01,7.798066810e+01,9.150808815e+01,8.533050294e+00,5.883083273e+01,8.722761081e+00,6.340099526e+01,8.138761251e+00,5.670187747e+01,8.206214180e+01,4.055004810e+01,5.685566549e+01,6.962091902e+01,5.169755759e+01,1.305614568e+01,6.287428132e+01,8.085505427e+01,6.980459925e+01,4.294979233e+01,8.244272581e+01,4.175941084e+01,7.523225316e+01,4.016040629e+01,8.556488045e+01,9.270702505e+01,3.143884885e+01,8.059915846e+01,1.608691405e+01,3.082939515e-01,7.555337883e+01,3.237199233e+01,1.310586875e+01,3.639635177e+01,5.443606741e+01,7.491740251e+01,1.461152995e+01,3.974974038e+01,8.647352678e+01,5.218333794e+01,2.185780589e+01,8.257875495e+01,3.842438638e+01,8.292581098e+01,9.554066555e+01,1.957861072e+01,8.319980921e+01
1.973172482e+01,1.877365045e+01,7.136864836e+01,8.213859973e+01,7.705664126e+01,4.652173379e+01,3.656276208e+01,1.191468101e+01,4.250314503e+01,3.343388014e+01,5.953667821e+00,8.998690339e+01,9.375984725e+01,1.005996407e+01,8.767308943e+01,7.482692071e+00,1.044326113e+01,6.429280933e+01,5.436878432e+01,5.415334544e+01,4.630367999e+01,3.204457101e-01,3.101454238e+01,5.236283717e+00,7.747307862e+01,6.887068788e+01,5.467379051e+01,9.575684276e+00,6.659529432e+01,2.656493927e+01,3.588945103e+01,8.392413513e+01,5.814220063e+01,4.173584072e+01,9.173330173e+01,8.147238817e+01,7.382550983e+00,5.624850091e+00,6.803867705e+01,8.048917065e+01,8.406675536e+01,5.568360486e+01,6.010588247e+01,4.008009724e+01,1.496733850e+01,2.890586483e+01,9.245229824e+01,2.738137674e+00,4.100722150e+01,3.556871983e+01,5.175210270e+01,5.881671849e+01,8.890442550e+01,5.393995036e+00,4.136543313e+00,1.935966692e+01,5.786409822e+01,2.010838709e+01,7.750668882e+01,9.660897944e+01,5.522579719e+01,7.092636080e+01,1.464870935e+01,1.492955165e+01,4.758664289e+01
3.246420322e+01,4.671928509e+00,5.448293972e+01,3.526469389e+01,2.961217012e+01,6.010361246e+01,2.872572102e+01,9.276785732e+01,5.354538961e+01,8.580665187e+01,6.782833047e+01,7.341862467e+01,5.994801998e+01,1.386069563e+01,2.004619870e+01,3.696623386e+01,1.100336235e+01,3.533202129e+01,2.264458160e+01,5.406298185e+01,3.795536492e+01,9.074680417e+01,6.505165755e+01,8.268835661e+01,6.651970490e+01,6.951340524e+01,4.446689730e+01,1.650003204e+01,2.557055685e+01,8.105658187e-01,1.767974262e+01,9.678107595e+01,6.319391015e+01,6.101531430e+01,2.528722644e+01,1.992682313e+01,2.119491233e+01,5.959453430e+01,6.515442973e+01,1.117490853e+01,7.802672326e+01,8.907660735e+01,6.470301357e+01,8.708323228e+01,8.120479093e+01,8.008733629e+01,1.439627081e+01,6.745244211e+01,6.066538366e+01,4.623577909e+01,6.963864253e+01,5.055503024e+01,2.349562307e+01,1.266222743e+01,2.999464159e+01,1.902976119e+01,8.458916234e+01,7.103611337e+01,7.281193160e+01,9.938467683e+01,5.331185375e+01,7.590593890e+01,7.828699828e+01,5.439316732e+01,6.860687092e+01
7.073677266e+01,3.450606690e+01,6.307874150e+00,9.120341725e+01,3.570100127e+01,3.204365302e+01,2.273774118e+00,1.944660148e+01,8.397317275e+01,9.316504771e+01,7.936036688e+01,2.413746606e+01,1.427063924e+01,3.768475767e+01,6.352235183e+01,1.955417546e+00,5.780042990e+01,2.848868115e+01,7.403573233e+01,5.200209572e+00,7.646029904e+01,9.631165783e+01,5.893978919e+01,8.415521401e+01,2.623066669e+01,4.790140479e+01,5.886464402e+01,9.159794349e+01,6.961789586e+01,7.825027912e+01,4.174422918e+01,2.525413683e+01,5.256562982e+01,3.437875257e+01,5.038604454e+01,2.103380284e+01,1.320556096e+01,5.843955701e+01,4.372697338e+01,1.726054365e+01,9.663224033e+01,8.459957443e+00,5.294115332e+01,7.738602233e+01,8.201894622e+01,6.362436684e+01,5.972123052e+01,2.303582824e+01,9.070335183e+01,9.971945603e+01,8.162151492e+00,5.553995847e+01,6.850041931e+01,1.878351352e+01,2.735774751e+01,3.396358815e+01,1.421404104e+00,2.048864901e+01,3.899939052e+01,2.472169061e+01,2.355067409e+00,3.581429602e+01,1.338758480e+01,9.161718734e+01,4.667496451e+01
8.971532906e+01,8.824742099e+00,2.947823654e+01,5.640824555e+01,3.538412261e+01,2.428055938e+01,2.806372670e+01,5.979211037e+01,9.112796147e+01,6.485711210e+01,9.366883760e+01,6.472077734e+01,6.750659282e+01,1.626323240e+01,9.445362283e+01,3.585929546e+01,3.586559700e+01,2.402490524e+01,1.717720549e+01,8.109288637e+01,4.746895248e+00,7.613713478e+00,6.055791656e+01,6.990920528e+01,6.795158310e+01,2.492356517e+01,4.520146003e+01,1.896224612e+01,1.560273779e+01,2.938780046e+01,1.666307884e+01,7.683564130e+01,7.809042268e+01,4.513095716e+01,3.279768236e+01,2.069327438e+01,5.355747403e+01,3.491749546e+01,1.171645208e+01,9.198272878e+01,3.015288556e+00,8.870605552e+00,6.319715204e+01,7.202319572e+01,5.357758406e+01,2.809058745e+01,2.978217414e+01,9.371423326e+01,5.062010115e+01,9.864092545e+01,4.269483895e+01,5.017421341e+01,2.933252245e+01,8.247318180e+00,4.613948795e+01,9.538281750e+01,7.277887909e+01,1.669502016e+01,2.616988935e+01,7.803967755e+01,1.734699664e+01,4.913916116e+01,2.185949179e+01,4.892519032e+00,9.838784380e+01
