v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82
8.022741816e+00,3.112559372e+00,3.206427244e+01,1.047401891e+01,7.161774649e+01,7.773178033e+01,9.100541430e+01,6.263986117e+01,9.782057324e+01,1.430899934e+01,7.492814082e+01,1.374265616e+01,9.474216006e+01,2.306735033e+01,9.625983575e+01,4.726238205e+01,8.999321130e+01,8.426449493e+01,8.880064936e+01,1.517438093e+01,1.860755834e+01,5.105717601e+00,8.853896478e+01,8.936368499e+01,1.144994130e+01,7.774361355e+01,8.220273486e+01,5.473299225e+01,6.817239418e+01,3.955308262e+01,5.836290725e+01,4.182076633e+01,5.558667906e+01,9.263505529e+01,4.073245804e+01,4.573584837e+01,1.108933715e+01,4.177428570e+01,1.087238524e+01,7.229302178e+01,9.734757912e+01,9.011855133e+01,7.193088842e+01,3.380723057e+01,6.178173465e+01,7.592324422e+01,6.135028317e-01,6.089579940e+01,7.487109625e-01,5.365813307e+01,8.200417067e+01,5.864773945e+01,1.152008621e+01,7.164878418e+00,6.096422214e+01,5.519072055e+01,8.514629092e+01,4.228615634e+01,9.371088828e+01,1.981632641e+01,6.936664800e+01,5.194256462e+01,1.420780548e+01,5.378175853e+01,9.137648863e+00,8.075424849e+01,7.636132747e+01,8.451652126e+01,3.493960776e+01,3.025672432e+01,2.023408479e+01,9.336301518e+01,2.907612769e+01,1.901813316e+01,7.473942227e+01,1.197280642e+01,2.896348183e+01,1.044182677e+01,4.693422858e+00,9.985042260e+01,5.395046637e+01,5.703958096e+01
7.148289261e+00,6.950655654e+01,4.332789045e+01,5.594685727e+01,3.912556246e+00,3.693040192e+01,6.467097104e+00,3.910135976e+01,8.345539747e+01,1.001943931e+01,3.658474030e+01,7.268955453e+01,1.397848415e+01,4.606311093e+00,3.102495824e+01,9.086997873e+01,5.902482215e+00,2.585345615e+01,4.792475791e+01,4.764122356e+01,4.817258478e+01,6.779549035e+01,3.450487084e+00,3.371691839e+01,6.613843585e+01,4.407757125e+01,9.830034764e+01,1.242315485e+01,6.266956173e+01,8.751357295e+00,7.048289696e+01,3.234962979e+01,1.167054876e+01,7.570436021e+01,2.478458763e+01,7.560664871e+01,8.063513842e+01,4.285353464e+01,6.203644632e+01,4.452796589e+01,4.084432968e+01,4.761791787e+01,1.483708597e+01,2.262984031e+01,9.151113770e+01,5.578801242e+01,3.824335441e+01,1.720530083e+01,9.751110152e+01,1.824611309e+01,5.396381976e+01,6.017039878e+01,7.650126016e+01,4.226844908e+00,2.896273971e+01,9.104464774e+01,6.150997143e-01,5.704788936e+01,1.535419766e+01,7.593988455e+01,2.534314625e+01,5.749088927e+01,7.024781373e+01,4.172830088e+01,7.866705862e+01,2.282099510e+01,7.045069638e+01,3.140026914e+01,8.618772943e+00,4.562153974e+01,2.694057729e+01,1.268856683e+01,3.829685089e+01,8.965505746e+01,4.673224937e+01,4.987924556e+01,4.334367718e+01,1.416233586e+01,2.580165629e-01,1.010304974e+00,4.552969440e+01,8.228810670e+01
4.172204839e+01,1.381887467e+01,9.611999217e+01,4.429542046e+01,5.007377752e+01,6.834413507e+01,4.525390524e+01,8.049182280e+01,8.810935560e+01,5.044957481e+00,3.236565727e+01,7.158616186e+01,1.582262366e+01,5.318176835e+01,9.263809023e+01,7.582617749e+01,6.146492204e+00,5.410343314e+01,9.441689517e+01,3.310700478e+01,2.595533714e+01,3.666513521e+01,1.536653296e+01,1.699849042e+01,5.767591407e+01,2.637813731e+01,3.887607242e+01,5.435223596e+00,2.439060681e+01,7.730959397e+01,7.584247164e+01,4.372062270e+01,6.448311215e+01,8.464414521e+01,7.542702797e+00,4.627799964e+01,4.199925077e+01,4.568181295e+00,8.102310563e+01,3.909368151e+00,1.207344516e+01,1.273425913e+01,7.182951223e+01,9.959572281e+01,8.848272151e+01,4.793755289e+01,2.725815803e+01,6.578056252e+01,4.926670165e+01,3.108169933e+00,5.349961312e+00,5.706069794e+01,2.906679560e+01,9.079260155e+01,8.967688309e+01,7.853378133e+01,4.060345628e+01,1.902679411e+01,4.816638519e+01,5.220623515e+00,2.786837642e-01,6.698337603e+01,8.162868230e+01,6.089023401e+01,9.945042795e+00,3.141226350e+01,4.576962540e+01,2.791098688e+01,7.843967381e+00,8.093418517e+01,4.458109940e+01,4.198039928e+01,4.302721584e+00,3.212086454e+01,8.611834503e+01,1.896129435e+01,2.352826706e+01,2.466180749e+00,5.054531383e+01,5.378169904e+01,7.882545021e+01,3.724571953e+01
2.203885716e+01,3.541877135e+01,8.159593726e+00,5.800661473e+01,5.923373478e+01,9.526754852e+01,6.532275215e+01,2.742123262e+01,8.587926198e+01,4.992349045e+01,7.681934214e+01,9.315205517e+01,9.152474083e+01,7.447599515e+01,4.592504659e+01,4.855128506e+01,4.340711197e+01,9.133746054e+01,1.454982663e+01,3.062381192e+01,8.069381517e+01,1.753846957e+01,8.800678315e+01,2.796019503e+01,5.859616742e+01,2.034221260e+01,5.967778378e+01,1.628110970e+01,6.365077956e+01,6.261600639e+01,1.410852589e+01,3.930530238e+01,7.703639370e+01,9.237687365e+01,2.964274581e+01,1.189768498e+01,4.225748911e+01,3.635659527e+01,9.849864548e+01,6.816581297e+01,9.666792517e+01,7.003327116e+00,3.053022256e-01,2.238428453e+01,8.922114142e+01,8.531982796e+01,6.941942550e+01,9.248134728e+01,2.478063746e+01,6.341220300e+01,3.341722469e+01,7.306140082e+01,8.222057300e+01,5.767222028e+01,8.012089139e+01,7.572661181e+00,6.501588581e+01,2.381347758e+01,9.398236827e+01,4.032335974e+01,4.796736532e+01,5.955957224e+01,6.663265193e+01,2.409001704e+01,9.883963502e+01,1.449980556e+01,2.967872021e+01,3.637629183e+01,1.577563907e+01,2.486369252e+01,2.838409909e+01,1.289775440e+01,2.281158739e+01,5.439744556e+01,2.838384852e+01,5.104847728e+00,3.385424015e+01,5.534317597e+01,3.681692155e+01,7.911044524e+01,9.657560980e+01,9.791843506e+01
8.566934798e+01,2.598432717e+01,8.799292636e+01,6.700569137e+01,5.836996788e+01,8.097297930e+01,8.480230964e-01,4.623130415e+01,6.986986407e+01,5.872243722e+01,1.455938808e+01,5.439272990e+01,6.218091193e+01,1.919924662e+01,5.042542723e+01,1.684888612e+01,2.300399959e+00,5.110596361e+01,6.121373223e+01,2.362351563e+01,5.932916634e+01,6.146232844e+01,5.936238533e+01,1.353432893e+01,2.162690461e+01,7.408968346e+01,1.956612122e+01,2.432517959e+01,8.465187102e+01,8.305860677e+01,6.903961647e+01,2.110216588e+01,2.943083051e+00,3.258141964e+01,6.450280179e+01,3.744365855e+01,2.377473266e+01,9.864542976e+01,9.683523337e+01,3.661388449e+01,4.500587517e+01,4.400116782e+00,2.572609602e+01,8.946554030e+01,4.915260534e+01,6.163581240e+01,9.380021510e+01,4.698751414e+01,6.209893954e+01,2.729561738e-01,4.709478409e+01,7.152699739e+01,7.980624202e+01,7.559800718e+01,5.840452870e-01,5.956009628e+01,8.710128988e+01,2.121641410e+01,4.964725127e+01,4.645086557e+01,2.430719632e+01,2.583132203e+01,2.055400343e+01,4.405737072e+00,9.811953341e+01,9.211092162e+01,7.027085512e+01,2.751074430e+01,9.647537970e+01,6.942948075e+01,8.520503168e+01,2.270485525e+01,2.869133448e+01,4.549869231e+01,6.817401571e+01,2.193017172e+01,4.417720630e+01,5.522979319e+01,6.737362817e+01,1.191632605e+00,8.369209120e+01,9.714410043e+01
9.149718313e-01,1.057683802e+01,6.301335338e+00,7.090248479e+01,8.555389159e+01,8.467723531e+01,8.789157030e+01,1.683680533e+01,9.694683695e+01,9.704733388e+01,1.226914322e+01,8.346229060e+01,8.213036510e+01,2.010386963e+00,5.347157001e+01,4.978155215e+01,4.618570915e+01,6.806683416e+01,5.018392671e+01,3.649254047e+01,1.332390409e+01,9.633276518e+01,4.395424290e+01,5.447107294e+01,4.205635607e+01,7.881463370e+01,6.533716632e+01,3.252205934e+01,6.655903179e+01,1.528173705e+01,2.131563370e+01,8.600650903e+01,6.375642518e+01,9.133654334e+01,5.187424581e+01,8.903469083e+01,2.899342891e+01,3.123033878e+01,4.106679835e+00,7.162604353e+01,8.969734420e+01,7.906813825e+01,5.109810397e+01,1.036346854e+01,2.543009640e+01,6.743558417e+01,8.701090008e+01,5.965604540e+01,2.089470015e+00,5.948696103e+01,9.682950527e+01,2.880032575e+00,5.477232436e+01,9.935572353e+01,2.588528391e+01,5.062924610e+01,8.300187893e-02,4.036748785e+01,7.514264839e+01,1.778380787e+01,4.465777736e+01,2.106895902e+01,5.404064774e+01,7.938900054e+01,5.474297606e+01,8.758750423e+01,6.177851937e+00,3.759023349e+01,6.991280013e+01,2.787035142e+01,5.484539874e+00,1.553025833e+01,5.072689569e+01,3.355500640e+01,3.617665246e+01,9.946654709e+01,5.629845010e+01,4.980354970e+01,4.864575592e+01,6.655325012e+01,2.058707876e+01,3.049763230e+01
6.899724899e+01,1.222630007e+01,7.320629795e+01,3.102175882e+01,3.957261110e+01,4.487072769e+01,1.097169163e+01,4.461853568e+01,3.010976544e+01,7.596387467e+01,2.213045228e+01,3.479189403e+01,9.508025693e+01,5.459047970e+01,5.981407000e+01,4.504200026e+01,8.098195158e+01,9.847896497e+01,3.811841647e+01,2.746327337e+01,7.428375367e+01,4.994387419e+01,9.983334440e+01,5.830618701e+01,8.868680442e+01,1.473625376e+01,1.851639825e+01,3.197554182e+01,3.718436857e+01,2.839111237e+01,6.748036005e+01,7.661238526e+01,9.268939200e+01,6.546790680e+01,2.699695110e+01,3.529299519e+01,3.243046228e+01,2.102316563e+01,5.400670741e+01,5.731791856e+01,2.687980175e+01,2.130408757e+01,2.260414020e+01,2.748399608e+01,3.604156979e+01,5.014072193e+01,7.823804457e+01,3.004001374e+01,3.776958110e+01,6.652615652e+01,6.902070604e+01,6.709725740e+01,8.696898981e+01,3.824470199e+01,2.441297980e+01,7.594414712e+01,5.308216551e+01,5.101002135e+01,1.225778565e+01,3.652646371e+01,4.507227407e+01,8.714407786e+01,5.987517770e+01,5.814913968e+01,8.060365773e+01,8.463446889e+01,7.139696466e+01,2.149734357e+01,5.735694733e+01,9.871959927e+01,9.638752382e+01,2.252018080e+01,8.517724577e+01,5.113419492e+01,6.542113302e+01,6.943203052e+01,5.758618091e+01,1.672950937e+01,6.482467107e+00,2.714329129e+01,6.729281850e+01,2.191362949e+01
5.619366856e+01,4.317364225e+01,8.186859008e+01,7.326548674e+01,8.778477507e+01,4.133046251e+00,5.827753551e+01,9.871749379e+01,9.661348048e+01,5.729722545e+01,1.074735136e+01,2.224405938e+01,4.253777669e+01,6.624684451e+01,9.662873433e+01,8.204422991e+01,2.335731229e+01,7.813265557e+01,4.524901470e+01,4.925103116e+01,9.100702336e+01,5.038463645e+01,1.799112383e+01,7.339942135e+01,5.775273937e+01,1.800854051e+01,9.009373837e+00,4.765901399e+01,7.322994750e+01,7.927754399e+00,2.127298240e+01,7.072149118e+01,9.178521665e+00,2.184244246e+01,1.939356464e+01,3.602431973e+01,7.680684428e+00,6.133149624e+01,2.350547577e+01,9.640108179e+01,3.058430653e+01,7.344912449e+00,8.244315584e+01,8.679341724e+00,6.103591801e+01,1.737057173e+01,2.821656824e+01,4.267923446e+00,8.434759801e+00,1.007139716e+01,4.827509299e+01,8.766076850e+01,1.249882433e+01,9.540974846e+01,1.320952758e+01,3.064589244e+01,3.426961065e+01,3.607363353e+01,6.865644183e+01,4.500411560e+01,4.728472201e+01,1.506322535e+01,8.373110371e+01,7.273953747e+01,7.528498765e+01,5.121230818e+00,3.989537444e+01,9.517878070e+01,6.434253444e+01,3.184760585e+00,3.788679648e+00,6.151631544e+01,4.048815092e+01,3.868106371e+01,1.635115594e+01,2.929795366e+01,7.573720873e+01,2.325787743e+01,4.690516866e+01,5.076297274e+01,2.113467716e+01,3.850385189e+01
6.661767858e+01,4.394331832e+01,2.428816250e+01,1.296545832e+01,9.175424060e+01,3.257056800e+01,8.556544599e+01,1.297635999e+00,9.833900480e+01,1.516958900e+01,8.735040033e+01,9.032606758e+01,1.056906368e+01,8.889269375e+01,1.654483664e+01,9.626303295e+01,8.907268375e+01,7.388876258e+01,9.947530686e+01,9.279356233e+01,5.997260178e+01,8.410095983e+01,6.102120674e+01,6.752770088e+01,4.273983867e-01,4.439697266e+01,1.312929993e+01,6.099560153e+01,3.784660355e+01,5.516128013e+01,8.746901160e+01,8.533708993e-01,8.649908207e+01,7.747653687e+01,1.389176919e+01,7.330197677e+01,6.525412746e+01,6.119479468e+01,2.908941862e+01,7.324091467e+00,5.192636902e+01,8.832992486e+01,7.162435781e+01,2.801836272e+01,9.968393268e+01,9.296090308e+01,7.950477918e+01,9.524178906e+01,7.653661142e+01,5.454468501e+01,9.946261431e+01,5.668479635e+01,3.956793928e+01,7.575266250e+01,2.734262791e+01,8.149541735e+01,8.953432605e+01,6.131315195e+01,4.440606855e-01,7.724640052e+01,8.063852769e+01,6.386035818e+01,6.695500959e+01,8.156421278e+01,4.924909662e+01,9.664797433e+01,4.504440580e+01,3.961966674e+01,6.192265101e+01,1.211711064e+01,5.230803211e+01,5.000372903e+01,9.028505975e+01,3.097614024e+01,4.561367618e+01,4.280936770e+01,8.790258566e+01,8.464851181e+01,8.540228516e-01,7.554433000e+00,9.358167900e+00,9.144425433e+01
2.382903219e+01,1.306307067e+01,4.083437477e+01,7.360936706e+01,8.137037512e+01,2.299065255e+01,5.809131244e+01,5.149749886e+00,7.990866069e+01,8.118422026e+00,4.476793738e+01,6.563182203e+01,4.106486728e+00,8.857562627e+01,1.987865467e+01,8.696711305e+01,9.590211301e+01,5.060778441e+01,5.598816118e+01,3.002219888e+01,6.390184608e+01,8.044818128e+01,6.804546987e+01,9.079780324e+01,7.351527695e+01,8.991817092e+01,8.281703781e+00,7.915330789e+01,4.684076273e+01,3.740383653e+01,4.948385199e+01,4.656508175e+01,2.620748028e+01,9.539662839e+01,4.792104989e+01,8.446641727e+01,6.567026302e+01,2.009139991e+01,6.672185270e+01,4.123225426e+01,6.879132431e+01,2.306510701e+01,7.919881764e+01,7.369561776e+01,5.271262671e+01,2.943540013e+01,9.957517516e+00,9.126558041e+00,2.801597282e+01,2.809621757e+01,5.901894580e+01,1.896391906e+01,9.348092567e+01,8.964562042e+01,9.155676282e+01,3.868715759e+01,4.711150624e+01,9.078808674e+00,2.390189346e+01,5.110844221e+01,4.864189000e+01,9.206804447e+01,6.853102390e+01,3.940451776e+01,9.303764520e+01,1.460118998e+01,1.236421105e+01,2.345366037e+01,2.072774426e+01,4.855410014e+01,2.538036149e+01,6.606745744e+01,4.602312425e+01,1.866860836e+01,8.718681218e+01,9.997635352e+01,1.816295162e+01,8.593171101e+00,6.571835442e+00,5.252011843e+01,6.298978343e+01,3.061848470e+01
7.020407683e+01,4.254795099e+01,7.053418660e+01,5.903132030e+01,2.166576930e+01,1.792313357e+01,2.802670269e+01,2.338943582e+01,7.706833238e+01,1.893322242e+01,6.622656958e+01,9.734720256e-01,2.189640367e+01,7.809998261e+01,7.157671850e+01,6.000579513e+01,5.635327350e+00,8.214590202e+01,5.347338177e+01,8.766369934e+00,6.701959438e+00,5.977278098e+01,7.027373150e+01,3.168789951e+01,6.375559030e+01,8.366662987e+01,8.846193070e+01,8.616205076e-01,2.305242464e+01,8.062375231e+01,3.370425271e+01,1.355641631e+01,1.417106038e+01,8.347676091e+01,8.976192338e+01,6.935136510e+01,7.611154003e+01,8.167276261e+01,7.344301233e+00,7.786634023e+00,5.041761031e+01,8.481108592e+01,6.950809469e+01,1.508363031e+01,7.375803508e+01,9.205047389e+01,1.224803555e+01,8.912231690e+01,9.615534081e+01,1.344526597e+01,2.102391911e+01,7.571197381e+01,3.460691210e+01,2.126243280e+01,4.906868948e+01,8.653343705e-01,9.457253320e+01,1.892716135e+01,9.346215397e+01,9.122658710e+01,7.740460258e+01,5.945118281e+01,3.100346711e+01,8.607914262e+01,2.721995265e+01,7.926717835e+00,9.991897761e+01,7.393174467e+01,5.715916540e+01,5.440924008e+01,9.669469810e+01,7.714678448e+01,2.938667522e+01,7.917751012e+01,5.515100684e+01,6.932460281e+01,1.018828181e+01,2.622942225e+01,9.447176502e+01,2.362459065e+01,1.629643894e+01,5.567492624e+01
7.984874138e+01,5.615432669e+01,5.761998034e+01,7.814052157e+01,4.749721000e+01,7.672234173e+01,9.894647182e+01,6.576358721e+01,1.382018572e+00,7.986578914e+01,9.649957543e+01,2.502842006e+01,3.789621146e+01,4.842289133e+01,7.900988144e+01,2.606555711e+01,7.226288063e+01,8.542281948e+01,9.600117303e+01,3.687856336e+01,9.634515412e+01,5.830042399e+01,4.536382050e+01,8.078988309e+00,4.751667347e+01,9.804330627e+01,2.361863981e+01,3.508462161e+01,6.125371330e+01,3.456137594e+00,4.465201044e+01,4.437298324e+01,9.528070446e+01,2.690175929e+01,1.190575328e+00,9.520668723e+01,9.382244642e+01,7.184594266e+01,8.978808156e+01,2.428425753e+01,8.519376774e+01,7.006883940e+01,9.306960180e+01,6.459192848e+00,2.092946022e+01,5.595677836e+01,8.869829204e+01,5.365769665e+01,4.023580597e+01,6.197726607e+01,5.760337976e+01,2.042536249e+01,1.363242408e+01,4.916996614e+01,3.461420589e+01,9.399731222e+01,5.386788378e+01,4.734862974e+01,5.031635919e+01,9.818847480e+01,6.957778123e+01,3.503271503e+01,1.911891893e+00,9.401643133e+01,3.522420605e+00,3.359454036e+01,8.542256924e+01,3.979777050e+01,7.693081171e+01,8.637572520e+01,1.832162863e+01,2.425552395e+01,4.623269597e+01,7.798110548e+01,7.762857069e+01,6.864146825e+01,9.209079019e+01,9.313737296e+01,1.338736225e+01,7.852607484e+01,5.589092344e+00,2.856638835e+01
9.670962389e+01,9.474840989e+01,5.271626845e+01,9.151595442e+01,9.935601510e+01,4.351025916e+01,7.080355954e+00,6.392643679e+01,7.329892031e+01,3.121395300e+01,7.538159832e+01,1.906384698e+01,2.663749611e+01,2.572288272e+01,2.319296290e+01,9.594350344e+01,6.344831719e+01,3.145921568e+01,5.110097174e+01,3.197445219e+01,2.487240428e+01,6.270822780e+01,3.612745922e+01,8.230226487e+01,4.630996905e+01,7.202066207e+00,5.164076739e+01,8.168295096e+01,1.755712081e+01,6.041586762e+01,5.373983443e+01,3.785639351e+01,4.549767042e+01,6.991460951e+01,2.089692453e+01,8.969047610e+01,3.569470041e+01,5.299751283e+01,5.544928926e+01,5.404737726e+01,4.273661194e+01,3.909696092e+01,7.799786570e+01,9.997050496e+01,3.774064403e+00,9.046766550e+01,8.509864249e+01,6.962518947e+01,3.026367148e+01,5.849454821e+01,8.639600839e+01,4.618469213e+01,8.263482406e+01,6.491491857e+01,6.849344474e+01,6.092029734e+01,6.863453520e+00,7.481617792e+01,9.469436488e+01,6.341285264e+01,1.559238279e+01,3.853212448e+01,3.079881452e+01,6.061357929e+01,4.548999796e+01,8.429661577e+01,3.293023545e+01,6.589290152e+01,9.861454861e+01,1.065003469e+01,6.129173421e+01,7.841357713e+01,6.670739456e+00,7.385342134e+01,2.885672176e+01,9.290953308e+01,5.078507680e+01,2.000387107e+01,1.236438754e-01,8.022023651e+01,6.139355744e+01,6.767342073e+01
4.880177126e+01,8.485832612e+01,1.704503259e+01,3.789298218e+01,8.311678190e+00,3.876168354e+01,6.070987537e+01,6.200252470e+00,6.171896585e+01,6.406233760e+01,7.599637659e+01,5.979772686e+01,6.581461228e+01,7.632516094e+01,2.765865540e+01,9.504215534e+01,7.980756861e+01,6.636064853e+01,1.193462493e-01,2.785661776e-01,2.422748325e+01,9.628809558e+01,4.692448907e+01,7.247309660e+01,6.047962252e+01,9.696322463e+01,5.987564197e+01,6.434427663e+01,9.910115414e+01,1.649774415e+01,4.455587723e+01,8.529926303e+01,3.333113771e+01,8.892389472e+01,5.549711328e+01,2.412737691e+01,9.922608898e+01,6.508670748e+01,5.812840095e+01,7.981034803e+01,5.620753950e+01,7.997852152e+01,3.916066469e+01,4.369804840e+01,5.476496510e+01,8.477318884e+01,1.400994075e+01,7.289367953e+01,9.071386401e+01,1.204354439e+00,1.045739282e+01,2.220441489e+01,1.371527860e+01,5.248829976e+00,1.663889605e+01,9.447594285e+01,5.986534030e+01,9.410017432e+01,1.238257286e+01,6.840050776e+01,2.028242738e+00,1.020671619e+01,8.915329602e+01,3.336733014e+01,8.384941888e+01,8.695513177e+01,5.522739966e+01,2.108579275e+01,4.938141783e+01,5.974365091e+01,4.509480648e+01,2.497577667e+01,8.416591684e+01,4.100801911e+01,6.770135756e+01,4.719142672e+01,5.134534263e+01,7.647203895e+01,9.170066877e+01,6.130438135e+01,5.496055758e+01,4.005466031e+01
7.966479337e+01,7.188520261e+01,4.747355473e+01,3.347787527e+01,3.297804735e+01,3.767063881e+01,1.986271303e+01,6.608675587e+01,9.269727747e+01,2.611527659e+01,2.937112937e+01,5.430673163e+00,8.406125299e+01,1.062605272e+00,1.718383884e+01,2.748105538e+01,7.305897615e+01,2.747152706e+01,4.250038755e+01,8.014900447e+01,8.408382356e+01,6.603395963e+01,4.426287510e+01,2.010777332e+01,7.406293524e+01,7.480114496e+01,4.650993401e+01,7.215155386e+01,1.057718860e+01,9.381220575e+01,1.982266992e+01,5.831171504e+01,3.755491945e+01,1.897378744e+01,7.188715000e+01,6.987874374e+00,8.710493642e+01,6.763610934e+01,1.368753853e+01,7.722487399e+01,6.209085899e+01,5.811536814e+01,2.998156437e+01,3.613309065e+01,5.732233633e+01,4.619178021e+01,7.147860098e+00,1.806983719e+01,8.911428426e+01,1.120354188e+01,1.734472155e+01,3.054579494e+01,8.006545797e+01,4.568650864e+01,8.142816134e+01,2.849293023e+01,7.475974364e-01,2.812630721e+01,3.506111091e+01,3.344043886e+01,2.103590033e+01,8.787288966e+01,7.808512715e+01,4.567644766e+01,7.196866651e+01,3.558885639e+01,6.867635478e+01,9.033561464e+01,1.851004215e+01,2.620460689e+01,4.261340730e+01,9.578053761e+01,3.284429935e+01,4.944839644e-01,6.668830738e+01,3.422477545e+01,2.934254847e+01,7.562850018e+01,6.104531424e-01,2.449958989e+01,7.705630621e+01,7.800587627e+01
9.285202487e+01,1.414543561e+01,8.527795033e+01,4.656681119e+01,2.619937534e+01,8.539517825e+01,3.908384213e+01,9.902398565e+01,4.498894445e+01,8.861435821e+01,8.243766036e+01,3.868869660e+01,6.832621610e+01,9.075748628e+01,7.052377053e+01,8.252800180e+01,4.279517812e+01,6.530049793e+00,5.239076473e+01,7.522112341e+01,1.143896413e+01,9.775124172e+01,7.472881587e+01,2.431901052e+01,5.998595070e+01,8.497220276e+01,7.973270501e+00,1.300283645e+01,5.228876445e+01,6.689228580e+01,5.945210913e+01,2.365706302e+01,9.115117538e+01,8.450748846e+01,8.509090669e+00,8.315542528e+01,5.200318475e+01,7.018972161e+01,7.171529478e+00,3.946817272e+01,8.933487303e+01,5.263981913e+01,9.916230936e+00,4.646441327e+01,1.866351324e+01,9.603817028e+01,4.534521362e+01,3.758815088e+01,7.826798389e+01,5.008962160e+01,4.696276939e+00,6.880587405e+01,3.191954449e+01,8.734545958e+01,5.471374636e+01,2.270982495e+01,9.538315986e+01,7.562943814e+01,8.288953173e+01,6.512829344e+01,5.411411014e+01,7.767887477e+01,5.420190802e+01,7.410818219e+01,3.706797408e+01,1.821285474e+01,9.405133173e+01,2.584559841e+01,6.260446763e+01,8.562626636e+01,3.478053052e+01,7.136394374e-01,6.079368860e+01,3.380895277e+01,2.848879121e+01,2.333315151e+01,5.151883520e+01,2.524322892e+01,4.872225530e+01,9.825705029e+01,9.412477919e+01,3.701536813e+01
6.191263207e+01,7.871309285e+01,2.920198951e+01,4.006504778e+01,8.080069436e+01,4.556334564e+01,6.422071691e+01,1.845865463e+01,3.467616994e+01,1.141843860e+01,8.769950616e-01,6.381539874e+01,4.506296721e+01,1.989665366e+01,9.972225948e+01,2.298528656e+01,9.719889286e+00,1.238626034e+01,3.795140078e+01,1.676167864e+01,2.186799940e+01,5.076388070e+01,8.714306639e+01,2.145296540e+01,4.437854557e+01,9.078787745e+01,5.068674263e+01,4.194187172e+01,6.337578362e+01,2.858975153e+01,9.465711686e+00,7.744986467e+01,2.566257665e+01,2.013388837e+01,8.413212102e+01,7.167723967e-01,1.064275168e+01,9.246559074e+01,2.065988748e+01,9.408159970e+00,6.933910888e+01,5.399220522e+01,3.646797241e+01,3.504100114e+01,3.089837230e+01,8.516298637e+01,3.535774148e+01,8.680859810e+01,4.279753439e+01,4.499324357e+01,5.131780542e+01,3.257929587e+01,5.793055980e+01,7.396443058e+01,6.129330473e+01,6.634343703e+01,4.917555276e+01,8.253984944e+01,1.606703339e+00,4.049606553e+00,3.566415144e+01,7.697549551e+01,7.684177994e+01,7.427249311e+01,7.945007699e+01,5.978980233e+01,2.597714354e+01,2.279763534e+01,2.605541670e+01,2.367167887e+00,6.583024692e-02,4.863482766e+01,1.428976939e+01,8.700207541e+01,4.129630652e+01,6.133215268e+01,4.622158681e+01,8.535609691e+01,1.925398198e+01,3.797294037e+01,4.545831319e+00,3.387197247e+01
5.503016953e+01,2.665166907e+01,1.736661856e+01,2.395222961e+01,9.988122097e+01,7.918824527e+01,6.262672579e+01,1.242156732e+01,9.441458554e+01,9.991856434e+01,1.166818666e+01,8.642243430e+01,9.934688155e+01,4.297150849e+01,4.021429217e+01,2.903748145e+01,5.074097693e+01,8.260070321e+00,8.567340057e+01,4.325866322e+01,7.873981036e+01,4.177823186e+01,1.117211939e+01,7.075948801e+01,1.128451888e+01,8.952260170e+01,2.900935596e+01,4.625705735e+01,1.993789736e+01,9.115627377e+00,4.506557148e+01,9.451114891e+01,4.387982016e+01,3.116925698e+01,5.475320263e+00,8.973042760e+01,3.689957297e+00,7.647585984e+00,6.240002723e+01,1.044320349e+01,1.910535319e+01,6.739569541e+01,8.660392437e+00,7.347592452e+01,4.699742396e+01,4.442878543e+01,1.680302413e+01,8.530006413e+01,7.444570190e+01,5.348171716e+01,4.762842789e+01,9.156087451e+01,5.453284358e+01,3.915273496e+01,8.565492950e+01,4.115686490e+01,2.543851481e+01,2.222764073e+01,9.292367304e+01,1.784283093e+01,5.333467524e+01,6.357591899e+01,5.065098266e+01,5.155898253e+01,9.522860783e+01,7.511638258e+01,5.586978624e+01,3.074101092e+01,7.906210420e+01,6.317251537e+01,9.655417357e+01,7.925480300e+01,1.525349320e+00,5.974117245e+01,5.866291822e+01,4.257601819e+01,6.443780039e+01,1.255806446e+01,8.753182143e+01,9.605038992e+00,1.727565133e+01,1.454775415e+01
