v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21
6.761358511e+01,7.665348313e+01,7.297316619e+01,8.110015800e+01,2.933666110e+01,4.509118034e+01,1.608734951e+00,2.372611340e+01,2.876680859e+01,9.770317770e+01,8.361118045e+01,5.016489271e+01,1.940942861e+01,5.645006448e+01,2.498657033e+01,8.536102225e+01,2.305330301e+01,9.067325979e+01,6.513482374e+01,8.799333698e+01,3.917602386e+01
9.742139001e+01,5.269929874e+01,6.165937212e+01,6.044535414e+01,1.101005561e+01,1.275103116e+01,6.966075911e+01,7.746130527e+00,6.301349613e+01,8.371692566e+01,4.879069611e+01,9.412998359e+01,7.545703602e+01,6.849170413e+01,4.264464417e+01,4.421916573e+01,1.554417132e+01,4.588596526e+01,2.446999975e+01,3.200940213e+01,4.817258478e+01
6.255809081e+01,8.339046238e+01,2.174259818e+01,8.435546245e+00,3.624872132e+01,9.325418428e+01,7.583319531e+01,4.006492500e+01,2.398708640e+00,9.113204714e+01,6.812794717e+01,9.245604229e+01,6.556703460e+01,9.954970852e+01,3.047148560e+01,2.510123989e+00,1.724296549e+00,3.571892211e+01,7.233651253e+01,9.869275301e+01,5.379550733e+01
3.904694690e+01,8.130083595e+00,2.193090317e+01,6.939786149e+01,6.235817368e+01,5.133484275e+01,1.561165321e+01,5.524209027e+01,7.909125981e+01,1.802741830e+01,1.983386228e+01,6.563182203e+01,6.593416845e+01,8.474212149e+01,6.846801131e+01,5.229327653e+01,9.063715587e+01,4.064714503e+01,4.144701873e+01,1.375779026e+00,1.824782717e+01
3.335619027e+01,3.641128952e+01,7.850414326e+01,4.137596193e-01,7.820458098e+01,1.943109483e+01,7.423179415e+00,2.599092473e+01,1.108258994e+01,3.663015065e+01,9.261345015e+01,4.969531967e+01,8.836110644e+01,8.162832403e+01,5.649493477e+01,2.362304150e+01,4.368836348e+01,5.170531767e+01,3.925846391e+01,5.665554853e+01,7.910713225e+01
8.683224839e+01,5.509173708e+00,2.585350847e+00,8.458247577e+01,6.928831921e+01,8.855134665e+01,8.440095749e+01,8.439293893e+01,2.711652172e+01,4.942204967e+01,1.943484464e+01,5.822190338e+01,5.334149987e+01,6.004025656e+01,6.926205099e+01,6.251874330e+01,9.993327665e+01,8.035883597e+01,1.465276192e+01,1.429035516e+01,5.762847928e+01
5.280901510e+01,7.647958226e+01,1.653669251e+01,6.991313469e+01,8.023301705e+01,9.927447240e+01,6.523049926e+01,2.567191419e+01,1.270342851e+01,1.497282530e+01,5.016427486e+01,9.660936082e+01,5.577281466e+01,1.674746232e+01,2.014841827e+01,1.260959109e+01,1.362912680e+01,1.410121416e+01,7.748811283e+01,6.050771957e+01,7.747880997e+00
1.970385198e+01,7.985668445e+01,4.648966459e+01,7.151809448e+01,8.928640468e+01,5.585730659e+01,3.166925674e+01,7.347160977e+01,6.430595674e+01,9.295291513e+01,9.377950628e+00,4.543782447e+01,8.994357314e+01,4.221646391e+01,1.471391822e+01,3.833556529e+01,8.646972276e+01,9.804108272e+01,5.137576596e+01,5.834635735e+01,4.842744367e+01
8.790957818e+01,2.613413837e+01,8.000797937e+01,4.797807113e+01,4.253974205e+01,2.849625239e+01,6.253819944e+01,8.063453786e+01,8.655443135e+01,8.575560501e+01,1.992864517e+01,2.197541813e+01,9.907989616e+01,3.179942964e+01,9.981414925e+01,4.108107929e+01,3.791985724e+01,7.538905828e+01,1.869560832e+00,7.448698591e+01,9.479705802e+01
7.861922928e+00,7.145679804e+01,5.784098239e+01,2.767932402e+01,5.841692241e+00,6.664798992e+01,9.654040116e+00,6.453067580e+01,9.042382313e+01,5.838519505e+01,9.617535367e+01,8.513358586e+01,9.262419990e+01,7.510186384e+01,2.186913154e+00,5.249910568e+01,9.437147428e+01,4.505721092e+01,6.750961694e+01,2.440523925e+01,7.211708438e+00
1.742932273e+00,6.919848996e+01,5.135444662e+01,2.422456016e+00,6.690866669e+01,7.529357050e+01,1.614416307e+01,4.431927539e+01,7.351062419e+01,6.092815378e+00,4.185704558e+01,5.319189121e+01,2.586154755e+00,4.630187612e+01,8.092852133e+01,2.910052549e+01,7.305897615e+01,2.865686649e-02,1.021687727e+01,3.887140390e+01,6.876404568e+01
7.787115387e+01,7.770029583e+01,5.502834633e+01,9.469635706e+01,8.742177348e+01,8.912421935e+01,9.906113089e+01,1.302615367e+01,5.636171237e+01,5.147520582e+01,7.196464191e+01,7.811083085e+01,5.342350192e+01,6.516785272e+00,4.525322747e+01,8.182236001e+01,9.719889286e+00,3.414159090e+01,5.535347937e+01,5.328001148e+01,2.086934814e+01
5.159278024e+01,3.907815226e+01,9.044766572e+01,2.234820602e+00,2.927402264e+01,2.811922421e+01,3.610878411e+01,4.814949858e+01,1.717672786e+01,9.034982656e+01,2.325709255e+01,6.885528354e+01,5.109752545e+01,6.340729444e+00,8.789059661e+01,7.301387444e+01,5.902482215e+00,7.659732681e+01,5.515537388e+01,5.488228199e+01,2.163398010e+01
1.000055962e+01,6.454268920e+01,6.099718577e+01,6.911146756e+01,4.775138898e+01,5.016380319e+01,1.282283431e+01,9.260903438e+01,5.384447116e+01,1.196733365e+01,2.273910712e+01,5.147707439e+01,3.142029321e+01,1.024056799e+01,2.792887088e+01,8.524388869e+01,1.886087344e+01,5.110596361e+01,7.611355517e+01,3.940115839e+01,8.387081475e+01
4.220393901e+01,7.129247115e+01,3.059422950e+01,7.639388195e+01,8.700838545e+01,3.692848216e+00,1.200882183e+01,2.926870277e+01,1.265415431e+00,6.916657765e+01,4.480331386e+01,4.571737448e+01,9.224411494e+01,1.560186997e+01,2.765865540e+01,9.749310120e+01,9.079381193e+01,8.880001417e+01,3.910723643e+01,9.898999482e+01,1.107292943e+01
4.055098638e+01,9.570086540e+01,6.907196747e+01,4.937776069e+01,6.058749016e+01,5.098285129e+00,4.334271141e+01,1.586779238e+01,8.626196153e+01,3.820882638e+00,3.268499802e+01,9.772620879e+01,8.037993130e+01,1.062605272e+00,9.655978851e+01,3.763345651e+01,9.205597072e+01,1.480442609e+01,7.100738837e+01,1.235224261e+01,4.579705386e+01
6.646137406e+01,6.103649493e+01,8.841684019e+01,5.989679910e+01,8.834747182e+01,1.032663746e+01,1.107210724e+01,7.165621455e+01,8.369750530e+01,5.019036471e+01,4.571850448e+01,3.831677524e+01,1.769163048e+01,9.166824241e+00,8.746506044e+01,2.490041444e+01,3.177869544e+01,8.321867901e+01,5.376411617e+01,9.089063315e+01,3.766481164e+00
7.449190706e+01,8.072529159e+01,6.951493713e+01,2.191116212e+00,1.140797190e+01,9.906161523e+01,2.638952850e+01,2.652631952e+01,4.629436486e+00,2.187360193e+01,5.402749993e+00,9.763809641e+01,2.456727010e+01,3.654215637e+01,5.181227957e+01,6.242629913e+01,3.296399675e+01,4.258789237e+01,1.791816443e+01,2.466639642e+01,9.152627860e+01
7.329664206e+01,4.386965307e+01,5.696296304e+01,8.400163752e+01,6.809541913e+01,8.866774726e+01,2.083443225e+01,7.385074607e+01,1.501172706e+01,3.222928110e+01,2.891438585e+01,8.418829728e+01,8.340147024e+01,9.369449012e+01,1.326804012e+01,2.310868847e+01,8.931855497e+01,9.920339349e+01,6.051251915e+01,7.799404190e+01,7.856947275e+01
2.326238069e+00,5.114797528e+01,8.808339702e+01,8.863448357e+01,1.206539488e+01,7.483864638e+01,1.515783273e+01,6.879706022e+01,8.020000377e+01,8.919918782e+01,6.583599577e+01,1.536743171e+01,2.568874718e+01,1.631310409e+01,9.756487107e+01,6.757457782e+01,4.669339621e+01,1.609768916e+01,8.258737600e+01,2.212412430e+01,8.300918316e+01
1.683132725e+01,4.763331863e+01,2.382477333e+01,9.102495003e+01,9.148245452e+01,9.652639362e+01,7.927227303e+00,2.233218016e+01,5.421382718e+01,7.800538416e+01,9.731092243e+01,1.452363504e+01,9.457817594e+01,1.693692729e+01,5.612212964e+01,9.229341590e+00,3.891019147e+01,9.113708726e+01,7.786674949e+01,7.694944141e+01,3.597390809e+01
4.577313808e+01,4.517066095e+01,6.482435026e+01,6.885895359e+01,6.243239906e+01,5.360496243e+01,1.111574067e+00,9.015656227e+01,2.227073453e+00,5.568061681e+01,4.809526107e+01,3.177793688e+01,6.221906379e+01,9.745585879e+01,3.674947173e+01,5.790397698e+01,6.054976303e+01,7.481327883e+01,1.545787324e+01,6.293323502e+01,5.356160170e+00
4.367142803e+01,3.795016271e+00,1.100380812e+01,3.568810555e+00,8.733966747e+00,5.406340472e+01,5.344160927e+01,1.715411036e-01,5.068446840e+01,2.129991072e+01,8.769950616e-01,5.914130577e+01,3.131693910e+01,2.438633505e+01,2.537530670e+01,1.505949249e+01,8.237454374e+01,8.408388953e+01,5.106844007e+01,9.829147073e+01,3.468286039e+01
3.018306656e+01,1.490198709e+01,9.318679803e+01,4.010901650e+01,4.679541465e+01,8.844172392e+01,3.566057739e+01,1.964897913e+01,7.714632664e+01,9.678064925e+01,3.681569746e+01,3.582919125e+01,3.301780475e+01,2.269238815e+01,4.167980813e+01,1.279355108e+01,7.575557162e+01,7.040532689e+01,7.465685751e+01,1.352521799e+01,1.514136499e+01
6.232018405e+01,9.554715165e+01,2.091508080e+01,8.396535031e+01,1.183642497e+01,3.737379110e+01,3.537439494e+01,1.071220938e+01,4.555957646e+01,2.053141618e+01,2.972138007e+01,3.400201186e+00,7.910803607e+01,9.751014092e+00,2.094798475e+01,6.218286615e+01,1.797536493e+01,8.781456181e+01,7.214309492e+01,7.333247454e+00,3.224443155e+00
8.139500338e+01,6.633615347e+01,7.925016854e+01,7.825757234e+01,3.814612889e+01,9.699474197e+01,9.866926923e+01,6.362994039e+01,8.929755166e+01,2.046769859e+01,4.716432207e+01,5.322894370e+01,8.852516469e+01,4.420201819e+01,6.143704196e+01,4.176469900e+01,3.689099957e+01,6.236042446e+01,8.940375526e+01,2.990433359e+01,5.848165204e+01
5.393906259e+01,1.131074950e+01,9.153760996e+01,6.390187586e+01,8.343149439e+01,9.588815555e+01,1.898031272e+01,6.698392956e+01,7.312477250e+01,2.261329061e+01,6.989399239e+01,3.753523337e+01,2.693535927e+00,5.293675066e+01,1.654483664e+01,2.208873357e+01,4.941914149e+01,9.916370147e+01,8.816296732e+01,5.067093542e+01,2.964991425e+01
6.804014496e+01,8.993944375e+01,1.183383704e+00,5.013345003e+01,3.957261110e+01,5.341592003e+01,8.900107556e+00,1.378992892e+01,8.710203988e+01,5.731851880e+00,1.110134963e+01,3.926453620e+01,4.789849646e+01,5.632801104e+01,2.770529049e+01,9.730466685e+01,9.496032787e+01,4.901722751e+01,2.977610180e+01,4.883395895e+01,4.756036854e+01
3.533517327e+01,6.894438512e+01,6.445292518e+01,3.275476730e+01,2.838567730e+01,9.758955907e+01,1.596457810e+01,1.379364761e+00,6.088482850e+01,9.179646608e+01,9.519069389e+01,8.007994746e+01,7.863175097e+01,1.265785238e+01,2.171066291e+01,7.860077520e+01,4.763625706e+01,3.708202289e+01,4.055859430e+01,6.947185994e+01,8.555026242e+01
1.139603135e+00,7.600263899e+01,9.065359561e+01,4.502866309e+01,1.017443999e+01,1.970258293e+01,7.598806572e+01,7.120288553e+01,5.584711377e+00,6.892664994e+01,7.445216084e+01,8.425247989e+01,4.072205609e+01,1.379962290e+01,2.802382577e+01,5.562120688e+01,5.645310615e+01,8.596581834e+01,1.654235286e+01,3.815765309e+01,8.330549795e+01
9.140511019e+01,6.587517877e+01,4.868188324e+01,5.224072632e+01,8.351455992e+01,2.593696110e+01,3.878877075e+01,4.060705916e+01,4.549352967e+01,1.967357024e+01,5.675829996e+01,9.589499172e+01,3.532924430e+01,2.725505032e-01,3.424358714e+01,2.069659838e+01,2.110751481e+01,9.172071684e+01,4.634481272e+01,1.096887805e+01,6.765275396e+01
2.364263279e+01,4.009319707e+01,8.146016541e+01,4.513312251e+01,7.702059473e+01,8.176914329e+01,1.525733612e+01,4.591616517e+01,1.364025316e+01,5.126491284e+01,1.392693540e+00,9.089141372e+01,4.880740128e+01,6.439035317e+01,3.559467713e+01,5.396476515e+01,6.990975347e+01,2.258529914e+01,2.613700801e+01,3.492914307e+01,9.578760079e+01
1.653519789e+01,1.126433989e+01,3.866089611e+01,6.954851638e+01,1.358803132e+01,6.081174613e+01,4.829361883e+01,4.927114496e+01,3.210277307e+01,8.780544891e+01,2.432902549e+01,8.334910579e+01,8.499715039e+01,6.674691122e+01,9.747744749e+01,1.199481494e+01,8.284507157e+01,2.009927356e+01,6.493544146e+01,5.577557532e+01,7.257839727e+01
1.386400658e+01,6.446410769e+01,7.018837719e+01,7.940940765e+00,6.523787248e+01,9.058342495e+01,9.257431800e+01,4.735897267e+00,6.395738885e+01,6.937972991e+00,9.014470485e+01,8.233121025e+00,9.815910519e+01,9.171351878e+01,9.978863514e+00,8.317692766e+01,5.382966516e+01,4.836994071e+01,6.358317449e+01,8.625157234e+01,6.334035926e+00
9.845607349e+01,6.572998694e+01,8.000714336e+00,3.220574285e+01,4.952828930e+01,8.481978316e+01,1.055553084e+00,7.393112467e+01,6.198224047e+01,5.614494952e+00,9.419524617e+00,4.643143912e+01,1.448969468e+01,3.649657181e+01,9.662873433e+01,7.733889730e+01,4.224208391e+01,8.481193766e+01,8.155780489e-01,7.831664524e+01,8.454121760e+01
2.922938286e+00,1.592740182e+01,2.274966856e+00,6.967259485e+01,6.040378070e+01,8.921076495e+01,3.076519627e+01,5.655196688e+01,5.523838986e+01,7.812590144e+01,3.077390228e+01,1.094795466e+01,9.480558471e+01,8.749427244e+01,2.377202670e+01,8.696711305e+01,7.809055215e+01,5.673997505e+01,9.493793154e+01,7.228684855e+01,3.339891768e+00
7.349779134e+01,5.208691236e+00,4.223460669e+01,3.928348722e+01,4.717655237e+00,2.129093171e+00,4.686484689e+01,4.025162003e+01,4.639334774e+01,6.743860776e+01,9.032013846e+01,5.250824998e+01,3.908581910e+01,3.238761005e+01,2.516991967e+01,1.147582776e+01,1.516340307e+01,4.101576973e+01,8.761432174e+01,1.062426304e+01,9.634515412e+01
9.778883694e+01,1.180174759e+01,3.971639408e+01,7.177791290e+01,7.338681805e+01,7.918824527e+01,6.515000540e+01,8.584993425e+01,7.422561786e+01,8.735253517e+01,4.245784889e+01,9.841413687e+01,2.131231719e+01,9.067911637e+01,9.220934948e+01,4.746027620e+01,6.386940270e+01,4.885864071e+01,4.216440222e+01,6.537651633e+01,7.477609935e+01
7.521280042e+01,1.640299619e+01,2.488169087e+01,7.417216677e+01,5.245834779e-01,4.670718333e+01,2.480498005e+01,6.098276312e+00,1.655257864e+01,9.768259340e+01,3.330551283e+01,5.995856990e+00,7.661705657e+01,9.628352324e+01,2.056187945e+01,7.914899461e+01,2.568274809e+01,7.354707117e+01,3.887699513e+01,8.707811475e+01,7.516109356e+01
4.303954859e+01,4.339043731e+01,7.337074396e+01,4.665872437e+01,5.471794511e+01,8.656292575e+01,1.963656516e+00,4.177520031e+01,8.394525364e+01,9.486169234e+01,6.161205831e+01,5.979772686e+01,7.819569078e+01,4.103124452e+01,9.952145674e+01,5.744059401e+01,5.684438366e+01,4.221833429e+01,4.125876257e+00,3.502571669e+01,6.104070585e+01
4.288002685e+00,6.365772242e+01,8.834186483e+01,1.328070113e+01,6.591696432e+01,2.927156514e+01,2.607437063e+01,4.380583113e+01,7.536740307e+01,3.974409486e+01,3.160114190e+01,6.647555189e+01,3.063374968e+01,1.832074491e+01,8.354663593e+01,2.783863915e+01,8.117136822e+00,3.910255438e+01,6.119786896e+01,3.931113880e+01,9.659632410e+01
6.717092662e+01,9.952203240e+01,4.091948027e+01,8.844576903e+01,6.600791044e+01,5.978448540e+01,1.402906383e+01,8.108185347e+01,5.350601171e+01,9.596346936e+01,2.831162876e+01,7.494896726e+01,5.311336881e+01,7.906461867e+00,2.071834230e+01,6.255029642e+00,6.304422279e+01,4.883082432e+00,9.348169593e+00,8.812903931e+01,2.344008114e+01
6.832234187e+01,5.809180625e+01,2.715706202e+01,5.434837474e+01,1.600321286e+01,8.241250556e+01,1.335512738e+00,6.066029889e-01,9.098932670e+01,5.515163151e+01,8.205816935e+00,7.581533646e+01,7.034816883e+01,5.711444849e+01,8.041100653e+01,4.312018248e+00,3.941398101e+01,7.978094912e+01,9.836909929e+01,4.037700226e+01,7.501667293e+01
9.336987250e+01,9.093705353e+01,2.064949986e+01,3.490758457e+01,7.069062759e+01,2.114091966e+01,6.994874551e+01,1.935557071e+01,8.495044230e+01,8.260437162e+01,1.819689645e+01,1.718288188e+01,6.070674805e+01,7.447599515e+01,6.441236961e+01,3.802174663e+01,4.193475377e+01,1.741913469e+01,7.999979612e+01,8.235821102e+01,4.115236641e+01
9.506936584e+01,4.914636608e+01,7.917792214e+01,7.156359175e+00,4.683004192e+01,3.504649422e+01,2.377950098e+01,9.290650086e+01,8.699540672e+01,6.253544542e+00,4.583477771e+01,6.273756517e+01,6.297964825e+01,6.991019817e+01,5.872697435e+00,9.905596948e+01,5.518340106e+01,9.133746054e+01,8.977307320e+01,9.904006820e+01,3.243875593e+01
8.508199665e+01,3.364242357e+01,1.420782370e+01,8.228206831e+01,3.041144954e+01,4.197038513e+01,9.826616756e-01,2.899586355e+01,6.844504598e+01,5.248319472e+00,8.559661657e+01,7.599884894e+01,8.487148765e+01,9.542497570e+01,1.676784578e+01,8.702529451e+01,5.558292746e-01,2.002023130e+00,1.082439151e+01,6.820778884e+01,3.047093017e+01
1.316818554e+01,2.983967352e+00,6.197369949e+01,3.876517282e+00,7.778637219e+01,1.654439303e+01,4.053571544e+01,5.064744617e+01,9.489619547e+01,5.597188815e+01,3.348544908e+01,7.996382031e+01,7.479426625e+01,1.525283406e+01,3.783676835e+01,4.033559818e+01,9.578782506e+01,8.970178756e+01,1.901972013e+01,4.411966423e+01,6.403613575e+01
7.643762654e+01,4.673170310e+01,3.195964618e+01,9.098205788e+01,6.918832552e+01,9.487942113e+01,6.810009256e+00,4.983692297e+01,6.850332306e+01,2.087994835e+01,1.330289041e+01,4.780669597e+01,6.709443766e+01,5.115344443e+01,9.534532408e+01,3.418917477e+01,7.653331317e+01,9.496343255e+01,8.432734020e+00,1.459041083e+01,8.943819003e+01
3.077106863e+01,6.872904029e+01,6.767310969e+01,5.546380466e+01,6.855556884e+01,3.517200569e+01,8.956581315e+01,6.656911458e+01,7.974134211e-01,5.980137204e+01,9.025467227e+01,2.575798867e+00,1.397848415e+01,2.756730378e+01,4.034972483e+01,5.714585913e+01,5.523878680e+01,3.310157305e+00,2.805203176e+01,7.875739810e+00,7.355913141e+01
1.425415025e+01,5.561230429e+01,1.382672905e+01,1.666848144e+01,1.062972904e+01,7.968407903e+01,2.098290148e+01,1.683680533e+01,8.179244187e+00,4.733879839e+01,3.156798649e+01,4.464754771e+01,4.672017898e+01,6.258376969e+01,3.607190095e+01,1.059607152e+01,8.596549747e+01,7.813265557e+01,6.841620225e+01,5.878459841e+01,2.627025721e+01
2.188044228e+01,4.114573472e+01,1.292190560e+01,9.538347161e+01,3.845433345e+01,4.299865237e+01,9.503656724e+01,3.059206142e+01,4.452955819e+01,1.941223947e+00,6.792978184e+01,1.803453088e+01,2.878980145e+01,6.943512341e+00,7.024595250e+01,2.725317490e+01,9.871964863e+01,2.665801595e+00,7.423201976e+01,7.533259260e+01,7.068407537e+01
7.914485525e+01,5.700653692e+01,8.265316131e+01,3.282263740e+01,8.405851175e+01,3.595916213e+01,7.789138812e+01,8.758632413e+01,5.230546160e+01,6.756621260e+01,8.223793488e+01,7.370403821e+01,2.501106534e+01,7.687520857e+01,3.207653192e+01,7.247113786e+01,4.156874887e+01,7.997843141e+01,9.488502551e+01,1.284475977e+01,1.026214867e+00
9.154446478e+01,6.674692313e+01,6.851191154e+01,4.849584221e+00,7.157769371e+01,5.518952228e+01,9.015567000e+01,5.078223900e+01,1.580627695e+01,5.257375854e+01,6.235246978e+01,3.169178348e+00,1.330978024e+01,6.873978291e+00,1.581339303e+01,5.096547764e+01,6.317014951e+01,8.371063201e+01,1.112392199e+01,8.148890883e+01,7.532823732e+01
2.141852097e+01,3.551386185e+01,5.397481039e+01,3.443963813e+01,8.665177178e+01,5.032994611e+01,3.839035511e+01,1.738276128e+00,4.158402628e+01,1.164695075e+01,4.684585268e+01,8.854462036e+01,5.900126005e+01,2.137043317e+01,9.050427570e+00,8.428836737e+01,6.854023846e+01,5.386316419e+01,2.108819110e+01,5.229887813e+01,9.421988256e+00
2.879560251e+01,9.899389442e+01,9.507828310e+01,5.609334145e+01,9.427457818e+01,7.587630958e+00,7.888862531e+01,6.105022795e+01,5.338892347e+01,7.189772348e+01,1.074735136e+01,1.795306844e+01,9.544163520e+01,6.785279273e+01,4.853577916e+01,7.876407565e+01,3.769929998e+01,5.746644754e+01,6.158152528e+01,8.844820770e+00,3.173544908e+01
1.225603702e+01,4.640504772e+01,3.063168814e+01,9.310884803e+01,6.292209145e+01,4.467298664e+01,7.488512055e+01,6.525456902e+01,5.118857975e+01,5.419916334e+01,4.391061880e+01,5.402578612e+01,6.566951643e+01,3.034866396e+01,5.314611660e+01,2.466207106e+01,4.059581836e+01,5.425242404e+01,6.584492864e+01,8.772320005e+01,9.096509928e+01
8.353468289e-01,8.315658042e+01,5.226535786e+01,8.692481168e+01,1.415282078e+01,4.589824981e+00,2.215662862e+01,7.450600527e+00,6.100607002e+01,1.381968373e+01,1.217104452e+01,5.621135143e+01,5.863934768e+01,5.957147363e+01,2.878613016e+01,4.641269857e+00,5.210158426e+01,1.106256771e+01,3.855689996e+01,6.835899725e+01,6.172856186e+01
4.241874156e+01,3.309906976e+01,1.754792147e+01,8.925360175e+01,8.080069436e+01,5.868803211e+01,9.953934335e+01,6.896753837e+01,2.432180346e+01,4.384064647e+01,2.946334800e+01,6.992371192e+01,5.743966728e+01,6.956550589e+01,8.485713741e+01,3.827708231e+01,8.499092181e+00,9.286684028e+01,1.439318167e+01,5.997929859e+01,7.842980598e+01
3.425985932e+01,1.177417286e+01,3.236836345e+01,7.717552805e+01,9.680163088e+01,7.350402375e+01,7.854906868e+00,7.471917519e+01,2.292301359e+01,2.096290004e+01,5.356869517e+01,3.016086920e+01,3.502226863e+01,6.442819820e+01,3.945299623e+01,9.003094960e+01,2.633044909e+01,1.518783090e+01,5.895228426e+01,9.335304868e+01,3.894660781e+00
6.342198207e+01,4.578663827e+01,1.498884718e+01,9.425403886e-01,8.285253891e+01,2.721880274e+01,3.883995273e+01,4.683893910e+01,2.951427771e+01,8.748094449e+01,9.913378190e+01,6.731207708e+01,9.758418230e+00,5.653517987e+00,3.619307876e+01,1.158106547e+00,9.557740779e+01,7.753708770e+00,9.244228970e+01,7.168887891e+01,2.363645425e+01
4.596339066e+01,5.665841672e+01,9.452092722e+01,9.282897592e+01,1.844071361e+01,7.308154305e+00,6.332573671e+01,6.837701257e+01,1.680041457e+01,5.647420603e+01,7.677409871e+00,3.308893951e+01,9.444062964e+01,2.344314095e+01,5.283500347e+00,3.072775344e+01,5.102166204e+01,4.177337641e+01,3.638391215e+01,6.377834825e+01,3.424891015e+01
7.382910723e+01,5.002602210e+01,1.845324653e+00,4.416003309e+01,8.571212927e+01,5.317617845e+01,7.297327230e+01,4.577184733e+01,2.372927406e+01,3.891614477e+01,8.765653746e+01,4.715749292e+01,2.463082033e+01,3.430567491e+00,6.618298924e+01,8.036325549e+01,1.450600660e+00,3.780528614e+01,9.433072986e+01,9.991786501e+01,3.865101036e+01
9.968978826e+01,2.022217252e+01,5.899509649e+00,3.082978360e+01,5.826887373e+01,8.555601829e+01,5.549404350e+01,6.689182540e+01,3.240559189e+01,5.584319389e+01,9.540651655e+01,6.657539492e+01,7.938296322e+01,4.759017562e+01,8.527802805e+01,4.625034924e+01,5.355810547e+01,4.435826498e+01,3.233828009e+01,6.213826310e+01,4.425858349e+00
7.896833254e-01,2.351173923e+01,6.185611024e+01,7.988836145e+01,5.692560766e+01,3.078654532e+01,4.536097433e+01,3.293711218e+01,7.226717136e+01,4.317738349e+01,4.660892091e+01,6.779255484e+01,1.406286016e+01,8.180436751e+01,1.076157228e+01,8.994457969e+01,3.019857736e+01,9.634552874e+01,6.706293017e+01,9.720314485e+00,8.854071321e+01
8.518204393e+00,3.720313261e+01,4.309810236e+01,3.174207474e+01,7.142167644e+01,5.089502397e+01,8.219587957e+01,7.663811190e+01,4.448586080e+01,3.217131771e+00,8.186827594e+01,4.912868364e+01,1.984899972e+01,4.888461108e+01,5.714326203e+01,1.735174551e+01,3.966646020e+01,8.228380664e+01,2.426053875e+01,3.163852879e+01,6.587839047e+01
7.588583276e+01,6.655021956e+00,5.233227169e+01,5.520412457e+01,3.436041406e+01,8.220067926e+01,4.397385003e+01,2.850714439e+01,4.464319474e+01,7.357034103e+01,6.470076571e+01,7.778259009e+01,7.329804774e+01,9.248336457e+01,4.209302703e+01,2.262594094e+01,8.702290459e+01,8.303909037e+01,4.077591695e+01,9.004776542e+01,4.934426199e+01
3.327046522e+01,5.759619644e-01,4.754327973e+01,2.138260787e+01,6.493517752e+01,2.879640904e+00,1.660887606e+01,7.315188401e+01,5.227742974e+01,8.161338423e+01,8.243766036e+01,4.755632067e+01,6.158529941e+01,2.920390765e+01,4.153513161e+01,7.367097578e+01,3.505443279e+01,9.504196147e+01,8.158753270e+01,3.175252244e+00,1.933237154e+00
7.772710606e+01,4.328319452e+01,8.677648068e+01,9.061331348e+01,2.780684721e+01,1.874140972e+01,5.692291425e+01,7.069552408e+01,9.846192757e+01,4.790744563e+01,1.527655324e+01,2.029518390e+01,4.127526156e+01,6.687755848e+01,1.286239680e+01,6.053918568e+01,7.600583115e+01,8.474628625e+01,8.451709447e+01,8.677246364e+01,9.079863569e+01
5.025062353e+01,1.584140986e+01,3.138029421e+00,5.560063236e+00,3.395152608e+01,4.412137934e+01,1.271327075e+01,2.624075985e+01,9.550475632e+01,4.487188193e+01,8.030711179e+01,3.997582740e+01,9.122720412e+01,1.226506321e+01,6.359108102e+01,7.815462564e+01,5.652844527e+01,5.560582001e+01,4.220107146e+01,8.429654393e+01,6.390184608e+01
6.816579507e+01,6.865699104e+01,4.121926275e+01,9.923716619e+01,5.663474387e+01,4.268364211e+01,8.514052377e+01,9.479297360e+01,4.899552109e+00,8.134009030e+01,5.620685259e+01,3.381911396e+01,7.066087013e+01,4.970987105e+01,6.073329854e+01,1.855177516e+01,3.250404525e+01,9.893476235e+01,3.278948734e+01,5.395626237e+01,8.408382356e+01
2.606542380e+01,3.053843178e+00,3.291171138e+00,3.823580382e+01,6.173595291e+01,2.539514720e+01,9.392363202e+01,5.089348463e+00,5.441828966e+01,7.008390885e+01,2.079614984e+01,7.489248234e+01,8.048923028e+01,6.086796647e+01,9.526919154e+01,8.098108511e+00,3.567668135e+01,5.764612732e+01,8.708920053e+01,2.406389568e+00,8.573360709e+01
9.099618950e+01,8.845998472e+01,7.127924995e+01,9.253706496e+01,9.299678651e+01,8.731814345e+01,6.260234895e-02,6.051050057e+01,9.870032057e+01,5.939234616e+01,1.351649060e+01,9.691071313e+01,3.183418687e+01,7.809998261e+01,6.588406387e+01,6.670424443e+01,4.860371049e+01,5.583039757e+01,9.088103184e+01,9.956180378e+01,2.636761604e+01
1.457864403e+00,6.319295650e+01,9.191814425e+01,1.646786602e+01,2.605533851e+00,1.786373563e+01,1.323244581e+01,9.717739572e+01,5.479387830e+01,6.971491798e+01,1.431355129e+01,6.685997483e+01,3.656092959e+01,2.715641007e+01,7.515954409e+01,5.086544210e+01,1.249966660e+01,7.728714088e+01,4.203254662e+01,2.858728334e+01,6.701959438e+00
