v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81
8.674095047e+01,3.091542094e+01,3.720131139e+01,7.463853449e+01,4.839415083e+01,1.178203961e+01,1.904955756e+01,5.960983232e+01,8.280252122e+01,8.578355455e+01,5.486866046e+01,5.551411422e+01,1.640761005e+00,3.065768755e+01,7.213358696e+01,7.159471902e+01,7.616576196e+01,4.966645718e+01,2.695008294e+01,9.535895049e+01,8.775599688e+01,7.826690174e+01,7.040795752e+01,9.139240519e+01,4.932332323e+01,3.400869649e+01,7.616845964e+01,1.463855107e+01,9.970529167e+01,3.232660163e+01,7.301338054e+01,5.961187049e+01,7.500524316e+01,1.494764442e+01,1.967060836e+01,9.948319358e+01,3.784566499e+01,6.544544365e+01,9.152952551e+01,1.684945147e+01,9.409109380e+01,4.954889975e+01,1.036814836e+01,7.662383811e+01,9.048381620e+01,6.841527923e+01,4.006353460e+01,6.499534496e-01,9.313838113e+01,8.397205212e+01,4.219274612e+01,4.421440966e+01,4.767652713e+00,6.442970365e+01,5.330273459e+01,4.520960537e+01,3.904421965e+01,8.795994384e+01,9.009335190e+01,8.554800105e+01,6.514298650e+01,1.140045183e+01,9.562273733e+01,7.738080603e+01,4.387807115e+01,1.976651227e+01,9.993391672e+01,2.348478550e+01,1.326309950e+01,1.971094651e+01,4.287519842e+01,7.889324557e+01,1.869178225e+01,1.197958928e+01,2.657357581e+01,6.144005857e+00,9.084444652e+01,4.018198879e+01,1.913914171e+01,7.195141952e+01,3.319815270e+00
3.994562407e+01,1.376023669e+01,6.530314549e+01,9.095271897e+01,5.817360883e+01,8.752747814e+01,1.726157329e+01,1.167984918e+01,5.165567731e+01,1.941309136e+01,8.346265881e+01,5.973505332e+00,2.206859429e+01,7.425207452e+01,1.845214455e+01,6.734359222e+01,5.987773331e+01,1.637031674e+01,4.493246975e+01,7.528521838e+01,5.118080938e+00,3.343960634e+01,7.182567275e+01,3.934938102e-01,5.601470908e+01,5.345395328e+00,6.137007483e+01,2.028314464e+01,8.816587039e+00,7.806733563e+01,5.333858780e+00,3.467749832e+01,2.049026889e+01,5.935969824e+01,9.076761902e+01,9.457376788e+01,8.603287404e+01,2.684321587e+01,1.275828988e+01,5.813379189e+01,7.314653968e+01,4.927694080e+01,5.713929246e+01,9.951067555e+01,5.970761726e+01,8.325565026e+01,8.105613915e+00,6.548370491e+01,1.649722044e+01,6.437205272e+01,2.648485016e+01,8.846341658e+00,6.440661581e+01,8.343035546e+01,7.246823416e+01,3.252809447e+01,9.446913522e+01,1.047943395e+01,8.842070309e+01,7.969181109e+01,2.307441798e+01,8.227858723e+01,7.087704329e+01,1.748346918e+01,3.768301659e+01,7.105674160e+01,5.859336922e+01,4.450526965e+01,4.017115742e+01,4.095198646e+01,3.803687463e+01,4.665117386e+01,3.585600460e+01,8.481600228e+01,2.599442911e+01,5.363632127e+01,6.753098558e+01,3.350017817e+01,6.245051524e+01,3.693998744e+00,5.254042465e+01
6.812426817e+01,9.504249619e+01,8.147451340e+01,4.339555961e+01,9.454356034e+01,2.135985484e+01,4.429271403e+01,4.218606287e+01,9.309206827e+01,2.682819610e+01,8.101873358e+01,5.479333398e+00,4.035832610e+01,4.315928025e+00,9.154022577e+01,4.134973070e+01,2.738470228e+01,5.850605108e+01,6.524953729e+01,1.836555038e+01,8.591638801e+01,7.219360051e+01,5.055548067e+01,3.268586980e+01,9.765366592e+01,1.775204788e+01,9.182662495e+01,1.765934007e+01,9.506848344e+01,4.994014494e+01,7.720576206e+01,7.808873618e+01,7.166774319e+01,8.391567021e+01,8.116302958e+01,3.162778050e+01,3.962313507e+01,5.966906647e+01,6.086616819e+01,3.880986055e+01,5.423417535e+01,4.710183436e+01,9.229102789e+01,1.598530346e+01,1.942826221e+00,4.080930475e+01,9.660434939e+01,6.066240365e+00,8.371617217e+00,4.174309019e+01,6.026653208e+00,8.103341310e+01,2.099921236e+01,3.393538364e+01,6.499177821e+01,3.294479438e+01,6.106019149e+01,9.837680214e+01,3.790004060e+01,5.501662600e+01,6.443308440e+01,8.672102189e+01,5.983556966e+01,5.396810452e+01,1.648635147e+01,4.344140949e+01,1.088619983e+01,8.208884186e+01,9.590346740e+01,8.561124113e+01,1.297085956e+01,7.862897213e+01,5.685706540e+01,2.382685418e+01,9.251842429e+00,3.304455355e+01,3.088705248e+01,9.334030663e+01,6.160717483e+01,8.188797869e+01,9.600409685e+01
1.372043073e+01,4.266065026e+01,8.743745378e+00,2.491904901e+01,6.165615686e+00,2.336909295e+01,5.268045611e+01,4.896877928e+01,1.458585895e+01,1.772181927e+01,3.446173356e+01,4.351973189e+01,4.371471304e+01,2.242322979e+00,4.860308148e+01,9.025664214e+01,3.507443010e+01,8.622772894e+01,3.365382647e+00,8.975490419e+01,4.598337822e+01,8.938670091e+00,3.855518887e+01,5.632567856e+01,8.770752372e+01,6.259979285e-01,5.293100640e+01,7.755892198e+01,7.408004509e+01,3.164710963e+01,6.705880955e+01,2.442786557e+01,7.348608131e+01,1.637237682e+01,5.820626406e+01,5.295807239e+01,8.818651962e+01,9.686857565e+01,2.650502586e+01,4.247339217e+00,1.057183765e+01,8.221975195e+01,9.553070051e+01,9.767585356e+01,6.469396737e+01,8.237679864e+01,1.830640729e+01,8.664890169e+01,7.838136481e+01,1.806345817e+01,3.666372096e+00,3.018702984e+00,2.113500750e+01,1.661435341e+01,4.551205703e+01,7.749641326e+01,3.440377352e+01,2.238369297e+01,8.719002452e+00,6.651475857e+01,5.388569009e+01,4.502602509e+01,5.745295733e+01,2.803063015e+01,6.846980860e+01,1.181378909e+01,5.098768630e+01,7.457825507e+01,7.250397806e+01,4.050917911e+01,1.911649427e+01,1.289168894e+01,7.395883038e+01,5.802579001e+01,8.865142113e+01,2.004969250e+01,4.845906249e+01,3.993531194e+01,6.758952131e+01,7.691256229e+01,1.241625300e+01
1.976556766e+01,5.915221475e+01,5.118814720e+01,7.538146332e+01,2.783979822e+01,3.939707997e+01,5.019914527e+01,3.750208855e+01,7.594255081e+01,3.661256931e+01,3.153747411e+01,6.169143546e+01,9.766938507e+01,3.477224450e+01,6.410083168e+01,4.551466635e+01,1.546681663e+01,3.541766234e+01,8.913403220e+01,3.341186157e+01,7.772343252e+01,8.124926060e+01,2.073990151e+01,2.132313617e+01,1.421391023e+01,4.248337282e+01,8.847206581e+01,2.770731209e+01,4.756776598e+01,2.706788349e+00,8.606904346e+01,5.343121957e+01,5.767626432e+01,4.002840206e+01,5.682652497e-01,6.500306343e+01,8.922037876e+01,6.986123525e+01,4.156695209e+01,2.180696927e+01,2.851461570e+01,4.628846005e+01,8.711835488e+01,4.022615113e+01,2.104859167e+01,8.744838345e+01,9.789301889e+01,6.743837810e+01,3.536994599e+01,7.195279260e+01,3.242131426e+01,3.547395820e+01,9.895479440e+01,1.205705580e+01,3.337546645e+01,1.959756484e+01,2.064779701e+00,4.722833871e+01,6.582464244e+01,7.367157161e+01,8.392518238e+01,8.706523117e+01,3.786664051e+01,5.721120026e+01,9.962512259e+01,1.135094613e+01,6.744567797e+01,5.149711400e+01,5.092505340e+01,7.679039424e+01,4.670578351e+00,3.711225030e+00,5.501829440e+01,2.603236450e+01,6.298186940e+01,8.374036252e+01,5.319119740e+01,6.146475522e+01,3.141142504e+01,6.198943695e+01,2.816067283e+01
4.854196681e+01,4.170171315e+01,8.911703570e+01,5.086820447e+01,1.997349304e+01,3.831070501e+01,5.928606181e+01,7.075450702e+01,8.751216706e+01,4.702675613e+01,1.507885599e+01,4.697271632e+01,8.190201249e+01,1.755382978e+01,2.252873666e+01,6.934694485e+00,2.147849869e+01,7.643056599e+01,6.876818728e+01,2.196604600e+01,8.873838613e+01,1.389152914e+01,5.256244665e+01,3.701425998e+01,4.302275050e+01,2.878725397e+01,5.274406231e+01,6.344659404e+01,4.120497326e+01,7.526913901e+01,5.751758630e+01,2.568640810e+01,4.695760164e+01,5.864605185e+01,8.186524473e+01,7.675324261e+01,7.396815908e+01,3.423619952e+01,9.084746306e+01,9.390776529e+01,3.526146029e+01,1.223816304e+01,1.272570259e+01,8.188423691e+01,3.670683503e+01,4.366868381e+01,8.960796574e+01,7.182744727e-01,3.168468366e+01,4.711207144e+01,3.286542296e+01,9.911765650e+00,8.675182071e+01,4.546155939e+00,3.554970113e+01,8.859056416e+01,5.601661577e+01,5.015929010e+01,9.840287804e+01,2.062966240e+01,1.321963923e+01,5.376406080e+01,1.411549580e+01,9.808300219e+01,2.320469126e+01,8.199353670e+01,5.295641649e+01,9.840915434e+01,9.573107602e+01,8.375411215e+01,3.721410832e+00,1.880815188e+01,1.999660881e+01,7.963295395e+00,3.918711805e+01,6.809070936e+01,5.762552975e+01,5.642940684e+01,5.905605494e+01,8.950458630e+01,8.720028303e-01
4.867154057e+01,2.942512127e+01,5.596797799e+01,7.160059315e+01,6.560877574e+01,4.312962737e+01,3.624233492e+00,1.203061598e+01,7.883671145e+01,2.713364225e+01,9.520003736e+01,6.408279210e+00,5.245554567e+01,9.007454783e+01,7.967741947e+01,9.165225058e+01,4.651880477e+01,6.269615034e+00,1.823521789e+00,5.063193985e+01,9.825779094e+01,7.356844142e+01,3.338097892e+01,7.793459517e+01,9.279014483e+01,9.557326026e+01,1.897298278e+01,7.542006125e+01,3.155590480e+01,7.263556089e+01,3.210484940e+01,4.935553714e+01,3.842639462e+01,7.928863057e+00,7.157639798e+00,8.812607488e+01,1.162860286e+01,3.825178510e+01,3.036770694e+01,3.419991144e+01,2.151592780e+01,1.506695531e+01,3.512040622e+01,2.737409860e+01,8.879624701e+01,4.285041226e+01,4.419921680e+01,2.862459296e+01,4.728228643e+01,4.168076495e+01,3.186979227e+01,9.495760796e+01,1.491782749e+01,9.265300204e+01,1.540065202e+01,6.700739415e+00,1.162415144e+01,8.785732839e+01,9.722505837e+01,9.867882058e+01,7.301454289e+01,7.982028815e+01,2.571501466e+01,4.687640713e+01,6.834181706e+01,9.531539760e+01,6.724522996e+01,1.877711003e+01,4.000829657e+01,4.284729317e+01,2.400604757e+01,1.293745052e+01,5.447072485e+01,4.332346783e+01,1.837275211e+01,5.555019478e+01,4.664620734e+01,2.544244282e+01,7.775687727e+01,2.433349771e+01,1.438915790e+01
1.666869616e+01,4.692036468e+00,2.187527111e+01,6.176103086e+01,7.394985048e+01,6.327597465e+01,4.117477997e+01,9.827829498e+01,9.066937201e+01,8.187863797e+01,4.704241899e+01,7.081563259e+01,3.334370062e+01,6.282734343e+01,1.215105001e+01,8.999181626e+01,3.262575511e+01,7.699809371e+01,3.911616683e+01,9.958385266e+01,5.479744621e+01,3.909741560e+01,9.395818088e+01,7.112220503e+01,3.264875224e+01,3.292625965e+01,9.619627276e+01,7.843437145e+01,8.934187361e+01,5.192801905e+01,6.935554862e+01,2.052359331e+01,7.230012077e+01,4.964741566e+01,9.860275577e+01,2.244413849e+01,5.932339350e+01,3.452912914e+01,7.444495806e+01,1.190241421e+01,1.352403926e+01,9.531526990e+01,5.417606994e+01,9.826918618e+01,1.149693063e+01,3.311315151e+01,5.226513802e+01,9.508365376e+01,3.122444500e+01,1.509859797e+01,7.215949383e+01,8.945032686e+01,9.229373235e+01,3.357066973e+01,3.215307108e+01,8.519135684e-01,8.392373284e+00,8.086742014e+01,8.723892643e+01,7.485374050e+00,8.088144589e+01,1.692446303e+01,4.035616643e+01,5.998432147e+00,2.010079622e+01,1.601063249e+01,9.685964268e+01,7.938833070e+01,8.931718042e+01,2.756531899e+01,5.178403630e+01,4.775059207e+01,7.465862564e+01,8.624479372e+01,6.746567340e+01,5.926598228e+01,9.934208875e+01,1.798973120e+01,2.671716103e+01,9.813951652e+01,2.312217161e+01
3.659175770e+01,7.058410131e+01,7.054656230e+01,6.799864977e+01,5.280079041e+01,3.202011307e+01,6.585619125e+01,4.843646717e+01,7.985285464e+01,7.571841367e+00,2.626890714e+01,9.087709935e+01,9.898153122e+00,3.687456362e+01,9.303453205e+01,6.057871140e+01,8.291745603e+01,5.009710869e+01,6.458374482e+01,9.962161830e+01,8.909254170e+01,7.432743300e+01,8.405414224e+01,4.186473958e+01,7.495891841e+01,2.665466449e+01,4.329979474e+01,3.587072883e+01,8.742009111e-01,4.427530198e+01,3.694342457e+01,5.522896357e+00,2.166387582e+01,4.772635113e+01,3.902810174e+01,7.699961680e+01,3.824193011e+01,2.931389316e+01,7.324540698e+01,7.995988591e+01,3.914973658e+01,7.863082860e+01,3.395232542e+01,5.120250616e+01,3.346419019e+01,6.076819728e+01,1.069141918e+01,2.560473428e+01,4.466453053e+01,1.326356299e+01,8.022711369e+01,1.139559576e+01,1.880778267e+01,3.222975736e+01,5.073497544e+01,4.657117202e+00,9.422253318e+01,4.186939264e+01,3.489253374e+01,2.733756365e+01,2.478148997e+01,5.412663459e+01,8.023158408e+01,3.231104942e+01,9.088863777e+01,3.307733963e+01,4.239862550e+01,2.636767792e+01,5.634879831e+01,8.909224315e+01,9.736553280e+01,2.429402453e+01,7.037026720e+01,8.841166814e+01,4.203620352e+01,8.139536804e+01,3.967420300e+01,2.144928194e+01,3.618307570e+01,8.766502175e+01,9.259200187e+01
6.205602158e+01,3.844140845e+01,5.245726672e+00,8.057224038e+01,5.239326573e+01,6.808051875e+01,3.995847826e+01,1.451356319e+01,3.286071741e+01,3.432169488e+00,3.525044251e+01,2.879183732e+00,1.726244645e+01,6.611967070e+01,5.798100698e+01,9.931912335e+01,3.491076494e+01,6.000184311e+01,2.631372767e+01,6.983493034e+01,5.239985439e+01,7.957362518e+01,7.228957222e+01,3.809159354e+01,9.956441543e+01,6.769361554e+01,2.555636582e+01,3.114585302e+01,4.166333113e+01,9.905125602e+01,9.135475570e+01,8.205278907e+01,1.780572861e+01,2.648814642e+00,9.087267537e+01,9.882327739e+01,7.041567966e+01,1.062114836e+01,4.386813338e+01,5.156091404e+01,8.553557015e+01,4.737638660e+01,1.416377112e+01,8.577525875e+01,6.624537478e+01,8.569985550e+00,5.021572905e+01,1.539502347e+01,2.048488567e+01,5.213425148e+01,5.262901916e+00,2.362609462e+01,5.601780043e+01,6.769557108e+00,6.877440519e+01,1.643871106e+01,3.927302118e+01,5.828215618e+01,7.113143922e+01,7.424579941e+01,8.183962868e+01,1.347637526e+01,1.294937029e+01,7.886040595e+01,5.726504196e+01,7.671072587e+01,2.156380215e+01,1.253156274e+01,3.217631610e+00,9.517645342e+01,9.339171634e+01,3.589614304e+01,3.617019248e+01,4.456876637e+01,5.254202791e+00,5.507724083e+01,5.457354427e+00,1.814514390e+01,5.509859281e+01,8.230192333e+01,2.069636656e+01
1.635360609e+01,2.568148951e+01,5.378551294e+01,6.042030438e+01,4.678301129e+01,5.501622062e+01,8.739635063e+01,7.916262610e+01,9.079323914e+01,8.206854738e+01,2.667899792e+00,2.375268636e+01,1.293235916e+01,5.384976191e+01,4.222987707e+01,9.654309404e+01,1.188362094e+00,3.693920963e+01,9.039914225e+01,2.650055602e+01,2.623621365e+01,2.454490466e+01,5.201295651e+01,5.610844636e+01,9.951018426e+00,7.004870709e+01,7.567242843e+01,4.697602332e+01,1.869065960e-01,8.772180491e+00,8.983551405e+01,1.055618093e+01,7.598522031e+01,3.181036276e+01,3.866783161e+01,5.572863595e+01,5.800908005e+00,3.617697102e+01,5.846446510e+01,2.558993973e+00,5.291192785e+01,2.988115222e+01,9.204790791e+01,3.338748811e+01,9.932329061e+00,7.578047390e-01,1.752675371e+01,9.195515458e+01,6.923154415e+01,6.072285885e+01,9.392521234e+01,1.520335673e+01,2.841933839e+01,5.493005400e+01,8.610395810e+01,4.848649438e+01,1.078500917e+00,1.964737159e+01,6.947786417e+01,9.477278627e+00,6.404865758e+01,6.957053591e+01,8.872980606e+01,1.964818583e+01,2.761051237e+01,7.147611493e+00,5.903161412e+01,3.616739423e+01,4.702098604e+01,6.906256762e+01,4.506193476e+01,5.683885412e+01,2.596923681e+01,9.079433259e+00,2.827555942e+01,4.973132004e+00,9.293671279e+01,9.152663336e+01,2.868183122e+01,7.324112100e+01,4.218669359e+00
6.832554420e+00,5.169592949e+01,9.987191368e+01,8.027121673e+00,6.241309392e+01,7.562875062e+01,7.368997829e+01,9.905531385e+00,9.386208939e+01,2.432094223e+01,5.506252158e+01,8.936774835e+00,7.222589772e+01,6.844545708e+01,8.248549426e+01,9.953685918e+01,9.009862210e+00,1.361024786e+01,8.021890813e+01,5.912142012e+00,9.661227595e+01,5.624081175e+01,2.941207656e+01,9.308568482e+00,6.641280677e+01,8.746766416e+01,5.407194854e+01,8.918909327e+01,6.378206648e+01,8.255327084e+01,6.929747631e+01,3.812240832e+01,4.890312771e+01,3.303715212e+01,4.079052027e+01,2.298663570e+01,9.189448045e+01,7.767895211e+01,9.656770985e+01,1.575119801e+01,2.601884871e+01,2.933076873e+01,3.982881129e+01,3.692986962e+01,3.878981944e+01,5.899299104e+01,4.459394349e+01,3.590733583e+01,7.848381451e+01,9.575745474e+01,5.302443311e+01,3.239705860e+01,1.662065554e+01,3.427053646e+01,4.051605069e+01,9.320379442e+01,3.899499295e+01,1.228735299e+01,1.056881776e+01,1.857631359e+01,5.280820245e+01,7.221276827e+01,8.311702902e+01,9.663812184e+01,6.182246365e+01,6.839343119e+01,5.629824978e+01,6.242528019e+00,7.500338688e+01,1.508555067e+01,9.786699921e+01,1.928254494e-02,3.901901511e+01,9.769994671e+01,5.698516471e+01,4.749610435e+01,8.751498579e+00,7.736147917e+01,9.388865965e+01,3.034114820e+01,4.490993030e+01
4.690919443e+01,9.102396207e+01,7.850083386e+01,5.662173625e+01,7.883293726e+01,5.555190853e+01,2.416458660e+01,1.556434761e+01,1.969496579e+00,5.201411243e+01,5.849071082e+01,8.649115740e+01,6.859501381e+00,3.676616485e-01,2.485593941e+01,8.981909764e+01,1.292876970e+00,8.688464109e+01,9.366695094e-01,3.840152884e+01,7.487886406e+01,7.560317180e+01,5.055531342e+00,5.073700256e+01,2.546684502e+01,4.913079165e+01,4.263917264e+01,1.165811202e+01,1.925436150e+01,1.569314302e+01,9.392795596e+01,7.522287268e+01,1.555892153e+01,1.880814461e+00,7.949862582e+01,3.559232825e+01,6.583859131e+01,6.809544593e+01,2.308719455e+00,7.365803236e+01,3.243949077e+01,6.238814600e+01,2.353071003e+01,8.066496389e+01,4.804881609e+01,9.131594983e+01,3.904879448e+01,4.530542722e+00,1.587668835e+01,7.901303339e+01,4.732577456e+01,7.406825092e+01,7.131996956e+01,7.944227069e+01,4.992877281e+01,4.205836336e+01,9.680873026e+01,4.819779448e+01,8.028449838e+01,3.077403504e+01,2.047658504e+00,3.188287805e+01,8.458088076e+01,8.332833813e+00,7.982338420e+01,5.472801929e+01,9.576174395e+01,1.050067725e+01,5.710294276e+01,1.461344866e+01,4.023206116e+00,8.192974259e+01,3.603792671e+01,2.599901124e+01,3.129280960e+01,1.574455770e+01,4.162974626e+01,7.362273373e+01,2.842103008e+01,8.337253472e+01,4.043141716e+01
8.735219744e+01,6.207951760e+01,8.387414468e+01,1.492046588e+00,5.213377496e+01,5.062284121e+00,4.223731004e+01,5.782254767e+01,8.370645987e+01,7.103893362e+01,3.974049798e+01,3.563370092e+01,8.305001418e+01,9.372502004e+01,3.361733235e+01,3.405168058e+01,1.872425516e+01,6.894924369e+01,4.706919764e+00,7.577542661e+01,9.659209322e+01,6.531095875e+01,7.767951251e+01,3.030327886e+01,2.083025176e+01,8.175576625e+01,2.295878463e+01,8.706464837e+01,1.904194773e+01,6.603882162e+00,9.111797642e+01,9.452188514e+00,5.772275267e+00,5.529813032e+01,2.002975598e+01,7.408889911e+01,4.881829232e+01,6.138995281e+01,6.863187889e+00,1.129077073e+01,9.779311306e+01,8.452677800e+00,4.640713484e+01,9.896220769e+01,7.399054289e+01,6.879432897e+00,7.746953704e+01,8.777890345e+01,8.589230181e+01,5.027756273e+01,4.348424655e+01,1.453389544e+01,5.740458771e+01,3.305682712e+01,3.969250535e+01,4.717142491e+01,7.586243010e+01,2.271705163e+01,1.417509112e+00,5.821174894e+00,3.835415178e+01,3.821343055e+01,6.280889047e+01,5.912414886e+01,7.185021666e+01,4.227387999e+01,4.577591270e+01,2.168964970e+01,4.259720155e+01,5.688711660e+01,3.195832559e+01,9.096371242e+01,8.601995850e+01,6.942103174e+01,3.379479641e+01,3.979226551e+01,2.107720011e+01,5.610477009e+01,6.557707112e+01,2.058335606e+01,8.781235362e+01
6.153104771e+00,9.486132766e+01,5.827593982e+01,4.561763110e+01,4.496433274e+01,2.853676069e+01,6.969156251e+01,2.046052721e+01,6.649241328e+01,2.604783999e+01,1.129872215e+01,1.324661612e+01,2.606744507e+00,7.367159854e+01,6.194102336e+01,9.187080881e+01,8.406526232e+01,5.701386648e+01,6.689691793e+01,7.880788270e+01,3.681793405e+01,5.802566337e+01,4.139656796e+01,4.650931886e+01,5.105109700e+01,8.293172439e+01,2.534232561e+01,1.521815594e+00,9.095643300e+01,2.400654140e+01,8.697791291e+01,1.142003836e+00,7.762122834e+01,7.664336763e+01,4.281282739e+01,2.022471805e+01,3.706676654e+01,1.335044630e+01,5.469369114e+01,4.954846776e+01,1.552959362e+01,6.582203099e+01,3.330233302e+01,4.145434975e+01,7.629507571e+00,7.454251788e+01,5.160398358e+01,5.398915223e+01,5.634552808e+01,3.373431254e+01,3.988894118e+01,7.935065279e+01,6.322219716e+01,4.043723345e+01,5.083942899e+01,3.805959986e+01,3.594568916e+01,7.000991888e+01,4.390553459e+01,5.411635757e+01,9.513315839e+01,3.673332550e+01,9.922113385e+01,9.613163419e+01,6.494089308e+01,6.910854728e+01,8.881776618e+01,6.097907646e+01,4.359877253e+01,7.225054977e+01,9.970723948e+01,9.085949352e+01,1.342921470e+01,9.251023813e+00,9.598248639e+01,2.044592743e+01,8.004169827e+01,6.697583942e+01,1.310141220e+01,7.588702076e+01,4.110818571e+01
9.603457671e+01,1.906849998e+01,2.885865365e+00,9.084329892e+01,5.603844651e+01,5.031604506e+01,9.810048124e+01,6.844674164e+01,6.793789519e+01,9.159761356e+01,8.266817901e+01,6.919426087e+01,9.180516106e+01,4.486999481e+01,4.840045091e+01,6.380981226e+01,6.299643669e+01,7.131540539e+01,6.209480575e+01,9.140719842e+01,8.930427829e+01,7.362122393e+01,7.412592387e+01,5.414320633e+01,2.559704734e+01,4.342063763e+01,4.874828667e+01,3.755417973e+00,5.816189427e+01,6.708975602e+01,7.569554415e+01,1.334934785e+01,8.583954409e+01,1.232813705e+00,2.866995816e+01,6.476024869e+01,6.918447310e+01,3.380097726e+00,1.171013890e+01,6.023317816e+01,5.191779543e+00,1.328054736e+01,4.407260681e+01,1.390564349e+01,4.471693628e+01,6.311734614e+01,1.519551252e+01,5.532915896e+01,7.992225366e+01,1.159228473e+01,2.026283652e+01,8.932722351e+01,2.790696070e+01,3.311859625e+01,1.813773755e+01,5.960863905e+01,4.051910145e+01,7.857922201e+01,4.957234255e+01,7.601100031e+00,2.509384525e+01,9.755079790e+01,5.099282909e+00,8.847655220e+01,4.087593358e+01,5.012345948e+01,9.627361842e+01,6.005715807e+01,3.505266434e+01,7.357042537e+01,3.871223938e+01,4.634102017e+01,3.190713324e+01,5.080092220e+01,2.024937398e+01,9.979702259e+01,3.002574831e+01,7.350352118e+01,6.925393283e+01,5.001385435e+00,7.617971904e+01
6.562217833e+01,9.251265961e+01,8.760236224e+01,1.952652457e+01,2.436049744e+01,6.411133235e+01,1.915850922e+01,3.901723614e+01,5.342982289e+01,6.038449881e+01,6.052512099e+01,6.061348215e+01,2.294914335e+01,1.621138044e+01,8.212785466e+01,8.921873941e+01,9.876686317e+01,2.809555717e+01,6.195519228e+01,4.333535650e+00,8.711308383e+01,8.793405413e+01,8.375672282e+01,2.546114172e+01,2.610431088e+01,5.813425380e+01,8.106658811e+01,5.975982124e+01,5.830582878e+01,2.623383590e+01,7.152289198e+01,9.571182309e+01,4.491112063e+01,4.883719643e+01,2.656609552e+01,6.923919399e+01,4.158455075e+01,7.204250073e+01,5.758015004e+01,8.417384220e+01,6.097620632e+01,9.809750021e+01,6.353843069e+01,4.272397114e+01,8.216930281e+01,1.474464698e+01,6.901732037e+01,2.903047339e+00,9.860471913e+01,7.888201696e+01,6.285498066e+01,5.287928362e+01,7.508103482e+01,2.937020570e+01,5.421051016e+01,9.022598271e+01,8.841090517e+01,6.775948978e+01,4.256862652e+01,3.162377067e+01,9.853707296e+01,4.617221797e+01,7.794284040e+01,7.485986983e+01,9.224072894e+01,1.215958915e+01,3.783836978e+00,2.314076651e+01,3.540029136e+01,8.545529496e+01,2.220454842e+01,3.639318445e+01,5.426201488e+01,3.454345619e+01,2.505383646e+01,5.624141701e+01,9.809035519e+00,4.053904483e+01,9.220753740e+01,4.475718461e+01,5.396625912e+01
4.800097727e+00,9.465562080e+01,4.048442346e+01,4.484858957e+01,6.135039568e+01,9.217274290e+01,7.778285444e+01,4.533828942e+01,2.882950105e+01,9.820689824e+01,7.205811622e+01,5.578556843e+00,8.996151342e+01,3.552873714e+01,6.849971269e+01,9.165697319e+00,4.507430142e+01,5.904172311e+01,5.401728287e+01,6.014876300e+01,5.494552423e+01,1.519867440e+01,6.219018968e+01,6.025139105e+01,1.540515790e+01,6.533325944e+01,1.803694725e+01,2.734788314e+01,7.995316450e+01,5.260532429e+01,9.016729555e+00,3.693938550e+01,2.973009752e+01,1.148456911e+01,1.122986988e+01,2.401079690e+00,4.139320875e+01,5.451458260e+01,2.978525538e+00,4.004795918e+01,1.944076720e+01,3.836468598e+01,7.501110019e+01,8.261942860e+01,2.902150984e+01,6.589712049e+01,4.625981944e+01,4.271172604e+01,5.094134539e+01,1.704741053e+01,2.813868993e+00,7.855990413e+01,2.149401661e+01,5.404994605e+01,9.247044377e+01,9.394256832e+01,9.512316698e+01,4.651297670e+01,8.284044019e+01,2.463773793e+01,8.245186360e+01,8.557896756e+01,8.047076161e+01,7.619252911e+01,5.347421603e+01,3.047578132e+01,6.237124460e+01,3.563993048e+01,6.219537030e+01,9.975240934e+01,1.746239022e+01,1.574193250e+01,6.754478933e+01,9.986590093e+01,9.012099431e+01,1.362282220e+01,1.077619854e+01,6.844274264e+00,3.291559617e+01,4.133461590e+01,5.515255978e+01
