v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18
7.841596557e+01,9.117552911e+01,3.674278777e+00,1.817940731e+01,6.440953074e+01,3.571385320e+01,2.307475077e+01,1.011995501e+01,6.590311049e+01,7.734487787e+01,1.805486206e+01,8.855583887e+01,9.628305172e+01,8.544303837e+01,9.269789673e+01,9.758113565e+01,1.758084469e+01,3.332196096e+00
5.175859039e+01,9.450016622e+01,4.051747990e+01,3.199724640e+01,7.052810027e+01,2.391557848e+01,5.280318967e+01,9.574964541e+00,4.365714738e+01,6.971422529e+01,5.430654758e+01,3.395685554e+01,6.372775417e+01,7.518443190e+00,3.197683703e+01,2.098439468e+01,9.191149184e+00,9.922037886e+01
4.161038466e+01,7.669286544e+01,9.199251617e+00,5.796212628e+01,9.105259138e+01,7.368231266e+01,9.432113507e+01,4.888310531e+00,9.499064022e+01,3.433648684e+01,4.554406904e+00,5.957863189e+01,7.438067002e+01,9.770725342e+00,9.721672045e+01,4.015626501e+01,6.690180661e+01,9.803987941e+01
2.577166528e+00,6.020033302e+01,1.797032317e+01,8.888021713e+01,2.108156655e+01,5.433013521e-01,9.591430284e+00,1.603724836e+01,2.014430891e+00,8.490734585e+00,4.076803921e+01,5.389184356e+01,8.886939836e+01,4.239395527e+01,8.420090841e+01,3.705319642e+01,2.741917864e+01,3.517976220e+01
3.265947394e+01,1.262106089e+01,6.976829181e+01,7.142122494e+01,6.804683032e+01,4.877768785e+01,9.336204931e+01,7.598241298e+00,8.243649447e+01,2.538910570e+01,6.154924301e-01,8.915970777e+01,6.321553827e+01,2.350865083e+01,7.217144213e+01,4.097064043e+01,4.274562681e+01,1.077711890e+01
8.961627708e+01,1.136529273e+01,2.244693566e+01,1.007150725e+01,6.032812069e+01,7.473963323e+01,1.681856325e+01,4.766171190e+01,8.822314593e+01,7.112410346e+01,8.420608720e+01,1.830135604e+01,2.493142573e+00,3.265738848e+01,2.329809593e+01,2.212179494e+01,6.134875173e+00,4.137949460e+00
3.424954172e+00,6.802086035e+00,2.293153690e+01,5.839478283e+01,9.766012229e+01,9.504936698e+01,2.247350933e+01,8.469636660e+00,9.461538434e+01,1.543540657e+01,2.157740217e+01,7.352627928e+01,6.521826256e+01,7.100487730e+01,5.474130939e+01,3.995854864e+01,9.408949376e+01,8.889203900e+01
9.779719804e+01,8.498028022e+01,3.291054119e+01,7.929663070e+01,1.139332061e+01,7.948751391e+01,1.441233459e+01,9.686664683e+01,5.784130064e+01,9.778006071e+01,5.811062006e+01,9.413576849e+01,9.128232311e+01,5.847061790e+01,5.920016190e+01,5.610326595e+00,6.280851316e+01,3.740948191e+01
2.280632200e+01,7.027721720e+01,4.831986635e+01,9.675169654e+01,2.239375976e+01,7.557677698e+00,5.747384762e+01,2.196231584e+01,3.106274897e+01,6.457768813e+01,2.555809782e+00,7.047226211e+01,3.565484972e+01,9.387577474e+00,6.954367114e+01,7.297725338e+01,4.438648425e+01,1.680625944e+01
7.794823393e+01,4.469126854e+00,7.274604260e+00,7.529151046e+01,2.087748911e+01,6.332535295e+01,7.442260345e+01,4.590531349e+01,7.988890725e+01,8.182590560e+01,4.817500265e+01,9.556032044e+01,8.391364261e+01,1.643007700e+00,9.176393126e+00,3.522288414e+01,8.161537962e+01,9.149307894e+01
5.539751323e+01,6.208827256e+01,3.125836457e+01,8.290421520e+01,1.094371292e+01,7.990759348e+00,2.600558221e+01,2.918059720e+01,1.585328676e+01,3.591894227e+01,1.276020891e+01,7.897970998e+01,4.815095434e+00,8.991661587e+01,1.569873228e+01,4.901689367e+01,3.516456308e+00,8.156810876e+01
6.171656283e+01,7.168788421e+01,1.281532226e+01,3.985016167e+00,6.425711966e+01,4.903682800e+01,5.026729395e+01,9.064411237e+01,3.892481116e+01,9.765335307e+01,5.244584792e+01,5.440798649e+01,7.346997413e+01,8.531290288e+01,2.819463341e+01,6.432181614e+01,6.984338146e+01,4.473717994e+01
9.524794307e+01,7.904643346e+01,9.047756081e+01,9.850968502e+01,9.788616480e+01,2.043875340e+01,1.209534421e+01,4.481068883e+01,2.461652860e+01,3.152157421e+01,3.979389473e+01,4.978366844e+01,2.323070947e+01,7.358479197e+01,8.356921336e+01,1.882660525e+01,2.519245208e+01,3.959385832e+01
3.571024952e+01,7.157626415e+01,8.846281347e+01,9.274296972e+01,4.843888026e+01,3.949823752e+01,8.350666800e+01,8.840612391e+01,8.876995549e+01,8.040250975e+01,6.382344326e+00,8.888592181e+01,7.135865306e+00,1.560918575e+01,8.319856568e+01,3.803121393e+01,7.714546297e+01,6.343228271e+01
1.188963265e+01,8.216459929e+01,9.601164851e+01,8.021491020e+01,2.077539499e+01,5.030834902e+01,4.319208745e+01,7.168612518e+01,9.198431434e+01,5.044087574e+01,2.582427702e+01,1.219223407e+01,5.976986632e+01,8.662567536e+01,5.534691877e+01,5.802245069e+01,3.615510902e+01,7.212690747e+01
7.801366843e+01,6.265686987e+01,6.013044250e+01,4.928110669e+01,2.495683740e+01,1.805747708e+01,6.536390883e+01,3.913615829e+01,5.464797974e+01,9.565849475e+01,2.083542334e+01,9.722131737e+01,1.526529698e+00,9.533909379e+01,1.020075147e+00,5.615119032e+01,9.596589616e+01,3.682073848e+01
4.898909573e+01,7.004663256e+01,1.947479089e+01,5.750746975e+01,5.195290303e+01,9.294028121e+01,3.625203950e+00,3.093849764e+01,8.054277639e+01,6.544494455e+01,6.261839704e+01,7.167089421e+01,8.457609892e+01,2.571957071e+01,2.331290707e+01,5.345801628e+01,6.075742144e+01,6.933818957e+01
8.414096513e+01,4.056599734e+01,2.866684919e+01,3.846514249e+00,3.346927511e+01,4.302423778e+01,8.001194243e+01,9.613820760e+00,7.358650437e+01,5.671273805e+01,4.422056673e+01,9.377802797e+01,9.848508167e+01,6.742697193e+01,9.620230031e+01,4.933357028e+00,7.566079426e+01,9.944491784e+01
3.081624783e+01,4.502668084e+01,6.342170127e+01,4.852638667e+01,1.781460331e+01,1.081746065e+01,9.255684140e+01,2.830802028e+01,9.916624402e+01,1.618422499e+00,1.531072487e+01,8.748789573e+00,8.233019734e+01,3.594972599e+01,3.486898484e+01,4.313123250e+01,1.946120986e+01,1.518919637e+01
8.893374713e+01,4.081283917e+01,9.024152016e+01,3.494802620e+01,1.579777542e+01,5.119038263e+01,3.646051920e+01,1.483859516e+01,1.402272481e+01,5.663132297e+01,5.845858238e+01,5.753958572e+01,3.022386152e+01,1.492473001e+00,5.680911537e+01,5.939921790e+01,8.324601087e+01,6.270389720e+01
4.034985896e+01,4.874941718e+01,4.868479795e+00,8.264006228e+01,1.635859962e+01,7.793289956e+01,7.129428121e+01,8.044426908e+01,9.835707282e+01,6.130103322e+01,6.535594342e+00,5.784743319e+01,1.830752907e+01,3.668796693e+01,6.966227937e+01,4.890022381e+01,6.298059492e+01,2.621820803e+01
9.137097460e+01,9.803472594e+01,2.235717836e+01,8.003785662e+01,7.400778604e+01,4.852501657e+01,8.069485075e+01,7.562082714e+01,2.765539171e+01,7.006703195e+01,9.660394857e+01,7.456699180e+01,6.405720600e+01,4.367149523e+01,7.913529570e+01,7.833352303e+01,4.707053929e+01,8.854575587e+01
4.425402874e+01,3.949986631e+01,9.657289326e+01,8.038752328e+01,6.682664625e+01,7.911104153e+01,9.451274593e+01,2.065422891e+01,3.195434578e+00,6.676760956e+01,5.026486119e+01,3.098262589e+01,3.920160156e+01,8.752099686e+01,1.214850682e+01,4.148340987e+01,1.374817669e+01,7.125190353e+01
2.602228929e+01,6.151354215e+01,6.055127611e+01,6.448913177e+01,4.499038879e+01,6.816980700e+01,8.246224456e+01,4.514841106e+01,8.267268367e+01,2.648806916e+00,6.430261002e+01,7.331821311e+00,3.860810254e+01,3.759696749e+01,6.940408292e+01,4.121937304e+01,7.676114976e+01,8.233466064e+01
5.068104654e+01,8.606269223e+01,3.850132437e+01,9.285548225e+01,4.408136445e+01,1.953602985e+01,5.668706286e+01,8.145242121e+01,9.920543447e+01,8.701644908e+01,8.936648731e+01,3.617920976e+01,7.282086339e+01,8.693220948e+01,7.247753669e+01,2.819187194e+01,6.874722486e+01,5.912860306e+01
2.806838551e+00,1.503377547e+01,8.144491304e+01,6.820156521e+01,7.668283382e+01,3.221106431e+01,7.868851814e+01,7.090370922e+01,5.080853535e+01,9.672009536e+01,8.537820228e+01,6.271180873e+01,1.507916661e+01,2.722774579e+01,6.193357552e+01,9.153076228e+01,1.413799751e+01,2.988471081e+01
8.787966833e+01,2.133114125e+01,1.292120018e+01,4.036241468e+01,2.561651858e+01,3.525100401e+01,4.971969876e+00,9.354014628e+01,6.690838298e+00,9.282551987e+01,2.295784700e+01,5.540835947e+01,5.534799433e+01,8.409463883e+01,2.429146591e+01,6.986539148e+01,8.069108834e+01,3.486473818e+01
5.973502347e+01,3.304002431e+01,3.805710581e+01,5.193138811e+01,1.613083024e+01,3.991150274e+01,1.123320607e+01,5.650770801e+01,8.795220306e+01,5.272582082e+01,3.431829324e+01,6.294454373e+01,5.103020272e+01,9.852352166e+01,1.597136203e+01,3.536176607e+01,2.399053893e+01,5.928465120e+01
7.453068387e+01,4.583401161e+01,4.988411772e+01,7.894889061e+00,3.503725516e+01,4.131399394e+01,9.401196857e+01,7.463582395e+01,8.590917797e+01,2.364964530e+01,1.843043543e+01,3.482446466e+01,9.424291098e+01,4.912895097e+01,5.892202612e+01,8.718499347e+01,2.247444842e+01,3.832438942e+01
6.849001886e+01,5.313423670e+01,4.350245542e+01,9.050922526e+01,5.561608133e+01,3.645922530e+01,1.796978580e+01,2.157137924e+01,2.041481558e+01,9.008519584e+00,6.307592637e+01,5.660291242e+01,9.703849752e+01,5.834819883e+01,8.508206836e+01,3.033239585e+01,3.472750483e+01,8.973628873e+01
3.200641433e+01,5.022377255e+00,3.400724724e+00,4.617466004e+01,7.330949686e+01,1.376111369e+00,6.633100014e+01,9.117586131e+01,1.268551415e+01,4.353008544e+01,7.132312005e+01,9.569038397e+00,2.376531585e+01,8.824398841e+01,9.216135663e+01,7.997774720e+01,9.369023416e+01,8.967415971e+01
5.875029959e+01,9.885858647e+01,6.411574147e+01,8.906899792e+01,5.017495552e+01,2.456679617e+01,2.456504293e+01,6.612906878e+01,8.830107875e+01,2.191055940e+01,9.337163060e+01,6.982810500e-01,4.444845173e+00,3.768526157e+01,9.105148645e+01,3.257464320e+01,7.999072482e+01,1.502183188e+01
8.349904448e+01,9.124492426e+01,2.872376821e+01,6.310206877e+01,4.161191587e+01,7.936239608e+01,2.522181279e+01,2.869104026e+01,2.521157887e+01,8.845074779e+01,8.690964381e+01,7.368417087e+01,6.744125028e+01,7.265142847e+01,3.374929480e+01,9.363631805e+01,1.005091660e+01,9.049299193e+01
7.216789509e+01,5.122797105e+01,1.115553147e+01,9.181562147e+01,6.551813542e+00,5.686100078e+01,7.249446143e+01,6.023403761e+01,4.084934825e+01,5.580032243e+01,4.988732822e+01,4.149161646e+01,6.261679411e+00,3.065151312e+00,3.563531455e+00,8.741539490e+01,7.858256020e+01,4.094373187e+01
1.991284579e+01,8.275298164e+01,6.113710511e+01,8.941968429e+01,9.290622167e+01,8.022950629e+01,9.307105015e+01,5.999205441e+01,4.442902065e+00,4.465075448e+01,7.007714059e+01,3.769989185e+01,3.692030267e+01,9.501822429e+01,7.280930903e+01,4.003256850e+01,3.024262535e+01,1.821174724e+01
9.835331144e+01,2.502064905e+01,9.626402181e+01,7.975559652e+01,1.506305280e+01,6.011974428e+01,9.619563104e+01,9.772155297e+01,2.258220225e+00,8.363520271e+01,3.163324084e+01,6.459129038e+01,1.125906344e+01,1.019708713e+01,8.395538424e+01,1.626306863e+01,9.195417545e+01,8.610819727e+01
6.915601300e+01,9.579063553e+01,1.575469863e+01,9.178339072e+01,5.109975195e+01,5.744585142e+01,1.907617908e+01,3.331150079e+00,3.123731044e+01,1.463968317e+01,8.266761218e+01,5.476563510e+01,2.807628837e+01,9.166665709e+01,5.835455771e+01,6.808552075e+01,9.519364154e+00,7.266644713e+01
2.946123437e+00,2.606097269e+01,5.772182569e+01,7.840435972e+01,7.497339084e+01,7.165311804e+01,4.911000806e+01,9.964245802e+00,5.870513746e+01,8.331463430e+01,4.731769222e+01,5.514186786e+01,1.872715208e+01,1.406505274e+01,3.726649323e+01,8.921914773e+01,1.643715878e+00,8.604015631e+01
7.410911975e+01,1.120966713e+01,1.322413483e+01,4.422758207e+01,3.188443466e+01,5.192473549e+01,7.251576450e+01,8.958110476e+01,3.380360630e+01,8.435733398e+01,5.851109146e+01,4.898442540e+01,4.350883809e+01,6.928931136e+01,6.667817899e+00,2.416125590e-01,1.423292301e+01,2.437178210e+01
9.287692312e+01,7.804599818e+01,6.558233900e+01,8.046993088e+01,2.189317776e+00,4.193924529e+01,7.391239770e+01,8.960760235e+01,5.899155647e+01,1.029465487e+01,4.992658489e+01,3.542086944e+01,8.265267785e+01,2.041403189e+01,8.014140639e+01,1.359579332e+01,5.396562902e+00,8.832412896e+01
5.571515420e+00,3.786333971e+01,6.208267880e+01,5.506283167e+01,1.154888038e+01,4.933005146e+01,6.723341108e+01,3.228527763e+01,5.192302522e+01,9.627603916e+01,7.466440648e+01,9.336406352e+01,9.824551667e+00,6.681417871e+01,2.464391600e+01,5.782696210e+01,7.129610799e+01,8.147662378e+01
7.912538192e+00,5.528662312e+01,7.894780642e+00,7.226055717e+01,3.167248356e+01,7.211322986e+01,4.660723225e+00,9.190256848e+01,8.270361098e+01,1.038467647e-01,2.149053036e+01,2.524938584e+01,7.853846737e+00,5.796668265e+01,1.186983277e+00,4.640081122e+01,1.362014198e+01,2.700543622e+01
7.768831326e+01,1.791926283e+01,5.439493376e+01,9.408962397e+01,5.151464555e+01,2.415639990e+01,6.865643811e+00,4.642078382e+01,9.576586893e+01,7.096914936e+01,3.649653206e+01,1.913479936e+01,3.308749251e+01,7.133404677e+01,1.063722252e+01,7.808222218e+01,9.911254583e+01,7.246080783e+01
9.432003878e+01,8.241464404e+01,7.938240777e+01,9.013690456e+01,1.040839640e+01,3.437515703e+01,9.345047378e+01,3.762623257e+01,9.287194951e+01,1.316152761e+01,8.820611989e+01,8.171239133e+01,6.052263464e+01,1.140883703e+01,6.801825639e+01,3.497716788e+01,7.324794160e+01,8.315718448e+01
1.472380327e+01,2.642767745e+01,2.332901675e+01,4.896216851e+01,7.949546966e+01,9.518371524e+00,3.091472893e+01,2.340673320e+01,7.942436554e+01,8.086924669e+01,7.978705764e+01,5.537500534e+01,7.485448404e+01,8.147717090e+01,8.974257896e+01,2.319623019e+01,6.007003056e+01,8.040459063e+01
8.213604418e+01,9.987524728e+01,2.957181727e+00,1.783544980e+01,5.449511325e+01,5.930775548e+01,8.549733120e+01,2.298391815e+01,2.274173175e+01,8.447768613e+01,3.765115743e+01,2.659120538e+01,1.089649457e+01,5.399815410e+01,5.366574968e+01,4.699149035e+01,1.463774218e+01,5.563883961e+01
1.456598977e+01,6.770020134e+01,1.454362246e+01,1.419226521e+01,7.801614503e+01,6.172043330e+01,4.393050748e+01,6.791429801e+01,1.828734531e+01,5.284043492e+01,1.693868884e+01,5.839006639e+01,1.031168567e+01,2.512144530e+01,7.681801118e+01,4.624916575e+01,9.707083517e+01,4.265987879e+01
3.434475950e+01,1.055050205e+01,5.503935432e+01,5.269220222e+00,3.707896395e+01,1.854592923e+01,5.839969559e+01,8.496721911e+01,3.657452947e+01,6.642978003e+01,2.350963136e+01,6.077929029e+01,2.063107760e+01,8.220054142e+00,4.826915657e+01,6.720816896e+01,8.898379624e+01,5.421134006e+00
2.393733771e+01,8.051080480e+01,1.233579199e+01,6.341851134e+01,9.793265759e+01,2.670815938e+01,6.890582219e+01,2.762651523e+01,5.882352454e+01,2.928825249e+01,7.687550775e+00,3.528401442e+01,9.002512675e+01,9.343171595e+01,6.734398628e+01,7.208257005e+01,4.402137304e+01,4.603358093e+01
1.712274731e+01,5.003978148e+01,8.337244171e+01,1.064552441e+01,5.329649881e+01,8.454463680e+01,2.591570155e+01,2.897943683e+01,3.906586875e+01,6.037533235e+01,1.365287562e+01,1.189208019e+01,4.457606475e+01,4.669744095e+01,5.659490944e+00,1.001210096e+01,7.225215282e+01,7.388547445e+00
3.487563444e+01,3.996036500e+01,7.915844209e+01,9.504324740e+01,6.099250421e+01,5.154996567e+01,7.464119718e+01,5.231486278e+01,9.504743183e+00,3.895397271e+01,7.964986589e+01,4.772060330e+01,5.083824689e+01,7.525087170e+01,9.933610615e+01,3.717847209e+01,9.122841644e+01,7.465212040e+01
6.705352923e+01,4.624518721e+01,8.661207060e+01,3.089123733e+01,1.389856397e+01,9.230419047e+01,3.466130531e+01,7.128653267e+01,6.821643770e+01,3.573544209e+00,2.474503918e+01,5.488141226e+01,4.542818748e+01,1.627448756e+01,2.618006425e+01,3.541444016e+01,2.851850675e+01,3.313877493e+01
2.907446382e+01,9.266661496e+01,9.237761096e+01,3.768855909e-01,6.632785261e+01,8.012868013e+01,5.508501323e+01,5.173212642e+00,6.983675962e+01,5.152575395e+01,9.770925186e+01,3.569061167e+01,7.921533083e+01,7.421065221e+01,9.323613534e+01,7.355404622e+01,6.030118626e+01,8.948715706e+01
6.126767222e+01,5.447001346e+01,3.566549843e+01,7.551139578e+01,6.782952124e+00,5.439339322e+00,2.883905088e+01,1.376581304e+01,1.186075318e+01,4.263615586e+01,4.251951074e+01,1.844371672e+01,7.934909500e+01,4.674324372e+01,2.907375988e+01,2.061478766e+01,1.479005791e+01,2.148393774e+01
3.449876479e+01,7.455294046e+01,4.950728113e+01,5.794594493e+00,6.273323198e+01,7.592244062e+01,9.323176824e+01,9.864222431e+01,2.773613384e+01,3.384668898e+01,6.792275882e+01,3.218905844e+01,8.180262095e+01,4.756054087e+01,5.667784938e+01,5.379648588e+01,9.440984443e+01,5.347002257e+00
7.944441782e+01,3.312773476e+01,8.186306702e+01,3.637489776e+01,3.542243963e+01,2.251470295e+00,4.098370489e+01,5.860741935e+01,3.204388925e+01,4.772465440e+01,2.255127056e+01,7.808915835e+01,4.810388766e+01,7.093647638e+01,8.882366005e+00,1.483380018e+01,5.369553902e+01,1.319005493e+01
1.889591596e+01,2.431176970e+01,5.590557742e+01,9.257454977e+00,2.984675890e+01,8.663119275e+01,6.598569525e+01,8.101019975e+01,1.190753076e+01,1.509796089e+01,1.763674617e+00,6.715941558e+01,6.156293327e+01,7.648073637e+01,5.787998922e+01,8.170953261e+01,1.854845143e+01,2.570331072e+01
7.674840087e+01,3.166490229e+01,2.389999790e-01,9.932524848e+00,5.366332048e+01,9.059211760e+01,1.225205713e+01,2.520838669e+01,9.934351120e+01,2.343833636e+01,6.690905707e+01,6.004037761e+01,5.481557776e+00,7.656017963e+01,7.532219173e+01,7.001746260e+01,3.170415189e+01,9.850636189e+01
9.579274976e+01,3.353839850e+01,4.974077301e+01,6.718410218e+01,7.326000401e+01,4.331250764e+01,6.881028236e+01,7.633856879e+01,2.565629199e+01,6.338828381e+01,4.711556879e+00,1.988602459e+01,9.902189254e+01,2.751247971e+01,1.358965724e+01,7.088896245e+00,1.274199514e+01,9.079818028e+00
6.370277721e+01,9.243887703e+01,4.610669680e+00,8.407830499e-01,8.379867968e+01,9.525973351e+01,1.665330246e+01,7.178717412e+01,3.625682190e+01,8.491054546e+01,7.454574730e+01,4.032297933e+01,2.414495746e+01,6.380091284e-01,3.843851871e+01,6.972960892e+01,9.410876338e+01,8.747074194e+01
2.102327699e+01,3.368827492e+01,1.214397324e+01,3.645734854e+01,1.377420796e+01,8.473421585e+01,2.016404984e+01,5.736438275e+01,6.750642156e+01,9.787328311e+01,1.745650728e+01,2.370310568e+01,6.282161702e+01,7.071975659e+01,8.913591882e+01,9.975444952e+00,5.172459586e+01,2.938645079e+01
3.813790868e+01,9.514529205e+01,6.816950888e+01,3.267978161e+01,5.612188668e+00,1.898053748e+01,8.496715006e+01,4.722809255e+01,1.618700039e+01,2.012401612e+01,2.620306278e+01,4.947257705e+01,8.786188852e+01,8.125369595e+01,3.929576373e+01,8.140571744e+01,1.696166173e+01,2.538523135e+01
5.802643320e+01,8.462872005e+01,7.067052016e+00,4.238565883e+01,7.097377275e+01,5.166095699e+01,6.794612992e+01,1.551362620e+01,5.220429796e+01,5.641049457e-01,3.520645027e+01,6.121412543e+00,4.407129459e-01,2.309307523e+01,4.903083084e+01,6.121260090e+01,5.727889070e+00,1.734016544e+00
8.188491345e+01,9.194121059e+01,5.762144037e+01,5.760309380e+01,1.839736434e+01,5.591075329e+00,1.787115835e+01,7.523804931e+01,8.574228168e+01,7.288103074e+01,9.533548101e+01,1.166367836e+01,6.623044293e+01,1.929717081e+00,2.280051394e+01,7.628666880e+01,9.516960201e+01,4.920768252e+01
6.511861901e+00,7.244420537e+01,8.377080301e+01,5.511458553e+00,7.116571037e+01,8.705100448e+01,9.410688170e+01,5.818196283e+01,8.929047614e+01,4.878963477e+01,7.556737020e+01,2.015784763e+01,2.856245720e+01,9.053270845e+01,4.527951063e+01,6.763311778e+01,1.178898998e+01,6.583488084e+01
3.700019158e+01,8.457775535e+01,4.443234798e+00,3.704141765e+01,7.797282081e+01,7.806831550e+01,3.843966768e+01,4.622367046e+01,2.705008931e+00,6.242085612e+01,1.227412803e+01,7.864959968e+01,8.935832738e+00,6.025088222e+01,7.498705787e+01,5.979317283e+01,5.056673102e+01,1.096872149e+01
1.718424055e+00,9.189136949e+01,1.382102860e+01,4.552241241e+01,5.838796615e+01,7.051895872e+01,6.210336197e+00,5.456558918e+01,6.370318824e+01,3.302435902e+01,3.902251334e+01,9.232902319e+01,2.587324660e+01,2.697037167e+01,5.828951486e+01,4.460908756e+01,6.999020818e+01,5.446575202e+01
3.950825562e+01,9.667489054e+01,1.359301273e+01,7.548669594e+01,6.284388535e+01,3.110901742e+00,3.727454921e+01,9.574311307e+01,4.446278391e+01,3.472366083e+00,3.933769624e+00,3.820980009e+01,5.658347249e+01,7.394410406e+01,4.173082673e+01,7.678219467e+01,5.805838204e+01,1.781011247e+01
1.510406268e+01,9.306384330e+01,6.026361464e+01,6.780815213e+01,9.345363199e+01,6.956498029e+01,5.687807728e+01,4.417925101e+01,7.010544542e+01,8.895355287e+01,2.768287960e+01,2.753390247e+01,2.283399991e+01,9.458762371e+01,7.161950340e+01,2.378557272e+00,7.592170876e+01,7.353823901e+01
4.804582392e+01,6.253021879e+00,3.710822351e+01,7.033467559e+01,2.833243312e+01,8.193228238e+01,7.975829001e+01,5.555630828e+01,4.243712836e+01,3.655101373e+01,9.632041229e+01,8.466794689e+01,5.816625197e+01,5.925945250e+01,2.621534996e+01,1.763951136e+01,9.467270429e+01,2.554424737e+01
2.333708663e+01,6.562560224e+01,8.686360750e+01,6.098184899e+01,2.718265896e+01,2.832939602e+01,4.199932306e+01,1.847791209e+01,6.215582361e+01,4.073095195e+01,1.219647152e+01,2.336385035e+01,7.273912003e+01,7.015489792e+01,6.244611960e+00,9.377924668e+01,1.407205857e+01,1.246875562e+01
3.980534375e+01,6.985896668e+01,3.138076427e+01,7.538448070e+01,4.511029582e+01,4.988010548e+01,1.406716281e+01,5.782617154e+01,2.435894164e+01,2.864775514e+01,1.659201754e+01,6.498263742e+01,6.767015574e+01,8.727398893e+01,6.644487612e+01,9.948705259e+01,8.077885050e+01,3.689561353e+00
6.729127367e+01,2.379410645e+01,2.346264415e+01,7.418938590e+01,4.009727204e+01,8.684781823e+01,8.017943904e+01,9.410442128e+01,6.820742287e+00,5.295050801e+01,1.711755730e+01,3.931563312e+01,8.940456981e+01,3.650679300e+00,4.204486521e+00,4.964294563e+01,3.738149964e+01,2.603490336e+01
1.906144822e+01,5.049240542e+01,8.856723533e+01,4.672618879e+01,3.445610191e+01,7.278750781e+01,3.817509584e+01,2.112504826e+01,9.754547771e+01,2.575409476e+01,7.854312692e+01,9.093252421e+01,2.931209721e+01,2.083855927e+01,7.905704252e+01,6.886973239e+01,3.387036689e+01,4.217622481e+01
7.077898068e+01,2.276909639e+01,8.808302113e+01,4.432885401e+01,5.114730312e+01,9.671317512e+01,1.954153767e+01,7.899692965e+01,3.813368967e+01,6.942563609e+01,9.561228648e+01,2.167991636e+01,1.114702062e+01,3.166909026e+01,1.286272482e+01,1.757937512e+01,6.154930214e+01,4.010454744e+01
2.307061167e+01,6.847192050e+01,1.151932614e+01,9.474075998e+00,3.692487913e+01,6.589666430e+01,7.898606547e+01,4.949931545e+01,7.907491142e+01,8.559861222e+01,2.976784174e-01,6.586555451e+01,8.168623976e+01,4.763305028e+00,5.123716984e+01,8.211611602e+01,7.843704975e+01,7.428455379e+01
9.923742342e+01,8.996481805e+01,5.475178336e+01,7.171972418e+01,4.241060293e+01,5.863057076e+01,9.131636629e+01,6.409883725e+01,9.936149444e+00,8.686041030e+01,6.330422332e+01,4.519230903e+00,4.258092954e+01,3.205005349e+01,4.188411715e+01,2.800025189e+01,5.245630089e+01,2.635835926e+01
1.970646819e+01,7.228728615e+00,8.447187701e+01,5.075610958e+01,6.572495427e+01,2.986506100e+01,9.641520272e+01,6.880505050e+01,8.556359131e+01,5.918086025e+01,3.173596799e+01,6.288576079e+01,3.197937226e+01,8.489727495e+01,6.974352330e+01,6.031174095e+01,3.654960804e+01,9.863638383e+01
2.097524289e+01,6.755640067e+01,1.989588358e+01,5.585440289e+01,8.353506544e+01,7.010410310e+01,7.877465616e+01,7.322895649e+01,5.681432857e+01,7.708007671e+01,4.804818111e+01,5.842660686e+01,5.861620432e+01,9.638835399e+01,6.452737569e+01,1.870479516e+01,7.119116023e+01,5.140819048e+01
8.660861183e+01,7.732896668e+00,8.218994779e+01,5.330586885e+01,3.259055261e+01,3.617676662e+01,9.580860311e+01,3.420932050e+01,6.439539992e+01,2.912445942e+01,1.331474785e+01,1.702290350e+01,8.499854960e+01,7.809843488e+01,1.105855292e+01,3.606066001e+01,5.275444551e+01,1.251143719e+01
1.758747474e+01,2.117628010e+01,5.026659461e+01,5.396295458e+01,3.225851272e+01,5.210402153e+00,8.369512237e+01,8.360069428e+01,8.162020711e+01,9.519197827e+01,2.510897065e+01,7.964018695e+01,9.660493857e+01,9.773071367e+01,1.114395106e+01,4.219832568e+01,3.690104188e+00,6.812425782e+01
4.933109405e+01,5.535630082e+01,4.123965539e+01,6.815389667e+01,8.535586998e+01,1.860566426e+01,2.653667294e+00,5.334966021e+01,3.701951597e+01,3.486956020e+01,9.305465546e+01,6.367596760e+01,1.979554320e+00,9.765255367e+01,7.944955389e+01,3.347158675e+01,2.125575821e+01,9.001967133e+01
8.701777206e+01,5.544717653e+01,7.599382806e+01,3.797634326e+01,6.393795567e+01,4.623635442e+01,9.622388912e+01,1.895500115e+01,4.280787076e+00,3.922510644e+01,2.032299416e+01,4.958291867e+01,3.103571457e+01,8.949825070e+01,1.962757139e+01,2.381170194e+01,3.232095230e+01,9.566255977e+00
8.951439744e+01,6.146111128e+01,3.391685214e+01,8.546442644e+01,3.388931818e+01,6.204850071e+01,3.759830448e+01,7.050536238e+01,8.239519720e+01,9.132608671e+01,3.241235622e+01,1.317005444e+01,1.744987617e+01,5.326437439e-01,8.865960445e+01,3.653013410e+00,3.134795403e+01,6.360484327e+00
9.822996590e+01,3.408222535e+01,9.991898669e+01,6.335185619e+01,8.405542597e+01,8.968878533e+00,2.201453376e+01,3.696648480e+01,8.128650559e+01,1.752956581e+00,3.362875403e+01,4.233970929e+01,4.178826637e+01,2.251237418e+01,2.785542034e+01,4.508605433e+01,1.648315380e+01,3.457136617e+01
6.363547643e+01,2.588962802e+01,1.017129697e+01,4.951521546e+01,5.920764198e+01,5.274847645e+01,4.625396536e+01,8.014509602e+01,9.585382987e+01,2.354581942e+01,3.667010360e+01,4.330724312e+01,5.922180608e+01,8.649570116e+01,1.870004214e+01,8.591613854e+00,7.214030749e+01,5.291632230e+01
