v1,v2,v3,v4,v5
8.860009347e+01,2.144432030e+01,6.323564406e+01,7.544940507e+01,8.111382235e+00
3.777730485e+00,2.690650671e+01,5.112806256e+01,4.572230813e+01,7.368464085e+00
1.738100110e+01,3.531166231e+01,9.075695257e+01,8.772384449e+01,3.119793654e+01
5.604932193e+01,7.602660997e+00,9.923161455e+01,7.006757524e+01,9.826025562e+01
9.499597635e+01,9.354969676e+00,4.553776634e+01,5.107739391e+01,3.773068104e+01
8.697771613e+01,7.498902261e+01,4.533397361e+01,3.783418421e+01,6.250152909e+01
6.021562097e+01,1.619085320e+01,9.599814382e+00,3.602279840e+01,9.225182262e+01
7.892077091e+01,8.670596157e+00,2.917074483e+00,5.974086794e+01,9.817491517e+01
8.326171725e+01,3.226989322e+01,8.144222059e+01,1.315565016e+01,6.868371262e+01
5.557987247e+01,5.309048602e+01,7.886698985e+01,8.613581884e+01,8.720589697e+01
5.388250585e+01,4.596783804e+01,5.458273742e+01,7.074549712e+00,8.612091364e+01
6.390528339e+01,8.725409453e+01,3.296178384e+01,8.967803038e+01,5.883915411e+01
9.095519905e+01,3.553859364e+01,8.432534878e+01,2.496892586e+01,5.340874159e+01
3.993854317e+01,2.949892339e+01,9.597244382e+01,6.480975742e+01,1.531620645e+01
7.830331444e+01,7.850483181e+01,8.014094372e+01,1.420100089e+01,6.351123358e-01
8.300252759e+00,4.671353301e+01,7.875880488e+01,8.237663281e+01,6.327257229e+01
3.143488549e+01,1.396776669e+01,2.225730822e+01,5.512410903e+01,3.749414496e+01
3.848433758e+01,4.957578315e+01,7.455133483e+01,8.419365816e+01,1.572359455e+01
5.257251909e+01,7.816868699e+01,7.491769031e+01,4.104987421e+01,5.420341107e+01
2.724527365e+01,4.763935344e+01,8.918911694e+01,4.446090534e+01,4.359641500e+01
6.674181526e+01,8.348212759e+01,6.794470544e+01,5.857316991e+01,1.697321729e+01
2.468281330e+01,5.324187881e+01,1.980061621e+01,5.066587403e+01,7.357179247e+01
7.404681865e+01,1.205256658e+01,5.748602872e+01,5.135321688e+01,2.586777058e+01
2.783328559e+01,7.754126118e+01,1.641477430e+01,8.065100683e-01,9.237175841e+01
8.743405250e+01,7.717895616e+01,4.431978673e+01,5.327985357e+01,1.916187470e+01
2.134587765e+01,5.269703124e+01,6.802973746e+01,2.967958443e+00,8.253890959e+01
5.376608176e+01,7.365171243e-01,2.798315562e+01,3.043563457e+01,5.004186061e+00
6.638930929e+01,3.365108360e+01,3.423125340e+01,7.080712176e+01,9.215372229e+00
1.250198207e+01,1.538776569e+01,7.612360864e+01,8.359305120e+01,6.966946870e+01
1.220401425e+01,7.078528957e+01,1.971963723e+01,8.904942678e+01,2.855585612e+01
5.656231364e+01,7.382691597e+01,2.037643575e+01,9.806394995e+01,9.878899474e+01
2.606135070e+01,9.077623163e+01,8.835834540e+01,7.962512769e+01,1.344857239e+01
4.309946906e+01,4.783240518e+00,9.419327440e+01,4.236159442e+01,6.888249622e+01
1.073070035e+01,3.855289292e+01,7.113688170e+01,1.907513317e+01,9.304060455e+01
6.111483254e+01,9.984872787e+01,1.809679420e+00,1.825895654e+01,3.924979958e+01
9.075231804e+01,4.141750333e+00,9.687954089e+01,9.160985295e+01,5.392478643e+01
2.881671519e+01,7.427876307e+01,2.166744902e-01,8.803559189e+01,8.752480240e+01
8.518703302e+01,1.199495796e+01,4.420585024e+01,9.324301051e+01,7.567513426e+01
8.636098211e+01,1.790511752e+01,1.187696853e+01,7.069708456e+01,3.234897430e+01
1.778611938e+01,4.133459375e+01,3.357175475e+01,5.423320706e+01,4.534979089e+01
5.089897908e+00,5.348758674e+00,3.071683603e+01,7.278480253e+01,4.059254265e+01
6.939534988e+01,1.629379616e+01,1.131155368e+01,9.119948386e+01,6.787278217e+01
8.989522932e+01,2.350112368e+01,3.918873282e+01,7.492461064e+01,1.741817777e+01
5.402747847e+01,8.545395315e+01,6.018112274e+01,2.247464949e+01,3.985867534e+01
8.527715297e+01,5.679381776e+01,4.732819997e+01,8.371155358e+01,5.555126130e+01
8.816103057e+01,8.895649722e+01,1.068345179e+01,1.382550804e+01,8.500253196e+01
1.649368251e+01,3.299215124e+01,8.167511359e+01,3.944457164e+01,1.392446633e+01
1.801589635e+01,1.110859379e+01,9.646934344e+01,7.505084546e+01,5.122762756e+01
6.663940189e+01,8.145959132e+01,2.003172377e+01,7.742929738e+00,8.475935908e+01
9.592712698e+01,5.525105149e+01,3.650467645e+01,9.532110406e+01,3.282477669e+01
7.338690138e+01,9.738653627e+01,3.392571886e+01,4.499674112e+01,2.469210185e+01
1.197226904e+01,5.488387268e+01,1.387234715e+01,5.770880106e+01,8.799706671e+01
8.121882015e+01,6.614300778e+01,6.580772176e+01,3.899004415e+01,1.920974417e+01
4.563875275e+01,5.550957065e+01,4.312098510e+01,1.508200449e+01,9.164422406e+00
8.681586499e+01,9.415509123e+01,6.646523662e+01,3.723329362e+01,6.483538016e+01
6.643654143e+01,6.773685948e+01,7.955725447e+01,8.836941231e+01,6.319906029e+01
3.541393749e+01,2.851289307e+01,3.115486920e+01,2.992063833e+01,7.900620752e+01
2.219628485e+00,7.626741303e+01,5.070272330e+01,9.305246454e+01,5.582293373e+01
8.783338607e+01,8.426277001e+01,9.217756408e+01,1.188316213e+01,7.698676712e+01
6.006473144e+01,7.973191002e+01,1.395020563e+01,8.129516715e+01,4.453748533e+01
9.421740328e+01,8.884734786e+01,5.887469673e+01,5.126021443e+01,4.731418223e+01
3.094824376e+00,5.726109684e+01,5.669783666e-01,4.211064527e+01,2.355927169e+01
3.169686826e+01,1.830902255e+01,8.789415107e+01,5.815315681e+01,8.213150888e+01
2.351856696e+01,7.765822460e+01,9.203777583e+01,2.787357206e+01,3.918513662e+01
5.620524777e+01,9.125585855e+01,6.234061340e+00,8.943753246e+01,6.418897502e+01
9.795014554e+01,3.708718744e+01,4.511186203e+01,7.332790980e+01,3.833365708e+01
4.860732086e+01,6.228945197e+01,5.250465720e+01,3.302990420e+01,8.486497514e+01
3.402338084e+01,8.038562827e+01,5.288699750e+01,1.579566209e+01,1.116178849e+01
7.506428022e+00,6.105315948e+01,9.634482932e+01,7.017899201e+01,3.418036378e+01
3.480373555e+00,5.242170202e+01,9.392910340e+01,3.418913384e+01,9.004476765e+01
3.682166061e+01,1.549712400e+01,7.683972318e+01,8.952099623e+01,6.564616759e+01
4.573621508e+01,9.332802505e+01,8.828690892e+01,6.196752570e+01,6.688772892e+01
6.859764252e+01,5.187822225e+01,6.067788361e+01,5.630699710e+01,1.793122402e+01
8.390609807e+01,9.523434449e+01,9.567125884e+01,3.849189847e+01,5.740739316e+01
9.044283776e+01,8.948819257e+01,3.557168936e+01,5.724823568e+01,3.585399837e+00
9.271638079e+01,1.319308773e+01,4.173949403e+01,3.630786772e+01,1.327392149e+01
1.376869124e+01,2.658196605e+01,5.497966233e+01,6.315006782e+01,2.335911024e+01
1.386869169e+01,5.955628073e+01,3.223970576e+01,2.905017180e+01,2.546078906e+00
8.994023917e+01,6.701342753e+01,8.969928081e+00,4.924690503e+01,4.970023837e+01
2.110446868e+01,3.781891224e+01,8.956028278e+01,3.363238733e+01,4.813292332e+01
3.280177500e+01,9.058710169e+01,7.305685425e+01,5.572706435e+01,8.631256537e+01
6.142784150e+01,1.231762473e+00,8.810359040e+01,7.193789945e+01,2.340614831e+01
9.853336006e+01,2.825925490e+01,4.212115886e+01,6.166290268e+01,6.807628978e+01
1.853216994e+01,1.370287937e+00,8.164240672e+00,6.946357688e+01,9.479289379e+01
2.546273408e+00,9.156569662e+01,4.067698719e+01,6.298426256e+01,3.653851577e+01
3.335100474e+01,6.111362560e+01,5.351157365e+01,7.170361812e+01,8.104426569e+01
7.940369391e+01,7.294831812e+01,8.310536999e+01,3.833145736e+01,2.599261277e+01
5.744372285e+01,6.332111695e+00,2.665765158e+01,9.458954002e+01,1.213164564e+01
3.070383892e+01,8.168972192e+01,4.883629200e+00,6.353115652e+00,2.408858796e+00
1.597095954e+01,8.307377922e+01,8.667443454e+01,3.163144936e+01,5.192072317e+01
2.937678386e+01,1.750214745e+01,6.306801036e+01,5.020720821e+01,5.716295412e+01
9.897625010e+00,9.954163898e+01,6.147559071e+01,8.323495832e+01,4.284198715e+01
5.178879484e+01,8.541256284e+00,8.181064445e+01,3.879338293e+01,6.972235245e+01
7.385694660e+01,7.554008545e+01,5.572715360e+01,7.675284791e+01,7.794567837e+01
6.904090269e+01,6.765185739e+00,7.973811783e+00,8.175354616e+01,8.471241171e+00
9.886780280e+01,6.690073402e+01,5.279850847e+01,6.453494371e+01,2.179728240e+01
4.463471195e+01,1.268723871e+01,1.819308723e+01,5.565366075e+01,9.411084892e+00
7.746904002e+01,6.586426368e+01,4.950294154e+00,3.823418781e+01,3.587791357e+01
3.353260739e+01,6.855689971e+00,1.122431410e+01,9.066372519e+01,6.427408904e+01
8.170580690e+01,2.186576375e+01,8.447540230e+01,3.995847181e+01,1.104743774e+01
2.993119120e+01,3.345416046e+01,6.983642991e+01,4.300112608e+01,2.316790724e+01
9.900995864e+01,2.163032054e+01,1.162006906e+01,2.124792176e+01,7.615408159e+01
4.039661530e+01,6.234552598e+01,8.044712077e+01,8.694898506e+01,4.763318872e+01
7.988056358e+01,4.165614813e+01,9.974314725e+01,1.277757734e+01,2.788287209e+01
4.973131134e+01,2.417039975e+01,2.342211246e+01,6.498570286e+00,2.011243849e+01
1.009226284e+01,8.233987082e+00,8.461219042e+01,9.991524890e+01,5.952014604e+01
7.711754589e+00,7.931862960e+01,7.706255898e+01,7.841634402e+01,3.271015205e+01
5.449004308e-03,6.114853346e+00,8.986579406e+01,2.394245767e+01,5.942831940e+01
5.137586551e+01,6.402910011e+01,5.331545438e+01,4.016743262e+01,1.461194548e+01
3.469640271e+01,4.978570161e+01,2.497634476e+00,3.989329362e+01,4.266829252e+01
5.871832657e+01,2.703562920e+01,7.661376655e+01,3.451558914e+01,2.501873327e+01
9.730430114e+01,6.838471446e+01,6.431899119e+01,6.986349749e+00,6.669639723e+01
8.237992938e+01,5.810357815e+01,4.441785528e+01,9.528389016e+01,6.727744897e+01
5.736656905e+01,2.083525271e+01,1.546216169e+01,8.454144233e+01,1.518148456e+01
6.545872500e+01,5.872609833e+01,9.783584678e+01,4.421414188e+01,9.642413653e+01
8.296105360e+00,5.623266412e+01,3.016289669e+01,2.568435771e+01,9.756454186e+00
1.203369337e+01,1.771341857e+00,1.479433929e+01,6.097690906e+00,6.903834415e+01
7.821460560e+01,5.495741168e+01,3.731770395e+01,7.932856170e+01,2.744923019e+01
2.855873190e+01,4.321177399e+01,3.663577160e+01,2.238102959e+01,4.399244444e+01
3.211873749e+01,7.861506484e+01,9.471729521e+01,2.732299386e+00,9.186486531e+01
5.249648380e+01,6.145057683e+01,8.407912397e+00,3.098116168e+01,1.976661411e+01
4.612290218e+01,4.824567267e+01,1.532898367e+01,2.623455711e+01,4.410151730e+01
5.490596216e+01,5.973405541e+01,8.086977602e+01,6.046351950e+01,2.649063732e+01
9.932188560e+01,4.311592004e+01,8.683409938e+01,8.781927842e+01,7.123962853e+01
1.984214533e+01,3.026520222e+01,4.440844010e-01,2.472009881e+01,8.596098747e+01
3.095712738e+01,9.192558328e+01,7.144640169e+01,6.798129461e+01,4.595937541e+00
7.430947694e+01,9.422359636e+01,1.216808899e+01,4.316619382e+01,2.790784125e+01
4.476396042e+01,7.055104055e+01,4.636407666e+01,9.419019592e+01,4.401253136e+01
8.428563226e+01,6.053666269e+01,6.424898482e+01,8.813067106e+01,4.610447822e+01
1.367657675e+01,3.618763571e+01,3.867010040e+01,6.668452331e+01,2.165877467e+00
1.100942713e+01,2.838011926e+01,4.994594659e+01,4.478289566e+01,9.195031382e+01
6.091322304e+01,5.588851728e+01,8.035473310e+01,6.526465516e+00,6.294935571e+01
7.912050703e+01,6.398789472e+01,9.579402423e+01,8.380371879e+01,4.381568361e+01
7.615419038e+01,9.756364328e+01,8.543910810e+01,6.132628538e+01,9.506064772e+01
8.967812470e+01,2.332863852e+01,7.635797673e+01,1.803649091e+01,4.727385157e+01
8.331062258e+01,7.881137456e+01,7.803320301e+01,8.472583746e+01,8.393038443e+01
3.370172443e+01,5.866223850e+01,7.287037923e+01,3.035945287e+01,5.902649547e+01
1.505202169e+01,2.918129198e+01,8.659672961e+01,1.661249595e+00,7.226910502e+01
8.914907860e+01,2.001037363e+00,2.743768011e+01,3.511752624e+01,4.315873382e+01
3.567730270e+01,4.368159989e+01,2.077045012e+01,7.831126078e+00,1.313198599e+01
1.036076764e+01,8.125484765e+01,5.987907325e+01,8.572859770e+01,6.155485471e+01
5.573343526e+01,2.516735068e+01,5.706201059e+01,4.553898961e+01,7.522331417e+01
8.000375644e+00,2.597437681e+00,2.168167564e+01,7.944800309e+01,9.011448251e+01
1.661139695e+01,9.371219337e+01,2.159604259e+01,7.047220112e+01,5.509193939e+01
5.391644200e+01,9.085316702e+01,4.277821855e+01,8.208156074e+01,3.905586739e+01
9.365523567e+01,8.130479329e+01,5.466780357e+01,7.884873096e+01,4.376953983e-01
6.070418515e+01,8.911474483e+01,4.343186692e+01,2.690815781e+01,3.880466861e+01
1.405491902e+01,3.375033762e+01,3.001234685e+01,1.499764256e+01,7.999893046e+01
8.751616353e+01,5.424946185e+01,3.066592806e+01,1.472065155e+01,4.710907990e+01
1.139824696e+00,1.861452874e+01,9.874465669e+01,1.090800955e+01,4.678145591e+01
6.497645726e+01,1.367555001e+01,7.537732907e+01,3.216533493e+01,8.716076096e+01
9.637266589e+00,2.552055444e+01,5.753645813e+01,4.538030691e+01,5.909389634e+00
8.896664732e+01,6.929625014e+01,6.656355811e+01,3.022560609e+01,2.906823980e+01
7.721510844e+01,3.313102162e+01,6.039903765e+01,6.533550659e+01,2.548042769e+01
3.295190337e+01,3.535688201e+00,5.718167320e+01,9.043213634e+01,6.592245215e+01
5.840637622e+01,6.384551451e+01,3.589810246e+01,9.834656701e+01,7.450049902e+01
4.935693075e+01,6.448460585e+01,6.260782360e+01,5.407238667e+00,2.143432138e+01
3.266102842e+01,9.260463491e+01,9.711903952e+01,3.282987846e+01,3.201799106e+01
6.839700706e+01,1.762486196e+01,3.740162037e+00,4.887062034e+01,3.678615309e+00
1.656924837e+00,4.059946181e+01,1.242723690e+01,8.360027040e+01,4.141608154e+01
2.041421483e+01,4.993577181e+01,2.215830307e+01,7.518085735e+01,7.968658758e+01
8.578600268e+01,3.715337852e+01,6.818314381e+01,3.446959016e+01,1.437052004e+01
7.157236971e+01,8.443349745e+01,8.504313663e+01,7.662223070e+01,2.093005478e+00
4.585676046e+01,9.348297522e+01,8.566455672e+01,1.129549292e+01,2.875003463e+01
1.920272121e+01,3.600977849e+01,4.628613542e+01,8.641457800e+01,6.232837064e+01
5.067254156e+01,7.003168321e+01,6.835800023e+01,1.810689500e+01,9.611288377e+01
4.920506068e+01,3.521426541e+01,6.023446786e+00,1.700586768e+01,4.106623695e+01
1.918381189e+01,4.271231582e+01,3.236114677e+01,1.162430698e+01,3.738252220e+01
7.758086541e+01,2.409041104e+00,2.881685157e+01,8.523704257e+01,7.107763332e+01
2.610122674e+01,3.793967468e+00,6.862619402e+01,9.318923697e+01,8.007703476e+01
7.847536917e+01,8.470637269e+01,9.028689712e+00,4.145206647e+01,1.131818410e+01
4.801446520e+01,8.671996281e+01,2.197081209e+01,1.206060134e+01,8.852158209e+01
3.438545960e+01,3.208798167e+01,1.072704288e+01,9.683838954e+01,8.998739542e+01
7.194459632e+01,3.413365645e+00,1.828970003e+01,9.918727287e+01,4.091420574e+01
7.415637947e+01,2.976953789e+01,5.391943308e+01,5.942450779e+01,1.966081410e+01
2.320310189e+01,4.190632488e+01,8.923810121e+01,6.260985199e+01,3.309133671e+01
9.642892595e+01,3.338200340e+01,8.806479422e+01,4.736747027e+00,8.039313951e+01
2.638796505e+01,5.825747436e+01,1.762355017e+01,2.272703459e+01,8.964901143e+01
8.342022627e+01,2.475191485e+01,2.382562813e+01,7.984849234e+01,5.105997492e+01
6.569266613e+01,6.976196852e+01,2.293776255e+01,6.931945400e+01,3.386094899e+01
8.858293231e+01,6.731654111e+01,8.891509865e+01,5.626977948e+01,2.891582921e+01
5.253937614e+00,5.113746950e+01,2.062656891e+01,1.002426265e+00,1.821639204e+01
8.645377373e+01,7.672066641e+01,7.847361831e+01,9.094750041e+01,7.416931164e+01
9.356691018e+01,4.263409853e+01,3.209009157e+01,7.204289010e+01,2.250053824e+01
1.547657644e+01,2.684230287e+01,9.703686131e+01,2.594471620e+01,9.095408291e+01
5.839365652e+01,2.670563569e+01,9.247750194e+01,7.492193392e+00,5.780980434e+01
6.681261591e+01,4.094565026e+01,8.067450796e+01,6.621548376e+00,1.365630664e+01
7.030627119e+01,2.778659926e+01,1.949339493e+01,5.093412074e+01,6.143171413e+01
5.027587051e+01,8.113956389e+01,6.440072333e+00,2.045951039e+01,7.648531833e+01
9.740788759e+01,9.606627505e+00,2.717203798e+01,8.909109825e+00,8.867276461e+01
9.215956364e+01,5.507370247e+01,6.168229854e+01,4.803872730e+01,5.515047006e+00
6.703254361e+01,5.069571031e+01,5.838466800e+01,4.457361072e+01,9.611760105e+00
8.483889799e+01,9.801719108e+01,2.991455021e+01,2.031723209e+00,7.425461276e+01
9.443898791e+01,9.890842443e+00,5.376294748e+01,1.756576490e+01,1.358827754e+01
1.513727451e+01,8.314059132e+00,3.489719567e+01,7.658790874e+01,8.361873572e+01
1.799752596e+00,6.768214865e+01,4.126099953e+01,7.613069331e+01,2.106716782e+01
3.445392962e+01,8.046607862e+01,2.671546145e+01,8.027761136e+01,2.659989630e+01
7.053857096e+01,2.939014127e+01,7.605452077e+01,9.404385795e+01,6.343673879e+01
3.766881362e+01,7.358072386e+01,6.386880369e+01,9.017227764e+01,9.673399091e+01
4.538485449e+01,1.464248520e+01,9.819264232e+01,4.527494903e+01,4.244951563e+01
6.523163283e+01,2.226642254e+01,2.847471761e+01,9.810390931e+01,5.625730177e+01
2.974046010e+01,6.870337914e+01,3.376568734e+01,8.868055557e+01,6.496519980e+01
8.441743923e+00,9.149137086e+01,8.510375895e+01,9.340335039e+01,9.170300589e+01
5.767219949e+01,6.895208379e+01,4.146197697e+01,2.896563000e+01,1.407493914e+01
3.361138486e+01,4.660897821e+01,4.566555479e+00,1.074640992e+01,4.257959285e+01
4.107749359e+01,3.582289328e+01,9.046399167e+01,4.080586228e+01,7.509688209e+01
4.207599198e+00,3.910617257e+01,9.742470563e+01,3.278730400e+01,1.153102104e+01
3.651770448e+01,2.120427215e+01,9.722240396e+01,3.743421951e+01,8.947566349e+01
7.221593068e+01,2.341843022e+01,4.195487926e+00,5.216337220e+01,6.280586150e+01
7.473151043e+01,7.130599205e+01,1.106866784e+01,4.834123591e+01,7.187033540e+01
4.275386370e+01,3.754380466e+01,4.072208449e+01,5.939567951e+01,7.291520451e+01
9.308357785e+01,9.092033645e+01,6.050493767e+01,6.929933711e+01,1.857816631e+01
9.023641681e+00,1.252038884e+01,9.829764634e+01,1.767197258e+01,5.598183499e+01
8.620438905e+01,5.157747977e+01,2.132860817e+01,8.062981529e+01,5.032535531e+01
9.371075261e+01,6.576552328e+01,5.642109687e+01,4.436690351e+01,1.148162509e+01
4.095472518e+00,1.822885909e+01,1.702465464e+01,5.229774120e+01,5.653969450e+01
7.160556519e+00,6.889882275e+01,4.784510192e+01,2.326288794e+01,8.148135469e+01
4.958249335e+00,7.249629786e+01,7.583236028e+01,9.335189468e+01,9.991758410e+01
9.520252218e+01,9.101366774e+01,1.177267341e+01,1.222913191e+01,9.294029784e+01
8.674510708e+01,8.974986056e+01,4.232521465e+01,8.991172644e+01,7.142665967e+01
6.296670263e+01,1.858206016e+01,2.246402862e+01,1.066822156e+01,7.668936270e+01
9.586499504e+01,3.083437416e+01,7.855533397e+01,9.564746073e+01,5.462320276e+01
2.227456217e+01,7.215406540e+00,2.361532807e+01,4.509668970e+01,9.559619722e+01
4.021470194e+01,6.365780923e+01,6.070509913e+01,8.270905104e+01,3.160397075e+00
6.990402535e+00,1.499399406e+01,4.307138819e+01,4.393510843e+01,8.639332622e-01
1.554440698e+01,1.142280117e+01,3.104218884e+00,7.978989870e+01,5.560814100e+01
6.928033079e+01,1.894531291e+01,2.438485540e+01,7.710757799e+01,4.219956000e+01
6.990426731e+01,8.832883845e+01,5.470279357e+01,7.225640801e+01,8.670532410e+01
1.783587694e+01,2.372932439e+01,6.046410712e+01,6.320051633e+01,8.152521850e+01
5.506720265e+01,3.125703876e+01,1.462140867e+01,2.232486208e+00,7.608018081e+01
1.172996438e+01,4.844129676e+00,5.994112893e+01,8.915305146e+01,3.849847809e+01
5.692209259e+01,1.443979976e+01,9.732801670e+01,2.317749874e+01,2.867028046e+01
9.752852510e+01,1.704106060e+01,9.452777333e+01,2.177027921e+01,3.639662194e+01
3.451912170e+01,8.194527888e+01,6.717368596e+01,4.372215043e+01,4.273489338e+01
6.286685041e+01,1.949988794e+01,8.607737710e+01,5.675699375e+00,8.914854812e+01
4.668117095e+01,5.793039286e+01,3.629869636e+00,6.227187439e+01,7.046343528e+01
7.160147064e+01,4.860069130e+01,4.471244124e+01,2.216945399e+01,4.846663451e+01
2.252538313e+01,5.639484581e+01,1.601980440e+01,5.036862252e+01,7.309220050e+01
1.792981517e+01,4.638334313e+01,6.171794926e+01,5.848956600e+01,1.233921880e+00
4.839645299e+01,8.630799630e+01,2.550212420e+01,8.548221603e+01,8.657546723e+01
5.033187375e+01,7.032403416e+01,5.325855550e+01,4.263839087e+01,3.754000019e+01
6.803585704e+01,1.720005964e+01,7.895178312e+01,1.130793665e+01,2.731574014e+01
9.511361914e+01,4.176257349e+01,4.801149682e+01,8.484422900e+01,9.903844424e+01
2.916369505e+00,9.592689837e+01,7.088162372e+01,9.789442534e+01,3.447573001e+01
3.197128736e+01,2.793764287e+01,8.509102662e+00,2.945147948e+01,5.647026440e+01
1.534310069e+01,3.471040893e+01,2.754469858e+01,2.004155084e+01,9.108765363e+01
2.213163433e+01,2.677920730e+00,8.073142184e+01,1.448261565e+01,9.595073524e+01
8.821222634e+01,9.066294285e+01,4.486971662e+01,3.802568712e+01,6.190708814e+01
6.694028396e+01,2.818116298e+00,9.986402824e+01,9.496221648e+01,3.578478572e+01
7.716816542e+01,1.235250889e+01,3.326153929e+00,4.357856774e+01,5.384337067e+01
9.382985761e+01,3.320368572e+01,9.838676552e+01,8.143980815e+01,4.941644173e+01
1.317358643e+01,1.422061283e+01,9.117203735e+01,7.234802958e+01,2.117012703e+01
1.331846080e+01,8.432415925e+01,6.638819109e+01,1.456943045e+01,6.443053061e+01
9.892801208e+01,6.846118585e+01,2.495837690e+01,7.265431872e+01,1.381812562e+00
2.480943229e+01,3.113075877e+01,1.237167064e+01,1.888178416e+01,9.897162468e+01
8.707350401e+01,8.858807872e+01,4.326939778e+01,7.626945389e+01,6.944583473e+00
4.431275023e+01,1.432103345e+01,3.766469079e+01,7.313572500e+01,8.236130207e+01
2.364099267e+01,2.733556884e+01,7.264097843e+01,4.715753946e+01,6.939680879e+01
6.465183415e+01,1.336836535e+01,8.405434204e+01,1.991826111e+01,5.354081154e+01
4.783441020e+01,9.657953573e+01,4.469509329e+01,2.828522195e+01,1.774187835e+01
3.706321092e+01,5.987980325e+01,2.176332060e+01,9.262108207e+01,2.288970660e+01
1.163133976e+01,5.099588794e+01,2.111691299e+01,6.033859988e+01,5.980190749e+01
2.011645496e+01,8.772206193e+01,9.443874113e+01,1.771878600e+01,4.347151549e+01
8.401839847e+01,7.439190649e+01,1.012808299e+01,6.542014119e+01,2.563700500e+01
3.475482817e+01,7.360015680e+01,1.772339414e+01,6.606423343e+01,7.036236630e+01
8.266685747e+01,9.699880759e+01,6.916765272e+01,7.824923475e+01,6.534683682e+01
2.699281011e+01,4.805168699e+01,4.850123697e+01,1.039987918e+01,8.193161569e+01
1.126450627e+01,1.017275496e+01,5.191340052e+01,2.362619637e+01,5.610218259e+01
3.739326697e+01,4.335663600e+01,4.957752689e+01,9.036473999e+01,1.495162572e+01
6.587094909e+01,9.232843723e+01,4.723351706e+01,1.670823317e+01,7.630074791e+01
8.939302018e+01,5.179196320e+01,3.759557084e+01,9.442943030e+01,1.981950358e+01
3.529218808e+01,2.907240836e+00,6.293602097e+01,4.623528144e+01,9.757072011e+01
8.218193950e+01,2.101156912e+00,7.541846765e+01,6.307214271e+01,7.831678442e+01
5.997400709e+01,4.876715034e+01,9.775841390e+01,5.801453325e+01,6.331849348e+01
9.689955048e+01,6.205068100e+01,6.777044555e+01,2.022971044e+01,8.697046326e+01
8.168835938e+00,2.605501833e+01,8.179815640e+01,3.461939282e+01,5.372244937e+01
8.012250972e+01,2.501077189e+01,2.252674769e+01,3.953748631e+00,4.153094227e+01
6.760287615e+01,9.790191980e+01,4.392770801e+01,8.267351744e+01,2.964646738e+01
6.559995613e+01,8.494695479e+01,7.192920100e+01,7.024575141e+01,1.888174085e+01
2.172056142e+01,1.588922273e+01,3.847048350e+01,8.102215016e+01,2.815890004e+01
6.276052267e+01,3.184497413e+01,1.310610177e+01,8.708864990e+00,7.212395166e+01
8.878659874e+01,7.692614330e+01,6.332368547e+01,4.785075469e+01,9.469245694e+01
2.762033461e+01,5.533678526e+01,3.136280742e+01,2.610820910e+01,3.266150701e+01
3.175065586e+00,1.968855502e+01,9.176615220e+01,1.689725409e+01,5.863071328e+00
9.861361875e+01,3.861518600e+01,4.673714229e+01,7.325497358e+00,8.543499666e+01
1.357852048e+00,1.086514642e+01,1.480921214e+01,3.975471334e+01,6.227947135e+01
9.068896774e+01,6.210979845e+01,9.515955283e+01,7.354654665e+01,8.736823443e+01
7.005858483e+01,8.171127053e+01,1.650499227e+01,3.683142019e+01,5.670796902e+01
8.318755314e+01,4.776438649e+01,4.973499919e+01,6.353187657e+01,4.173277508e+00
7.595018983e+01,2.212027963e+01,1.754205313e+01,8.283829924e+01,8.333489531e+01
5.857552287e+01,3.388383963e+01,4.058956598e+01,7.525446562e+01,9.046764900e+01
9.985129983e+01,3.833809513e+01,6.960254525e+01,3.283909920e+00,9.209606616e+01
4.626811981e+01,6.469538464e+01,7.214838251e+01,8.682317268e+01,1.651426776e+01
4.310597901e+01,8.529211770e+01,4.756511390e+01,9.665234284e+01,1.227597587e+01
2.980402805e+01,2.635976512e+01,6.247213332e+01,3.711842163e+01,2.427493498e+01
2.471212830e+00,9.565899692e+01,8.478984999e+01,3.399222976e+01,9.134846111e+01
7.369549124e+01,6.066026282e+01,7.758363691e+01,6.512732858e+01,3.196568913e+01
2.033566175e+01,8.415540065e+01,3.896330316e+01,4.998866580e+01,9.492802571e+01
1.308267884e+01,4.280206568e+01,1.879668525e+01,5.864371899e+01,4.748121080e+01
1.111441947e+01,1.565236190e+01,7.933193464e+01,8.587976186e+01,6.062967520e+01
5.260806304e+01,3.880624431e+01,5.526415443e+01,5.646832961e+01,3.215356514e+01
9.777787646e+01,4.184818733e+01,8.004616675e+01,4.283149177e+00,2.209876508e+01
5.478727115e+01,4.014276901e+01,8.907672406e+01,5.164065175e+01,4.319989320e+00
9.348435232e+01,4.113113941e+01,6.749265004e+01,3.142867363e+01,1.021040251e+01
6.785908564e+01,8.339377482e+01,6.891260540e+01,1.715232084e+01,3.640390174e+01
4.845397136e+01,6.071047080e+01,3.647641793e+01,3.886928605e+01,1.545097587e+00
7.665020029e+01,2.294443849e+01,8.369332328e+01,8.722688460e+01,5.892413106e+01
6.229260497e+01,4.033086213e+01,8.207493075e+01,5.881427657e+01,6.831779261e+00
3.879427704e+01,9.647186236e+01,7.123324613e+01,8.151678210e+01,4.469242355e+01
8.046450306e+01,2.490586088e+01,5.387344009e+01,9.471904193e+01,5.226898974e+01
