v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47
5.454440741e+01,9.836369465e+01,4.055968843e+01,9.600192650e+01,2.353025792e+01,3.203807895e+01,1.056262739e+01,1.052433913e+01,4.391943066e+01,8.477607972e+01,1.639193708e+01,6.739616047e+01,3.767958349e+01,8.589141603e+01,9.448066358e+01,3.671489523e+01,5.113917628e+01,8.754597267e+00,3.233276412e+01,2.347297335e+01,1.278095726e+01,3.804407518e+00,9.374340388e+01,4.344507213e+01,7.273676104e+01,6.333104975e+01,9.608421518e+01,4.078237726e+01,1.142298325e+01,2.275234907e+01,1.286046224e+01,5.202745845e+01,1.990308323e+01,1.551780523e+01,1.023187169e+01,1.195678997e+01,9.286151941e+01,4.389835591e+01,2.995232359e+01,9.362502018e+01,5.798379780e+01,7.065169266e+01,3.041400676e+01,6.853603732e+01,6.964326916e+01,9.862642851e+00,6.057643996e+01
9.169397667e+01,5.720065422e+01,2.930217852e+01,7.592821480e+00,2.017677721e+01,8.507627582e+01,2.479889647e+01,8.441425695e+01,7.345763862e+01,9.234777127e+01,1.307392758e+01,6.578618045e+01,8.262831772e+01,1.741104273e+01,7.191872586e+01,5.047948778e+00,7.819004586e+01,2.964905310e+01,4.255460317e+01,3.706522426e+01,3.329785522e+01,5.894346214e+01,2.152671894e+01,8.458852495e+01,6.723382176e+01,4.051455551e+01,2.669815469e+01,5.560280437e+00,8.781278640e+00,2.310751805e+01,1.875266302e+00,4.685714805e+01,5.494068756e+01,2.537945096e+01,2.413226025e+01,3.230198392e+01,3.247309019e+01,6.434458975e+01,5.636768122e+01,5.270773762e+01,9.952848926e+00,8.469320572e+01,9.551047293e+01,4.513190389e+01,9.704104393e+01,6.054931431e+01,3.443777984e+01
7.279898420e+01,9.529570501e+01,3.118804106e+01,3.923759325e+01,6.065702333e+01,2.646933590e+01,1.464078142e+01,5.213365841e+01,1.191440496e+00,6.629939524e+01,3.560415133e+01,3.092378096e+01,9.754043656e+01,9.872197940e+01,5.757227588e+01,4.153951333e+01,7.038302009e+01,7.559956273e+01,7.755307815e+00,9.446355998e+01,7.252448647e+01,6.364720192e+01,7.364697340e+01,2.031152864e+01,2.311897906e+01,2.337894828e+01,6.885500258e+01,2.840656343e+01,5.041796057e+01,8.254925416e+01,8.592657401e+01,3.314570249e+01,7.538088044e+01,5.755989683e+01,8.170617896e+01,6.282957061e+01,5.665036774e+01,5.379581293e+01,3.557118475e+01,3.710683136e+01,3.096732087e+01,6.610105990e+01,8.370213773e+01,8.549336391e+01,5.280042996e+01,9.781647845e+01,6.076848616e+01
1.265639797e+01,4.980603629e+01,4.926089734e+01,5.150922680e+01,7.144925403e+01,8.405702405e+01,4.026272696e+01,3.730030376e+01,9.198275958e+01,9.427815508e+01,5.953102225e+01,8.862276207e+01,2.983898643e+01,3.493219187e+01,6.371948970e+01,1.085776846e+01,2.743661995e+01,2.457267653e+01,8.165948044e+01,7.558416443e+01,1.833182822e+01,8.680923700e+01,5.689563968e+01,2.706462100e+01,9.352318157e+01,3.980154344e+01,8.222775677e-01,5.257958361e+01,6.300767431e+01,3.575773130e+01,9.382060604e+01,7.860395708e+01,8.539788167e+01,5.582392284e+01,2.524825003e+01,4.311172133e+01,3.957187431e+01,3.701554137e+01,5.429117647e+01,1.600029804e+01,7.300871976e+01,1.841523144e+01,5.792042609e+01,1.225741126e+01,6.498460119e+01,6.343576076e+01,7.813418941e+01
9.393373211e+01,4.282266185e+01,9.725397557e+01,4.404755599e+01,3.791448117e+01,7.415762022e+01,9.463091657e+01,1.230453848e+01,7.751124752e+01,1.237132973e+01,1.250078195e+01,1.441571136e+01,6.441019340e+00,4.808902098e+01,9.896039356e+01,9.992804193e+01,1.727098689e+01,6.918580140e+01,4.606313850e+01,4.659158411e+01,9.791363766e+01,8.223780428e+01,6.325651762e+01,4.697400650e+01,1.646522411e+01,2.044808129e+01,9.871686715e-01,6.896400287e+01,6.442986484e+01,6.725545966e+01,9.771328117e+01,6.236144864e+01,8.145073240e+01,7.854233076e+01,8.583639477e+01,8.835695051e+01,6.871418581e+01,2.284577853e+01,8.619513607e+01,6.854645377e+01,5.696099122e+01,1.028179572e+01,2.601996427e+01,3.376567655e+01,9.844616220e+01,2.270772507e+00,8.795482562e+01
9.381137759e+01,7.480468102e+01,1.772145704e+01,4.520728251e+01,2.903718870e+01,9.902474889e+01,9.528149024e+01,5.600558185e-01,6.511630199e+01,4.513827040e+01,3.499899816e+01,7.472153094e+01,5.719908705e+01,7.718251544e+01,9.141124164e+01,7.390937711e+01,1.778305720e+01,4.627635178e+01,5.437218153e+01,3.430001588e+01,6.211231817e+01,1.518170155e+01,4.915790042e+01,2.730551641e+01,2.343850423e+01,9.190506701e+01,7.539019125e+01,1.105778553e+01,5.199662075e+01,5.654534026e+01,5.589901860e+01,6.080545867e+00,3.477200616e+01,9.306497855e+01,7.774801085e+01,8.945866559e+01,4.089118160e+01,1.490850945e+01,2.694387418e+01,6.672674879e+01,9.429913400e+01,4.990839937e+01,5.277005672e+01,3.211303301e+01,7.013437868e+01,2.729338318e+01,4.722426104e+01
3.070885952e+01,5.602758691e+01,2.476058417e+01,7.208829526e+01,7.424801492e+01,9.718244470e+01,8.801323677e+01,1.861605167e+00,5.507091519e+00,5.578044606e+01,2.862971746e+01,5.121623402e+01,2.054140070e+01,5.557590736e+01,2.883007555e+01,1.321336169e+01,5.231320226e+01,6.842516623e+01,4.231764528e+01,3.201066474e+00,9.550593734e+01,1.200107632e+01,6.960253671e+01,1.009637030e+01,1.463147674e+01,8.583649274e+01,9.886987642e+01,3.885302924e+01,8.877698894e+01,4.089237440e+01,7.893106614e+01,7.182967682e+01,5.683267805e+01,5.595963638e+01,8.277768070e+01,5.117454234e+01,9.912233568e+01,4.637015426e+01,5.414307652e+01,8.923449447e+01,3.901787032e+01,1.293519649e+01,5.934659296e+01,6.728101158e+01,6.850176234e+01,8.902144282e+01,2.218071772e+01
8.049228276e+01,4.423576556e+01,6.538936855e-01,4.418751147e+01,2.931935469e+01,3.291141134e+01,2.938185707e+00,2.171956250e+01,5.585740029e+01,6.994421609e+01,3.209169107e+01,5.913669738e+01,4.388308945e+01,7.483334548e+01,1.036019745e+00,6.147136564e+01,1.540961327e+01,2.997483380e+01,8.705744770e+01,3.245509876e+01,2.202222968e+01,8.522594493e+01,3.432796266e+01,1.999803742e+01,2.198275547e+01,3.137990315e+01,4.581714689e+01,7.213370993e+01,3.643963954e+01,9.600948504e+01,1.168380074e+01,5.462845823e+01,8.257442042e+01,3.629228839e+01,4.551241344e+01,9.588575762e+01,3.986893897e+01,2.131351113e+01,9.968430986e+01,4.006854162e+01,3.769783393e+01,7.233022015e+01,7.318517296e+01,6.948973189e+01,6.974458418e+01,6.215196244e+01,5.479859010e+01
5.883196522e+01,2.621074170e+01,2.154030894e+01,9.121861424e+01,9.947016327e+01,3.407020493e+01,2.703302658e+01,4.223581463e+01,3.762292010e+01,6.016546480e+01,6.420755230e+01,2.871812756e-01,5.548298114e+01,5.429405223e+01,9.066255261e+01,8.619889794e+01,7.928711797e+01,5.404300184e+01,7.892911472e+01,9.064578743e+01,1.042773067e+01,2.119584203e+01,3.529525925e+01,8.590620171e+00,4.322036148e+01,1.821920174e+01,2.280615144e+01,4.778598532e+01,6.829937325e+01,7.555594964e+01,3.637080840e+01,8.759886974e+00,5.524038061e+01,2.845201653e+01,7.475606855e+00,6.951999094e+01,7.198393046e+01,5.927908384e+01,7.889949221e+01,5.766950522e+01,2.969241778e+01,6.417303062e+01,7.775904351e+01,3.195854068e+01,2.043376190e+01,5.303840087e+01,8.161163245e+01
2.221449040e+00,8.267856865e+01,8.760149141e+01,8.460406996e+01,1.271825595e+01,8.044632377e+01,1.457899172e+01,1.255679929e+01,8.222237597e+01,6.359655074e+01,2.413001828e+01,8.529635569e+01,6.975440730e+01,3.886706115e+01,9.035785305e+01,3.333033411e+01,8.168755734e+01,5.577314502e+01,1.282164592e+01,1.174236322e+01,3.338568274e+01,4.404349794e+01,2.020314579e+01,8.184171035e+01,1.652171784e+01,7.667669771e+01,3.719897293e+01,4.039232827e+00,6.202742850e+01,9.000544580e+01,4.711020958e+01,5.560702976e+01,3.211937684e+01,5.135920670e+01,2.603051029e+01,7.179361177e+01,6.902261608e+00,2.202758685e+01,4.389739345e+01,5.825549466e+01,6.161389122e+01,5.510900859e+01,4.192252833e+01,1.153353681e+01,4.633522854e+01,4.883050069e+01,3.792073734e+01
2.266863322e+01,8.431089091e+01,5.193241892e+01,2.904780794e+01,5.443227003e+01,5.168055369e+01,8.436382538e+01,9.797086878e+01,8.829533735e+01,2.833217851e+01,5.290722395e+01,5.696519409e+01,8.218414630e+01,2.454077713e+01,4.479641370e+01,5.289915076e+01,8.989464770e+01,9.271533203e+01,7.433252276e+01,9.694172318e+00,7.398513436e+01,3.330187623e+00,6.858669034e+01,1.869070979e+01,1.257216628e+01,1.628564181e+01,9.681617204e+00,6.420519771e+01,2.963255362e+01,3.518391887e+01,4.987507635e+01,3.026669989e+01,4.604914215e+01,9.411563568e+01,6.692722790e+01,1.644730368e+01,4.958057759e+01,4.762662695e+01,9.676942915e+01,9.302627328e+00,4.304356163e+00,9.207065396e+01,1.863070214e+01,4.053313144e+01,7.596496349e+01,5.065454302e+01,3.005502904e+00
5.438982689e+01,7.236562000e+01,9.829195751e+01,1.088315637e+01,1.982996774e+01,7.266067777e+01,4.909234783e+00,4.367520637e+01,8.255583181e+01,2.436700184e+01,5.762803007e+01,4.356206895e+01,1.981283133e+01,4.775721040e+01,4.588296704e+00,3.990946979e+01,6.650615551e+01,7.257131158e+01,8.778916806e+01,6.625265332e+01,4.495867055e+01,5.554874583e+01,2.051271046e+01,6.979919364e+01,8.161639585e+01,6.910868712e+01,8.836848216e+01,6.277827684e+01,1.811564265e+01,5.838104105e-01,2.359099945e+01,4.232452925e+00,5.127310871e+01,5.394129073e+01,2.580303935e+01,4.425837319e+01,3.869272645e+01,7.737400268e+01,7.541788641e+01,1.932041755e+01,6.828398574e+01,5.569776395e+00,8.291539735e+01,7.198702964e+01,4.855717116e+01,8.427993658e+01,4.476214049e+01
7.225275075e+01,2.999485898e+01,7.710067380e+01,1.508806160e+01,7.362559807e+01,4.127569888e+01,9.768252077e+01,2.201926683e+01,1.633280870e+01,6.821970753e+01,8.194759774e+01,6.253862180e+01,3.152049382e+01,4.956517580e+01,4.331986972e+01,7.149804690e+01,3.731434470e+01,6.886584029e+01,2.995557205e+01,6.742371194e+01,4.214606263e+01,3.211944520e+01,8.205573678e+01,8.757996315e+01,6.928884014e+01,4.376187710e+01,4.156301286e+01,5.760376483e+01,4.944883263e+01,4.776516767e+01,6.075572701e+01,5.508410723e+00,2.138529596e+00,6.719330400e+01,3.108152584e+01,6.293155400e+01,6.550977041e+01,5.280784818e+01,4.741254697e+01,1.832804282e+01,2.104636011e+01,2.350790756e+01,1.173925058e+01,3.844384515e+01,3.907504406e+01,2.133829831e+01,1.379022109e+01
9.510233054e+01,1.439568636e+01,5.616607806e+01,5.195598343e+01,3.386603523e+01,1.692224489e+01,3.138257775e+01,3.335951156e+01,3.234064713e+01,2.029535467e+01,9.595727508e+00,4.890578115e+01,3.335077917e+01,1.136805443e+01,2.223419309e+01,4.188927198e+01,6.999813186e+01,8.888063306e+01,1.015770855e+01,3.468362760e+01,4.271214509e+01,3.880614328e+01,9.368347330e+01,9.717655697e+01,2.622105329e+01,1.709253967e+01,7.988339769e+01,3.447794304e+01,7.445097123e+01,2.390593512e+00,7.087444196e+00,9.089961397e+01,7.301393577e+01,2.600393033e+01,5.882593905e+01,6.270568411e+00,9.681504976e+01,2.190820798e+01,7.552395902e+01,7.663201077e+01,7.142654567e+01,3.443310799e+01,9.789315473e+01,4.483919078e+01,6.942159101e+01,4.578095234e+01,9.736214676e+01
5.440532350e+01,6.744144827e+01,9.084297459e+01,5.579065991e+01,9.105345564e+01,1.814520832e+00,9.826065705e+01,4.371584807e+01,7.970583798e+01,5.519834192e+01,5.168626715e+01,5.418446805e+01,7.351531982e+01,1.068223857e+01,4.617504410e+01,2.856490309e-01,3.357533525e+01,5.866951031e+00,2.390980093e+00,8.213733417e+01,8.338493349e+01,6.603885751e+01,5.610046928e+01,4.773703389e+01,4.298786584e+01,2.219850734e+01,5.567993415e+01,4.465875180e+01,7.879547514e+01,1.937636506e+01,4.389503560e+01,9.452039113e+01,2.096153580e+01,3.811234233e+01,4.207634793e+01,7.503232640e+01,9.162846664e+01,5.200572442e+01,4.566947688e+01,4.051493450e+01,5.404254502e+01,2.393479376e+00,8.027662349e+01,9.029803116e+01,9.024197893e+01,5.341842178e+01,9.998283572e+01
5.027493836e+01,4.051228578e+01,9.338167166e+01,8.341965104e+01,2.445003318e+01,9.224108361e+01,3.701015060e+01,6.412472598e+01,5.352519018e+01,4.020274457e+01,8.927588952e+01,5.514229779e+01,8.454064398e+01,2.912214308e+01,1.212723670e+01,8.160839664e+01,1.625222342e+01,8.324755849e+01,6.891017396e+01,4.767997001e+01,5.330230982e+01,1.655449177e+01,3.236414806e+01,4.453861707e+01,3.686113465e+01,2.561577757e+01,1.246006114e+01,4.450048848e+01,5.821486501e+01,4.356485695e+01,9.968138891e+01,4.160435753e+01,1.206705574e+01,8.360397137e+01,8.789826448e+00,5.352289368e+01,6.943817662e+01,5.098767789e+01,9.175650829e+01,1.433604795e+01,3.277549099e+01,8.183092464e+01,3.354765227e+01,7.237300651e+01,9.936088128e+01,8.106853104e+01,2.072641487e+01
5.945590216e+01,1.422230928e+01,3.184219178e+01,2.471656952e+01,2.571829953e+01,9.084588441e+01,1.417704980e+01,5.401996907e+00,5.990835597e+01,5.288988239e+01,7.942709997e+01,7.767611776e+01,4.454174386e+01,5.789185247e+01,2.799830763e+01,3.533195784e+01,9.074361916e+01,1.829029126e+01,8.632265198e+01,5.215482554e+01,2.868244075e+01,2.968574024e+01,7.953249916e+01,6.241195570e+01,7.558806590e+01,7.334379241e+01,5.447388275e+01,9.431207862e+01,1.309596536e+01,1.897066728e+01,8.360668859e+01,3.808053548e+00,3.547430571e+01,4.056692569e+01,1.920592489e+01,7.399411472e+01,8.693273010e+01,2.337829763e+01,4.481846555e+01,9.950925956e+01,4.707550885e+01,7.384123758e+00,2.036829370e+01,6.814790105e+01,1.599201108e+01,3.189793756e+01,5.347206022e+01
4.534081560e+01,6.176578477e+01,2.949112522e+01,9.950363706e+01,7.261366952e+01,8.230492756e+01,7.635543468e+01,8.820226276e+01,7.887618618e+01,3.284539812e+01,2.884671808e+01,7.110754802e+01,7.692550926e+00,3.051251331e+01,1.990474448e+01,1.166372536e+01,3.011091145e+01,3.994052760e+01,6.438258414e+01,3.916906094e+01,5.309567837e+01,3.753537928e+01,1.744711359e+01,7.997926460e+01,8.849149784e+01,7.836609704e+01,3.535626452e+01,3.558396197e+00,1.331452231e+01,7.413345197e+01,2.651620545e+01,4.374463507e+01,1.528611909e+01,7.560041851e+01,1.563426054e+01,4.848402043e+01,4.868325426e+01,2.552935446e+01,5.169970542e+01,3.777716655e+01,8.609698464e+01,3.162697780e+01,3.591824759e+01,1.675337369e+01,9.626896449e+01,6.966716081e+01,7.292493974e+01
7.639911427e+01,7.407052092e+01,9.141723229e+01,5.632878124e+01,5.506092420e+01,4.729620757e+01,5.966352261e+01,9.978638937e+01,3.153384142e+01,6.669816400e+01,4.481657320e+01,4.917849108e+01,2.692862310e+01,9.853344177e+01,6.070776792e+01,2.274556383e+01,8.023824134e+01,5.340420964e+00,6.504214315e-01,5.687861343e+01,6.953862475e+01,8.382057950e+01,6.489661146e+01,7.416354398e+01,7.087974945e+01,3.352726040e+01,5.111353765e+01,3.598635188e+01,9.020993974e+01,6.042746382e+01,6.464604264e+01,7.639048606e+01,1.731210091e+00,7.401219175e+01,2.156185153e+01,6.612988219e+01,5.363828867e+01,6.677335789e+01,6.524851746e+01,4.931747668e+01,1.096464443e+01,1.254945687e+01,8.082021685e+01,4.296361484e+01,2.813146539e+01,3.286510574e+00,6.947030814e+01
7.605789181e+01,1.002189786e+01,2.898464594e+01,7.890122446e+01,1.907637069e+01,6.089643556e+01,3.300516206e+01,2.028441810e+01,4.075573469e+01,3.558170816e+01,4.468880760e+01,1.796823980e+01,4.437923297e+01,5.732759010e+01,3.004907228e+01,2.418438948e+01,1.892791211e+01,3.898715608e+01,6.351441595e+01,9.839013155e+01,8.119288675e+01,2.880184577e+00,5.233984336e+01,4.553942209e+00,3.944917893e+01,4.763629337e+01,4.596651270e+01,1.750677310e+01,1.261370462e+01,3.267308840e+01,8.280737917e+01,6.187397803e+01,6.918510321e+01,9.739790232e+01,1.793612024e+01,1.093207550e+00,4.549080006e+01,7.421473320e+01,7.912761829e+01,5.514539224e+01,9.293083603e+01,6.196561092e+00,9.774388312e+00,8.743753210e+00,1.788062935e+01,7.977694188e+01,7.792898326e+01
8.158336540e+01,1.941885688e+01,3.589830424e+00,1.868912659e+00,2.197375341e+01,2.360590141e+01,3.921169896e+01,5.818954708e+01,5.126801674e+01,9.534941935e+01,8.784313103e+01,5.846218959e+01,5.774463384e+01,5.798041764e+01,1.846845979e+01,9.602058815e+01,8.846965324e+01,8.871106762e+01,2.146041801e+01,3.075292102e+01,6.105652298e+01,8.621505858e+01,7.748846826e+01,5.338821464e+01,4.622895831e+01,4.832846706e+01,7.422023457e+01,5.539305940e+01,6.772771873e+01,6.126130870e+01,4.842453756e+01,3.714007854e+01,2.171958439e+01,1.163609016e+01,4.232538389e+01,8.436874253e+01,9.190120218e+01,8.585096076e+01,1.037976566e+01,1.065296575e+01,2.430203137e+00,8.408578972e+01,3.243319853e+01,6.148615196e+01,7.834570728e+01,7.423732776e+01,4.638003824e+00
1.033294054e+01,6.985878787e+01,3.871924428e+01,7.213957237e+01,1.475705093e+01,1.579662017e+01,2.842429736e+01,7.273542116e+01,1.863651710e+01,9.572091087e+01,2.140742806e+01,2.161935561e+01,5.235381976e+01,6.145111839e+01,6.165681174e+01,2.463255589e+01,1.336407586e+01,2.144482881e+00,1.860111894e+01,5.042917788e+01,5.143858389e+01,1.980242657e+01,1.455356288e+01,8.639426976e+00,1.012082993e+01,5.983910926e+01,5.046089523e+01,6.180637863e+01,7.683063490e+00,4.728814945e+01,7.970870761e+01,5.297575609e+01,8.522543616e+01,3.949842422e+01,6.788319168e+01,1.354563658e+01,6.356060612e+01,4.036576752e+01,7.855911162e+01,5.560350857e+01,9.117448340e+00,4.929006701e+01,1.514157676e+01,7.112750837e+01,2.579809863e+01,1.349117304e+01,2.534625742e+01
3.599669837e+01,4.773471648e+01,4.172223495e+01,9.048150662e+01,4.478136845e+01,1.189684533e+01,6.927876034e+01,2.032312682e+01,8.503062245e+01,3.585206254e+01,3.032454487e+01,1.176481743e+01,5.300724939e+01,6.959352285e+01,2.592260897e+01,5.931057459e+01,2.633915395e+01,1.024478856e+01,8.127081084e+01,5.601259844e+01,2.836594076e+01,6.992929442e+01,4.312558138e+01,8.634753704e+01,8.827361384e+00,2.620035428e+01,8.026147675e+01,5.321636820e+01,2.678994529e+01,9.731467581e+01,1.377344827e+01,1.139504020e+01,1.678052672e+01,6.190914367e+01,1.094756098e+00,9.498158645e+01,5.523842821e+01,2.664095692e+01,4.702883367e+01,9.939687461e+01,1.917867704e+01,2.317800147e+01,5.720377279e+01,9.498213017e+01,8.953498287e+01,9.104293305e+01,2.404251024e+01
5.314571082e+01,6.698610453e+01,3.738503961e+00,4.287182773e+01,1.129452979e+01,6.746686070e+01,6.893864010e+01,7.625525748e+01,9.530477327e+00,3.770485118e+01,5.911090482e+01,9.668555381e+01,4.947025179e+01,8.186760897e+01,9.713364994e+01,1.028656725e+01,9.908888617e+01,2.707271019e+01,1.197775226e+01,9.144988458e+01,6.880044317e+01,6.438483899e+01,5.182066881e+01,5.726235645e+01,7.421473765e+01,1.299765054e+01,8.636385438e+01,3.031754857e+01,1.203975206e+01,3.452619374e+01,3.028671484e+01,1.985613925e+01,4.975691601e+01,5.989891544e+01,7.584295186e+01,7.194482414e+01,2.120922799e+01,6.283747091e+01,3.408320850e+01,2.936542160e+01,3.072753497e-01,4.175672151e+01,4.406486863e+01,5.612751013e+01,1.681835415e+01,3.527240692e+01,1.140080247e+01
6.762699541e+01,1.237406126e+00,9.078930575e+01,1.591884972e+00,4.256471778e+01,3.545504456e+01,3.156021390e+01,5.600942822e+01,8.440395816e+01,1.825589327e+01,6.195765511e+01,2.660918608e+01,5.830109143e+01,3.451460747e+01,8.232944261e+01,6.186241093e+01,9.915117325e+01,4.791246526e+00,1.923250097e+00,7.826171915e+01,3.495548347e+01,2.716951502e+01,2.340905883e+00,2.354370393e+01,2.201550003e+00,8.194619092e+01,8.415451928e+01,7.266316429e+01,8.841020065e+01,6.590388897e+01,9.498273370e+01,3.241823835e+01,8.568083639e+00,1.335043236e+01,1.130405538e+01,9.481992816e+00,6.657503548e+01,5.552684198e+01,2.440501370e+01,2.912910211e+01,4.839255339e+01,3.785221698e+01,2.922035511e+01,8.329040735e+01,1.325844060e+01,4.840258405e+01,4.339746515e+01
4.335774357e+01,8.400599810e+01,1.958601785e+01,1.470757880e+00,8.959671312e+01,7.512011400e+01,4.333817556e+01,2.798539194e+01,9.056502011e+01,2.942545624e+01,2.227470248e+01,1.661810320e+01,9.030150387e-01,4.039265345e+01,9.044901207e+01,8.270475652e+01,2.951523850e+01,7.740918129e+01,7.780717873e+01,3.522010828e+01,6.089724307e+01,1.057201622e+01,7.537353478e+01,5.172693014e+01,7.114327005e+01,3.961220827e+01,9.939092405e+01,8.557136315e+00,1.199502822e+01,9.632528572e+01,4.445529898e+01,6.802985133e+01,5.910397391e+01,2.026925281e+01,2.766681082e+01,2.179930539e+01,9.759029382e+01,7.506041396e+01,6.687002609e+01,2.833626600e+01,1.127223207e+01,2.460689252e+01,1.722800208e+01,5.914113351e+01,1.444229254e+01,7.067281604e+01,7.992608770e-01
1.236108036e+01,8.191694667e+01,6.096951951e+01,2.175320661e+01,3.248211454e+01,3.560130911e+01,8.834328612e+01,3.138422753e+01,7.812650385e+01,4.723350632e+01,4.798110367e+01,4.394705633e+01,1.485916941e+00,5.652828419e+01,6.856936747e+01,6.806757057e+00,6.309813515e+01,4.254146943e+01,2.882147184e+01,3.904821159e+01,9.001343171e+01,6.140010208e+01,8.159009966e+00,6.632795451e+00,9.444628175e+00,1.996440163e+00,2.171920154e+01,9.878985719e+01,5.475767921e+01,9.533296301e+01,9.699169305e+01,1.413959019e+01,2.167199702e+01,2.700036112e+01,1.673005121e+01,2.727699119e+01,2.114847606e+01,9.827790982e+01,3.768288470e+01,7.611343885e+01,1.053480970e+00,1.803058134e+01,2.728143564e+01,9.958716427e+01,8.264320541e+01,6.653192617e+01,7.043472265e+01
2.975893947e+01,3.280430881e+01,8.816791414e+00,8.546723018e+01,6.347477762e+01,8.375174017e+01,5.550241560e+01,2.166536736e+01,7.856793096e+01,7.488925107e+01,8.539292262e+01,2.244418817e+01,9.378105452e+01,5.606987843e+01,2.736493616e+01,4.176800001e+01,6.800262457e+01,7.428457076e+01,5.371541467e+01,2.350143885e+01,2.952626654e+01,9.108832881e+01,8.699713472e+01,4.315900065e+01,9.372304808e+01,3.796316358e+01,6.631275003e+00,1.483513646e+01,4.935042517e+01,9.101585687e+01,2.515292273e+01,3.070899615e+01,3.799780764e+01,1.895284914e+01,5.865215698e+01,1.618691709e+01,7.110789815e+01,1.768178972e+01,8.102573773e+01,5.992104890e+01,8.347202128e+01,8.448579122e+01,4.744620755e+01,5.592719078e+01,6.814204912e+01,8.444119436e+01,9.029887584e+01
4.702895076e+01,2.256782461e+01,6.181470875e+01,7.462927428e+01,4.232092334e+01,7.289824411e+01,9.195653838e+01,7.057964263e+01,6.305870152e+01,4.089561930e+01,7.396430562e+01,2.847217974e+01,6.839968281e+01,9.688762766e+01,4.124029678e+01,8.466604256e+01,6.930313053e+01,8.804806993e+01,9.173591678e+01,5.112090073e+01,4.743598734e+01,2.814398065e+01,5.710483487e-01,3.414870287e+01,3.365029430e+00,1.154828218e+01,3.199670136e+01,9.837879457e+01,4.446972906e+01,2.877352088e+01,1.577362513e+01,7.287891359e+01,1.144647274e+01,6.521413266e+01,5.409470871e+01,9.329581502e+01,4.896481528e+01,3.011284980e+01,3.379036258e+01,2.014733668e+01,4.613953323e+01,1.599133469e+01,6.345088143e+01,8.820184171e+01,5.037492988e+01,6.079497730e+01,8.773703986e+01
4.371674997e+00,8.670021396e+01,4.215445329e+01,8.184923835e+01,6.780895733e+00,8.147192264e+01,1.257962252e+01,5.507641296e+01,7.312030251e+01,4.767130624e+01,4.734962231e+01,1.898264712e+01,3.889255761e+01,2.152244204e+01,4.667650681e+01,9.422927304e+01,5.925142325e+01,1.347920457e+01,3.476540903e+01,3.272872976e+01,6.805809226e+01,4.101390519e+01,3.780333055e+01,3.166820924e+01,1.095594974e+01,1.324061695e+01,5.808681499e+01,5.512422078e+01,6.601203596e+00,8.450027812e+01,3.014662215e+01,4.821330506e+01,3.868027027e+01,6.551197047e+01,4.128243328e+01,6.229744559e+01,2.531317573e+01,1.726606119e+01,8.556250772e+01,9.867488521e+01,5.488053658e+01,5.357579417e+01,1.857104209e+01,8.067220181e+01,7.578678934e+00,5.046470138e+01,8.175176030e+01
6.912738405e+01,7.678373118e+01,9.010916554e+01,8.166865702e+01,6.836440419e+01,8.073335487e+00,3.243925952e+01,4.471787085e+01,2.123064696e+01,4.586485424e+01,8.024398883e+01,6.637088738e+01,2.201390138e+01,4.926241984e+01,8.972917229e+01,1.961714365e+01,9.849734643e+01,6.757958401e+01,6.274990067e+01,5.649598252e+01,3.207463144e+01,7.381799357e+00,2.006101963e+01,6.883501500e+01,7.478580423e+01,1.965740007e+01,5.205578934e+01,4.542444971e+01,7.603799582e+01,7.481580017e+01,4.970610614e+01,3.374703467e+01,3.504567354e+01,5.783406370e+01,7.238004625e+01,3.318633588e+01,5.479968360e+01,4.529304818e+01,2.476343876e+01,5.197129602e+01,1.560790713e+01,4.378258387e+01,5.512008762e+00,1.528780380e+01,7.616279684e+01,1.758437275e+01,5.688948333e+01
5.046232803e+01,1.289641889e+01,5.301136090e+01,4.430607931e+01,8.643059873e+01,5.427065737e+01,4.698831862e+01,4.962306586e+01,6.655015480e+01,6.210182126e+01,3.974926629e+01,8.270301942e+01,6.002215494e+01,8.481445702e+01,4.721151464e+00,4.756122595e+01,1.712118544e+01,4.350926505e+01,7.200345157e+01,8.819028063e+01,9.374030190e+01,6.165144189e+01,7.014270938e+01,5.859390738e+01,1.665747264e+01,3.390209146e+01,4.946145252e+01,3.790698849e+01,8.026511755e+01,4.179676668e+01,8.668775772e+00,1.673185483e+00,8.318191779e+01,3.208392444e+01,1.515181086e+01,7.606133547e+00,9.999292138e+00,6.926419033e+00,5.733935645e+01,1.248990200e+00,4.240943034e+00,4.320015162e+01,2.753211478e+01,5.312324775e+01,1.246374768e+01,1.854923978e+01,4.633425816e+01
