v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92
3.696580404e+01,2.645918768e+01,9.583051479e+01,5.144057950e+01,5.453365660e+01,3.339596686e+01,8.707175675e+01,1.620357320e+01,7.583311809e+01,5.362101077e+01,4.906674986e+01,6.897074797e+01,7.688379561e+00,2.612420794e+01,9.129178126e+01,6.541229591e+01,3.809467116e+01,3.646074260e+01,7.452215096e+01,3.764547779e+00,3.836952274e+00,7.187812787e+01,3.517009553e+01,5.384131645e+01,2.500688291e+01,4.368179614e+01,6.965752409e+01,4.415819175e+01,5.737785902e+01,4.259837438e+01,1.974729136e+01,5.146224393e+01,4.982658320e+01,2.338835409e+01,9.993454086e+01,3.114814125e+01,6.657121735e+01,5.420109697e+01,9.621192039e+01,8.630205184e+01,3.010428052e-02,1.422535183e+01,6.385274317e+01,6.220942541e+01,7.505416666e+00,6.473383472e+01,7.141292855e+00,6.471123183e+01,1.301502846e+01,8.594498269e+01,4.489696758e+01,9.045716230e+01,9.168993500e+01,9.384528391e+01,7.299447945e+01,7.691225942e+01,1.807342304e+01,2.534113487e+01,5.166285306e+01,2.756249790e+01,2.654502122e+01,9.966190971e+01,1.809750358e+01,1.093868114e+01,6.501239285e+00,3.693351844e+01,7.839403485e+01,6.958873534e+01,4.821093313e+01,5.014944627e+01,6.164657327e+00,9.624036301e+01,8.547586131e+01,7.616347190e+01,1.621126918e+01,1.371686266e+01,9.443875751e+01,6.660993940e+01,2.893872867e+01,8.337427175e+01,5.578666526e+01,4.027713452e+01,9.564445516e+01,8.024659347e+01,9.579268436e+01,1.428063986e+01,2.246418256e+01,7.708761959e+01,1.170495544e+01,2.470052643e+01,9.722895900e+01,5.334259983e+01
4.440716797e+00,7.239261121e+01,9.484327210e+01,2.821142846e+01,8.123677375e+01,9.555627929e+01,8.206095822e+01,2.115444199e+01,9.646002247e+01,6.843256909e+01,6.034587062e+01,6.908432897e+01,3.069760422e+01,9.186769313e+01,4.280082868e+01,4.898920074e+01,8.460588926e+01,2.641894181e+01,7.516198561e+01,9.345091227e-01,4.972909644e+01,6.880884420e+01,1.542543330e+01,5.195184179e+01,1.625022053e+01,2.324108922e+01,4.564907101e+01,2.555023084e+01,1.169792393e+01,4.636593838e+01,2.615422737e+01,7.212195373e+01,4.815849030e+00,2.600987048e+01,2.420388532e+01,7.847256659e+01,5.082236091e+01,2.874800500e+01,8.159731089e+01,1.809723056e+01,5.747413560e+00,9.422080051e+01,4.120108314e+01,6.540791851e+01,2.086165640e+01,1.384005313e+00,3.197603093e+01,4.745561388e+01,1.532216151e+01,4.917202972e+01,4.121594538e+01,7.606448624e+01,8.781120088e+01,4.747750565e+01,9.970787608e+01,1.850124336e+01,3.883516846e+01,5.120027635e+01,5.918781702e+01,6.249044777e+01,5.786759230e+01,4.933805869e+01,1.105208418e+01,6.136162197e+01,7.298088968e+01,6.767198258e+01,7.679102606e+01,3.980244656e+01,3.878475717e+01,9.195470004e+01,6.029517232e+01,5.328883882e+01,3.201740964e+01,1.524042000e+00,1.999132264e+01,5.674663357e+01,1.487421795e+01,9.316619387e+01,7.396576185e+01,6.227044052e+01,1.887111159e+01,1.301147572e+01,5.707123386e+01,8.047747204e+00,7.016078002e+01,2.598325998e+01,8.009012310e+01,3.280716859e+01,3.809901781e-02,2.502789002e+01,7.203373184e+01,5.144685766e+01
8.573829718e+01,7.476242432e+00,3.772397863e+01,8.417855214e+01,3.613468984e+00,8.215565953e+01,5.112469951e+01,1.354312416e+01,7.962733639e+01,1.538039318e+01,4.379939803e+01,9.479512072e+01,3.891282592e+01,3.856502224e+01,3.641067883e+01,7.269057907e+00,9.788183978e+01,3.353722584e+01,4.748770083e+01,2.275370158e+01,4.929755850e+01,2.152127143e+01,7.826588135e+01,4.491106490e+01,8.982551412e+01,7.911627466e+01,5.352145683e+01,5.274950563e+01,6.851437369e+01,8.510956786e+01,8.244424935e+01,1.709455968e+01,7.656416641e+01,9.624581138e+01,1.744634996e+01,7.454251324e+01,4.403998902e+01,4.122973337e+01,7.785384955e+01,1.171417731e+00,2.180919404e+01,8.130772908e+01,3.627053509e+01,2.024142349e+01,5.421239949e+01,3.666393778e+01,7.594128294e+01,7.492606079e+01,8.946452275e+01,3.894020775e+01,3.568791720e+01,6.148908819e+01,1.215964746e+01,7.250974641e+01,3.798095072e+01,2.700586886e+01,8.974162675e+01,4.387552537e+01,7.562801428e+01,2.886304475e-01,1.411876326e+01,1.492575107e+01,8.676619397e+00,3.680959043e+01,1.560916136e+01,8.826766194e+01,5.703221643e+01,5.678823365e+01,4.960755833e+01,4.369245704e-01,3.926911964e+01,4.364300439e+01,7.517181890e+01,5.057481479e+01,9.243376432e+01,5.774618135e+01,6.457606547e+01,3.599565533e+00,3.465037632e+01,1.867720883e+01,3.136819083e+01,9.203836464e+01,2.292845035e+01,5.429359838e+01,9.163995950e+01,4.762651848e+01,3.682759578e+01,2.829610422e+01,9.532548615e+01,7.010151889e+01,7.988607914e+00,5.971937845e+01
3.459302794e+01,8.425782788e+01,1.645345338e+01,8.058635869e+01,7.045328165e+00,8.231669463e+01,6.072978006e+01,8.511738932e+00,8.072611249e+01,7.845350998e+01,3.864356163e+01,6.339658220e+01,5.185207272e+00,1.459119027e+01,5.139069890e-01,8.092886553e+00,6.627854384e+01,1.247373306e+01,2.069457844e+01,1.297052663e+01,7.974292646e+01,7.472209937e+01,5.273590488e+01,5.691405193e+01,7.560923164e+01,4.678135005e+01,6.485296101e+01,5.102077340e+01,1.088926285e+01,1.149643461e+01,8.120816364e+01,2.157522492e+01,4.457653497e+01,5.471226306e+01,2.516133074e+01,6.830430878e+01,6.868224938e+00,1.455089130e+01,5.308585448e+01,1.398796765e+01,3.838914029e+01,8.764331190e+01,7.835959773e+01,9.330312351e+01,2.891209146e+01,3.722700161e+01,5.165974588e+00,3.747937279e+01,6.262327543e+01,7.269634595e+01,4.664764775e+01,1.494790135e+01,1.725116290e+01,6.169473652e+01,7.762225209e+01,7.545365342e+01,8.899179698e+01,2.174447642e+01,8.437185429e+01,5.347729874e+00,9.873255616e+01,2.752199296e+01,9.292084844e+01,2.466442867e+01,7.729832301e+01,8.957796673e+01,6.148824043e+01,9.723621831e+01,3.534499471e+00,8.119307262e+01,1.292361716e+01,7.511928557e+01,7.133057758e+00,9.620223079e+01,9.742101798e-01,2.761933916e+01,3.372032027e+00,3.830791047e+01,8.667475987e+01,4.450196363e+01,4.828695163e+01,4.693047248e+01,7.625667097e+01,5.093329035e+01,5.837181291e+01,1.123709605e+01,5.125595381e+01,1.919138842e+00,8.020862208e+01,1.535726352e+01,7.196016171e+01,7.732812387e+01
8.161618818e+00,1.950011682e+01,6.638671025e+01,5.247600366e+01,9.117472631e+01,7.005693612e+01,2.068413791e+01,5.308605089e+00,4.549192313e+01,6.361266971e+01,7.605076544e+01,2.433607188e+01,2.509270000e+01,8.950530505e+01,9.444679990e+01,8.795177485e+01,3.116157576e+01,6.220222691e+01,5.675138074e+01,2.632248460e+01,5.419884194e+01,3.540460032e+01,3.121076949e+01,6.597300880e+01,9.992812845e+01,1.123715429e+01,4.414742342e+01,5.374627642e+01,6.454081142e+01,5.492690085e+01,9.042587005e+01,2.106332326e+00,3.752278218e+01,3.597826541e+01,5.747906911e+01,9.391064677e+01,4.877454298e+00,4.728211939e+00,6.119264697e+01,6.297187418e+01,9.961746677e+01,7.476626467e+01,2.516625785e+00,3.925888680e+01,9.518570387e+01,5.151399586e+01,4.696381613e+01,9.828026916e+01,2.789398940e+01,8.767154875e+00,5.295918548e+00,5.263400657e+01,9.686032221e+00,2.936840617e+01,1.763292731e+01,6.863005621e+01,7.088680264e+01,9.975851535e-01,1.209666856e+01,8.076927905e+01,4.431769139e+01,3.985204748e+01,1.604886316e+01,8.699705716e+00,2.812397703e+01,6.679396516e+01,6.450355899e+01,5.699539449e+00,3.989480247e+01,3.260263070e+01,7.070080777e+01,9.433764816e+01,1.708396467e+01,4.799133111e+00,6.857605907e+01,9.862129305e+01,3.072657822e+01,4.946497492e+01,1.490886080e+00,1.176681397e+01,8.927028019e+01,3.160713163e+01,8.841278129e+01,6.926927714e+01,1.961918877e+01,1.582673883e+01,9.686648538e+01,3.964395168e+01,4.812643707e+01,6.242447045e+01,5.948935638e+01,5.532906614e+01
8.288842705e+01,9.064016952e+01,7.367720258e+01,2.722477160e+01,6.232429393e+00,1.141690240e+00,2.047167037e+01,3.365473297e+01,6.644258745e+00,7.241695515e+00,4.700356129e+00,2.228930547e+01,8.292049834e+01,4.058108003e-01,2.274964628e+01,2.032458661e+01,4.281346001e+01,9.763147354e+01,7.016787200e+01,5.232641183e+00,7.754709012e+01,4.853122737e+01,5.558198876e+01,5.873986992e+01,6.743974035e+01,8.188174716e+01,9.284677062e+01,6.683928488e+01,7.515729619e+01,8.863285729e+01,8.444290732e+01,2.768626101e+01,6.280732202e+01,7.825346661e+01,9.097310170e+01,6.812443622e+01,8.263795291e+01,6.905625085e+01,6.841825659e+01,8.645385166e+00,2.700563881e+01,6.988788509e+01,3.697478313e+01,3.952911746e+00,5.326172688e+01,6.940538331e+01,7.801658374e+01,4.140099185e+01,1.435858845e+01,8.447097616e+01,6.041911765e+01,8.834927738e+01,1.178650457e+01,2.702027621e+01,3.279181226e+01,1.430079637e+00,1.882719302e+01,3.788951638e+01,1.502845867e+01,8.746053756e+01,5.659254320e+01,6.730947586e+01,4.866999954e+01,6.524418554e+01,9.790296696e+01,8.021333308e+01,4.399747018e+00,7.838634681e+01,3.664579239e+01,8.919200457e+01,7.161021229e+01,1.023549651e+01,9.778549694e+01,1.631748977e+01,6.695926289e+01,1.756064561e+01,5.989873230e+01,3.260784062e+01,2.626113928e+01,1.880646030e+01,4.423993957e+01,9.440327107e+01,8.885947342e+01,3.210827422e+01,1.445473871e+01,8.083544226e+01,9.471124742e+01,9.325307437e+01,5.730957648e+01,9.591555338e+01,2.204231070e+01,3.595035104e+01
4.897003874e+01,8.414173428e+01,9.902888503e+01,7.022618746e+01,1.881207213e+01,8.935545649e+01,2.569806070e+01,6.745587834e+01,3.658017887e+01,8.042126697e+00,3.998155193e+01,7.747964995e+01,1.244549167e+01,4.081730564e+01,1.783264819e+01,4.321750081e+01,4.687035525e+01,9.250456455e+01,4.796501586e+01,5.758013796e+01,4.236997343e+01,5.880098696e+01,1.015525929e+01,8.345778733e+01,9.486615937e+01,4.218663367e+01,9.726390363e+01,6.575538045e+01,1.355664209e+01,7.079547212e+01,5.369135461e+01,1.214993810e+00,2.732004866e+01,8.857631779e+01,7.120850579e+00,1.110794376e+01,5.587210107e+01,3.805704738e+01,6.676175890e+01,9.678718091e+01,4.322666295e+01,4.623320454e+01,9.719058968e+01,5.144903823e+01,3.445579303e+01,6.455266009e+01,8.127119716e+01,2.294822535e+00,3.926233507e+01,3.221209307e+01,3.157944189e+01,7.048721833e+01,1.321365360e+01,8.895505780e+01,4.685701008e+01,9.720800764e+01,9.088280960e+01,5.287874173e+01,1.258061945e+01,7.214205656e+00,5.221785315e+01,9.761457817e+01,5.961891452e+01,2.753431650e+01,3.712404005e+01,8.597778561e+01,2.945059033e+01,6.558904501e+01,9.522399983e+01,7.536603053e+01,3.278382496e+01,9.853809849e+01,2.581079836e+01,1.177982842e+01,1.709050291e+01,8.365385997e+00,2.101912478e+01,4.470761761e+01,5.496332761e+01,8.620810179e+01,4.294233801e+01,8.712042536e+01,2.786332012e+01,2.142032070e+01,8.033939930e+01,8.557461280e+01,5.185987082e+01,2.379961148e+00,3.277264406e+00,6.207678929e+01,8.144050778e+01,3.939908254e+00
4.511499064e+01,1.135415895e+01,7.450647231e+01,5.303613363e+01,4.054263590e+01,8.727285399e+01,4.638237507e+01,5.235995557e+01,5.240068772e+01,9.121578868e+01,9.947856181e+01,4.238486991e+01,5.342830698e+01,8.254369547e+01,5.330578591e+01,9.637787853e+01,9.205986221e+01,8.259957167e+01,3.319000003e+01,9.183976965e+01,9.381173087e+01,7.956223597e+01,6.206834056e+01,8.661544712e+01,9.776824462e+01,1.643097824e+01,7.585755948e+01,4.254683238e+00,2.535408700e+01,8.369157677e+00,3.589046897e+01,8.018870785e+01,5.443760257e+01,4.762979330e+01,6.500932452e+01,3.799267814e+01,5.756405623e+01,9.770329817e+01,1.563844575e+01,2.863266552e+01,9.487068749e+01,9.046774475e+01,8.357541941e+01,8.114208299e+01,4.040229243e+01,8.274030473e+01,5.239342202e+01,8.747229502e+01,1.041683702e+01,6.533959689e+01,7.996296814e+01,2.133606375e+01,1.071524166e+01,4.027944949e+00,9.016631550e+01,8.186040567e+01,3.154039016e+01,8.119148747e+01,3.596933502e+01,7.678933661e+01,3.386971396e+01,6.582936879e+01,2.408195155e+01,8.639145146e+01,4.187713814e+01,9.862182616e+01,6.412900796e+01,7.872183002e+01,9.735773589e+01,1.212601912e+00,6.327493441e+01,2.779464578e+01,3.102069841e+01,9.348997788e+01,6.753417620e+01,3.259942510e+01,2.141819251e+01,2.288194825e+01,2.727581259e+01,5.485215752e+00,6.412395206e+01,2.181047772e+01,4.790800717e+01,9.296123822e+01,9.428386456e+01,1.505209915e+01,8.650768668e+01,2.192557990e+01,5.039121549e+01,1.800483470e+01,2.783838061e+01,8.980497832e+01
6.397958995e+01,4.697381227e+01,7.882988729e+01,1.411823370e+01,8.467380141e+01,8.254537898e+01,7.134223873e+01,5.514840556e+01,9.065402430e+01,6.195243886e+01,6.165722429e+01,2.890108611e+01,4.518640364e+00,6.599025151e+01,8.005035560e+00,5.766578775e+01,2.477649304e+01,6.411379192e+01,1.202528608e+01,5.163411882e+01,2.353821738e+01,2.579595685e+01,1.397063275e+01,9.902609788e+01,9.462657288e+01,6.324810146e+01,7.310757423e+01,4.674310038e+01,2.959239523e+01,8.128831752e+01,5.146518098e+01,1.020265215e+01,8.288085597e+01,9.683795659e+01,5.880183579e+01,3.956155545e+00,8.777160893e+01,4.921966807e+01,9.089535652e+01,8.216524353e+01,9.184975289e+00,2.652596781e+01,8.275618625e+01,4.707467094e+01,1.904498262e+01,5.984618310e+01,6.437056695e+01,4.272900639e+01,8.161853174e+01,2.940102013e+01,6.267350537e+01,9.077080381e+01,9.898270260e+01,9.977186748e+01,8.383423418e+01,8.660809465e+01,4.462350873e+01,9.979626963e+01,5.108758727e+01,9.181907059e+01,5.317173221e+01,8.764256041e+01,8.634398812e+01,9.032981077e+01,2.797948346e+01,7.685142938e+01,9.234191586e+01,4.601105303e+01,1.347596152e+01,7.741367246e+01,8.680261864e+01,2.664966549e+01,7.360197417e+01,3.344528964e+01,5.670786423e+01,3.953068415e+01,9.278741217e+01,4.198777725e+01,3.563476041e+01,6.940902356e+01,1.626222303e+01,9.419274146e+01,4.355789272e+00,8.337480609e+01,2.140838035e+01,9.663655348e+01,7.725580756e+00,1.325651443e+01,6.030902250e+01,1.996031315e+01,2.154332538e+01,3.808944526e+01
5.065917884e+01,5.821768287e+01,8.902157439e+01,4.632251513e+00,8.430562807e+01,5.912712196e+01,8.432887119e+00,5.486231541e+01,7.727017320e+01,3.078517163e+01,1.508993986e+01,3.195203570e+01,4.376291550e+01,8.274924965e+01,6.682946824e+01,1.728181524e+01,8.783782903e+01,3.212664030e+01,5.517178764e+01,5.515377341e+01,9.060758840e+01,8.050414833e+01,7.979889293e+01,3.663693337e+01,1.717158161e+01,4.069265157e+00,2.316182972e+01,8.780592809e+01,1.106359155e+01,1.371645720e+01,1.992814419e+01,1.175426939e+00,7.280667236e+01,1.419247426e+00,5.513748461e+01,1.065896736e+01,1.748373878e+01,7.289450122e+01,7.883093278e+01,5.538286045e+01,3.047228551e+01,6.650810794e+01,5.687582046e+01,4.475132430e+01,1.570215108e+01,8.323602526e+01,4.832957202e+00,3.945736347e+01,4.114569592e+01,4.452533474e+01,6.495707463e+01,5.758967029e+01,5.024175255e+01,3.686130385e+01,4.924636915e+01,2.698464130e+01,6.302601670e+01,1.632301896e+01,4.001524697e+01,3.547978386e+01,3.128919284e+01,9.772174937e+01,3.808536186e+01,3.139867076e+00,2.629337992e+01,3.669871678e+01,8.670166821e+01,6.614187576e+01,8.407755147e+01,5.904044200e+01,6.151920842e+01,7.060670535e+01,7.578791474e+01,4.342801674e+01,3.580289311e+01,9.414227209e+01,1.582489372e+01,5.098450187e+01,6.504126910e+01,2.229343389e+01,7.108145560e+01,5.739160324e+01,6.736723042e+01,8.807256340e+01,3.756103050e+01,6.219393297e+01,3.673786655e+01,6.868454262e+01,9.294494267e+01,7.492797801e+00,8.561083532e+01,9.928100950e+01
4.198545555e+00,7.641074140e+01,6.088166686e+00,9.780500786e+01,6.196103582e+01,5.868088106e+01,8.954158994e+01,6.882613904e+01,9.020964578e+01,7.540698730e+01,1.021575022e+01,3.041743707e+01,7.201372040e+01,8.618331573e+01,6.772341145e+01,5.263263363e+01,1.436144499e+01,7.589663059e+01,1.417833739e+01,4.396859104e+01,5.641825908e+01,7.049214708e+01,6.090484146e+01,3.855435185e+01,8.941417947e+01,9.670646080e+01,4.353646137e+01,1.886248808e+01,7.797394109e+01,4.800211540e+01,1.910722960e+01,5.752582312e+01,2.778306837e+01,5.769164377e+01,1.211078479e+01,7.604704651e+01,7.896174545e+01,8.964710032e+01,7.733216153e+01,3.443601158e+01,7.671398201e+01,9.805057574e+01,5.714426971e+01,9.389281918e+01,9.417180021e+01,7.413067443e+01,6.837978559e+01,3.108671304e+01,5.678835247e+01,1.670454907e+01,5.934714664e+01,5.140620200e+01,2.972042130e+01,5.055415363e+01,6.381780349e+01,5.903735790e+01,9.945261446e+01,8.107456729e+01,5.566904203e+01,2.804327086e+01,3.372736395e+01,9.306200005e+01,8.892617623e+01,6.703031025e-01,3.921232853e+01,5.994884663e+01,1.457116476e+01,6.655601057e+01,4.771400853e+01,5.822724755e+01,4.430026127e+01,3.319404830e+01,1.878579788e+00,1.091440250e+01,2.379045689e+01,8.556693634e+01,7.019020333e+01,1.966224246e+01,5.450449156e+01,9.005145949e+01,9.112393699e+01,3.460672317e+01,3.119085113e+01,5.292788646e+00,7.706180760e+01,9.492252506e+01,5.782809004e+01,3.064749188e+01,3.098313829e+01,1.480073088e+01,6.653823284e+01,7.512059493e+01
2.791700216e+01,2.528056686e+01,7.266192992e+01,9.851228002e+01,5.555161418e+01,1.637204421e+01,8.841659947e+01,2.174683848e+01,2.632250234e+01,3.734904963e+01,4.020133385e+01,6.679481748e+01,1.720415790e+01,7.960578050e+01,8.159430256e+01,8.456763804e+01,3.670403130e+01,2.387097822e+00,3.754229255e+01,7.602952207e+00,7.948298353e+01,3.443904554e+01,9.030878234e+01,5.064202407e+01,5.545643572e+01,1.331252647e+01,8.584120878e+01,6.422633707e+01,9.120642435e+00,7.728404423e+01,3.480611328e+01,4.751553960e+01,7.594471281e+01,3.889193180e+01,2.579626929e+01,1.513793071e+01,4.472471471e+01,2.615540138e+01,8.083315838e+01,9.792345333e+01,3.200643780e+01,4.601692743e+01,1.628076563e+01,6.049420064e+01,5.229720684e+01,8.154158847e+01,2.229258071e+01,2.473422080e+01,8.127876384e+00,8.250339742e+01,1.859858694e+00,4.662922897e+01,6.267588049e+01,9.631135301e+01,1.757681729e+01,3.445222814e+00,5.987611064e+01,8.558309167e+01,4.439747830e+01,2.263050407e+01,3.101706643e+01,1.481808445e+01,7.394420260e+00,9.435041144e+01,5.028310161e+01,6.793932332e+01,1.711783800e+01,2.676702800e+00,8.596659726e+01,6.451441267e+01,3.443191082e+01,7.901932415e+01,7.480136659e+00,4.563397716e+01,6.787596169e+01,7.838851804e+01,8.367642903e+01,7.620688811e+01,7.382973047e+01,2.855048116e+01,7.525478191e+01,4.636100000e+01,2.741702043e+01,4.115206862e+01,7.556066377e+01,8.611851405e+01,6.821688241e+01,9.610115636e+01,3.550806682e+01,5.388717831e+01,1.781393165e+01,7.865949844e+01
4.546789719e-01,1.100848342e+01,1.075024462e+01,1.246010955e+01,5.179482495e+01,5.427584956e+01,5.960235974e+01,4.611507049e+01,1.430642454e+01,8.385358502e+01,5.581211990e+01,9.384467623e+01,3.724614992e+01,6.137085150e+01,3.422563426e+01,2.433747335e+01,9.334676961e+01,2.761219251e+01,2.718768171e+01,8.899062830e+01,5.764031890e+01,9.765888429e+01,5.740316525e+01,7.180539524e+00,8.437827283e+01,8.683771257e+01,8.925877793e+01,3.467975594e+00,3.384094372e+01,4.510323426e+01,6.182372402e+01,1.611888186e+01,3.496034795e+01,4.294550860e+01,9.456164513e+01,3.100241904e+01,8.849822008e+01,5.683383673e+01,8.059076434e+01,8.283085039e+01,6.973084074e+01,9.605491433e+01,6.268063397e+01,5.581904124e+01,1.895118049e+01,8.060796657e+01,8.050364003e+01,3.125754528e+01,9.610985233e+01,8.582260753e+01,9.901579352e+01,2.902820377e+00,3.965245181e+01,4.675397474e+01,3.545339140e+01,4.476498378e+01,3.979628661e+01,2.867723171e+00,1.207484764e+00,9.032354464e+01,5.741551899e+01,6.451414955e+01,1.418927375e+01,3.282178940e+01,7.623401928e+01,1.609148970e+01,4.940578020e+01,5.712368080e+01,3.751481785e+01,7.599833946e+01,6.820350598e+01,6.881736547e+01,3.387047157e+01,1.844327227e+00,1.369526356e+01,8.754215730e+01,7.417104064e+01,8.835333298e+01,4.910077250e+01,6.452718511e+01,4.689733551e+01,2.157035672e+00,2.773287556e+01,1.638613657e+01,6.094486670e+01,8.640234206e+01,7.627415379e+01,4.852343463e+01,2.081643881e+01,3.010493169e+01,5.814833154e+01,6.227227612e+01
2.423821065e+01,9.294766168e+01,8.484644525e+01,8.568073323e+01,6.117404225e+01,2.081736251e+01,3.698017473e+01,1.719637600e+00,4.273277173e+01,9.830051598e+01,7.134355724e+01,4.983890657e+01,6.994310985e+01,8.167578341e+01,4.233977140e+00,1.215402609e+01,2.133992886e+01,2.740641764e+01,8.538151858e+01,5.334527921e+01,5.904687156e+01,6.696091443e+01,4.710213033e+01,6.024379509e+01,9.073444588e+01,7.933809566e+01,9.226271966e+01,3.841327661e+01,6.935508074e+01,7.706786600e+01,7.742029508e+01,5.637232106e+01,2.904025794e+01,7.729210920e+01,3.754384235e+01,8.931011164e+01,2.666820717e+01,7.150936514e+01,9.491703664e+01,2.166612564e+01,9.751705083e+00,4.619756972e+01,9.223291985e+01,6.643109962e+01,2.659607175e+01,3.976914635e+01,1.470291373e+01,2.463047649e+01,2.375044733e+01,8.533658598e+01,9.118636693e+01,8.717682104e+01,2.838535297e+01,4.445773819e+01,8.809927949e+01,5.932450347e+01,8.834226497e+01,2.875072763e+01,4.069701177e+01,3.514257522e+01,7.533480292e+01,5.939142006e+01,5.203795129e+01,2.601028694e+00,8.976537091e+01,6.932291376e+01,2.532874971e+01,2.370230397e+01,4.446251198e-01,9.780669927e+01,5.186510936e+01,5.443180441e+01,2.439140233e+01,2.729246005e+01,7.636613335e+01,1.534511158e+01,3.388132796e+01,8.379848572e+01,4.741908344e+01,1.074863608e+01,2.263788598e+01,9.482789832e+01,1.273153264e+00,8.105653949e+01,1.138219175e+00,2.798128219e+01,7.848027465e+01,3.689695348e-01,8.893830187e+01,8.158752655e+01,5.820648510e+01,6.403967842e+01
4.974137032e+01,1.499772102e+01,9.376925535e+01,2.287742341e+01,7.963367685e+00,2.401278723e+00,1.162384075e+01,4.051488617e+01,1.701555245e+01,9.679244211e+00,2.610525418e+01,7.803437722e+01,6.748815785e+01,9.131957336e+01,5.622027921e+01,1.077078951e+01,7.125947142e+01,2.594550261e+00,5.952110159e+01,1.082762102e+01,4.028446538e+01,6.841724953e+01,9.775711178e+01,1.325053404e+01,6.440942744e+00,2.967770261e+01,1.293521483e+01,5.146022183e+01,3.691662895e+01,4.648138883e+01,5.548508269e+01,3.060514977e+01,4.637395224e+01,8.243668366e+01,5.987806708e+01,5.194707255e+01,9.198008439e+01,1.367590389e+01,3.333200254e+01,7.034685233e+01,4.445613499e+00,7.693211007e+01,1.835369813e+00,7.429840532e+01,2.552602567e+01,2.057723556e+01,8.248858099e+01,6.530199751e+01,8.386803885e+01,1.923378139e+01,5.148037263e+01,4.840843761e+01,8.489468817e+00,7.745675656e+01,5.574298817e+00,9.005922306e+00,6.596043307e+01,6.358340892e+01,9.638816460e+00,9.236674656e+01,3.543727177e+01,3.470436600e+01,8.307408047e+01,9.768865823e+01,8.172494649e+01,6.145202733e+01,3.790029041e+01,6.280236400e+01,5.181484639e+01,2.120292237e+01,5.498814266e+01,7.147084617e+01,6.294872884e+01,8.594410135e+01,6.684179390e+01,8.666123047e+01,5.098561843e+01,4.516738793e+01,2.143503202e+01,2.509322223e+01,7.329692701e+01,3.512215333e+01,5.894833686e+01,1.218759530e+01,9.952772559e+01,9.639417363e+00,1.874303186e+01,2.647509598e+01,5.386315469e+01,2.045749407e+01,7.699038825e+00,9.696220098e+01
6.352174549e+01,9.855895178e+01,9.102396829e+01,4.731285580e+01,3.407064848e+01,5.455201836e+01,4.687867645e+01,4.403643455e+01,1.562111750e+01,9.526623866e+01,8.774899062e+01,9.107556497e+01,7.250139101e+00,9.421363304e+01,1.835129704e+01,4.837894003e+01,5.020753784e+01,4.289636582e+00,7.430308628e+01,8.417074317e+01,9.862455707e+01,7.392713551e+01,5.203675791e+01,2.519063450e+01,3.937264559e+00,2.130095773e+01,6.653763436e+01,2.099597687e+01,2.061663023e+01,8.723336723e+01,5.558926066e+01,4.563602761e+01,4.278507407e+01,4.609205411e+00,6.761950399e+01,9.789759368e+01,5.546814667e+01,1.689999613e+01,7.399630637e+01,9.241984131e+01,5.237206154e+01,2.863662596e+01,6.725968168e+01,3.044015280e+01,3.826304167e+01,2.717741373e+01,4.171907762e+01,3.457096628e+01,4.146540260e+01,6.942847655e+01,9.073475451e+01,7.269255092e+01,8.386336151e+01,9.399679642e+01,8.781497796e+01,2.192214789e+01,3.060065786e+01,6.568955445e+01,1.401205311e+01,1.209107248e+01,4.772574840e+01,4.230873771e+01,3.064099872e+01,5.779807879e+01,4.377045286e+01,1.193284532e+01,7.486724991e+01,7.867016537e+01,8.720468508e+01,4.938500625e+01,9.491211661e+01,6.241387275e+01,8.277860099e+01,1.818786331e+01,5.100982422e+01,7.616312343e+01,9.741675927e+00,4.126566736e+01,9.493678904e+01,5.145709013e+01,7.293850577e+01,5.521166664e+01,6.154969473e+01,7.513830295e+01,8.206063777e+01,5.798019063e+01,8.543321545e+01,7.563018001e+01,7.295258340e+01,7.948026645e+01,9.850188584e+01,1.424009301e+01
