v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43
3.652291817e+01,9.204151863e+01,4.539738614e+00,7.011385039e+01,5.035022169e+01,8.005622425e+01,7.317669176e+01,1.596071513e+01,8.222736029e+01,1.236965174e+01,2.574395849e+01,5.312778142e+01,5.805219595e+01,3.083276204e+01,2.566240198e+01,2.000927835e+01,4.031994008e+01,2.994470668e+01,9.258317352e+00,4.638844492e+01,4.579552638e+01,2.632339754e+01,1.367887786e+01,9.805384088e+01,1.974766810e+01,5.910528332e+00,2.350048416e+01,3.531264392e-01,2.580281240e+01,7.806769138e+01,9.618747253e+00,5.631245755e+01,5.722511907e+01,2.454665381e+01,6.876655288e+01,1.647237617e+00,1.164980688e+01,4.723145972e+01,9.674904404e+01,6.292018249e+01,9.975992455e+01,4.065849160e+01,5.023817798e+01
9.193842056e+01,5.690255450e+01,7.009680725e+01,7.380556128e+01,3.415226847e+01,8.042666845e+01,1.751283168e+01,7.829540421e+01,1.792035844e+01,7.376282139e+01,2.045896354e+01,1.871234675e+00,9.008850326e+00,9.302873560e+01,6.040900362e+01,3.639653481e+01,2.384945421e+01,4.484466593e+01,6.081573674e+01,1.983166410e+00,6.369711612e+01,6.063232361e+01,4.274414347e+01,2.750840908e+01,6.202555522e+01,5.356337408e+00,8.917202987e+01,5.414481141e+01,6.809237084e+01,2.589301626e+01,7.493794003e+01,1.372933134e+01,7.876421135e+01,3.682790747e+01,4.926078246e+01,3.764042047e+01,8.144833504e+01,8.101564456e+01,4.499978618e+01,5.890602228e+01,9.896380794e+01,4.819516560e+01,2.882302115e+00
8.790372430e+01,2.402845881e+01,8.032539669e+00,9.320215555e+01,2.805305039e+01,2.729386939e+01,2.330249267e+01,8.415338002e+01,4.569302999e+01,9.698908251e+00,6.766894503e+01,2.080546360e+01,2.402912486e+01,3.815647649e+01,2.165404734e+01,1.897630737e+01,2.255493241e+01,8.367554040e+01,5.161061640e+01,7.549465701e+01,3.315702211e+01,3.411398470e+01,4.699125997e+01,1.048560263e+01,4.830708036e+01,7.122138309e+01,9.846861892e+01,1.757369064e+01,2.275812454e+01,4.129903692e-01,2.602221312e+00,3.717920033e+01,2.047888451e+01,1.365249801e+01,8.095779692e+01,2.247984029e+01,6.382642063e+01,1.273863757e+01,7.598257411e+01,3.591775897e+01,4.330247281e+01,8.868549250e+00,1.250585959e+01
5.975945231e+01,3.788861457e+00,4.975207006e+00,9.267107098e+00,8.535604121e+01,2.322135716e+01,5.475027422e+00,8.762673592e+00,9.550139528e+01,1.163518183e+01,4.105564689e+01,6.431775545e+01,3.861271734e+01,2.513197055e+01,4.620638904e+01,8.955595172e+01,5.618292252e+01,9.172249565e+00,4.528735828e+01,5.533294994e+01,3.626114701e+01,8.148622913e+01,2.538271742e+01,3.332273174e+01,8.025634274e+01,5.678823801e+00,4.510410276e+01,6.739757405e+01,3.270491176e+01,1.291045893e+01,4.975298269e+01,4.227109426e+01,8.623004663e+01,8.804867072e+01,4.415913292e+00,6.412897702e+01,4.717319489e+01,4.364792006e+01,9.965348768e+01,7.908032397e+00,7.260875688e+01,2.127386012e-01,1.438159994e+01
2.879313166e+01,1.132705635e+01,4.916508528e+01,2.833410448e+01,1.482545705e+01,1.388778189e+01,5.934038313e+01,7.271224077e+01,5.793897055e+01,3.398912805e+01,2.513386158e+01,8.692311062e+01,8.208357713e+01,8.021514277e+01,3.226519995e+01,3.040795708e+00,8.989715371e+01,7.102749468e+01,6.361454230e+01,7.002646072e+01,4.583540692e+01,8.132657920e+01,3.969480315e+01,2.955646222e+01,1.046807658e+01,1.418517010e+01,8.382234133e+01,2.939386560e+01,5.346908319e+01,8.841866581e+01,5.691970920e+01,4.244624755e+01,6.624436574e+01,8.752647402e+01,8.375569416e+01,1.961312412e+01,9.485670032e+01,9.072338353e+01,7.250562478e+01,1.642271261e+00,7.748622599e+01,8.101527944e+01,3.022331825e+00
5.491646674e+01,1.040154176e+01,4.019074544e+01,7.812043051e+01,4.229184950e+01,6.361649942e+01,1.796040739e+01,6.394468564e+01,1.826851528e+01,1.743326967e+01,5.025652606e+01,3.712637111e+01,1.603025344e+01,9.562784670e+01,7.770836632e+01,9.977531638e+01,3.850100576e+01,4.226822593e+01,9.693462172e+01,2.857632481e+01,9.696078918e+01,1.121266701e+01,9.698071108e+00,9.406215394e+01,2.855294258e+01,5.066727143e+01,7.337407760e+01,9.156545233e+01,5.586760053e+01,3.184013891e+01,2.752458985e+01,6.087853038e+01,9.344332107e+01,4.316861672e+01,5.199659037e+01,8.082639232e+01,2.059716674e-01,1.237813848e+01,3.988169068e+01,7.496136697e+01,7.928301741e+01,8.421433504e+01,1.843480827e+01
1.902522141e+01,9.113406953e+01,3.927260245e+01,3.536994530e+01,2.488398044e+01,2.782430602e+01,6.796633253e+01,8.453173262e+01,5.040477306e+01,3.233813107e+01,4.386101266e+01,9.735186989e+01,6.433485449e+01,3.437570039e+01,2.756863596e+01,1.257121184e+01,5.125416303e+01,9.289166217e+01,4.829587760e+01,2.838453364e+01,4.594999327e+01,8.812209041e+01,8.818474486e+01,1.317750216e+01,4.665645223e+01,3.820300583e+01,8.739014473e+01,8.192975218e+01,8.204304290e+01,5.800160128e+01,2.091647118e+01,6.391627731e+01,4.361204367e+01,9.980926553e+01,7.261660785e+01,1.525748937e+01,4.855339342e+01,7.965108381e+01,9.440608646e+01,8.534432021e+01,7.511093419e+01,3.773107690e+01,2.657842050e+01
3.639273131e+01,1.812294929e+01,2.394708074e+01,5.579243606e+01,3.745152382e+01,4.318209797e+00,9.047706376e+01,8.117326802e+01,8.530924102e+01,1.946100582e+01,2.425161590e+01,6.560485682e+00,2.754636857e+01,5.395549752e+01,6.304943566e+01,3.055957029e+01,8.532182367e+01,3.024370288e+01,7.459358091e+01,1.424598713e+01,2.214897595e+01,6.380461039e+01,9.261619674e+01,9.057180827e+00,3.031137042e+01,7.162741547e+01,9.687481213e+00,4.916723804e+01,2.482496216e+00,7.200801314e+01,3.676673508e+01,4.581372577e+01,4.538825148e+01,3.711494717e+01,2.077949670e+01,3.855065063e+01,2.384626072e+01,8.883827185e+01,4.645812039e+01,3.807417688e+01,3.679979947e+01,6.219215087e+01,2.524535745e+01
7.154835965e+01,1.021327508e+01,3.182020558e+01,2.843376630e+01,4.666089268e+01,1.036880409e+01,3.715305529e+01,7.428155715e+01,3.693644622e+00,7.020331631e+01,9.745397023e+01,2.924890573e+00,9.425086706e+01,2.641263866e+01,8.414000465e+01,9.051986110e+01,4.896409672e+01,3.061450223e+01,3.001694728e+01,2.762841854e+01,5.855996278e+01,9.251532659e+01,6.845660621e+01,5.145859622e+00,5.795143148e+01,1.176428732e+01,5.474151550e+01,5.385049343e+01,3.991150610e+01,4.008800210e+01,5.975080767e+01,7.236842963e+01,3.826351406e+01,1.353782736e+01,5.426658613e+01,2.368476191e+01,5.345013966e+01,3.361034717e+01,1.351582580e+01,8.230730819e+01,3.333192910e+00,6.179902068e+01,7.320222630e+01
4.528461313e+01,8.359925078e+01,9.504708556e+01,4.853431113e+01,4.380876217e+01,3.406010369e+01,4.138779232e+01,1.040114970e+01,9.494141392e+01,3.404013955e+00,6.494548417e+01,5.275696324e+01,6.001200750e+01,7.809797515e+01,3.120813399e+01,4.393367791e+01,8.226321595e+01,5.307944154e+01,7.221621938e+01,5.987599808e+01,9.646886603e-01,8.723887806e+00,7.280514358e+01,2.722001008e+01,4.152912074e+01,7.705491444e+01,9.533375273e+01,2.985545875e+01,4.176312792e+01,9.475021509e+01,4.256999549e+01,4.771832897e+01,9.907231023e+00,9.772066607e+01,2.051623231e+01,6.844171424e+01,1.034617328e+01,5.199865036e+00,4.143531695e+01,5.928953598e+01,4.065439846e+01,7.882414508e+01,7.952151015e+01
2.295293765e+01,8.175822842e+01,2.100051862e+01,6.733077822e+01,6.703858918e+01,4.900981361e+01,9.146472431e+01,1.024441780e+01,9.765638309e+01,9.554143233e+01,4.326070075e+01,4.717283545e+01,6.554371590e+01,9.629437445e+01,6.791898396e+01,8.446835261e+01,4.987266522e+01,7.310048546e+01,3.479259884e+01,3.099266250e+01,3.931198573e+01,8.783686780e+01,3.494718538e+01,3.559385327e+01,1.576635684e+01,5.992074027e+01,2.004910247e+01,2.675213347e+00,1.960974565e+00,9.299435307e+01,1.681888204e+01,1.292308838e+01,1.895331389e+01,8.852595407e+01,8.640589688e+00,8.323766196e+01,8.914887952e+01,8.249422759e+01,8.385847128e+01,7.483752549e+01,9.807833555e+01,2.237543354e+01,9.618570366e+01
9.973531508e+01,8.833726313e+01,2.960500636e+01,4.813487633e+00,2.913211366e+01,3.137369712e+01,3.354338891e+01,2.007840479e+01,5.775829640e+01,9.488827461e+00,7.003856783e+00,3.760525705e+01,7.089947597e+01,6.633334180e+00,4.733179024e+01,7.348822968e+01,1.268564567e+01,9.125606386e+01,2.767135007e+01,8.465060971e+01,5.839603828e+01,5.008314498e+01,2.294838593e+01,6.074418426e+01,7.058988633e+01,9.491790310e+01,7.236210907e+01,2.686929643e+01,6.963140372e+01,7.447938447e+01,7.947801328e+01,5.716862067e+01,7.999837760e+01,2.009291885e+01,2.685592718e+01,1.191400070e+01,3.216396540e+01,3.356172733e+01,3.457384668e+01,2.609629350e+01,9.165637786e+01,9.244851380e+01,4.828753349e+01
1.984859799e+01,6.771868286e+01,3.264636953e+01,1.038963020e+01,2.093230883e+01,4.172229683e+01,8.704060262e+01,8.928826978e+01,7.543243782e+01,2.249180075e+01,8.314370271e+01,4.364717654e+00,2.861671188e+00,8.916596182e+00,6.994453232e+01,6.025287998e+01,7.524331043e+01,3.393229306e+01,9.855427156e+01,1.626041576e+01,8.321810069e+01,7.412611601e+01,1.081316477e-01,7.278155107e+01,4.136119086e+01,3.811840336e+01,9.327755834e+01,2.182293570e+01,2.146126179e+01,9.124741214e+01,9.758207214e+01,2.576340214e+01,9.247671459e+01,1.230134853e+01,8.855688482e+01,8.345432153e+01,7.893303718e+01,6.548316793e+01,9.312190255e+01,7.656043168e+01,8.895830397e+01,4.636940922e+01,2.248312917e+01
5.772439402e+01,5.043605262e+01,9.298339707e+00,1.009672109e+01,7.707409499e+01,4.510805177e+01,8.751943125e+01,7.975545844e+01,6.587386074e+00,8.640641691e+01,9.515821443e+01,4.564749239e+01,5.954697914e+01,8.673644702e+01,9.078594478e+01,5.641830262e+01,3.931690048e+01,2.984072599e+01,5.322046361e+01,4.811402151e+01,2.490890910e+01,5.184341663e+01,2.981219175e+01,2.208516348e+01,9.076052081e+01,2.187574348e+01,8.631163998e+01,7.345216788e+01,5.083274392e+01,7.710476734e+01,5.360347685e+01,9.984209680e+01,1.250907810e+01,4.813930112e+01,2.534040286e+01,8.036633543e+01,2.869774156e+00,4.756483555e+01,4.940215336e+01,8.407613792e+01,2.169063389e+01,3.816825204e+01,4.065562375e+01
6.597969279e+01,4.996636796e+01,2.932781353e+01,9.807947882e+01,3.825300030e+01,3.727201921e+01,4.140849549e+01,7.519698799e+01,5.487122514e+01,7.210161836e+01,2.257299404e+01,8.175525660e+01,3.109186046e+00,1.856857961e+01,1.526212319e+01,4.440993984e+01,1.407952137e+01,6.630293997e+01,6.392455780e+01,4.076646026e+01,4.117427946e+01,2.725845955e+01,7.404237675e+01,3.445286601e+01,4.164346933e+01,1.124121756e+01,9.127044501e+01,6.665131446e+01,4.592411613e+01,1.207881853e+00,1.788635142e+01,3.326329988e+01,9.565147979e+01,5.274561946e+01,3.549328041e+01,9.507592832e+01,6.064703717e+01,6.375737679e+00,2.912050580e+01,2.792258262e+01,6.531039354e+01,8.072906128e+01,9.116545449e+01
9.019909476e+01,4.992972708e-01,6.835394889e+01,8.634309346e+01,4.794284527e+01,9.038047110e+01,3.310043691e+01,2.791516103e+01,3.147696613e+01,9.104776561e+01,2.922708859e+01,5.756438004e+01,5.099162928e+01,3.506726643e+01,5.937320203e+01,5.756140573e+01,6.898272205e+01,1.713755954e+01,2.496671869e+01,6.357143875e+01,3.855342483e+01,3.778374765e+00,6.919197839e+01,7.000434390e+01,4.053399093e+01,4.723166274e+01,5.461132504e+01,6.767403253e+01,6.376195307e+01,9.564339581e+01,1.089960906e+01,1.303760311e+01,2.177897198e+01,2.649178232e+01,7.395739022e+01,9.801907255e+01,6.358119427e+00,6.847143645e+00,2.058654316e+01,1.855723943e+01,5.707491547e+01,9.857140346e+01,9.752466869e+01
1.469441541e+01,5.524595597e+01,4.841225524e+01,2.205276656e+01,8.436109246e+00,1.824854479e+01,3.274701857e+01,2.189672650e+01,3.030231242e+01,3.186522870e+01,6.203423104e+01,7.958358545e+01,9.500237069e+01,6.052311647e+01,6.392655270e+01,1.944026692e+01,3.545820212e+01,5.741692551e+01,8.786171012e+01,4.327303104e+01,1.149147701e+01,7.529587490e+01,2.956881531e+01,8.436118543e+01,9.152012881e+01,1.007390826e+01,9.336745596e+01,3.552715895e+01,3.111968551e+01,7.289801375e+00,3.793359660e+01,8.197928338e+01,3.635475668e+01,9.184797093e+01,8.976266981e+00,8.361743973e+01,9.488896241e+00,3.211663012e+01,4.768211178e+01,3.556826674e+00,3.187791611e+01,3.468884906e+01,7.493446772e+01
5.933079307e+01,9.245248118e+01,4.538995899e+01,9.152991344e+01,9.719078209e+01,2.084151033e+01,1.836855910e+01,3.578000840e+01,3.524182312e+01,8.232717186e+01,2.174202144e+01,1.827248765e+01,9.869781058e+00,3.906401844e+00,6.621726733e+01,6.157281501e+01,1.851588069e+01,5.543350923e+01,1.806965461e+00,9.091644314e+01,6.357915755e+01,2.962399602e+01,8.010772049e+01,2.700052851e+01,4.502611823e+01,3.288425282e+01,7.245610589e+00,7.957277677e+01,7.706060888e+01,5.201938482e+00,7.099915864e+01,6.537857884e+01,2.304720129e+01,1.291584229e+01,4.014943247e+01,2.018385613e+01,4.329782370e+01,6.166141519e+01,1.336901671e+01,2.631322431e+01,7.545910458e+01,8.537162466e+01,3.497068448e+01
2.400060015e+01,8.401917054e+01,5.734951397e+01,1.578374789e+01,6.263343933e+01,6.657214360e+01,5.943173723e+01,8.307088365e+01,2.282746935e+01,9.919353650e+01,4.232770827e+00,4.315398817e+01,6.088290077e+01,9.570236504e+01,7.231191284e+01,1.959260295e+01,2.675038859e+01,5.329802220e+01,8.200693854e+01,4.441944738e+01,8.224707535e+01,9.205724385e+01,5.368150395e+01,3.781998408e+01,9.837125014e+01,3.630250926e+01,6.553593103e+01,5.314143008e+01,3.735678441e+01,8.790273885e+01,8.324299501e+01,2.181910492e+01,3.486158092e+01,4.026275071e+01,8.301624216e+01,6.472525917e+01,3.127204354e+01,3.909838499e+01,3.137492540e+01,1.086109238e+01,9.735602654e+01,5.488141565e+01,6.616721447e+01
8.487054385e+01,2.025408552e+01,9.606371857e+01,2.014356595e+01,6.143492058e+01,4.704522978e+01,1.820475440e+01,2.771808285e+01,2.172950734e+01,3.630790756e+01,1.696057417e+01,3.314592891e+01,7.070057227e+01,2.650328351e+01,6.720605042e+00,1.581355312e+01,6.258149608e+01,4.138291159e+01,7.869155105e+01,4.618480234e+01,2.263183437e+01,5.918671805e+01,6.532270426e+01,7.236793014e+01,1.269893621e+00,3.038063576e+01,9.872290372e+01,1.548510688e+01,1.614676085e+01,9.724811867e+01,4.311101453e+01,6.338356254e+00,2.388469165e+00,5.658487555e+01,4.007086808e+00,8.513245285e+01,9.562954648e+01,1.592291740e+01,2.134109038e+01,4.156630848e+01,6.174317430e+01,2.648320518e+01,8.841700352e+01
8.519443116e+01,9.483952029e+01,6.647064701e+01,9.577668972e+01,9.186944632e+01,9.600305835e+01,3.194320891e+01,9.977041507e+01,2.492699181e+01,2.435029077e+01,3.541177013e+01,5.247632833e+01,7.445751038e+01,8.521336797e+01,7.533121428e+01,3.608477470e+01,1.621355803e+01,4.882175076e+01,3.948880047e+00,9.483137019e+01,6.771949199e+01,1.664112549e+01,6.495129682e+01,6.088982624e+01,6.586769842e+00,5.628421103e+01,2.829651485e+01,9.490412564e+01,6.574886094e+01,8.413293563e+01,4.996638502e+01,5.569097708e+01,2.674273262e+01,4.784463392e+01,7.816350762e+01,9.945020929e+01,9.914950605e+01,3.981980608e+01,8.072650423e+01,4.716871816e+01,2.743252401e+01,7.017398568e+01,5.236674672e+01
2.229539686e+00,8.298454637e+00,2.117607474e+01,4.291091246e+01,8.167474898e+01,6.689256709e+01,5.882424299e+01,2.612972769e+01,6.102757713e+01,8.503056170e+01,1.683643385e+01,5.817930719e+01,8.061983936e+00,4.266355398e+01,4.912817376e+01,7.930037690e+01,6.718019936e+00,1.135504170e+01,8.246579606e+01,7.746348743e+01,2.620628330e+00,2.227051195e+00,9.898465569e+01,9.423725524e+01,2.203517128e+01,7.997331859e+01,7.563780373e+01,3.078165510e+01,4.293436686e+01,8.076368368e+01,8.406125949e+01,9.525399346e+01,9.697430441e+01,7.165869575e+01,1.996333781e+00,7.281106158e+01,3.570020045e+01,6.797118292e+01,8.916721837e+01,9.526876061e+01,5.044835819e+00,2.080413780e+01,3.097680242e+01
6.101467372e+00,2.841256712e+01,2.006386261e+01,1.185373904e+01,3.622932389e+01,9.964074474e+01,9.319793947e+01,6.482715584e+01,3.346543068e+01,8.957021699e+01,2.433106070e+01,4.365858684e+01,6.486060187e+01,1.717116548e+00,3.819557801e+01,9.907195250e+01,3.450534766e+01,1.553717813e+01,6.702369555e+01,7.395806504e+01,3.380882476e+01,1.404934038e+01,3.356465068e+01,5.171490128e+01,1.380638279e+01,7.284518340e+01,4.335774256e+01,7.712793958e+01,8.824367416e+01,8.826861083e+01,2.625526221e+01,7.612621807e+01,9.224670644e+01,6.111230605e+01,3.709175226e+01,7.129358833e+01,9.235219994e+01,3.315694829e+01,4.333671655e+01,7.379818106e+01,3.032177722e+01,9.205755359e+01,5.316328268e+01
5.440832279e+01,3.235723404e+01,3.001895103e+01,2.919599370e+01,6.984970986e+00,1.007039191e+01,3.262400689e+01,6.164928033e+00,3.384628238e+01,5.426910512e+01,1.768333902e+01,4.719167158e+00,1.025028473e+01,4.147581674e+01,8.410938227e+00,2.201213549e+01,1.316610828e+01,7.184072128e+01,4.317138334e+01,5.058554556e+01,4.715806964e+01,8.763698763e+01,2.432681885e+01,9.081231274e+01,9.697895367e+01,2.814754819e+01,2.017843129e+01,7.376077423e+00,8.494852166e+00,5.346091629e+01,6.882479450e+00,9.243542834e+01,3.928235328e+01,4.557383571e+01,7.282380261e+01,5.672110092e+00,9.131617336e+01,7.757134194e+01,4.423563697e+01,4.370545356e+01,1.295936340e+01,9.280405537e+01,3.662169181e+01
1.502110819e+01,7.412431701e+01,7.519198659e+01,8.120434939e+01,2.819602594e+01,7.073908641e+01,4.682302511e+01,1.343028112e+01,5.268340631e+01,4.141091619e+00,6.340956543e+01,8.345207301e+01,5.516916734e+01,9.678106758e+00,7.470784013e+01,8.880359662e+01,8.336199842e+01,6.281045350e+01,9.508013683e+00,8.387157034e+01,1.320360444e+01,5.863546100e+01,7.161800162e+01,6.904946251e-01,4.146183370e+01,9.850946832e+01,9.218644201e+01,1.691322876e+01,6.142935523e+01,4.170420453e+01,2.368366625e+00,4.088828164e+00,2.859313204e+00,4.971244881e+01,9.480067385e+01,1.072292629e+01,6.283165388e+01,8.929826107e+01,5.146148848e+01,4.108378422e+01,9.387278112e+01,8.496335138e+01,6.106823999e+01
9.802640602e+01,9.746948717e+01,8.719478989e+01,5.561496869e+01,7.789977256e+01,7.408584724e+01,6.052753385e+01,3.653521422e+01,3.991643233e+01,8.735157814e+01,6.279839867e+00,2.767976117e+01,2.363613517e+01,6.443416678e+01,6.152997001e+01,5.520724918e+01,6.982009604e+01,1.537228925e+01,8.301478090e+01,8.649609043e+00,4.260349675e+01,8.021484562e+01,2.901634086e+01,3.093577614e+01,5.512009557e+01,7.682287837e+01,7.868244722e+01,2.799464688e+01,2.410845375e+01,9.852143393e+01,1.197195031e+01,2.790503348e+00,1.917731405e+01,6.491001921e+01,2.324836835e+01,1.282248581e+01,8.476509078e+01,4.872810969e+01,5.350363521e+01,9.295852915e+01,3.574245728e+01,5.717079287e+01,7.740930330e+01
4.257690845e+01,8.525803444e+01,5.708690733e+01,6.175042954e+00,2.828818448e+01,3.986706298e+01,7.474506788e+01,1.673469308e+01,1.245695633e+00,4.785079986e+01,8.639548790e+01,9.410266574e+01,8.691286927e+01,4.059038509e+00,4.855783663e+01,1.512500380e+01,4.123255079e+01,2.730902292e+01,9.642231314e+00,4.008285057e+01,5.737438594e+01,7.164509224e+01,9.172503584e+01,3.024947097e+01,3.524958096e+00,7.581126671e+01,9.086242289e+01,9.834392534e+01,5.507769531e+01,2.664457415e+01,6.149083257e+01,3.723675383e+01,7.093229412e+01,7.944162740e+01,2.002014856e+01,9.254525904e+01,1.087424379e+01,4.219028921e+00,9.917192435e+01,6.262104372e+01,4.607435717e+01,6.403855842e+01,2.390206541e+01
9.359536648e+01,3.478035642e+01,9.399601063e+01,8.887748531e+01,8.101004977e+01,6.633099823e+01,2.809842409e+01,9.813231195e+01,8.447854920e+01,7.576369633e+01,5.627369411e+01,8.430096477e+01,4.382795832e+01,9.032036922e+01,2.025896961e+01,5.162154289e+01,8.177928143e+00,9.118410045e+01,7.755727950e+01,1.039261818e+01,2.014906563e+01,8.948531650e+01,6.110795577e+01,4.996296223e+01,1.145034363e+01,6.004424169e+01,3.731160559e+00,7.736983967e+01,5.731739844e+01,1.620774169e+01,2.715357708e+01,5.396136911e+01,4.812444955e+01,6.125265316e+01,9.355514864e+01,2.812982610e+00,2.648754662e+01,5.592359922e+00,1.076467046e+01,5.342967007e+01,6.997010550e+00,8.041202039e+01,7.841038189e+01
7.889370522e+01,4.698867425e+01,2.769094433e+01,7.557697549e+01,9.834900028e+01,7.857894478e+01,3.623927024e+01,9.363095210e+01,8.796365276e+01,7.678959292e+00,4.028029799e+01,6.444692677e+01,9.580386638e+00,2.806228864e+00,2.461508895e+00,8.024175198e+01,8.327506597e+00,4.526098531e+01,4.427590609e+01,8.183586205e+01,7.709987942e+01,3.905890428e+01,1.660333620e+01,1.404311611e+01,5.406764309e+01,1.225689086e+01,9.431848052e+01,8.131854762e+01,1.391982207e+01,4.308737205e+01,7.438222030e+01,9.357152642e+01,2.102168241e+01,8.286910016e+01,2.523751994e+01,7.203181521e+01,3.977684216e+00,7.889872755e+01,1.664478414e+01,4.356054727e+01,5.584717677e+01,3.473151750e+01,2.836331287e+01
4.233773461e+01,2.561678885e+01,5.694917752e-01,4.469300300e+01,4.102418229e+00,8.787620685e+01,9.518919194e+01,9.506945046e+01,5.325104711e+01,5.504163975e+00,7.765192935e+01,3.058391939e+01,8.880747123e+01,6.018682066e+01,5.504551352e+01,4.368653393e+01,2.446900482e+01,2.788197566e+01,3.786244915e+01,1.117998086e+01,7.409818274e+01,4.060888703e+01,5.342998051e+01,3.594929638e+00,8.979162385e+01,9.281685945e+01,3.315762470e+01,4.157577512e+01,2.655599220e+01,6.083834319e+01,7.368390291e+01,4.345863466e+01,2.554878602e+01,2.833544965e+01,9.633377420e+01,2.859355249e+01,5.330102356e-01,2.778521325e+01,4.688874070e+01,8.444358165e+00,2.159956243e+01,1.471466934e+01,6.977196951e+01
4.945551447e+01,3.432194252e+01,6.021493289e+01,7.119438391e+01,3.308818315e+01,9.769704431e+01,1.552988976e+01,8.572307676e+01,1.234387357e+01,2.504549363e+01,2.937378725e+01,9.931690397e+01,1.516782740e+01,2.788898699e+01,9.180863809e+01,4.683510854e+01,9.336557878e+01,2.055279560e+01,8.666460933e+01,6.605545579e+01,5.229264627e+01,1.250748895e+01,1.097548305e+01,2.227219339e+01,4.461217876e+01,3.325210051e+01,7.540524913e+01,3.027287901e+01,8.689116450e+01,5.766448794e+01,7.240231261e+01,6.725307556e+01,1.466973361e+01,3.859801955e+00,3.736182038e+01,3.057692460e+00,9.624037296e+01,1.889765751e+01,9.100690427e+01,1.662285699e+01,7.903522077e+01,6.802027148e+01,4.555205189e+01
7.583379303e+00,2.463953828e+01,1.312467079e+01,6.362880512e+01,9.005785928e+01,4.649627353e+01,4.341846975e+01,9.791126830e+01,6.605732647e+00,4.875155970e+01,5.278055447e+01,4.229760579e+01,7.685101846e+01,6.476644365e+01,1.882737213e+01,5.409905275e+01,5.837101970e+01,7.713075198e+00,8.061886077e+01,7.724114000e+01,7.278968957e+01,2.987315789e+01,1.648496073e+01,5.796745124e+01,9.869601308e+01,3.563606034e+01,5.617768160e+01,2.855942315e+01,4.569525449e+01,7.314943105e+01,5.966591040e+01,2.703314236e+01,2.239645670e+01,8.132932764e+01,7.708442032e+01,6.993770561e+01,9.664607190e+01,7.041688340e+01,6.312810141e+01,5.994581397e+01,7.054055585e+01,9.173387661e+01,2.016750337e-01
2.233568036e+01,5.138313531e+01,5.718498213e+01,5.590354773e+00,8.141271585e+01,6.244469980e+01,7.873965008e+01,4.995692234e+01,7.155620495e+01,3.123566765e+01,4.291690969e+01,6.173423315e+01,1.218769400e-01,5.491177605e+01,9.179562853e+01,2.853214083e+01,9.123945258e+01,2.045800524e+01,3.082351574e+00,4.231357765e+01,9.688220956e+01,9.057424049e+01,7.562669282e+01,8.189685067e+01,4.703588648e+01,8.839133564e+01,5.088661042e+01,9.594522359e+00,6.217171274e+01,3.006011633e+01,6.918407550e+01,8.360362914e+01,6.936087537e+01,2.037150488e+01,4.148564324e+01,8.426225712e+01,6.433007288e+01,2.691623720e+01,7.320784965e+00,7.277935737e+01,7.473322790e+01,4.933701186e+01,6.884308394e+01
2.045660545e+01,1.799408775e+01,2.669937513e+01,6.283583502e+01,9.118470238e+01,1.392592318e+01,1.583041977e+00,4.890371507e+01,6.573691004e+01,4.936535066e+01,2.644137892e+01,1.724849164e+01,6.045039001e+01,3.752721219e+01,4.360681816e+01,9.023017170e+01,4.518117208e+01,5.021792432e+01,2.308164991e+01,6.046614597e+00,1.890498158e+01,2.390644943e+01,9.277852727e+00,8.638130662e+01,4.345534300e+01,5.493029706e+00,6.864081066e+01,4.528684192e+01,3.967585909e+01,3.888908574e+01,8.505265196e+01,5.771906165e+01,5.732303295e+01,7.572331413e+01,5.610639444e+01,2.198362034e+01,9.891162134e+01,4.824029532e+01,1.139419984e+01,9.670196448e+01,1.640259770e+01,3.965466057e+01,3.812572835e+01
2.495831485e+01,5.352048246e+01,6.201128566e+01,5.393558655e+01,6.481818907e+01,5.672156242e+01,9.097978407e+00,3.246485101e+00,3.028962924e+01,2.451217753e+01,3.866806507e+01,9.153953507e+01,5.465190871e+01,4.611888566e+01,1.995208090e+01,9.242508691e+01,7.284208553e+01,5.120008733e+01,4.066590113e+00,5.280272120e+01,5.179286295e+01,6.349396316e+01,7.781279614e+01,9.546712514e+01,6.561910067e+01,9.548008429e+01,9.195951438e+01,6.394360819e+01,4.242570063e+01,6.607161522e+01,3.844224381e+01,8.546494950e+00,8.605971260e+01,5.435662692e+01,7.977278484e+01,5.893126002e+01,8.071568383e+01,7.202156814e+01,8.517685623e+01,7.357306227e+01,2.689819454e+01,3.690551643e+01,6.448160868e+01
