v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34
1.439566067e+01,9.675040486e+01,3.509728295e+01,4.161103867e+01,5.683544188e+01,6.803197684e+01,3.232032204e+01,1.890680274e+01,7.471664184e+01,1.848126241e+01,4.831289002e+01,8.116329892e+00,5.723624445e+01,4.632624328e+01,5.721774523e+01,3.342358511e+01,6.689892572e+01,2.680102740e+01,5.355040913e+01,6.545180709e+01,5.023113410e+01,6.602931373e+01,7.102189042e+01,4.170528814e+01,6.680911188e+01,5.381538632e+01,6.465437395e+01,7.283243953e+01,5.102686762e+01,8.023891654e+01,3.699147448e+01,1.972816058e+01,9.715292815e+01,2.320093236e+01
8.164593961e+01,1.718177049e+01,4.560051191e+01,4.302319482e+01,3.138254040e+01,1.613163760e+00,8.135604258e+01,6.975181654e+01,7.555480827e+01,9.876641126e+01,7.198247320e+00,9.281649805e+01,8.723311029e+01,2.495658228e+01,9.233600570e+01,6.333182215e+01,5.263697566e+01,5.039713607e+01,5.677903903e+01,1.469931669e+00,6.331587530e+01,3.183068986e+01,1.343186203e+01,2.606829780e+01,8.303708318e+01,4.430488852e+01,5.979546004e+01,9.150284600e+01,7.389438512e+01,7.756612892e+01,7.971571451e+01,2.827046814e+01,2.199612446e+00,1.468164586e+01
5.490566852e+01,8.712126927e+01,1.525736119e+01,6.983955807e+00,3.629055976e+01,1.782306511e+01,1.360402398e+01,7.388026780e+01,8.672226295e+01,8.939492357e+01,6.674357397e+00,7.022372476e+01,4.102570829e+01,9.898682377e+01,4.445329991e+00,4.559333863e+01,6.589882468e+00,8.533382154e+00,5.326843927e-01,3.226092397e+01,4.820219887e+01,6.056336950e+01,4.815383927e+01,2.133516918e+01,1.805590759e+01,1.696828895e+01,1.945910676e+01,2.039601509e+01,8.532445604e+01,1.990637950e+01,6.101409271e+01,7.680304977e+01,1.398361497e+01,5.130705406e+01
2.128971268e+01,7.014400439e+01,3.219433319e+01,2.694659137e+01,1.384262057e+01,6.488731471e+01,6.612084977e+01,2.523280307e+01,1.056224760e+01,9.332708357e+01,1.477288398e+01,4.664142514e+01,4.117735014e+01,7.251120479e+01,8.111624352e+01,3.573048739e+01,1.728721093e+01,9.111876321e+01,9.851790485e+01,9.239770867e+01,6.129994218e+01,4.772952936e+01,6.326623229e+01,7.019231145e+01,7.974696554e+00,9.283692986e+01,2.356930970e+01,2.644972170e+01,2.021442176e+01,1.882172433e+01,8.243370713e+01,5.163703304e+01,5.605352242e+01,6.492642269e+01
6.656101873e+01,8.301493185e+01,8.911727413e+01,3.295533985e+01,8.132616825e+01,8.717392324e+01,3.029248763e+00,9.051365685e+01,2.049189296e+00,5.027366466e+01,8.415645534e+01,2.596905874e+01,2.709159070e+01,3.427685635e+01,9.585817765e+01,1.359573379e+01,3.839041512e+01,7.290650814e+01,9.957681066e+00,1.844889173e+01,2.985865530e+01,7.091349574e+01,8.585307013e+01,4.208221517e+01,4.153369187e+01,1.839078321e+01,4.376329857e+01,4.898459547e+01,2.907599627e+01,7.077753789e+01,7.221530398e+01,1.854120201e+00,1.252286041e+01,1.843466934e+01
1.152902070e+01,5.092754024e+01,1.579154517e+01,9.301013245e+01,2.340027175e+01,3.576723842e+01,9.742389502e+01,3.497258815e+01,5.189507553e+01,2.668430944e+01,2.387508081e+01,9.655628987e+01,3.129212402e-02,1.842752960e+01,4.679040068e+01,8.496313503e+01,1.584658203e+01,7.816640425e+01,7.743215944e+01,5.515315588e+01,7.762120202e+01,2.604126765e+00,3.228771562e+01,9.913515070e+01,7.589031871e+01,5.169072778e+01,8.566599244e+01,6.597453449e+01,7.250372875e+01,8.750969817e+01,6.379108320e+00,8.003586503e+01,5.127314139e+01,9.555330100e+01
9.250505777e+00,7.214870559e+01,5.206753279e+01,1.898921913e+01,2.253136532e+01,1.256332973e+01,7.449860696e+00,8.242623692e+01,9.918599401e+01,1.244471115e+01,2.198518078e+01,2.702838685e+01,5.635937611e+01,5.167456173e+01,2.496685873e+01,2.441751920e+01,3.282443239e+01,3.455850407e+00,6.897643605e+01,6.383262474e+01,2.153540343e+01,4.729758138e+01,6.585493304e+01,7.125639854e+01,6.429367818e+01,9.197630702e+00,4.475228088e+01,8.211791424e+01,8.861519307e+01,6.511046328e+00,2.963086167e+00,8.237242623e+01,2.217885734e+01,7.238555796e+01
9.807743407e+01,5.572509764e+01,6.360516442e+00,3.925582529e+00,9.375904681e+01,6.909567918e+01,5.531462521e+01,5.908011946e+01,5.213834822e+01,5.877956586e+01,3.596612647e+01,1.491594216e+01,9.973059798e+01,5.821081486e+01,9.964053926e+01,4.218742641e+01,5.785257147e+01,4.351584361e+01,7.318953588e+01,9.700156742e+00,9.019229311e+01,7.129404075e+00,2.243078847e-01,8.776326934e+01,2.783786558e+01,9.666881307e+01,3.440296417e+01,1.226743219e+01,6.415280523e+01,9.634870148e+01,1.291271502e+01,2.162866676e+00,4.000600933e+01,2.953548809e+01
5.395358990e+01,8.901159374e+01,5.494960017e+01,2.496016937e+01,3.050326698e+01,6.459990945e+01,9.444290315e+01,3.230971503e+01,1.699689657e+01,2.105585055e+00,3.413447005e+01,9.425160569e+01,1.549832364e+01,9.442237400e+01,2.199753749e+01,7.937675151e+01,9.770642293e+01,3.890277205e+01,3.953858663e+01,4.894692215e+01,1.048544737e+01,4.574930084e+01,6.151998107e+01,4.104358257e+01,1.301426962e+01,1.663092407e+01,2.787838693e+01,5.700506142e+01,7.650206382e+01,6.961413941e+01,8.683264424e+01,4.819818076e+01,9.580586524e+01,9.134311241e+01
8.097973197e+01,5.917558570e+01,8.810526663e+00,4.438194581e+01,2.802476110e+01,5.273817583e+00,4.060726337e+01,8.224297830e+01,5.306991809e+01,5.747966084e+01,7.978166064e+01,6.582992524e+01,1.152726870e+01,5.536839963e+01,9.492975971e-01,1.786658749e+01,4.162891476e+01,7.216163523e+01,3.616158285e+01,5.679482474e+01,2.249226897e+01,2.218613026e+01,1.550611953e+01,2.731965493e+01,9.986148625e+00,4.833790279e+01,8.454966529e+00,9.042048787e+01,4.243768144e+00,7.954784822e+01,8.039728443e+01,2.305628649e+01,7.339729170e+01,1.318911377e+01
2.282421795e+01,3.889491421e+00,8.711877961e+01,4.671368719e+01,3.877684695e-01,4.390877143e+01,9.778206856e+01,7.350149577e+01,3.683116501e+00,5.007197209e+00,9.256136488e+00,1.778305250e+01,3.583121516e+01,8.235848498e+01,9.553175242e+01,6.495156033e+01,1.663775878e+01,1.885992867e+01,3.123544850e+01,5.005155108e+01,6.672106541e+01,4.203577913e+00,1.431141668e+01,7.844201701e+01,5.061306654e+00,5.347496224e+01,1.697784099e+01,8.498309921e+01,3.115252152e+01,5.077776815e+01,9.837123778e+01,4.958494532e+01,3.122715166e+01,5.026919155e+01
4.244476437e+01,5.569166090e+01,3.924761933e+01,9.108551612e+01,6.643681097e+01,4.585297134e+01,6.370010925e+01,5.981166489e+01,9.343447577e+01,3.804681135e+01,5.581405044e+01,4.540856831e+01,4.521937854e+01,1.686291254e+01,7.902377797e+00,5.544124454e+01,1.975791491e+01,2.460303170e+01,7.669993573e+01,2.444464390e+01,7.820524125e+01,3.282869532e+01,7.435147720e+01,9.306018283e+01,7.601157608e+01,9.062608451e+01,9.788951798e+01,1.129977778e+01,5.941507704e+01,6.025980484e+01,7.310238170e+01,5.947510006e+01,7.659111903e+01,1.919443497e+01
7.721424835e+01,7.327907299e+01,3.005310089e+01,2.935430962e+01,9.818110808e+00,6.611538517e+01,2.610013650e+01,1.970273598e+01,3.276335192e+01,5.112103582e+01,2.433982445e+01,2.741397661e+01,1.516587126e+01,2.842654234e+01,8.749837537e+01,9.545458412e+01,3.536786992e+01,5.433402154e+01,2.286571495e+01,5.390840981e+01,8.358108996e+01,9.673412194e+00,7.375666557e+01,5.867851138e+01,1.093247129e+01,4.443380092e+01,7.855644870e+01,4.353982439e+01,8.318811640e+01,1.962801579e+01,3.612830770e+01,8.102080035e+00,1.655145467e+00,5.612706848e+01
1.637189914e+01,5.144858413e+01,5.042503715e+01,6.539181910e+01,2.158916815e+00,6.877224789e+01,3.242026128e+01,9.365190266e+01,9.514140854e+01,6.672570612e+00,4.201440940e+01,4.454857681e+01,5.755155716e+01,1.778039121e+01,1.620482658e+01,4.441005980e+01,7.435552503e+01,1.799252026e+01,4.652793322e-01,2.758771491e+01,9.978857914e+01,4.883120979e+01,4.740458644e+01,4.582174199e+01,3.401191314e+01,5.150461334e+01,8.657111902e+01,1.730992969e+01,8.055025669e+00,1.818289219e+01,2.563525550e+01,4.306167004e+01,4.723927502e+01,5.654367282e+01
8.244577957e+01,9.929370442e+01,9.798324772e+00,8.932961319e+00,9.133526857e+01,7.963798465e+01,5.032832548e+01,8.454423497e+01,4.427615689e+01,5.274562995e+01,4.665550729e+01,9.284578018e+00,2.195011844e+01,4.583784249e+01,5.188526018e+01,9.681537680e+01,7.238498949e+01,1.488918939e+01,1.820895255e+01,6.319401303e+01,5.127228561e+01,6.403681112e+01,6.965234694e+01,8.205361625e+01,4.308880770e+01,2.877057639e+01,4.309293216e+01,4.483766935e+01,6.681202238e+01,2.124829850e+01,5.336385430e+01,2.349634950e+01,6.758809303e+01,1.703916359e+01
2.829949912e+01,9.905903741e+01,1.590848712e+01,6.592590765e+01,1.517002860e+01,3.889979171e+01,6.291518584e+01,2.016275881e+01,9.990555884e+01,4.555489439e+01,6.754675684e+01,2.339462763e+01,3.685393612e+01,2.161160234e+01,3.428665802e+01,3.874107291e+01,6.869389021e+01,3.138651594e+01,6.402183093e+01,5.832802061e+01,3.655123356e+01,7.897216066e+01,4.380520599e+00,9.567688307e+00,4.038198111e+01,8.587934756e+01,8.595634070e+01,9.992616373e+01,1.711878661e+01,3.432554436e+01,5.071720737e+01,6.394258127e+01,2.641424156e+01,7.142413054e+01
3.617819573e+01,9.979113479e+01,1.783239377e+01,7.285673758e+01,1.497734242e+01,8.238940176e+01,2.229656758e+01,9.121445655e+01,7.644153979e+01,2.385401768e+01,8.743261886e+01,8.840888430e+01,1.414882485e+01,8.415485939e+01,7.999159538e+01,3.761944719e+01,8.792147105e+01,4.619505273e+01,3.942879207e+01,2.629814082e+01,4.129337340e+00,6.957265995e+01,7.007448863e+01,1.761901163e+01,2.414663051e+01,4.344374677e+01,7.057496488e+01,5.918876672e+01,4.448576604e+01,5.881824477e+01,6.353443047e+01,6.882824608e+01,9.091520876e+01,9.845060070e+01
6.514260547e+01,7.560991356e+01,2.582636087e+01,7.552740859e+01,4.316643656e+01,9.882583294e+01,2.946662681e+01,9.638594769e+01,8.088639207e+00,1.869210607e+01,6.053244029e+01,2.380025711e+01,5.026520304e+00,7.406972957e+01,7.813302260e+01,1.873685177e+01,7.262460095e+01,8.077453051e+01,7.670907476e+01,5.026089907e-01,5.701845632e+01,7.396688966e+00,5.547402676e+01,6.826741061e+01,4.820922096e+01,7.322769224e+01,9.948383256e+01,9.161245621e+01,2.311010349e+00,6.627762599e+01,6.663899862e+01,9.887715298e+01,7.152450089e+01,1.765919865e+01
6.413064270e+01,7.151999402e+01,1.050604876e+01,8.413310900e+01,4.173299872e+01,3.972492683e+01,8.975022193e+01,3.062342426e+01,2.662973184e+01,7.849218525e+01,1.255358624e+01,5.707600519e+00,5.189772801e+01,8.580879991e+01,8.145207676e+01,5.105636511e+01,3.167731358e+01,1.605731773e+01,5.477270260e+01,5.035720026e+01,7.214115144e+00,6.695508331e+01,2.271318083e+01,3.528840775e+01,6.649349102e+01,2.695218902e+01,1.829061892e+01,3.630461403e+01,5.651025074e+01,9.003099071e+01,2.449747875e+00,9.139091610e+01,8.478613285e+01,2.295624542e+01
5.733767208e+00,6.807956975e+01,1.195416893e+01,4.160428329e+00,8.021393739e+01,9.337177490e+01,5.945528911e+01,4.015199116e+01,9.831425364e+00,8.084157251e+01,9.155522228e+01,2.616082920e+01,8.955076418e+01,2.892810667e+01,2.455627492e+01,5.781072738e+01,6.347250637e+00,6.631914177e+01,5.941231601e+01,6.039187658e+01,8.538577468e+01,7.791157182e+01,4.237690952e+00,5.375967642e+01,9.794164834e+01,5.187627409e+01,7.664010522e+00,8.297260994e+01,4.323739419e+01,1.898281145e+01,8.711937280e+00,3.576530747e+01,5.800494869e+01,3.601059237e+01
1.513536809e+01,8.461587280e+00,6.200847997e+00,6.399096545e+01,5.014770304e+01,6.084732166e+01,4.357832597e+00,3.212836129e+01,6.142981845e+01,3.654998542e+01,3.169151369e+01,3.073453891e+01,1.949165576e+01,5.199719931e+01,1.343184427e+01,2.505197218e+01,1.397501288e+01,3.202583889e+01,8.798530852e+01,2.963965059e+01,9.097166613e+01,1.480394386e+01,7.860404026e+01,7.593920585e+01,3.391000423e+01,8.537235437e+01,4.086961459e+01,8.897975754e+01,7.917435849e+01,7.188601013e+00,6.220547600e+01,8.189510704e+01,1.029775408e+01,4.708630510e+01
4.150059143e+00,3.626721430e+01,9.339629371e+01,6.462648234e+01,9.691050338e+01,1.525796706e+01,6.342152794e+01,8.636142553e+01,4.560262193e+01,8.458419456e+01,9.808632412e+01,5.972810112e+01,9.496481992e+01,2.395094521e+01,1.239316375e+01,6.236278421e+01,2.532956917e+01,1.848562611e+01,1.842326365e+01,2.476186376e+01,6.081782344e+01,2.783131557e+01,2.121384162e+01,3.193062769e+01,3.825870517e+01,9.996106840e+01,9.936650526e+01,1.336578265e+01,7.301961472e+01,7.084637317e+00,9.886078827e+01,4.552964136e+01,4.401639032e+01,6.481443569e+01
2.706439116e+01,6.343968862e+01,2.465345971e+01,9.314693352e+01,7.129555749e+01,4.795397289e+01,5.044727690e+01,4.783200939e+01,4.152010895e+01,3.476629249e+01,4.695265101e-01,3.775752037e+00,5.574866437e+01,6.390216481e+01,9.109633756e+01,5.122715947e+01,7.593220463e+01,6.456289504e+01,8.598151475e+01,1.067956798e+01,2.746817914e+01,8.409258992e+01,7.256958311e+01,3.914227713e+01,8.038942023e+01,2.525152662e+01,8.028511731e+01,6.562167561e+01,7.013281931e+00,4.760090438e+01,9.762959204e+01,4.187731575e+01,8.960365154e+01,8.887381969e+01
7.081326036e+01,3.716219025e+01,5.935715880e+01,2.964852324e+01,2.453827951e+01,2.901136498e+01,8.708565582e+01,2.257230855e+01,8.704874777e+01,3.953300048e+01,8.404458917e+00,5.669618755e+01,4.832724141e+01,5.947664871e+01,9.527978157e+01,1.937387493e+01,7.814780999e+01,5.128942580e-01,5.294825410e+01,8.810889339e+01,4.709213353e+01,7.335608789e+01,4.011114083e+01,8.846830506e+01,2.712927080e+01,4.545731065e+01,5.395569011e+01,7.967070676e+01,6.827216325e+01,3.765207128e+01,9.798709887e+01,3.273903345e+01,7.302352782e+01,9.226999698e+01
6.033828168e+00,8.290906096e+01,6.993760900e+01,6.704640353e+01,3.424997083e+00,2.411925354e+00,8.500047189e+01,2.345551471e+01,3.861733676e-01,5.365546435e+01,5.997410284e+01,3.342156852e+01,6.979764598e+01,8.344167967e+01,6.568149502e+01,9.343483614e+01,1.788399579e+01,5.838857836e+01,4.655634043e+01,4.281500537e+01,7.654632162e+01,5.230275968e+01,7.675094896e+01,2.475647444e+01,2.018963191e+01,5.106292056e+01,7.568581325e+01,2.930469919e+01,7.051163954e+01,3.663376845e+00,2.390226819e+01,7.038657175e+01,1.600085241e+01,8.477801281e+01
7.025422756e+01,6.911931324e+01,6.731466553e+01,4.536136816e+01,2.311830125e+00,6.957351886e+01,3.736916411e+01,1.534658505e+01,9.492181000e+01,7.109338075e+01,7.916936546e+01,7.888698707e+01,7.591483715e+01,7.299053187e+00,9.640989850e+01,7.162145451e+01,1.384177428e+01,2.322327151e+00,9.651228915e+01,9.672578677e+01,2.773295702e+01,2.396925935e+01,7.314816220e+01,1.697811648e+01,5.377045808e+01,1.908285779e+01,7.214202824e+01,2.210885033e+01,4.624553301e+01,1.034437491e+01,7.574921603e+01,4.074683849e+01,7.249734260e+00,6.803556451e+01
3.480839270e+01,5.406341614e+01,2.831124175e+00,1.652552862e+01,9.890963944e+01,3.161506813e+01,9.320814540e+01,1.375061546e-01,8.030446571e+01,3.264057687e+01,4.738858522e+01,5.250893286e+01,7.030899581e+01,6.266514195e+01,5.315379887e+01,1.380691018e+01,2.195569235e+01,5.232079219e+01,8.030379339e+01,7.925747727e+01,3.839436202e+01,6.021575303e+01,2.115595442e+01,4.781949308e+00,2.237367651e+01,4.114144106e+01,3.515830111e+01,7.801308898e+01,4.588830206e+01,3.237779002e-01,3.932755864e+01,5.432626351e+00,9.248926925e+01,6.205074098e+01
3.029383031e+01,8.787620125e+00,9.410042593e-01,8.803815497e+01,9.946852939e+01,8.975165248e+01,6.463235814e+01,9.666136942e+01,9.795148329e+01,6.658462392e+01,7.598549463e+01,2.228972492e+01,2.734415466e+01,3.760778063e+01,6.793877005e+00,8.258948921e+01,1.401096099e+01,5.121913199e+01,9.046678055e+01,2.189843320e+01,5.104501091e+01,4.701332373e+01,9.549816206e+01,3.322597114e+01,7.592000911e+00,7.416324056e+01,3.694191601e+01,8.147879329e+01,7.675753415e+01,5.221911091e+01,4.538195517e+01,7.273872978e+01,7.385755725e+01,8.765635418e+01
9.116026913e+01,2.842047130e+01,7.672019825e+01,7.073901750e+00,4.161002580e+01,6.634426606e+01,1.492905393e+01,9.141522010e+01,1.471028331e+01,1.218670606e+01,4.070763842e+01,2.217919985e+01,8.404124883e+01,8.229972447e+01,8.619429382e+01,3.996864653e+01,6.472732204e+00,4.753964074e+01,4.685527849e+01,8.136428029e+01,1.525382788e+01,4.506261845e+01,7.878596189e+01,9.995858255e+01,9.191767414e+01,4.063663548e+01,8.856364296e+01,7.577293567e+00,6.038208098e+01,6.462218535e+01,8.563197499e+01,3.194571734e+01,7.803415051e+01,3.342128191e+01
7.535670138e+01,5.119088482e+01,9.632187403e+01,6.687815705e+01,2.618140546e+01,6.316034479e+01,1.083921361e+01,1.207762902e+01,3.450793301e+01,2.316064418e+01,7.736944499e+01,9.392614222e+01,2.923362340e+01,4.092535249e+01,6.548120376e+01,1.017918961e+01,4.085089401e+01,7.526707842e+01,6.490395659e+01,5.118051960e+01,9.707438599e+01,7.590330322e+01,6.518674210e+01,4.016294500e+01,9.483630261e+01,7.401137939e+01,5.004757673e+01,9.486666945e+01,6.126284128e+01,5.121566730e+01,3.735035916e+01,5.183256271e+01,9.124909061e+01,6.005298255e+01
5.762437457e+01,3.259853281e+00,3.410725415e+01,8.909118230e+01,8.105499424e+01,7.172341366e+01,4.454242170e+01,1.560548135e+01,7.949828183e+01,7.746428558e+01,4.690058902e+01,4.500266235e+01,7.146556184e+01,3.269404770e+01,5.947860305e+01,7.270383694e+01,7.689890000e+00,3.539975889e+01,3.321835316e+01,5.090451620e+01,2.271717955e+01,7.245217986e+01,7.549467848e+01,8.041622885e+01,6.707873499e+01,9.272092958e+01,1.912608689e+01,7.663308489e+01,2.583622126e+01,8.951814251e+01,2.972632973e+01,4.190366626e+01,9.278152267e+01,4.638066885e+01
6.916481378e+01,6.545433526e+01,7.103340218e+01,2.993719658e+01,3.882756737e+01,3.529785267e+01,4.881634875e+01,6.886621079e+01,9.932281471e+00,9.838678694e+01,8.163263645e+01,4.890153204e+01,4.667394330e+01,1.744125858e+01,4.913457767e+01,8.501418680e+01,6.620426690e+00,1.701135880e+01,1.377820327e+01,1.229855812e+01,6.651444920e+01,4.788819611e+01,1.173689319e+01,9.554217426e+01,4.907843048e+01,4.194781493e+01,3.668878160e+01,5.508217644e+01,8.430642970e+01,9.408866926e+01,7.250170838e+01,4.462429587e+01,4.470850730e+01,5.304576093e+01
5.952991324e+01,1.605975145e+00,7.839196012e+01,3.390335570e+00,8.822490290e+01,5.839728139e+01,8.198877843e+01,5.533146980e+01,5.572845317e+01,9.980861121e+01,9.342601844e+01,2.241173565e+01,2.202807092e+01,1.388822931e+01,8.484471303e+01,9.093705222e+01,9.600879428e+01,7.573076670e+01,2.293997930e+01,1.395435090e+01,1.562914995e+01,7.700623546e+00,9.682696373e+01,6.861526471e+01,7.732391874e+01,8.038712191e+01,4.914537528e+01,2.722911259e+01,6.701805996e+01,1.320719227e+00,3.071031997e+01,9.034428790e+01,7.013520907e+01,3.997701831e+01
3.849104151e+01,8.154207362e+01,9.413035559e+00,8.974119628e+01,2.424051668e+01,9.751185154e+01,2.885522524e+01,1.468755261e+01,4.841238165e+01,2.603375392e+01,3.427914296e+01,8.984150291e+01,8.098213025e+01,2.000496450e+01,9.655937087e+01,1.275961770e+01,6.767200078e+01,4.380347331e+01,3.919700168e+01,2.697120794e+01,2.316503222e+01,7.952434977e+01,6.779690455e+01,4.644777258e+00,6.554161252e+01,6.252575868e+01,5.127115222e+01,4.632159451e+01,8.808456258e+01,4.596490790e+01,1.014084269e+01,4.452627150e+01,7.244090161e+01,1.623490459e+01
9.570595380e+01,3.156517632e+01,7.210315504e+00,3.001748418e-01,5.850124154e+01,6.513522393e+00,4.793522758e+00,4.122576611e+01,9.058486107e+01,4.805183094e+01,8.452733509e+01,9.641783734e+01,4.729529866e+01,3.162487955e+01,7.719794165e+01,9.367234308e+01,5.223300240e+01,7.561802618e+01,1.492187765e+01,9.675870952e+00,8.430166216e+01,7.849423780e+01,5.353983789e+01,1.194036807e+01,1.079585549e+00,2.848760091e+01,4.238775896e+01,6.559689583e+01,6.171960269e+01,2.057677967e+01,4.205190554e+01,9.390074803e+01,5.943625060e+01,9.721321342e+01
1.821250763e+01,4.269771506e+00,2.363144728e+00,5.664198170e+01,9.215369545e+01,3.673945036e+01,9.658711061e+01,6.710460585e+00,4.050240302e+01,6.617399470e+01,5.240696868e+01,7.429374391e+01,6.325561606e+01,8.262896046e+01,6.227616554e+01,5.453325236e+01,5.180951542e+01,7.975611597e+01,1.852420977e+01,7.293623765e+01,6.202849263e+01,6.434754875e+01,3.638588211e+01,8.988178282e+01,1.998939906e+01,2.775722962e+01,4.126185385e+01,1.115120844e+01,7.637259758e+01,2.477719962e+01,4.418907754e+01,3.671844617e+01,4.360787106e+01,6.446097863e+01
2.277388738e+01,1.936212804e+01,7.323314127e+01,3.966861996e+01,3.150885110e+01,9.697291828e+01,6.990469153e+01,5.887386044e+01,1.149927794e+01,8.881106467e+00,2.626374294e+01,6.420134600e+01,9.599393965e+01,7.831075856e+00,4.681286110e+01,9.383141763e+01,1.564792909e+01,6.856960284e+01,3.671616839e+01,4.296056809e+01,4.298381004e+01,5.347611553e+01,8.698606815e+01,4.763993685e+01,8.781161623e+01,9.756427664e+00,1.854230472e+01,4.976264486e+01,7.902762383e+01,9.614414140e+00,9.743914711e+01,3.554820598e+01,8.845096527e+01,7.873440632e+01
3.673229649e+01,6.900504463e+01,5.472982578e+01,7.205852581e+01,8.278175349e+00,4.756088200e+00,2.909961722e+01,4.115601367e+01,7.482110999e+01,9.967229257e+01,2.937070496e+00,4.207502357e+01,5.528216077e+01,5.502788741e+01,7.222857200e+01,7.417049492e+01,3.011091965e+01,5.021374035e+01,9.090399615e+01,4.148311178e+01,8.522231337e+01,9.694803284e+01,8.866398821e+01,6.881194225e+01,2.760144375e+01,9.262394865e+01,9.095151363e+01,4.403325997e+01,4.808390600e+01,3.040708347e+01,2.867590102e+01,2.528637659e+01,3.486396137e+01,8.456668226e+01
1.533347421e+01,2.188823751e+01,7.904718319e+01,2.012413067e+01,1.321210416e+01,3.839530331e+00,8.521984642e+01,5.590348529e+01,3.244550887e+01,6.238172471e+01,2.827731390e+00,2.604213784e+01,9.402228877e+01,5.672038352e+01,3.789833174e+01,4.252893691e+01,4.067274922e+00,6.261628022e+01,8.981431753e+01,4.522584695e+01,7.107226902e+01,9.327855914e+01,6.901149301e+01,2.593630612e+01,5.662820110e+01,4.493221697e+01,6.687775247e+01,6.949519308e+01,8.956875317e+01,4.271476660e+01,9.475575186e-01,5.322232993e+01,9.462047963e+01,8.267693356e+01
3.170028938e+01,3.447136863e+01,9.105760702e+01,3.431862345e+01,4.666105472e+01,9.661421809e+01,1.250067554e+00,4.907773316e+01,9.909541641e+01,3.948592462e+01,9.378350637e+01,8.681882519e+00,9.330752727e+01,2.102879699e+01,5.308507514e+01,3.519604491e+01,9.853007119e+01,9.683542083e+01,2.902620330e+01,9.534659774e+01,9.076827785e+01,6.004276185e+00,9.183156528e+01,6.179469791e+01,5.758760189e+01,2.000289345e+01,1.119716575e+01,3.317092169e+01,6.081812214e+00,3.810421774e+01,9.861572615e+01,1.345850057e+01,1.957426150e+01,6.722419456e+01
2.598294728e+01,3.665698756e+01,7.181727814e+01,8.881737710e+01,2.208090395e+01,4.080757512e+01,7.111684721e+01,3.080890971e+01,5.207651867e+01,9.439649107e+01,1.303350748e+01,6.918512986e-01,2.659433342e+00,1.711464919e+01,5.802260043e+00,2.791540122e+01,8.729884524e+01,3.941199363e+01,6.690637703e+00,1.566087932e+01,9.288950793e+00,9.529266894e+01,8.916761785e+01,3.773030763e+01,2.144403357e+01,5.293537589e+01,2.197392142e+01,3.277821679e+01,2.142015628e+01,9.291155655e+01,4.961307346e+01,5.125977517e+01,8.166506397e+01,4.958420940e+01
2.729505084e+01,5.851427196e+01,3.022339078e+01,4.626977732e+01,2.677478514e+01,8.439414173e+01,6.692958985e+01,2.487126951e+01,8.773123353e+01,1.020323713e+01,3.466046459e+01,6.025575570e+01,3.077788844e+01,3.942368682e+01,3.407711781e+00,2.438159415e+01,3.575405763e+01,3.011475535e+01,7.827466685e+01,9.248087564e+01,2.975976561e+01,3.607811840e-01,3.764323987e+01,9.067425378e+01,5.537684847e+01,6.221917782e+01,6.944960942e+01,3.187407018e+01,9.304712319e+01,5.038507643e+01,3.186143942e+01,8.048231769e+01,6.327761791e+01,1.298262206e+01
4.923479105e+01,1.333755252e+01,5.108007372e+01,4.273688256e+01,6.484108828e+01,9.414255675e+01,2.655991764e+00,6.461954339e+00,4.671170053e+01,8.799488597e+00,6.613314748e+01,1.749235550e+01,4.276938682e+01,3.672573663e+01,7.379925985e+01,3.581134841e+01,5.403490091e+01,3.186427959e+01,5.467319910e+01,6.094107529e+01,7.118274563e+01,1.611248703e+01,7.653114586e+01,5.629950428e+01,4.865085305e+01,4.700824991e+01,3.931887822e+01,3.832970109e+01,2.458087043e+01,5.722160034e+01,7.364219855e+01,4.273604661e+01,9.730083788e+00,7.209929632e+01
4.380582286e+01,1.222210185e+01,6.781665162e+01,1.258070156e+01,5.767399022e+01,9.600875576e+01,4.319076980e+01,4.505766445e+01,3.005818497e+01,5.060426288e+01,9.239306021e+01,1.702612122e+00,3.569005781e+00,7.539909392e+00,2.641311484e+01,9.460089498e+01,1.136305015e+01,3.318905417e+01,2.999437975e+01,8.543798359e+00,2.032938290e+01,4.900928598e+01,4.065612153e+01,8.821631267e+01,1.570984566e+00,1.492017565e+01,4.394484163e+01,2.220497618e+01,5.430446424e+01,7.107950063e+01,5.449010561e+01,1.430339544e+01,8.652632352e+01,9.400908844e+01
2.894993137e+01,4.620532020e+01,6.951104017e+00,2.438149895e+01,3.755621921e+01,7.151363634e+01,3.566562029e+01,1.492305652e+01,8.692779843e+01,1.993828416e+01,2.329934768e+01,9.728380483e+01,3.654853282e+01,5.986778766e+01,2.547888451e+01,6.880320429e+01,6.482851541e+01,1.128587402e+01,3.892718746e+01,2.785597112e+01,3.689308145e+01,3.723899427e+01,2.887980349e+01,5.070081130e+00,8.826367313e+01,7.877659509e+01,3.995217747e+01,4.763466020e+01,4.046522538e+01,9.659720344e+01,8.692119479e+01,5.150359368e+01,2.051769093e+01,1.328336663e+00
