v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61
8.903853979e+01,4.629631296e+00,9.379597987e+01,1.665153906e+01,3.698223253e+01,9.242492141e+01,8.845500350e+01,9.666563318e+01,7.344890233e+01,4.754676087e+01,8.981399610e+01,5.224312612e+01,9.935734984e+01,7.308707815e+01,9.889115081e+01,2.837107070e+01,1.051588447e+01,7.990707570e+01,5.299901721e+01,1.855769420e+01,9.467786378e+01,3.514709780e+01,2.538997173e+01,5.906890137e+01,5.465985184e+01,8.722074880e+01,8.188097116e+00,2.988989243e+01,2.343617678e+01,5.649388952e+01,7.617051879e+01,4.632992273e+01,6.615072110e+00,9.647289926e+01,5.913118287e+01,2.018240666e+01,3.641813835e+01,6.878920510e+01,6.711656247e+01,7.059347338e+01,5.810650155e+01,7.526526909e+01,9.688120811e+01,5.601560821e+01,3.889610798e+01,8.861144143e+01,6.111376095e+01,8.693510011e-01,6.851485437e+01,4.232701991e+01,5.265285332e+01,7.964871080e+01,2.883533905e+01,9.910348909e+00,7.586609010e+01,2.872360164e+01,4.977815515e+01,1.567637349e+01,3.438742958e+00,2.148959696e+00,8.452157347e+01
1.458549140e+01,9.923184102e+01,8.036377110e+01,9.108606840e+01,4.928922649e+01,1.498877055e+01,1.417982804e-01,6.833603375e+01,8.687926401e+01,3.142318521e+01,7.188262974e+01,6.105544263e+01,8.045229044e+01,2.866351127e+01,6.012460778e+01,4.795583595e+01,5.115929105e+01,2.547740272e+01,1.296818205e+01,5.203270334e+01,9.895637706e+01,4.697684148e+01,5.843960262e+01,3.505743305e+01,6.536068994e+01,7.287856157e+01,2.047527693e+01,8.412917182e+01,5.651936436e+01,9.334348090e+01,5.534096808e+01,8.274819782e+01,9.324752947e+01,9.806788624e+01,6.335744797e+01,3.649465272e+01,1.186654572e+01,4.787302217e+01,8.529052778e+01,1.015324793e+01,3.887935676e+01,9.235939786e+01,5.422638559e+01,9.622359613e+01,5.095350397e+00,8.620704400e+01,2.407818372e+01,9.328836907e+01,7.911499586e+01,7.923157894e+01,6.012299739e+01,1.023628416e+01,3.928188189e+01,8.776945252e+01,3.663768355e+01,5.977989021e+01,5.820747277e+01,8.773849797e+01,8.284844204e+01,8.992491751e+01,2.028795735e+01
2.036594264e+01,5.389553015e+01,1.661039304e+01,3.152712063e+00,8.735272679e+01,1.250561294e+01,5.264655189e+00,9.635844946e+01,4.347600168e+01,8.854758427e+01,9.877866752e+01,1.777531034e+01,4.362828062e+00,7.805879931e+01,4.084913513e+01,7.601461224e+01,6.701487265e+01,6.754843139e+01,1.052942893e+01,7.500679043e+01,9.919798444e+00,1.426717141e+01,9.110683436e+01,5.375270782e+01,1.629973111e+01,5.063013707e+01,5.339129150e+01,9.403408103e+01,5.878650923e+01,5.377026705e+01,7.271554899e+01,7.176689737e+01,4.702414402e+01,6.626575671e+01,7.109682379e+01,8.198577626e+01,8.896432425e+01,8.391890936e+01,4.384175207e-01,6.401491176e+01,3.918050604e+01,1.927203405e+01,9.032956273e+01,8.146630859e+01,6.142198926e+01,5.287269245e+01,9.055903060e+00,5.566574987e+01,8.852465560e+01,7.139162859e+01,9.715385347e+01,4.834813388e+00,8.088392626e-01,4.555137330e+01,1.783352245e+01,9.322349596e+01,9.012918027e+01,5.584987684e+01,2.598319533e+01,5.904264271e+01,2.663361453e+01
1.735259299e-01,1.172490612e+01,5.969147096e+01,9.925265561e+01,6.189603249e+01,2.864753992e+01,2.534174505e+01,1.245600159e+01,1.543492676e+01,4.059711426e+00,1.679922748e+01,2.506959877e-01,2.430650212e+01,6.590524619e+00,7.341813100e+01,6.594892142e+01,5.852543364e+01,2.290992183e+00,5.445391425e+01,7.269716850e+01,6.964696641e+01,1.740814608e+01,9.254150235e+01,4.071750596e+01,3.552784783e+01,5.290232810e+01,8.665049417e+01,8.893907568e+01,2.267607972e+01,7.927821679e+01,5.011136079e+01,3.106931004e+01,8.848569804e+01,3.484764713e+01,3.363748582e+00,5.543724981e+01,7.931923161e+01,4.888833932e+00,9.425959334e+01,9.590173916e+01,5.958860105e+01,4.207654842e+00,6.736201243e+01,1.328144559e+01,6.342446147e+01,7.615131594e+01,4.565527908e+01,1.174223044e+01,8.324082863e+01,3.336401688e+01,8.141562249e+01,4.228393097e+01,7.385562045e+01,1.341267109e+01,3.176730801e+01,3.870998673e+01,3.048989209e+01,4.245381884e+01,7.236423966e+01,9.285448481e+01,7.006516557e+01
4.026256328e+01,4.766651433e+01,7.853129915e+01,7.481692604e+01,2.958920578e+01,6.083328619e+01,7.781496634e+01,8.014013204e+01,4.719171747e+01,6.756889951e+01,4.613156449e+01,3.152969281e+01,2.025189441e+01,5.167550115e+01,7.815314608e+01,6.061546449e-01,4.740243356e+01,1.179189294e+01,5.186195621e+01,7.910903730e+01,9.853518065e+01,2.822682974e+01,4.582259792e+01,9.477983734e+01,7.942052092e+01,3.157556139e+01,3.625171655e+01,2.234834061e+01,9.789014313e+01,2.233362946e+00,5.751126628e+01,9.971997812e+01,5.884758086e+01,9.619863379e+01,4.633181315e+01,8.946826822e+01,1.473381741e+01,3.915394194e+01,9.164972428e+01,6.828195242e+01,9.943215996e+01,5.809486225e+01,3.750646607e+01,1.807844302e+01,4.024363278e+01,6.546891055e+01,9.605162679e+01,9.542647167e+01,2.578864597e+01,4.162732403e+01,5.554110791e+01,8.339475525e+00,7.885322903e+01,3.515580671e+01,2.263644270e+01,1.559314059e+01,1.109502072e+01,7.941436194e+00,3.686453572e+00,7.474255452e+01,3.980030189e+01
8.889611627e+01,6.095808449e+01,4.171225459e+01,9.197285757e+01,2.724290041e+01,6.740994622e+01,5.770420468e+01,4.182042201e+01,4.189650274e+00,1.938815109e+01,8.795168127e+01,5.317413277e+01,7.403310221e+01,1.782962253e+01,2.187226747e+01,8.829512373e+01,6.550879046e+00,3.381879154e+01,5.067626690e+01,2.465646076e+01,7.897091925e+01,3.082152687e+01,7.375034939e+01,6.849097172e+01,6.573076436e+01,8.538662437e+01,4.629542910e+01,1.465016797e+01,6.564709174e+01,8.745173962e+01,6.248906852e+01,3.930691814e+01,3.831678711e+01,9.977906798e+01,5.005019358e+01,7.145592180e+01,6.156732018e+01,7.182473745e+01,7.322742427e+01,2.214566636e+01,7.820514570e+01,5.049064734e+01,6.315643141e+01,5.070238598e+01,9.052121412e+01,7.114315393e+01,6.483120706e-01,5.877334765e+01,7.807786592e+01,9.242449893e+01,3.964162220e+01,1.295916413e+01,3.392424015e+01,9.123991132e+01,1.093595528e+01,9.500813328e+01,8.677677467e+01,6.365111951e+00,5.712233802e+01,7.286843107e+01,6.147527010e+01
7.981371920e+01,1.421667831e+01,4.583919291e+01,5.335659731e+01,3.918212035e+01,1.883657088e+01,9.464585839e+01,9.529423225e+00,3.799320103e+01,2.973008190e+01,5.808315915e+01,5.404371633e+01,5.125031057e+01,6.148739995e+01,4.541626934e+01,1.569061009e+00,9.811850886e+01,7.792464540e+01,3.938010512e+01,1.070516294e+01,7.128787633e+01,3.262891060e+01,2.032184245e+01,1.532026183e+00,7.072031768e+01,6.952936315e+01,2.395539226e+01,7.680974152e+01,4.802081857e+01,3.078767959e+01,1.424959661e+01,5.935617502e+01,6.614430592e+01,7.392870526e+01,5.440571485e+01,1.997326418e+01,2.385992984e+01,8.471412987e+01,6.036455425e+01,9.488626363e+01,4.622190733e+00,1.354692292e+01,6.582909035e+01,9.801452933e+01,9.771509572e+01,6.374303402e+01,1.293346461e+01,6.055708997e+01,1.673012475e+01,3.478164504e+01,5.451527871e+01,8.037985514e+01,2.974257812e+01,6.319675052e+01,8.121831877e+01,3.251321319e+01,6.768524053e+01,7.016529524e+01,8.929676054e+01,1.567641987e+01,9.222244261e+00
9.375325197e+01,2.623275644e+01,6.240170536e+01,1.794212876e+01,8.481542856e+01,1.577913768e+00,5.844776975e+01,5.863227880e+01,4.267685043e+01,9.480246982e+01,4.418460567e+01,6.990197456e+01,4.706443120e+01,6.657339804e+01,1.666356948e+01,2.482183144e+01,8.938735340e+00,7.355002306e+01,2.503837390e+01,4.462408341e+01,4.624118739e+01,8.074241010e+01,3.520372039e+01,7.510685200e+01,8.808462582e+01,5.001346935e+01,2.916281831e+01,1.882858961e+01,3.063932956e+01,3.967686899e+01,8.376699992e+01,6.101101164e+00,4.418394305e+01,5.834743920e+01,2.114386303e+01,4.571592630e+01,4.420277007e+01,4.622206499e+01,3.418712342e+01,6.245344588e+01,7.748964522e+01,3.486727348e+01,6.699105037e+01,7.362355604e+01,3.575758555e+01,9.450688921e+01,8.727319361e+01,3.693122960e+01,1.712447548e+01,8.505474692e+01,2.234854538e+01,8.311249461e+01,6.099471471e+01,1.285853685e+01,8.394279728e+01,1.645893223e+01,5.310268038e+01,7.272378306e+01,8.437368660e+01,8.981373206e+01,1.300069869e+01
8.050046385e+01,2.552325418e+01,1.793059917e+01,5.519480634e+01,1.901663889e+01,6.252590936e+01,6.232350268e+01,1.467836746e+01,6.284913686e+01,4.577293889e+00,3.398943508e+01,7.869539948e+00,5.504885863e+01,6.660864094e+01,2.348448741e+01,6.901860409e+01,6.142484713e+01,4.723394453e+01,6.076331605e+01,4.040557281e+01,1.699890217e+01,9.153308169e+01,6.899545659e+01,6.802641838e+00,3.131251879e+01,3.720382626e+01,4.999763123e+01,7.899262184e+01,2.808079198e+01,8.924110860e+01,3.371421483e+00,2.197438127e+01,2.942641402e+01,1.476186128e+01,2.070618466e-01,9.047586244e+01,5.990392387e+01,1.805161191e+01,4.604434507e+01,7.499884257e+01,4.543173863e+01,8.347267639e+01,1.676670533e+01,4.356453420e+01,7.743451736e+01,9.244075197e+00,9.107479710e+01,7.645683452e+01,2.814719322e+01,9.696984097e+01,1.262476570e+01,7.403507078e+01,8.908272127e+01,6.019006876e+01,7.034869733e+01,2.140438754e+01,9.676045121e+01,8.816769591e+01,2.786104297e+01,1.702020435e+01,6.398638855e+01
7.201993017e+01,9.868847998e+01,1.033791126e+01,3.401107241e+01,8.528989316e+01,4.175630141e+01,3.337175967e+01,1.006247232e+01,4.667958877e+01,2.648235024e+01,3.631205743e+01,9.956875267e+01,1.623946556e+01,1.611594269e+01,2.202765646e+01,3.097651767e+01,2.563849812e-01,7.439211923e+01,1.808279423e+01,6.836062133e+01,2.814555364e+01,8.166768168e+01,1.256719708e+01,7.361167665e+01,5.272418713e+01,3.456707596e+00,7.975335665e+01,3.462429932e+01,1.156832461e+01,6.801330500e+01,1.224726594e+01,2.112380425e+01,4.919472659e+01,3.343212219e+01,4.587605860e+00,9.376103926e+01,3.373709550e+01,5.364847314e+01,4.550611018e+01,5.785170882e+01,9.896654496e+01,4.967454554e+01,6.842730170e+01,4.033982726e+01,2.488985502e+01,7.430042772e+01,9.350381555e+01,7.147749383e+00,1.801991554e+01,1.217448476e+01,5.966786416e+01,1.343272293e+01,4.928994021e+01,2.431666475e+01,5.748716194e+00,7.181523743e+01,9.433073239e+01,8.354822143e+01,4.691783441e+01,7.113907440e+01,7.615915176e+00
6.391981874e+01,6.712374532e+01,1.762089268e+00,4.894601218e+01,3.499700587e+01,2.843069216e+01,1.185964148e+01,4.951680066e+00,3.103778386e+01,7.329151247e+01,9.646038542e+01,7.486330951e+01,1.691966304e+01,7.357578943e+01,3.217297868e+01,5.917375966e+01,5.838079151e+01,9.526746066e+01,8.739252173e+01,8.708558146e+01,4.194520425e+01,4.027250493e+00,4.007631385e+01,6.149803412e+01,1.479564994e+00,5.451432991e+01,7.406239610e+00,9.124266451e+01,7.809163918e+01,9.995849574e+00,1.562259253e+01,5.552053568e+01,1.277260636e+01,2.134992555e-03,6.924277254e+01,5.041757481e+01,1.871964995e+01,1.743251972e+00,8.261840158e+01,7.652124886e+01,6.660239282e+01,5.129014667e+01,9.081297778e+01,8.118103971e+01,7.970144064e+01,7.249683112e+00,2.007348826e+01,1.194747344e+01,6.772988378e+01,5.154073132e+01,3.406436365e+01,1.465292353e+01,5.718585494e+01,4.761437346e+01,5.956144427e+01,1.081083271e+01,3.225933301e+01,5.915200290e+01,2.005209263e+00,5.653283755e+01,5.189012245e+01
5.573820809e+01,9.285985201e+01,4.692426358e+01,8.805735521e+01,1.570044266e+01,5.267108072e+00,8.426809131e+01,5.203117565e+01,8.246517312e+01,3.326374208e+01,2.915721644e+01,7.771120088e+01,3.098302102e+01,6.687020358e+01,6.360297144e+01,8.518957219e+01,1.096860893e+01,6.446765440e+01,9.058858171e+01,2.591960553e+00,2.948337964e+01,3.578995940e+01,3.023231082e+01,8.223930391e+01,9.217807322e+01,9.792729713e+01,7.089811445e+01,8.234725764e+01,6.619281537e+01,2.429213478e+00,7.019530588e+01,8.093980901e+01,9.287492842e+01,9.103592902e+01,1.060452623e+01,6.925518883e+00,6.954489526e+01,6.377104754e+01,1.076236664e+01,3.294831437e+01,6.525468253e+01,1.322135074e+01,7.332060221e+01,5.969158515e+01,7.129699315e+01,3.291757671e+01,5.055743904e+01,3.875600913e+01,4.108068429e+01,4.748905638e+01,1.182334294e+01,8.211958461e+01,2.812816764e+01,9.158387548e+00,2.135845548e+01,6.774720170e+01,9.510269955e+01,2.929026787e+01,1.723284341e+00,6.660905181e+01,7.743518866e+01
6.402928601e+01,5.155424398e+00,1.222875439e+01,8.760660508e+01,3.458133251e+01,7.166314452e+01,6.136306985e+01,8.522671536e+00,3.005320302e+01,2.470897211e+01,5.148980250e+01,7.627854787e+01,3.512200438e+01,9.938688366e+01,5.026318215e+01,4.089849166e+01,8.866492166e+01,8.991166770e+01,1.651000187e+01,8.626997755e+01,5.963537811e+01,8.962707216e+01,9.123440392e+01,5.095131331e+00,2.203976940e+01,5.880997841e+01,6.379066694e+01,4.926824057e+01,3.148151738e+01,8.413478839e+01,6.545763637e+01,8.943761028e-01,9.747161927e+01,9.258404091e+01,8.749530201e+01,8.634560744e+01,9.772874485e+01,7.125139342e+01,3.771389163e+01,3.715591465e+01,6.863590757e+01,4.669210080e+00,1.572293985e+01,6.068122670e+01,1.944945214e-01,9.582596707e+01,6.900688967e+01,5.128059464e+01,4.977142231e+01,5.052487915e+01,8.177479413e+01,1.359499774e+01,4.600423445e+01,1.173037629e+01,6.769741982e+01,4.736895304e+01,7.197097973e+01,9.822788301e+01,1.520763242e+01,7.067908105e+01,6.645550180e+01
9.642310889e+01,6.854735271e+01,5.032119973e+01,5.718477560e+01,6.778978998e+01,2.455890823e+01,5.169709355e+01,3.441587690e+01,7.450833830e+01,1.004701620e+01,6.676945005e+01,1.937380868e+01,2.865714219e+01,6.821436102e+01,6.797257754e+01,5.376252635e+01,8.031691511e+01,3.775469070e+01,3.770752929e+01,7.945383918e+01,7.022212109e+01,5.217515235e+01,3.708024909e+01,2.734007182e-01,4.307470946e+01,5.925538632e+01,8.829628723e+01,1.175556324e+01,5.562494285e+01,3.818199726e+01,8.867867039e+01,3.953756745e+01,9.276097508e+01,3.968761528e+01,3.541523670e+01,9.475414878e+01,7.710489528e+01,1.405327202e+01,1.930234431e+01,1.453060387e+01,3.128294721e+00,5.320331388e+01,6.083308422e+01,3.679934045e+01,2.413042871e+01,5.086463109e+01,9.983913333e+01,4.134134798e+01,1.556917422e+01,7.343220935e+01,9.416964990e+01,5.375415689e+00,1.163479180e+01,7.808004653e+01,2.214251876e+01,8.415074769e+01,5.379180069e+00,5.770959794e+01,6.122910242e+00,7.567806574e+01,3.253759047e+01
7.917663757e+01,5.270666486e+01,8.640356323e+01,1.787398458e+01,4.464439711e+01,2.573896805e+01,8.725027665e+01,1.126983337e+01,2.872329850e+01,6.808545740e+01,2.307333715e+01,1.425752469e+00,7.934951387e+01,1.859069817e+00,7.408291748e+01,3.980628278e+01,8.803145028e+01,7.898310566e+01,2.897511382e+01,6.535896911e+01,4.491924236e+01,7.009974016e+01,3.053652263e+01,4.718811265e+01,4.964887386e+00,1.982449894e+01,9.063295480e+01,7.556635051e+01,8.600686219e+01,5.772047783e+01,2.477118047e+01,2.972379410e+01,5.942215513e+01,5.408060385e+01,3.410923083e+01,2.118195089e+00,3.832892586e+01,9.149106049e+01,2.212869785e+01,6.391055692e+01,9.260510548e+01,2.437222881e+01,6.401082447e+01,9.191470701e+01,6.842748769e+01,1.626401344e+01,8.238767524e+01,4.720465007e+01,3.956680164e+01,7.005337241e+01,6.307869596e+01,5.861537655e+01,1.777448132e+01,8.843906446e+01,5.568152312e+01,7.398418888e+00,7.389565256e+01,5.860608984e+01,8.732900172e+01,9.024151109e+01,3.997887144e+01
7.739849570e+01,9.193605893e+01,6.404802511e+01,3.228442180e+01,8.509847451e+00,2.936852285e+01,6.526909725e+01,5.630108137e+01,6.715160020e+01,3.866834934e+01,6.330582230e+01,6.661518382e+01,8.177404136e+01,5.157782642e+01,2.146289561e+01,4.851723357e+01,5.048745963e+01,1.974033158e+01,7.242839750e+01,1.604379733e+01,3.941105878e+01,1.546266120e+01,9.496909842e+01,6.270744313e+01,9.283671502e+01,9.813220638e+01,8.056814393e+01,5.575647635e+01,2.237171901e+01,4.738425436e+01,2.329503759e+01,3.192995432e+01,8.909631048e+00,3.600729626e+00,8.682919192e+01,7.284792424e+01,1.383551350e+01,5.936665716e+01,7.528147618e+01,9.853883393e+01,5.593279410e+01,7.453760812e+01,3.062178403e+01,2.596791431e+01,8.052898546e+01,5.571257122e+01,1.586379789e+01,9.499761269e+01,2.223625283e+01,5.147365890e+01,7.088695399e+01,2.041483555e+01,2.063169529e+01,7.704231136e+01,4.392567956e+01,5.649310867e+01,3.384594403e+01,1.591470466e+01,4.395910713e+00,4.219299836e+01,3.451166484e+00
8.394862201e+01,1.480873248e+01,2.890103322e+01,2.461622480e+01,3.674039888e+01,2.648658071e+01,2.180973824e+01,3.363996022e+01,1.927894317e+01,2.090289589e+01,9.450819856e+01,2.925824865e+01,7.489154987e+01,2.476820416e+00,1.370722791e+01,3.659378969e+01,3.843976094e+00,1.099037361e+01,9.274330306e+01,2.182591940e+01,2.507106165e+01,6.483600651e+00,8.410676757e+01,8.409038733e+01,4.464993258e+01,4.888602664e+01,9.242856822e+00,7.564877590e+01,2.220877634e+01,6.285616893e+01,7.608509149e+01,1.448855319e+01,7.002007100e+01,5.632619631e+01,1.778743543e+01,3.187692861e+01,8.491534869e+01,6.813449545e+01,7.534091079e+01,1.482466001e+01,1.243040439e+00,1.117434907e+01,7.606249307e+01,2.629288500e+00,9.271085011e+01,3.876384091e+01,2.735039787e+01,3.346963393e+01,3.649278348e+01,9.946679811e+01,9.957731126e+01,7.532961478e-01,6.689035534e+01,5.369632092e+01,3.702874281e+01,3.228702095e+01,2.212994983e+01,8.428054268e+01,6.480623016e+01,1.367721239e+01,9.445192542e+01
4.439469403e+01,1.179826037e+00,7.214146747e+01,4.313455175e+01,8.846683708e+01,5.805579393e+01,1.082485109e+01,8.932847255e+01,2.345684200e+01,9.129906872e+01,2.584137308e+00,5.647511187e+01,2.733634674e+01,1.485708541e+01,7.254995040e+01,9.743844533e+01,6.010442231e+01,6.152050465e+01,6.288213596e+01,1.746397849e+01,3.203935015e+01,9.107134628e+01,2.393205690e+01,7.006046248e+01,4.399387061e+01,7.303752198e+00,2.710143381e+01,4.409295829e+00,3.936020424e+01,9.007127715e+01,9.734431968e+01,3.540427728e+00,3.710795440e+01,3.612709918e+01,8.968233331e+01,6.362717199e+01,2.571315729e+01,8.028179955e+01,1.986974953e+01,2.578634062e+01,8.105591287e+01,8.226218801e+01,3.506065256e+01,7.858575443e+01,9.960931962e+01,6.136032513e+01,1.339979584e+01,5.062444790e+01,4.934927273e+01,4.138134433e+01,5.270572344e+01,4.058908041e+01,9.096555289e+01,3.285127121e+01,4.206863144e+01,5.838799786e+00,5.864571082e+01,4.998489522e+00,3.369207363e+01,4.876255286e+01,2.997075602e+01
9.076969306e+00,4.473257295e+01,3.696927982e+01,7.765771935e+01,1.854119014e+01,3.974271530e+01,3.800515835e+01,1.131666770e+01,8.679773652e+01,4.668838905e+00,4.033037527e+01,1.430996655e+01,2.525311936e+00,6.658098090e+00,7.487113967e+01,9.578514288e+01,9.663262135e+01,6.342150608e+01,4.930325100e+01,9.949176140e+01,3.630019302e+01,6.205659080e+01,6.764904295e+01,7.010816842e+01,7.048878193e+01,9.322701158e+01,7.179234170e+01,5.505817244e+01,7.477318892e+01,6.231791654e+00,3.030506104e+01,9.429413061e+01,6.214190327e+01,1.203046031e+01,6.406694427e+01,5.652864678e+01,5.283599593e+01,7.701790682e-01,9.664168909e+01,6.510627321e+00,4.753817205e+01,1.188059596e+01,8.821597144e+01,1.051570279e+01,4.842649248e+00,6.128385941e+01,9.437535674e+01,8.961556001e+00,4.442903897e+01,2.810950252e+01,2.662987918e+01,5.931784618e+01,5.532502040e+01,6.419216421e+01,9.418018456e+01,6.316923997e+01,7.961113753e+01,9.320866420e+01,7.945305500e+01,4.968022555e+00,1.149254484e+00
1.243277823e+01,5.138695723e+01,5.578234683e+01,6.916231877e+01,3.462117154e+01,1.086533068e+01,4.922033356e+01,5.613639335e+01,3.207073306e+01,3.408117438e+01,8.391331371e+01,9.380182296e+01,7.785892007e+01,8.910081005e+01,3.913487452e+01,6.988718200e+01,2.100568233e+01,2.909075715e+01,4.965459315e+01,3.231872041e+01,6.648951531e+01,3.037442997e+01,1.672612368e+01,4.083839756e+01,2.484167815e+01,6.589520176e+01,3.432061885e+01,8.717309298e+01,4.186546030e+01,6.580520787e+01,9.207501463e+01,8.188174768e+01,1.236024768e+01,5.457708153e+01,6.658101487e+01,2.028482940e+01,4.534496116e+01,5.332119693e+01,4.327905388e+01,5.515547205e+01,9.552047653e+01,6.287965645e+01,2.320757386e+01,7.148685455e+01,9.391129129e-01,2.329702420e+01,4.581096645e+01,5.679440373e+01,9.744375628e+01,3.446040232e+01,8.249075467e+01,2.467338706e+01,8.099018634e+00,6.166255191e+01,7.342016073e+01,4.984005288e+01,4.517670050e+00,2.170391108e+01,1.689342795e+01,7.128777987e+01,9.740764942e+01
8.891674846e+01,4.403533433e+00,3.887969551e+01,1.546602751e+01,1.441897480e+01,7.649623794e+01,7.259854172e+01,9.924413137e+01,9.356048181e+01,2.855693640e+01,2.523075999e+01,6.550015445e+01,3.720055567e+01,4.834594048e+01,6.339799465e+01,7.204964936e+01,3.625894835e+01,7.307121844e+01,3.210123441e+01,8.654583563e+01,6.980930260e+01,9.713793398e+01,7.311341474e+01,7.756477104e+01,7.404546721e+01,3.769311863e+01,5.892617619e+01,8.795435338e+01,1.877897193e+01,4.493428769e+00,4.415458962e+01,3.909403476e+01,5.592714152e+01,6.752354894e+01,3.659233905e+01,7.673079420e+01,6.108668128e+00,7.587782588e+01,2.927151630e+01,3.991804653e+01,2.893209129e+01,4.518261429e+01,1.200929375e+01,6.145655067e+01,6.813748698e+00,9.299888709e+01,4.019675804e+01,3.972268438e+01,4.233602458e+01,1.663528580e+00,6.064545990e+01,6.130984351e+01,3.403805199e+01,5.812561689e+01,4.606735562e+01,1.662228460e+00,4.631470529e+01,4.568656324e+01,7.369819669e+01,9.350878407e+01,6.949374614e+01
7.367710387e+01,1.589023127e+01,3.828373536e+01,2.189303009e+01,3.285016664e+01,3.985282570e+01,3.432972200e+01,4.060517553e+01,8.873769835e+01,7.539415331e+01,5.127543723e+01,1.988264493e+01,2.746379258e+01,1.636047224e+01,2.765077024e+01,9.002162579e+01,8.182448539e+01,2.509624675e+01,2.883250076e+01,3.987454011e+01,7.253217078e+01,5.779239646e+01,8.314847250e+01,1.794394368e+01,9.707497452e+01,4.469646942e+01,1.816809817e+01,7.099013984e+01,8.170074823e+01,3.307932801e+01,3.137934882e+01,8.125582743e+01,2.383930898e+01,2.953666447e+00,6.509226042e+00,1.338600009e+01,5.271104714e+00,7.622268298e+00,3.876635547e-01,7.005773740e+01,4.612636160e+01,4.406909628e+01,9.565752380e+01,1.957270287e+01,2.649812076e+01,8.481608059e+01,9.017457860e+01,3.737822555e+00,7.926226020e+01,2.437748648e+01,7.274688061e+01,6.894554867e+01,6.705677394e+01,6.851227947e+01,4.077260425e+01,1.337472246e+01,8.429911404e+01,1.495021882e+01,1.622950251e+01,9.849540751e+01,1.676861479e+01
5.714380249e+01,2.265928125e+01,6.008431192e+01,3.557407519e+01,4.262291077e+01,5.689217614e+01,3.857730710e+00,6.141981069e+01,2.036316572e+01,4.737676090e+01,4.671226383e+01,2.653341072e+01,8.700186661e+01,4.892337310e+01,3.610916205e+01,9.441714490e+01,4.576549167e+01,4.355343269e+01,8.654120968e+01,3.452898671e+01,9.722780128e+01,9.994220824e+01,8.244555054e+01,9.936288970e+01,9.837881621e+01,4.134144572e+01,7.367813474e+01,1.373959829e+01,7.484772044e+01,5.282867852e+01,1.847190187e+01,3.038168088e+01,1.772778162e+01,6.829024552e+01,3.370482788e+01,5.456615374e+01,2.249282311e+01,6.079002120e+01,7.892197214e+01,7.706415901e+01,9.415784511e+01,8.719618586e+01,9.176515931e+01,9.762288380e+01,4.999657475e+01,3.560588959e+01,8.254412479e+01,6.977126884e+01,7.003797634e+01,9.757113890e+01,8.387873690e+01,8.395573942e+01,1.467591188e+01,2.293048901e+01,4.835528259e+01,6.693819581e+01,7.246183336e+01,9.647339254e+01,4.134813326e+01,4.898084409e+01,1.611048601e+01
3.378544393e+01,4.679490303e+01,8.829352742e+01,6.297159289e+01,6.679565713e+01,3.478062549e+01,6.972635687e+01,6.127587431e+01,9.534770108e+01,5.012119877e+01,5.558447901e+01,7.619177353e+01,3.234363384e+01,6.082040287e+01,4.131542708e+01,4.540933667e+01,9.692903627e+01,9.616026925e+01,1.510537319e+01,7.542590688e+01,2.230500629e+01,6.491413878e-02,2.587267728e+00,9.206932659e+01,8.273122954e+01,9.620078203e+01,9.797553305e+01,8.527678195e+01,2.119434695e+01,1.618711630e+01,8.413296363e+01,4.384813573e+00,1.869682595e+01,6.036599173e+01,6.139578157e+01,8.236810758e+01,6.285075723e+01,1.250736491e+01,8.594398759e+01,4.897352701e+01,1.408353949e+01,2.371117401e+01,7.016976434e+01,3.737531581e+01,1.040923162e+01,2.105158087e+01,4.552268001e+01,3.238121560e+01,2.892143447e+01,4.477400467e+01,3.023233729e+01,3.071369058e+01,4.637759522e+01,8.126024243e+01,3.887789624e+01,7.549883346e+01,7.118740820e+01,5.031754572e+00,1.547633667e+01,1.309293298e+01,1.407564379e+00
2.225673953e+01,9.358655890e+00,4.452612790e+01,1.245271398e+01,6.356979082e+01,8.322890309e+01,2.172927515e+01,8.805638136e+01,4.688516451e+01,8.203803825e+00,9.990165187e+01,4.492827264e+01,1.641620209e+01,4.736439786e+00,2.806679170e+01,3.223800477e+00,8.789126944e+01,1.679600840e+01,1.642900669e+01,5.905042510e+01,3.910536365e+01,2.352178191e+01,3.646335044e+01,4.794139305e+01,9.896733259e+01,8.822955347e+01,7.148512535e+01,6.078481999e+00,8.042358746e+01,1.169728813e+01,1.663988387e+01,2.874737470e+01,2.681564520e+01,1.762640290e+01,7.338648257e+01,7.721173967e+01,1.401496006e+01,9.719524339e+01,9.583441061e-01,9.059370778e+01,5.205831801e+01,1.866558812e+01,2.768131157e+01,1.940260441e+01,3.356052966e+01,8.021601994e+01,7.180023815e+01,8.859429921e+01,7.132972222e+01,6.944059648e+01,7.789803773e+01,5.481790986e+01,6.915424989e+01,5.393189451e+01,6.111354541e+01,5.630551291e+00,2.042515236e+01,7.281580839e+01,3.270101937e+01,4.189630105e+01,1.288303206e+01
