v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71
8.022808897e+01,1.492166263e+01,2.298160584e+01,2.895842069e+01,2.506952631e+01,6.178821105e+01,9.689259580e+01,6.930840848e+01,3.432967659e+01,9.943269598e+01,5.955789378e+01,3.078711338e+01,3.539566559e+01,7.551655753e+01,1.466907476e+01,3.424224831e+01,1.403051482e+01,4.295195909e+01,1.270069075e+01,9.220491850e+01,6.465991603e+01,8.442076410e+01,4.413837200e+01,3.916625936e+01,7.972932545e+01,7.584346445e+01,7.873543879e+01,8.402410937e+01,9.231226963e+01,6.475155822e+01,5.700410481e+01,3.642288671e+01,1.205010473e+01,2.989459700e+01,8.654149127e+00,4.622312056e+01,7.636168414e+01,8.163302512e+01,4.065217122e+01,4.489784794e+01,3.453242736e+01,7.969492381e+01,6.684225396e+00,3.998123466e+01,2.075297864e+01,8.465301443e+01,5.057888026e+01,5.068870912e+01,7.395157995e+01,9.279051912e+00,8.379640361e+01,3.168973333e+00,6.304661355e+01,2.560681293e+01,9.299476569e+01,2.940594614e+00,7.051358339e+01,8.279914956e+01,6.877792559e+01,6.235603601e+01,6.810096687e+01,1.489832926e+01,4.715050761e+01,1.340374085e+01,1.219840195e+01,4.965991961e+01,9.958035682e+01,5.698537104e+01,8.923803875e+01,8.854850439e+01,7.392998323e-01
6.762454350e+00,3.608017723e+01,2.668829029e+01,7.810179541e+01,2.281599490e+01,2.906390009e+01,4.758235146e+01,8.113383410e+01,7.569947739e+01,5.370512014e+01,7.902426742e+01,8.409053413e+01,3.461005980e+01,2.711442967e+00,3.914301525e+01,3.359292234e+01,8.284265496e+01,6.946487988e+01,8.521195538e+01,1.941632040e+01,9.533721238e+01,9.404459662e+01,5.911287277e+01,9.963430956e+01,5.463867270e+01,4.151780666e+00,3.439339181e+01,3.622648689e+01,2.108634399e+01,4.248021922e+01,6.564269429e+01,4.235653917e+01,7.768180920e+01,2.580590478e+01,1.478839266e+01,4.418846597e+01,6.343587745e+01,6.619612862e+01,1.841956686e+01,4.798410207e+01,5.744852485e+01,8.019648209e+01,3.456887562e+01,3.241381558e+01,2.472871608e+01,3.623437686e+01,2.718527230e+01,8.993344196e+01,2.998234924e+01,3.260775663e+01,2.139135550e+01,5.264986536e+01,9.534145145e+01,5.776119243e+01,4.843652614e+00,3.595670052e+01,9.883934134e+01,1.983306297e+01,1.147044340e+01,2.167698593e+00,6.977150480e+01,6.312557813e+01,7.631737214e+00,9.617637725e+00,7.684720393e+01,4.415915448e+01,9.946754112e+01,4.427125263e+01,9.732095252e+01,4.264736373e+01,8.496094570e+01
3.212227300e+01,9.818533932e+01,6.307048652e+01,9.206981899e+00,5.625073702e+01,4.587257326e+01,8.359574549e+01,6.660752931e+00,2.237944930e+01,2.446295709e+01,4.690593810e+01,2.830754040e+01,5.517387171e+01,1.652970562e+01,9.113788175e+01,4.816200977e+01,9.146713834e+01,2.890120727e+01,9.698020255e+01,2.488590392e+01,8.285964803e+01,9.837966503e+01,2.870521183e+00,4.326235445e+01,1.491298957e+00,5.758142720e+01,3.989032933e+01,9.698924932e+01,9.591466362e+01,9.260936467e+01,7.545566420e+01,1.882647397e+01,2.403178558e+01,7.801352956e+01,9.229451284e+01,2.952504594e+01,1.595524628e-01,4.938614788e+01,4.690045584e+01,5.347860847e+01,3.552645574e+01,9.893361008e+01,1.285268966e+01,8.323495722e+01,9.699826809e+01,4.695876417e+01,9.909170187e+01,3.600059326e+01,1.810248158e+01,4.701846388e+01,2.662361162e+01,1.294197998e+01,9.509898843e+00,9.796085792e+01,4.293535209e+01,5.255020969e+00,1.280681535e+01,2.562564008e+01,2.859506615e+00,9.246383888e+01,6.998041882e+01,9.000293958e+01,3.716923518e+01,8.752642133e+01,3.298232412e+01,9.834721605e+00,1.424761485e+01,4.502199860e+01,9.430313505e+01,1.894672315e+01,1.395367213e+00
2.249714147e+01,9.367195907e+01,3.886524254e+01,6.831699593e+01,9.620358908e+01,2.208939693e+00,6.906020825e+01,6.469930500e+01,2.946745298e+01,3.330319065e+01,2.652169456e+01,6.319312025e+01,1.896715590e+01,2.214421442e+01,5.644424517e+01,6.958564908e+01,3.266633422e+01,6.820109880e+00,1.012068494e+01,8.078595172e+01,3.404457153e+01,6.787625029e+01,9.940777087e+01,6.522286239e+01,7.824555878e+01,6.792855591e+01,6.384759503e+01,2.171603859e+01,2.508634271e+01,7.461594987e+00,8.374220600e+00,3.845599574e+01,5.155936457e+01,3.458142378e+01,6.787775843e+01,9.803490659e+01,2.235957339e+01,4.668163822e+01,7.128030295e+01,4.032912355e+01,4.607772482e+01,5.385436702e+01,2.942407946e+01,6.053135027e+01,3.910168990e+01,5.656775636e+01,4.749573494e+01,8.974309226e+01,1.062938890e+01,7.901404214e+01,9.745590652e+01,9.020085837e+01,8.937752146e+01,9.702122644e+00,9.766909802e+01,7.536967779e+01,1.775569750e+01,5.308396470e+01,9.462451172e+01,7.517063678e+01,9.504293146e+01,9.742502790e+01,1.674146236e+01,5.855753636e-01,1.553762139e+00,4.679576693e+01,3.530625334e+01,1.981873104e+01,4.829988376e+01,4.848517405e+01,1.811241212e+01
6.234698114e+01,5.273026135e+01,4.356795419e+01,7.677800226e+01,3.542713211e+01,2.400543183e+01,8.963944861e+01,5.194726432e+01,6.169468298e+01,6.226358715e+00,6.635314662e+01,3.505405576e+01,6.255221389e+01,2.277180815e+01,9.097787686e+01,3.189037239e+01,3.331817333e+01,7.069198236e+01,9.164722390e+01,7.372235640e+01,7.584152039e+01,3.789193394e+00,9.704553230e+01,3.330978526e+01,3.441056003e+01,3.027378206e+01,3.134845779e+01,4.785280032e+01,9.851055108e+01,3.948430906e+01,6.610296120e+01,1.453919029e+01,4.997033020e+01,4.713222200e+01,2.029580212e+01,9.380951558e+01,3.557295226e+01,9.486069808e+01,1.073377168e+01,8.948925862e-02,8.298893274e+01,2.533696764e+01,4.191635951e+01,1.275502360e+01,1.165952098e+00,7.001901363e+01,6.418797901e+01,7.743464026e+01,3.283657495e+01,9.315561544e+01,1.597371014e+01,9.110621453e+01,8.963502431e+01,6.358891771e+01,4.508071942e+01,5.110694976e+01,9.479431191e+01,8.498053507e+01,7.452892602e+01,4.400593824e+01,9.051346852e+01,8.237750713e+01,9.344378017e+01,9.526227069e+01,8.737465755e+00,8.662020024e+00,7.003629465e+01,6.640028800e+01,5.858285747e+01,1.672316364e+01,3.513987068e+01
4.898124335e+01,2.758264504e+01,1.879418766e+01,6.114662786e+01,5.423466246e+01,4.426408621e+01,3.426531874e+01,7.937522247e+01,1.971064380e+01,7.448293342e+01,2.560489398e+01,9.480601403e+01,4.315115928e+01,6.045547569e+01,9.817333132e-01,2.661686108e+01,6.556529876e+01,2.731728070e+01,8.905748854e+01,7.408596555e+01,3.411949338e+01,1.705683129e+01,9.771085622e+01,4.155241674e+01,2.024753132e+01,2.832992541e+01,1.883043607e+01,5.469390178e+01,2.265772183e+01,5.617604314e+01,4.253673515e+01,9.687674054e+01,8.058741088e+01,5.383538791e+01,8.263647825e+00,6.670082555e+01,8.104406856e+01,1.557796502e+00,4.271364172e+01,1.983247626e+01,3.832253041e+01,6.650583789e+01,4.561196435e+01,8.765299373e+01,2.742915647e+01,2.599457539e+01,9.874029785e+01,3.105813134e+01,2.856242373e+01,7.376401197e+01,1.010249490e+01,3.811661915e+01,6.138618648e+01,7.949662057e+01,7.610061336e+01,2.243314248e+01,4.404161647e+01,2.345041789e+01,6.334958567e+00,8.302807857e+01,3.996636557e+01,3.220496789e+01,9.574257042e+01,2.210815949e+01,7.618134563e+00,9.174389315e+01,2.973594971e+00,7.253933055e-01,4.128496702e+01,6.484161810e+01,9.276465062e+00
1.236894428e+01,3.201332739e+01,1.618038410e+01,8.301108404e+01,1.201046692e+01,3.296676257e+01,9.600855172e+00,2.231785827e+01,7.404197938e+01,6.935671356e+01,4.865862966e+01,1.873430071e+01,5.027141160e+01,4.256103163e+01,7.300421628e+01,3.548607004e+01,7.249672365e+01,9.271317993e+01,1.817857604e+01,1.132428476e+01,6.501915382e+01,7.444994419e+01,5.658239662e+01,1.822515224e+01,8.611525189e+00,1.103523667e+01,9.166870863e+01,6.780585481e+01,5.399339343e+01,1.881646512e+01,4.875055619e+01,8.521693712e+01,8.411283718e+00,6.844138345e+01,9.234592126e+01,7.048622023e+01,1.326620939e+01,8.393180356e+01,2.588440940e+01,7.513400312e+01,7.227942819e+01,1.652252795e+01,8.105754489e+01,1.727217219e+01,6.331469051e+01,6.878475279e+01,1.679611579e+01,7.410723746e+00,4.293189552e+01,3.541691603e+01,9.966340843e+01,7.734803986e+01,2.763384986e+01,4.005770141e+01,8.625116440e+01,2.849989176e+01,5.052362923e+01,2.917294497e+01,1.882650737e+01,1.654922156e+01,6.531171008e+00,1.985103254e+01,1.850119366e+00,2.884874529e+01,8.921076372e+01,7.788146237e+01,7.342195973e+01,5.336759047e+01,9.446063120e+01,1.448186525e+01,6.002052567e+00
6.524036646e+01,4.925098706e+01,8.241038111e+01,8.826725639e+01,6.177033488e+01,4.326309449e+01,2.327024498e+01,2.235839945e+00,1.436591353e+01,2.351755271e+01,7.286400877e+01,5.241760229e+01,6.224230372e+01,3.578616570e-01,8.631737545e+01,3.275124840e+01,5.199669785e+01,4.991721611e+01,6.056772568e+01,9.454761865e+01,4.476536734e+01,5.392562637e+01,9.435119504e+01,8.081121699e+01,9.225232483e+01,5.981834642e+00,8.715670094e+01,9.883912013e+01,6.788191416e+01,7.696813242e+01,8.716727834e+01,5.003354645e+01,2.518375297e+01,5.295179280e+01,4.045302756e+01,7.649041311e+01,5.249543930e+01,8.046405085e+01,6.246899665e+01,4.965728499e+01,8.303174853e+01,5.419500868e+01,5.749705172e+01,4.377624081e+01,2.649582982e+01,9.785569142e+01,2.978153096e+00,9.358115944e+01,2.377789990e+01,4.482065514e+01,1.929247247e+01,7.589758770e+01,4.426731637e+01,1.750867647e+00,1.490127951e+01,9.972342581e+01,1.382163457e+01,5.046563420e+01,8.877329795e+01,7.599744948e+00,8.554568327e+01,2.064005243e+01,4.553170456e+01,9.866513298e+01,3.708600759e+01,1.955751455e+00,1.435247649e+01,3.867415565e+01,9.612724950e+01,1.613875733e+01,2.664749873e+01
4.995082989e+01,2.761151744e+01,9.125534271e+01,9.582870552e+01,4.184954572e+01,7.960177255e+01,1.388331707e+01,4.875293325e+01,2.260505482e+01,6.603772029e+00,1.926303163e+01,4.213544345e+01,6.097041167e+01,3.446114465e+00,7.576441811e+01,9.367840005e+01,9.089813882e+01,5.855551521e+01,1.379921398e+01,7.304484888e+01,9.450403660e+01,5.042437646e+01,3.074849252e+01,5.803681993e+00,8.502834646e+00,2.846027421e+01,9.686749930e+01,3.376953548e+01,5.227383339e-01,3.943777906e+00,4.263272952e+00,3.173813597e+01,8.045739746e+01,8.375035627e+01,3.919109814e+01,4.861219686e+01,2.920600931e+01,5.281127983e+01,1.942881975e+01,3.384858396e+01,3.278975744e+01,5.805161290e+01,1.788192837e+01,4.625398386e+01,1.699992056e+01,4.562645978e+01,3.980210841e+01,9.147109357e+01,2.098384672e+01,1.939016498e+01,3.749903251e+01,5.564706959e+01,8.024243978e+01,7.786211422e+01,2.236630736e+01,7.786343327e+01,5.954548653e+01,3.529644776e+01,2.544883879e+01,7.081780933e+01,4.113395667e+01,6.393397180e+01,2.515354969e+01,5.719848896e+01,3.381632166e+01,5.823902583e+00,3.818794051e+01,7.111792924e+01,2.954079249e+01,6.454420304e+01,5.593803728e+01
4.728118216e+01,7.452327172e+01,6.986576333e+01,3.426866599e+01,1.158857758e+01,6.038547349e+00,4.579272115e+01,6.480538156e+00,2.442002997e+01,2.944170190e+01,7.370955143e+01,5.619891958e+01,5.782872102e+01,9.932655353e+01,8.046562877e+01,4.617902005e+01,3.455652818e+01,4.060617198e+01,2.065083354e+01,9.198438607e+01,2.637363816e+00,4.734914866e+01,3.599350421e+01,4.036263956e+01,7.541116909e+01,1.114468446e+01,6.554915957e+01,7.008550008e+01,5.600192937e+01,1.964291339e+01,5.425680649e+01,9.831342505e+01,1.425800516e+00,1.275236623e+01,3.897191319e+01,8.621545096e+01,3.654331961e+01,6.466106925e+01,4.339971548e+01,1.794118558e+01,9.026451596e+01,4.257637647e+01,1.851895899e+01,1.573020265e+01,8.569707802e+01,4.410681257e+01,1.295424831e+01,1.556980326e+01,8.993943902e+01,5.866343920e+01,6.832761686e+01,2.128949460e+01,6.542628881e+01,9.934197779e+01,6.655737266e+01,8.525786825e+01,7.507361703e+01,1.869395038e+01,1.915769774e+00,6.594803809e+01,5.130391582e+01,1.936889358e+01,6.129505530e+01,2.694380232e+01,5.503283292e+01,9.792175657e+01,4.773555645e+01,3.928824160e+01,8.834275171e+01,4.577099022e+01,3.592445167e+01
7.757867982e+01,4.419970841e+01,5.205257604e+01,7.645311410e+01,8.935483417e+01,7.442281312e+01,5.985945663e+01,8.442904972e+01,9.092336240e+01,3.566870114e+01,1.253454218e+01,5.969888925e+01,9.458948261e+01,8.888030280e+01,8.331645255e+01,8.306328722e+01,8.098770450e+01,9.888014931e+01,8.359864600e+01,8.343135217e+01,2.224790445e+01,7.718351914e+00,7.580599342e+00,9.915789073e+01,7.080020903e+00,8.356687018e+01,5.773265330e+01,6.985786744e+01,3.758257014e+01,7.580304171e+01,7.022212977e+01,8.221171881e+00,3.133882449e+01,3.917792225e+01,2.985784615e+01,9.173859088e+01,1.855760267e+01,9.059778854e+01,3.651482370e+01,7.017746663e+01,2.134859276e+00,9.136923017e+01,8.762407639e+01,1.449447980e+01,3.571071500e+01,9.740295931e+00,6.905921587e+00,3.427040826e+00,2.830312718e+01,1.379926356e+00,9.051525771e+01,3.561481836e+01,4.963716850e+01,8.554277310e+01,8.242359917e+01,9.063887529e+01,5.749196733e+01,1.126072836e+01,9.173381580e+01,4.081703135e+01,7.095175406e+01,1.454976233e+01,4.675544555e+01,6.474751329e+01,7.384710789e+01,8.356414471e+01,4.465325372e+01,9.285578431e+01,5.295907948e+01,4.650793290e+01,3.272617449e+01
2.173377889e+01,5.671752574e+01,8.364831913e+01,7.258184378e+01,1.772988768e+01,3.768661536e+01,2.211863468e+01,8.527053056e+01,7.485539227e+01,6.650462710e+01,7.875239890e+01,6.081193211e+01,8.408672782e+01,1.894440740e+01,3.615862080e+01,2.420349229e+01,6.100994372e+01,7.449230017e+01,6.113195141e+01,1.614276991e+01,3.774261666e+01,9.374802749e+00,6.602688988e+01,5.352141685e+01,8.965682885e+01,5.461022258e+01,1.545438592e+01,9.828578655e+01,4.587478116e+01,9.432114162e+01,6.627040965e+01,2.665292387e+01,7.944448522e+00,6.360285603e+01,5.514003797e+00,9.471658698e+01,9.158906980e+01,5.031238734e+01,1.134769264e+01,3.832243312e+01,2.967560038e+01,3.378559060e+01,5.243461417e+01,9.969157199e+01,8.995358337e+01,9.923463899e+01,2.507363887e+01,9.683329312e-01,5.730502532e+01,3.067591978e+01,3.356077475e+01,4.409320752e+01,7.318132057e+01,5.438922326e+01,4.196517385e+01,9.001098650e+01,6.228113977e+01,8.934268271e+01,7.207170737e+01,8.069681342e+01,3.540233300e+01,4.790420950e+01,1.163849859e+01,5.092116040e+01,1.043114035e+01,5.565447193e+01,8.861854089e+01,1.281634693e+01,6.818873199e+01,8.513432358e+01,2.596220174e+01
6.158336553e+01,6.676583518e+01,2.198354658e+01,3.183659541e+01,8.919551876e+01,9.880852684e+01,3.786328930e+01,4.437405480e+01,2.225840035e+01,2.001288079e+01,7.213724623e+01,4.137056657e+01,3.337021205e+01,6.070118298e+01,5.007609288e+01,4.798753779e+01,5.166230905e+01,9.741294815e+01,6.272156371e+01,5.298865649e+01,8.191323777e+01,5.157578399e+01,3.657685098e+01,4.103844570e+01,7.608854481e+01,8.658156683e+01,4.822121708e+01,1.668972479e+01,3.972541927e+01,4.085161713e+01,5.067772370e+01,7.335890554e+00,7.452504272e+01,4.202746829e+01,2.723433235e+00,9.060763695e+01,9.549222084e+01,7.544845459e+01,8.470158247e+01,5.897196950e+00,8.092193538e+00,9.658314967e+00,6.435449039e+01,4.646685119e+01,4.165090905e+01,2.628221864e+01,3.005650559e+01,6.214232348e+00,3.002705599e+01,5.274773861e+01,5.371653195e+01,9.899576144e+01,8.126669131e+01,6.460643689e+01,4.185070564e+01,2.217973597e+01,8.345302507e+01,5.039254456e+01,1.011819905e+01,4.290072676e+01,2.034045435e+01,7.187430045e+01,8.002020382e+01,8.315934537e+01,3.287123209e+01,7.984604805e+01,9.061167309e+01,1.139296108e+01,8.936569818e+01,2.868748494e+01,3.873878749e+01
1.463340190e+01,3.005074856e+01,3.582273499e+01,8.985253706e+00,2.684130741e+01,8.705637430e+01,8.883615986e+01,4.422092476e+00,4.184764196e+00,6.662729141e+01,8.310091595e+01,5.114892049e+01,8.511729392e+01,5.941685673e+01,6.363157112e+00,7.262744721e+01,3.786551837e+01,1.487546366e+01,7.917260389e+01,2.475932162e+01,7.314636031e+01,2.685566426e+01,3.234524134e+01,7.679599105e+01,1.563673142e+00,4.187249769e+01,2.581592299e+01,4.618962135e+00,9.014691418e+00,8.916938390e+01,4.716607392e+01,6.680000622e+01,6.016411414e+00,4.506176134e+01,2.204435898e+01,5.647985348e+01,3.105393306e+01,1.047910922e+01,2.709240072e+01,9.475974325e+01,5.340947485e+01,1.767188564e+01,7.693467995e+01,7.826292240e+01,1.129083626e+01,7.951354627e+00,4.692795536e+01,1.425451788e+01,8.391422733e+00,9.551342074e+01,8.682050752e+01,4.398384580e+01,6.918249466e+01,2.045154035e+01,2.984523716e+01,1.826418736e+01,4.330915005e+00,2.508705510e+01,2.271782327e+01,2.004010421e+01,4.331592002e+01,2.412862642e+01,7.161535769e+01,6.263839349e+01,8.337285948e+01,5.390665826e+01,8.962058344e+00,8.832165350e+01,1.081314833e+01,8.193812370e+01,6.102548913e+01
4.205100077e+01,5.410112922e+00,9.667204376e+01,9.880832374e+01,7.229008068e+01,8.845060803e+01,3.618561196e+01,5.403469314e+01,1.922908155e+01,9.533493919e+01,5.569685299e+01,1.885399652e+01,7.023642066e+01,3.439051185e+01,5.680306906e+01,1.886921220e+01,8.709185913e+01,4.467012982e+01,7.679452050e+01,8.253154490e+01,5.635463507e+00,3.195672626e+01,7.363618333e+01,6.468317499e+01,2.822630500e+01,4.074757153e+01,7.583883297e+01,7.820971011e+00,6.431330689e+01,8.966559261e+01,9.229707203e+01,1.942608893e+01,7.838513806e+01,5.003520060e+01,6.832486331e+01,2.678359214e+01,3.718128809e+01,9.724984009e+01,9.063465546e+00,9.766213881e+01,6.828934052e+01,8.176741843e+01,7.649416314e+01,2.018550662e+01,8.622989378e+01,7.045959659e+01,2.249918147e+01,1.459572337e+01,3.111110364e+01,1.449946212e+00,8.065501939e+01,1.471323435e+01,8.416718866e+01,1.571222402e-01,3.590025453e+01,1.706215390e+01,3.475409064e+00,7.676906582e+01,3.383150431e+01,4.848563316e+00,4.483437159e+01,4.050082873e+01,1.536866930e+01,6.548170278e+01,1.872601404e+01,5.984823385e+01,4.317481321e+01,6.132750823e+01,8.280870813e+01,2.427968452e+01,6.845312746e+01
6.063491434e+01,4.553308513e+01,4.270069281e+01,1.947019395e+01,6.395040988e+01,9.739365590e+01,3.136741064e+00,7.217095282e+01,1.987885766e+01,3.133271305e+01,5.365844246e+01,5.582910105e+01,7.357566512e+01,7.196983987e+00,6.025900307e+01,3.012803556e+01,9.694094168e+01,3.540630145e+01,9.101545828e+01,9.649613421e+01,2.186305668e+01,2.378718673e+01,4.186175298e+01,5.167154516e+01,6.005453357e+01,4.105225386e+01,5.327157592e+00,5.732716045e+01,8.683372630e+01,4.638113906e+01,8.862007901e+01,7.476442685e+01,4.104007668e+01,3.384568575e+01,2.564664312e+01,7.599007678e+01,5.944637972e+01,7.231918081e+01,4.301493023e+01,6.039390909e+01,9.424719751e+01,2.843234943e+00,8.044294598e+01,7.008292086e+01,7.581652915e+01,2.743380317e+01,8.837069994e+01,4.916036973e+01,9.207377549e+01,9.062391555e+01,7.369391797e+01,3.921911471e+01,5.041145434e+01,4.845801127e+01,2.799720668e+01,5.915562845e+01,5.455126498e+01,1.565912114e+01,4.093631632e+01,5.095814854e+01,6.326039894e+01,7.289053920e+01,5.864679845e+01,9.844015003e+01,2.040020014e+01,4.050794431e+01,2.686808433e+01,1.614105846e+01,8.372235834e+01,7.243211111e+01,6.909194344e+01
8.795000195e+01,5.731496146e+01,6.644998642e+01,7.160669533e+01,9.549947581e+01,8.348992757e+01,1.104626649e+01,9.539542617e+01,4.672915509e+01,8.941970520e+01,6.443170378e+00,7.445786525e+01,7.308995725e+01,4.364545067e+01,2.379136955e+00,1.841948477e+01,2.340542284e+01,1.382337624e+00,8.292098858e+01,4.791082696e+01,1.165372537e+00,9.481175278e+01,8.250275238e+01,7.060057880e+01,9.327779334e+01,7.220244568e+01,6.422488185e+01,5.843768256e+01,4.849256987e+01,9.026181141e+01,9.271278531e+01,3.789626681e+01,7.274656622e+01,9.507534032e+01,4.973147456e+01,5.338466750e+01,4.825258706e+01,5.245447791e+01,9.648838343e+01,2.368328479e+01,5.025239008e+01,6.514266849e+01,6.963123880e+01,2.057050732e+01,6.576439995e+00,5.146313458e+01,1.278530949e+01,5.222088553e+01,7.271851847e+01,7.061059172e+01,9.542660459e+01,6.024961861e+00,8.609065333e+01,2.101166181e+01,7.183969848e+01,8.889548635e+01,8.044041204e+01,4.370261785e+01,8.306497385e+01,5.079543619e+00,6.744885603e+01,4.503748754e+01,1.893422655e+01,8.329670077e-01,1.137714816e+01,6.046468818e+01,3.163371477e+00,7.734063912e+01,9.136509724e+01,3.094654690e+00,6.515946420e+01
2.736399329e+01,3.527107530e+01,7.724731342e+01,4.848440580e+01,9.446115066e+01,8.095218017e+01,6.089848837e+01,4.896584381e+00,5.636054008e+00,4.634757981e+00,4.148407088e+01,5.107198519e+00,7.862614987e+01,6.578813092e+01,3.312214299e+01,6.407645348e+01,8.355009981e+01,6.243525226e+01,1.945796357e+01,2.303213961e+01,4.953179637e+01,4.314210358e+01,6.747523713e+00,6.172165208e+01,7.610840857e+01,4.738328369e+01,6.794073751e+01,9.835868171e+01,7.497784260e+00,4.362523899e+01,2.836051213e+01,9.050432792e+01,8.523158551e+01,5.496443651e+01,7.549965986e+01,1.182235991e+01,6.435757104e+00,3.476792184e+01,6.646868533e+01,5.853287650e+01,1.736570639e+01,4.235441044e+00,5.606421710e+01,2.751056783e+01,1.109667530e+01,8.234758989e+01,8.567317646e+01,2.818628354e+01,4.408545921e+01,2.687995344e+00,2.399348830e+01,3.857960611e+00,8.876940281e+01,8.356480093e+01,1.740968804e+01,3.811638705e+01,8.171527073e+01,6.254769078e+01,6.800048084e+01,2.665558216e+01,7.170404708e+01,8.853768381e+01,4.145585457e+01,1.942433232e+01,5.497930189e+01,4.292796792e+01,8.631078102e+01,8.626075269e+01,7.856662786e+01,4.841118337e+00,9.579387260e+01
7.055273198e+01,4.885887641e+00,6.783163606e+01,5.892715132e+01,9.142174503e+01,3.577700624e+01,3.679599702e+01,9.319388081e+01,7.226735328e+01,4.098086921e+01,4.757736652e+01,7.463208607e+01,2.673268097e+01,6.015951648e+01,8.775213327e+01,9.720469093e+01,5.910942152e+01,3.518250057e+01,1.423204310e+01,3.209947811e+01,2.426441363e+01,5.198639591e+01,6.369336914e+01,3.313054686e+01,1.285544916e+01,4.370935047e+01,6.284176872e+01,6.687822728e+01,8.360188873e+01,5.394863520e+01,8.144396436e+01,7.651074473e+01,3.859182613e+01,8.573983780e+01,1.444835920e+01,3.843899933e+01,2.763086583e+01,2.947662441e+01,6.139180574e+01,3.481830112e+00,7.993110854e+01,7.477724381e+01,5.178206310e+01,7.920767520e+01,1.836422151e+01,7.291753909e+01,8.494441099e+01,2.120855318e+00,6.892971162e+01,3.859279583e+00,6.142810046e+01,1.751468658e+01,7.006202748e+00,7.882389814e+01,8.959849031e+01,5.594734307e+01,4.910647540e+01,3.915213194e+01,2.778595562e+01,9.184076008e+01,9.243552052e+01,8.770531148e+01,7.321888624e+01,4.829112091e+01,6.272205305e+01,8.797367175e+01,1.456021618e+01,2.127021206e+01,9.903250563e+01,3.540826245e+01,6.926663935e+01
8.586283091e+01,1.243213123e+01,1.909685224e+01,8.445364313e+01,8.291087077e+01,1.370452771e+01,1.249661872e+01,9.505291863e+01,3.521764293e+01,2.925437147e+00,6.397734629e+01,4.022554771e+01,3.411159584e+01,4.485689075e+00,3.089475755e+01,5.723935472e+01,7.790533899e+01,4.672200833e+01,8.577435014e+01,4.159851889e+01,1.851516268e+01,2.230912862e+01,2.920921678e+01,8.821016966e+01,5.105196265e+00,4.069720567e+01,2.705207371e+01,1.817576231e+01,8.238334235e+00,8.046343613e+01,8.000072298e+01,3.395024268e+01,1.111032958e+01,8.939247401e+01,5.734378461e+01,7.130298942e+01,2.307692466e+01,3.191802728e+01,9.221444583e+01,5.546321441e+01,2.228858602e+01,9.467118253e+01,2.966380371e+01,3.554661206e+01,7.434388343e+01,9.659090622e+01,4.509421861e+01,5.867906482e+01,3.655470795e+01,7.119370425e+01,7.491664231e+01,8.945742519e+01,5.985907254e+01,1.638487084e+01,3.539969844e+01,5.647502367e+01,9.760815485e+01,3.326065007e+01,5.209206883e+01,7.875644700e+01,4.001442332e+01,7.766080955e+01,8.230802257e+01,1.173484584e+01,9.751579506e+01,7.741252101e+01,3.983737501e+01,9.010515389e+01,9.829142820e+01,1.690456841e+01,8.777424974e+00
2.128235757e+01,6.181610956e+00,7.669520868e+00,6.891628442e+00,9.995149243e+01,4.090302809e+01,4.772370583e+01,8.838738678e+01,9.638459169e+01,9.047692245e+01,7.852484408e+01,6.176098227e+01,4.902407501e+01,4.858085164e+01,4.323287123e+00,2.944472199e+00,7.448305125e+01,5.300022505e+01,1.889766623e+01,8.099444986e+01,5.018683846e+01,3.393301305e+01,2.118137719e+01,7.414989287e+01,3.184495866e+01,8.433359460e+01,8.424473919e+01,3.994358367e+01,9.316742179e+00,5.024175642e+01,7.339932494e+01,3.388892974e+01,5.254933004e+00,9.343056294e+01,2.457770973e+01,9.153117242e+01,7.786320689e+00,8.019013649e+01,6.819222479e+00,1.595274953e+01,9.374850845e+01,7.429773481e+01,3.155845084e-01,7.231059337e+01,3.242788411e+01,4.515599587e+01,5.310547306e+01,6.909638667e+01,3.222716086e+00,1.313396563e+01,5.992170104e+01,3.309981639e+01,7.266580110e+01,1.723274631e+01,9.400406969e+01,8.900279640e+00,1.644330222e+01,6.854937130e+01,4.848278108e+01,3.859505273e+01,9.818753373e+01,6.583497131e+01,4.970722803e+00,4.352917131e+00,5.631294593e+01,4.574656883e+01,7.487076247e+01,5.345179059e+01,5.418664022e+01,4.966311815e+01,5.851185673e+01
