v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51
5.841715180e+01,5.701046617e+01,6.743580388e+01,3.290839753e+01,7.839397393e+01,3.027831523e+01,1.163153672e+01,7.633695979e+00,7.355590599e+01,9.998258141e+01,8.122597886e+01,5.485383167e+01,9.610254755e+01,5.658172780e+01,1.383671889e+01,4.397782650e+01,4.251750242e+01,7.252005928e+01,6.672343439e+01,6.294815356e+01,7.700253853e+01,5.065156104e+01,3.920192705e+01,6.509129897e+01,4.896160179e+01,4.789051702e+01,6.563157524e+01,7.634327010e+00,1.352848308e+01,2.556565014e+01,8.897602170e+01,6.508743991e+01,5.185678123e+01,3.877430593e+01,8.621424761e+01,6.425492679e+01,9.693646225e+01,5.975038336e+01,4.788139429e+01,9.027082624e+01,5.264584955e+01,7.382935895e+01,7.940316967e+01,9.991606696e+01,8.225510525e+01,4.042218519e+01,5.628973911e+01,7.604830370e+01,3.685850692e+01,5.136710647e+01,7.968967876e+01
7.202567048e+01,5.344183512e+01,9.785627244e+00,1.209124525e+01,7.100111246e+01,6.184987906e+01,4.324070024e+00,9.128703135e+01,6.895101208e+01,2.657023609e+01,8.559219837e+01,3.070682817e+01,3.108150376e+01,2.245995075e+01,7.606036693e+01,4.231365862e+01,7.585572948e+01,5.526201042e+01,1.069152253e+01,6.382715461e+01,8.887855331e+01,8.861849620e+01,6.586792663e+01,8.473362795e+01,7.050020457e+00,5.477005137e+01,6.727852164e+01,1.417789120e+01,7.122291196e+01,7.979565157e+01,8.367069306e+01,4.453545118e+01,4.816662321e+01,5.967992701e+00,4.700470789e+01,2.186646549e+01,6.352622247e+01,3.285280320e+01,4.889453585e+01,5.116483340e+01,9.095481334e+01,7.554612755e+01,1.405503097e+01,8.236439550e+01,6.672602793e+01,8.697768946e+01,1.903084865e+01,8.175777703e+01,4.077282406e+01,5.615833448e+01,5.293152437e+01
3.736208321e+01,9.660338279e+00,1.032963026e+01,9.999967127e+01,6.673713149e+01,1.326915810e+01,6.550104649e+01,7.590802593e+01,2.052629956e+00,6.603803913e+01,6.069773580e+01,9.384668717e+01,9.050509415e+01,5.119796156e+01,5.578922580e+01,4.276885716e+01,9.189350214e+01,2.455203518e+01,8.871404453e+00,2.082244022e+01,2.575936074e+00,6.875993105e+01,2.668856911e+01,1.773120505e+01,4.462762365e+01,6.370932489e+01,7.973137274e+01,4.576229744e+01,1.951193542e+01,3.670512404e+01,5.978488998e+01,4.590062893e+00,2.547719052e+01,9.434321339e+01,6.950082071e+01,6.768490741e+01,9.623790820e+01,8.434311221e+01,5.710122866e+01,6.065264025e+01,7.111225630e+01,3.207828583e+01,6.727946280e+01,1.067090613e+00,9.500259814e+01,3.202919088e+01,5.362659586e+01,7.098434028e+01,8.384485758e+01,1.880730656e+01,3.117157282e+01
7.432413359e+01,3.193060248e+01,8.306095899e+01,7.963277527e+00,6.717690359e+01,5.211583198e+01,8.302151823e+01,3.256902755e+01,7.972630471e+01,2.497583477e+01,6.307323733e+01,9.359383867e+01,3.191723239e+01,3.475762804e+01,7.437417311e+01,8.913927691e+01,7.955330582e+01,2.346506154e+00,2.210381210e+01,9.656402290e+00,8.494869490e+00,7.357460345e+01,8.228439698e+01,8.657224429e+01,8.531438167e-01,6.740079815e+01,5.406044857e+01,2.936670758e+01,4.557887252e+01,2.600116410e+01,2.510067927e+01,9.487174603e+00,4.030329951e+01,7.295790551e+01,6.540984620e+01,7.641163285e+01,1.754382782e+01,4.222318844e+01,7.123520814e+01,4.925454760e+01,8.362126930e+01,2.680770728e+00,4.112549997e+01,3.462723567e+01,8.602088409e+01,3.341643182e+01,6.977702746e+01,2.449738650e+01,5.351446851e+01,4.113742729e+01,6.640911432e+01
4.311524648e+01,1.766383835e+01,6.028651591e+00,6.387949392e+00,7.239249305e+01,3.912860079e+01,4.662929222e+01,4.673244694e+01,6.130243419e+01,7.086815594e+00,8.604158869e+01,4.489282455e+01,8.889636800e+01,9.284584894e+01,6.358672355e+01,5.354893455e+01,4.061786897e+01,6.294487050e+01,7.777959378e+01,5.247842460e+01,3.032285915e+01,8.312021673e+01,2.110625987e+01,7.057932028e+01,3.310685201e-01,8.276707070e+00,2.948785188e+01,4.532534598e+01,5.462794238e+01,9.573230867e+01,8.433065421e+01,3.266685032e+01,7.412547594e+01,6.995500531e+01,4.227444090e+01,4.139913378e+01,2.870297807e+01,2.067459347e+01,8.796858171e+01,1.706059167e+01,6.752362449e+01,7.063457811e+01,9.851202657e+00,8.872254218e+01,5.790182864e+01,2.189080113e+00,1.700020896e+00,1.370633015e+01,6.041039415e+01,9.468467069e+01,5.186826067e+01
3.133181949e+01,7.856847351e+01,9.026458584e+00,8.706174664e+01,5.509976253e+01,3.170920745e+01,4.532819953e+01,5.787893808e+00,1.529615504e+01,8.808270073e+00,9.228622685e+01,1.736310225e+01,7.681662767e+00,6.635160339e+01,9.764135811e-01,5.904001154e+01,3.733751441e+01,6.427226756e+01,7.287918913e+01,6.834506996e+00,6.360732366e+00,8.814909973e+00,7.692379533e+01,2.931918894e+01,2.190759006e+01,4.748462556e+01,9.828236476e+01,1.889626794e+01,3.982469266e+01,6.026676462e+01,8.562356641e+01,9.901764999e+01,9.003619110e+01,3.733085586e+01,9.182839939e+01,7.437764466e+01,3.598528178e+01,3.274541350e+01,4.348282924e+01,7.498469900e+01,5.707202128e+01,4.999031480e+01,9.031608512e+01,8.887057475e+01,7.574707938e-01,7.501411338e+01,5.202697948e+01,4.054425107e+00,9.287578806e+01,3.981711240e+01,8.669473372e+01
6.497568659e+01,4.658641029e+01,3.320737769e+01,2.630123647e+01,8.745728669e-01,5.360596237e+01,3.856098805e+01,4.475341058e+01,6.105321840e+01,2.724672390e+01,4.125883275e+01,2.664710743e+01,7.010471678e+00,5.411668193e+00,9.126165998e+01,1.021425368e+01,2.330757915e+01,8.496647709e+01,6.846238221e+01,2.071974042e+01,9.879035081e+01,9.679862683e+01,9.445495683e+01,6.152999490e+01,9.035010008e+01,8.872211814e+01,4.458745399e+01,6.581911011e+01,6.634854005e+01,3.837864075e+01,8.155329555e+01,2.457034877e+01,5.234893277e+01,9.653048574e+01,1.342530764e+01,5.031918677e+01,8.895532788e+01,5.500655807e+01,1.817053228e+01,8.922967608e+01,1.732128805e+01,5.102172528e+01,4.021416437e+01,1.828905927e+01,3.200272560e+01,4.176537849e+01,2.751405743e+00,6.809698300e+01,8.162685144e+01,1.023122510e+01,8.524516752e+01
4.275243011e+01,2.866913561e+01,6.997115411e+00,6.595028006e+01,7.604715529e+01,9.375306583e+01,3.241211522e+01,1.608442017e+01,5.457924415e+01,7.248673208e+01,6.838652976e+01,7.302143213e+01,7.288069850e+00,6.661664662e+01,7.299948905e+01,7.235521589e+01,1.784547038e+01,7.385315949e+01,7.127109750e+01,9.667571323e+01,2.115729926e+01,6.937248800e+01,2.852061921e+00,1.076643103e+01,4.973745742e+01,9.334846910e+01,1.318910625e+01,6.334882209e+01,8.514089973e+01,7.104293125e+01,8.534814539e+01,9.072052934e+01,4.944745579e+00,3.551096589e+01,3.135315430e+01,9.889441814e+01,6.737290589e+01,3.660608612e+01,1.249581504e+01,2.734387654e+00,6.493830368e+01,2.209002294e+01,6.513979543e+01,6.185580757e-02,2.798251938e+01,3.537971856e+01,8.603012912e+00,3.303648426e+01,3.016682938e+01,3.535884475e+01,8.012361567e+01
4.526009107e+01,8.886949305e+01,2.122164210e+01,8.350391101e+01,3.430431465e+01,8.732035889e+01,8.822768929e+01,1.863014415e+01,9.835075422e+01,1.792860716e+01,8.102417270e+01,4.461979537e+01,8.128722931e+00,6.262199365e+01,3.993349693e+01,1.760958617e+01,9.007471178e+01,9.814377627e+01,6.329218664e+01,8.403465188e+01,9.824470425e+01,3.809111921e+01,5.025332789e+01,7.687761481e+01,9.632403087e+01,9.767478583e+01,5.559911026e+01,2.372170084e+01,2.646571279e+01,6.265518473e+01,6.506613523e+01,7.357514823e+01,3.738939132e+01,8.231339087e+01,8.158111817e+01,6.330097285e+01,4.058725742e+01,7.007270217e+01,7.917914237e+00,6.029702696e+01,6.995964349e+01,4.323762256e+00,2.075068679e+00,5.366954332e+01,8.704302637e+01,1.346910166e+01,3.561515433e+01,6.688637918e+01,7.200318158e+01,1.079478831e+01,5.036971839e+01
2.213408874e+01,3.921319717e+01,8.339410123e+01,9.809349759e+01,6.075556686e+01,8.017380529e+01,8.526798572e+01,2.377681074e+01,1.169565079e+01,7.839152453e+00,3.797793996e+01,6.195303744e+01,6.517352993e+01,8.306695947e+01,4.419456649e+01,9.833481978e+00,4.384551069e+01,7.854245852e+01,8.999789987e+01,7.419942704e+01,6.833877688e+01,8.161994518e+01,1.524412110e+01,9.149621512e+01,1.713272128e+01,8.527571671e+01,4.912647062e+01,9.873406344e+00,9.297474243e+01,1.736623082e+01,2.005547720e+01,4.324528841e+01,8.327209056e+01,1.001396446e+01,8.448971983e+01,7.950262567e+00,3.579619718e+01,9.193268308e+01,5.527459953e+01,5.871975373e+01,6.646797693e+01,1.629444633e+01,9.904336915e+01,8.266727866e+01,7.911883103e+01,5.517943952e+01,9.580678028e+01,2.387446435e+01,5.521569695e+01,1.993177420e+01,1.207891561e+01
8.632784835e+01,7.203955633e+01,3.006559725e+01,3.146052382e+01,1.899728655e+01,2.644383515e+01,2.329419785e+01,8.737989744e+01,2.227618085e+01,6.136559862e+01,9.632432921e+01,2.692161783e+00,9.130734550e+01,1.758002298e+01,8.472561837e+01,5.049585115e+01,4.197659619e+01,2.419608393e+01,1.884946346e+01,2.569584120e+00,7.877518656e+01,1.351027404e+01,6.743326997e+01,5.111287997e+01,9.014310674e+01,9.508452788e+01,8.185148473e+01,3.923877394e+01,4.412585957e+01,5.029220101e+01,5.530718770e+01,3.238219627e+01,1.350498060e+01,3.235100371e+01,2.858235272e+01,5.003261632e+01,1.400132756e+01,2.287993734e+01,3.466241412e+01,2.302091270e+01,8.298034478e+01,9.040157988e+01,6.767951422e+01,2.349517632e+01,3.221306863e+01,1.327852849e+01,9.132276282e+01,7.206250628e+01,9.448521325e+00,4.607791115e+01,5.097662109e+01
9.723620567e+01,2.260760030e+01,2.882011296e+01,5.398139114e+01,6.625075244e+01,9.045340563e+01,8.543997783e+01,7.147517472e+01,7.468044793e+01,9.935938931e+01,7.773745762e+01,6.254940637e+01,9.685005708e+00,1.215202893e+01,3.337706602e+01,7.301252569e+01,6.051151211e+01,3.301117352e+01,3.321940426e+01,6.208338784e+01,4.772700818e+01,7.607921171e+01,5.764992959e+01,3.887594382e+01,3.601495954e+01,9.682328667e+01,8.121974258e+01,6.175718053e+01,6.297174523e+01,8.085951428e+00,6.551692381e+01,9.820685670e+01,1.155158385e+01,5.480087039e+01,4.159136063e+01,9.240008868e+01,3.407571856e+01,9.486631151e+01,4.979021045e+00,3.026694249e+01,7.746389230e+01,6.367796741e+01,7.544570459e+01,8.240064032e+01,2.634869791e+01,6.926515109e+01,5.320110416e+01,2.342451945e+01,9.204711789e+01,5.506456144e+01,6.917361823e+01
4.832312944e+01,2.637775009e+01,8.001340715e+01,3.599430431e+01,6.763161483e+01,2.825432126e+01,5.690964173e+01,3.532176665e+00,2.067127159e+01,3.212735851e+01,7.024801325e+01,9.178558030e+01,4.093721482e+01,8.643422100e+01,1.901903979e+01,1.635423857e+01,5.372681463e+01,5.916692127e+00,8.588659351e+00,5.685178249e+01,8.684592386e+01,7.368242686e+01,8.443521184e+01,6.473098902e+01,4.746347660e+01,3.121311469e+01,4.691897975e+00,5.842858862e+01,2.651105159e+01,3.756714363e+01,9.146147606e+01,1.667314591e+01,4.439974309e+01,8.865525356e+01,9.845598301e+01,8.836975870e+01,8.044718627e+01,1.143472685e+00,9.273289071e+01,9.648478697e+01,4.353888957e+01,7.121036447e+01,3.179367931e+01,2.267161538e+01,8.873245246e+01,8.666469097e+01,3.706377579e+01,7.420614162e+01,8.024073989e+01,6.046442703e+01,5.922183510e+01
4.157510108e+01,4.641421394e+01,8.232052570e+01,2.588980026e+01,7.291864725e+01,9.128419819e+01,7.319009784e+01,7.003860394e+01,7.159102626e+01,4.290274043e+01,4.613279677e+01,2.774799095e+01,1.284013861e+01,5.723243561e+00,1.243203493e+00,9.758938464e+01,7.743489161e+01,1.410656906e+01,2.182630191e+01,4.222503098e+01,8.077160671e+01,1.023179886e+01,5.194926966e+01,6.695669714e+01,4.924847785e+01,8.294161159e+01,7.878665740e+01,2.790994550e+01,1.836997118e+01,2.911883691e+01,3.508356751e+01,6.895146093e+01,1.949036086e+01,8.659527062e+00,5.280745282e+01,5.443149042e+01,3.257318334e+01,3.980705991e+01,6.952437141e+01,3.885173920e+01,6.890436637e+01,3.182505404e+01,6.772777818e+01,7.750002950e+01,8.123278969e+01,4.002404557e+01,1.877355465e+01,6.503348472e+01,1.097823392e+01,9.614700292e+01,7.863192909e+01
9.932155588e+01,4.727815068e+01,6.524806941e+01,7.232501112e+01,2.761482670e+01,7.411891221e+01,6.466481752e+01,3.305129907e+01,3.959297039e+00,6.801689143e+01,7.942712333e+01,4.365029687e+01,8.821793522e+00,5.120040722e+01,1.024687531e+01,9.125301174e+00,5.170601640e+01,4.662000372e+01,6.106997430e+00,5.886300606e+01,5.088284414e+01,2.032623153e+01,1.279346949e+01,7.677548092e+01,6.545189114e+01,8.429851206e+01,7.290034947e+01,1.252821882e+01,6.010607549e+01,9.726118974e+01,5.036558794e+01,8.471764928e+01,4.473884911e+01,9.824430326e+01,3.272070123e+01,7.861111819e+01,1.993444422e+01,7.060797744e+01,9.203580389e+01,8.542875417e+01,5.818764755e+01,2.564043134e+00,1.187139101e+01,1.458904234e+01,9.394415984e+01,5.915823048e+01,1.609896581e+01,6.384659248e+01,7.167971176e+01,2.915608723e+01,2.555548740e+01
9.678060809e+01,6.136931665e+01,4.523727604e+01,6.862201059e+01,7.521230826e+00,9.635541563e+01,9.875929349e+01,8.895539729e+00,3.767548278e+01,4.882705860e-01,6.018760986e+01,3.063285000e+01,2.625129473e+01,3.867544997e+01,8.462048834e+01,4.552345313e+01,4.736035977e+01,2.770802938e+01,8.980090958e+01,8.554237309e+01,4.260472487e+01,9.622681459e+01,1.428350630e+01,9.839903616e+01,3.937521704e+01,9.808886943e+00,9.365038806e+01,6.121961066e+01,2.666446817e+01,8.355531293e+01,4.481298173e+01,6.124700747e+01,2.061687101e+01,3.780679904e+01,7.406808919e+01,3.444565023e+01,2.101515549e+01,6.696212438e+01,6.587824944e+01,6.632496755e+01,8.442520520e+01,9.342573143e+01,8.332316416e+01,9.027479248e+01,5.215274459e+01,1.280064144e+01,2.066139757e+01,7.691107144e+00,4.578447556e+01,4.569001190e+01,1.846376261e+00
5.807091007e+01,7.126115009e+01,8.118786144e+01,4.926658286e+01,4.934672093e+00,8.945161115e+01,3.969031540e+00,6.259398830e+00,6.931738286e+01,1.968387847e+01,3.142724459e+01,8.074555015e+01,6.558139906e+00,9.928685710e+01,7.708074861e+01,3.842963830e+01,3.748301716e+01,2.521692437e+01,2.621491474e+01,1.397497625e+00,4.097134379e+01,4.217001828e+01,8.931645894e+01,9.020994453e+01,5.942967070e+01,3.263199216e+01,4.804320153e+01,7.055280571e+01,8.586284306e+01,6.236356443e+01,2.319485490e+01,8.048841001e+00,3.021587044e+01,2.127267197e+01,7.593865973e+01,9.641485281e+01,1.067002955e+01,2.562693910e+01,7.002281699e+01,8.370931844e+01,5.555814863e+01,6.995981810e+01,3.594409600e+01,8.215282632e+01,6.488487931e+01,4.413495694e+00,2.784059740e+01,7.680722737e+01,9.598369617e+01,8.086300890e+01,6.484390358e+01
5.405776494e+01,6.062443150e+01,6.786268160e+01,9.416991450e+01,2.130408370e+01,9.424676601e+01,8.021257094e+01,1.496420354e+01,3.141125423e+01,1.838202788e+01,6.046927775e+01,3.568872043e+01,1.246402717e+01,4.254761053e+01,5.245827856e+01,7.796289231e+01,5.887385333e+01,5.006299186e+01,3.986838900e+01,8.238041303e+00,3.157311791e+00,2.082849623e+01,7.272949195e+01,1.419003602e+01,6.059807128e+01,6.813678322e+01,6.138806290e+01,7.157194833e+01,6.578754049e+01,8.634847609e+01,2.360062953e+01,9.801908206e+01,5.317500008e+01,9.556765214e+01,8.609438946e+01,1.872831803e+01,3.554111096e+01,3.365010945e+01,1.519588492e+01,1.973845017e+01,3.105296393e+01,8.501654180e+01,4.461912785e+01,5.592187642e+01,2.459249454e+01,6.335290333e+01,1.362404414e+01,9.926330091e+01,9.986139761e+01,9.147836552e+01,5.541659359e+01
3.211110848e+01,3.950680317e+01,7.029658578e+01,5.839728344e+01,1.420036876e+01,9.210224744e+01,7.355086122e+01,8.074507425e+01,2.151001274e+01,4.453562832e+01,8.588795804e+01,1.475531401e+01,1.888711998e+01,5.817070830e+01,4.431690212e+01,3.297784335e+01,6.000541030e+01,1.001472478e+01,9.782651883e+01,1.678494110e+00,4.398290489e+01,9.569627226e+01,9.600329354e+01,9.212857974e+01,7.581481504e+01,2.860198022e+01,8.080041064e+01,3.942468164e+01,9.233579607e+01,1.227999538e+01,6.866593590e+01,2.862140199e+01,1.427497577e+01,5.877805205e-01,6.502302042e+01,1.421079577e+01,3.636357972e+01,4.383414722e+01,3.496434191e+01,1.698239655e+01,3.172898415e+01,9.700113432e+00,5.784889940e+01,9.941996657e+01,1.392912814e+01,7.157020669e+01,7.625759825e+01,3.950888112e+01,2.479420471e+00,5.649811022e+01,4.197501910e+01
9.965429195e+01,4.550276550e+01,8.922258977e+01,5.682421771e+01,3.359161712e+01,5.933441095e+01,3.512188132e+01,3.456759470e+01,1.818002602e+01,6.494817620e+01,4.176074727e+01,9.479935000e+00,3.523576612e+01,4.601021956e+01,4.378447873e+01,2.025664893e+01,4.146430169e+01,5.510584875e+01,8.015699012e+01,3.724293433e+01,9.001723032e+01,5.543455033e+01,5.298580894e+01,3.243830274e+01,4.224347014e+01,1.564818045e+01,6.121005448e+01,9.868115804e+01,6.043281202e+00,4.525633703e+01,4.876974437e+01,4.502489080e+01,6.091460519e+00,5.269489727e+01,7.306150269e+00,5.319657364e+01,8.338625439e+01,9.970261201e+01,2.700776249e+00,3.819712542e-01,3.190435250e+01,9.901029817e+01,4.207688127e+01,6.876621539e+01,1.237628825e+01,1.431622933e+01,8.153306688e+01,5.504708130e+01,1.825904274e+01,6.443107116e+01,3.517668947e+01
8.083629777e+01,4.098870233e+01,2.242450383e+01,1.374408582e+01,8.581317416e+01,5.329245502e+01,2.769318257e+01,3.198194483e+01,9.286016375e+01,7.455414456e+01,3.109842636e+01,9.858276253e+01,5.537027712e-01,4.233702389e+01,4.665095611e+01,8.430633035e+01,9.638134360e+01,2.997578876e+01,8.114140219e+01,5.565183061e+01,4.055409386e+01,2.622670303e+01,3.577980434e+01,1.300712698e+01,3.900708053e+01,8.669234695e+01,7.433917810e+01,1.270102460e+01,1.604991202e+01,3.594249909e+01,1.169114441e+01,2.321402772e+01,5.412272857e+00,1.946454019e+00,4.349531573e+01,8.044830745e+00,5.914881935e+01,1.288374024e+01,8.455677525e+01,6.100774410e+01,3.953376125e+01,5.031308501e+01,4.678357860e+01,1.467337371e+01,8.553124155e+01,2.062807867e+01,3.491290058e+01,8.679560153e+01,4.976025165e+01,9.068061176e+01,3.631738159e+01
1.950444213e+01,7.860431171e+01,3.252345451e+01,6.470230711e+01,7.359550628e+01,9.363224664e+01,2.023381233e+01,3.867607324e+01,4.316872480e+01,3.895829196e+01,1.182857881e+01,2.860381090e+01,1.825340010e+01,2.674144327e+01,4.157385445e+01,4.128123533e+01,8.001165398e+01,2.935645454e-01,2.109057781e+01,6.905436113e+01,2.166392540e+01,9.360802188e+01,5.370128518e+01,2.742551694e+00,2.289189638e+01,4.666607145e+00,8.660996061e+00,4.770979666e+01,3.270247199e+01,4.619965437e+01,9.870226211e+01,7.369818631e+01,4.828707067e+01,4.126526889e+01,6.381365340e+01,1.775826643e+01,8.442763383e+01,1.905104085e+01,6.480724172e+01,8.188409699e+01,1.161158213e+01,1.646759791e+01,9.179626227e+01,1.495447402e+01,2.474377660e+01,8.707883342e+01,2.184947748e+01,5.238598660e+00,5.530966464e+01,3.072505824e+01,7.629106074e+01
7.561294156e+01,6.291428733e+01,6.970731135e+01,7.515055057e+01,3.193964128e+01,9.131247912e+01,6.724263041e+01,7.416542340e+01,7.845852276e+00,2.661509552e+00,9.766004467e+01,4.776080011e+01,4.648397115e+00,8.692276807e+01,1.124288567e+01,9.741422003e+01,3.998281468e-01,8.738453385e+01,7.421017264e+01,9.284419865e+01,5.521978520e+01,6.687541270e+01,5.184563480e+01,4.494005209e+01,5.177997230e+01,6.669015395e+01,6.370744337e+01,2.639226432e+01,3.480054435e+00,8.318195936e+01,6.357134585e+01,4.965355150e-01,1.455223746e+01,9.282747449e+01,2.613253545e+01,3.835197738e+01,1.389895417e+01,8.989381488e+01,8.746474626e+00,8.605288501e+01,5.170879509e+01,5.846626671e+01,7.150862187e+01,7.564604484e+01,8.163062288e+01,7.173245580e+01,3.551033423e+01,6.614962052e+01,4.424151952e-01,3.720275606e+01,7.366122182e+01
1.549180285e+01,4.999677442e+01,4.309848126e+01,9.543379492e+01,3.267712987e+01,1.134580996e+01,2.383293703e+01,9.863174003e+01,1.994673056e+01,7.547214814e+01,5.667686528e+01,5.155644520e+01,1.189642260e+00,4.907125844e+01,9.748306816e+01,7.972064435e+01,3.315106097e+01,5.692735370e+01,6.823902027e+01,1.326012642e+01,3.703404666e+01,8.686079144e+01,9.360350596e+01,4.938194268e+01,1.105715798e+01,2.417688266e+01,2.345874589e+00,7.484077554e+01,6.801104417e+01,3.452393374e+01,2.127719746e+01,2.277700338e+01,3.584156324e+01,7.733878534e+01,1.614588571e+01,3.664231513e+01,1.575581911e+01,8.598020859e+01,1.406728007e-01,2.795489155e+01,8.194325386e+00,8.603482192e+01,4.774319053e+01,3.071626833e+01,2.438382781e+01,6.643228642e+01,2.198514128e+01,2.015863575e+01,8.524040719e+01,4.637149793e+01,2.058120031e+01
9.795384517e+01,4.984830078e+01,5.218599478e+01,5.934039748e+01,5.524896719e+00,5.130048746e+01,9.698433825e+01,6.248862577e+01,2.872844486e+01,9.715389550e+01,3.080186124e+01,3.676774221e+01,8.973952070e+01,3.928351627e+01,4.769274163e+01,3.620493384e+01,7.371724360e+01,4.466637372e+01,7.062665173e+01,3.496570175e+01,4.755284710e+01,1.091500259e+00,4.629501319e+01,4.832277897e+01,2.452204356e+01,4.467927717e+01,9.342465541e+01,5.264504150e+01,7.216407341e+01,9.084550129e+01,1.285586454e+01,6.132515483e+01,5.446890165e+01,7.510795605e-01,8.409808097e+01,3.281737263e+01,8.288505212e+01,6.724381371e+01,6.725560723e+01,2.647595784e+01,2.130597880e+01,8.837180606e+00,2.996909726e+01,9.610724405e+01,2.560923901e+01,4.226022924e+01,9.162405932e+01,3.463539527e+00,8.227858789e+01,1.495605579e+01,5.435071477e+00
5.683043793e+01,3.305344636e+01,3.174054510e+01,6.191147486e+01,7.928483944e+01,3.248196368e+01,6.939224419e+01,3.647575881e+01,4.333368108e+01,7.467951017e+01,8.922449323e+01,6.012279546e+00,6.038586438e+00,9.243599185e+01,6.529217757e+00,3.438584633e+01,6.601122908e+01,8.157843678e+01,9.838814887e+01,8.866272119e+01,9.108840603e+01,1.391614449e+01,1.074382267e+01,2.557816763e+01,1.283035867e+00,1.518625146e+01,9.014951431e+00,8.816411367e+01,4.988520321e+01,6.903970019e+01,7.815096089e+01,9.678366935e+01,9.034862358e+01,9.687922697e+01,4.436222787e+01,6.584310936e+01,9.270416874e+01,6.676996198e-01,5.053631345e+01,2.836724077e+01,6.284672901e+01,9.686298748e+01,5.839025903e+01,2.927684891e+01,3.536380793e+01,9.918401243e+01,8.167512952e+01,3.781631193e+01,8.252534282e+00,4.033775038e+01,4.847414357e+01
5.918734162e+01,8.229004458e+00,2.392531065e+01,4.221418062e+01,3.022307924e+01,1.121812703e+01,2.604464828e+01,1.703120649e+01,7.825389953e+01,2.585536568e+01,7.172092137e+01,3.635194713e+01,2.250374149e+01,2.712323685e+01,8.119048306e+01,8.509535778e+00,5.297367152e+01,4.448804494e+01,8.739195520e+01,5.217537662e+01,1.242923981e+01,3.076557110e+01,8.359261103e+01,7.502629135e+01,5.613489638e+01,4.664131364e+01,9.672167661e+01,9.332282591e+01,1.455820426e+01,6.807085431e+01,1.496165064e-02,9.656492209e+01,1.768959811e+01,6.265770665e+01,5.808771064e+01,5.025422833e+01,6.490540890e+01,4.460781083e+01,6.894027397e+01,2.434839497e+01,2.542723162e+01,5.364448436e+01,3.088260396e+01,7.868062361e+01,1.648563184e+01,7.226649467e+01,9.985197480e+01,2.547249652e+01,1.444845849e+01,9.220748349e+01,8.630015560e+01
2.581979319e+01,9.215718297e+01,9.361438843e+01,9.220574189e+01,7.259876067e+01,6.664839527e+01,2.099717697e+01,2.518933746e+01,3.301865146e+01,3.796417568e+00,5.514911097e+01,4.099132783e+01,4.345994642e+01,7.338511520e+01,2.098517972e+00,8.831877035e+01,5.584753766e+01,6.957931708e+01,2.055718666e+01,4.207717423e+01,9.779803334e+01,7.792637744e+01,6.895588675e+00,5.793032809e+01,3.998454549e+01,1.142700791e+01,9.136424726e+01,4.411150917e-01,1.946424274e-02,1.196138643e+01,4.853875579e+01,6.399348501e+01,9.960313912e+01,6.294154330e+01,2.704040446e+01,2.877129241e+01,7.654152672e+01,2.460336024e+01,2.508700018e+01,7.758740660e+01,8.593489726e+01,5.712073868e+01,6.459220034e+00,7.651637505e+01,7.134281653e+01,1.882136172e+01,4.480958271e+01,2.087692243e+01,4.461453112e+01,7.918472709e+01,1.438985736e+01
2.850802490e+01,8.258586216e+01,5.013426990e+00,7.373619512e+01,7.433548969e+01,5.309579565e+01,5.721201212e+01,8.967792537e+01,8.207131393e+01,7.264727424e+01,9.682296696e+01,2.649283950e+01,2.009989379e+01,7.297840673e+01,9.018788442e+01,8.928273818e+01,4.948551736e+01,7.431705254e+01,8.492480371e+01,7.975128982e+01,5.435735980e+01,2.425393390e+01,5.221527799e+01,6.300159341e+00,1.122230119e+01,5.971655783e+01,4.135680974e+01,7.338654235e+01,9.676300294e+01,3.884383755e+01,1.481609576e+01,3.908937649e+01,2.898296181e+00,8.346619525e+01,5.959895557e+01,9.503788224e+01,9.868982684e+01,7.164131611e+01,4.407599137e+01,6.894571628e+01,1.267237538e+01,8.795995957e+01,1.665810070e+01,7.324769016e+01,4.239014863e+01,7.625232334e+01,8.388744142e+01,7.225365245e+01,2.260024671e+01,4.165073666e+01,2.388651655e+01
1.926263724e+01,2.289313354e+01,8.723735360e+01,9.363071065e+01,5.737516864e+01,3.797647809e+01,8.652351459e+00,4.738357940e+01,4.204160773e+01,7.270091132e+01,5.745432806e+01,1.092127830e+01,3.563622386e+00,2.421902750e+01,8.902322270e+01,1.135646687e+01,4.689196438e+01,9.611409723e+01,3.631286694e+01,3.640248073e+01,1.662781454e+01,9.225171407e+01,8.451256865e+01,4.356973087e+01,4.457454249e-01,1.394276926e+01,4.817862345e+00,9.853954956e+01,1.083954134e+01,8.651789279e+01,2.948006297e+01,8.756430613e+01,1.977642435e+01,7.609014659e+00,3.017456248e+01,9.616499150e+01,6.655583895e+01,5.162292913e+00,3.384730251e+01,4.551383993e+01,7.611584665e+01,2.082231529e+01,2.891986898e+01,5.780879832e+00,3.592944083e+01,8.022364156e+01,1.098589694e+01,4.370661752e+01,2.991615722e+01,9.175334765e+01,9.103704569e+01
