v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33
3.446938029e+01,8.490542877e+01,5.724200504e+01,5.298661765e+01,5.672271096e+01,7.205727034e+01,7.299117613e+01,8.442800241e+01,7.073127030e+01,8.633407301e+01,4.978441119e+01,2.003140291e+01,6.217116522e+01,8.170258315e+00,3.936736067e+01,3.038445950e+01,3.160092208e+01,8.259227724e+01,9.270826001e+01,3.560592886e+01,7.179749690e+01,3.103099417e+01,5.331699696e+01,3.414656509e+01,5.335731719e+01,7.058253498e+01,8.643616247e+01,5.836039351e+01,3.579388601e+01,3.183893539e+01,1.335013916e+01,1.017615836e+01,5.986298136e+01
5.936981958e+01,3.167791280e+01,7.057962692e+01,8.966529427e+01,9.736763257e+01,6.336441425e+01,1.823982912e+01,6.664581232e+01,2.631222605e+01,2.713243750e+01,2.747290644e+01,1.520843836e+01,7.085347055e+01,9.302242034e+01,7.254291895e+01,4.069171777e+01,8.063030043e+01,5.629321652e+01,7.576257303e+01,4.299076464e+00,6.568960118e+01,7.628229827e+01,4.201008288e+00,5.476307887e+01,4.021362319e+01,8.448958980e+01,3.891461683e+01,2.144317819e+01,1.764393969e+00,2.151777415e+01,5.540750573e+00,1.957669559e+01,5.555998996e+01
5.388763593e+01,8.347814289e+01,4.411795356e+01,8.088726005e+01,3.538637265e+01,8.102353398e+01,1.052185343e+01,1.310608099e+01,8.440352446e+01,3.519254170e+01,1.308710941e+01,3.535614411e+01,8.855990642e+00,1.509096845e+01,5.618123909e+01,7.553846801e+01,8.891634096e+01,6.611673822e+01,8.925069082e+00,9.678754151e+01,8.210128129e+01,5.141489900e+00,3.674457849e+01,7.978390259e+01,6.109330482e+01,6.968477541e+01,4.204388870e+01,7.291095466e+01,1.581784625e+01,3.647688641e+01,5.311980953e+01,8.403686802e+00,2.666043910e+01
8.887916234e+00,2.424221395e+01,9.767534252e+01,1.457899095e+01,1.196064191e+01,9.252325925e+01,5.260100055e+01,6.872109229e+01,9.404762038e+00,6.271030191e+01,3.017039860e+01,6.143581164e+01,4.144005259e+01,2.660229867e+01,8.166578837e+01,4.569352658e+01,6.301753360e+01,3.057714743e+01,2.414222651e+01,2.725676726e+01,5.958112557e+00,8.797503699e+01,7.451825743e+01,5.931240687e+01,7.552272951e+01,5.850006122e+01,8.549993137e+01,1.293852751e+01,6.911849771e+01,8.796881945e+01,9.860765540e+01,2.597148752e+01,7.966023152e+01
4.516258734e+01,1.355031351e+01,8.060241921e+01,3.862667781e+01,3.293708376e+01,2.169455492e+01,3.963349759e+01,3.378396936e+00,2.950455208e+01,8.351907156e+00,2.158937838e+01,8.568517917e+01,4.686140720e+01,6.592910115e+01,2.601412822e+01,6.494222802e+01,4.469678392e+01,4.240473688e+01,4.549105460e+01,8.766380296e+00,6.804664430e+01,3.722037375e+00,3.850136357e+01,1.899366954e+01,8.934087694e+01,6.075357257e+01,9.240221229e+01,9.434940714e+01,6.729934045e+01,6.324503536e+01,8.564172449e+01,5.591742632e+01,4.461351459e+01
7.541777118e+01,6.574091490e+01,3.433682191e+01,7.036586346e+01,3.893006312e+01,7.080332648e+01,3.846517740e+01,8.302412841e+01,6.752991716e+00,6.632846285e-01,1.408592099e+01,1.309668055e+01,1.057750246e+01,8.361750744e+01,2.059428543e+01,9.535224557e+01,2.111468761e+00,7.029968261e+01,4.885284985e+01,9.909222459e+01,1.509486395e+01,1.505667138e+01,2.628607247e+01,1.222845349e+01,8.714142087e+01,9.620786082e+01,4.957860465e+01,9.501740597e+01,9.032246944e+01,1.980203790e+01,7.613334516e+01,2.467212689e+01,9.200213488e+01
2.061836106e+01,4.497512465e+01,3.573078994e+01,2.315809481e+01,4.097579953e+01,6.203456397e+01,1.859649844e+01,6.480297329e+01,6.728303864e+01,4.096113757e+01,5.565829646e+01,6.592151295e+00,8.796841948e+01,1.264597970e+01,2.267542996e+01,7.113306710e+01,6.620989139e+00,7.701401635e+01,2.453115760e+01,2.281550585e+00,6.400330901e+01,4.857940669e+01,4.737898751e+01,1.393006802e+01,6.587688851e+01,3.147873519e+01,2.007960077e+00,4.047854027e+01,3.529523281e+00,5.956448263e+01,4.157038100e+01,1.063121638e+01,7.708583014e+00
7.481356008e+01,7.133846609e+01,1.176124158e+00,1.079466032e+01,7.705403096e+01,9.851391831e+01,2.608726641e+00,5.326467475e+01,1.985358699e+01,6.866405848e+01,7.284018540e+01,6.468629661e+01,7.896831295e+01,6.272497655e+01,9.729600436e+01,3.315587207e+01,3.092605711e+01,3.254620284e+01,6.537354585e+00,6.729892889e+01,5.815440435e+01,4.192233687e+00,8.577861581e+01,1.097714183e+01,8.722233571e+01,9.762072448e+01,9.036372862e+01,6.083923975e+01,7.303180288e+01,7.502876921e+01,7.905838027e+01,6.191073159e+01,5.784398662e+01
5.929959206e+01,5.820579014e+01,9.201997361e+01,8.567390463e+00,3.469292193e+01,5.926417256e+01,3.123596027e+01,4.566240151e+01,4.959925865e+00,8.567876428e+01,5.826918625e+01,6.312059783e+00,8.583059063e+01,5.941038417e+01,3.179686606e+00,6.115125517e+01,1.957547142e+01,2.511838104e+01,6.510556937e+01,5.645786479e+01,2.783232552e+01,2.633913870e+01,9.681455175e+01,4.312300974e+01,6.075086801e+01,1.989444925e+01,2.844630126e+01,1.154848107e+01,4.799971128e+01,2.288159078e+01,3.284998622e+00,2.103389196e+01,3.372546167e+01
6.321590704e+01,3.463958178e+01,5.612913572e+01,5.490032792e+01,9.789351447e+00,1.560837577e+00,9.450328243e+01,4.954284414e+01,2.263472686e+01,8.681898602e+00,7.034211116e+01,3.159045197e+01,5.964193273e+01,9.667576203e+01,5.010348229e+01,2.775203157e+01,1.678630166e+01,6.968287853e+01,3.178585346e+01,5.545539836e+00,3.444072809e+01,7.943290029e+01,8.325587156e+01,7.925913442e+01,7.854369200e+01,1.548199160e+01,1.723572322e+01,9.696974099e+01,5.381538166e+01,7.121332970e+01,3.760633700e+01,5.887896232e+01,3.738707224e+01
9.619306028e+01,3.810636435e+01,7.914067003e+01,9.275727730e+01,1.715104928e+00,8.178042149e+01,5.211707475e+01,4.466901375e+01,5.185374476e+01,9.230014022e+01,9.596615068e+01,5.246484208e+01,5.035540289e+01,4.742197325e+01,1.013380715e+01,7.891869727e+01,3.825547379e+01,6.034759683e+01,5.327092838e+01,5.980670251e+01,1.293165745e+01,2.516607204e+01,5.384311232e+01,5.280119124e+01,3.074521106e+01,1.808614332e+01,6.619654273e+01,5.101362866e-01,3.289955999e+01,5.802418531e+01,4.408225206e+01,7.452734927e+01,3.221207715e+01
2.576206028e+01,3.672583433e+01,6.715273798e+01,6.306489391e+01,1.738116154e+01,1.703173325e+01,6.622070686e+01,9.122013831e+01,3.415467380e+01,1.470903568e+01,2.447484882e+01,6.165803842e+01,1.595816773e+01,5.757367121e+01,3.738192928e+01,3.000954433e+01,7.519044139e+01,2.925552858e+01,3.490749776e+01,7.241859736e+00,1.677227620e+01,6.649473303e+01,1.502587413e+01,4.476234598e+01,1.841269966e+01,6.758490970e+01,9.441175119e+01,8.426435127e+01,1.511244856e+01,4.620933832e+01,4.076525536e+01,4.858036508e+01,6.859626441e+01
6.039216102e+01,6.198989473e+01,4.476654140e+01,5.071840458e+01,9.285883030e-01,9.575919075e+01,2.556803923e-01,1.376956149e+01,9.967322336e+01,4.813244080e+00,8.446056650e+01,3.547816036e+01,3.176623477e+01,5.413911231e+01,4.759672646e+01,2.485588032e+01,4.624187635e+01,1.340407719e+00,2.154715841e+01,1.320076542e+00,8.746885397e+01,3.154107445e+01,5.163010014e+01,3.959202960e+01,9.292407397e+01,1.302021645e+01,4.324687262e+01,9.635487777e+00,7.029215986e+01,6.288040149e+01,2.569701076e+01,5.146954597e+01,6.507435498e+00
3.650542547e+01,5.749033076e+01,5.462896955e+01,7.400532894e+01,5.108284288e+01,9.454224572e+01,5.184783708e+01,3.012719674e+01,8.225784046e+01,1.350697035e+01,4.292502660e+00,7.298185232e+01,2.422938020e+01,9.085841043e+01,1.606804685e+01,2.085627392e+01,5.429489778e+01,5.343360742e+01,4.890855712e+01,4.161799674e+01,4.781884692e+01,2.910558066e+01,6.712735634e+01,9.037374972e+01,4.540389238e+00,4.070710763e+01,1.033691180e+01,2.323308608e+01,2.422894482e+01,5.538344171e+01,2.134303965e+01,9.825059057e+00,7.981170241e+01
5.056693708e+01,5.542068617e+01,9.968250558e+01,1.346925539e+01,9.814793359e+01,9.983760782e+01,4.987002543e+01,7.534953130e+01,2.422595011e+01,6.153305574e+00,1.330332920e+01,4.309829730e+01,1.934828325e+01,6.971674248e+01,8.944957970e+01,6.829490810e+01,3.819300680e+01,7.982477465e+01,4.535267721e+01,5.063806587e+01,1.102102859e+01,9.429457156e+01,1.754412045e+01,1.946477541e+01,1.763760134e+01,5.831097319e+01,7.993921969e+01,3.282938131e+01,3.038802030e+01,4.445219152e+01,2.790080975e+01,5.260783456e+01,1.442441383e+01
6.742284053e+01,1.592653569e+01,5.203195474e+01,6.126998923e+01,2.164450087e+01,3.743098611e+01,7.674935980e+01,7.892722466e+01,8.834948770e+01,2.062960293e+01,4.929922039e+01,1.929073963e+01,1.092286880e+01,7.146945585e+01,6.669222387e+01,6.689406217e+01,7.488084146e+01,2.784211447e+01,9.577905945e+01,7.857026262e+01,9.880471675e+01,9.913585715e+01,1.740259400e+01,7.499101393e+01,8.247506072e+00,9.408627564e+01,1.058378985e+01,3.463697075e+01,8.074098826e+01,9.235452201e+01,5.797824359e-01,8.423037563e+01,4.079613121e+01
9.720302969e+00,3.364683848e+00,2.948773021e+01,5.752388054e+01,3.642127266e+01,3.426412377e+01,3.940169768e+01,3.376305131e+01,6.811445004e+01,4.564830546e+01,5.135398753e+01,9.113825373e+01,9.572107547e+01,2.732359670e+01,8.044886468e+01,7.965823419e+01,8.219442665e+01,3.810343785e+01,2.602867103e+01,1.024086869e+01,8.680718890e+01,4.217107315e+01,1.307170490e+01,1.438379385e+01,8.036096590e+01,8.414024774e+01,2.054261638e+01,1.610626169e+01,4.855814229e+01,5.391821147e+01,3.196337424e+01,2.080491696e+01,5.062354164e+01
6.578761009e+01,3.289189493e+01,6.894710175e+01,5.938889258e+01,2.157521906e+01,5.403695880e+01,2.795696003e+01,4.537245653e+01,4.765210124e+01,7.060586285e+01,7.900513866e+01,6.801356285e+01,1.481745151e+01,2.271469153e+01,1.541853890e+01,3.294715129e+01,5.125278495e+01,7.824953826e+01,7.630348520e+01,2.976746819e+01,7.880931739e+01,4.173954062e+01,5.498249855e+01,8.596116789e+01,8.549796547e+01,3.243841767e+01,7.820608988e+01,1.347794162e+01,5.852471494e+01,8.838554028e+01,7.537326190e+01,4.039759387e+01,2.285014322e+01
1.896221669e+01,7.029115429e+01,2.828789782e+01,4.716649240e+01,5.849502137e+01,2.937191716e+01,2.783247651e+01,6.374134741e+01,5.904300994e+01,3.498781307e+01,3.268535491e+01,4.632363134e+01,7.491650544e+01,1.922787196e+00,2.194730785e+01,8.701573213e+01,2.041185469e+01,5.889064426e+01,2.494067343e+01,1.935987085e+01,7.180035064e+01,9.737141927e+01,5.448503226e+01,5.120467975e+00,9.525090732e+00,4.310033231e+01,3.090869029e+00,1.599243042e+01,5.928460125e+01,3.667409234e+01,8.576837405e+01,5.644596661e+01,8.792078343e+01
1.994199689e+01,5.608348777e+01,1.675759734e+00,9.063547883e+01,4.986084262e+01,3.252062093e+01,4.708795160e+01,2.770691899e+01,8.373919788e+00,6.428414418e+01,9.366027981e+01,9.004897968e+01,7.552028312e+01,6.369207523e+01,6.006065158e+01,9.737054577e+01,8.411844198e+01,7.867771153e+01,6.796084653e+01,5.576579421e+01,8.658599940e+01,6.022882023e+01,1.719039684e+01,4.093365324e+01,7.564522406e+01,5.714682273e+00,7.818498334e+00,8.659323530e+00,8.506904935e+01,6.057439420e+01,8.705545289e+01,9.766641828e+01,5.282778802e+01
1.473327700e+01,2.277809301e+01,1.332801693e+01,5.664764945e+01,2.013204651e+01,9.510681863e+01,5.770791131e+01,4.774128791e+01,1.971105771e+01,1.418842003e+01,2.370294860e+01,3.337193040e+01,5.429709562e+00,2.955525164e+01,5.246474223e+01,4.258289052e+01,6.442200383e+01,5.133458764e+01,1.527263012e+01,8.447295766e+01,7.718039873e+01,4.192925237e+01,2.959611249e+01,4.961250448e+01,7.826998157e+01,5.360244747e+01,3.967316068e+01,2.928714322e+01,5.959955856e+01,7.014748749e+00,3.742834980e+01,8.982668757e+01,8.217947389e+01
7.680593358e+01,4.059499805e+01,2.421647715e+01,1.097963596e+01,6.794472780e+01,1.439643695e+01,3.308274144e+01,2.966437119e+01,3.439477331e+01,7.757658380e+01,5.714164405e+01,6.029299744e+01,8.406227408e+00,3.212614491e+01,8.145917968e+01,8.346790683e+00,7.783271478e+01,1.216258886e+01,2.978634397e+00,5.887821369e+01,8.428468128e+00,4.879766970e+00,4.533485524e+01,5.507530541e+01,6.438027486e+01,1.356018990e+01,2.063920249e+01,4.064248741e+01,8.974721980e+01,6.318674634e+01,1.051274196e+01,5.864335334e+01,3.782468983e+01
1.364960565e+01,9.727736792e+01,3.159114291e+01,7.490224262e+00,3.217163516e+00,5.440053577e+01,7.839592514e+01,7.643785081e+00,9.356185336e+01,6.079932822e+01,5.231831688e+01,9.618898906e+01,3.488759645e+01,9.456469007e-01,1.235478771e+01,6.513313218e+00,1.753749615e+01,3.522049357e+01,8.464477287e+01,9.890231568e+01,4.256535086e+01,8.150875359e+01,9.961103792e+01,9.121698920e+01,9.947176599e+01,2.388938807e+01,5.187945391e+01,1.735583551e+01,2.475485340e+01,9.430394323e+01,8.313935883e+00,3.409501611e+01,9.265957657e+01
4.234043463e-01,8.980853889e+01,2.753817001e+01,6.541240255e+01,7.765789404e+01,6.068535417e+01,2.731341636e+01,2.921094534e+01,7.923391737e+01,1.458638875e+01,9.542422717e+01,8.077851738e+01,5.052030848e+01,6.553281411e+01,2.858573842e+01,5.664749029e+01,4.023997684e+01,9.833182725e+01,2.376198679e+01,8.264764371e+01,2.967914541e+01,1.483418193e+01,9.883370948e+01,7.649455574e+01,4.999768011e+01,8.424182112e+01,7.553818376e+01,1.635225388e+01,6.591834345e+01,1.602166760e+01,3.381112917e+01,6.049764305e+01,4.244235906e+01
7.294753089e+01,9.494008477e+01,5.346998882e+01,8.711885728e+01,9.973239309e+01,5.698399630e+01,6.286764052e+01,5.536066975e+01,5.154469275e+01,3.169358904e+01,2.104287557e+01,5.846866177e+01,2.696108528e+01,8.779880140e+01,7.653605428e+00,8.603418757e+01,2.506883453e+01,9.686662478e+01,6.972646356e+00,4.928876619e+01,9.710915453e+01,8.987674931e+01,3.376956113e+01,4.893653555e+01,6.763471667e+01,2.936349951e+01,4.877931423e+01,5.157854595e+01,4.328694000e+01,8.937257631e+01,2.632081872e+01,1.546036048e+01,8.894816289e+01
8.566159929e+01,7.563052391e+01,3.177303351e+01,2.324351187e+01,1.964315094e+01,3.308731207e+01,7.250022373e+01,1.340451716e+01,2.393718793e+01,2.567278913e+01,1.087281068e+01,5.063442827e+00,4.516623442e+01,5.867684553e+01,4.555740817e+00,5.429552117e+00,1.315645778e+01,2.360276126e+01,7.046896191e+01,5.151203733e+01,9.262526682e+01,2.251223833e+01,9.983084786e+01,3.592928929e+01,1.015691646e+01,1.932648915e+01,6.158522538e+00,4.454848422e+01,8.152565460e+01,1.412326774e+01,8.491047326e+00,1.556173084e+01,2.573257566e+01
8.500338194e+01,7.411336100e+01,6.219881214e+01,3.434637000e+01,5.239797246e+01,6.978996163e+01,7.144644129e+01,9.759023935e+01,3.197298410e+01,9.321791366e+01,8.650972021e+01,8.470836702e+01,5.514865848e+01,4.144667771e+01,2.309052637e+00,5.484204265e+01,7.606423443e+01,7.977004952e+01,9.476615503e+01,1.300961295e+01,3.282886459e+01,7.383330073e+01,6.664314893e+01,7.963854594e+01,1.595477834e+00,9.674540372e+01,1.581698100e+01,3.776269668e+01,4.453285082e+01,3.219720345e+01,8.840126125e+01,5.069817967e+01,3.863058081e+01
8.283757298e+01,8.586621006e+01,3.678404084e+01,9.354730030e+01,1.245865205e+01,9.743235071e+01,8.518512844e+01,7.932177384e+01,1.026505925e+00,4.080165282e+01,9.197879222e+01,2.773519883e+00,1.007746388e+01,6.375081736e+01,2.913564157e+01,3.325327374e+01,7.928376299e+01,2.554556746e+01,3.668067982e+01,2.274431299e+01,7.697232005e+01,3.551058133e+01,6.330276503e+01,7.158423457e+01,1.932414161e+01,1.143193444e+01,7.605250122e+01,2.733544005e+01,6.638222657e+01,5.748850254e+01,5.406790678e+01,6.859812782e+01,7.613544001e+01
4.377809493e+01,4.267613396e+01,8.450568510e+00,5.821765416e+01,8.136011455e+01,9.342068717e+01,8.437544645e+01,9.696224856e+01,7.402585269e+01,6.578825207e+01,6.547932187e+01,9.656816413e+01,8.209759467e+00,9.595870619e+00,2.973548711e+00,9.341627614e+01,1.589461652e+01,9.469286771e+01,8.035111585e+01,5.117287563e+01,7.658765867e+01,2.146899982e+01,7.588044587e+00,7.803419568e+01,5.156127922e+01,6.531608416e+01,9.321774329e+01,4.080577952e+01,4.982986993e+01,9.375310632e+01,3.592121792e+01,7.215868415e+00,9.846864485e+01
4.652979941e+01,1.676190173e+00,6.983873534e+01,4.185068273e+01,5.226848546e+01,5.874072862e+01,2.940016319e+01,5.865780880e+01,8.128263213e+01,6.317718436e-02,5.063302271e+01,6.122614535e+01,9.626119831e+01,9.132388424e+01,6.089407976e+01,7.801354411e+01,7.694569038e+01,7.345497962e+01,9.362644949e+01,4.130192303e+01,9.255719832e+01,9.867144749e+01,6.025325872e+01,2.392874398e+01,7.715197298e+01,2.071698446e+01,6.671278051e+01,1.255589930e+01,2.017419830e+01,3.886847698e+01,6.769565766e+01,3.922484385e+01,5.494753320e+01
5.642683205e+01,5.575289534e+01,2.646513910e+01,8.855039575e+01,9.434452820e+01,3.833680771e+01,1.419150127e+01,5.279926280e+01,9.706006957e+01,9.967491734e+01,2.255340437e+01,9.774909430e+01,1.974900069e+01,3.953949593e+01,2.751121740e+01,8.982516139e+01,5.251937066e+01,1.894418870e+01,4.432204250e+01,8.723123798e+01,5.748830093e+01,3.308689694e+01,2.201627008e+00,8.393959589e+01,5.626767141e+01,8.664659759e+01,6.971966506e+01,6.702682336e+01,2.437525107e+01,2.585986099e+01,4.725749628e+01,7.827073358e+01,8.381481037e+01
3.620477141e+01,3.719996468e+00,8.728859592e+01,1.331594813e+01,1.262417817e+01,5.110449749e+01,2.656926668e+01,6.931956207e+01,3.541679877e+00,6.831225422e+01,7.418522015e+01,7.727288898e+01,4.781173996e+01,7.243718361e+01,4.301039057e+01,9.715388413e+00,4.310781274e+01,9.472176331e+00,3.513876498e+00,1.058327340e+01,8.917416241e+01,4.378551559e+01,7.092039925e+01,2.273937235e+01,7.813252569e+01,3.699262358e+01,6.299326079e+01,6.760942157e+01,8.140152059e+01,4.594444104e+01,9.613644340e+01,5.761706783e+01,5.397220937e+01
8.118010277e+00,7.514108140e+01,3.688520867e+01,7.025921584e+01,8.793883047e+01,5.310477155e+01,1.253229001e+01,9.280490403e+01,2.594889828e+01,8.820995462e+01,9.623359009e+01,7.265633963e+01,7.767652693e+01,9.653690719e+01,6.130469543e+01,4.826562150e+01,9.525025927e+01,3.232327492e+01,6.676554794e+01,6.256557861e+01,8.850680463e+01,7.289259848e+01,4.324564559e+01,9.277276222e+01,5.792826605e+01,8.690150174e+01,8.434270676e+00,5.805397571e+01,3.932981123e+01,9.381687741e+01,7.231332043e+00,6.296440614e+01,3.551421814e+01
7.197920867e+01,5.272097203e+01,3.485451751e+01,2.243657980e+01,5.610073782e+01,6.009241077e+00,8.157961921e+01,7.092972202e+01,1.943616306e+01,1.307581142e+01,3.714495604e+01,4.449418914e+01,8.189523743e+01,9.944288176e+01,2.101962672e+01,8.017765083e+01,1.340220656e+01,1.730674674e+01,6.360952222e+01,6.605635615e+00,8.969990116e+01,1.743874721e+01,4.411249265e+01,6.147280793e+01,2.832357537e+01,6.203796765e+00,6.196921920e+01,1.264895628e+01,6.325674492e+01,5.440598898e+01,9.857049724e+01,5.622586657e+01,3.706860578e+01
9.383225762e+01,2.680298617e+01,1.474013402e+01,7.446431415e+01,7.423761362e+00,8.757703085e+01,6.513537577e+01,2.972984524e+01,8.539612516e+01,5.190390629e+01,3.458312021e+01,3.324293463e+01,7.772070775e+01,7.974686895e+01,8.265254795e+01,5.310321480e+01,5.472152298e+01,6.014631868e+01,4.670850872e+00,9.942726227e+01,5.463353358e+01,6.670516779e+01,8.099936683e+01,7.335944559e+00,1.915246241e+01,1.151218113e+01,3.665155441e+00,4.715350166e+01,7.729011891e+01,2.096174341e+01,4.327423315e+01,3.011724306e+01,1.155808086e+01
3.511249369e+01,2.239373293e+01,6.331982138e+01,7.898165401e+01,1.626635727e+01,3.159134404e+01,9.033603784e+01,8.969135351e+01,7.020451144e+01,8.172313918e+01,6.804298090e+01,6.857076568e+01,4.704535225e+01,4.252378284e+01,9.810284627e+01,5.123508407e+01,1.463548371e+01,9.446533104e+01,1.208782685e+00,6.569330881e+01,9.082544778e+00,1.624400812e+01,4.527765735e+01,6.086084348e+01,6.286958714e+01,7.539911774e+01,6.275172844e+01,2.362044573e+01,2.518835367e+01,8.789678486e+01,8.111697503e+01,6.071145461e+01,4.044509287e+01
6.348407169e+01,9.958921047e+01,2.085912130e+01,6.492731764e+01,6.394047349e+01,8.929544859e+01,4.469247974e+01,5.264631989e+01,2.127142409e+01,4.044204671e+01,2.638140610e+01,5.600577816e+01,4.104166233e+00,2.893877201e+01,3.094862239e+01,1.726964213e+01,6.561756098e+01,6.350286546e+00,3.123630515e+01,6.360487476e+01,2.851505472e+01,9.924726749e+01,4.844732063e+01,8.180397419e+01,1.538998420e+01,2.775428984e+00,7.078063063e+01,6.642741392e+01,2.503261281e+01,2.544647444e+01,1.309554821e+01,5.604598069e+01,1.465810469e+01
9.604289133e+01,1.811175997e+01,2.533177789e+01,6.116052445e+01,1.114943233e+01,2.425040426e+01,3.855416720e+01,2.853328286e+01,2.558432153e+01,6.294611961e+01,6.088871705e+01,1.184651772e+01,9.716250247e+01,3.096402222e+01,5.050324252e+01,6.259456585e+01,5.464651157e+01,9.808115501e+01,2.824933818e+01,8.756647463e+01,6.719138602e+00,2.398988754e+01,6.474243243e+01,1.849075046e+01,1.507715603e+01,8.051329705e+01,9.697759254e+01,3.118931222e+01,4.877518220e+01,9.423483709e+01,1.028060278e+01,5.395713024e+01,3.567757828e+01
9.859557949e+01,6.895865475e+01,7.668933658e+01,2.767671245e+01,6.555992994e+01,7.611946806e+01,6.538798035e+01,8.168575429e+01,4.402257862e+01,3.847974887e+00,1.127120880e+01,3.953037684e+01,9.461903449e+01,5.116427133e+01,2.622734437e+00,4.955460291e+01,4.044995194e+01,7.775910136e+01,8.330967463e+01,4.194744451e+01,6.008949644e+01,3.478383930e+01,9.440572234e+01,5.549529955e+01,9.196843479e+01,3.261527978e+01,3.780010039e+01,9.882488248e+01,2.185324486e+01,7.197579608e+01,4.440661280e+01,4.543261959e+01,8.352515140e+01
9.094809626e+01,4.008300647e+01,8.202414704e+01,2.366524096e+01,7.930559610e+01,7.571301694e+01,1.540807425e+00,1.976654819e+01,4.139052256e+01,7.977917224e+01,8.126807255e+01,6.180413196e+01,2.261545605e+01,3.676946088e+01,4.848095215e+01,8.282268797e+01,9.134980423e+00,3.132639790e+01,8.097668155e+00,8.999023123e+01,5.979342992e+01,7.159416804e+01,6.448155913e+01,9.953283915e+01,4.605488813e+00,3.254170372e+01,8.942415627e+00,5.960539633e+01,5.047924827e+01,3.600789689e+01,5.582432158e+01,4.417117830e+01,2.420724288e+01
2.292547913e+01,7.510899539e+00,3.163959151e+01,4.803966105e+01,9.132711646e+01,6.508497958e+01,6.595718471e+01,5.458055042e+01,8.117647939e+01,5.702453012e+01,8.932892904e+01,1.905124503e+01,9.867241911e+01,2.216433349e+01,9.409463546e+01,8.452263915e+01,2.216535056e+01,3.446638363e+01,5.463615095e+00,6.928825031e+01,7.634777570e+01,3.823139911e+01,9.428108325e+01,9.349180426e-01,8.848324926e+01,8.587397769e+01,6.081098612e+01,5.405032204e+01,4.462026799e+01,4.417571175e+01,9.274568177e+01,6.962467386e+01,6.762870764e+01
2.981363678e+01,4.043712112e+01,1.570253071e+01,3.823310588e+01,4.698689362e+01,6.414069365e+01,2.296377235e+01,3.043376495e+01,2.684329534e+01,6.280112687e+01,9.553146570e+01,8.502421880e+01,4.030448033e+01,8.407618827e+01,7.550401325e+01,9.928352475e+01,7.761744187e+01,1.747314699e+01,2.388087002e+01,5.429809706e+01,1.155501036e+01,2.457407535e+01,9.372752706e+01,1.380485978e+01,3.759134067e+01,4.352703782e+01,3.590447235e+01,5.132543773e+01,3.738545421e+01,1.140063679e+01,2.318431350e+01,1.220674853e+01,4.496924522e+01
8.886683515e+01,3.253918654e+01,9.781660865e+01,8.226848525e+01,8.542922855e+01,8.110648135e+00,6.619921284e+01,6.538491460e+01,9.290690010e+01,6.943461857e+01,2.494808237e+01,9.475697644e+01,8.539678964e+01,5.995929880e+01,1.029695383e+01,3.092700207e+01,4.008450876e+01,2.467380748e+01,5.189568706e+01,3.618533697e+01,6.695940355e+01,7.176440569e+01,4.689218781e+01,3.101954031e+01,9.790727737e+01,5.606781039e+01,9.000025471e+01,3.666338392e+01,3.802645255e+01,5.210899489e+01,2.470670455e+01,8.205194137e+01,8.703454190e+01
8.518031139e+00,8.161346540e+01,9.599241817e+01,5.702541019e+01,9.419472627e+01,6.733123093e+01,4.038118684e+01,5.545092647e+01,1.799913319e+01,6.412466441e+01,3.454086805e-01,5.973300855e+01,3.058469145e+01,3.719310966e+01,3.501708425e+01,1.169088137e+01,6.675240413e+01,2.769633228e+01,8.888611904e+01,1.330149017e+01,6.406294753e+00,7.670482850e+01,2.612496099e+00,2.798055042e+01,1.832971213e+01,6.443216615e+01,3.288978976e+00,3.782897346e+01,6.099584613e+01,7.914801441e+01,1.635067204e+01,7.368572924e+01,3.699770197e+00
4.719514197e+01,6.955485435e+01,1.923152350e+01,2.419593962e+01,2.549811597e+01,9.961183182e+01,6.764511268e+01,8.285500454e+01,7.831292615e+01,2.641991738e+00,7.121128685e+01,8.152415359e+01,7.619151726e+01,9.968575400e+01,7.335269476e+01,9.382387245e+01,4.535951015e+01,4.813761213e+01,2.123539566e+01,3.749778125e+00,6.469643934e+01,3.846173343e+01,6.454948947e+01,6.114680872e+01,3.066392443e+01,2.409315197e+01,5.725355753e+01,7.197911390e+00,7.851447852e+01,6.362069594e+01,7.580192559e+01,1.404734858e+01,5.340532150e+01
5.325361277e+00,9.527232848e+01,8.169358527e+01,5.032999131e+01,5.199763196e+01,1.988908368e+01,8.331545926e+01,7.986935265e+00,2.491024710e+01,6.364544698e+01,7.474738627e+01,1.196933221e+01,3.603035941e+01,4.770783319e+01,1.729390252e+01,5.544566290e+01,6.244570222e+01,4.780497119e+01,8.782961248e+01,4.950508555e+01,8.175948936e+01,1.612334587e+01,3.956307046e+01,9.049094161e+01,3.232190181e+01,5.131634712e+01,9.532204691e+00,8.952209622e+01,4.252875592e+00,7.231443419e+01,5.125258861e+01,9.999864447e+01,1.264344157e+01
