v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50
4.172775553e+01,2.783539070e+01,8.327952762e+01,6.069029191e+01,7.811178703e+01,2.782970537e+01,8.864040166e+01,4.136339511e+01,5.551752584e+01,2.731765957e+01,1.971814199e+01,7.098450177e+01,6.146439700e+01,1.171624660e+01,4.803920801e+01,6.896094393e+01,4.482621939e+01,1.062289297e+01,5.704312029e+01,6.224240773e+01,9.940589354e+01,8.690416918e+01,6.838980359e+01,9.094862555e+01,7.152902400e+01,4.801355424e+01,7.600971901e+01,6.718326716e+01,9.482150233e+01,2.483425661e+00,2.068888694e+01,2.785387824e+01,4.995428700e+01,4.105609350e+01,2.983296827e+01,5.518394821e+01,5.040460942e+00,6.038090725e+01,9.979418767e+01,5.804576745e+01,5.041871863e+01,1.388010266e+01,7.860540073e+00,1.748501777e+01,6.402450950e+01,3.621963876e+01,9.953116319e+01,8.303898379e+01,9.543160869e+01,9.296362064e+01
3.490828928e+01,6.098413105e+01,2.313410983e+01,2.618406532e+01,9.168011698e+01,5.631043190e+01,2.137794451e+01,3.164008810e+01,1.503903194e+01,4.886171515e+01,9.800684613e+01,9.742953448e+00,1.392553824e+01,6.140280273e+01,7.722178563e+00,7.420868681e+01,7.899430181e+01,9.106008143e+01,2.495544082e+01,8.839180622e+01,8.640141439e+01,4.694747625e+00,9.151432144e+01,9.203103266e+00,8.088199711e+01,8.901152806e+01,6.029343533e+01,1.315642477e+01,2.313228092e+01,6.230720120e+01,8.680809298e+01,6.253412381e+01,1.160778455e+01,1.164111899e+01,8.794367560e+01,6.289658101e+01,1.514232927e+00,7.593781151e+00,8.912230839e+01,8.993519533e+01,1.462472892e+01,5.584421223e+01,2.126023170e+01,1.481005652e+01,6.604896011e+01,2.368368122e+01,5.606592293e+01,5.280942817e+01,5.163622408e+01,4.685535165e+01
2.515271865e+01,7.862684970e+01,6.376553975e+01,8.276992266e+01,8.765936984e+00,7.196762489e+01,9.919391757e+01,3.625355627e+01,9.281820338e+01,2.860466137e+01,3.992381441e+01,4.290945249e+01,8.012647132e+01,9.846508468e+01,3.616772978e+01,7.610573360e+00,4.092905806e+01,4.867189213e+01,5.454512418e+01,9.063200945e+01,3.088289415e+01,1.172003616e+00,7.319299865e+01,5.566314221e+01,4.488651222e+01,7.270708648e+01,7.967035691e+01,3.981407182e+01,4.503874650e+01,8.426965395e+01,2.958044925e+01,1.470658264e+00,8.329984934e+01,2.182554817e+01,2.526373565e+01,3.159945133e+01,8.663341642e+01,3.445718136e+01,3.294233473e+01,3.028070548e+01,9.643604839e+01,9.566713913e+01,4.255688283e+01,2.655381386e+01,3.994135137e+00,3.732600160e+01,4.271478394e+01,1.940308000e+01,7.812444689e+00,4.852816238e+01
3.293782224e+01,7.687196122e+01,9.493395283e+01,9.770296740e+01,4.320954635e+01,4.173824344e+01,7.093047059e+01,3.498785120e+01,9.849315424e+01,3.102623862e+01,5.220537666e+00,3.638003540e+01,9.905473664e+01,7.025807825e+01,4.283131149e+01,5.129123293e+01,8.294528229e+01,2.571624808e+01,1.428715544e+01,2.224889295e+01,6.656574589e+01,3.494449280e+01,3.258889767e+01,2.117585636e+01,5.922499706e+01,8.911883635e+01,8.858485593e+01,1.634395144e+01,8.754765618e+01,4.057925674e+01,6.468296288e+01,6.387382366e+01,2.070330644e+01,6.989976126e+01,7.849580403e+01,6.066308307e+01,7.982747068e+01,8.324861751e+01,4.493957425e+01,9.798464614e+01,8.856272841e+01,1.067467279e+01,2.847995333e+01,7.968827542e+01,1.089022686e+01,4.693424167e+01,7.537043239e+01,2.647438088e+01,3.556035278e+01,1.357292512e+01
1.363309744e+01,4.470378699e+01,7.091243304e+01,7.881237838e+01,9.952324378e+01,9.196320167e+01,6.548265718e+01,7.604646563e+01,1.258902081e+01,7.354156209e+01,9.900027643e+01,2.713246135e+01,4.040186747e+01,4.241289674e+01,5.676578621e+01,7.113306381e+01,9.050353150e+01,4.657866425e+01,2.683574914e-01,9.299469192e+01,2.146263891e+01,7.426239610e+01,4.916110742e+01,5.346782436e+01,2.736505874e+01,2.447059358e+01,8.389456111e+01,2.935733501e+01,4.000505259e+01,6.435196045e+01,1.796241552e+01,6.275885907e+01,2.697363217e+01,3.151509737e+01,2.618345994e+01,2.392792553e+01,2.093647125e+01,4.510914437e+01,8.024799636e+01,8.234070641e+01,2.165299489e+01,9.892288245e+01,4.105907558e+01,9.902889218e+01,5.878956566e+01,6.323077135e+01,7.942615146e+01,3.711072555e+01,9.986760538e+00,4.630670490e+01
9.670044181e+01,2.281173440e+01,5.473071080e+01,1.183834855e+01,1.034707965e+01,6.152693448e+01,8.277151776e+01,3.509655368e+01,9.322275952e+01,7.651627710e+00,9.016786741e+01,7.289798935e+01,8.927232966e+01,9.930571386e+01,5.203225875e+01,4.719871257e+01,5.462970066e+01,2.870245972e+01,9.120211945e+01,4.107619132e+01,7.786910282e+01,4.342823016e+01,7.885493743e+01,3.576589294e+01,9.965344847e+01,7.704948640e+01,7.521389539e+01,4.075293970e+01,7.972912726e+01,5.935593033e+01,6.928921375e+01,3.663159713e+01,5.949915310e+01,2.333562386e+01,4.721652661e+01,9.798000178e+01,8.694616124e+01,3.122025080e+01,2.656604639e+01,7.880567206e+01,6.926558345e+01,9.469856708e+01,7.579380747e+01,4.038703727e+01,2.988225516e+01,3.602649370e+01,3.316541029e+01,5.811233540e+01,6.227479394e+01,6.957075131e+01
9.473795978e+01,6.288608781e+01,8.135647617e+01,3.605222330e+01,2.232682894e+01,6.849886920e+01,1.423906871e+01,3.313382465e+01,3.385671289e+01,4.347624830e+01,8.986169333e+01,7.384258526e+01,8.044684541e+01,3.482516877e+01,8.303447440e+01,3.167448204e+01,1.495356819e+01,5.453952031e+01,7.588913659e+01,1.283042258e+01,9.773320674e+01,6.030949033e+01,7.415995234e+01,8.519737647e+01,6.460613946e-01,6.617290921e-01,1.934957803e+01,9.491706305e+01,6.989471879e-01,4.501748634e+01,4.876365329e+01,4.987902695e+01,1.228772309e+01,2.471106074e+00,9.507155862e+00,1.475371126e+01,7.481186235e+01,7.367713235e+01,7.030488953e+01,2.468867138e+01,4.072014198e+01,5.050254910e+01,4.879999210e+01,2.093308573e+01,6.286218359e+01,6.428704644e+01,8.761231065e+01,2.172579001e+01,2.821485127e+01,5.314668756e+01
4.319690677e+01,5.067736670e+01,9.903863207e+01,9.008409878e+01,9.091962186e+01,6.309480039e+00,9.218836141e+01,1.609086037e+01,9.179329657e+01,1.021874773e+01,6.002007052e+01,3.115164649e+00,4.534705923e+01,7.962992837e+01,7.167035837e+01,5.482395885e+01,2.338078499e+01,6.426542624e+01,9.352868079e+01,5.772232463e+01,5.409594855e+01,7.036615570e+01,7.200388951e+01,2.088051065e+01,3.399857959e+01,5.859914623e+00,6.335480979e+01,7.538971660e+01,1.013196250e+01,2.276050376e+01,3.402733340e+01,1.715048329e+01,6.766139452e+01,6.730872785e+01,9.447723145e+01,3.144312290e+01,4.681150626e+01,7.184608267e+01,8.094751910e+01,5.304282163e+01,5.282866769e+01,7.652205361e+01,2.090739319e+01,6.438462308e+01,5.729966477e+01,5.443539365e+01,3.901011427e+01,4.877173687e+01,5.137278882e+01,1.006801672e+01
5.687306812e+01,9.808672942e+01,1.014862700e+01,8.171094185e+01,2.381798424e+01,8.301602218e+00,1.646261442e+01,7.269105410e+01,6.454312286e+01,5.977277453e+01,5.903704031e+01,6.070169753e+01,7.326859503e+01,7.626421356e+01,3.805610562e+01,8.957301133e+01,8.280518686e+01,5.042418655e+01,6.965972849e+01,7.811919222e+01,8.005856387e+00,2.048210027e+01,8.046101251e+01,7.048092825e+01,8.922087758e+01,2.837074253e+01,7.054855793e+01,4.625903910e+01,6.815986577e+01,6.045322783e+01,6.903519858e+01,3.610729418e+01,9.526536251e+01,1.375055106e-01,3.430453554e+01,8.919008347e+00,7.242903423e+01,1.592788418e+01,9.748018480e+01,6.197241521e+01,7.159081809e+01,7.378618339e+01,2.825184682e+01,8.476021199e+01,7.849348895e+01,6.184019810e+01,1.199070749e+01,4.506528770e+01,8.398636197e+01,3.482203627e+00
3.863465495e+01,5.718034439e+01,7.640168370e+01,9.049817991e+01,8.684044890e+01,5.439185856e+01,3.147340052e+01,8.624559864e+00,6.186169391e+01,7.377156743e+01,9.439016941e+01,3.357762603e+01,4.887708557e+01,6.614872250e+01,5.427709560e+01,2.880838384e+01,3.223792076e+01,7.919811769e+01,9.145764866e+01,7.664168319e+01,7.435822326e+01,4.435371780e+01,2.179006198e+01,4.722739005e+01,3.203894216e+01,4.275485100e+01,4.968669725e+00,5.687541816e+01,6.166637058e+01,2.174111456e+01,6.070848542e+01,1.224990191e+01,8.918501045e+01,4.588576741e+01,3.945340824e+01,4.472461233e+01,7.732372971e+01,2.226506036e+01,5.028854131e+01,3.465207858e+01,4.261639778e+01,2.328270664e+01,5.241336079e+01,4.275216433e+01,8.784570860e+01,6.080893039e+01,3.400711643e+01,7.447412682e+01,4.929880009e+01,9.033713792e+01
7.859043666e+01,3.638389834e+01,3.384033992e+01,8.903900747e+01,7.215625146e+01,5.004512927e+01,3.058011075e+01,4.096243624e+01,5.782660934e+00,3.128093970e+01,7.512324062e+01,3.693937538e+01,7.582646856e+01,1.479790132e+01,4.253298340e+01,2.314660159e+01,2.234213805e+01,6.172793905e+01,2.113282233e+00,3.352520500e+01,9.692751859e+01,6.372631079e+01,9.824896106e+01,2.671269437e+01,9.914453859e+01,9.187928637e+01,1.811766944e+01,6.087063744e+00,2.142675331e+01,1.718543689e+01,4.934851707e+00,9.403627794e+01,6.534047131e+01,3.316760426e+01,4.461449147e+01,9.064286299e+01,6.053853839e+01,2.157010350e+01,8.175058813e+01,7.479866334e+01,7.375918326e+01,4.206190517e+01,9.123995957e+00,3.578098705e+01,4.942219216e+01,7.908121129e+01,1.221365025e+00,5.465438596e+01,8.704861638e+01,6.991724256e+01
6.740218579e+01,8.903377749e+01,9.232626230e+01,5.383422422e+01,9.918297427e+01,6.007397512e+01,8.258237066e+01,2.481562311e+01,7.505198211e+01,5.304240048e+01,4.999286162e+01,4.473550351e+01,4.930072943e+01,2.072910650e+01,2.548888116e+01,9.084315436e-01,9.196233961e+01,5.152548860e+01,3.123083932e+01,5.097599888e+01,1.080990360e+01,5.840523758e+01,2.359186536e+01,9.978832306e+01,3.677322920e+01,7.328419041e+01,9.093486997e+01,8.355898816e+01,6.007113807e+00,8.219470034e+01,4.853985539e+00,3.977958897e+00,5.598804776e+01,2.074089643e+01,6.051984291e+00,8.094903760e+01,6.942193717e+01,6.962321669e+00,4.914234862e+01,3.015270615e+01,9.987290283e+01,7.064476948e+01,5.730836714e+01,2.834214238e+01,3.536189460e+01,4.637809461e+01,1.069153110e+01,5.077084781e+00,8.996285764e+01,1.581772462e+01
8.932842070e+01,9.839584511e+01,6.750019576e+01,7.094452777e+01,2.956626366e+01,7.900005293e+01,7.915941418e+01,3.801516812e+01,9.964455530e+01,7.444613651e+01,7.617051346e+00,9.333333509e+01,4.680072268e+01,3.415533351e+01,6.786202534e+00,2.796795818e+01,2.632416350e+00,4.243188777e+01,4.433301310e+01,8.184644376e+01,7.828354150e+01,8.159213347e+01,8.322024019e+01,6.838866001e+01,7.309303019e+01,2.288436464e+01,8.467657311e+01,2.642919419e+01,2.331436858e+01,9.459049115e+01,4.514000376e+00,2.500520960e+01,8.192911830e+01,1.651401275e+01,5.225272711e+01,7.180828591e+01,4.662991555e+01,8.334236194e+01,6.511983703e+01,1.888117080e+01,1.560811323e-01,8.006708932e+01,3.714819316e+01,3.200531686e+01,6.086426539e+01,7.763586562e+01,5.810153469e+01,2.913532325e+01,1.468947080e+01,5.652001856e+01
7.210985466e+01,9.892435391e+01,2.331838815e+01,6.468797847e+01,6.862928964e+01,3.927308962e+01,6.510467903e+01,1.765174245e+01,3.024739205e+01,3.678567438e+01,6.373134650e+01,8.905693853e+01,7.692723933e+01,7.859363126e+01,8.926843866e+01,5.272317882e+01,2.524209258e+01,8.778121713e+01,6.539842536e+01,7.051799391e+01,1.999412961e+01,3.500655701e+01,6.693203619e+01,3.583971278e+01,4.374890420e+01,1.312169059e+01,5.575167102e+01,4.056266927e+01,3.226739478e+01,3.386364342e+01,5.056963672e+01,9.192507653e+01,8.364907184e+01,1.844990850e+01,3.809595087e+01,4.562335799e+01,6.109824125e+01,6.092139518e+01,5.372970940e+01,7.934864028e+01,5.739292422e+01,5.923135071e+01,1.735152952e+01,3.385371682e+00,8.446089846e+01,7.641591195e+01,7.805392669e+01,4.134618049e+01,7.766925397e+01,1.048484686e+01
7.662275068e+01,5.205716721e+01,9.324200222e+01,8.120523647e+01,4.278211974e+01,9.756908203e+01,6.192302222e+00,4.319201688e+01,4.444178971e+01,7.763466053e+00,9.883257397e+01,3.623319667e+01,5.736228322e+01,6.985663416e+01,1.685528641e+01,7.439375730e+01,1.331606490e+01,4.088708632e+00,4.701513050e+01,5.673680712e+01,5.304483186e+01,9.260967366e+01,1.349062407e+01,7.863828924e+00,8.849497114e+01,3.511230490e+01,8.850719485e+00,1.843355722e+01,5.999324704e+01,8.495726018e+01,1.450527982e+01,7.287122517e+01,2.644067057e+01,8.717965086e+01,5.663205858e+00,8.189355723e+01,2.413929556e+01,7.523724439e+01,6.105476986e+01,9.890421244e+01,2.468717899e+01,6.261328755e+01,9.400290989e+01,7.652624006e+01,4.492075703e+01,6.837651568e+01,3.089355684e+01,6.188655370e+01,1.185975781e-01,4.005889134e+01
4.719673200e+01,3.564652388e+01,9.207671647e+01,7.081919118e+01,3.704052516e+01,8.332061097e+01,2.657644481e+01,9.120709708e+01,9.749079848e+01,9.119170992e+01,9.860625539e+01,9.541253501e+01,4.750300573e+01,6.129648417e+01,1.566341771e+01,1.456275346e+01,7.263153004e+01,4.777073341e+01,5.613486515e+01,2.481281784e+01,9.668834723e+01,3.133765385e+01,3.126486158e+00,6.759844082e+01,2.781871243e+01,1.738781545e+01,5.190784406e+01,3.167336192e+01,2.475175447e+01,9.904830596e+01,8.955441451e+01,8.323688983e+01,4.247603389e+01,3.970537490e+01,9.750142635e+01,1.666608248e+01,3.177846743e+00,4.447191894e+00,2.022706590e+01,1.794608167e+01,1.795708087e+01,8.668460719e+01,3.753035659e+01,1.693518079e+01,9.957175482e+01,5.804317811e+01,6.238171851e+01,5.165851950e+01,6.179148085e+01,7.013487782e+01
6.797086757e+01,6.603273218e+01,8.075882166e+01,7.712131588e+01,2.979812163e+01,4.782879447e+01,2.331528969e+01,5.014300324e+01,6.673022978e+01,2.315153567e+01,5.699365682e+01,3.204399060e+01,8.853035249e+01,3.271978115e+01,4.465168653e+01,9.149774021e+01,6.169766655e+01,1.880071734e+01,4.145033434e+01,3.456343217e+01,5.605400001e+01,8.663269768e+01,4.014973757e+01,3.397020930e+01,2.933118296e+01,7.510512611e+01,8.403996801e+01,8.529679790e+01,2.386854859e+01,8.707321409e+01,3.961505550e+01,6.326932726e+01,3.440723056e+01,2.795559642e+00,2.553015939e+01,1.435153503e+01,4.876284293e+01,1.303299530e+01,9.325071966e+01,9.606100408e+01,5.320119798e+01,6.354092750e+01,1.725720697e+01,2.181243153e+01,8.875675912e+01,8.974284337e+01,6.347964903e+01,3.235491559e+01,2.612823224e+01,6.842225420e+01
2.780634627e+00,1.668415045e+01,1.074993393e+01,2.329161484e+01,2.274992017e+01,2.886330444e+01,3.658921798e+01,3.532492181e+01,4.688713093e+01,4.321479452e+01,1.488148464e+01,9.718401207e+01,8.601682768e+01,8.811085864e+01,3.133897882e+01,8.598433549e+01,5.417407374e+01,5.246778454e+01,4.540340715e+01,8.059164700e+01,3.594727600e+01,1.383314203e+01,5.416638313e+01,9.575132285e+01,5.664447596e+01,8.169899808e+01,5.425747821e+01,8.419353206e+01,4.400696874e+01,8.394862265e+01,3.398553249e+01,4.898696765e+01,1.038442811e+01,9.806690894e+00,6.593746786e+01,4.984833739e+01,9.018039291e+01,1.565707402e+01,5.516608599e+01,4.454445834e+01,5.763099336e+01,4.556139361e+01,3.260998545e+01,4.458196777e+01,9.216469511e+01,7.527006063e+01,7.251588371e+01,9.714113203e+01,3.024286809e+01,3.691778984e+01
9.820462452e+01,1.067497562e+00,8.871182037e+01,9.060647869e+01,2.652851322e+01,9.287056759e+01,9.742134230e+01,5.455087379e+01,8.117455618e+01,9.505511473e+01,7.973297190e+00,7.459616256e+01,6.644537809e+01,9.538821250e+01,8.150951579e+01,8.287957256e+01,1.078271767e+01,2.766117571e+01,2.046751165e+01,2.165568122e+01,6.588776782e+01,6.757602924e+01,7.756146566e+01,2.523332769e+01,9.540436430e+01,2.609044064e+01,1.048904393e+01,2.344527601e+00,4.106896850e+01,3.785260354e+01,3.498370601e+01,8.427708064e+01,7.291798476e+01,7.910230649e+01,2.834877811e+01,7.057288551e+01,6.064223273e+00,2.785674946e+01,4.374519783e+01,7.590119504e+01,9.105728717e+01,7.121605123e+01,8.252928911e+01,8.923956190e+01,5.735521075e+01,1.695763275e+01,9.519539331e+01,5.123347854e+01,3.262020430e+01,5.406053548e+01
9.011269872e+01,7.274842009e+01,5.596854524e+01,9.222493257e+01,6.704853380e+01,1.743953286e+01,7.138494057e+01,8.320521100e+01,4.302187654e+01,4.908507884e+01,3.651153332e+00,2.178764113e+01,9.922139794e+01,8.589203432e+01,9.821329684e+01,8.485092799e+01,8.574017929e+00,1.284867445e+01,7.167444510e+01,5.505654246e+01,3.629880336e+01,2.986416442e+01,5.955411484e+01,5.784760423e+01,9.836433047e+00,4.227621525e+01,5.387352909e+01,1.581161217e+01,3.672450586e+01,5.558961937e+01,2.513158181e+01,1.072636598e+01,6.178546271e+01,1.328284043e+01,3.996474565e+01,7.578044417e+01,9.428109808e+01,5.352934826e+01,6.055773178e+01,7.086179220e+01,4.881540270e+01,8.987642043e+01,9.127749231e+01,7.407065522e+01,7.337654379e+01,1.230690151e+01,5.179320468e+01,1.033825606e+01,2.047516274e+01,1.800078345e+01
3.797165482e+01,4.975254650e+01,8.236616729e+01,5.318471800e+01,1.188579491e+01,4.211035433e+01,2.500419949e+01,2.656271510e+00,7.460606054e+01,5.678965377e+01,6.421856570e+01,9.254413996e+00,1.002046533e+00,6.969713139e+01,4.375594839e+01,7.527607228e+01,2.556822489e+01,7.682460396e+00,9.009551899e+01,8.888448931e+00,2.126648738e+01,4.441023381e+01,9.080139436e+01,7.903407711e+01,7.698164704e+01,7.852439084e+00,9.704570121e+01,9.843946286e+01,3.242503378e+01,5.309142593e+01,2.378396577e+01,1.661341972e+00,5.904589302e+01,5.639558508e+01,5.844391419e+01,5.338174204e+01,6.447024057e+01,4.917087190e+00,3.511978175e+01,1.463044834e+01,8.583495214e+01,4.264492070e+01,8.065583004e+01,6.074837915e+01,4.329477034e+01,2.381674506e+01,2.115373995e+01,7.759113298e+01,4.511477797e+01,8.223409980e+00
6.259205079e+00,7.512003423e+01,5.139861663e+01,5.512279968e+01,7.571005452e+01,4.984727520e+01,1.480262682e+01,5.350498047e+01,6.412872292e+01,9.945517639e+01,5.326736821e+00,4.268863287e+01,9.294411861e+01,5.568604513e+01,5.100398656e-01,8.771847676e+01,3.231898451e+01,9.195369959e+01,8.474747250e+01,4.425722838e+01,4.267371682e+01,8.381666706e+01,5.197562550e+01,5.728686057e+01,4.123580391e+01,6.524051884e+01,4.072226689e+01,5.649402926e+01,5.916959700e+01,4.249136297e+01,9.611860301e+01,5.905789637e+01,9.600059731e+01,8.992476393e+01,2.813663869e+01,5.800486560e+01,9.640495525e+01,9.476113081e+01,4.549262817e+01,4.239131725e+01,3.599773637e+01,7.537052209e+01,7.901887593e+01,9.351326759e+01,4.414818422e+01,9.232285577e+01,6.439480783e+01,1.623501449e+01,3.795460124e+01,8.298988653e+01
1.250303027e+01,4.293187112e+01,7.444083917e+01,2.170818594e+01,7.823276845e+01,7.212882764e+01,8.967823776e+01,7.927748202e+01,3.106998814e+01,9.921660643e+01,9.756968321e+01,1.252249072e+00,6.526104275e+01,6.910949486e+01,4.503668751e+01,2.582412741e+01,9.446625932e+01,2.267837384e+01,2.060054600e+00,1.368531057e+01,6.888720316e+01,3.836763585e+01,3.416696835e+01,6.737726376e+00,7.996362447e+01,4.905398584e+01,3.771608819e+01,3.018840388e+01,1.375903634e+00,8.471565173e+01,8.992689038e+01,4.811392840e+00,2.787237742e-01,8.939418139e+01,1.860510768e+01,6.397855514e+01,7.893779550e+01,5.849149901e+01,7.358423855e+01,1.540359137e+00,3.963151905e-01,8.868628516e+01,5.473839873e+01,2.826307599e+01,9.489362935e+01,6.897102069e+01,5.311345449e+01,7.881130464e+01,1.362425455e+01,1.219312448e+01
8.542955297e+01,1.600615316e+01,2.942790117e+01,8.103698447e+01,4.869220683e+01,4.867823317e+01,7.435731134e+01,5.837843583e+01,8.354712708e+01,1.282791822e+00,3.108330768e+01,4.989926151e+01,3.900597611e+01,6.999427812e+01,5.963514582e+01,7.228933035e+01,7.905681440e+01,8.010839151e+01,3.885000164e+01,7.078057002e+01,3.501441227e+01,7.844091375e+01,4.788741774e+01,2.330914337e+01,2.283191993e+01,9.027726003e+01,5.060332640e+01,3.463485982e+01,9.746106368e+01,7.535882920e+01,5.936672465e+01,3.691606089e+01,9.573079411e+01,3.606957368e+01,4.334695360e+01,6.080439366e+01,1.471260935e+01,7.363398612e+00,6.766034642e+01,4.966981800e+01,4.806996389e+01,1.951030358e+01,6.168087492e+01,8.646410712e+01,7.465924413e+01,7.077549950e+01,3.868271178e+01,5.326059549e+01,4.117192437e+01,1.787700280e+01
8.111427181e+00,7.524753631e+01,5.313327715e+01,9.189297951e+01,8.936137489e+01,8.565946923e+01,1.487887531e+00,5.099858265e+01,2.355706788e+01,5.148679436e+01,8.543473988e+01,5.389561659e+01,4.151733083e+01,4.267098614e+01,4.781822331e+01,8.511818750e+01,9.328593836e+01,5.845403030e+01,8.599382762e+00,1.451712309e+01,5.579435804e+01,8.181544104e+01,6.064543511e+01,6.517968103e+01,3.156353552e+01,9.433110955e+01,9.544816182e+01,2.188597458e+00,8.661484652e+01,5.128339333e+01,4.853399260e+01,7.825012320e+00,9.045004751e+01,6.450257296e+01,5.983735801e+01,4.750562330e+01,9.293468830e+01,8.411120051e+01,2.007549963e+01,8.926275241e+01,8.303700976e+01,5.540488900e+01,8.426771511e+01,8.105182845e+01,9.181757309e+01,8.257864408e+00,6.807588821e+01,7.979763051e+01,8.989338916e+01,9.446467679e+00
7.531992150e+01,8.307940562e+01,6.094470406e+00,4.154236251e+01,6.596656791e+01,9.451166613e+01,7.341816117e+01,7.881167286e-01,1.301247295e+01,8.783251267e+01,5.086985963e+01,1.721881600e+01,9.897678627e+01,4.105970225e+00,8.291222226e+01,8.968069623e+01,7.198172879e+00,1.036070357e+01,9.940375796e+01,2.219757432e+01,8.230019065e+01,1.294305344e+01,6.425327539e+00,6.680853692e+01,5.974363865e+01,3.038222013e+01,6.241623905e+01,6.231835023e+01,1.717285079e+01,6.326374611e+01,4.475451008e+01,9.603630399e+01,8.574181583e+01,2.508138142e+00,5.516752806e+01,4.457533573e+01,4.456533383e+01,8.763203551e+01,4.077881731e+01,4.749691849e+01,5.655632011e+00,4.494203785e+01,8.619856611e+01,3.149723561e+01,4.818408295e+01,4.857535162e+01,4.792500856e+01,7.419462831e+01,7.425497060e+01,2.390815122e+00
4.120165241e+01,8.542827856e+01,9.579007305e+01,9.138432908e+00,3.192661276e+01,5.440020032e+01,4.153606584e+01,8.270298049e+01,1.967073707e+01,3.555125544e+00,1.978846310e+00,1.707127872e+01,4.541345696e+01,2.814194689e+01,8.725500261e+01,8.882239254e+01,1.288903913e+01,2.279896395e+00,8.178590242e+01,4.114130579e+01,4.145585151e+01,7.433597020e+01,2.414744460e+01,5.688843783e+01,4.754759020e+01,2.785571233e+01,8.225081875e+01,9.967570008e+00,6.826317687e+01,3.137228854e+01,5.580407292e+01,5.521368544e+00,1.283914640e+01,1.713108641e+01,1.167102769e+01,4.798436185e+01,3.852058506e+01,2.061895713e+01,2.364386944e+01,7.545123920e+01,4.902869702e+01,9.534241024e+00,9.246947568e+01,5.117221323e+01,1.005135572e+01,6.966856519e+01,6.812830516e+01,2.923739927e+01,6.625369666e+01,1.238036730e+01
9.901070487e+01,2.360150726e+01,2.473675323e+01,8.242551399e+01,5.736419571e+01,6.901024369e+00,1.848833961e+00,2.816195898e+01,6.871339461e+01,9.300839349e+01,1.102353150e+00,1.325998923e+01,3.553197381e+00,4.957931846e+01,3.553516530e+01,8.200631115e+01,6.187035793e+01,4.591951057e+01,2.574129178e+01,6.735101569e+01,8.459148839e+00,9.567145844e+01,1.352434460e+01,8.177758235e+01,4.721758384e+01,7.871249947e+01,2.210994375e+01,3.998307726e+01,3.521652003e+01,8.865094309e+01,7.523009703e+01,6.674953788e+01,1.880524179e+01,4.577405641e+01,7.772575003e+01,2.781492092e+01,8.958640617e+00,7.341176127e+01,8.060565889e+01,4.406172567e+01,9.788316338e+01,6.042945701e+01,5.859158556e+01,5.562303565e+01,7.264334731e+01,2.336132400e+01,7.294653104e+01,3.240546724e+01,5.036172894e+01,4.986202206e+01
1.050142552e+01,6.760959681e+01,7.120617674e+01,4.717797539e+01,2.454709138e+01,7.205062002e+01,6.580282936e+01,6.781508661e+01,5.103625889e+01,2.078576695e+01,4.817028094e+01,6.846211930e+01,2.262652354e+01,9.513127475e+01,7.112357050e+01,5.789377029e+01,7.377198103e+01,7.138603037e+01,2.546145960e+01,1.404608079e+01,8.304619616e+01,8.090597978e+01,7.161231164e+01,2.404295609e+01,1.601429941e+01,2.243566533e+01,8.142043613e+01,4.857852847e+01,5.304724522e+01,1.420244977e+01,5.956513674e+01,9.001290680e+01,6.292323993e+01,1.876933855e+01,4.116957759e+01,9.470789514e+01,6.496367361e+01,7.391555083e+01,1.377966839e+01,9.402933777e+01,5.231579388e+01,6.920755134e+01,7.221595112e-01,6.971098751e+01,7.832648921e+01,7.969257816e+01,6.031044477e+01,7.761143253e+01,6.986361253e+01,1.088403348e+01
8.309290205e+01,8.487368752e+01,2.427244911e-02,2.508931238e+01,9.895717234e+01,4.856439400e+01,7.127941725e+01,6.998713355e+00,4.212780562e+01,4.709807312e+01,2.750383606e+01,1.648534729e+01,1.060236484e+01,8.125526946e+01,5.631938261e+01,7.333467185e+00,7.444759756e+01,4.679801136e+01,4.553170175e+01,3.872351979e+01,2.826729374e+01,2.059561614e+01,4.346350181e+01,5.006763908e+01,6.702051376e+01,8.949367069e+01,4.112385085e+01,6.704398314e+01,7.509850576e+01,7.311933138e+01,7.878037139e+01,1.966769099e+01,6.426107431e+01,5.687528134e+01,5.274094235e+01,5.271469923e+01,9.134456965e+01,4.278045389e+01,5.295147641e+01,9.706985173e+01,6.636472095e+01,9.158764097e+01,2.148531222e+01,3.174144662e+01,7.042641626e+01,6.765163601e+01,8.032965362e+00,7.720047401e+01,1.549810204e+01,5.722082576e+01
