v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
6.225840815e+01,8.434875232e+01,1.072727760e+01,1.608653849e+00,7.893288309e+01,8.677374983e+01,6.339954409e+01,4.921294160e+01,6.476033532e+01,5.146129914e+01
6.111711504e+01,4.346844782e+01,4.083692091e+01,6.221664643e+01,1.101921280e+01,1.252994545e+01,4.068384880e+01,1.094206122e+00,8.184158673e+01,3.877029778e+01
6.663351385e+01,1.884982323e+01,3.332189421e+01,3.112428413e+01,8.937680401e+01,3.769020476e+01,7.146289494e+01,6.299860347e+01,2.795051931e+01,7.668831688e+01
8.955100690e+01,2.407270927e+01,7.897160848e+01,9.931195041e+01,4.187081070e+01,6.979188137e+01,8.063454730e+01,2.136740866e+01,9.326591517e+01,1.629461402e+01
6.017015131e+01,3.777298761e+01,7.216264982e+01,8.404735894e+01,3.694458031e+01,8.101331068e+01,4.297644646e+01,5.403835096e+01,6.674156170e+01,9.100358536e+01
3.753240826e+01,7.809016106e-01,2.841059405e+01,2.299701041e+01,5.486309697e+01,3.900034032e+01,4.389344376e+01,9.312165899e+01,7.679257594e+01,2.243311087e+01
1.185369626e+01,4.510840743e+00,2.706796908e+01,4.953836215e+01,3.346338966e+01,5.071805526e+01,3.586758359e+01,2.184190834e+01,9.170931958e+01,9.288339042e+01
8.236089333e+01,7.004743559e+01,9.233226730e+01,6.567773672e+01,3.452385872e+01,9.383848882e+01,5.711067290e+00,2.915601082e+00,9.870073471e+01,1.268209951e+01
3.579377365e+01,5.360250892e+01,9.767851432e+01,6.293485130e+01,7.484402856e+01,9.034459729e+01,3.360316515e+01,6.027900155e+01,7.494651437e+01,9.996505572e+00
4.002509260e+01,2.568459660e+01,2.176579413e+01,7.243743975e+01,1.198136802e+01,4.959445183e+01,2.776797614e+01,7.439590583e+01,6.256239322e+01,4.393372656e+01
6.243355687e+01,5.722745640e+01,6.891458789e-01,9.069979460e+01,2.781237307e+00,7.251904747e+01,2.347385776e+01,7.800687695e+01,1.241012838e+01,6.335156225e+01
8.241723280e+01,2.130124591e+01,3.501617381e+00,5.249026945e+01,3.293413493e+01,2.865893993e+01,3.182747166e+01,1.478097819e+01,5.054332232e+01,1.392257917e+01
8.022359296e+01,9.143347482e+01,4.573089322e+00,1.116880566e+01,8.427672402e+01,2.018154217e+01,5.289498946e+01,6.389579202e+00,9.987060017e+01,5.684863846e+01
5.958986659e+01,2.421274564e-01,3.815073939e+01,5.113052625e+01,9.789948594e+01,3.775853174e+01,5.479314856e+01,2.889969482e+01,6.717073390e+01,7.403881573e+01
2.526337300e+01,1.045400212e+01,4.651650953e+01,8.103318296e+01,9.818923214e+01,7.393998507e+01,2.891898358e+01,6.386861008e+01,1.426740188e+01,9.088817329e+01
3.094060954e+01,5.354679649e+01,2.799563292e+01,9.904892557e+01,6.329206927e+01,1.898262746e+01,7.445322802e+01,3.732042459e+01,7.266108840e+00,6.852052606e+00
9.546981116e+01,1.220581057e+01,2.416957677e+01,7.649685804e+01,7.215739212e+01,3.028627282e+01,6.105619022e+01,2.946050001e+01,3.321967964e+01,3.367894671e+01
3.483838781e+01,6.273688782e+01,6.231719932e+01,4.327300128e+01,8.685667888e+01,7.212817159e+01,8.822298406e+01,7.816529481e+01,9.734991810e+00,5.107057482e+00
1.989248873e+01,5.846157454e+01,9.669254307e+00,9.996798959e+01,3.329341338e+01,8.666918191e+01,3.316591653e+01,4.730424240e+01,9.773811494e+01,2.778066709e+01
6.388930645e+01,3.029128643e+01,1.541028928e+01,4.416846086e+01,6.654410656e+01,1.521318882e+01,3.342229025e+01,7.641468808e+01,7.848719861e+01,7.029230281e+01
6.962694000e+00,4.723234084e+01,4.628491095e+01,7.559536047e+01,7.016877410e+01,6.670193552e+01,4.188122744e+01,9.960334462e+01,6.649641865e+01,3.376916726e+01
8.075370062e+01,4.920121614e+01,1.004090124e+01,6.462956878e+01,1.027788306e+01,5.068088845e+01,3.001144736e+01,3.028568232e+00,7.882498368e+01,3.561133054e+01
7.432049792e+01,1.115954814e+01,4.923989770e+00,4.994891907e+01,9.897167410e+01,4.583844534e+00,9.628428409e+01,1.288788649e+01,7.931645488e+01,4.659576546e+01
6.697906264e+01,4.743219427e+01,3.665092581e+01,8.724745527e+01,5.427643365e+01,3.954302550e+00,5.135804658e+01,7.332795441e+01,8.927588509e+00,7.998409516e+01
5.069999039e+01,8.547391849e+01,3.435768487e+01,7.431138176e+01,2.158860428e+01,2.945888887e+01,1.742372841e+01,5.987503366e+01,6.848306890e+00,9.620080530e+01
1.656237327e+01,3.115994129e+01,7.533736976e+01,1.130729851e+01,4.656892670e+01,2.655836811e+01,5.626540969e+00,4.579521779e+01,6.948265897e+01,2.168661154e+01
9.034440780e-01,5.075429628e+01,4.292240007e+01,5.108324720e+01,7.022540312e+01,9.602812115e+01,3.650831508e+01,1.445185126e+01,5.842366346e+01,5.001666192e+01
9.827604455e+01,1.387042980e+01,3.154554961e+01,4.133732499e+01,6.178451789e+01,6.417478874e+01,1.141022462e+01,6.578949067e+01,7.808283231e+01,9.922088471e+01
6.866006326e+01,7.698453179e+01,7.150616012e+01,8.049935981e+01,6.467466544e+01,1.563792138e+01,3.481289929e+01,2.438596694e+01,3.000889401e+01,3.185661882e+01
7.775273054e+00,9.397157602e+01,9.172672346e+01,6.853868252e+01,7.169662362e+01,5.788797308e+01,2.551621683e+00,4.430424867e+01,4.135214085e+01,9.064194592e+01
9.797288378e+01,6.465436015e+01,8.612008241e+01,5.377315091e+01,7.768055623e+01,7.718246572e+01,9.599987446e+01,7.948335296e+01,1.554944060e+01,5.491126750e+01
4.535651683e+01,9.454234948e+01,8.989779392e+01,9.240587423e+01,6.108827385e+01,5.248971202e+01,9.675275966e+01,5.301800745e+01,8.261268830e+01,1.655874673e+01
8.926693605e+01,7.067935838e+00,2.186027178e+01,3.579666501e+01,3.750992340e+01,3.871479743e+01,7.764884383e+01,3.289667271e+01,5.594443381e+01,9.836037394e+01
7.319056712e+00,9.057756830e+01,2.550778645e+01,3.617364356e+00,1.186637407e+01,4.455630795e+01,7.400592016e+01,3.400713693e+01,2.206602979e+00,1.074540977e+01
2.642548800e+01,4.297752172e+01,2.825109162e+01,8.289594088e+01,8.083479352e+01,6.339886241e+01,2.734152919e+01,2.655860307e+01,1.992440237e+01,9.738744913e+01
8.142099794e+01,6.045551299e+00,5.642484111e+01,2.135893827e+01,5.639940642e+01,2.731716654e+01,7.350183030e+01,9.460416368e+01,4.340969958e+01,7.937949976e+01
4.869931638e+01,9.637446578e+01,6.326322619e+01,4.122754781e+01,7.749249776e+01,8.005403275e+01,5.053326783e+01,6.075691998e+01,7.311800705e+01,3.507211817e-01
1.562358966e+01,2.997560084e+01,1.925186820e+01,8.756527555e+01,8.150493183e+01,8.768806893e+01,1.218744460e+01,7.847275554e+01,9.280295193e+00,1.297742231e+01
9.950561088e+01,2.468358944e+01,7.860010380e+01,8.625999172e+01,4.776150269e+01,9.835287688e+01,1.099044883e+01,6.055031894e+01,7.971466707e+01,7.651337638e+01
7.464556897e+01,2.789480044e+01,3.423250714e+01,8.144977230e+01,3.038083765e+00,9.929272769e+01,8.693482294e+01,3.756708315e+01,4.819752928e+01,6.121094587e+01
1.154285669e+01,7.719159894e+01,4.059039072e+01,3.930480579e+01,2.517253102e+01,7.693167999e+01,8.073743357e+01,2.094093192e+00,3.776677103e+00,5.040375358e+01
2.791864574e+01,6.595946158e+01,1.281069950e+01,3.940699251e+01,6.784680503e+01,6.816553452e+01,9.492507219e+00,1.864092659e+01,4.212044896e+01,8.890618129e+01
6.028964610e+01,6.235980609e+01,2.035775230e+01,8.393732090e+01,1.301297910e+01,3.959361215e+01,9.232618346e+01,2.046015446e+01,6.293609868e+01,3.990083469e+01
2.844014649e+01,8.719408239e+01,2.937730346e+01,2.009643137e+01,3.236535494e+01,2.469577085e+01,7.375540111e+01,7.693544508e+01,1.437535842e+01,8.500741153e+01
5.173948631e+01,9.515043805e+01,9.224361938e+01,1.786458603e+01,2.555725271e+01,7.458229703e+01,8.777603321e+01,8.971974387e+01,4.711721299e+01,8.148545722e+01
6.217897928e+00,3.689311591e+01,3.280808965e+01,6.068784879e+01,9.421929376e-01,8.346198653e+01,3.395309918e+00,7.455567881e+01,7.192516176e+01,4.939522350e+01
9.595786167e+01,8.387795144e+01,3.638712249e+01,4.594977249e+01,5.827578249e+01,5.932498557e+01,8.126554976e+00,2.758611555e+01,8.329311011e+00,6.558958727e+00
1.426376161e+01,6.439307605e+01,6.962104606e+01,8.163986487e+01,5.792121504e+00,3.784248816e+01,3.339093212e+01,4.912452659e+01,7.954462335e+01,7.287795951e+01
6.812532978e+01,1.824997452e+01,8.583540878e+01,8.244725079e+01,3.275353286e+01,9.848332296e+01,8.879138857e+01,5.735173994e+01,9.386521806e+01,6.538771557e+01
4.412806929e+01,7.370941487e+01,8.371899331e+01,1.367392635e+01,8.730736557e+01,9.365315029e+01,2.578967356e+01,8.903619819e+01,6.586494993e+01,2.094372782e+01
1.243124152e+01,8.797629767e+01,8.970661781e+00,6.541120434e+01,8.605304407e+01,6.765280239e+01,8.466576908e+00,6.067051873e+01,3.810573790e+01,1.741343090e+01
2.460838008e+01,9.617689832e+01,2.625347425e+01,3.796917135e+01,6.807906059e+01,8.133731940e+01,7.368717024e+01,3.980332436e+01,1.813503480e+01,3.067835856e+01
7.036438141e+01,4.169221400e+01,5.864980403e-01,8.926006508e+01,9.828578098e+01,3.759500317e+01,6.228891522e+01,5.372676807e+01,8.087250566e+01,5.528764645e+00
4.110489400e+01,6.803088405e+01,1.347174149e+01,2.255888965e+01,3.701462497e+01,3.231793743e+01,9.521458815e+01,8.917677863e+00,8.367507883e+01,9.950523342e+01
8.983104205e+01,1.756974452e+01,3.756065866e+01,6.012551456e+01,4.336518610e+01,7.013722126e+01,1.522220447e+01,2.366590890e+01,5.253985743e+01,8.999830852e+00
6.772001352e+01,8.490928578e+01,3.102620598e+00,1.321651210e+01,2.684464616e+01,4.918930772e+01,6.851538755e+01,2.094769618e+01,3.713577431e+01,9.558531032e+01
8.832220934e+01,6.555015374e+01,6.687122080e+01,6.945684319e+01,2.726598011e+01,8.976578949e+01,7.178255311e+01,2.209674936e+01,3.395185313e+01,7.467991065e+01
3.457137896e+01,3.014744688e-01,3.658577215e+00,9.794204702e+01,9.322169362e+01,4.325971897e+01,9.462019666e+01,8.663000848e+01,1.941267430e+01,2.341287143e+00
1.943087429e+01,7.393020479e+01,1.607181796e+01,6.554054426e+01,3.894610499e+00,5.952701124e+01,4.716451134e+01,2.289405479e+01,7.143331381e+01,9.501178272e+00
6.961122506e+01,3.034396110e+01,1.956676775e+01,5.162226277e+01,5.409778685e+01,4.208808426e+01,5.458746006e+01,9.583131215e+01,3.541361563e+01,9.638285119e+01
4.652154688e+01,8.488951319e+01,7.878628572e+01,1.529315937e+01,8.247093401e+01,5.975454763e+01,9.219174864e+01,6.257556626e+01,1.134144957e+01,2.906235885e+01
5.819299031e+01,1.633785839e+01,5.113295899e+01,1.184335637e+01,6.211380047e+01,4.148848092e+01,7.291559001e+01,9.335918944e+01,2.724457419e+01,9.447585371e+01
8.443499150e+01,6.364681863e-01,7.813115261e+01,9.268322792e+01,1.216207801e+01,8.360469211e+01,9.818326798e+01,9.699036009e+01,3.566019971e+00,1.711917609e+01
6.075477339e+01,9.255911149e+00,7.955476532e+00,6.982211916e+01,5.082873149e+01,6.590524040e+01,7.843011034e+01,3.974484002e+01,8.346615112e+01,6.194160863e+01
5.531306878e+01,2.684496604e+01,2.680384838e+01,6.132618224e+01,5.182280340e+01,3.886067465e+00,8.850552803e+00,6.949738794e+01,7.096173196e+01,4.749268797e+01
5.484380878e+01,7.838080012e+01,7.225176003e+01,2.241354734e+01,7.305472579e+01,8.271537512e+01,3.771232233e+01,1.966949865e+01,3.149932175e+01,3.262476879e+01
7.794347002e+01,5.153490597e+01,1.784938817e+01,1.800419256e+01,7.175597312e+01,8.884021681e+01,8.974656924e+01,5.497161258e+01,5.025569721e+01,7.609641261e+01
1.480507357e+01,7.121461964e+01,9.600039445e+01,8.027997939e+01,5.935774128e+00,3.399539857e+01,2.962032312e+01,2.176809671e+01,8.449607236e+01,2.444498729e+01
4.210099323e+01,5.385024514e+01,2.928099420e+01,1.690998036e+01,7.559252617e+01,2.607306745e+01,1.003152014e+01,7.115686084e+01,5.352714119e+01,6.420338982e+01
1.237018858e+00,1.644526214e+01,5.173400873e+01,5.046598263e+01,9.232848531e+01,3.410886645e+00,7.155806206e+01,6.049887388e+01,3.115685114e+01,6.674333036e+01
3.264568240e+01,2.385606252e+01,7.794864832e+01,6.726695997e+01,4.495779279e+01,8.353314930e+01,2.807493680e+01,9.116301233e+01,9.952524057e+01,6.613987332e+01
6.537104131e+01,7.444502491e+01,2.860941025e+01,3.096247301e+00,2.201620748e+01,6.134280701e+01,8.703917602e+01,5.411028351e+01,3.250567835e+01,5.677072625e+00
4.937216633e+01,2.938594738e+01,7.691489595e+00,6.765825519e+01,3.507922147e+01,9.286389197e+01,8.010556727e+01,7.746926618e+01,8.214269882e+01,1.777886784e+01
7.863008859e+01,7.039443674e+01,1.449500898e+01,2.836344964e+01,9.437247376e+01,7.338345506e+01,4.257719410e+01,7.004115216e+01,6.122179461e+01,9.784720920e+01
6.730113414e+01,2.857738346e+01,9.799401266e+01,7.476066831e+01,4.481366252e+01,4.541710426e+01,7.186784896e+00,5.801595082e+01,8.025118527e+01,9.133684049e+01
8.478971273e+01,2.034050156e+01,9.806028700e+01,2.024313804e+01,2.061039415e+00,3.645225281e+01,6.396948810e+01,3.634190280e+01,3.128295477e+01,6.001501619e+01
8.275682501e+00,9.289804792e+01,4.884150996e+01,2.494242807e+01,6.310546992e+01,2.400503778e+01,3.021504964e+00,8.369335500e+01,6.359216537e+01,6.259629699e+00
3.748365778e+01,3.344028304e+01,1.395466527e+01,8.897635589e+01,2.642976332e+01,4.150798931e+01,3.819731913e+01,2.345143535e+01,7.771903110e+01,7.229164943e+01
3.176533232e+01,4.619290292e+01,5.791256391e+01,7.575522479e+01,9.065688044e+01,3.054134451e+01,6.722612229e+01,6.620705650e+01,3.832297225e+01,1.018106028e+01
3.979818573e+01,3.714155218e+01,1.249321573e+00,6.621443962e+01,5.304740641e+01,2.186068283e+01,3.295323304e+01,3.827021417e+01,6.973091874e+01,7.550036158e+01
6.943129383e+01,5.792385506e+01,8.419075799e+00,3.178597891e+01,1.122632686e+01,4.299014247e+01,1.163800587e+01,3.326842000e+01,6.383948661e+00,7.235321676e+01
2.985285858e+00,4.343948893e+00,9.706111869e+01,2.350401220e+01,4.102884632e+01,4.170672604e+00,9.268122547e+01,6.199129006e+01,6.734002445e+01,8.979743996e+01
3.730861739e+01,3.511963794e+01,4.637182942e+01,8.259247856e+01,2.784623744e+01,1.623734467e+01,8.642316942e+01,1.924106454e+00,2.098672421e+01,2.817906492e+01
3.181815466e+01,2.903992259e+01,2.769956673e+01,7.180677072e+01,2.493737539e+01,2.612636656e+01,1.736769604e+01,8.446551812e+01,6.145924790e+01,2.224929539e+00
2.937980552e+01,6.734690062e+00,4.319760944e+01,7.906159531e+01,3.200228915e+01,8.418739002e+00,4.355591306e-01,6.422426515e+01,3.200888009e+01,4.913813248e+01
6.205420278e+01,6.260437917e+01,7.698700852e+01,4.031048141e+01,3.246663637e+01,9.860757740e+01,8.652813504e+01,5.183358170e+01,5.381680313e+01,2.259954239e+01
5.327670657e+01,9.710683025e+01,6.632377475e+01,3.873400513e+01,8.831247509e+01,6.532950886e+01,9.748858795e+01,6.585631597e+01,9.351741993e+01,4.312206285e+01
1.292392098e+01,4.191612133e+01,6.038790450e+01,4.289589498e+01,8.017123502e+01,1.899724100e+00,4.547651927e+01,1.870030074e+00,1.758406732e+01,4.871832551e+01
3.423381397e+01,7.840706916e+01,7.477861224e+00,1.387373999e+01,3.608809427e+01,7.938408204e+01,4.799163274e+01,1.365837235e+01,3.133676897e+01,8.429881921e+01
5.129886520e+01,7.427094571e+01,9.156072956e+01,7.225298145e+01,2.005041701e+01,8.599944156e+01,6.536415298e+01,4.018686362e+01,1.959580511e+01,6.989977161e+01
8.594774254e+01,8.812538001e+01,1.615098073e+00,8.784153285e+01,5.147450202e+00,7.087105528e+01,4.827415640e+01,3.257347106e+01,7.390193027e+01,4.697770128e+01
5.934817887e+00,2.575342504e+01,3.558706646e+01,8.454648722e+01,5.464728504e+01,9.293449531e+01,5.085653515e+01,3.196941664e+01,7.504802589e+01,9.985149933e+01
3.147390091e+01,4.883012184e+01,4.028248201e+01,7.304035477e+01,1.685463769e+01,6.721747635e+01,3.271059766e+01,7.103707379e+01,6.309957165e+01,3.885744544e+01
3.702437824e+01,7.100928082e+01,5.461350654e+01,1.888616191e+01,5.194092616e+01,7.855201054e+01,4.955982637e+01,6.512902910e+01,4.780652236e+01,4.972870715e+01
1.178379329e+01,6.280884844e+01,7.587329148e+01,9.768091749e+01,9.918058583e+01,2.353290756e+01,3.384779374e+01,1.436931418e+01,7.189144597e+01,6.624763737e+01
3.776118317e+01,5.861796479e+01,2.117849515e+01,6.368094174e+01,4.984157374e+01,8.169510595e+01,7.101991639e+01,8.767284199e+01,9.114930184e+01,7.477452384e+01
9.034923225e+01,8.418032666e+01,6.755677747e+00,7.348370260e+01,1.550629663e+01,4.093299806e+01,4.338125685e+00,5.812634153e+01,5.367933586e+01,2.958060052e+00
6.364385936e+00,8.808883628e+01,9.883461805e+01,2.682894883e+01,6.689531494e+01,1.682192637e+01,3.518880086e+01,2.764517300e+01,8.156126439e+01,4.032031708e+01
9.704297023e+01,3.664619769e+01,5.455704854e+01,1.964461825e+01,6.498952018e+01,1.160481053e+00,1.364148738e+01,6.802199024e+01,8.277695580e+01,2.313061342e+01
3.291682485e+01,6.958569651e+00,4.878961170e+01,8.938388253e+01,3.352977297e+00,5.033257946e+01,9.408715012e+01,8.776813253e+01,1.729653489e+01,5.322736622e+01
6.543246768e+01,5.782358424e+01,8.509687366e+01,7.589245323e+01,1.767206451e+01,5.094685820e+00,6.579551174e+01,1.607609252e+01,5.535825182e+01,5.314169736e+01
2.670010660e+01,1.749429817e+01,6.360650581e+01,5.780661439e+01,8.027729774e+01,1.847139474e+01,2.166161900e+01,5.058961459e+01,2.379284311e+01,8.188664892e+01
4.680829915e+01,9.369324751e+00,9.496149429e+01,7.666281458e+01,2.440917949e+01,5.298161133e+01,9.491965065e+01,5.504510234e+01,7.022641759e+01,7.915957502e+01
1.951853817e+01,6.360936218e+01,7.775978459e+01,1.820549292e+01,5.055123566e+01,3.321422926e+00,1.876025685e+01,3.334469595e+01,8.945528515e+01,5.399225091e+00
9.762467088e+01,4.644671229e+01,7.075554966e+01,5.871476010e+01,9.858843627e+01,2.486892162e+01,6.060785417e+01,4.635878209e+01,4.219544446e+00,1.906066359e+00
8.563137751e+01,3.594811914e+00,4.217011978e+01,6.457009870e+01,6.548582182e+01,4.109383676e+01,1.892081177e+01,8.336934289e+01,5.827195688e+01,3.039385489e+01
4.566415592e+01,5.629070929e+01,5.029759007e+01,3.148540425e+01,4.151725483e+01,5.839819305e+01,7.341119899e+01,6.209617118e+01,9.642017770e+01,1.362340525e+00
3.358697575e+01,2.902480186e+00,4.344023105e+00,7.620792966e+01,3.428550168e+01,9.228325749e+01,5.507034956e+01,7.438726761e+00,7.849743366e+00,2.377909076e+01
3.331499909e+01,2.770357010e+01,7.310126748e+01,5.320658034e+01,9.464197994e+01,2.121597429e+00,2.361447790e+00,6.968891707e+01,5.426362741e+01,1.341219669e+01
6.306301227e+01,7.702596660e+01,8.001019120e+01,8.673810978e+01,9.027767531e+01,9.701727210e+01,1.306441604e+01,1.161790073e+01,7.039821740e+01,4.533846361e+01
2.417508396e-03,3.129301442e+01,5.206574489e+00,8.618487392e+01,4.209898506e+01,9.330019114e+01,3.571847267e+01,5.624163728e+01,9.560133495e+01,2.124706968e+01
9.364244101e+01,5.318250106e+00,6.700304515e+01,1.293415507e+01,6.457924666e+01,5.944655503e+01,6.529441164e+01,7.043531530e+01,5.446030395e+00,4.136586843e+00
9.170770132e+01,4.114907761e+01,9.303537161e+01,7.559659948e+00,5.210097114e+01,1.062356984e+01,6.448745985e+01,7.245498809e+01,8.685241939e+01,3.382378947e+01
7.570050427e+01,4.364862772e+01,2.913493006e+01,8.812682287e+00,6.994401269e+01,4.534542797e+01,7.465855753e+01,9.377670558e+01,2.232818621e+01,5.208430914e+01
7.974179890e+01,4.264078267e+01,9.479560238e+01,1.044247442e+01,4.712534456e+01,3.590679005e+00,6.173656181e+01,2.820909698e+01,9.413861361e+01,1.999263653e+01
7.134135632e+01,4.423093897e+01,6.591803581e+01,3.985093485e+01,8.751678460e+01,7.022708995e+00,8.738717777e+01,9.494937250e+01,6.094077490e+01,7.536987193e+01
3.667023614e+01,9.982139775e+01,3.149433570e+01,5.693394061e+01,9.612995999e+01,3.093574227e+01,1.674959683e+01,8.556252268e+01,9.656265195e+01,7.342677119e+01
5.920319497e+01,2.115529955e+01,6.823808113e+01,7.204978839e+01,2.106527413e+01,1.001646415e+01,4.025036598e+01,3.188314852e+01,7.990964699e+01,4.552359161e+01
9.982659331e+01,7.327145510e+01,6.018697022e+01,9.322395733e+01,5.034890008e+01,3.604210196e+01,8.091950889e+00,3.679776967e+01,2.487512676e+01,8.373054627e+01
3.609564305e+01,8.917772479e+01,7.453710026e+01,7.595912065e+01,1.428216429e+01,5.895709475e-02,6.676503227e+01,5.653710200e+01,2.415336499e+01,9.313025245e+00
8.607350171e+01,9.799793104e+01,1.910855302e+01,3.454429056e+00,7.451832126e+01,8.862999892e+01,1.764752316e+00,8.291788661e+01,1.767445180e+01,9.150454132e+01
3.543369604e+01,6.103806695e+01,3.206539853e+01,9.098579878e+01,5.452799050e+01,2.172977968e+01,8.547026975e+01,9.104692155e+01,5.150175887e+01,5.665244934e+01
4.293092587e+01,6.876463559e+01,4.062239325e+01,8.529929133e+01,9.313910848e+01,3.563577652e+01,3.321125102e+01,9.140223603e+01,6.548618771e+01,3.332649236e+01
5.233894369e+01,2.122575733e+01,2.317695594e+01,7.838060045e+01,3.312113648e+01,1.316181711e+01,1.971263220e+01,2.917648767e+01,9.711786832e+01,8.540831984e+01
9.000337163e+01,4.324076635e+01,9.732401118e+01,2.585074328e+01,7.967609619e+01,9.079837417e+01,6.058840916e+01,9.972756318e+00,5.044402370e+01,4.008268423e+00
2.423965336e+01,4.698036699e+01,9.070717550e+01,2.330431800e+01,4.375267923e+01,4.688049361e+01,7.025496464e+00,9.344039658e+01,9.488385958e+01,1.808600021e+01
2.789594394e+01,8.347173033e+01,3.789425701e+01,3.601494922e+01,6.318294135e+00,2.479896652e+01,1.606649909e+01,4.251833644e+00,8.527677298e+01,3.897095338e+01
3.434033454e+01,9.278391587e+01,5.876368004e+01,9.186602979e+01,3.728334977e+01,1.545197312e+01,3.110335741e+01,2.568002454e+01,3.925614678e+01,2.990142824e-01
2.891309288e+01,7.183297118e+01,4.458365030e+01,7.818447536e+01,9.602406271e+01,2.216186620e+01,2.287122632e+01,2.578196883e+01,5.847345064e-02,6.257074423e+01
8.362250370e+01,5.462688882e+01,4.205040904e+00,8.098838701e+01,1.389464601e+01,5.775989773e+01,9.844336607e+01,4.895275839e+01,4.641659282e+00,4.326184028e+01
5.146607363e+01,7.627091180e+01,5.967457398e+01,2.561663127e+01,7.954284093e+01,8.318202797e+01,9.320273187e+01,9.012667793e+01,6.704548234e+01,2.760359025e+01
8.157922279e+00,9.781282713e+01,7.499851903e+01,2.768935492e+01,8.788230451e+01,5.256656143e+00,6.694393901e+01,8.781671208e+01,5.416561403e+01,3.336685205e+00
9.206472265e+01,3.051073238e+01,3.418976439e+01,1.249702940e+01,1.013673701e+00,9.768816501e+01,4.494516981e+01,9.593279639e+01,9.550138756e+01,2.067807800e+01
8.171425564e+01,4.062229644e+01,6.056802124e+01,3.636734790e+01,3.960875607e+01,7.908291561e+01,1.549684930e+01,5.571302623e+01,6.203412270e+01,5.848135820e+01
7.782450277e+01,3.493665381e+01,9.817597243e+01,6.919436882e+01,5.417751366e+01,1.713995376e+01,6.967542353e+01,7.405986104e+01,2.157329579e+01,5.998661392e+00
2.013807167e+01,8.188735443e+01,2.565136023e+01,1.724845740e+01,7.998227742e+01,5.003706287e+01,5.390821500e+01,4.956491689e+01,8.199703634e+01,8.757618289e+01
2.195695531e+01,9.919364457e+01,7.883043383e+00,8.307629688e+01,4.730373232e+01,7.593774677e+00,8.673884259e+01,6.841948845e+01,1.934048889e+01,1.869324869e+01
2.227743678e+01,7.283586915e+01,1.095434027e+01,9.818237621e+01,5.160668119e+01,8.711693287e+01,9.968924508e+01,4.489516100e+01,5.868814614e+01,2.282761642e+01
9.469517343e+01,6.773513602e+01,3.843653981e+01,9.364544576e+01,8.817566904e+00,7.740397932e+00,4.976273691e+01,9.217431769e-01,9.469978243e+01,4.043936453e+01
2.584871578e+01,3.597358283e+01,8.871793344e+01,8.474451815e+01,4.699548914e+01,8.513293950e+01,2.986421542e+01,7.099848670e+01,3.157248005e+01,7.922376647e+01
7.280754242e+01,9.415378799e+01,4.966317699e+01,2.968435073e+01,9.585939283e+01,3.325349402e+01,9.917261767e+01,5.346604866e+01,8.863507250e+01,3.574303615e+01
4.098694369e+01,5.742634877e+01,3.475863670e+01,3.524901039e+01,2.883421017e+01,5.156519946e+01,9.713937551e+01,6.216293689e+01,8.795831216e+01,7.793310778e+01
9.695367087e+01,4.966256472e+01,9.428885989e+01,5.595652376e+01,5.626847043e+01,8.706724185e+01,4.289066324e+01,4.907143405e+01,7.782771405e+01,5.361014729e+01
2.961074912e+01,3.315704812e+01,6.343884550e+01,3.869270999e+01,5.177380733e+01,4.285127979e+01,7.581809335e+01,3.784364805e+01,7.316679083e+00,6.389555325e+01
2.302039666e+01,2.964170760e+01,3.305428685e+01,1.200342649e+01,4.921776043e+01,7.428392282e+01,8.355603692e+01,6.646051448e+01,3.944338926e+01,9.005901624e+01
2.952475332e+01,2.218045593e+01,5.555950164e+01,6.143088681e+01,4.047128260e+01,4.512009884e+01,9.476194434e+01,7.600526890e+01,3.417080879e+01,5.591245150e+01
3.645724353e+01,2.070473186e+01,5.726444750e+01,5.625472684e+01,7.383102521e+01,2.591570313e+01,4.196565046e+01,1.203515409e+01,8.992203249e+01,2.032204883e+01
9.974511247e+00,3.373900311e+01,8.841807009e+01,2.946700578e+00,7.225513795e+01,8.813063192e+01,3.052029257e+01,4.823006154e+00,7.755334056e+01,7.826793677e+01
2.751711838e+01,9.520397740e+01,5.821783064e+01,5.083562063e+01,2.404040175e+01,6.478375047e+00,1.514608484e+00,2.469149430e+01,4.107413363e+01,5.425891229e+01
9.849556036e+01,6.539799105e+01,4.323650602e+01,9.047509810e+01,7.411380675e+01,6.391447358e+01,6.705897065e+01,2.847458872e+01,3.978946216e+01,7.180711952e+01
5.742598496e+01,2.797676596e+01,9.988592615e+01,3.542057332e+01,4.444343832e+01,7.681325011e+01,4.166565067e+01,1.465655467e-01,5.649127738e+01,2.699846397e+01
5.581918307e+01,2.171134915e+01,6.773062102e+01,7.659208943e+01,9.681893639e+00,4.413095705e+01,6.200798522e+01,6.623540732e+00,8.519015541e+01,5.436734165e+00
4.973544735e+01,4.254466447e+01,1.437374556e+01,3.642452066e+01,1.757061244e+01,4.379287597e+01,3.784823049e+00,2.415722815e+01,5.228524312e+01,9.113315290e+01
2.551502409e+01,9.569118306e+01,6.306612686e+01,1.656991039e+01,5.518781240e+01,7.815837580e+01,8.205814152e+01,1.527537240e+01,4.723984771e+01,5.750116180e+01
3.718087431e+01,9.260561228e+01,6.409351947e+01,1.765779618e+01,7.194706800e+01,6.059888529e+00,3.304604805e+01,9.726020509e+01,1.688053386e+01,3.409160980e+01
